Date,Adj Close_INDOCO.NS,Close_INDOCO.NS,High_INDOCO.NS,Low_INDOCO.NS,Open_INDOCO.NS,Volume_INDOCO.NS,Date
2021-01-25,296.5359802246094,300.54998779296875,322.0,296.3500061035156,320.0,328992,2021-01-25
2021-02-01,311.5329895019531,315.75,324.95001220703125,295.8500061035156,300.0,363435,2021-02-01
2021-02-08,288.84014892578125,292.75,335.0,288.8500061035156,317.29998779296875,1356674,2021-02-08
2021-02-15,297.029296875,301.04998779296875,308.75,292.0,299.8500061035156,485491,2021-02-15
2021-02-22,286.9655456542969,290.8500061035156,302.0,283.8999938964844,299.0,290901,2021-02-22
2021-03-01,276.8524475097656,280.6000061035156,302.0,274.8500061035156,295.0,914974,2021-03-01
2021-03-08,288.88946533203125,292.79998779296875,298.70001220703125,275.0,280.0,1213622,2021-03-08
2021-03-15,275.7671203613281,279.5,301.70001220703125,276.0,294.29998779296875,489342,2021-03-15
2021-03-22,292.9347229003906,296.8999938964844,298.0,274.20001220703125,285.0,931147,2021-03-22
2021-03-29,284.4002685546875,288.25,299.6499938964844,285.0,296.8999938964844,270659,2021-03-29
2021-04-05,312.914306640625,317.1499938964844,325.0,285.25,293.70001220703125,1208314,2021-04-05
2021-04-12,309.65838623046875,313.8500061035156,318.70001220703125,297.20001220703125,318.70001220703125,587983,2021-04-12
2021-04-19,324.4086608886719,328.79998779296875,337.0,303.04998779296875,310.8500061035156,1357848,2021-04-19
2021-04-26,324.1127014160156,328.5,348.0,325.0,334.8999938964844,1458998,2021-04-26
2021-05-03,354.106689453125,358.8999938964844,377.70001220703125,320.25,325.0,3242468,2021-05-03
2021-05-10,349.8641662597656,354.6000061035156,369.0,348.3999938964844,362.8500061035156,952432,2021-05-10
2021-05-17,344.0922546386719,348.75,356.8999938964844,334.79998779296875,356.3500061035156,704106,2021-05-17
2021-05-24,389.5765686035156,394.8500061035156,425.5,333.25,355.75,10320751,2021-05-24
2021-05-31,386.3699951171875,391.6000061035156,408.54998779296875,371.0,399.79998779296875,2576145,2021-05-31
2021-06-07,413.35467529296875,418.95001220703125,433.8999938964844,389.0,394.0,2242223,2021-06-07
2021-06-14,401.8109436035156,407.25,420.29998779296875,395.25,416.3999938964844,1102424,2021-06-14
2021-06-21,386.66595458984375,391.8999938964844,423.04998779296875,390.20001220703125,404.0,539850,2021-06-21
2021-06-28,468.310791015625,474.6499938964844,494.70001220703125,386.0,394.70001220703125,7780236,2021-06-28
2021-07-05,456.37237548828125,462.54998779296875,483.0,434.0,479.8999938964844,2787091,2021-07-05
2021-07-12,436.6888427734375,442.6000061035156,469.95001220703125,434.0,462.0,1197074,2021-07-12
2021-07-19,437.922119140625,443.8500061035156,458.8500061035156,435.8500061035156,442.6000061035156,633157,2021-07-19
2021-07-26,443.69403076171875,449.70001220703125,454.0,411.8999938964844,445.1000061035156,854046,2021-07-26
2021-08-02,444.2859802246094,450.29998779296875,485.0,443.45001220703125,455.0,2641140,2021-08-02
2021-08-09,470.43206787109375,476.79998779296875,530.25,424.6000061035156,452.54998779296875,13363310,2021-08-09
2021-08-16,450.7978515625,456.8999938964844,493.3500061035156,450.0,484.29998779296875,2121700,2021-08-16
2021-08-23,443.989990234375,450.0,467.79998779296875,436.3999938964844,467.79998779296875,1406964,2021-08-23
2021-08-30,472.5533447265625,478.95001220703125,517.7999877929688,454.8500061035156,454.8999938964844,5507993,2021-08-30
2021-09-06,456.175048828125,462.3500061035156,481.5,458.79998779296875,481.0,579684,2021-09-06
2021-09-13,474.97064208984375,481.3999938964844,486.0,454.70001220703125,464.79998779296875,1366664,2021-09-13
2021-09-20,442.4715576171875,447.04998779296875,485.0,441.0,482.0,913654,2021-09-20
2021-09-27,442.2735900878906,446.8500061035156,459.45001220703125,436.0,457.29998779296875,942376,2021-09-27
2021-10-04,443.6097717285156,448.20001220703125,458.3999938964844,433.3500061035156,447.0,948076,2021-10-04
2021-10-11,458.30767822265625,463.04998779296875,471.0,444.0,452.0,1471620,2021-10-11
2021-10-18,459.39642333984375,464.1499938964844,513.6500244140625,457.0,480.0,3728967,2021-10-18
2021-10-25,461.12847900390625,465.8999938964844,479.0,440.0,464.1499938964844,1025465,2021-10-25
2021-11-01,449.64727783203125,454.29998779296875,498.0,445.0,470.0,1418267,2021-11-01
2021-11-08,415.748046875,420.04998779296875,462.29998779296875,407.6000061035156,461.0,1173733,2021-11-08
2021-11-15,397.7344665527344,401.8500061035156,427.3500061035156,393.0,420.0,502590,2021-11-15
2021-11-22,406.88970947265625,411.1000061035156,430.45001220703125,388.29998779296875,402.0,759595,2021-11-22
2021-11-29,399.7139892578125,403.8500061035156,413.0,376.3500061035156,413.0,683451,2021-11-29
2021-12-06,426.239501953125,430.6499938964844,443.79998779296875,402.25,405.0,1117969,2021-12-06
2021-12-13,408.3743591308594,412.6000061035156,447.0,410.0,432.1499938964844,594832,2021-12-13
2021-12-20,417.6781005859375,422.0,425.25,390.29998779296875,411.0,364214,2021-12-20
2021-12-27,449.64727783203125,454.29998779296875,459.25,416.20001220703125,416.20001220703125,652466,2021-12-27
2022-01-03,433.36578369140625,437.8500061035156,458.8999938964844,431.3500061035156,454.0,430805,2022-01-03
2022-01-10,434.6524353027344,439.1499938964844,443.3999938964844,424.20001220703125,438.20001220703125,397660,2022-01-10
2022-01-17,412.432373046875,416.70001220703125,443.79998779296875,413.79998779296875,439.70001220703125,306896,2022-01-17
2022-01-24,399.91192626953125,404.04998779296875,415.0,393.25,413.0,313233,2022-01-24
2022-01-31,380.61163330078125,384.54998779296875,429.0,380.0,415.0,2140910,2022-01-31
2022-02-07,363.8352355957031,367.6000061035156,386.5,365.0,381.0,592376,2022-02-07
2022-02-14,377.1969909667969,381.1000061035156,384.45001220703125,344.04998779296875,359.6000061035156,1548611,2022-02-14
2022-02-21,385.9068298339844,389.8999938964844,400.0,369.45001220703125,375.1499938964844,644138,2022-02-21
2022-02-28,357.5997314453125,361.29998779296875,394.70001220703125,356.6000061035156,388.3999938964844,300265,2022-02-28
2022-03-07,371.9017639160156,375.75,379.6000061035156,350.1499938964844,354.0,374111,2022-03-07
2022-03-14,387.3420104980469,391.3500061035156,395.70001220703125,372.0,375.75,270069,2022-03-14
2022-03-21,385.2140197753906,389.20001220703125,426.20001220703125,386.0,386.1499938964844,713193,2022-03-21
2022-03-28,380.61163330078125,384.54998779296875,391.20001220703125,363.0,384.20001220703125,450970,2022-03-28
2022-04-04,394.0228576660156,398.1000061035156,403.0,377.0,385.54998779296875,459924,2022-04-04
2022-04-11,383.3334655761719,387.29998779296875,405.0,385.0,400.6000061035156,218160,2022-04-11
2022-04-18,376.80108642578125,380.70001220703125,394.29998779296875,351.04998779296875,384.25,261038,2022-04-18
2022-04-25,376.5041198730469,380.3999938964844,396.8500061035156,375.95001220703125,382.6000061035156,262423,2022-04-25
2022-05-02,362.54852294921875,366.29998779296875,380.0,356.0,380.0,176584,2022-05-02
2022-05-09,333.3011779785156,336.75,365.70001220703125,322.70001220703125,365.70001220703125,547672,2022-05-09
2022-05-16,369.4768371582031,373.29998779296875,378.20001220703125,326.04998779296875,338.75,2247064,2022-05-16
2022-05-23,346.4649658203125,350.04998779296875,379.79998779296875,341.3999938964844,376.29998779296875,414353,2022-05-23
2022-05-30,358.5895080566406,362.29998779296875,371.5,348.54998779296875,352.5,344688,2022-05-30
2022-06-06,371.95123291015625,375.79998779296875,390.0,356.04998779296875,364.0,752275,2022-06-06
2022-06-13,347.8011474609375,351.3999938964844,383.0,346.54998779296875,372.6499938964844,504235,2022-06-13
2022-06-20,363.14239501953125,366.8999938964844,372.75,347.0,347.0,218488,2022-06-20
2022-06-27,365.8642272949219,369.6499938964844,379.45001220703125,362.3999938964844,370.79998779296875,271634,2022-06-27
2022-07-04,375.6628112792969,379.54998779296875,383.0,365.0,369.0,360535,2022-07-04
2022-07-11,376.30621337890625,380.20001220703125,393.79998779296875,375.25,379.54998779296875,380363,2022-07-11
2022-07-18,379.324951171875,383.25,394.75,377.95001220703125,382.1499938964844,408812,2022-07-18
2022-07-25,381.3539733886719,385.29998779296875,388.6499938964844,373.79998779296875,384.0,226041,2022-07-25
2022-08-01,388.7276611328125,392.75,409.79998779296875,383.3500061035156,385.5,724279,2022-08-01
2022-08-08,373.4853820800781,377.3500061035156,401.70001220703125,372.6000061035156,394.70001220703125,294630,2022-08-08
2022-08-15,347.85064697265625,351.45001220703125,380.95001220703125,343.54998779296875,377.3500061035156,599648,2022-08-15
2022-08-22,353.8881530761719,357.54998779296875,366.0,351.25,354.0,375352,2022-08-22
2022-08-29,361.06390380859375,364.79998779296875,367.0,348.3500061035156,354.6499938964844,238705,2022-08-29
2022-09-05,358.1441345214844,361.8500061035156,380.0,360.6000061035156,365.6499938964844,334686,2022-09-05
2022-09-12,353.34381103515625,357.0,370.1499938964844,351.0,363.8500061035156,302057,2022-09-12
2022-09-19,329.9360046386719,333.3500061035156,372.20001220703125,328.8999938964844,357.95001220703125,510752,2022-09-19
2022-09-26,324.54180908203125,327.8999938964844,347.0,307.6499938964844,331.0,965879,2022-09-26
2022-10-03,338.0025329589844,341.5,345.5,325.75,327.8999938964844,227238,2022-10-03
2022-10-10,337.85406494140625,341.3500061035156,349.8999938964844,333.1499938964844,337.25,355985,2022-10-10
2022-10-17,333.4001770019531,336.8500061035156,350.0,333.54998779296875,341.29998779296875,159996,2022-10-17
2022-10-24,337.11175537109375,340.6000061035156,344.79998779296875,333.0,333.0,102515,2022-10-24
2022-10-31,356.6099853515625,360.29998779296875,365.20001220703125,341.20001220703125,341.20001220703125,859679,2022-10-31
2022-11-07,344.4854431152344,348.04998779296875,369.8999938964844,343.04998779296875,362.1499938964844,460299,2022-11-07
2022-11-14,362.7464904785156,366.5,369.8999938964844,346.70001220703125,349.79998779296875,253128,2022-11-14
2022-11-21,398.3777770996094,402.5,423.8999938964844,360.04998779296875,368.3500061035156,1779429,2022-11-21
2022-11-28,393.8249206542969,397.8999938964844,407.95001220703125,382.75,402.95001220703125,351348,2022-11-28
2022-12-05,383.0860290527344,387.04998779296875,409.95001220703125,384.0,393.0,337069,2022-12-05
2022-12-12,386.7481384277344,390.75,404.0,374.1000061035156,387.95001220703125,251984,2022-12-12
2022-12-19,375.71234130859375,379.6000061035156,409.79998779296875,375.1000061035156,392.70001220703125,481641,2022-12-19
2022-12-26,402.48529052734375,406.6499938964844,416.0,372.1000061035156,387.1499938964844,768650,2022-12-26
2023-01-02,390.0638427734375,394.1000061035156,423.8999938964844,388.1499938964844,414.0,758182,2023-01-02
2023-01-09,394.5672302246094,398.6499938964844,413.29998779296875,393.04998779296875,410.0,334798,2023-01-09
2023-01-16,387.4904479980469,391.5,404.0,390.3999938964844,398.6499938964844,182696,2023-01-16
2023-01-23,335.52813720703125,339.0,409.79998779296875,336.29998779296875,394.79998779296875,1742730,2023-01-23
2023-01-30,332.1629638671875,335.6000061035156,349.8500061035156,318.45001220703125,339.0,698778,2023-01-30
2023-02-06,361.2123718261719,364.95001220703125,369.0,325.1499938964844,336.0,1698279,2023-02-06
2023-02-13,371.852294921875,375.70001220703125,381.6000061035156,357.25,360.0,1166142,2023-02-13
2023-02-20,343.1987609863281,346.75,378.54998779296875,345.04998779296875,375.1499938964844,452018,2023-02-20
2023-02-27,337.1612548828125,340.6499938964844,370.95001220703125,333.6000061035156,347.0,1400424,2023-02-27
2023-03-06,334.8352966308594,338.29998779296875,345.75,336.3999938964844,341.5,329626,2023-03-06
2023-03-13,318.4548034667969,321.75,356.0,317.20001220703125,342.5,1451907,2023-03-13
2023-03-20,324.3933410644531,327.75,336.0,316.5,322.70001220703125,846021,2023-03-20
2023-03-27,321.9189453125,325.25,349.04998779296875,320.1000061035156,328.54998779296875,831883,2023-03-27
2023-04-03,327.7585144042969,331.1499938964844,338.1000061035156,326.04998779296875,326.8500061035156,243711,2023-04-03
2023-04-10,325.72955322265625,329.1000061035156,340.0,327.5,335.3999938964844,370410,2023-04-10
2023-04-17,306.82513427734375,310.0,331.75,307.29998779296875,331.3999938964844,595715,2023-04-17
2023-04-24,320.1374206542969,323.45001220703125,325.45001220703125,306.3999938964844,312.0,816698,2023-04-24
2023-05-01,329.4906005859375,332.8999938964844,334.95001220703125,318.45001220703125,323.45001220703125,506704,2023-05-01
2023-05-08,350.4239807128906,354.04998779296875,357.6000061035156,330.1000061035156,332.8999938964844,519938,2023-05-08
2023-05-15,347.50421142578125,351.1000061035156,362.8500061035156,342.25,351.0,253607,2023-05-15
2023-05-22,331.37115478515625,334.79998779296875,363.1499938964844,328.29998779296875,352.5,659960,2023-05-22
2023-05-29,348.54345703125,352.1499938964844,362.20001220703125,330.0,336.5,384539,2023-05-29
2023-06-05,326.2738952636719,329.6499938964844,351.04998779296875,326.04998779296875,351.04998779296875,1167409,2023-06-05
2023-06-12,327.1646728515625,330.54998779296875,333.8500061035156,320.1000061035156,333.8500061035156,704304,2023-06-12
2023-06-19,316.6237487792969,319.8999938964844,336.5,316.1000061035156,332.0,471376,2023-06-19
2023-06-26,323.6015625,326.95001220703125,332.70001220703125,318.3999938964844,319.8999938964844,334787,2023-06-26
2023-07-03,321.4735412597656,324.79998779296875,334.0,324.1000061035156,327.04998779296875,389380,2023-07-03
2023-07-10,319.6425476074219,322.95001220703125,331.29998779296875,315.0,326.29998779296875,491348,2023-07-10
2023-07-17,328.6493225097656,332.04998779296875,339.95001220703125,323.0,323.0,565871,2023-07-17
2023-07-24,315.2875671386719,318.54998779296875,336.1499938964844,315.29998779296875,333.75,1684751,2023-07-24
2023-07-31,320.9786682128906,324.29998779296875,328.8999938964844,311.79998779296875,317.0,752918,2023-07-31
2023-08-07,338.20050048828125,341.70001220703125,352.6000061035156,318.04998779296875,325.95001220703125,1789307,2023-08-07
2023-08-14,325.63055419921875,329.0,343.3500061035156,327.20001220703125,340.04998779296875,299490,2023-08-14
2023-08-21,320.3353271484375,323.6499938964844,337.0,321.29998779296875,330.0,370163,2023-08-21
2023-08-28,308.6562194824219,311.8500061035156,330.1499938964844,309.5,324.0,798250,2023-08-28
2023-09-04,326.12542724609375,329.5,337.6000061035156,310.54998779296875,314.54998779296875,2252182,2023-09-04
2023-09-11,358.3915710449219,362.1000061035156,373.0,321.3999938964844,330.0,3681140,2023-09-11
2023-09-18,337.26019287109375,340.75,370.75,335.20001220703125,362.04998779296875,736304,2023-09-18
2023-09-25,337.6260681152344,339.0,342.5,332.8999938964844,340.75,678148,2023-09-25
2023-10-02,331.0030212402344,332.3500061035156,339.5,328.04998779296875,339.0,252165,2023-10-02
2023-10-09,337.8750305175781,339.25,342.0,325.29998779296875,332.0,547676,2023-10-09
2023-10-16,330.6046447753906,331.95001220703125,356.0,330.04998779296875,340.95001220703125,1362173,2023-10-16
2023-10-23,319.64923095703125,320.95001220703125,334.45001220703125,308.29998779296875,333.95001220703125,636677,2023-10-23
2023-10-30,318.7528381347656,320.04998779296875,329.0,315.1000061035156,324.8500061035156,575460,2023-10-30
2023-11-06,330.6544189453125,332.0,336.0,319.0,324.95001220703125,388233,2023-11-06
2023-11-13,333.8912658691406,335.25,339.25,330.3500061035156,333.8500061035156,202672,2023-11-13
2023-11-20,351.6689147949219,353.1000061035156,357.0,335.5,336.8999938964844,679325,2023-11-20
2023-11-27,369.595947265625,371.1000061035156,373.0,353.1000061035156,353.1000061035156,1218632,2023-11-27
2023-12-04,383.1906433105469,384.75,404.70001220703125,371.29998779296875,378.04998779296875,1628261,2023-12-04
2023-12-11,391.357421875,392.95001220703125,403.0,381.04998779296875,385.0,1221371,2023-12-11
2023-12-18,398.4286193847656,400.04998779296875,412.54998779296875,363.8500061035156,392.0,1617063,2023-12-18
2023-12-25,393.5982971191406,395.20001220703125,412.0,391.1000061035156,400.04998779296875,798477,2023-12-25
2024-01-01,388.36956787109375,389.95001220703125,400.79998779296875,385.0,395.8999938964844,576108,2024-01-01
2024-01-08,375.2230529785156,376.75,393.29998779296875,365.04998779296875,390.1000061035156,387893,2024-01-08
2024-01-15,379.1570739746094,380.70001220703125,405.0,370.5,380.0,1496019,2024-01-15
2024-01-22,362.6741027832031,364.1499938964844,414.0,360.0,380.70001220703125,894561,2024-01-22
2024-01-29,363.42108154296875,364.8999938964844,381.3999938964844,363.29998779296875,365.0,688120,2024-01-29
2024-02-05,348.1332702636719,349.54998779296875,369.0,344.79998779296875,365.1499938964844,419454,2024-02-05
2024-02-12,365.4627990722656,366.95001220703125,386.0,329.45001220703125,351.29998779296875,951977,2024-02-12
2024-02-19,373.28094482421875,374.79998779296875,380.75,357.6000061035156,364.0,313229,2024-02-19
2024-02-26,344.7470703125,346.1499938964844,379.0,344.5,379.0,288003,2024-02-26
2024-03-04,340.26531982421875,341.6499938964844,355.8999938964844,336.29998779296875,354.1000061035156,214897,2024-03-04
2024-03-11,324.62896728515625,325.95001220703125,350.45001220703125,318.3999938964844,342.1499938964844,404221,2024-03-11
2024-03-18,333.44305419921875,334.79998779296875,345.0,325.0,325.95001220703125,296948,2024-03-18
2024-03-25,327.3179931640625,328.6499938964844,347.8999938964844,327.45001220703125,334.79998779296875,282147,2024-03-25
2024-04-01,348.28271484375,349.70001220703125,372.0,329.54998779296875,329.54998779296875,1136765,2024-04-01
2024-04-08,345.3446350097656,346.75,354.6499938964844,342.54998779296875,350.8999938964844,289744,2024-04-08
2024-04-15,329.5588684082031,330.8999938964844,344.0,328.5,340.0,252046,2024-04-15
2024-04-22,327.2682189941406,328.6000061035156,336.54998779296875,323.1000061035156,332.95001220703125,466643,2024-04-22
2024-04-29,336.3313293457031,337.70001220703125,340.70001220703125,324.75,331.95001220703125,569695,2024-04-29
2024-05-06,318.7528381347656,320.04998779296875,344.95001220703125,318.3999938964844,340.70001220703125,606289,2024-05-06
2024-05-13,320.39617919921875,321.70001220703125,345.25,315.54998779296875,321.54998779296875,729727,2024-05-13
2024-05-20,309.7395324707031,311.0,325.0,310.20001220703125,320.29998779296875,893579,2024-05-20
2024-05-27,299.2322998046875,300.45001220703125,319.54998779296875,295.1499938964844,312.1499938964844,1404067,2024-05-27
2024-06-03,319.7986145019531,321.1000061035156,324.0,286.6000061035156,303.1000061035156,659923,2024-06-03
2024-06-10,324.828125,326.1499938964844,329.5,321.1000061035156,325.0,366457,2024-06-10
2024-06-17,325.7244873046875,327.04998779296875,333.75,322.3500061035156,326.1499938964844,521071,2024-06-17
2024-06-24,323.48358154296875,324.79998779296875,331.5,319.3999938964844,326.8500061035156,317829,2024-06-24
2024-07-01,345.5438537597656,346.95001220703125,354.3999938964844,323.79998779296875,326.5,991181,2024-07-01
2024-07-08,330.25604248046875,331.6000061035156,358.0,330.1499938964844,344.6000061035156,829713,2024-07-08
2024-07-15,325.27630615234375,326.6000061035156,342.0,325.0,333.95001220703125,406038,2024-07-15
2024-07-22,321.59130859375,322.8999938964844,331.70001220703125,316.70001220703125,326.0,760027,2024-07-22
2024-07-29,324.42974853515625,325.75,338.79998779296875,323.1000061035156,323.1000061035156,553618,2024-07-29
2024-08-05,320.6451721191406,321.95001220703125,332.0,315.1499938964844,320.95001220703125,362685,2024-08-05
2024-08-12,325.5751037597656,326.8999938964844,338.3999938964844,321.20001220703125,323.0,264274,2024-08-12
2024-08-19,362.2757568359375,363.75,365.0,325.8500061035156,327.1000061035156,1743651,2024-08-19
2024-08-26,359.9850769042969,361.45001220703125,371.04998779296875,357.5,365.0,796637,2024-08-26
2024-09-02,369.4963684082031,371.0,387.54998779296875,355.3500061035156,362.5,1050070,2024-09-02
2024-09-09,370.04412841796875,371.54998779296875,385.75,370.0,375.95001220703125,529928,2024-09-09
2024-09-16,375.5716552734375,377.1000061035156,380.0,364.8999938964844,371.20001220703125,390846,2024-09-16
2024-09-23,357.04998779296875,357.04998779296875,383.0,353.0,380.0,490248,2024-09-23
2024-09-30,334.6499938964844,334.6499938964844,363.95001220703125,331.1499938964844,357.8999938964844,413316,2024-09-30
2024-10-07,337.29998779296875,337.29998779296875,345.79998779296875,324.6000061035156,335.04998779296875,648847,2024-10-07
2024-10-14,341.54998779296875,341.54998779296875,347.95001220703125,325.0,332.0,789260,2024-10-14
2024-10-21,304.0,304.0,342.5,298.1000061035156,342.5,944111,2024-10-21
2024-10-28,314.1499938964844,314.1499938964844,317.5,297.8999938964844,304.0,642569,2024-10-28
2024-11-04,307.8999938964844,307.8999938964844,317.0,306.20001220703125,314.70001220703125,669696,2024-11-04
2024-11-11,309.5,309.5,313.1000061035156,302.1000061035156,308.79998779296875,168703,2024-11-11
2024-11-18,320.04998779296875,320.04998779296875,325.04998779296875,298.5,309.5,723859,2024-11-18
2024-11-25,324.75,324.75,328.20001220703125,298.0,325.04998779296875,755984,2024-11-25
2024-12-02,323.54998779296875,323.54998779296875,355.0,312.1000061035156,325.0,2308949,2024-12-02
2024-12-09,335.29998779296875,335.29998779296875,345.5,316.1000061035156,326.8500061035156,798422,2024-12-09
2024-12-16,339.95001220703125,339.95001220703125,349.45001220703125,312.0,336.0,1646919,2024-12-16
2024-12-23,331.8500061035156,331.8500061035156,342.3500061035156,325.54998779296875,339.95001220703125,281569,2024-12-23
2024-12-30,336.3500061035156,336.3500061035156,344.0,326.0,327.6499938964844,469553,2024-12-30
2025-01-06,327.79998779296875,327.79998779296875,339.8500061035156,324.79998779296875,338.6499938964844,516792,2025-01-06
2025-01-13,333.3999938964844,333.3999938964844,335.3999938964844,321.1000061035156,322.8999938964844,201995,2025-01-13
2025-01-20,288.0,288.0,349.45001220703125,281.29998779296875,328.1000061035156,2294525,2025-01-20
2025-01-27,254.22000122070312,254.22000122070312,288.20001220703125,241.5,287.0,712990,2025-01-27
2025-02-03,280.239990234375,280.239990234375,284.45001220703125,245.08999633789062,254.25,228969,2025-02-03
2025-02-10,245.89999389648438,245.89999389648438,280.239990234375,245.0,280.239990234375,223184,2025-02-10
2025-02-17,234.08999633789062,234.08999633789062,256.510009765625,230.10000610351562,246.0,306980,2025-02-17
2025-02-24,196.47000122070312,196.47000122070312,233.89999389648438,190.0,233.89999389648438,565217,2025-02-24
2025-03-03,234.91000366210938,234.91000366210938,243.08999633789062,198.1699981689453,199.39999389648438,1852638,2025-03-03
2025-03-10,218.77000427246094,218.77000427246094,238.4499969482422,216.07000732421875,237.89999389648438,335243,2025-03-10
2025-03-17,235.17999267578125,235.17999267578125,244.3000030517578,212.60000610351562,220.3000030517578,441015,2025-03-17
2025-03-24,232.88999938964844,232.88999938964844,255.5,229.10000610351562,240.0,586274,2025-03-24
2025-03-31,249.17999267578125,249.17999267578125,258.44000244140625,230.19000244140625,232.88999938964844,216851,2025-03-31
2025-04-07,230.80999755859375,230.80999755859375,240.99000549316406,222.00999450683594,238.72000122070312,198724,2025-04-07
2025-04-14,239.8699951171875,239.8699951171875,243.6999969482422,230.80999755859375,230.80999755859375,125712,2025-04-14
2025-04-21,232.47999572753906,232.47999572753906,250.36000061035156,226.72000122070312,242.25,282731,2025-04-21
2025-04-28,229.0,229.0,235.7899932861328,223.47999572753906,232.10000610351562,107357,2025-04-28
2025-05-05,241.16000366210938,241.16000366210938,252.0,221.89999389648438,227.00999450683594,312889,2025-05-05
2025-05-12,253.25,253.25,255.99000549316406,242.8000030517578,242.8000030517578,164098,2025-05-12
2025-05-19,243.61000061035156,243.61000061035156,276.0,232.6699981689453,256.29998779296875,952954,2025-05-19
2025-05-26,250.67999267578125,250.67999267578125,254.58999633789062,241.0,244.89999389648438,213983,2025-05-26
2025-06-02,275.1000061035156,275.1000061035156,288.0,249.0,254.0,543612,2025-06-02
2025-06-09,280.70001220703125,280.70001220703125,294.3999938964844,273.3999938964844,273.3999938964844,401389,2025-06-09
2025-06-16,285.04998779296875,285.04998779296875,292.0,276.29998779296875,278.20001220703125,161882,2025-06-16
2025-06-23,301.70001220703125,301.70001220703125,305.6000061035156,274.54998779296875,281.1000061035156,215830,2025-06-23
2025-06-30,338.6499938964844,338.6499938964844,344.95001220703125,300.0,300.5,494008,2025-06-30
2025-07-07,326.45001220703125,326.45001220703125,339.20001220703125,321.20001220703125,339.0,340092,2025-07-07
2025-07-14,331.1499938964844,331.1499938964844,334.95001220703125,316.0,323.3500061035156,200757,2025-07-14
