Date,Adj Close_KALYANIFRG.NS,Close_KALYANIFRG.NS,High_KALYANIFRG.NS,Low_KALYANIFRG.NS,Open_KALYANIFRG.NS,Volume_KALYANIFRG.NS,Date
2023-02-27,240.98965454101562,244.0500030517578,253.9499969482422,237.64999389648438,247.8000030517578,2937,2023-02-27
2023-03-06,239.16285705566406,242.1999969482422,255.25,240.5,253.60000610351562,8753,2023-03-06
2023-03-13,233.0406036376953,236.0,249.9499969482422,227.0,249.9499969482422,3193,2023-03-13
2023-03-20,216.155029296875,218.89999389648438,235.9499969482422,217.0,235.9499969482422,3607,2023-03-20
2023-03-27,220.10487365722656,222.89999389648438,222.89999389648438,206.0,217.0,4645,2023-03-27
2023-04-03,249.82742309570312,253.0,257.25,225.0,225.0,7853,2023-04-03
2023-04-10,253.7772674560547,257.0,265.6499938964844,248.10000610351562,265.6499938964844,6443,2023-04-10
2023-04-17,242.0264892578125,245.10000610351562,259.8500061035156,243.5500030517578,257.0,4024,2023-04-17
2023-04-24,248.1487274169922,251.3000030517578,257.79998779296875,242.14999389648438,245.10000610351562,3009,2023-04-24
2023-05-01,243.8039093017578,246.89999389648438,256.95001220703125,240.0,251.3000030517578,1958,2023-05-01
2023-05-08,250.1236572265625,253.3000030517578,261.95001220703125,235.14999389648438,235.14999389648438,4062,2023-05-08
2023-05-15,257.9739685058594,261.25,264.5,250.14999389648438,254.0,5813,2023-05-15
2023-05-22,253.82662963867188,257.04998779296875,265.0,250.0500030517578,259.45001220703125,3857,2023-05-22
2023-05-29,243.85328674316406,246.9499969482422,273.70001220703125,240.5500030517578,263.0,16133,2023-05-29
2023-06-05,238.22476196289062,241.25,255.39999389648438,232.0500030517578,241.1999969482422,9333,2023-06-05
2023-06-12,237.6322784423828,240.64999389648438,249.25,235.0,239.0500030517578,4435,2023-06-12
2023-06-19,240.59466552734375,243.64999389648438,247.9499969482422,234.60000610351562,240.64999389648438,5797,2023-06-19
2023-06-26,246.71693420410156,249.85000610351562,251.0,237.1999969482422,243.6999969482422,7335,2023-06-26
2023-07-03,254.3203582763672,257.54998779296875,271.0,251.0,254.85000610351562,8935,2023-07-03
2023-07-10,273.427734375,276.8999938964844,284.0,250.10000610351562,258.04998779296875,11536,2023-07-10
2023-07-17,271.0084228515625,274.45001220703125,282.79998779296875,264.04998779296875,276.8500061035156,7443,2023-07-17
2023-07-24,263.1581115722656,266.5,283.0,265.1000061035156,279.95001220703125,6875,2023-07-24
2023-07-31,264.63934326171875,268.0,278.6000061035156,257.5,267.04998779296875,5758,2023-07-31
2023-08-07,264.3924560546875,267.75,279.3999938964844,258.25,279.3999938964844,6964,2023-08-07
2023-08-14,266.9598693847656,270.3500061035156,281.1000061035156,262.0,278.95001220703125,14050,2023-08-14
2023-08-21,340.57501220703125,344.8999938964844,344.8999938964844,270.0,274.95001220703125,12896,2023-08-21
2023-08-28,399.3288879394531,404.3999938964844,404.3999938964844,330.0,344.8999938964844,51164,2023-08-28
2023-09-04,509.5294494628906,516.0,516.0,424.6000061035156,424.6000061035156,29703,2023-09-04
2023-09-11,490.6689453125,496.8999938964844,541.7999877929688,439.6000061035156,541.7999877929688,58551,2023-09-11
2023-09-18,558.401611328125,561.8499755859375,573.2999877929688,501.1000061035156,521.7000122070312,32687,2023-09-18
2023-09-25,504.8324890136719,507.95001220703125,550.6500244140625,507.95001220703125,550.6500244140625,1629,2023-09-25
2023-10-02,465.67425537109375,468.54998779296875,507.95001220703125,468.54998779296875,507.95001220703125,747,2023-10-02
2023-10-09,455.9841003417969,458.79998779296875,460.0,432.29998779296875,459.20001220703125,10025,2023-10-09
2023-10-16,454.6921081542969,457.5,477.29998779296875,457.5,467.95001220703125,5495,2023-10-16
2023-10-23,433.3240661621094,436.0,448.3500061035156,423.6000061035156,448.3500061035156,4935,2023-10-23
2023-10-30,391.68121337890625,394.1000061035156,440.0,372.95001220703125,415.0,20300,2023-10-30
2023-11-06,399.3339538574219,401.79998779296875,418.29998779296875,380.0,408.95001220703125,12254,2023-11-06
2023-11-13,458.3197021484375,461.1499938964844,488.25,442.8999938964844,442.8999938964844,17127,2023-11-13
2023-11-20,414.440673828125,417.0,451.95001220703125,416.95001220703125,451.95001220703125,1312,2023-11-20
2023-11-27,396.1535949707031,398.6000061035156,417.0,398.6000061035156,417.0,7810,2023-11-27
2023-12-04,388.25238037109375,390.6499938964844,398.6499938964844,380.6499938964844,394.0,7044,2023-12-04
2023-12-11,380.69903564453125,383.04998779296875,404.95001220703125,382.5,398.45001220703125,4792,2023-12-11
2023-12-18,397.3462219238281,399.79998779296875,405.95001220703125,390.0,390.70001220703125,16943,2023-12-18
2023-12-25,407.5333251953125,410.04998779296875,439.0,395.8999938964844,399.79998779296875,24412,2023-12-25
2024-01-01,443.2626647949219,446.0,453.79998779296875,405.04998779296875,405.04998779296875,18038,2024-01-01
2024-01-08,452.2074279785156,455.0,491.70001220703125,441.0,468.29998779296875,31515,2024-01-08
2024-01-15,430.4915466308594,433.1499938964844,456.6000061035156,421.0,455.0,10260,2024-01-15
2024-01-22,430.0443115234375,432.70001220703125,451.04998779296875,416.1000061035156,433.1499938964844,4296,2024-01-22
2024-01-29,424.3793029785156,427.0,441.3500061035156,411.0,441.29998779296875,10590,2024-01-29
2024-02-05,409.1732177734375,411.70001220703125,439.0,396.20001220703125,426.95001220703125,7822,2024-02-05
2024-02-12,404.1541748046875,406.6499938964844,421.8500061035156,391.1499938964844,396.0,5666,2024-02-12
2024-02-19,427.8578186035156,430.5,435.5,406.0,419.79998779296875,6849,2024-02-19
2024-02-26,431.0381774902344,433.70001220703125,443.1499938964844,405.0,439.95001220703125,27431,2024-02-26
2024-03-04,460.2577209472656,463.1000061035156,489.0,430.79998779296875,471.95001220703125,37818,2024-03-04
2024-03-11,440.9270935058594,443.6499938964844,490.0,433.0,485.5,19020,2024-03-11
2024-03-18,441.32464599609375,444.04998779296875,459.95001220703125,421.0,446.75,14068,2024-03-18
2024-03-25,405.6947021484375,408.20001220703125,460.95001220703125,402.5,444.04998779296875,11905,2024-03-25
2024-04-01,436.3553161621094,439.04998779296875,456.95001220703125,404.04998779296875,420.70001220703125,23624,2024-04-01
2024-04-08,422.1430969238281,424.75,465.95001220703125,423.04998779296875,459.8999938964844,10924,2024-04-08
2024-04-15,432.67803955078125,435.3500061035156,442.1499938964844,410.0,420.0,9100,2024-04-15
2024-04-22,433.572509765625,436.25,450.0,423.29998779296875,440.5,18421,2024-04-22
2024-04-29,435.4111633300781,438.1000061035156,448.79998779296875,429.5,436.25,12104,2024-04-29
2024-05-06,420.6026306152344,423.20001220703125,443.95001220703125,408.1000061035156,443.95001220703125,11132,2024-05-06
2024-05-13,446.8902587890625,449.6499938964844,453.8999938964844,416.0,431.8999938964844,9387,2024-05-13
2024-05-20,434.3675842285156,437.04998779296875,456.6000061035156,435.0,436.1499938964844,9149,2024-05-20
2024-05-27,417.1737976074219,419.75,455.95001220703125,402.75,405.25,15901,2024-05-27
2024-06-03,427.8081359863281,430.45001220703125,445.95001220703125,371.1499938964844,436.8999938964844,35914,2024-06-03
2024-06-10,457.6736755371094,460.5,465.0,420.0,447.95001220703125,25256,2024-06-10
2024-06-17,642.2836303710938,646.25,727.2999877929688,460.5,460.5,232472,2024-06-17
2024-06-24,534.6980590820312,538.0,674.5499877929688,537.75,655.0,34837,2024-06-24
2024-07-01,612.1696166992188,615.9500122070312,615.9500122070312,512.0499877929688,538.0,32950,2024-07-01
2024-07-08,602.0819091796875,605.7999877929688,627.0499877929688,582.7000122070312,627.0499877929688,17367,2024-07-08
2024-07-15,577.3347778320312,580.9000244140625,613.9500122070312,580.0,596.0,6149,2024-07-15
2024-07-22,562.5261840820312,566.0,584.7999877929688,539.4500122070312,584.7999877929688,6830,2024-07-22
2024-07-29,554.82373046875,558.25,581.8499755859375,545.0,577.3499755859375,5932,2024-07-29
2024-08-05,529.281494140625,532.5499877929688,558.0,505.3500061035156,535.0,5175,2024-08-05
2024-08-12,513.4293212890625,516.5999755859375,526.0,491.04998779296875,526.0,4468,2024-08-12
2024-08-19,532.114013671875,535.4000244140625,542.2000122070312,503.04998779296875,516.5999755859375,6030,2024-08-19
2024-08-26,534.3004760742188,537.5999755859375,551.9500122070312,511.8500061035156,544.0,5095,2024-08-26
2024-09-02,534.5986938476562,537.9000244140625,563.2999877929688,515.0,563.2999877929688,5670,2024-09-02
2024-09-09,519.4422607421875,522.6500244140625,539.4000244140625,516.0999755859375,537.9000244140625,3604,2024-09-09
2024-09-16,485.6012268066406,488.6000061035156,532.0,465.6000061035156,532.0,6144,2024-09-16
2024-09-23,504.8999938964844,504.8999938964844,512.9500122070312,478.0,494.95001220703125,5298,2024-09-23
2024-09-30,473.6499938964844,473.6499938964844,506.8999938964844,470.0,495.0,4646,2024-09-30
2024-10-07,503.20001220703125,503.20001220703125,510.95001220703125,450.0,494.95001220703125,4679,2024-10-07
2024-10-14,469.79998779296875,469.79998779296875,506.95001220703125,464.5,495.1499938964844,5302,2024-10-14
2024-10-21,443.45001220703125,443.45001220703125,488.8999938964844,433.5,488.8999938964844,6604,2024-10-21
2024-10-28,476.8999938964844,476.8999938964844,489.20001220703125,426.3500061035156,433.45001220703125,6941,2024-10-28
2024-11-04,461.1499938964844,461.1499938964844,479.95001220703125,446.1000061035156,470.0,15140,2024-11-04
2024-11-11,505.5,505.5,505.5,451.8999938964844,460.3999938964844,7365,2024-11-11
2024-11-18,614.3499755859375,614.3499755859375,614.3499755859375,530.75,530.75,50031,2024-11-18
2024-11-25,629.3499755859375,629.3499755859375,676.7999877929688,591.0999755859375,645.0499877929688,92924,2024-11-25
2024-12-02,602.75,602.75,645.0,596.7000122070312,635.0,13881,2024-12-02
2024-12-09,624.25,624.25,659.9500122070312,599.0,628.0,15166,2024-12-09
2024-12-16,677.2000122070312,677.2000122070312,740.0,623.0,623.0,30026,2024-12-16
2024-12-23,683.4500122070312,683.4500122070312,711.0499877929688,630.25,695.0,12490,2024-12-23
2024-12-30,715.5499877929688,715.5499877929688,715.5499877929688,652.4000244140625,683.4500122070312,18796,2024-12-30
2025-01-06,771.0,771.0,823.9500122070312,679.7999877929688,724.0,39965,2025-01-06
2025-01-13,749.7999877929688,749.7999877929688,751.7000122070312,668.0,732.5,16267,2025-01-13
2025-01-20,650.1500244140625,650.1500244140625,769.1500244140625,646.5499877929688,751.7000122070312,9465,2025-01-20
2025-01-27,653.4500122070312,653.4500122070312,666.9500122070312,589.0,625.0,6027,2025-01-27
2025-02-03,636.5999755859375,636.5999755859375,651.4500122070312,611.0999755859375,648.9500122070312,3169,2025-02-03
2025-02-10,563.0,563.0,648.9000244140625,563.0,645.0,4875,2025-02-10
2025-02-17,588.3499755859375,588.3499755859375,591.0,523.0499877929688,573.9500122070312,4269,2025-02-17
2025-02-24,513.0999755859375,513.0999755859375,609.5999755859375,513.0999755859375,566.0,7226,2025-02-24
2025-03-03,576.3499755859375,576.3499755859375,579.0,488.1499938964844,488.1499938964844,4862,2025-03-03
2025-03-10,533.7999877929688,533.7999877929688,576.3499755859375,533.7999877929688,576.3499755859375,3197,2025-03-10
2025-03-17,547.25,547.25,547.25,523.1500244140625,523.1500244140625,2361,2025-03-17
2025-03-24,498.0,498.0,544.5499877929688,498.0,536.2999877929688,2344,2025-03-24
2025-03-31,529.9500122070312,529.9500122070312,535.0,495.0,498.0,908,2025-03-31
2025-04-07,502.0,502.0,524.9500122070312,498.8500061035156,519.3499755859375,1482,2025-04-07
2025-04-14,500.0,500.0,504.8500061035156,495.54998779296875,501.75,1063,2025-04-14
2025-04-21,548.0,548.0,584.7000122070312,510.0,523.9500122070312,6278,2025-04-21
2025-04-28,654.1500244140625,654.1500244140625,666.0499877929688,575.4000244140625,575.4000244140625,19536,2025-04-28
2025-05-05,709.0,709.0,745.9500122070312,670.0,675.0499877929688,39272,2025-05-05
2025-05-12,807.3499755859375,807.3499755859375,807.3499755859375,703.0499877929688,740.0,26799,2025-05-12
2025-05-19,809.8499755859375,809.8499755859375,890.0,768.0,847.7000122070312,17151,2025-05-19
2025-05-26,746.1500244140625,746.1500244140625,824.8499755859375,730.0,809.7999877929688,14274,2025-05-26
2025-06-02,712.5,712.5,753.4000244140625,696.8499755859375,746.1500244140625,7853,2025-06-02
2025-06-09,731.9000244140625,731.9000244140625,747.0,690.0499877929688,712.5,13102,2025-06-09
2025-06-16,742.2999877929688,742.2999877929688,759.4500122070312,715.0,759.4500122070312,6954,2025-06-16
2025-06-23,738.75,738.75,758.4000244140625,727.8499755859375,748.7999877929688,10792,2025-06-23
2025-06-30,754.4500122070312,754.4500122070312,767.9500122070312,731.0999755859375,767.9500122070312,11941,2025-06-30
2025-07-07,740.7000122070312,740.7000122070312,784.0,726.0,770.0,11424,2025-07-07
2025-07-14,739.3499755859375,739.3499755859375,751.0,731.0,749.5999755859375,2358,2025-07-14
