Date,Adj Close_INDOWIND.NS,Close_INDOWIND.NS,High_INDOWIND.NS,Low_INDOWIND.NS,Open_INDOWIND.NS,Volume_INDOWIND.NS,Date
2025-03-24,16.399999618530273,16.399999618530273,18.25,15.729999542236328,18.0,2064194,2025-03-24
2025-03-31,16.969999313354492,16.969999313354492,17.899999618530273,16.399999618530273,16.399999618530273,867826,2025-03-31
2025-04-07,16.940000534057617,16.940000534057617,17.190000534057617,14.550000190734863,14.550000190734863,962307,2025-04-07
2025-04-14,17.5,17.5,17.8700008392334,16.940000534057617,16.940000534057617,657638,2025-04-14
2025-04-21,20.299999237060547,20.299999237060547,23.959999084472656,17.3799991607666,17.860000610351562,4985476,2025-04-21
2025-04-28,18.469999313354492,18.469999313354492,21.899999618530273,18.0,19.989999771118164,1331326,2025-04-28
2025-05-05,17.719999313354492,17.719999313354492,20.350000381469727,17.15999984741211,18.399999618530273,1697593,2025-05-05
2025-05-12,20.3700008392334,20.3700008392334,21.299999237060547,18.0,18.0,4775406,2025-05-12
2025-05-19,20.219999313354492,20.219999313354492,21.700000762939453,19.5,20.489999771118164,1505316,2025-05-19
2025-05-26,20.950000762939453,20.950000762939453,21.790000915527344,19.959999084472656,20.15999984741211,1822489,2025-05-26
2025-06-02,20.149999618530273,20.149999618530273,20.950000762939453,19.75,20.809999465942383,1271642,2025-06-02
2025-06-09,20.729999542236328,20.729999542236328,23.399999618530273,20.0,20.200000762939453,3419240,2025-06-09
2025-06-16,19.959999084472656,19.959999084472656,20.989999771118164,19.149999618530273,20.56999969482422,1034955,2025-06-16
2025-06-23,20.030000686645508,20.030000686645508,21.0,19.200000762939453,19.200000762939453,1028556,2025-06-23
2025-06-30,20.110000610351562,20.110000610351562,20.649999618530273,20.0,20.25,803078,2025-06-30
2025-07-07,19.739999771118164,19.739999771118164,20.799999237060547,19.31999969482422,20.0,1376226,2025-07-07
2025-07-14,19.610000610351562,19.610000610351562,20.399999618530273,19.549999237060547,19.600000381469727,392086,2025-07-14
