Date,Adj Close_MOL.NS,Close_MOL.NS,High_MOL.NS,Low_MOL.NS,Open_MOL.NS,Volume_MOL.NS,Date
2022-11-07,113.46464538574219,115.30000305175781,119.5,114.05000305175781,116.6500015258789,2250285,2022-11-07
2022-11-14,112.5297622680664,114.3499984741211,120.9000015258789,112.94999694824219,115.5,3203422,2022-11-14
2022-11-21,111.34886169433594,113.1500015258789,115.1500015258789,112.55000305175781,113.94999694824219,1388568,2022-11-21
2022-11-28,109.38069915771484,111.1500015258789,114.25,109.5999984741211,113.1500015258789,2237592,2022-11-28
2022-12-05,109.0854721069336,110.8499984741211,114.0,110.55000305175781,111.69999694824219,1691981,2022-12-05
2022-12-12,113.41543579101562,115.25,117.80000305175781,110.05000305175781,110.5,3381789,2022-12-12
2022-12-19,104.1650619506836,105.8499984741211,116.19999694824219,105.44999694824219,115.94999694824219,3384452,2022-12-19
2022-12-26,109.0854721069336,110.8499984741211,112.44999694824219,105.6500015258789,105.94999694824219,1904788,2022-12-26
2023-01-02,106.33004760742188,108.05000305175781,113.3499984741211,107.75,111.44999694824219,1599675,2023-01-02
2023-01-09,109.38069915771484,111.1500015258789,111.5,107.94999694824219,108.55000305175781,1296462,2023-01-09
2023-01-16,103.9190444946289,105.5999984741211,112.75,105.05000305175781,111.69999694824219,1198812,2023-01-16
2023-01-23,96.7844467163086,98.3499984741211,100.9000015258789,93.6500015258789,97.0,5152943,2023-01-23
2023-01-30,96.7844467163086,98.3499984741211,104.0999984741211,98.0,99.0,2275081,2023-01-30
2023-02-06,96.63683319091797,98.19999694824219,99.44999694824219,98.0,98.75,1263193,2023-02-06
2023-02-13,97.3749008178711,98.94999694824219,101.80000305175781,97.30000305175781,98.19999694824219,1473213,2023-02-13
2023-02-20,92.4544906616211,93.94999694824219,99.75,93.55000305175781,98.94999694824219,1712872,2023-02-20
2023-02-27,90.97836303710938,92.44999694824219,94.5,91.8499984741211,94.3499984741211,929178,2023-02-27
2023-03-06,90.04348754882812,91.5,94.3499984741211,90.94999694824219,92.69999694824219,1325892,2023-03-06
2023-03-13,86.94363403320312,88.3499984741211,92.55000305175781,84.4000015258789,91.5999984741211,2960620,2023-03-13
2023-03-20,79.12018585205078,80.4000015258789,89.4000015258789,80.0999984741211,89.4000015258789,3189620,2023-03-20
2023-03-27,76.4631576538086,77.69999694824219,81.0,76.0,79.75,4644740,2023-03-27
2023-04-03,91.91324615478516,93.4000015258789,94.1500015258789,78.0999984741211,78.0999984741211,4363877,2023-04-03
2023-04-10,89.8466796875,91.30000305175781,94.25,88.25,93.4000015258789,2032393,2023-04-10
2023-04-17,87.14044952392578,88.55000305175781,91.9000015258789,87.80000305175781,91.25,1931611,2023-04-17
2023-04-24,83.45014190673828,84.80000305175781,89.75,83.5999984741211,88.94999694824219,2659327,2023-04-24
2023-05-01,83.49934387207031,84.8499984741211,88.1500015258789,81.5999984741211,84.80000305175781,4297002,2023-05-01
2023-05-08,82.02322387695312,83.3499984741211,85.5,82.5999984741211,85.4000015258789,1734929,2023-05-08
2023-05-15,80.1534652709961,81.44999694824219,84.69999694824219,81.25,83.5999984741211,1518470,2023-05-15
2023-05-22,80.98993682861328,82.30000305175781,83.9000015258789,80.5,81.55000305175781,1613872,2023-05-22
2023-05-29,80.98993682861328,82.30000305175781,85.05000305175781,81.4000015258789,82.9000015258789,2125419,2023-05-29
2023-06-05,83.89298248291016,85.25,90.0,82.94999694824219,83.19999694824219,5004973,2023-06-05
2023-06-12,85.81193542480469,87.19999694824219,88.9000015258789,84.6500015258789,85.94999694824219,3797487,2023-06-12
2023-06-19,89.55145263671875,91.0,93.19999694824219,85.8499984741211,87.94999694824219,5727162,2023-06-19
2023-06-26,89.4000015258789,89.4000015258789,94.4000015258789,88.0,91.1500015258789,3731246,2023-06-26
2023-07-03,85.30000305175781,85.30000305175781,90.30000305175781,84.19999694824219,89.8499984741211,3055900,2023-07-03
2023-07-10,83.25,83.25,86.05000305175781,81.69999694824219,85.69999694824219,2744711,2023-07-10
2023-07-17,82.5999984741211,82.5999984741211,85.4000015258789,82.30000305175781,83.8499984741211,2147628,2023-07-17
2023-07-24,82.75,82.75,84.19999694824219,80.30000305175781,82.9000015258789,4059479,2023-07-24
2023-07-31,84.1500015258789,84.1500015258789,85.44999694824219,81.25,82.75,4298067,2023-07-31
2023-08-07,83.25,83.25,86.44999694824219,82.69999694824219,84.1500015258789,2982726,2023-08-07
2023-08-14,78.6500015258789,78.6500015258789,83.44999694824219,76.0,83.44999694824219,4176520,2023-08-14
2023-08-21,80.6500015258789,80.6500015258789,83.9000015258789,77.0999984741211,78.0,3504192,2023-08-21
2023-08-28,83.69999694824219,83.69999694824219,85.25,79.05000305175781,81.0,5713770,2023-08-28
2023-09-04,87.9000015258789,87.9000015258789,90.94999694824219,83.0999984741211,84.25,9981397,2023-09-04
2023-09-11,84.30000305175781,84.30000305175781,92.55000305175781,82.5999984741211,88.5,5772800,2023-09-11
2023-09-18,80.0,80.0,85.05000305175781,79.80000305175781,84.4000015258789,4311915,2023-09-18
2023-09-25,80.05000305175781,80.05000305175781,81.8499984741211,78.05000305175781,80.4000015258789,4696033,2023-09-25
2023-10-02,79.75,79.75,81.05000305175781,78.05000305175781,80.05000305175781,1978978,2023-10-02
2023-10-09,80.30000305175781,80.30000305175781,82.6500015258789,77.3499984741211,79.5,4293072,2023-10-09
2023-10-16,78.25,78.25,81.6500015258789,77.94999694824219,80.9000015258789,3846208,2023-10-16
2023-10-23,74.3499984741211,74.3499984741211,79.05000305175781,71.9000015258789,78.5,2734777,2023-10-23
2023-10-30,74.75,74.75,76.4000015258789,73.3499984741211,74.6500015258789,1665662,2023-10-30
2023-11-06,72.75,72.75,77.44999694824219,72.55000305175781,75.3499984741211,3289431,2023-11-06
2023-11-13,73.3499984741211,73.3499984741211,74.0,71.94999694824219,73.05000305175781,2104829,2023-11-13
2023-11-20,72.6500015258789,72.6500015258789,73.9000015258789,72.0999984741211,73.5,1944637,2023-11-20
2023-11-27,74.94999694824219,74.94999694824219,78.6500015258789,72.6500015258789,72.6500015258789,4489192,2023-11-27
2023-12-04,76.25,76.25,78.25,74.69999694824219,75.55000305175781,4269896,2023-12-04
2023-12-11,75.05000305175781,75.05000305175781,76.8499984741211,74.0999984741211,76.5,2944944,2023-12-11
2023-12-18,80.4000015258789,80.4000015258789,82.4000015258789,75.0,75.05000305175781,11194728,2023-12-18
2023-12-25,77.80000305175781,77.80000305175781,80.94999694824219,76.4000015258789,80.4000015258789,4429479,2023-12-25
2024-01-01,89.5,89.5,93.9000015258789,77.80000305175781,77.80000305175781,37354700,2024-01-01
2024-01-08,85.5999984741211,85.5999984741211,91.25,85.1500015258789,89.55000305175781,7795288,2024-01-08
2024-01-15,84.55000305175781,84.55000305175781,88.5,80.69999694824219,85.5999984741211,5161562,2024-01-15
2024-01-22,84.80000305175781,84.80000305175781,87.9000015258789,82.0,84.55000305175781,3260690,2024-01-22
2024-01-29,89.55000305175781,89.55000305175781,91.69999694824219,79.94999694824219,85.5,23177355,2024-01-29
2024-02-05,82.5,82.5,89.8499984741211,80.44999694824219,89.8499984741211,7843942,2024-02-05
2024-02-12,84.0,84.0,86.4000015258789,77.19999694824219,82.9000015258789,5059948,2024-02-12
2024-02-19,99.1500015258789,99.1500015258789,101.44999694824219,83.25,83.5999984741211,39273061,2024-02-19
2024-02-26,96.25,96.25,104.5,93.19999694824219,100.80000305175781,29642163,2024-02-26
2024-03-04,91.6500015258789,91.6500015258789,99.5,87.5999984741211,99.1500015258789,9374850,2024-03-04
2024-03-11,81.44999694824219,81.44999694824219,92.5,75.75,92.5,10266771,2024-03-11
2024-03-18,81.8499984741211,81.8499984741211,83.44999694824219,77.5,81.3499984741211,6531385,2024-03-18
2024-03-25,79.30000305175781,79.30000305175781,82.30000305175781,78.5999984741211,81.8499984741211,5199409,2024-03-25
2024-04-01,86.69999694824219,86.69999694824219,88.55000305175781,79.75,79.75,8717745,2024-04-01
2024-04-08,88.8499984741211,88.8499984741211,89.44999694824219,82.69999694824219,87.0,5631778,2024-04-08
2024-04-15,88.19999694824219,88.19999694824219,90.5,82.75,86.0,6770653,2024-04-15
2024-04-22,88.5,88.5,92.69999694824219,86.5999984741211,88.8499984741211,7349499,2024-04-22
2024-04-29,86.0,86.0,89.69999694824219,85.25,89.0,2936212,2024-04-29
2024-05-06,84.0999984741211,84.0999984741211,86.4000015258789,81.05000305175781,86.1500015258789,2375812,2024-05-06
2024-05-13,83.0,83.0,85.3499984741211,79.5,80.0999984741211,4072538,2024-05-13
2024-05-20,81.1500015258789,81.1500015258789,83.44999694824219,79.9000015258789,82.6500015258789,2760776,2024-05-20
2024-05-27,80.69999694824219,80.69999694824219,81.5,78.19999694824219,81.30000305175781,2597205,2024-05-27
2024-06-03,79.75,79.75,83.0,71.4000015258789,82.75,4967838,2024-06-03
2024-06-10,85.33999633789062,85.33999633789062,87.55000305175781,79.83000183105469,80.19999694824219,6086182,2024-06-10
2024-06-17,86.87999725341797,86.87999725341797,88.69999694824219,83.30999755859375,85.33999633789062,10974782,2024-06-17
2024-06-24,82.08000183105469,82.08000183105469,86.52999877929688,81.04000091552734,85.75,3541749,2024-06-24
2024-07-01,81.23999786376953,81.23999786376953,84.30000305175781,80.30000305175781,82.5,4344043,2024-07-01
2024-07-08,80.80000305175781,80.80000305175781,84.33999633789062,79.4800033569336,80.9000015258789,4979272,2024-07-08
2024-07-15,79.41000366210938,79.41000366210938,82.7300033569336,79.0,81.12999725341797,2719572,2024-07-15
2024-07-22,85.41999816894531,85.41999816894531,87.2300033569336,77.97000122070312,78.5199966430664,8098633,2024-07-22
2024-07-29,88.56999969482422,88.56999969482422,90.80000305175781,84.61000061035156,85.25,14997274,2024-07-29
2024-08-05,91.0999984741211,91.0999984741211,91.80000305175781,82.80999755859375,85.98999786376953,12655232,2024-08-05
2024-08-12,93.41999816894531,93.41999816894531,94.0,86.62000274658203,90.4000015258789,10439261,2024-08-12
2024-08-19,102.70999908447266,102.70999908447266,104.7300033569336,92.97000122070312,93.9000015258789,20659499,2024-08-19
2024-08-26,100.75,100.75,108.4000015258789,100.3499984741211,102.80000305175781,17193641,2024-08-26
2024-09-02,105.38999938964844,105.38999938964844,113.05000305175781,99.91999816894531,101.25,19410049,2024-09-02
2024-09-09,105.38999938964844,105.38999938964844,110.0,103.94999694824219,105.70999908447266,8389133,2024-09-09
2024-09-16,102.22000122070312,102.22000122070312,112.9000015258789,99.58999633789062,106.0,9674611,2024-09-16
2024-09-23,100.58000183105469,100.58000183105469,108.9000015258789,100.0199966430664,102.22000122070312,6004020,2024-09-23
2024-09-30,98.55999755859375,98.55999755859375,105.43000030517578,97.80000305175781,100.58999633789062,5200618,2024-09-30
2024-10-07,104.48999786376953,104.48999786376953,106.69999694824219,91.73999786376953,100.0,9035937,2024-10-07
2024-10-14,109.37000274658203,109.37000274658203,115.94999694824219,103.0,105.68000030517578,22177261,2024-10-14
2024-10-21,99.12999725341797,99.12999725341797,109.68000030517578,97.19999694824219,107.05000305175781,12766201,2024-10-21
2024-10-28,103.30000305175781,103.30000305175781,104.0,95.69000244140625,99.12999725341797,7325771,2024-10-28
2024-11-04,101.91999816894531,101.91999816894531,107.5,99.36000061035156,103.27999877929688,7533427,2024-11-04
2024-11-11,94.81999969482422,94.81999969482422,101.5,92.52999877929688,101.5,3890114,2024-11-11
2024-11-18,92.2699966430664,92.2699966430664,96.80999755859375,91.5199966430664,95.1500015258789,2963044,2024-11-18
2024-11-25,97.05000305175781,97.05000305175781,98.48999786376953,92.55000305175781,93.8499984741211,3178721,2024-11-25
2024-12-02,95.22000122070312,95.22000122070312,99.44000244140625,94.0999984741211,96.9000015258789,3035623,2024-12-02
2024-12-09,91.47000122070312,91.47000122070312,95.9000015258789,89.11000061035156,95.5,3522178,2024-12-09
2024-12-16,82.43000030517578,82.43000030517578,93.77999877929688,81.75,91.58000183105469,4613651,2024-12-16
2024-12-23,77.73999786376953,77.73999786376953,83.80000305175781,77.5,83.6500015258789,2711300,2024-12-23
2024-12-30,81.7300033569336,81.7300033569336,82.98999786376953,74.86000061035156,78.5999984741211,5413961,2024-12-30
2025-01-06,77.80999755859375,77.80999755859375,84.8499984741211,76.45999908447266,82.19000244140625,5791599,2025-01-06
2025-01-13,81.26000213623047,81.26000213623047,82.0,73.5,76.79000091552734,3063806,2025-01-13
2025-01-20,77.19000244140625,77.19000244140625,82.4000015258789,75.72000122070312,81.87999725341797,2603215,2025-01-20
2025-01-27,77.13999938964844,77.13999938964844,79.5,71.5,76.22000122070312,2596596,2025-01-27
2025-02-03,80.12000274658203,80.12000274658203,81.1500015258789,74.69000244140625,76.0,2157812,2025-02-03
2025-02-10,71.61000061035156,71.61000061035156,81.4000015258789,71.30000305175781,80.55000305175781,3630777,2025-02-10
2025-02-17,71.87999725341797,71.87999725341797,80.0,70.12999725341797,71.94999694824219,8810598,2025-02-17
2025-02-24,62.18000030517578,62.18000030517578,72.69000244140625,61.5099983215332,71.44999694824219,4044292,2025-02-24
2025-03-03,69.62999725341797,69.62999725341797,71.43000030517578,59.2400016784668,63.04999923706055,4477262,2025-03-03
2025-03-10,61.040000915527344,61.040000915527344,71.0,60.40999984741211,70.0,3151314,2025-03-10
2025-03-17,67.31999969482422,67.31999969482422,69.30000305175781,60.70000076293945,61.939998626708984,4379691,2025-03-17
2025-03-24,61.38999938964844,61.38999938964844,69.12000274658203,60.900001525878906,67.31999969482422,7242768,2025-03-24
2025-03-31,65.66000366210938,65.66000366210938,69.3499984741211,60.900001525878906,61.38999938964844,3831656,2025-03-31
2025-04-07,67.2300033569336,67.2300033569336,67.72000122070312,56.11000061035156,57.25,2556457,2025-04-07
2025-04-14,73.94000244140625,73.94000244140625,76.30000305175781,67.2300033569336,67.2300033569336,5205897,2025-04-14
2025-04-21,70.8499984741211,70.8499984741211,77.08999633789062,69.58000183105469,73.80000305175781,4094862,2025-04-21
2025-04-28,68.08000183105469,68.08000183105469,73.6500015258789,67.31999969482422,70.8499984741211,1853754,2025-04-28
2025-05-05,70.8499984741211,70.8499984741211,73.88999938964844,66.0999984741211,68.19999694824219,4894183,2025-05-05
2025-05-12,79.93000030517578,79.93000030517578,81.5,74.19999694824219,76.58999633789062,12039597,2025-05-12
2025-05-19,80.54000091552734,80.54000091552734,82.5,78.63999938964844,80.4000015258789,4127495,2025-05-19
2025-05-26,80.80000305175781,80.80000305175781,82.48999786376953,78.97000122070312,80.93000030517578,2486876,2025-05-26
2025-06-02,91.06999969482422,91.06999969482422,94.0,79.36000061035156,80.80000305175781,10419414,2025-06-02
2025-06-09,93.01000213623047,93.01000213623047,94.66000366210938,88.30999755859375,91.58999633789062,4486747,2025-06-09
2025-06-16,91.48999786376953,91.48999786376953,93.98999786376953,84.80000305175781,93.98999786376953,4494161,2025-06-16
2025-06-23,97.44000244140625,97.44000244140625,98.88999938964844,89.45999908447266,89.75,9846308,2025-06-23
2025-06-30,101.27999877929688,101.27999877929688,103.2699966430664,97.52999877929688,98.33999633789062,8805070,2025-06-30
2025-07-07,99.62000274658203,99.62000274658203,102.4000015258789,96.58999633789062,101.33999633789062,4495094,2025-07-07
2025-07-14,101.79000091552734,101.79000091552734,102.94000244140625,95.80000305175781,99.12999725341797,3486947,2025-07-14
