Date,Adj Close_PAGEIND.NS,Close_PAGEIND.NS,High_PAGEIND.NS,Low_PAGEIND.NS,Open_PAGEIND.NS,Volume_PAGEIND.NS,Date
2021-08-09,29796.87109375,31183.44921875,33054.94921875,31010.25,32780.0,114037,2021-08-09
2021-08-16,29732.943359375,31116.55078125,31300.0,29950.0,31280.0,112468,2021-08-16
2021-08-23,29535.134765625,30859.05078125,31481.599609375,30265.55078125,31180.0,101008,2021-08-23
2021-08-30,31080.12890625,32473.30078125,32949.8515625,30899.94921875,30950.0,108895,2021-08-30
2021-09-06,30719.017578125,32096.0,32750.0,31500.0,32366.0,99522,2021-09-06
2021-09-13,31700.283203125,33121.25,33390.0,31750.0,32000.0,94642,2021-09-13
2021-09-20,32188.353515625,33631.19921875,34876.0,32070.0,33121.25,128538,2021-09-20
2021-09-27,30896.12890625,32281.05078125,33999.5,31565.25,33999.5,135232,2021-09-27
2021-10-04,35140.62109375,36715.80078125,37353.0,32252.5,32399.94921875,240141,2021-10-04
2021-10-11,35767.0390625,37370.30078125,38350.0,36625.69921875,36720.0,136721,2021-10-11
2021-10-18,36199.3125,37821.94921875,40229.6484375,36801.0,37690.0,204896,2021-10-18
2021-10-25,36021.39453125,37636.05078125,38988.80078125,36451.0,38100.0,115752,2021-10-25
2021-11-01,37577.86328125,39262.30078125,39621.75,37535.05078125,37762.1015625,87707,2021-11-01
2021-11-08,38704.9921875,40439.94921875,40610.0,38854.0,39361.0,186349,2021-11-08
2021-11-15,38853.39453125,40595.0,41775.0,40055.19921875,40250.0,98246,2021-11-15
2021-11-22,37436.24609375,38971.8984375,40790.0,38828.80078125,40595.0,116311,2021-11-22
2021-11-29,36906.859375,38420.80078125,39000.0,37701.80078125,38720.19921875,181090,2021-11-29
2021-12-06,38416.15234375,39992.0,40400.0,38023.1484375,38599.8984375,125484,2021-12-06
2021-12-13,37248.25390625,38776.19921875,40540.0,36090.0,40000.1484375,104978,2021-12-13
2021-12-20,37746.47265625,39294.8515625,40033.3515625,37216.1484375,38600.0,64202,2021-12-20
2021-12-27,38828.78125,40421.55078125,40745.19921875,38500.0,39249.0,84821,2021-12-27
2022-01-03,42349.92578125,44087.1484375,44397.25,40380.05078125,40421.55078125,125744,2022-01-03
2022-01-10,42849.96875,44607.69921875,45155.0,43225.5,44100.0,90945,2022-01-10
2022-01-17,40863.6953125,42539.94921875,45600.0,42262.05078125,44600.0,80971,2022-01-17
2022-01-24,40192.53125,41841.25,44200.0,39201.5,42559.94921875,96131,2022-01-24
2022-01-31,40048.5390625,41691.3515625,43865.25,41547.0,42399.94921875,76410,2022-01-31
2022-02-07,38234.88671875,39803.30078125,42628.94921875,39688.8515625,41850.0,160639,2022-02-07
2022-02-14,39861.3203125,41496.44921875,43103.0,38944.69921875,39714.94921875,127866,2022-02-14
2022-02-21,39939.01953125,41476.6015625,42950.0,39600.1015625,41400.0,119820,2022-02-21
2022-02-28,39476.48046875,40996.25,42499.8984375,40380.0,41425.5,93260,2022-02-28
2022-03-07,39950.82421875,41488.8515625,41600.0,39013.75,40399.0,116291,2022-03-07
2022-03-14,41092.140625,42674.1015625,43099.94921875,40912.55078125,41350.0,93974,2022-03-14
2022-03-21,38945.37890625,40444.69921875,43099.0,40341.44921875,43000.0,95408,2022-03-21
2022-03-28,41547.984375,43147.5,43621.8515625,39950.6015625,40520.0,91080,2022-03-28
2022-04-04,43316.30078125,44983.8984375,45150.0,42943.44921875,43149.0,82188,2022-04-04
2022-04-11,43155.69140625,44817.1015625,45999.5,44294.0,44983.8984375,54225,2022-04-11
2022-04-18,44171.86328125,45872.3984375,46500.0,44354.8515625,44715.0,67094,2022-04-18
2022-04-25,43889.09765625,45578.75,46737.69921875,44760.0,45631.1015625,93490,2022-04-25
2022-05-02,43246.5859375,44911.5,46264.3984375,44708.44921875,45450.0,84497,2022-05-02
2022-05-09,40238.49609375,41787.6015625,44890.0,40404.05078125,44890.0,137469,2022-05-09
2022-05-16,40990.54296875,42568.6015625,43080.0,41600.1484375,41815.19921875,97064,2022-05-16
2022-05-23,42794.63671875,44442.1484375,45180.0,40566.80078125,42565.0,185679,2022-05-23
2022-05-30,40860.11328125,42433.1484375,46070.0,42131.5,44636.05078125,163057,2022-05-30
2022-06-06,39877.0546875,41346.6484375,42800.0,40750.0,42620.19921875,62589,2022-06-06
2022-06-13,38453.6640625,39870.80078125,41700.0,38747.44921875,41100.0,182208,2022-06-13
2022-06-20,38604.1171875,40026.80078125,40150.0,37825.0,39900.0,112402,2022-06-20
2022-06-27,39905.1640625,41375.80078125,41599.8984375,39529.69921875,40650.0,136078,2022-06-27
2022-07-04,42026.87109375,43575.69921875,44250.0,40915.05078125,41336.69921875,69716,2022-07-04
2022-07-11,42791.48828125,44368.5,44533.94921875,42925.3515625,43450.0,55765,2022-07-11
2022-07-18,43730.8203125,45342.44921875,46359.05078125,43522.25,44698.30078125,61755,2022-07-18
2022-07-25,47135.890625,48873.0,49135.6015625,45265.0,45300.0,92439,2022-07-25
2022-08-01,46498.0,48211.6015625,49849.94921875,47500.0,48911.0,81430,2022-08-01
2022-08-08,47390.83984375,49137.3515625,50350.0,47830.1015625,48445.0,79665,2022-08-08
2022-08-15,48253.6484375,50031.94921875,50624.1484375,49067.3984375,49137.3515625,57081,2022-08-15
2022-08-22,48221.1171875,49937.6015625,50479.8984375,48515.0,49900.0,88706,2022-08-22
2022-08-29,48200.2109375,49915.94921875,51499.94921875,48777.05078125,49300.0,72748,2022-08-29
2022-09-05,47278.8515625,48961.80078125,50692.3515625,48779.8984375,49915.94921875,74060,2022-09-05
2022-09-12,47135.21484375,48813.05078125,50031.30078125,47451.6484375,49540.0,130885,2022-09-12
2022-09-19,51253.70703125,53078.1484375,53616.3515625,47850.1015625,48813.05078125,145799,2022-09-19
2022-09-26,48924.6171875,50666.1484375,52941.19921875,48910.0,52941.19921875,135316,2022-09-26
2022-10-03,51615.87109375,53453.19921875,54026.55078125,49200.0,50666.1484375,106601,2022-10-03
2022-10-10,49009.7421875,50754.30078125,53091.25,50441.55078125,52565.0,65859,2022-10-10
2022-10-17,51173.0859375,52994.6484375,54349.1015625,50105.0,50800.0,76151,2022-10-17
2022-10-24,47532.96875,49224.94921875,53754.6484375,49011.8984375,53754.6484375,64436,2022-10-24
2022-10-31,47936.0546875,49642.3984375,50799.8984375,49025.0,49471.1015625,97211,2022-10-31
2022-11-07,45926.10546875,47560.8984375,50251.0,46906.1484375,49890.6484375,111148,2022-11-07
2022-11-14,44553.51171875,46139.44921875,47400.0,45351.0,47020.0,149779,2022-11-14
2022-11-21,45679.0625,47233.3984375,47500.0,45821.5,46200.0,66578,2022-11-21
2022-11-28,45974.75,47539.1484375,47850.0,46666.0,47000.0,77122,2022-11-28
2022-12-05,44869.171875,46395.94921875,47889.94921875,45683.80078125,47561.1015625,61227,2022-12-05
2022-12-12,41553.9765625,42967.94921875,46972.8984375,42903.05078125,46490.0,144114,2022-12-12
2022-12-19,41615.29296875,43031.3515625,44125.0,42712.25,42900.0,89855,2022-12-19
2022-12-26,41427.04296875,42836.69921875,44699.0,42600.0,43037.0,111364,2022-12-26
2023-01-02,40337.56640625,41710.1484375,43189.94921875,41410.0,43070.0,108376,2023-01-02
2023-01-09,38925.71875,40250.25,41990.0,40052.0,41990.0,92967,2023-01-09
2023-01-16,38911.25390625,40235.30078125,41150.0,39939.05078125,40400.0,87024,2023-01-16
2023-01-23,38559.66796875,39871.75,40787.94921875,39170.19921875,40300.0,59816,2023-01-23
2023-01-30,38505.51171875,39815.75,40950.0,39512.6015625,39969.94921875,83330,2023-01-30
2023-02-06,37509.84375,38786.19921875,39829.19921875,37170.0,39815.75,210040,2023-02-06
2023-02-13,37598.7265625,38878.1015625,39454.0,37850.0,38786.19921875,102984,2023-02-13
2023-02-20,36868.5234375,38064.0,39095.1015625,37566.0,38878.1484375,79920,2023-02-20
2023-02-27,36124.98828125,37296.3515625,38640.0,36879.8984375,38213.1015625,100420,2023-02-27
2023-03-06,35866.22265625,37029.19921875,37565.55078125,36162.1015625,37480.0,67985,2023-03-06
2023-03-13,36054.6640625,37223.75,37511.1015625,35575.0,37001.0,110604,2023-03-13
2023-03-20,35949.5703125,37115.25,38751.3984375,37010.0,37230.05078125,98746,2023-03-20
2023-03-27,36712.87109375,37903.30078125,38600.0,36900.0,37051.05078125,240059,2023-03-27
2023-04-03,35317.4609375,36462.6484375,38230.0,36366.0,38230.0,57856,2023-04-03
2023-04-10,36515.86328125,37699.8984375,38159.8984375,36300.0,36463.0,84025,2023-04-10
2023-04-17,38796.69921875,40054.69921875,40150.0,37650.8515625,38140.0,148593,2023-04-17
2023-04-24,39054.34765625,40320.69921875,41219.94921875,39304.94921875,40050.0,114585,2023-04-24
2023-05-01,39826.5078125,41117.8984375,41460.0,39350.0,40320.69921875,74812,2023-05-01
2023-05-08,40927.41015625,42254.5,42305.8984375,41015.0,41399.94921875,71421,2023-05-08
2023-05-15,40366.01953125,41674.8984375,43570.0,41410.6015625,42449.8515625,98606,2023-05-15
2023-05-22,36323.5,37501.30078125,42040.80078125,34952.6484375,41670.0,464399,2023-05-22
2023-05-29,37357.03515625,38568.3515625,39655.0,37422.0,38140.0,249177,2023-05-29
2023-06-05,37215.38671875,38363.19921875,39388.30078125,38259.30078125,38750.05078125,157308,2023-06-05
2023-06-12,37414.4453125,38568.3984375,39039.0,37908.80078125,38574.0,123881,2023-06-12
2023-06-19,36549.23046875,37676.5,38900.0,37333.55078125,38700.0,80236,2023-06-19
2023-06-26,36520.8125,37647.19921875,38237.25,37361.8984375,37676.5,60679,2023-06-26
2023-07-03,35466.9609375,36560.8515625,37880.0,36351.0,37789.94921875,107294,2023-07-03
2023-07-10,35577.01953125,36674.30078125,36995.3984375,35866.05078125,36895.94921875,139513,2023-07-10
2023-07-17,35572.0703125,36669.19921875,36950.0,36167.6484375,36880.0,75429,2023-07-17
2023-07-24,36195.3515625,37311.69921875,37955.0,36547.30078125,36678.94921875,96222,2023-07-24
2023-07-31,37746.11328125,38910.30078125,39150.0,36500.05078125,36500.05078125,173649,2023-07-31
2023-08-07,39681.13671875,40905.0,41074.3515625,38522.0,38998.0,198798,2023-08-07
2023-08-14,39094.29296875,40300.05078125,41495.44921875,39739.8984375,40890.0,101619,2023-08-14
2023-08-21,38184.96484375,39291.1484375,40696.0,39100.0,40300.0,108327,2023-08-21
2023-08-28,38700.875,39822.0,40700.0,39000.0,39298.0,71249,2023-08-28
2023-09-04,40679.5546875,41858.0,42885.0,39375.0,39990.0,134919,2023-09-04
2023-09-11,39461.96875,40605.1484375,42190.0,39825.75,42000.0,179537,2023-09-11
2023-09-18,38286.0859375,39395.19921875,41374.1015625,39225.0,40600.0,105977,2023-09-18
2023-09-25,37881.265625,38978.6484375,39765.0,38256.8984375,39500.94921875,198133,2023-09-25
2023-10-02,38304.21484375,39413.8515625,39565.05078125,38655.0,38978.6484375,88840,2023-10-02
2023-10-09,38189.87109375,39296.19921875,39843.69921875,38900.0,39380.0,81440,2023-10-09
2023-10-16,36611.05078125,37671.6484375,39584.44921875,37500.0,39296.19921875,79804,2023-10-16
2023-10-23,36488.31640625,37545.3515625,37899.94921875,36416.6484375,37700.0,133694,2023-10-23
2023-10-30,36366.49609375,37420.0,38196.25,37011.0,37500.0,96978,2023-10-30
2023-11-06,37280.66015625,38360.6484375,38766.75,37170.05078125,37594.0,115269,2023-11-06
2023-11-13,36439.96875,37495.6015625,38469.94921875,36810.0,38469.94921875,97273,2023-11-13
2023-11-20,36521.28515625,37504.0,38285.0,37323.05078125,37495.6015625,62592,2023-11-20
2023-11-27,36800.42578125,37790.6484375,37973.0,37056.0,37504.0,90568,2023-11-27
2023-12-04,36357.19921875,37335.5,38240.0,36529.55078125,37850.19921875,244026,2023-12-04
2023-12-11,36860.4609375,37852.30078125,38086.0,36905.0,37489.94921875,131983,2023-12-11
2023-12-18,36626.69921875,37612.25,38565.30078125,36746.1015625,37852.30078125,106301,2023-12-18
2023-12-25,37503.6015625,38512.75,38889.19921875,37364.80078125,37612.25,88637,2023-12-25
2024-01-01,37888.83984375,38908.3515625,39374.0,38111.0,38516.0,93315,2024-01-01
2024-01-08,35893.33203125,36859.1484375,38907.0,35600.0,38853.0,210534,2024-01-08
2024-01-15,36667.453125,37654.1015625,39757.94921875,36609.05078125,36880.94921875,223886,2024-01-15
2024-01-22,35749.1640625,36711.1015625,37746.6015625,36195.8984375,37654.1015625,60711,2024-01-22
2024-01-29,36010.625,36979.6015625,37911.0,36425.75,36711.1015625,86843,2024-01-29
2024-02-05,35352.875,36304.1484375,37373.94921875,35860.69921875,36999.94921875,126482,2024-02-05
2024-02-12,35389.48828125,36341.75,36520.0,35691.8984375,36500.0,109405,2024-02-12
2024-02-19,35252.1015625,36100.94921875,36932.80078125,35886.5,36350.0,88455,2024-02-19
2024-02-26,34770.1171875,35607.3515625,36429.8515625,33965.25,36315.0,183908,2024-02-26
2024-03-04,35027.21875,35870.6484375,35908.3984375,35125.05078125,35700.0,88440,2024-03-04
2024-03-11,33846.3046875,34661.30078125,36122.0,33609.8984375,36000.0,180748,2024-03-11
2024-03-18,33639.828125,34449.8515625,35999.0,33070.05078125,35000.0,132040,2024-03-18
2024-03-25,33640.90234375,34450.94921875,34766.1484375,34100.0,34201.1015625,83862,2024-03-25
2024-04-01,33364.796875,34168.19921875,35332.1015625,34075.0,34580.0,93008,2024-04-01
2024-04-08,34961.6953125,35803.55078125,37550.1015625,33814.8515625,34371.94921875,234381,2024-04-08
2024-04-15,34559.23828125,35391.3984375,35966.0,34803.6015625,35800.1015625,143471,2024-04-15
2024-04-22,34355.78515625,35183.05078125,36438.6484375,35150.0,35405.5,119960,2024-04-22
2024-04-29,33974.80859375,34792.8984375,35590.44921875,34524.05078125,35345.05078125,124455,2024-04-29
2024-05-06,33712.76953125,34524.55078125,35142.80078125,33870.0,34985.0,110435,2024-05-06
2024-05-13,34928.44140625,35769.5,36011.1015625,34061.0,34524.55078125,68366,2024-05-13
2024-05-20,34718.890625,35554.8984375,36690.0,34525.0,35581.5,209740,2024-05-20
2024-05-27,35109.2890625,35954.69921875,38443.94921875,35206.5,35600.0,241979,2024-05-27
2024-06-03,37566.4765625,38349.44921875,38911.19921875,35800.6484375,36499.8984375,164470,2024-06-03
2024-06-10,37726.39453125,38512.69921875,39249.94921875,37893.6015625,38390.0,130533,2024-06-10
2024-06-17,38995.640625,39808.3984375,39969.3984375,38266.0,38512.69921875,77939,2024-06-17
2024-06-24,38301.06640625,39099.3515625,40793.1015625,38900.0,39808.0,120908,2024-06-24
2024-07-01,38605.71484375,39410.3515625,39605.94921875,38300.0,38952.05078125,77951,2024-07-01
2024-07-08,38942.94140625,39754.6015625,39960.0,38850.0,39590.0,78419,2024-07-08
2024-07-15,39678.1171875,40505.1015625,41350.0,39132.1015625,39654.6015625,139181,2024-07-15
2024-07-22,40597.796875,41443.94921875,41620.0,39538.94921875,40050.25,104803,2024-07-22
2024-07-29,41928.12109375,42802.0,42922.0,40920.0,41443.0,111474,2024-07-29
2024-08-05,39384.9765625,40205.8515625,42386.8515625,39586.5,42205.1484375,148367,2024-08-05
2024-08-12,40111.48046875,40947.5,41527.94921875,39588.6484375,40169.0,51328,2024-08-12
2024-08-19,40967.55859375,41512.6015625,42462.44921875,40552.1015625,40966.05078125,74205,2024-08-19
2024-08-26,41962.27734375,42520.55078125,42891.1484375,41108.3515625,41819.94921875,77198,2024-08-26
2024-09-02,39830.484375,40360.3984375,42615.55078125,40262.6015625,42520.55078125,69360,2024-09-02
2024-09-09,42794.20703125,43363.55078125,43744.25,40040.0,40550.0,155732,2024-09-09
2024-09-16,42487.734375,43053.0,44100.0,42457.69921875,43740.0,138857,2024-09-16
2024-09-23,41482.1640625,42034.05078125,43437.3515625,41220.0,43094.6015625,144762,2024-09-23
2024-09-30,40846.125,41389.55078125,42961.6015625,41116.44921875,42025.0,83381,2024-09-30
2024-10-07,44774.4609375,45370.1484375,46100.0,40805.0,42006.44921875,175038,2024-10-07
2024-10-14,44972.328125,45570.6484375,46810.3984375,44800.0,44800.0,146457,2024-10-14
2024-10-21,42473.5234375,43038.6015625,45900.0,42639.0,45451.0,79587,2024-10-21
2024-10-28,42829.8828125,43399.69921875,43841.8515625,42300.0,42800.0,60330,2024-10-28
2024-11-04,47372.64453125,48002.8984375,48333.0,42621.05078125,43500.0,273248,2024-11-04
2024-11-11,44781.46875,45377.25,48393.69921875,45213.3984375,47800.0,123330,2024-11-11
2024-11-18,44419.86328125,44765.44921875,45646.1484375,43969.55078125,45450.0,173122,2024-11-18
2024-11-25,44300.24609375,44644.8984375,46189.5,44483.94921875,45101.0,172023,2024-11-25
2024-12-02,45750.80859375,46106.75,46799.94921875,44600.05078125,44750.0,278285,2024-12-02
2024-12-09,48365.96484375,48742.25,48811.80078125,45899.8984375,46240.0,210193,2024-12-09
2024-12-16,48479.1875,48856.3515625,49849.94921875,48549.69921875,48745.0,204319,2024-12-16
2024-12-23,46571.23046875,46933.55078125,49150.0,46490.1015625,48855.55078125,67246,2024-12-23
2024-12-30,47571.09765625,47941.19921875,48594.94921875,46493.1484375,47220.0,127359,2024-12-30
2025-01-06,46384.6796875,46745.55078125,49254.69921875,46525.0,47941.25,140936,2025-01-06
2025-01-13,45741.68359375,46097.55078125,47237.3515625,45069.5,46600.0,193446,2025-01-13
2025-01-20,46037.08203125,46395.25,47149.55078125,45360.0,46100.0,127769,2025-01-20
2025-01-27,46213.21484375,46572.75,47168.8984375,43600.0,46320.0,183965,2025-01-27
2025-02-03,42651.2265625,42983.05078125,48400.0,42700.0,46542.8515625,313922,2025-02-03
2025-02-10,40751.30859375,41068.3515625,43941.1484375,40600.0,42983.05078125,154165,2025-02-10
2025-02-17,40958.6171875,41132.30078125,42350.0,40067.05078125,40800.0,122610,2025-02-17
2025-02-24,40344.87109375,40515.94921875,42240.0,40000.0,40990.0,150590,2025-02-24
2025-03-03,39897.96484375,40067.1484375,41490.0,39445.0,40550.0,109738,2025-03-03
2025-03-10,39929.9296875,40099.25,40388.6484375,38850.0,40200.0,44986,2025-03-10
2025-03-17,41950.0625,42127.94921875,42455.0,40020.1015625,40200.0,82510,2025-03-17
2025-03-24,42513.4765625,42693.75,44300.0,41000.0,42473.0,104706,2025-03-24
2025-03-31,42131.1484375,42309.80078125,43638.80078125,41926.6484375,42693.75,62508,2025-03-31
2025-04-07,44293.57421875,44481.3984375,44750.0,40572.19921875,41509.80078125,125666,2025-04-07
2025-04-14,44665.59765625,44855.0,45475.0,44430.0,44650.0,79054,2025-04-14
2025-04-21,44416.65625,44605.0,46360.0,43900.0,44995.0,99716,2025-04-21
2025-04-28,45058.9296875,45250.0,45875.0,44460.0,44525.0,95057,2025-04-28
2025-05-05,45278.00390625,45470.0,47130.0,44535.0,45225.0,95267,2025-05-05
2025-05-12,47628.0390625,47830.0,48455.0,45820.0,45820.0,157049,2025-05-12
2025-05-19,47294.453125,47495.0,48800.0,47050.0,47850.0,93818,2025-05-19
2025-05-26,46380.0,46380.0,47760.0,45705.0,47730.0,102275,2025-05-26
2025-06-02,46100.0,46100.0,46805.0,45580.0,46600.0,106901,2025-06-02
2025-06-09,46165.0,46165.0,47485.0,45505.0,46450.0,104693,2025-06-09
2025-06-16,44925.0,44925.0,46405.0,44200.0,46275.0,130408,2025-06-16
2025-06-23,49440.0,49440.0,50590.0,44640.0,44900.0,226445,2025-06-23
2025-06-30,48710.0,48710.0,49700.0,47130.0,48800.0,146206,2025-06-30
2025-07-07,47930.0,47930.0,49195.0,47650.0,48800.0,68707,2025-07-07
2025-07-14,49020.0,49020.0,49300.0,47880.0,47880.0,47124,2025-07-14
