Date,Adj Close_BAJEL.NS,Close_BAJEL.NS,High_BAJEL.NS,Low_BAJEL.NS,Open_BAJEL.NS,Volume_BAJEL.NS,Date
2024-07-08,291.8999938964844,291.8999938964844,327.70001220703125,289.1499938964844,323.8500061035156,3714299,2024-07-08
2024-07-15,270.54998779296875,270.54998779296875,297.20001220703125,268.70001220703125,293.8999938964844,2329602,2024-07-15
2024-07-22,297.5,297.5,304.95001220703125,255.0500030517578,267.04998779296875,5131539,2024-07-22
2024-07-29,284.54998779296875,284.54998779296875,306.3500061035156,278.6499938964844,300.0,1956677,2024-07-29
2024-08-05,282.75,282.75,302.20001220703125,263.25,274.95001220703125,3340831,2024-08-05
2024-08-12,270.04998779296875,270.04998779296875,285.1000061035156,265.0,279.1000061035156,1067357,2024-08-12
2024-08-19,274.54998779296875,274.54998779296875,293.0,268.25,271.8999938964844,2031296,2024-08-19
2024-08-26,268.8500061035156,268.8500061035156,284.6000061035156,267.0,276.20001220703125,1005680,2024-08-26
2024-09-02,260.1499938964844,260.1499938964844,271.75,252.0,269.8999938964844,1139846,2024-09-02
2024-09-09,260.20001220703125,260.20001220703125,266.04998779296875,252.75,260.0,1006800,2024-09-09
2024-09-16,239.89999389648438,239.89999389648438,262.8999938964844,233.0,261.5,1431662,2024-09-16
2024-09-23,255.0500030517578,255.0500030517578,261.5,237.6999969482422,240.0,1910336,2024-09-23
2024-09-30,281.54998779296875,281.54998779296875,291.79998779296875,261.95001220703125,264.0,3819430,2024-09-30
2024-10-07,287.20001220703125,287.20001220703125,304.5,270.20001220703125,279.1499938964844,2921425,2024-10-07
2024-10-14,267.29998779296875,267.29998779296875,289.6000061035156,263.70001220703125,288.20001220703125,1182248,2024-10-14
2024-10-21,244.0,244.0,270.04998779296875,242.10000610351562,268.3999938964844,1166597,2024-10-21
2024-10-28,262.70001220703125,262.70001220703125,264.8500061035156,241.4499969482422,246.14999389648438,764312,2024-10-28
2024-11-04,246.64999389648438,246.64999389648438,265.3500061035156,245.1999969482422,265.3500061035156,1018799,2024-11-04
2024-11-11,240.85000610351562,240.85000610351562,260.0,226.75,247.0,1340571,2024-11-11
2024-11-18,230.4499969482422,230.4499969482422,243.5,225.14999389648438,242.0500030517578,926070,2024-11-18
2024-11-25,250.6999969482422,250.6999969482422,261.3999938964844,233.35000610351562,240.9499969482422,1065837,2024-11-25
2024-12-02,264.8999938964844,264.8999938964844,269.5,248.39999389648438,250.75,1218693,2024-12-02
2024-12-09,293.8999938964844,293.8999938964844,293.8999938964844,244.0,264.0,9967011,2024-12-09
2024-12-16,259.04998779296875,259.04998779296875,307.79998779296875,257.54998779296875,302.29998779296875,6509276,2024-12-16
2024-12-23,260.8999938964844,260.8999938964844,266.6499938964844,248.25,264.0,1382461,2024-12-23
2024-12-30,268.8999938964844,268.8999938964844,280.0,258.95001220703125,262.0,1797663,2024-12-30
2025-01-06,238.9499969482422,238.9499969482422,270.1000061035156,237.10000610351562,269.8999938964844,1050815,2025-01-06
2025-01-13,253.10000610351562,253.10000610351562,255.64999389648438,226.0,235.14999389648438,1505844,2025-01-13
2025-01-20,232.3000030517578,232.3000030517578,253.4499969482422,231.0,253.4499969482422,707095,2025-01-20
2025-01-27,241.38999938964844,241.38999938964844,246.8000030517578,205.5500030517578,230.0,1616910,2025-01-27
2025-02-03,221.13999938964844,221.13999938964844,245.0,219.6999969482422,232.8000030517578,1342514,2025-02-03
2025-02-10,180.75999450683594,180.75999450683594,224.69000244140625,178.6999969482422,220.0,1255660,2025-02-10
2025-02-17,177.77999877929688,177.77999877929688,184.94000244140625,165.99000549316406,174.50999450683594,1770276,2025-02-17
2025-02-24,163.11000061035156,163.11000061035156,183.6300048828125,160.1999969482422,175.0,1119019,2025-02-24
2025-03-03,174.6300048828125,174.6300048828125,177.0,151.3800048828125,165.0,1495005,2025-03-03
2025-03-10,159.3000030517578,159.3000030517578,176.0,157.6699981689453,176.0,937713,2025-03-10
2025-03-17,174.9199981689453,174.9199981689453,176.3000030517578,155.0500030517578,162.0,1177710,2025-03-17
2025-03-24,163.94000244140625,163.94000244140625,184.99000549316406,161.27000427246094,176.0500030517578,2832217,2025-03-24
2025-03-31,158.52999877929688,158.52999877929688,173.5,157.10000610351562,163.94000244140625,1174003,2025-03-31
2025-04-07,161.8800048828125,161.8800048828125,163.85000610351562,146.41000366210938,150.0,1257597,2025-04-07
2025-04-14,172.00999450683594,172.00999450683594,175.0,165.3300018310547,168.49000549316406,772872,2025-04-14
2025-04-21,175.64999389648438,175.64999389648438,183.99000549316406,171.0399932861328,172.0500030517578,1167102,2025-04-21
2025-04-28,170.11000061035156,170.11000061035156,180.85000610351562,169.00999450683594,173.89999389648438,644552,2025-04-28
2025-05-05,163.11000061035156,163.11000061035156,179.1699981689453,159.47999572753906,168.0,777064,2025-05-05
2025-05-12,205.1999969482422,205.1999969482422,208.5,166.0500030517578,168.9499969482422,2293928,2025-05-12
2025-05-19,208.9499969482422,208.9499969482422,225.8000030517578,200.0,204.5500030517578,3092081,2025-05-19
2025-05-26,211.8800048828125,211.8800048828125,218.85000610351562,210.02000427246094,212.49000549316406,980712,2025-05-26
2025-06-02,215.55999755859375,215.55999755859375,222.83999633789062,210.50999450683594,212.02999877929688,1076486,2025-06-02
2025-06-09,217.19000244140625,217.19000244140625,234.49000549316406,212.99000549316406,216.0,1854312,2025-06-09
2025-06-16,201.83999633789062,201.83999633789062,220.91000366210938,200.0,217.1999969482422,475996,2025-06-16
2025-06-23,239.86000061035156,239.86000061035156,243.0,211.92999267578125,211.92999267578125,645095,2025-06-23
2025-06-30,249.72999572753906,249.72999572753906,254.85000610351562,225.0,241.0,494918,2025-06-30
2025-07-07,245.61000061035156,245.61000061035156,255.0,235.1999969482422,248.8000030517578,448201,2025-07-07
2025-07-14,251.27000427246094,251.27000427246094,255.1999969482422,241.0,246.0,206049,2025-07-14
