Date,Adj Close_ABB.NS,Close_ABB.NS,High_ABB.NS,Low_ABB.NS,Open_ABB.NS,Volume_ABB.NS,Date
2021-10-11,1791.6995849609375,1819.0,1877.0,1800.0,1846.4000244140625,375942,2021-10-11
2021-10-18,1880.644287109375,1909.300048828125,1939.0,1815.25,1837.800048828125,731561,2021-10-18
2021-10-25,2088.08349609375,2119.89990234375,2153.75,1818.0999755859375,1920.0,3386955,2021-10-25
2021-11-01,2074.047119140625,2105.64990234375,2170.0,2032.0999755859375,2105.0,1031920,2021-11-01
2021-11-08,2178.1123046875,2211.300048828125,2232.0,2071.199951171875,2110.0,1379344,2021-11-08
2021-11-15,2117.288818359375,2149.550048828125,2231.0,2124.0,2230.0,802915,2021-11-15
2021-11-22,1965.0579833984375,1995.0,2184.64990234375,1975.0,2158.14990234375,899459,2021-11-22
2021-11-29,2047.2064208984375,2078.39990234375,2164.5,1954.050048828125,1955.0,858112,2021-11-29
2021-12-06,2230.41455078125,2264.39990234375,2375.0,2035.0,2078.0,1882336,2021-12-06
2021-12-13,2166.735107421875,2199.75,2356.0,2170.0,2268.949951171875,838806,2021-12-13
2021-12-20,2210.862548828125,2244.550048828125,2345.39990234375,2076.60009765625,2215.0,1619470,2021-12-20
2021-12-27,2200.0771484375,2233.60009765625,2283.75,2175.300048828125,2249.39990234375,895129,2021-12-27
2022-01-03,2193.674560546875,2227.10009765625,2287.75,2185.60009765625,2251.449951171875,1224825,2022-01-03
2022-01-10,2306.406982421875,2341.550048828125,2360.550048828125,2223.0,2242.949951171875,1095911,2022-01-10
2022-01-17,2321.378662109375,2356.75,2415.0,2303.0,2349.699951171875,1323259,2022-01-17
2022-01-24,2236.423583984375,2270.5,2468.10009765625,2135.89990234375,2348.699951171875,1726383,2022-01-24
2022-01-31,2300.349365234375,2335.39990234375,2377.199951171875,2195.10009765625,2276.0,1829885,2022-01-31
2022-02-07,2146.54296875,2179.25,2344.5,2170.050048828125,2344.0,1049481,2022-02-07
2022-02-14,2034.6474609375,2065.64990234375,2136.39990234375,2006.550048828125,2095.0,1760438,2022-02-14
2022-02-21,2099.9033203125,2131.89990234375,2149.949951171875,2000.0,2046.0,1548913,2022-02-21
2022-02-28,2123.050537109375,2155.39990234375,2239.0,2089.199951171875,2096.0,644691,2022-02-28
2022-03-07,2088.133056640625,2119.949951171875,2177.85009765625,2080.199951171875,2138.0,806172,2022-03-07
2022-03-14,2069.81201171875,2101.35009765625,2208.0,2041.050048828125,2125.550048828125,1250696,2022-03-14
2022-03-21,1959.443603515625,1989.300048828125,2124.85009765625,1982.0,2120.300048828125,1169486,2022-03-21
2022-03-28,2082.567626953125,2114.300048828125,2179.0,1944.5999755859375,1985.0,1716352,2022-03-28
2022-04-04,2205.346923828125,2238.949951171875,2264.949951171875,2096.0,2096.0,918043,2022-04-04
2022-04-11,2193.28076171875,2226.699951171875,2257.89990234375,2150.0,2240.0,346541,2022-04-11
2022-04-18,2128.665283203125,2161.10009765625,2250.0,2123.199951171875,2224.0,545218,2022-04-18
2022-04-25,2065.083984375,2096.550048828125,2158.949951171875,2038.0,2150.0,631953,2022-04-25
2022-05-02,2225.911376953125,2254.199951171875,2294.0,2000.0,2090.0,4315453,2022-05-02
2022-05-09,2261.85498046875,2290.60009765625,2359.699951171875,2077.39990234375,2253.89990234375,2450770,2022-05-09
2022-05-16,2260.423095703125,2289.14990234375,2349.0,2224.60009765625,2308.0,855262,2022-05-16
2022-05-23,2255.48583984375,2284.14990234375,2338.0,2172.199951171875,2301.199951171875,666172,2022-05-23
2022-05-30,2286.689453125,2315.75,2487.85009765625,2294.0,2306.949951171875,1596975,2022-05-30
2022-06-06,2304.068603515625,2333.35009765625,2376.949951171875,2270.5,2315.75,637639,2022-06-06
2022-06-13,2145.878662109375,2173.14990234375,2364.0,2132.0,2295.0,1141722,2022-06-13
2022-06-20,2261.60791015625,2290.35009765625,2310.0,2120.0,2148.0,924636,2022-06-20
2022-06-27,2246.894775390625,2275.449951171875,2360.0,2230.0,2304.0,829930,2022-06-27
2022-07-04,2556.609375,2589.10009765625,2612.300048828125,2266.10009765625,2278.39990234375,2808094,2022-07-04
2022-07-11,2527.3310546875,2559.449951171875,2630.0,2502.699951171875,2600.0,1173574,2022-07-11
2022-07-18,2662.5625,2696.39990234375,2835.0,2554.10009765625,2579.0,2166381,2022-07-18
2022-07-25,2701.813720703125,2736.14990234375,2811.0,2635.39990234375,2713.0,1670555,2022-07-25
2022-08-01,2654.465087890625,2688.199951171875,2824.35009765625,2642.0,2744.0,1766901,2022-08-01
2022-08-08,2762.146728515625,2797.25,2850.0,2676.10009765625,2694.949951171875,2139202,2022-08-08
2022-08-15,2852.103759765625,2888.35009765625,2935.0,2797.25,2797.25,2110335,2022-08-15
2022-08-22,3130.86083984375,3170.64990234375,3209.699951171875,2845.0,2875.0,2979608,2022-08-22
2022-08-29,3326.623046875,3368.89990234375,3446.300048828125,3085.550048828125,3140.0,2670845,2022-08-29
2022-09-05,3273.0537109375,3314.64990234375,3388.0,3253.64990234375,3350.0,1956132,2022-09-05
2022-09-12,3140.241943359375,3180.14990234375,3433.64990234375,3100.0,3330.0,1685635,2022-09-12
2022-09-19,3085.43798828125,3124.64990234375,3223.300048828125,3100.0,3188.0,1290156,2022-09-19
2022-09-26,3049.64306640625,3088.39990234375,3155.0,2966.050048828125,3124.0,1640599,2022-09-26
2022-10-03,3254.737060546875,3296.10009765625,3309.89990234375,2983.449951171875,3074.75,1811698,2022-10-03
2022-10-10,3154.21435546875,3194.300048828125,3335.0,3173.0,3281.949951171875,1424626,2022-10-10
2022-10-17,3003.0849609375,3041.25,3273.89990234375,3020.0,3190.050048828125,1580199,2022-10-17
2022-10-24,2924.92822265625,2962.10009765625,3086.25,2945.0,3060.0,866424,2022-10-24
2022-10-31,3179.492919921875,3219.89990234375,3288.199951171875,2961.60009765625,2962.0,1611718,2022-10-31
2022-11-07,3116.246826171875,3155.85009765625,3292.0,3054.5,3240.0,1740536,2022-11-07
2022-11-14,3053.83984375,3092.64990234375,3213.550048828125,3011.10009765625,3156.0,2529883,2022-11-14
2022-11-21,3052.0625,3090.85009765625,3170.0,3043.050048828125,3098.0,1914102,2022-11-21
2022-11-28,2940.7275390625,2978.10009765625,3131.89990234375,2922.199951171875,3100.0,8054362,2022-11-28
2022-12-05,2939.29541015625,2976.64990234375,3035.800048828125,2921.0,2975.0,1437213,2022-12-05
2022-12-12,2802.879150390625,2838.5,3029.0,2825.0,2978.949951171875,1309521,2022-12-12
2022-12-19,2647.108642578125,2680.75,2951.199951171875,2666.25,2836.0,1417265,2022-12-19
2022-12-26,2649.33056640625,2683.0,2762.75,2640.0,2685.0,797925,2022-12-26
2023-01-02,2807.915283203125,2843.60009765625,2858.0,2662.5,2685.0,1596250,2023-01-02
2023-01-09,2863.557861328125,2899.949951171875,2935.0,2801.550048828125,2861.050048828125,1093557,2023-01-09
2023-01-16,2896.933837890625,2933.75,2979.0,2835.0,2900.949951171875,729522,2023-01-16
2023-01-23,2768.0224609375,2803.199951171875,2957.449951171875,2760.0,2940.0,748954,2023-01-23
2023-01-30,2770.638916015625,2805.85009765625,2962.550048828125,2752.050048828125,2813.0,1466646,2023-01-30
2023-02-06,3126.565673828125,3166.300048828125,3171.0,2782.10009765625,2804.0,1539470,2023-02-06
2023-02-13,3096.7939453125,3136.14990234375,3238.0,3005.550048828125,3195.0,3095660,2023-02-13
2023-02-20,3102.57080078125,3142.0,3224.89990234375,3122.10009765625,3154.050048828125,1135769,2023-02-20
2023-02-27,3286.97705078125,3328.75,3364.0,3053.10009765625,3149.699951171875,2497635,2023-02-27
2023-03-06,3335.016357421875,3377.39990234375,3434.0,3300.0,3339.89990234375,1271961,2023-03-06
2023-03-13,3270.980224609375,3312.550048828125,3401.050048828125,3233.64990234375,3393.0,1350585,2023-03-13
2023-03-20,3304.70166015625,3346.699951171875,3432.949951171875,3266.449951171875,3300.0,1292068,2023-03-20
2023-03-27,3322.920166015625,3365.14990234375,3420.0,3303.0,3354.0,1717269,2023-03-27
2023-04-03,3354.469482421875,3397.10009765625,3467.949951171875,3338.0,3388.0,1277914,2023-04-03
2023-04-10,3189.466064453125,3230.0,3419.89990234375,3173.0,3419.89990234375,1588253,2023-04-10
2023-04-17,3113.728759765625,3153.300048828125,3270.0,3141.14990234375,3250.0,1374380,2023-04-17
2023-04-24,3375.057373046875,3417.949951171875,3439.25,3160.64990234375,3164.699951171875,1945337,2023-04-24
2023-05-01,3678.13134765625,3718.85009765625,3753.64990234375,3390.39990234375,3417.949951171875,2952133,2023-05-01
2023-05-08,3899.382080078125,3942.550048828125,3956.0,3720.0,3728.449951171875,1595092,2023-05-08
2023-05-15,3852.105224609375,3894.75,3946.050048828125,3845.0,3935.0,980294,2023-05-15
2023-05-22,3960.90087890625,4004.75,4012.300048828125,3809.5,3870.0,1428111,2023-05-22
2023-05-29,3977.516845703125,4021.550048828125,4299.0,3936.800048828125,4025.949951171875,2445211,2023-05-29
2023-06-05,4105.74755859375,4151.2001953125,4171.9501953125,3978.0,4035.0,1110279,2023-06-05
2023-06-12,4289.41357421875,4336.89990234375,4369.35009765625,4097.14990234375,4157.4501953125,1262650,2023-06-12
2023-06-19,4193.27783203125,4239.7001953125,4443.89990234375,4216.5498046875,4369.0,1106168,2023-06-19
2023-06-26,4374.57080078125,4423.0,4444.0,4216.2998046875,4237.0,905447,2023-06-26
2023-07-03,4351.57568359375,4399.75,4488.7001953125,4350.0,4450.0,721428,2023-07-03
2023-07-10,4335.80029296875,4383.7998046875,4558.0,4350.0,4414.85009765625,1121778,2023-07-10
2023-07-17,4179.5302734375,4225.7998046875,4614.35009765625,4141.10009765625,4393.89990234375,2946569,2023-07-17
2023-07-24,4466.75146484375,4516.2001953125,4541.9501953125,4250.0,4250.0,1487338,2023-07-24
2023-07-31,4389.45654296875,4438.0498046875,4608.0,4311.0,4505.5498046875,987202,2023-07-31
2023-08-07,4477.0859375,4526.64990234375,4559.0,4415.5498046875,4460.25,1161092,2023-08-07
2023-08-14,4232.642578125,4279.5,4500.0,4254.2001953125,4500.0,1464079,2023-08-14
2023-08-21,4198.025390625,4244.5,4390.0,4220.2001953125,4298.7998046875,1109681,2023-08-21
2023-08-28,4244.4619140625,4291.4501953125,4399.0,4244.10009765625,4259.89990234375,1169663,2023-08-28
2023-09-04,4409.7314453125,4458.5498046875,4540.0,4245.25,4300.0,1534040,2023-09-04
2023-09-11,4331.4482421875,4379.39990234375,4678.0,4260.0,4484.9501953125,1841816,2023-09-11
2023-09-18,4141.1552734375,4187.0,4427.89990234375,4165.0,4377.0,777111,2023-09-18
2023-09-25,4053.376953125,4098.25,4250.0,4087.699951171875,4219.2998046875,1201902,2023-09-25
2023-10-02,4087.845458984375,4133.10009765625,4149.9501953125,3978.35009765625,4098.25,1260413,2023-10-02
2023-10-09,4182.89306640625,4229.2001953125,4236.9501953125,4060.0,4122.10009765625,922542,2023-10-09
2023-10-16,3971.335205078125,4015.300048828125,4339.39990234375,4001.0,4239.9501953125,1610537,2023-10-16
2023-10-23,3964.609619140625,4008.5,4085.5,3850.0,4021.699951171875,988722,2023-10-23
2023-10-30,4121.86865234375,4167.5,4180.0,3990.550048828125,4036.60009765625,861081,2023-10-30
2023-11-06,4192.88232421875,4239.2998046875,4382.9501953125,4141.2998046875,4195.0,1733608,2023-11-06
2023-11-13,4238.1318359375,4285.0498046875,4307.85009765625,4202.5498046875,4235.89990234375,505030,2023-11-13
2023-11-20,4215.68017578125,4262.35009765625,4429.89990234375,4220.0,4316.0,964840,2023-11-20
2023-11-27,4339.212890625,4387.25,4465.0,4195.5498046875,4262.35009765625,972440,2023-11-27
2023-12-04,4694.82568359375,4746.7998046875,4885.4501953125,4419.10009765625,4419.75,2317852,2023-12-04
2023-12-11,4782.1591796875,4835.10009765625,4929.5498046875,4675.0498046875,4778.0,1038728,2023-12-11
2023-12-18,4706.892578125,4759.0,4957.0,4529.10009765625,4834.0,1274576,2023-12-18
2023-12-25,4623.66357421875,4674.85009765625,4824.0,4618.60009765625,4759.0,912372,2023-12-25
2024-01-01,4779.439453125,4832.35009765625,4900.0,4600.0,4674.85009765625,940861,2024-01-01
2024-01-08,4731.5693359375,4783.9501953125,4990.0498046875,4740.0,4856.0,1106229,2024-01-08
2024-01-15,4767.66943359375,4820.4501953125,4863.7001953125,4665.0,4809.0,744294,2024-01-15
2024-01-22,4687.40771484375,4739.2998046875,4897.0,4613.7998046875,4820.4501953125,756742,2024-01-22
2024-01-29,4431.39208984375,4480.4501953125,4860.0,4340.2998046875,4751.0,1674757,2024-01-29
2024-02-05,4440.2939453125,4489.4501953125,4629.2998046875,4343.75,4500.0,1085749,2024-02-05
2024-02-12,4474.61376953125,4524.14990234375,4621.10009765625,4375.7998046875,4484.89990234375,1283549,2024-02-12
2024-02-19,5333.01025390625,5392.0498046875,5518.10009765625,4449.14990234375,4540.0,10530469,2024-02-19
2024-02-26,5429.740234375,5489.85009765625,5552.0,5136.0498046875,5359.0498046875,3479332,2024-02-26
2024-03-04,5707.564453125,5770.75,5792.0,5488.85009765625,5490.0,1515279,2024-03-04
2024-03-11,5555.052734375,5616.5498046875,5933.89990234375,5520.0,5801.0498046875,2623491,2024-03-11
2024-03-18,5902.06103515625,5967.39990234375,6034.0498046875,5560.0,5645.0,1720350,2024-03-18
2024-03-25,6291.203125,6360.85009765625,6471.9501953125,5875.2998046875,5967.39990234375,2337528,2024-03-25
2024-04-01,6596.81982421875,6669.85009765625,6683.7001953125,6372.64990234375,6422.4501953125,1601312,2024-04-01
2024-04-08,6679.01025390625,6752.9501953125,6773.10009765625,6495.64990234375,6670.0,1148959,2024-04-08
2024-04-15,6223.7001953125,6292.60009765625,6729.0498046875,6245.0,6660.0,1929931,2024-04-15
2024-04-22,6340.26025390625,6410.4501953125,6569.7998046875,6295.39990234375,6375.0,1599853,2024-04-22
2024-04-29,6625.205078125,6698.5498046875,6790.0,6349.2001953125,6460.60009765625,1208418,2024-04-29
2024-05-06,7125.12890625,7178.35009765625,7218.0,6710.0,6710.0,2541595,2024-05-06
2024-05-13,8354.248046875,8416.650390625,8442.400390625,7400.0,7550.0,6021436,2024-05-13
2024-05-20,8359.7568359375,8422.2001953125,8599.7998046875,8350.0,8371.349609375,1068769,2024-05-20
2024-05-27,8256.2802734375,8317.9501953125,8470.0,8109.14990234375,8459.9501953125,1620109,2024-05-27
2024-06-03,8013.3935546875,8073.25,8765.0,6982.39990234375,8500.5,3789051,2024-06-03
2024-06-10,8953.125,9020.0,9145.0,7994.2998046875,8178.0498046875,2770867,2024-06-10
2024-06-17,8337.1259765625,8399.400390625,9149.9501953125,8355.0,9020.0,1847215,2024-06-17
2024-06-24,8427.947265625,8490.900390625,8720.150390625,8235.7001953125,8389.0498046875,2071256,2024-06-24
2024-07-01,8615.0498046875,8679.400390625,8808.7001953125,8414.0498046875,8490.900390625,1278786,2024-07-01
2024-07-08,8148.38525390625,8209.25,8714.9501953125,8191.0,8700.0,1076249,2024-07-08
2024-07-15,7564.00048828125,7620.5,8299.9501953125,7600.0,8210.2998046875,1562525,2024-07-15
2024-07-22,7793.03955078125,7851.25,7870.0,7053.2001953125,7525.14990234375,2008814,2024-07-22
2024-07-29,7522.609375,7578.7998046875,8049.0,7547.5498046875,7899.0,957817,2024-07-29
2024-08-05,7912.99365234375,7972.10009765625,8263.75,7236.7998046875,7402.10009765625,2996331,2024-08-05
2024-08-12,7852.544921875,7911.2001953125,7989.9501953125,7451.0,7989.9501953125,1873440,2024-08-12
2024-08-19,7737.951171875,7795.75,7984.39990234375,7735.5498046875,7954.9501953125,714729,2024-08-19
2024-08-26,7887.9091796875,7936.0498046875,8024.25,7700.0,7820.0,1393833,2024-08-26
2024-09-02,7470.8046875,7516.39990234375,7947.35009765625,7500.0498046875,7945.0,1115454,2024-09-02
2024-09-09,7637.78564453125,7684.39990234375,7869.89990234375,7431.5498046875,7500.0,1060351,2024-09-09
2024-09-16,7649.06689453125,7695.75,7917.5,7350.0498046875,7730.0,1591443,2024-09-16
2024-09-23,8084.11181640625,8133.4501953125,8214.0,7750.0,7750.0,1473456,2024-09-23
2024-09-30,7882.29345703125,7930.39990234375,8303.25,7880.0,7975.0,1261929,2024-09-30
2024-10-07,8501.8125,8553.7001953125,8619.7001953125,7672.14990234375,7903.0,1499521,2024-10-07
2024-10-14,8729.7216796875,8783.0,8940.599609375,8420.0498046875,8592.599609375,1640021,2024-10-14
2024-10-21,7476.02294921875,7521.64990234375,8871.2998046875,7415.10009765625,8830.099609375,1929052,2024-10-21
2024-10-28,7385.32666015625,7430.39990234375,7587.7001953125,7200.0498046875,7520.0,1672189,2024-10-28
2024-11-04,7002.7119140625,7045.4501953125,7452.0,6935.0,7444.0,4151894,2024-11-04
2024-11-11,6639.62744140625,6680.14990234375,7308.75,6629.85009765625,7040.0,2064289,2024-11-11
2024-11-18,6862.765625,6904.64990234375,6939.0,6605.0,6700.35009765625,1334486,2024-11-18
2024-11-25,7376.23193359375,7421.25,7540.10009765625,7051.0,7090.0,2227175,2024-11-25
2024-12-02,7506.58642578125,7552.39990234375,7722.5,7340.0498046875,7378.0,1742071,2024-12-02
2024-12-09,7656.521484375,7703.25,7787.0,7532.5498046875,7575.9501953125,899450,2024-12-09
2024-12-16,6879.26513671875,6921.25,7960.0,6886.0,7703.25,1546295,2024-12-16
2024-12-23,6805.3662109375,6846.89990234375,7056.0,6822.0498046875,6966.0,603479,2024-12-23
2024-12-30,6758.8994140625,6800.14990234375,6948.39990234375,6668.10009765625,6812.0,1811051,2024-12-30
2025-01-06,6376.73193359375,6415.64990234375,6826.9501953125,6363.0,6800.0498046875,1033254,2025-01-06
2025-01-13,6487.90380859375,6527.5,6553.7001953125,6061.0498046875,6352.0,1452873,2025-01-13
2025-01-20,6141.41796875,6178.89990234375,6579.64990234375,6114.0,6547.5498046875,1160817,2025-01-20
2025-01-27,5466.1396484375,5499.5,6184.75,5405.0,6100.0,2509023,2025-01-27
2025-02-03,5651.259765625,5685.75,5874.35009765625,5105.5,5480.10009765625,4149704,2025-02-03
2025-02-10,5231.81982421875,5263.75,5724.2998046875,5223.0,5674.9501953125,1669414,2025-02-10
2025-02-17,5259.3017578125,5291.39990234375,5515.0,5019.75,5263.0,6469862,2025-02-17
2025-02-24,4905.46142578125,4935.39990234375,5409.0,4918.0,5248.2001953125,2299111,2025-02-24
2025-03-03,5294.23828125,5326.5498046875,5432.0,4890.0,4954.7998046875,2525419,2025-03-03
2025-03-10,5087.50048828125,5118.5498046875,5410.75,5035.0,5328.0,1482633,2025-03-10
2025-03-17,5424.39453125,5457.5,5572.64990234375,5101.0,5160.0,1985594,2025-03-17
2025-03-24,5512.60595703125,5546.25,5625.0,5397.5,5471.14990234375,2128053,2025-03-24
2025-03-31,5064.98779296875,5095.89990234375,5548.0,5075.7001953125,5546.25,1744471,2025-03-31
2025-04-07,5112.10009765625,5143.2998046875,5173.9501953125,4684.4501953125,4684.4501953125,1839123,2025-04-07
2025-04-14,5537.70263671875,5571.5,5645.0,5143.2998046875,5143.2998046875,2044798,2025-04-14
2025-04-21,5465.642578125,5499.0,5792.0,5385.0,5678.5,2399110,2025-04-21
2025-04-28,5407.99462890625,5441.0,5625.0,5420.0,5499.0,950310,2025-04-28
2025-05-05,5440.5,5440.5,5504.5,5190.0,5499.0,1579682,2025-05-05
2025-05-12,5820.0,5820.0,5866.0,5472.5,5515.0,2482350,2025-05-12
2025-05-19,5961.0,5961.0,5989.5,5710.0,5869.5,1386840,2025-05-19
2025-05-26,5971.0,5971.0,6118.0,5945.5,5965.0,1082589,2025-05-26
2025-06-02,6051.5,6051.5,6175.5,5891.0,5960.0,999328,2025-06-02
2025-06-09,5999.0,5999.0,6260.0,5885.0,6093.5,1363320,2025-06-09
2025-06-16,5968.5,5968.5,6089.5,5850.0,6001.0,773528,2025-06-16
2025-06-23,6069.5,6069.5,6175.0,5880.0,5900.0,807316,2025-06-23
2025-06-30,5862.0,5862.0,6144.5,5841.0,6090.0,1154560,2025-06-30
2025-07-07,5756.5,5756.5,5940.0,5718.0,5862.0,1008044,2025-07-07
2025-07-14,5608.0,5608.0,5782.5,5577.0,5756.5,910669,2025-07-14
