Date,Adj Close_SALASAR.NS,Close_SALASAR.NS,High_SALASAR.NS,Low_SALASAR.NS,Open_SALASAR.NS,Volume_SALASAR.NS,Date
2025-02-17,10.729999542236328,10.729999542236328,11.350000381469727,10.010000228881836,10.5,23163407,2025-02-17
2025-02-24,9.039999961853027,9.039999961853027,10.65999984741211,8.949999809265137,10.65999984741211,39399952,2025-02-24
2025-03-03,8.850000381469727,8.850000381469727,9.239999771118164,8.359999656677246,9.039999961853027,39229717,2025-03-03
2025-03-10,8.100000381469727,8.100000381469727,8.899999618530273,8.0600004196167,8.850000381469727,22754658,2025-03-10
2025-03-17,8.0600004196167,8.0600004196167,8.279999732971191,7.800000190734863,8.149999618530273,47363087,2025-03-17
2025-03-24,8.15999984741211,8.15999984741211,11.300000190734863,7.96999979019165,8.149999618530273,187790249,2025-03-24
2025-03-31,9.270000457763672,9.270000457763672,9.739999771118164,8.15999984741211,8.15999984741211,39782748,2025-03-31
2025-04-07,9.140000343322754,9.140000343322754,9.479999542236328,8.199999809265137,8.199999809265137,21673643,2025-04-07
2025-04-14,9.649999618530273,9.649999618530273,10.630000114440918,9.140000343322754,9.140000343322754,28522900,2025-04-14
2025-04-21,9.09000015258789,9.09000015258789,9.829999923706055,8.989999771118164,9.4399995803833,33973625,2025-04-21
2025-04-28,8.65999984741211,8.65999984741211,9.140000343322754,8.529999732971191,9.09000015258789,14927267,2025-04-28
2025-05-05,8.119999885559082,8.119999885559082,8.84000015258789,7.96999979019165,8.84000015258789,19975389,2025-05-05
2025-05-12,9.020000457763672,9.020000457763672,9.15999984741211,8.5,8.6899995803833,27498477,2025-05-12
2025-05-19,8.90999984741211,8.90999984741211,9.479999542236328,8.760000228881836,9.100000381469727,25391667,2025-05-19
2025-05-26,8.970000267028809,8.970000267028809,9.25,8.819999694824219,8.979999542236328,22799381,2025-05-26
2025-06-02,8.979999542236328,8.979999542236328,9.59000015258789,8.84000015258789,9.149999618530273,41684540,2025-06-02
2025-06-09,8.369999885559082,8.369999885559082,9.449999809265137,8.260000228881836,9.069999694824219,64617347,2025-06-09
2025-06-16,7.75,7.75,8.420000076293945,7.519999980926514,8.359999656677246,87097019,2025-06-16
2025-06-23,7.670000076293945,7.670000076293945,8.069999694824219,7.639999866485596,7.75,52158445,2025-06-23
2025-06-30,7.570000171661377,7.570000171661377,7.929999828338623,7.03000020980835,7.670000076293945,170522962,2025-06-30
2025-07-07,7.909999847412109,7.909999847412109,8.40999984741211,7.300000190734863,7.590000152587891,212424940,2025-07-07
2025-07-14,7.659999847412109,7.659999847412109,8.020000457763672,7.599999904632568,7.929999828338623,38041697,2025-07-14
