Date,Adj Close_AKZOINDIA.NS,Close_AKZOINDIA.NS,High_AKZOINDIA.NS,Low_AKZOINDIA.NS,Open_AKZOINDIA.NS,Volume_AKZOINDIA.NS,Date
2021-04-19,1959.6795654296875,2219.64990234375,2240.300048828125,2189.60009765625,2234.0,35215,2021-04-19
2021-04-26,1980.4268798828125,2243.14990234375,2283.89990234375,2194.949951171875,2219.64990234375,101203,2021-04-26
2021-05-03,1947.23095703125,2205.550048828125,2265.0,2184.949951171875,2235.0,39184,2021-05-03
2021-05-10,1925.07080078125,2180.449951171875,2231.800048828125,2175.0,2217.699951171875,63735,2021-05-10
2021-05-17,2001.7928466796875,2267.35009765625,2275.0,2177.85009765625,2183.199951171875,70346,2021-05-17
2021-05-24,2012.0341796875,2278.949951171875,2347.0,2201.25,2300.0,134081,2021-05-24
2021-05-31,1999.1446533203125,2264.35009765625,2304.0,2238.949951171875,2304.0,116768,2021-05-31
2021-06-07,2025.23291015625,2293.89990234375,2345.949951171875,2264.449951171875,2287.300048828125,48283,2021-06-07
2021-06-14,1970.627197265625,2232.050048828125,2345.0,2227.10009765625,2325.0,70568,2021-06-14
2021-06-21,2040.0211181640625,2310.64990234375,2355.0,2207.449951171875,2220.0,90404,2021-06-21
2021-06-28,2073.482421875,2348.550048828125,2378.0,2269.949951171875,2301.0,96155,2021-06-28
2021-07-05,2026.64599609375,2295.5,2369.75,2288.0,2350.0,39449,2021-07-05
2021-07-12,2014.32958984375,2281.550048828125,2327.35009765625,2261.300048828125,2282.0,23961,2021-07-12
2021-07-19,2020.77490234375,2288.85009765625,2313.0,2253.050048828125,2265.0,32902,2021-07-19
2021-07-26,2005.677734375,2271.75,2298.0,2240.0,2288.85009765625,26887,2021-07-26
2021-08-02,1964.8887939453125,2225.550048828125,2300.0,2211.050048828125,2288.0,79869,2021-08-02
2021-08-09,1985.6490478515625,2218.89990234375,2256.0,2124.0,2248.0,129564,2021-08-09
2021-08-16,1981.6219482421875,2214.39990234375,2257.449951171875,2197.39990234375,2220.0,266129,2021-08-16
2021-08-23,1969.8096923828125,2201.199951171875,2263.0,2160.199951171875,2263.0,31010,2021-08-23
2021-08-30,2017.5966796875,2254.60009765625,2298.5,2196.10009765625,2238.949951171875,129695,2021-08-30
2021-09-06,1965.0218505859375,2195.85009765625,2275.0,2188.0,2270.0,61941,2021-09-06
2021-09-13,1978.7135009765625,2211.14990234375,2248.0,2182.0,2206.85009765625,130588,2021-09-13
2021-09-20,1975.044677734375,2207.050048828125,2238.0,2178.949951171875,2211.0,42440,2021-09-20
2021-09-27,2013.16650390625,2249.64990234375,2297.0,2189.10009765625,2218.5,78876,2021-09-27
2021-10-04,2003.6810302734375,2239.050048828125,2287.0,2226.050048828125,2282.949951171875,30966,2021-10-04
2021-10-11,1987.6624755859375,2221.14990234375,2263.89990234375,2211.0,2263.89990234375,62268,2021-10-11
2021-10-18,1934.05908203125,2161.25,2253.0,2148.0,2249.0,86231,2021-10-18
2021-10-25,1880.052978515625,2100.89990234375,2169.60009765625,2085.0,2140.10009765625,54776,2021-10-25
2021-11-01,1902.335693359375,2125.800048828125,2300.0,2071.0,2132.0,31376,2021-11-01
2021-11-08,1893.5657958984375,2116.0,2178.0,2090.0,2178.0,54333,2021-11-08
2021-11-15,1971.86767578125,2203.5,2222.0,2090.0,2090.0,75222,2021-11-15
2021-11-22,1871.238525390625,2091.050048828125,2200.0,2085.0,2200.0,44354,2021-11-22
2021-11-29,1842.69189453125,2059.14990234375,2108.0,2039.199951171875,2091.050048828125,27924,2021-11-29
2021-12-06,1843.1839599609375,2059.699951171875,2116.949951171875,2049.0,2069.14990234375,32424,2021-12-06
2021-12-13,1781.6165771484375,1990.9000244140625,2086.0,1980.050048828125,2072.949951171875,136678,2021-12-13
2021-12-20,1766.5823974609375,1974.0999755859375,2033.800048828125,1959.25,1990.9000244140625,25912,2021-12-20
2021-12-27,1830.4320068359375,2045.449951171875,2085.0,1972.4000244140625,1984.0,62780,2021-12-27
2022-01-03,1789.5361328125,1999.75,2060.0,1993.0,2060.0,29368,2022-01-03
2022-01-10,1771.638671875,1979.75,2026.199951171875,1968.0999755859375,2009.0,50783,2022-01-10
2022-01-17,1763.1820068359375,1970.300048828125,1995.0,1960.050048828125,1994.9000244140625,42104,2022-01-17
2022-01-24,1730.92138671875,1934.25,1979.8499755859375,1911.6500244140625,1970.300048828125,32672,2022-01-24
2022-01-31,1702.4642333984375,1902.449951171875,1952.199951171875,1890.0,1943.949951171875,43671,2022-01-31
2022-02-07,1691.7255859375,1890.449951171875,1944.9000244140625,1836.300048828125,1915.0,81714,2022-02-07
2022-02-14,1735.08251953125,1938.9000244140625,1971.0,1860.0,1875.0,186469,2022-02-14
2022-02-21,1673.96240234375,1870.5999755859375,1964.0,1831.0,1945.0,71971,2022-02-21
2022-02-28,1678.489501953125,1836.75,1895.0,1825.0,1879.0,24854,2022-02-28
2022-03-07,1783.9464111328125,1952.1500244140625,1973.300048828125,1809.0,1832.0,55007,2022-03-07
2022-03-14,1773.7113037109375,1940.949951171875,1974.199951171875,1910.0,1961.949951171875,43205,2022-03-14
2022-03-21,1777.321044921875,1944.9000244140625,1968.0,1900.3499755859375,1940.0,33373,2022-03-21
2022-03-28,1757.03369140625,1922.699951171875,1958.550048828125,1885.0,1944.0,52824,2022-03-28
2022-04-04,1749.814697265625,1914.800048828125,1933.75,1887.0,1922.699951171875,35576,2022-04-04
2022-04-11,1731.99462890625,1895.300048828125,1925.4000244140625,1892.0,1915.0,12786,2022-04-11
2022-04-18,1725.780517578125,1888.5,1910.199951171875,1865.050048828125,1895.300048828125,22194,2022-04-18
2022-04-25,1716.596435546875,1878.449951171875,1919.3499755859375,1862.75,1881.0999755859375,17050,2022-04-25
2022-05-02,1672.9609375,1830.699951171875,1884.699951171875,1815.1500244140625,1878.449951171875,12778,2022-05-02
2022-05-09,1612.4649658203125,1764.5,1837.0,1725.0,1831.0,21237,2022-05-09
2022-05-16,1631.0614013671875,1784.8499755859375,1798.300048828125,1737.0,1773.3499755859375,45513,2022-05-16
2022-05-23,1588.430908203125,1738.199951171875,1786.0,1700.0,1784.8499755859375,40858,2022-05-23
2022-05-30,1640.9765625,1795.699951171875,1851.0,1741.3499755859375,1755.550048828125,29901,2022-05-30
2022-06-06,1631.9296875,1785.800048828125,1804.449951171875,1765.0,1800.0,199904,2022-06-06
2022-06-13,1554.984375,1701.5999755859375,1797.550048828125,1687.5999755859375,1785.0,21321,2022-06-13
2022-06-20,1627.451904296875,1780.9000244140625,1800.0,1700.0,1701.5999755859375,69388,2022-06-20
2022-06-27,1715.5457763671875,1877.300048828125,1919.0,1767.199951171875,1800.0,158785,2022-06-27
2022-07-04,1732.9085693359375,1896.300048828125,1920.800048828125,1821.0999755859375,1885.0,43655,2022-07-04
2022-07-11,1754.7034912109375,1920.1500244140625,1939.949951171875,1875.0,1899.0,13758,2022-07-11
2022-07-18,1758.906982421875,1924.75,1949.75,1905.0999755859375,1929.800048828125,25694,2022-07-18
2022-07-25,1777.4124755859375,1945.0,2000.0,1916.6500244140625,1934.4000244140625,56615,2022-07-25
2022-08-01,1773.915771484375,1906.800048828125,1985.0,1885.050048828125,1950.25,117442,2022-08-01
2022-08-08,1783.91650390625,1917.550048828125,1980.050048828125,1906.050048828125,1925.0,29083,2022-08-08
2022-08-15,1765.822021484375,1898.0999755859375,1979.0,1885.0,1917.550048828125,42302,2022-08-15
2022-08-22,1803.87158203125,1939.0,1950.0,1891.0,1900.050048828125,34613,2022-08-22
2022-08-29,1805.12744140625,1940.3499755859375,1963.050048828125,1903.699951171875,1903.699951171875,35257,2022-08-29
2022-09-05,1878.6220703125,2019.3499755859375,2066.5,1923.550048828125,1950.0,92433,2022-09-05
2022-09-12,1983.88671875,2132.5,2179.949951171875,1990.0,2019.3499755859375,305443,2022-09-12
2022-09-19,2006.353515625,2156.64990234375,2236.199951171875,2106.64990234375,2140.0,87947,2022-09-19
2022-09-26,2051.93896484375,2205.64990234375,2230.25,2100.10009765625,2125.050048828125,141845,2022-09-26
2022-10-03,2069.335693359375,2224.35009765625,2260.0,2177.0,2235.0,62879,2022-10-03
2022-10-10,1903.5078125,2046.0999755859375,2241.949951171875,2029.4000244140625,2187.0,59669,2022-10-10
2022-10-17,1989.4219970703125,2138.449951171875,2243.0,2040.0,2047.0,74435,2022-10-17
2022-10-24,1982.30517578125,2130.800048828125,2170.0,2101.60009765625,2140.0,11632,2022-10-24
2022-10-31,1958.4891357421875,2105.199951171875,2177.0,2060.949951171875,2141.5,27339,2022-10-31
2022-11-07,2112.967529296875,2271.25,2275.0,2094.050048828125,2140.0,119685,2022-11-07
2022-11-14,2176.879638671875,2339.949951171875,2400.0,2266.550048828125,2277.5,163926,2022-11-14
2022-11-21,2149.016845703125,2310.0,2399.89990234375,2290.5,2386.0,81279,2022-11-21
2022-11-28,2136.55078125,2296.60009765625,2370.0,2270.10009765625,2278.0,108625,2022-11-28
2022-12-05,2094.267822265625,2251.14990234375,2378.0,2230.0,2331.050048828125,74753,2022-12-05
2022-12-12,2117.99072265625,2276.64990234375,2323.64990234375,2240.14990234375,2251.949951171875,54991,2022-12-12
2022-12-19,2037.8912353515625,2190.550048828125,2310.0,2158.550048828125,2276.64990234375,138381,2022-12-19
2022-12-26,2064.870361328125,2219.550048828125,2243.60009765625,2160.050048828125,2165.0,37863,2022-12-26
2023-01-02,2056.962646484375,2211.050048828125,2250.0,2180.5,2248.0,24015,2023-01-02
2023-01-09,2070.126220703125,2225.199951171875,2233.0,2116.0,2215.050048828125,72694,2023-01-09
2023-01-16,2101.663818359375,2259.10009765625,2336.550048828125,2190.10009765625,2239.39990234375,91627,2023-01-16
2023-01-23,2085.3369140625,2241.550048828125,2269.5,2206.449951171875,2259.10009765625,25970,2023-01-23
2023-01-30,2056.26513671875,2210.300048828125,2269.949951171875,2192.75,2259.300048828125,21862,2023-01-30
2023-02-06,2153.947265625,2315.300048828125,2365.0,2153.199951171875,2210.300048828125,138956,2023-02-06
2023-02-13,2026.0296630859375,2177.800048828125,2348.0,2140.0,2334.300048828125,78621,2023-02-13
2023-02-20,2041.4730224609375,2194.39990234375,2229.85009765625,2160.0,2188.0,34856,2023-02-20
2023-02-27,2055.892578125,2184.85009765625,2204.0,2123.199951171875,2204.0,39366,2023-02-27
2023-03-06,2146.2265625,2280.85009765625,2290.14990234375,2150.0,2190.0,50398,2023-03-06
2023-03-13,2168.292236328125,2304.300048828125,2379.25,2235.199951171875,2285.0,60291,2023-03-13
2023-03-20,2213.55322265625,2352.39990234375,2383.14990234375,2240.0,2317.89990234375,46624,2023-03-20
2023-03-27,2164.763916015625,2300.550048828125,2360.0,2225.0,2225.0,76804,2023-03-27
2023-04-03,2099.7421875,2231.449951171875,2309.0,2215.60009765625,2291.0,19156,2023-04-03
2023-04-10,2167.868896484375,2303.85009765625,2320.0,2200.0,2230.0,37692,2023-04-10
2023-04-17,2167.53955078125,2303.5,2349.5,2289.0,2315.0,86245,2023-04-17
2023-04-24,2187.488037109375,2324.699951171875,2329.89990234375,2268.75,2324.89990234375,74204,2023-04-24
2023-05-01,2266.389404296875,2408.550048828125,2478.85009765625,2324.699951171875,2324.699951171875,112746,2023-05-01
2023-05-08,2324.63525390625,2470.449951171875,2490.0,2375.10009765625,2421.0,70187,2023-05-08
2023-05-15,2290.337158203125,2434.0,2500.0,2390.0,2468.0,47376,2023-05-15
2023-05-22,2351.594482421875,2499.10009765625,2548.75,2383.300048828125,2434.0,131371,2023-05-22
2023-05-29,2308.309814453125,2453.10009765625,2520.0,2400.0,2500.0,78379,2023-05-29
2023-06-05,2217.505615234375,2356.60009765625,2473.050048828125,2351.0,2453.199951171875,49879,2023-06-05
2023-06-12,2307.69775390625,2452.449951171875,2476.699951171875,2350.199951171875,2368.39990234375,60013,2023-06-12
2023-06-19,2307.556884765625,2452.300048828125,2495.89990234375,2438.60009765625,2473.949951171875,42956,2023-06-19
2023-06-26,2289.254638671875,2432.85009765625,2485.0,2423.10009765625,2465.0,26049,2023-06-26
2023-07-03,2367.732177734375,2516.25,2528.64990234375,2423.050048828125,2439.0,56632,2023-07-03
2023-07-10,2580.0166015625,2741.85009765625,2800.0,2526.300048828125,2530.0,193862,2023-07-10
2023-07-17,2523.934326171875,2682.25,2777.550048828125,2646.14990234375,2745.0,83150,2023-07-17
2023-07-24,2558.844482421875,2719.35009765625,2792.25,2620.0,2655.449951171875,94659,2023-07-24
2023-07-31,2695.9423828125,2822.800048828125,2940.0,2719.39990234375,2719.39990234375,273713,2023-07-31
2023-08-07,2692.36083984375,2819.050048828125,2857.14990234375,2760.050048828125,2848.0,64230,2023-08-07
2023-08-14,2699.619140625,2826.64990234375,2965.199951171875,2750.449951171875,2820.25,56167,2023-08-14
2023-08-21,2640.40576171875,2764.64990234375,2873.949951171875,2752.60009765625,2815.0,41127,2023-08-21
2023-08-28,2613.568359375,2736.550048828125,2790.949951171875,2681.800048828125,2764.64990234375,54611,2023-08-28
2023-09-04,2585.77587890625,2707.449951171875,2778.0,2667.0,2730.0,47045,2023-09-04
2023-09-11,2478.666259765625,2595.300048828125,2766.949951171875,2574.050048828125,2721.0,77925,2023-09-11
2023-09-18,2406.845703125,2520.10009765625,2638.949951171875,2494.949951171875,2630.89990234375,76388,2023-09-18
2023-09-25,2395.862548828125,2508.60009765625,2567.0,2427.0,2545.0,97665,2023-09-25
2023-10-02,2395.146484375,2507.85009765625,2567.699951171875,2485.39990234375,2508.60009765625,70187,2023-10-02
2023-10-09,2370.362548828125,2481.89990234375,2512.5,2455.0,2473.0,47220,2023-10-09
2023-10-16,2332.1123046875,2441.85009765625,2505.0,2426.0,2471.89990234375,51941,2023-10-16
2023-10-23,2312.533935546875,2421.35009765625,2496.60009765625,2359.64990234375,2463.64990234375,53052,2023-10-23
2023-10-30,2332.781005859375,2442.550048828125,2524.0,2356.10009765625,2441.35009765625,132138,2023-10-30
2023-11-06,2342.474609375,2452.699951171875,2473.0,2412.050048828125,2445.0,53890,2023-11-06
2023-11-13,2369.598388671875,2481.10009765625,2510.050048828125,2425.199951171875,2467.14990234375,46905,2023-11-13
2023-11-20,2365.252685546875,2476.550048828125,2520.0,2442.5,2485.0,48139,2023-11-20
2023-11-27,2370.028076171875,2481.550048828125,2498.0,2441.0,2476.550048828125,51033,2023-11-27
2023-12-04,2446.5283203125,2561.64990234375,2655.89990234375,2454.550048828125,2500.0,115812,2023-12-04
2023-12-11,2439.4609375,2554.25,2575.0,2500.0,2561.0,65443,2023-12-11
2023-12-18,2450.539794921875,2565.85009765625,2635.0,2504.949951171875,2567.0,114908,2023-12-18
2023-12-25,2490.270263671875,2607.449951171875,2645.0,2529.949951171875,2565.85009765625,52748,2023-12-25
2024-01-01,2539.503662109375,2659.0,2671.39990234375,2575.14990234375,2607.449951171875,79046,2024-01-01
2024-01-08,2541.89111328125,2661.5,2749.0,2566.800048828125,2658.89990234375,54395,2024-01-08
2024-01-15,2574.936279296875,2696.10009765625,2741.0,2636.550048828125,2653.0,69990,2024-01-15
2024-01-22,2478.140869140625,2594.75,2696.10009765625,2567.10009765625,2696.10009765625,74677,2024-01-22
2024-01-29,2561.947509765625,2682.5,2699.949951171875,2584.64990234375,2594.75,90435,2024-01-29
2024-02-05,2746.656005859375,2875.89990234375,3058.0,2680.0,2682.5,420003,2024-02-05
2024-02-12,2712.799072265625,2840.449951171875,2930.0,2705.550048828125,2890.300048828125,92563,2024-02-12
2024-02-19,2658.224365234375,2733.60009765625,2853.800048828125,2721.050048828125,2848.5,49704,2024-02-19
2024-02-26,2427.905029296875,2496.75,2753.949951171875,2487.14990234375,2750.050048828125,92021,2024-02-26
2024-03-04,2352.00732421875,2418.699951171875,2540.64990234375,2413.25,2540.60009765625,68363,2024-03-04
2024-03-11,2328.863525390625,2394.89990234375,2448.25,2267.0,2428.60009765625,136161,2024-03-11
2024-03-18,2394.599365234375,2462.5,2494.0,2377.699951171875,2390.0,58103,2024-03-18
2024-03-25,2318.94482421875,2384.699951171875,2469.89990234375,2365.0,2469.89990234375,43782,2024-03-25
2024-04-01,2404.421142578125,2472.60009765625,2484.449951171875,2386.10009765625,2405.449951171875,40335,2024-04-01
2024-04-08,2387.987060546875,2455.699951171875,2495.39990234375,2425.0,2477.0,75376,2024-04-08
2024-04-15,2339.900634765625,2406.25,2499.800048828125,2382.050048828125,2440.0,47667,2024-04-15
2024-04-22,2374.664794921875,2442.0,2475.0,2409.85009765625,2427.5,33489,2024-04-22
2024-04-29,2445.21435546875,2514.550048828125,2589.949951171875,2420.800048828125,2442.050048828125,69309,2024-04-29
2024-05-06,2426.009033203125,2494.800048828125,2534.64990234375,2441.5,2525.0,56468,2024-05-06
2024-05-13,2544.0126953125,2616.14990234375,2634.949951171875,2488.550048828125,2500.0,96230,2024-05-13
2024-05-20,2501.3720703125,2572.300048828125,2616.14990234375,2548.699951171875,2613.39990234375,34474,2024-05-20
2024-05-27,2494.80810546875,2565.550048828125,2604.89990234375,2524.699951171875,2591.0,43438,2024-05-27
2024-06-03,2584.174072265625,2657.449951171875,2710.050048828125,2469.050048828125,2597.699951171875,118558,2024-06-03
2024-06-10,2769.664306640625,2848.199951171875,2855.0,2631.0,2658.0,79341,2024-06-10
2024-06-17,2837.977294921875,2918.449951171875,2934.89990234375,2752.10009765625,2848.199951171875,88474,2024-06-17
2024-06-24,2757.217041015625,2835.39990234375,2947.25,2813.35009765625,2907.0,62543,2024-06-24
2024-07-01,2862.774169921875,2943.949951171875,2957.10009765625,2825.0,2870.0,40260,2024-07-01
2024-07-08,2805.44970703125,2885.0,3000.0,2817.25,2969.0,73716,2024-07-08
2024-07-15,2763.19775390625,2841.550048828125,3032.949951171875,2832.949951171875,2930.0,78871,2024-07-15
2024-07-22,2793.19677734375,2872.39990234375,2884.800048828125,2752.0,2865.949951171875,45816,2024-07-22
2024-07-29,3058.582275390625,3117.5,3199.0,2880.0,2880.0,205822,2024-07-29
2024-08-05,3281.439208984375,3344.64990234375,3368.89990234375,3005.050048828125,3117.64990234375,207622,2024-08-05
2024-08-12,3128.92724609375,3189.199951171875,3367.050048828125,3161.550048828125,3342.699951171875,45483,2024-08-12
2024-08-19,3209.77001953125,3271.60009765625,3297.39990234375,3153.0,3189.199951171875,55745,2024-08-19
2024-08-26,3399.661865234375,3465.14990234375,3578.800048828125,3165.050048828125,3300.0,97995,2024-08-26
2024-09-02,3699.09423828125,3770.35009765625,3855.0,3400.0,3499.85009765625,144775,2024-09-02
2024-09-09,3620.80224609375,3690.550048828125,3971.25,3647.199951171875,3766.89990234375,134353,2024-09-09
2024-09-16,3636.990478515625,3707.050048828125,3807.0,3626.0,3716.0,41047,2024-09-16
2024-09-23,3711.35791015625,3782.85009765625,3860.0,3603.0,3728.75,47176,2024-09-23
2024-09-30,3748.492431640625,3820.699951171875,3966.14990234375,3657.550048828125,3840.699951171875,67194,2024-09-30
2024-10-07,4044.981201171875,4122.89990234375,4649.0,3692.699951171875,3840.699951171875,251793,2024-10-07
2024-10-14,3836.93896484375,3910.85009765625,4400.0,3893.14990234375,4122.2998046875,103458,2024-10-14
2024-10-21,3642.533447265625,3712.699951171875,3940.949951171875,3620.0,3900.0,57968,2024-10-21
2024-10-28,4433.10498046875,4518.5,4674.0,3651.699951171875,3752.25,519099,2024-10-28
2024-11-04,4014.6162109375,4091.949951171875,4518.0,4050.0,4518.0,235160,2024-11-04
2024-11-11,3577.388427734375,3646.300048828125,4109.2001953125,3630.800048828125,4103.9501953125,88367,2024-11-11
2024-11-18,3570.2265625,3639.0,3744.85009765625,3562.25,3730.0,66060,2024-11-18
2024-11-25,3707.199951171875,3707.199951171875,3800.0,3575.0,3747.0,97917,2024-11-25
2024-12-02,3674.550048828125,3674.550048828125,3800.25,3603.35009765625,3662.199951171875,71299,2024-12-02
2024-12-09,3548.14990234375,3548.14990234375,3718.699951171875,3504.050048828125,3718.699951171875,56507,2024-12-09
2024-12-16,3593.199951171875,3593.199951171875,3770.0,3463.800048828125,3547.050048828125,223165,2024-12-16
2024-12-23,3409.050048828125,3409.050048828125,3641.949951171875,3403.25,3600.0,37903,2024-12-23
2024-12-30,3500.050048828125,3500.050048828125,3612.0,3372.64990234375,3438.0,45367,2024-12-30
2025-01-06,3735.35009765625,3735.35009765625,3843.0,3393.60009765625,3450.0,142608,2025-01-06
2025-01-13,3840.64990234375,3840.64990234375,3957.89990234375,3540.050048828125,3750.0,214071,2025-01-13
2025-01-20,3852.449951171875,3852.449951171875,3923.300048828125,3710.0,3909.550048828125,75902,2025-01-20
2025-01-27,3796.89990234375,3796.89990234375,3912.0,3548.800048828125,3840.050048828125,55503,2025-01-27
2025-02-03,3620.14990234375,3620.14990234375,3877.449951171875,3513.35009765625,3787.449951171875,62653,2025-02-03
2025-02-10,3249.39990234375,3249.39990234375,3690.0,3116.25,3664.949951171875,79517,2025-02-10
2025-02-17,3257.050048828125,3257.050048828125,3442.800048828125,3170.050048828125,3229.39990234375,59869,2025-02-17
2025-02-24,3110.25,3110.25,3372.699951171875,3072.89990234375,3257.050048828125,75106,2025-02-24
2025-03-03,3289.5,3289.5,3354.050048828125,3022.0,3110.25,42571,2025-03-03
2025-03-10,3124.5,3124.5,3325.449951171875,3080.10009765625,3325.0,36613,2025-03-10
2025-03-17,3375.35009765625,3375.35009765625,3399.949951171875,3090.10009765625,3160.35009765625,35916,2025-03-17
2025-03-24,3598.0,3598.0,3812.0,3290.050048828125,3378.550048828125,172298,2025-03-24
2025-03-31,3503.699951171875,3503.699951171875,3615.0,3368.85009765625,3598.0,48816,2025-03-31
2025-04-07,3510.449951171875,3510.449951171875,3527.0,3220.0,3410.0,71520,2025-04-07
2025-04-14,3494.5,3494.5,3555.89990234375,3400.0,3526.0,31978,2025-04-14
2025-04-21,3568.199951171875,3568.199951171875,3598.89990234375,3399.5,3509.89990234375,81937,2025-04-21
2025-04-28,3450.10009765625,3450.10009765625,3624.89990234375,3379.5,3514.699951171875,55157,2025-04-28
2025-05-05,3429.60009765625,3429.60009765625,3562.5,3353.89990234375,3467.0,56871,2025-05-05
2025-05-12,3598.39990234375,3598.39990234375,3650.0,3425.39990234375,3460.0,76390,2025-05-12
2025-05-19,3596.0,3596.0,3745.0,3530.89990234375,3680.0,115688,2025-05-19
2025-05-26,3345.800048828125,3345.800048828125,3626.89990234375,3325.0,3582.5,68062,2025-05-26
2025-06-02,3239.699951171875,3239.699951171875,3409.39990234375,3235.60009765625,3316.10009765625,54128,2025-06-02
2025-06-09,3238.300048828125,3238.300048828125,3289.0,3190.0,3267.89990234375,56548,2025-06-09
2025-06-16,3099.5,3099.5,3321.60009765625,3064.10009765625,3238.300048828125,93107,2025-06-16
2025-06-23,3418.60009765625,3418.60009765625,3540.0,3084.199951171875,3108.0,1337396,2025-06-23
2025-06-30,3441.5,3441.5,3475.5,3387.60009765625,3419.0,311235,2025-06-30
2025-07-07,3642.60009765625,3642.60009765625,3740.300048828125,3421.0,3431.199951171875,2600847,2025-07-07
2025-07-14,3603.0,3603.0,3655.0,3573.0,3643.0,94012,2025-07-14
