Date,Adj Close_SHAH.NS,Close_SHAH.NS,High_SHAH.NS,Low_SHAH.NS,Open_SHAH.NS,Volume_SHAH.NS,Date
2025-03-17,3.2300000190734863,3.2300000190734863,3.4100000858306885,2.990000009536743,3.299999952316284,6419928,2025-03-17
2025-03-24,2.869999885559082,2.869999885559082,3.359999895095825,2.799999952316284,3.2799999713897705,13838277,2025-03-24
2025-03-31,3.240000009536743,3.240000009536743,3.3299999237060547,2.859999895095825,2.9000000953674316,3130516,2025-03-31
2025-04-07,3.1700000762939453,3.1700000762939453,3.390000104904175,2.9800000190734863,3.0199999809265137,2216486,2025-04-07
2025-04-14,3.2200000286102295,3.2200000286102295,3.2899999618530273,3.140000104904175,3.190000057220459,1034143,2025-04-14
2025-04-21,3.0799999237060547,3.0799999237060547,3.2899999618530273,3.0399999618530273,3.2200000286102295,3953824,2025-04-21
2025-04-28,3.0399999618530273,3.0399999618530273,3.190000057220459,3.0199999809265137,3.0899999141693115,2797082,2025-04-28
2025-05-05,3.0799999237060547,3.0799999237060547,3.119999885559082,2.8299999237060547,3.0899999141693115,2715590,2025-05-05
2025-05-12,3.190000057220459,3.190000057220459,3.3399999141693115,2.859999895095825,3.109999895095825,3803413,2025-05-12
2025-05-19,3.130000114440918,3.130000114440918,3.4000000953674316,3.0799999237060547,3.240000009536743,5599914,2025-05-19
2025-05-26,3.0999999046325684,3.0999999046325684,3.1700000762939453,3.009999990463257,3.1600000858306885,2950863,2025-05-26
2025-06-02,3.049999952316284,3.049999952316284,3.1500000953674316,3.049999952316284,3.130000114440918,2832990,2025-06-02
2025-06-09,4.510000228881836,4.510000228881836,4.510000228881836,3.049999952316284,3.049999952316284,21705465,2025-06-09
2025-06-16,4.0,4.0,5.179999828338623,4.0,4.690000057220459,31107468,2025-06-16
2025-06-23,4.019999980926514,4.019999980926514,4.289999961853027,3.609999895095825,3.819999933242798,4544626,2025-06-23
2025-06-30,4.079999923706055,4.079999923706055,4.170000076293945,3.7699999809265137,4.099999904632568,4571324,2025-06-30
2025-07-07,3.9600000381469727,3.9600000381469727,4.099999904632568,3.8499999046325684,4.010000228881836,3478840,2025-07-07
2025-07-14,3.9800000190734863,3.9800000190734863,4.039999961853027,3.8299999237060547,3.9000000953674316,970460,2025-07-14
