Date,Adj Close_AIIL.NS,Close_AIIL.NS,High_AIIL.NS,Low_AIIL.NS,Open_AIIL.NS,Volume_AIIL.NS,Date
2024-11-11,1571.4599609375,1572.8499755859375,1693.25,1541.0,1650.199951171875,227830,2024-11-11
2024-11-18,1552.7265625,1554.0999755859375,1638.75,1550.0,1551.0,180007,2024-11-18
2024-11-25,1579.35302734375,1580.75,1633.0,1550.0,1560.1500244140625,142139,2024-11-25
2024-12-02,1653.4874267578125,1654.949951171875,1689.0,1559.0,1575.050048828125,269484,2024-12-02
2024-12-09,1828.5325927734375,1830.1500244140625,1910.449951171875,1643.0999755859375,1667.949951171875,580158,2024-12-09
2024-12-16,1694.60107421875,1696.0999755859375,1888.0,1671.5999755859375,1830.9000244140625,165683,2024-12-16
2024-12-23,1706.3907470703125,1707.9000244140625,1718.4000244140625,1661.050048828125,1699.9000244140625,82940,2024-12-23
2024-12-30,1946.478271484375,1948.199951171875,1988.0,1681.550048828125,1717.949951171875,1275334,2024-12-30
2025-01-06,1860.4544677734375,1862.0999755859375,1988.0,1788.050048828125,1956.0,477799,2025-01-06
2025-01-13,1749.2528076171875,1750.800048828125,1878.8499755859375,1664.550048828125,1834.1500244140625,659370,2025-01-13
2025-01-20,1758.994140625,1760.550048828125,1925.0,1695.0,1765.0,487847,2025-01-20
2025-01-27,1699.7965087890625,1701.300048828125,1765.0,1591.199951171875,1758.050048828125,541778,2025-01-27
2025-02-03,1798.85888671875,1800.449951171875,1836.0,1665.0,1701.300048828125,288866,2025-02-03
2025-02-10,1640.9486083984375,1642.4000244140625,1855.0,1621.199951171875,1830.0,353277,2025-02-10
2025-02-17,1527.5489501953125,1528.9000244140625,1647.800048828125,1446.75,1639.949951171875,666789,2025-02-17
2025-02-24,1408.3543701171875,1409.5999755859375,1540.0,1325.5,1528.9000244140625,497550,2025-02-24
2025-03-03,1508.8154296875,1510.1500244140625,1600.0,1422.3499755859375,1422.3499755859375,1136892,2025-03-03
2025-03-10,1465.6036376953125,1466.9000244140625,1532.800048828125,1415.0999755859375,1532.800048828125,209149,2025-03-10
2025-03-17,1550.7283935546875,1552.0999755859375,1639.699951171875,1404.9000244140625,1475.0,349285,2025-03-17
2025-03-24,1728.9207763671875,1730.449951171875,1750.0,1526.0,1559.0,618708,2025-03-24
2025-03-31,1683.9578857421875,1684.3499755859375,1811.0,1668.0,1732.5,233042,2025-03-31
2025-04-07,1608.6253662109375,1609.0,1665.550048828125,1411.6500244140625,1412.8499755859375,369803,2025-04-07
2025-04-14,1769.587890625,1770.0,1776.5999755859375,1626.699951171875,1640.0,153229,2025-04-14
2025-04-21,1724.198486328125,1724.5999755859375,1927.0,1705.0,1788.0,754755,2025-04-21
2025-04-28,1795.3819580078125,1795.800048828125,1823.0999755859375,1714.0,1754.0,257265,2025-04-28
2025-05-05,1744.99365234375,1745.4000244140625,1902.699951171875,1651.5999755859375,1831.699951171875,381542,2025-05-05
2025-05-12,2149.699462890625,2150.199951171875,2164.0,1776.300048828125,1810.0,1873695,2025-05-12
2025-05-19,2223.39990234375,2223.39990234375,2278.0,2141.800048828125,2166.10009765625,773721,2025-05-19
2025-05-26,2379.199951171875,2379.199951171875,2386.0,2180.0,2233.0,2260216,2025-05-26
2025-06-02,2495.10009765625,2495.10009765625,2531.0,2353.60009765625,2398.199951171875,1054514,2025-06-02
2025-06-09,2448.800048828125,2448.800048828125,2550.0,2421.199951171875,2520.0,353630,2025-06-09
2025-06-16,2587.89990234375,2587.89990234375,2597.0,2400.0,2448.800048828125,1158908,2025-06-16
2025-06-23,2620.5,2620.5,2742.699951171875,2535.39990234375,2555.10009765625,1015778,2025-06-23
2025-06-30,2567.89990234375,2567.89990234375,2698.0,2432.0,2654.5,1104609,2025-06-30
2025-07-07,2628.60009765625,2628.60009765625,2699.10009765625,2556.0,2584.699951171875,927140,2025-07-07
2025-07-14,2754.800048828125,2754.800048828125,2830.0,2506.10009765625,2646.89990234375,1066122,2025-07-14
