Date,Adj Close_NBCC.NS,Close_NBCC.NS,High_NBCC.NS,Low_NBCC.NS,Open_NBCC.NS,Volume_NBCC.NS,Date
2025-02-10,81.57941436767578,82.11000061035156,93.3499984741211,81.0999984741211,92.4800033569336,69274404,2025-02-10
2025-02-17,80.55607604980469,81.08000183105469,84.30000305175781,76.80000305175781,81.69999694824219,62731842,2025-02-17
2025-02-24,72.86000061035156,72.86000061035156,81.16999816894531,72.5,80.0999984741211,37759010,2025-02-24
2025-03-03,80.76000213623047,80.76000213623047,82.30999755859375,70.80000305175781,73.06999969482422,58833748,2025-03-03
2025-03-10,77.88999938964844,77.88999938964844,82.06999969482422,76.56999969482422,81.19999694824219,26290422,2025-03-10
2025-03-17,83.7300033569336,83.7300033569336,84.27999877929688,77.3499984741211,78.3499984741211,49599387,2025-03-17
2025-03-24,81.88999938964844,81.88999938964844,86.30000305175781,80.86000061035156,84.38999938964844,83273982,2025-03-24
2025-03-31,82.7300033569336,82.7300033569336,85.68000030517578,79.9000015258789,81.88999938964844,35460297,2025-03-31
2025-04-07,89.0999984741211,89.0999984741211,90.19999694824219,75.0,75.91000366210938,86490175,2025-04-07
2025-04-14,98.4000015258789,98.4000015258789,99.9000015258789,89.0999984741211,89.0999984741211,115201796,2025-04-14
2025-04-21,95.48999786376953,95.48999786376953,102.5,94.8499984741211,98.69999694824219,74581399,2025-04-21
2025-04-28,93.58999633789062,93.58999633789062,100.19999694824219,93.5,94.19999694824219,38537317,2025-04-28
2025-05-05,92.22000122070312,92.22000122070312,96.9800033569336,90.06999969482422,94.38999938964844,62127367,2025-05-05
2025-05-12,111.08000183105469,111.08000183105469,113.19999694824219,95.12000274658203,95.98999786376953,116983677,2025-05-12
2025-05-19,112.48999786376953,112.48999786376953,116.44000244140625,109.95999908447266,112.4000015258789,85649851,2025-05-19
2025-05-26,123.36000061035156,123.36000061035156,126.69999694824219,112.5,112.5,124562654,2025-05-26
2025-06-02,127.72000122070312,127.72000122070312,129.60000610351562,122.11000061035156,123.25,91014458,2025-06-02
2025-06-09,120.63999938964844,120.63999938964844,130.6999969482422,117.30999755859375,128.25,72927627,2025-06-09
2025-06-16,117.08000183105469,117.08000183105469,122.9000015258789,113.33000183105469,120.19999694824219,52340583,2025-06-16
2025-06-23,123.19999694824219,123.19999694824219,125.55000305175781,115.0,115.08999633789062,73425301,2025-06-23
2025-06-30,117.87000274658203,117.87000274658203,124.8499984741211,117.30000305175781,122.9800033569336,51290055,2025-06-30
2025-07-07,112.9000015258789,112.9000015258789,117.58999633789062,112.0999984741211,117.30000305175781,29650831,2025-07-07
2025-07-14,114.9000015258789,114.9000015258789,116.69999694824219,112.1500015258789,112.9000015258789,17535687,2025-07-14
