Date,Adj Close_BLUEJET.NS,Close_BLUEJET.NS,High_BLUEJET.NS,Low_BLUEJET.NS,Open_BLUEJET.NS,Volume_BLUEJET.NS,Date
2025-03-31,726.2000122070312,726.2000122070312,884.8499755859375,726.2000122070312,884.8499755859375,1863357,2025-03-31
2025-04-07,683.5499877929688,683.5499877929688,719.7000122070312,625.0999755859375,653.5999755859375,3703547,2025-04-07
2025-04-14,762.2000122070312,762.2000122070312,771.0,682.0499877929688,683.5499877929688,1986711,2025-04-14
2025-04-21,723.0499877929688,723.0499877929688,785.4000244140625,712.7999877929688,761.4000244140625,2095105,2025-04-21
2025-04-28,717.6500244140625,717.6500244140625,732.0,680.0,710.0,1438018,2025-04-28
2025-05-05,725.6500244140625,725.6500244140625,757.0499877929688,692.0499877929688,750.2999877929688,1683125,2025-05-05
2025-05-12,823.7000122070312,823.7000122070312,851.3499755859375,730.0,737.9500122070312,6043461,2025-05-12
2025-05-19,800.2999877929688,800.2999877929688,848.7999877929688,775.0999755859375,824.9500122070312,1801563,2025-05-19
2025-05-26,904.7999877929688,904.7999877929688,909.9000244140625,796.0999755859375,800.3499755859375,2582090,2025-05-26
2025-06-02,900.75,900.75,932.2999877929688,878.7000122070312,900.0,1584355,2025-06-02
2025-06-09,953.75,953.75,986.0,866.3499755859375,899.75,2619206,2025-06-09
2025-06-16,865.2999877929688,865.2999877929688,964.7000122070312,847.5,950.0,1447902,2025-06-16
2025-06-23,865.0,865.0,893.7000122070312,850.0999755859375,864.0,952276,2025-06-23
2025-06-30,897.25,897.25,905.0,828.7999877929688,865.0,1622816,2025-06-30
2025-07-07,908.4500122070312,908.4500122070312,944.0,864.0,910.0,1711647,2025-07-07
2025-07-14,961.0999755859375,961.0999755859375,974.25,887.2000122070312,900.5,1038598,2025-07-14
