Date,Adj Close_RHIM.NS,Close_RHIM.NS,High_RHIM.NS,Low_RHIM.NS,Open_RHIM.NS,Volume_RHIM.NS,Date
2020-12-21,223.24900817871094,227.3000030517578,230.0500030517578,196.75,226.1999969482422,468483,2020-12-21
2020-12-28,244.562255859375,249.0,260.6499938964844,230.60000610351562,234.0,1622759,2020-12-28
2021-01-04,236.2628631591797,240.5500030517578,255.6999969482422,238.0,253.64999389648438,684765,2021-01-04
2021-01-11,220.8917694091797,224.89999389648438,248.39999389648438,221.0,241.8000030517578,1047451,2021-01-11
2021-01-18,225.75357055664062,229.85000610351562,257.6499938964844,215.3000030517578,224.89999389648438,1428320,2021-01-18
2021-01-25,212.00308227539062,215.85000610351562,232.3000030517578,212.60000610351562,230.3000030517578,894645,2021-01-25
2021-02-01,223.93653869628906,228.0,233.6999969482422,213.0,216.89999389648438,1273052,2021-02-01
2021-02-08,238.47276306152344,242.8000030517578,246.0,228.25,228.25,744146,2021-02-08
2021-02-15,239.50405883789062,243.85000610351562,248.3000030517578,230.85000610351562,245.8000030517578,836667,2021-02-15
2021-02-22,228.74920654296875,232.89999389648438,244.6999969482422,231.0,240.0500030517578,600380,2021-02-22
2021-03-01,219.27117919921875,223.25,235.85000610351562,220.60000610351562,234.10000610351562,851396,2021-03-01
2021-03-08,222.8561248779297,226.89999389648438,237.3000030517578,221.1999969482422,227.5,335615,2021-03-08
2021-03-15,228.7001190185547,232.85000610351562,249.75,225.0,228.5,959964,2021-03-15
2021-03-22,229.63316345214844,233.8000030517578,254.0,219.9499969482422,233.85000610351562,1265567,2021-03-22
2021-03-29,233.16897583007812,237.39999389648438,241.0,223.1999969482422,233.8000030517578,275685,2021-03-29
2021-04-05,297.64898681640625,303.04998779296875,308.3999938964844,226.1999969482422,238.0,7143106,2021-04-05
2021-04-12,278.5456237792969,283.6000061035156,299.54998779296875,274.95001220703125,299.54998779296875,963858,2021-04-12
2021-04-19,306.68499755859375,312.25,319.79998779296875,261.20001220703125,279.8999938964844,2434349,2021-04-19
2021-04-26,310.6628112792969,316.29998779296875,325.0,298.0,314.95001220703125,1446435,2021-04-26
2021-05-03,308.9931335449219,314.6000061035156,337.3500061035156,309.8500061035156,316.0,1449364,2021-05-03
2021-05-10,291.7558898925781,297.04998779296875,330.0,294.70001220703125,315.0,1005004,2021-05-10
2021-05-17,306.2921447753906,311.8500061035156,337.3999938964844,295.3999938964844,303.0,1523381,2021-05-17
2021-05-24,300.8410339355469,306.29998779296875,324.79998779296875,303.1000061035156,314.8999938964844,1899888,2021-05-24
2021-05-31,309.6806640625,315.29998779296875,318.0,302.29998779296875,308.6000061035156,644171,2021-05-31
2021-06-07,304.9661560058594,310.5,323.45001220703125,306.0,317.0,842425,2021-06-07
2021-06-14,306.63592529296875,312.20001220703125,316.6499938964844,293.1000061035156,311.0,779700,2021-06-14
2021-06-21,322.0069580078125,327.8500061035156,357.0,304.29998779296875,310.0,3050289,2021-06-21
2021-06-28,316.899658203125,322.6499938964844,347.79998779296875,317.29998779296875,332.1499938964844,1593721,2021-06-28
2021-07-05,318.0291442871094,323.79998779296875,341.95001220703125,320.1000061035156,326.0,840346,2021-07-05
2021-07-12,320.4354553222656,326.25,341.70001220703125,323.70001220703125,333.25,592213,2021-07-12
2021-07-19,317.09613037109375,322.8500061035156,332.0,320.04998779296875,324.0,287827,2021-07-19
2021-07-26,344.8917236328125,351.1499938964844,354.6499938964844,326.1000061035156,327.0,882057,2021-07-26
2021-08-02,366.7943115234375,373.45001220703125,392.5,351.1499938964844,355.0,1741904,2021-08-02
2021-08-09,360.3119201660156,366.8500061035156,387.25,331.5,374.8500061035156,1025792,2021-08-09
2021-08-16,335.7574768066406,341.8500061035156,373.0,335.0,367.0,279769,2021-08-16
2021-08-23,361.392333984375,367.95001220703125,371.0,330.1000061035156,348.8500061035156,667298,2021-08-23
2021-08-30,363.0129089355469,369.6000061035156,375.0,357.1000061035156,371.8999938964844,365431,2021-08-30
2021-09-06,362.5708923339844,369.1499938964844,373.3999938964844,357.6499938964844,373.3999938964844,240078,2021-09-06
2021-09-13,365.76300048828125,372.3999938964844,407.0,365.1000061035156,369.1499938964844,1171311,2021-09-13
2021-09-20,353.0775146484375,357.1499938964844,380.0,348.0,370.75,496277,2021-09-20
2021-09-27,352.4349060058594,356.5,366.0,348.95001220703125,356.5,595590,2021-09-27
2021-10-04,362.8645935058594,367.04998779296875,384.95001220703125,351.54998779296875,356.0,757246,2021-10-04
2021-10-11,351.4957275390625,355.54998779296875,372.95001220703125,350.0,368.95001220703125,366063,2021-10-11
2021-10-18,345.91015625,349.8999938964844,368.8999938964844,348.1499938964844,359.04998779296875,830833,2021-10-18
2021-10-25,340.9671936035156,344.8999938964844,354.70001220703125,332.29998779296875,350.0,258271,2021-10-25
2021-11-01,348.1344909667969,352.1499938964844,353.95001220703125,340.0,350.6499938964844,109263,2021-11-01
2021-11-08,338.8416748046875,342.75,359.70001220703125,335.0,355.79998779296875,589521,2021-11-08
2021-11-15,332.8112487792969,336.6499938964844,362.3999938964844,325.0,333.0,1389450,2021-11-15
2021-11-22,333.0090026855469,336.8500061035156,347.0,323.29998779296875,339.3999938964844,764601,2021-11-22
2021-11-29,335.28277587890625,339.1499938964844,344.95001220703125,329.95001220703125,335.5,453429,2021-11-29
2021-12-06,347.9367980957031,351.95001220703125,358.79998779296875,333.29998779296875,343.95001220703125,1027939,2021-12-06
2021-12-13,367.06610107421875,371.29998779296875,385.0,352.0,352.0,1796073,2021-12-13
2021-12-20,353.028076171875,357.1000061035156,375.5,352.0,361.29998779296875,471196,2021-12-20
2021-12-27,362.46917724609375,366.6499938964844,375.0,356.25,363.8999938964844,305440,2021-12-27
2022-01-03,365.7809753417969,370.0,373.5,363.75,368.0,647288,2022-01-03
2022-01-10,414.7165222167969,419.5,437.5,372.3500061035156,378.0,5593271,2022-01-10
2022-01-17,430.6823425292969,435.6499938964844,450.0,412.04998779296875,423.8999938964844,1683278,2022-01-17
2022-01-24,437.899169921875,442.95001220703125,464.6000061035156,396.20001220703125,442.70001220703125,1238073,2022-01-24
2022-01-31,426.3819580078125,431.29998779296875,457.8500061035156,424.1000061035156,447.8999938964844,487490,2022-01-31
2022-02-07,480.5076599121094,486.04998779296875,493.8999938964844,404.0,429.95001220703125,2875297,2022-02-07
2022-02-14,548.4737548828125,554.7999877929688,564.0,456.1000061035156,462.0,5408566,2022-02-14
2022-02-21,506.65606689453125,512.5,546.0,457.0,546.0,1809752,2022-02-21
2022-02-28,517.8766479492188,523.8499755859375,543.5999755859375,501.04998779296875,508.0,1681152,2022-02-28
2022-03-07,523.017333984375,529.0499877929688,536.9500122070312,485.0,517.2999877929688,1374798,2022-03-07
2022-03-14,580.94921875,587.6500244140625,612.5999755859375,520.0499877929688,534.0999755859375,5720945,2022-03-14
2022-03-21,606.9987182617188,614.0,624.0,572.7000122070312,594.4000244140625,2628115,2022-03-21
2022-03-28,601.61083984375,608.5499877929688,644.0,582.3499755859375,617.9000244140625,1524257,2022-03-28
2022-04-04,606.1089477539062,613.0999755859375,628.0,598.0,614.9500122070312,1105380,2022-04-04
2022-04-11,642.2915649414062,649.7000122070312,668.0,610.0,611.0,2240178,2022-04-11
2022-04-18,630.0823974609375,637.3499755859375,674.0,610.5,649.7000122070312,1409429,2022-04-18
2022-04-25,601.1165161132812,608.0499877929688,643.0,601.8499755859375,626.2999877929688,815935,2022-04-25
2022-05-02,552.5764770507812,558.9500122070312,624.7999877929688,551.0,601.0,699762,2022-05-02
2022-05-09,537.895751953125,544.0999755859375,620.0,524.0499877929688,558.9500122070312,2157144,2022-05-09
2022-05-16,594.048095703125,600.9000244140625,618.0,546.0,553.7000122070312,1296608,2022-05-16
2022-05-23,549.7588500976562,556.0999755859375,606.6500244140625,484.04998779296875,606.5999755859375,2434907,2022-05-23
2022-05-30,563.6487426757812,570.1500244140625,608.9500122070312,522.0,558.0,4661140,2022-05-30
2022-06-06,533.6941528320312,539.8499755859375,574.7000122070312,537.0,570.1500244140625,828734,2022-06-06
2022-06-13,490.9867858886719,496.6499938964844,537.0499877929688,484.0,537.0499877929688,1010248,2022-06-13
2022-06-20,475.9601135253906,481.45001220703125,496.45001220703125,462.0,490.1000061035156,673148,2022-06-20
2022-06-27,497.7092590332031,503.45001220703125,513.9500122070312,478.0,493.6000061035156,857572,2022-06-27
2022-07-04,511.3519287109375,517.25,531.0,500.5,503.45001220703125,496410,2022-07-04
2022-07-11,536.9566040039062,543.1500244140625,555.0,515.0,515.0,536972,2022-07-11
2022-07-18,528.108642578125,534.2000122070312,554.9000244140625,455.70001220703125,548.0,1378335,2022-07-18
2022-07-25,514.3176879882812,520.25,543.9500122070312,512.3499755859375,539.5499877929688,604845,2022-07-25
2022-08-01,495.9297790527344,501.6499938964844,521.8499755859375,498.25,520.0,719398,2022-08-01
2022-08-08,533.9413452148438,540.0999755859375,554.5,501.5,501.5,927721,2022-08-08
2022-08-15,538.88427734375,545.0999755859375,574.7999877929688,526.6500244140625,540.0999755859375,1028195,2022-08-15
2022-08-22,551.5383911132812,557.9000244140625,576.0,530.3499755859375,540.0999755859375,925794,2022-08-22
2022-08-29,616.192626953125,623.2999877929688,636.0,545.4000244140625,549.0,1870107,2022-08-29
2022-09-05,618.318115234375,625.4500122070312,654.2999877929688,605.0499877929688,627.0,1241543,2022-09-05
2022-09-12,616.29150390625,623.4000244140625,665.1500244140625,616.0,634.75,1061404,2022-09-12
2022-09-19,664.9335327148438,669.9500122070312,701.1500244140625,609.25,623.4000244140625,3680700,2022-09-19
2022-09-26,664.9335327148438,669.9500122070312,677.0,626.0,666.0,1890348,2022-09-26
2022-10-03,652.7256469726562,657.6500244140625,692.9500122070312,648.0499877929688,671.7999877929688,985470,2022-10-03
2022-10-10,658.9784545898438,663.9500122070312,688.9000244140625,646.0,656.0,934456,2022-10-10
2022-10-17,701.85498046875,707.1500244140625,738.7000122070312,658.2000122070312,663.9500122070312,3949883,2022-10-17
2022-10-24,709.14990234375,714.5,726.0,700.0499877929688,712.0,588048,2022-10-24
2022-10-31,642.4530639648438,647.2999877929688,733.2999877929688,623.0,717.4000244140625,2329209,2022-10-31
2022-11-07,579.4782104492188,583.8499755859375,653.4500122070312,574.0,650.5499877929688,1298297,2022-11-07
2022-11-14,640.5176391601562,645.3499755859375,648.0,570.5499877929688,578.1500244140625,1600550,2022-11-14
2022-11-21,767.3607788085938,773.1500244140625,835.0,655.0,663.0,13133695,2022-11-21
2022-11-28,813.9095458984375,820.0499877929688,837.9500122070312,742.25,784.0,2195959,2022-11-28
2022-12-05,775.5986328125,781.4500122070312,824.25,777.0,820.0499877929688,999506,2022-12-05
2022-12-12,808.6492919921875,814.75,843.0,766.3499755859375,781.0499877929688,1822324,2022-12-12
2022-12-19,750.6865234375,756.3499755859375,862.0,747.5,819.5,3205199,2022-12-19
2022-12-26,833.3131713867188,839.5999755859375,859.6500244140625,743.2999877929688,756.3499755859375,2213614,2022-12-26
2023-01-02,856.2898559570312,862.75,892.9000244140625,840.4500122070312,841.0,2049792,2023-01-02
2023-01-09,859.962158203125,866.4500122070312,869.9500122070312,816.5,866.9500122070312,1177187,2023-01-09
2023-01-16,855.346923828125,861.7999877929688,892.0,840.0,866.0,1226932,2023-01-16
2023-01-23,780.660400390625,786.5499877929688,869.9500122070312,776.5,865.9500122070312,851662,2023-01-23
2023-01-30,770.8345947265625,776.6500244140625,815.7000122070312,765.0999755859375,786.9000244140625,1033918,2023-01-30
2023-02-06,755.2521362304688,760.9500122070312,779.6500244140625,730.5499877929688,778.9500122070312,706245,2023-02-06
2023-02-13,654.9588012695312,659.9000244140625,775.5,638.0499877929688,766.9000244140625,3373248,2023-02-13
2023-02-20,611.933349609375,616.5499877929688,665.3499755859375,587.8499755859375,656.75,2832061,2023-02-20
2023-02-27,665.8267822265625,670.8499755859375,679.4000244140625,609.25,610.0,3495362,2023-02-27
2023-03-06,633.3716430664062,638.1500244140625,683.5499877929688,635.2000122070312,675.0,807859,2023-03-06
2023-03-13,607.3677978515625,611.9500122070312,646.0,580.0,634.9500122070312,2434951,2023-03-13
2023-03-20,591.8349609375,596.2999877929688,632.4000244140625,593.0,613.4000244140625,1127509,2023-03-20
2023-03-27,625.5803833007812,630.2999877929688,638.4000244140625,576.0,596.9000244140625,1470516,2023-03-27
2023-04-03,609.5513916015625,614.1500244140625,642.7999877929688,607.2999877929688,634.9500122070312,590619,2023-04-03
2023-04-10,648.2096557617188,653.0999755859375,669.5,603.5,620.2999877929688,1047520,2023-04-10
2023-04-17,638.9793090820312,643.7999877929688,665.0,633.7000122070312,658.0,891905,2023-04-17
2023-04-24,637.1431884765625,641.9500122070312,655.2999877929688,639.2000122070312,645.9000244140625,540619,2023-04-24
2023-05-01,662.6507568359375,667.6500244140625,714.0,635.75,641.9500122070312,1627013,2023-05-01
2023-05-08,661.9063720703125,666.9000244140625,689.0,660.5999755859375,672.0,871843,2023-05-08
2023-05-15,664.8839111328125,669.9000244140625,693.0,661.25,673.0,742178,2023-05-15
2023-05-22,679.2256469726562,684.3499755859375,702.0,670.25,674.3499755859375,1072940,2023-05-22
2023-05-29,656.9437866210938,661.9000244140625,693.0,593.0,685.0999755859375,2956989,2023-05-29
2023-06-05,659.2761840820312,664.25,689.0,651.25,663.25,736821,2023-06-05
2023-06-12,667.414794921875,672.4500122070312,698.2000122070312,652.7999877929688,662.0499877929688,1860518,2023-06-12
2023-06-19,661.1123046875,666.0999755859375,685.2000122070312,660.6500244140625,666.5,846428,2023-06-19
2023-06-26,640.96435546875,645.7999877929688,674.0,641.0999755859375,668.0,830687,2023-06-26
2023-07-03,615.4071044921875,620.0499877929688,653.0,617.2000122070312,650.9500122070312,978272,2023-07-03
2023-07-10,608.955810546875,613.5499877929688,636.3499755859375,607.5,621.0499877929688,661659,2023-07-10
2023-07-17,606.4745483398438,611.0499877929688,636.0,609.0499877929688,615.0,763751,2023-07-17
2023-07-24,624.4886474609375,629.2000122070312,653.9000244140625,608.2000122070312,610.0,1844534,2023-07-24
2023-07-31,679.4737548828125,684.5999755859375,707.75,630.9500122070312,631.0,2582121,2023-07-31
2023-08-07,718.826904296875,724.25,732.0,660.0,685.5,1948584,2023-08-07
2023-08-14,705.973876953125,711.2999877929688,749.0,692.4000244140625,731.0,2185652,2023-08-14
2023-08-21,693.0712280273438,698.2999877929688,728.7999877929688,693.0499877929688,711.2999877929688,1083919,2023-08-21
2023-08-28,706.4700927734375,711.7999877929688,741.8499755859375,695.0,695.0,1018755,2023-08-28
2023-09-04,763.142578125,768.9000244140625,788.0,712.1500244140625,717.4000244140625,2906015,2023-09-04
2023-09-11,763.489990234375,769.25,785.0,711.0,775.7999877929688,1263453,2023-09-11
2023-09-18,734.6461181640625,737.7000122070312,779.0499877929688,733.7000122070312,778.0,881367,2023-09-18
2023-09-25,743.1109008789062,746.2000122070312,748.5,721.0999755859375,739.3499755859375,744115,2023-09-25
2023-10-02,730.0651245117188,733.0999755859375,749.75,723.0499877929688,746.2000122070312,361018,2023-10-02
2023-10-09,720.7538452148438,723.75,742.5999755859375,705.25,720.9000244140625,543617,2023-10-09
2023-10-16,690.9277954101562,693.7999877929688,733.9500122070312,687.0499877929688,723.9500122070312,739715,2023-10-16
2023-10-23,679.6248168945312,682.4500122070312,698.8499755859375,653.0,696.0,461657,2023-10-23
2023-10-30,702.728759765625,705.6500244140625,709.9500122070312,668.5,680.0499877929688,572479,2023-10-30
2023-11-06,690.230712890625,693.0999755859375,736.0,686.5999755859375,713.7999877929688,1157664,2023-11-06
2023-11-13,682.4630126953125,685.2999877929688,709.4000244140625,680.2000122070312,692.0,817779,2023-11-13
2023-11-20,731.1605834960938,734.2000122070312,748.9500122070312,683.0999755859375,686.8499755859375,1273566,2023-11-20
2023-11-27,750.679443359375,753.7999877929688,776.5499877929688,712.1500244140625,734.2000122070312,995111,2023-11-27
2023-12-04,738.131591796875,741.2000122070312,773.0,733.7000122070312,773.0,785856,2023-12-04
2023-12-11,757.7001953125,760.8499755859375,769.9000244140625,736.0999755859375,745.0999755859375,1061999,2023-12-11
2023-12-18,805.9496459960938,809.2999877929688,815.0,750.0499877929688,759.9000244140625,2422187,2023-12-18
2023-12-25,801.9164428710938,805.25,824.0,779.0,809.2999877929688,1197979,2023-12-25
2024-01-01,802.0159912109375,805.3499755859375,815.0499877929688,778.5,803.0,579172,2024-01-01
2024-01-08,780.4556884765625,783.7000122070312,807.1500244140625,770.5999755859375,805.0,445817,2024-01-08
2024-01-15,751.9739990234375,755.0999755859375,783.7000122070312,747.4500122070312,783.7000122070312,431516,2024-01-15
2024-01-22,718.36376953125,721.3499755859375,755.0999755859375,702.0,755.0999755859375,535011,2024-01-22
2024-01-29,732.4552001953125,735.5,755.0,717.0,721.3499755859375,804839,2024-01-29
2024-02-05,699.9403076171875,702.8499755859375,745.0,684.1500244140625,745.0,1481122,2024-02-05
2024-02-12,637.5497436523438,640.2000122070312,714.9500122070312,637.1500244140625,714.3499755859375,1709658,2024-02-12
2024-02-19,591.8895263671875,594.3499755859375,639.5999755859375,592.75,618.0499877929688,1271076,2024-02-19
2024-02-26,576.1549072265625,578.5499877929688,599.5999755859375,568.0499877929688,594.3499755859375,2230270,2024-02-26
2024-03-04,554.9928588867188,557.2999877929688,582.3499755859375,544.0,578.0,1089910,2024-03-04
2024-03-11,526.0631713867188,528.25,566.8499755859375,504.25,562.8499755859375,1635498,2024-03-11
2024-03-18,568.3374633789062,570.7000122070312,583.5,526.0999755859375,530.8499755859375,2690094,2024-03-18
2024-03-25,550.3621826171875,552.6500244140625,570.7000122070312,548.0,570.7000122070312,763800,2024-03-25
2024-04-01,607.8232421875,610.3499755859375,613.9000244140625,556.9000244140625,558.0999755859375,1444039,2024-04-01
2024-04-08,615.8897705078125,618.4500122070312,628.7999877929688,600.0,614.0,1107486,2024-04-08
2024-04-15,639.24267578125,641.9000244140625,657.0999755859375,590.0,595.0,1833455,2024-04-15
2024-04-22,638.4459838867188,641.0999755859375,664.2999877929688,636.1500244140625,644.0,1260798,2024-04-22
2024-04-29,640.188720703125,642.8499755859375,688.0,630.0,642.0,1640656,2024-04-29
2024-05-06,615.192626953125,617.75,648.5999755859375,590.2000122070312,646.7999877929688,1471212,2024-05-06
2024-05-13,655.2760009765625,658.0,664.9000244140625,607.1500244140625,625.0,1139261,2024-05-13
2024-05-20,671.9566650390625,674.75,678.0,651.5999755859375,660.0499877929688,507420,2024-05-20
2024-05-27,704.2225952148438,707.1500244140625,755.5499877929688,652.75,678.0,5579700,2024-05-27
2024-06-03,671.9566650390625,674.75,730.0,643.0999755859375,730.0,1235137,2024-06-03
2024-06-10,691.1767578125,694.0499877929688,711.0,668.9000244140625,678.0,1016554,2024-06-10
2024-06-17,670.9110717773438,673.7000122070312,702.9000244140625,656.0999755859375,694.0499877929688,734136,2024-06-17
2024-06-24,634.5123901367188,637.1500244140625,680.5,626.1500244140625,676.0,1511443,2024-06-24
2024-07-01,624.603515625,627.2000122070312,657.25,626.0,639.9500122070312,574561,2024-07-01
2024-07-08,579.989013671875,582.4000244140625,633.5499877929688,574.25,629.9500122070312,1639038,2024-07-08
2024-07-15,583.2753295898438,585.7000122070312,624.9000244140625,568.0999755859375,578.0,1835031,2024-07-15
2024-07-22,606.976806640625,609.5,619.5999755859375,574.0999755859375,577.5,1180588,2024-07-22
2024-07-29,596.6198120117188,599.0999755859375,622.4000244140625,594.6500244140625,613.9000244140625,1089005,2024-07-29
2024-08-05,595.1759033203125,597.6500244140625,604.1500244140625,570.2000122070312,596.0,570897,2024-08-05
2024-08-12,624.7528686523438,627.3499755859375,672.0,587.75,604.9500122070312,10165386,2024-08-12
2024-08-19,627.3421630859375,629.9500122070312,649.7999877929688,618.2999877929688,629.0,1689865,2024-08-19
2024-08-26,610.8606567382812,613.4000244140625,638.5,602.5,638.5,1144201,2024-08-26
2024-09-02,596.0721435546875,598.5499877929688,619.5,595.0999755859375,619.5,670904,2024-09-02
2024-09-09,574.5999755859375,574.5999755859375,596.0,572.5,593.0,1032040,2024-09-09
2024-09-16,599.9000244140625,599.9000244140625,602.2000122070312,572.0499877929688,575.2999877929688,924476,2024-09-16
2024-09-23,608.75,608.75,637.9000244140625,589.2999877929688,599.9000244140625,1632800,2024-09-23
2024-09-30,604.6500244140625,604.6500244140625,626.25,600.7999877929688,617.75,839180,2024-09-30
2024-10-07,596.25,596.25,620.8499755859375,576.9000244140625,615.0,1124570,2024-10-07
2024-10-14,605.7000122070312,605.7000122070312,640.0,592.0,597.0,1682923,2024-10-14
2024-10-21,566.4500122070312,566.4500122070312,611.2999877929688,559.0999755859375,610.0,704862,2024-10-21
2024-10-28,595.9000244140625,595.9000244140625,602.75,558.8499755859375,566.4000244140625,360268,2024-10-28
2024-11-04,574.9000244140625,574.9000244140625,599.7000122070312,556.0,595.9500122070312,875454,2024-11-04
2024-11-11,528.4000244140625,528.4000244140625,569.75,513.4000244140625,561.0,660305,2024-11-11
2024-11-18,510.1499938964844,510.1499938964844,529.9000244140625,490.0,525.2999877929688,550262,2024-11-18
2024-11-25,520.7999877929688,520.7999877929688,536.0,509.3999938964844,519.7000122070312,428947,2024-11-25
2024-12-02,559.0499877929688,559.0499877929688,565.7999877929688,516.5999755859375,526.75,1375762,2024-12-02
2024-12-09,557.8499755859375,557.8499755859375,578.3499755859375,543.2000122070312,559.0999755859375,630101,2024-12-09
2024-12-16,513.5999755859375,513.5999755859375,579.7000122070312,507.0,557.8499755859375,1495805,2024-12-16
2024-12-23,510.1499938964844,510.1499938964844,518.5,498.25,513.5999755859375,331730,2024-12-23
2024-12-30,496.79998779296875,496.79998779296875,512.3499755859375,486.0,506.54998779296875,1248638,2024-12-30
2025-01-06,493.3500061035156,493.3500061035156,508.79998779296875,479.0,492.5,1103491,2025-01-06
2025-01-13,494.70001220703125,494.70001220703125,498.3999938964844,468.25,488.0,472948,2025-01-13
2025-01-20,474.6000061035156,474.6000061035156,499.0,472.54998779296875,492.04998779296875,333712,2025-01-20
2025-01-27,471.6499938964844,471.6499938964844,484.5,451.45001220703125,474.1499938964844,399264,2025-01-27
2025-02-03,482.79998779296875,482.79998779296875,488.95001220703125,459.5,470.95001220703125,230362,2025-02-03
2025-02-10,418.04998779296875,418.04998779296875,482.6499938964844,410.25,480.04998779296875,785248,2025-02-10
2025-02-17,407.6499938964844,407.6499938964844,426.3500061035156,376.45001220703125,418.04998779296875,2285130,2025-02-17
2025-02-24,391.70001220703125,391.70001220703125,411.45001220703125,378.04998779296875,409.79998779296875,1092140,2025-02-24
2025-03-03,417.20001220703125,417.20001220703125,434.3999938964844,381.75,390.75,1724329,2025-03-03
2025-03-10,392.29998779296875,392.29998779296875,422.79998779296875,390.0,410.95001220703125,680121,2025-03-10
2025-03-17,470.25,470.25,492.6000061035156,384.25,394.3500061035156,8961825,2025-03-17
2025-03-24,507.29998779296875,507.29998779296875,547.8499755859375,458.04998779296875,463.0,30115104,2025-03-24
2025-03-31,480.45001220703125,480.45001220703125,547.9000244140625,477.0,507.29998779296875,5202663,2025-03-31
2025-04-07,468.1499938964844,468.1499938964844,494.0,440.54998779296875,450.0,3233635,2025-04-07
2025-04-14,474.5,474.5,498.20001220703125,468.1499938964844,468.1499938964844,726031,2025-04-14
2025-04-21,444.0,444.0,494.3999938964844,440.25,477.0,1031524,2025-04-21
2025-04-28,443.45001220703125,443.45001220703125,469.70001220703125,430.70001220703125,445.5,1613594,2025-04-28
2025-05-05,438.1000061035156,438.1000061035156,456.75,429.29998779296875,454.8500061035156,939107,2025-05-05
2025-05-12,464.45001220703125,464.45001220703125,468.70001220703125,446.1000061035156,446.1000061035156,801661,2025-05-12
2025-05-19,462.75,462.75,480.04998779296875,458.04998779296875,469.0,736625,2025-05-19
2025-05-26,461.0,461.0,475.8999938964844,450.54998779296875,468.0,675102,2025-05-26
2025-06-02,451.1000061035156,451.1000061035156,464.75,435.0,462.0,1281922,2025-06-02
2025-06-09,503.1499938964844,503.1499938964844,516.4000244140625,447.0,457.0,14689529,2025-06-09
2025-06-16,488.3999938964844,488.3999938964844,529.0,484.54998779296875,503.0,6861657,2025-06-16
2025-06-23,482.95001220703125,482.95001220703125,499.0,475.5,485.0,1278268,2025-06-23
2025-06-30,477.8999938964844,477.8999938964844,486.8999938964844,461.3999938964844,486.70001220703125,1895691,2025-06-30
2025-07-07,477.75,477.75,498.0,462.1000061035156,478.8999938964844,1496197,2025-07-07
2025-07-14,479.04998779296875,479.04998779296875,484.6000061035156,472.04998779296875,474.54998779296875,216957,2025-07-14
