Date,Adj Close_PGIL.NS,Close_PGIL.NS,High_PGIL.NS,Low_PGIL.NS,Open_PGIL.NS,Volume_PGIL.NS,Date
2022-05-16,196.98284912109375,207.6750030517578,213.72500610351562,193.1999969482422,199.8000030517578,61160,2022-05-16
2022-05-23,192.54852294921875,203.0,212.5,191.02499389648438,212.5,109530,2022-05-23
2022-05-30,202.12855529785156,213.10000610351562,220.60000610351562,202.6750030517578,205.0,77176,2022-05-30
2022-06-06,194.80126953125,205.375,216.25,204.8249969482422,216.25,44658,2022-06-06
2022-06-13,171.89024353027344,179.0749969482422,203.9499969482422,177.52499389648438,197.625,51114,2022-06-13
2022-06-20,189.4560089111328,197.375,203.25,162.6750030517578,179.0749969482422,159640,2022-06-20
2022-06-27,192.86358642578125,200.9250030517578,212.0,187.5749969482422,202.0,105994,2022-06-27
2022-07-04,191.20779418945312,199.1999969482422,207.375,197.5,202.0,39146,2022-07-04
2022-07-11,187.32028198242188,195.14999389648438,203.75,190.10000610351562,197.5500030517578,34676,2022-07-11
2022-07-18,182.85684204101562,190.5,199.02499389648438,190.0,195.14999389648438,32436,2022-07-18
2022-07-25,188.28016662597656,196.14999389648438,197.5,181.89999389648438,187.0,35312,2022-07-25
2022-08-01,199.77471923828125,208.125,218.9499969482422,185.5749969482422,197.5,139790,2022-08-01
2022-08-08,203.8542022705078,212.375,227.97500610351562,206.5,212.27499389648438,199000,2022-08-08
2022-08-15,274.2373352050781,285.70001220703125,301.5,212.375,212.375,1410748,2022-08-15
2022-08-22,275.2211608886719,286.7250061035156,300.0,267.0249938964844,286.5,416718,2022-08-22
2022-08-29,275.70111083984375,287.2250061035156,309.0,273.125,281.0,290392,2022-08-29
2022-09-05,259.5031433105469,270.3500061035156,294.25,266.1499938964844,292.375,112952,2022-09-05
2022-09-12,249.66441345214844,260.1000061035156,292.4750061035156,257.0,270.875,250130,2022-09-12
2022-09-19,226.89129638671875,236.375,264.8999938964844,233.0500030517578,264.8999938964844,178746,2022-09-19
2022-09-26,217.79641723632812,226.89999389648438,239.0,218.4250030517578,236.375,116254,2022-09-26
2022-10-03,221.41998291015625,230.6750030517578,269.0,222.5,227.60000610351562,218416,2022-10-03
2022-10-10,211.62921142578125,220.47500610351562,231.3249969482422,218.64999389648438,229.89999389648438,73768,2022-10-10
2022-10-17,210.16542053222656,218.9499969482422,227.77499389648438,216.60000610351562,224.75,69354,2022-10-17
2022-10-24,202.2463836669922,210.6999969482422,225.97500610351562,201.10000610351562,222.39999389648438,91750,2022-10-24
2022-10-31,204.9820556640625,213.5500030517578,215.5500030517578,195.10000610351562,210.75,171944,2022-10-31
2022-11-07,204.7900848388672,213.35000610351562,219.375,207.02499389648438,212.5749969482422,63644,2022-11-07
2022-11-14,192.81561279296875,200.875,219.47500610351562,200.10000610351562,212.5,80630,2022-11-14
2022-11-21,211.55722045898438,220.39999389648438,225.14999389648438,199.5500030517578,202.77499389648438,150646,2022-11-21
2022-11-28,229.9743194580078,238.14999389648438,241.875,211.47500610351562,220.0,206878,2022-11-28
2022-12-05,213.9683380126953,221.5749969482422,242.4499969482422,207.5,239.875,226368,2022-12-05
2022-12-12,208.0294647216797,215.4250030517578,222.47500610351562,212.8000030517578,220.0,48990,2022-12-12
2022-12-19,183.59800720214844,190.125,219.0,182.5,215.0,102426,2022-12-19
2022-12-26,197.76922607421875,204.8000030517578,207.6750030517578,180.5500030517578,187.5,74558,2022-12-26
2023-01-02,190.1162872314453,196.875,209.97500610351562,196.0,204.02499389648438,39978,2023-01-02
2023-01-09,192.69943237304688,199.5500030517578,202.4499969482422,195.10000610351562,195.10000610351562,67468,2023-01-09
2023-01-16,189.12648010253906,195.85000610351562,205.0,194.0,200.0,18492,2023-01-16
2023-01-23,176.01748657226562,182.27499389648438,198.0,178.85000610351562,193.10000610351562,132406,2023-01-23
2023-01-30,172.58935546875,178.72500610351562,192.14999389648438,167.5,182.4499969482422,173730,2023-01-30
2023-02-06,201.3180694580078,208.47500610351562,239.5,172.89999389648438,182.5,666686,2023-02-06
2023-02-13,204.0701904296875,211.3249969482422,221.9499969482422,202.10000610351562,209.10000610351562,93182,2023-02-13
2023-02-20,192.14418029785156,198.97500610351562,214.89999389648438,195.3000030517578,211.5,53248,2023-02-20
2023-02-27,202.9838104248047,210.1999969482422,212.39999389648438,190.60000610351562,199.89999389648438,66956,2023-02-27
2023-03-06,204.0701904296875,211.3249969482422,219.9499969482422,210.0,212.4499969482422,47468,2023-03-06
2023-03-13,202.81483459472656,210.02499389648438,213.97500610351562,197.5,210.0500030517578,83638,2023-03-13
2023-03-20,199.96609497070312,207.0749969482422,225.0,202.5,210.0,80224,2023-03-20
2023-03-27,197.5760955810547,204.60000610351562,207.5,192.0,207.5,128458,2023-03-27
2023-04-03,197.98646545410156,205.02499389648438,208.5,202.8249969482422,205.0,45644,2023-04-03
2023-04-10,201.39047241210938,208.5500030517578,210.97500610351562,204.0,207.47500610351562,27896,2023-04-10
2023-04-17,213.50962829589844,221.10000610351562,222.0,205.5,210.75,92712,2023-04-17
2023-04-24,210.56436157226562,218.0500030517578,224.0,212.52499389648438,222.5,75122,2023-04-24
2023-05-01,216.62391662597656,224.3249969482422,232.9250030517578,216.4250030517578,218.0500030517578,79378,2023-05-01
2023-05-08,215.29612731933594,222.9499969482422,229.60000610351562,216.10000610351562,222.5500030517578,70302,2023-05-08
2023-05-15,238.08592224121094,246.5500030517578,278.4750061035156,221.02499389648438,222.9499969482422,1175752,2023-05-15
2023-05-22,244.14552307128906,252.8249969482422,262.70001220703125,244.8000030517578,249.0,298224,2023-05-22
2023-05-29,254.9156036376953,261.42498779296875,267.5,246.77499389648438,260.0,214392,2023-05-29
2023-06-05,265.519775390625,272.29998779296875,279.4750061035156,262.5,264.8999938964844,408696,2023-06-05
2023-06-12,270.3465576171875,277.25,290.0,272.7749938964844,275.0,221552,2023-06-12
2023-06-19,253.89175415039062,260.375,280.8500061035156,259.67498779296875,279.8999938964844,352254,2023-06-19
2023-06-26,313.8360290527344,321.8500061035156,331.5,258.0,259.375,944624,2023-06-26
2023-07-03,287.849609375,295.20001220703125,328.8999938964844,293.0249938964844,324.5,482072,2023-07-03
2023-07-10,286.8257751464844,294.1499938964844,305.0,285.54998779296875,292.5,259440,2023-07-10
2023-07-17,301.20849609375,308.8999938964844,319.9750061035156,293.0249938964844,294.95001220703125,396444,2023-07-17
2023-07-24,304.0606994628906,311.82501220703125,325.0,303.04998779296875,309.0,239134,2023-07-24
2023-07-31,336.6046447753906,345.20001220703125,347.67498779296875,305.5,313.375,562576,2023-07-31
2023-08-07,341.1632385253906,349.875,368.375,318.8999938964844,351.8500061035156,958624,2023-08-07
2023-08-14,348.5739440917969,357.4750061035156,394.5,345.1000061035156,374.0,1195902,2023-08-14
2023-08-21,332.6554870605469,341.1499938964844,365.0,337.4750061035156,362.45001220703125,249424,2023-08-21
2023-08-28,407.5675964355469,417.9750061035156,423.5,340.0249938964844,342.3999938964844,831970,2023-08-28
2023-09-04,489.19720458984375,498.54998779296875,509.70001220703125,427.5,428.5,1548554,2023-09-04
2023-09-11,472.51611328125,481.54998779296875,497.5249938964844,441.95001220703125,486.2250061035156,291932,2023-09-11
2023-09-18,466.8494567871094,475.7749938964844,514.0,461.5,489.4750061035156,367022,2023-09-18
2023-09-25,494.9374694824219,504.3999938964844,523.9000244140625,452.875,472.5,439238,2023-09-25
2023-10-02,522.4367065429688,532.4249877929688,536.0,504.3999938964844,504.3999938964844,244194,2023-10-02
2023-10-09,591.6632080078125,602.9749755859375,618.4749755859375,502.8500061035156,526.0,461844,2023-10-09
2023-10-16,688.9285888671875,702.0999755859375,735.4000244140625,605.0,609.0,758440,2023-10-16
2023-10-23,620.4380493164062,632.2999877929688,728.5,602.2000122070312,700.5,88990,2023-10-23
2023-10-30,612.2446899414062,623.9500122070312,666.0,602.5,659.9749755859375,109606,2023-10-30
2023-11-06,617.8867797851562,629.7000122070312,687.9000244140625,620.3250122070312,635.4749755859375,185268,2023-11-06
2023-11-13,628.8521728515625,640.875,647.5,615.5499877929688,641.7999877929688,57374,2023-11-13
2023-11-20,607.4857177734375,619.0999755859375,670.0,605.5,646.5,65866,2023-11-20
2023-11-27,615.017578125,620.7249755859375,647.5,610.0,619.0999755859375,268284,2023-11-27
2023-12-04,604.6884155273438,610.2999877929688,640.0,605.0250244140625,627.5,73120,2023-12-04
2023-12-11,642.7105712890625,648.6749877929688,650.0,605.5,610.0,97256,2023-12-11
2023-12-18,648.0361328125,654.0499877929688,674.9249877929688,606.0,660.5,85138,2023-12-18
2023-12-25,643.4536743164062,649.4249877929688,674.0,627.75,654.0499877929688,58816,2023-12-25
2024-01-01,689.6004028320312,696.0,715.0,645.0250244140625,664.0,106537,2024-01-01
2024-01-08,632.4309692382812,638.2999877929688,695.0,620.0,690.1500244140625,87121,2024-01-08
2024-01-15,606.7691650390625,612.4000244140625,650.0,583.0499877929688,644.4000244140625,51115,2024-01-15
2024-01-22,542.6640014648438,547.7000122070312,626.0,545.9500122070312,612.4000244140625,118424,2024-01-22
2024-01-29,598.1986694335938,603.75,613.9500122070312,522.0,540.0499877929688,146946,2024-01-29
2024-02-05,558.615966796875,563.7999877929688,629.0,558.9500122070312,615.0,88937,2024-02-05
2024-02-12,620.5413208007812,626.2999877929688,648.0499877929688,527.7000122070312,563.7999877929688,109624,2024-02-12
2024-02-19,656.55712890625,662.6500244140625,679.8499755859375,600.0,641.9000244140625,201097,2024-02-19
2024-02-26,656.3093872070312,662.4000244140625,678.8499755859375,639.2000122070312,674.9500122070312,127906,2024-02-26
2024-03-04,650.463623046875,656.5,666.0,615.0,662.0,71624,2024-03-04
2024-03-11,601.7160034179688,607.2999877929688,656.2999877929688,550.7999877929688,654.8499755859375,128275,2024-03-11
2024-03-18,559.5077514648438,564.7000122070312,615.6500244140625,524.2000122070312,609.7999877929688,132684,2024-03-18
2024-03-25,542.119140625,547.1500244140625,575.0,525.0,564.7000122070312,139360,2024-03-25
2024-04-01,582.2467041015625,587.6500244140625,627.7000122070312,545.7999877929688,555.0,66713,2024-04-01
2024-04-08,592.6005249023438,598.0999755859375,611.9500122070312,570.0999755859375,596.2000122070312,54549,2024-04-08
2024-04-15,560.1021728515625,565.2999877929688,600.0,551.75,580.0,47737,2024-04-15
2024-04-22,589.4796142578125,594.9500122070312,612.0,553.5,553.5,89503,2024-04-22
2024-04-29,578.23388671875,583.5999755859375,613.2999877929688,574.2000122070312,594.9500122070312,60780,2024-04-29
2024-05-06,601.7655639648438,607.3499755859375,631.9500122070312,570.0,575.0,77573,2024-05-06
2024-05-13,614.051513671875,619.75,644.4500122070312,579.0,599.9500122070312,66128,2024-05-13
2024-05-20,637.0877075195312,643.0,659.0,623.8499755859375,625.4000244140625,89232,2024-05-20
2024-05-27,632.7777709960938,638.6500244140625,659.0,605.5,650.0,81091,2024-05-27
2024-06-03,641.1500244140625,647.0999755859375,665.8499755859375,549.4000244140625,655.0,135006,2024-06-03
2024-06-10,627.1796875,633.0,677.8499755859375,624.5,659.2000122070312,90931,2024-06-10
2024-06-17,632.6786499023438,638.5499877929688,655.0,599.1500244140625,633.0,459148,2024-06-17
2024-06-24,733.39404296875,740.2000122070312,792.75,636.25,648.1500244140625,3178088,2024-06-24
2024-07-01,743.8965454101562,750.7999877929688,824.3499755859375,706.2000122070312,755.0499877929688,3059604,2024-07-01
2024-07-08,726.3097534179688,733.0499877929688,767.5,709.9000244140625,767.5,429215,2024-07-08
2024-07-15,810.3795776367188,817.9000244140625,857.7999877929688,719.9500122070312,739.25,2481436,2024-07-15
2024-07-22,964.4993896484375,973.4500122070312,983.5999755859375,772.5499877929688,810.0,1940335,2024-07-22
2024-07-29,977.3798217773438,986.4500122070312,1049.050048828125,956.2999877929688,981.2000122070312,1632055,2024-07-29
2024-08-05,965.3910522460938,974.3499755859375,1004.9500122070312,840.0,962.0499877929688,1205583,2024-08-05
2024-08-12,967.8184814453125,976.7999877929688,998.9500122070312,885.5999755859375,960.3499755859375,646188,2024-08-12
2024-08-19,1035.2427978515625,1044.8499755859375,1078.5,968.0,984.5,914880,2024-08-19
2024-08-26,1018.3496704101562,1027.800048828125,1095.0,1005.9000244140625,1059.4000244140625,565735,2024-08-26
2024-09-02,940.4227905273438,949.1500244140625,1031.800048828125,942.0,1031.0,383396,2024-09-02
2024-09-09,952.5601196289062,961.4000244140625,988.0,921.2000122070312,956.0,238281,2024-09-09
2024-09-16,898.2144775390625,906.5499877929688,975.0,870.9500122070312,975.0,354707,2024-09-16
2024-09-23,858.7803955078125,866.75,907.0,858.0499877929688,901.0,233817,2024-09-23
2024-09-30,915.7022094726562,924.2000122070312,939.75,860.2000122070312,876.0,499798,2024-09-30
2024-10-07,967.6203002929688,976.5999755859375,999.0,862.9500122070312,921.0499877929688,608381,2024-10-07
2024-10-14,980.5504150390625,989.6500244140625,1024.0,953.4000244140625,983.9500122070312,580400,2024-10-14
2024-10-21,883.8972778320312,892.0999755859375,1014.7000122070312,872.0,1004.5,231879,2024-10-21
2024-10-28,959.297607421875,968.2000122070312,984.3499755859375,879.6500244140625,905.5,100422,2024-10-28
2024-11-04,1026.771484375,1036.300048828125,1110.949951171875,951.0499877929688,968.2000122070312,458098,2024-11-04
2024-11-11,992.4400634765625,1001.6500244140625,1034.0,944.3499755859375,1034.0,311731,2024-11-11
2024-11-18,1143.9342041015625,1154.550048828125,1195.0,987.0,1007.0999755859375,1148690,2024-11-18
2024-11-25,1199.2210693359375,1210.3499755859375,1250.0,1151.449951171875,1182.0,560162,2024-11-25
2024-12-02,1237.2254638671875,1243.4000244140625,1270.0,1180.3499755859375,1210.0,376420,2024-12-02
2024-12-09,1284.6885986328125,1291.0999755859375,1341.0,1241.949951171875,1260.0,470371,2024-12-09
2024-12-16,1304.8380126953125,1311.3499755859375,1363.0,1291.25,1296.0999755859375,349262,2024-12-16
2024-12-23,1401.555419921875,1408.550048828125,1453.0,1305.550048828125,1333.800048828125,730029,2024-12-23
2024-12-30,1511.058837890625,1518.5999755859375,1560.0,1398.199951171875,1410.550048828125,541673,2024-12-30
2025-01-06,1564.04443359375,1571.8499755859375,1619.199951171875,1505.800048828125,1519.800048828125,652245,2025-01-06
2025-01-13,1669.56787109375,1677.9000244140625,1717.0,1485.300048828125,1570.0,859760,2025-01-13
2025-01-20,1297.425048828125,1303.9000244140625,1671.300048828125,1286.050048828125,1666.050048828125,1041646,2025-01-20
2025-01-27,1337.4254150390625,1344.0999755859375,1440.0,1178.1500244140625,1289.0,477248,2025-01-27
2025-02-03,1445.3369140625,1452.550048828125,1488.4000244140625,1278.4000244140625,1330.0,538197,2025-02-03
2025-02-10,1415.1873779296875,1422.25,1497.8499755859375,1217.550048828125,1452.550048828125,1243482,2025-02-10
2025-02-17,1430.361572265625,1437.5,1480.0,1340.0,1400.050048828125,710632,2025-02-17
2025-02-24,1335.3856201171875,1342.050048828125,1434.0,1303.0,1434.0,857133,2025-02-24
2025-03-03,1484.043701171875,1491.449951171875,1519.0,1270.5,1327.0,609396,2025-03-03
2025-03-10,1359.0177001953125,1365.800048828125,1600.0,1342.550048828125,1494.75,640010,2025-03-10
2025-03-17,1281.1064453125,1287.5,1399.4000244140625,1261.1500244140625,1355.800048828125,478736,2025-03-17
2025-03-24,1311.7037353515625,1318.25,1399.9000244140625,1222.050048828125,1299.1500244140625,562334,2025-03-24
2025-03-31,1053.940185546875,1059.199951171875,1364.550048828125,1009.3499755859375,1318.25,1018062,2025-03-31
2025-04-07,1005.780517578125,1010.7999877929688,1066.3499755859375,875.0,875.0499877929688,796810,2025-04-07
2025-04-14,1136.3289794921875,1142.0,1184.9000244140625,1010.7999877929688,1010.7999877929688,330718,2025-04-14
2025-04-21,978.0191040039062,982.9000244140625,1151.9000244140625,957.5999755859375,1137.0,969491,2025-04-21
2025-04-28,937.919189453125,942.5999755859375,1021.0,935.1500244140625,988.0,275650,2025-04-28
2025-05-05,1057.4227294921875,1062.699951171875,1127.9000244140625,929.0499877929688,943.2999877929688,898321,2025-05-05
2025-05-12,1162.0506591796875,1167.8499755859375,1174.949951171875,1077.0,1135.949951171875,335853,2025-05-12
2025-05-19,1302.449951171875,1308.949951171875,1344.0,1154.0999755859375,1180.0,979024,2025-05-19
2025-05-26,1448.769775390625,1456.0,1475.0,1277.050048828125,1308.949951171875,749254,2025-05-26
2025-06-02,1394.4000244140625,1394.4000244140625,1443.199951171875,1351.0,1423.0,341762,2025-06-02
2025-06-09,1346.199951171875,1346.199951171875,1412.0,1294.0999755859375,1398.0,351254,2025-06-09
2025-06-16,1489.0999755859375,1489.0999755859375,1508.9000244140625,1322.9000244140625,1352.9000244140625,679450,2025-06-16
2025-06-23,1484.5,1484.5,1527.9000244140625,1431.199951171875,1462.300048828125,365605,2025-06-23
2025-06-30,1585.0999755859375,1585.0999755859375,1611.0,1470.300048828125,1480.0,483888,2025-06-30
2025-07-07,1510.0999755859375,1510.0999755859375,1590.0,1471.199951171875,1582.0999755859375,327567,2025-07-07
2025-07-14,1591.5,1591.5,1619.800048828125,1502.0,1525.199951171875,143250,2025-07-14
