Date,Adj Close_IGARASHI.NS,Close_IGARASHI.NS,High_IGARASHI.NS,Low_IGARASHI.NS,Open_IGARASHI.NS,Volume_IGARASHI.NS,Date
2021-11-08,508.2122802734375,510.04998779296875,566.0,509.0,537.7999877929688,465812,2021-11-08
2021-11-15,483.50164794921875,485.25,532.0,481.70001220703125,512.0,445661,2021-11-15
2021-11-22,472.7405700683594,474.45001220703125,517.0,464.6499938964844,475.8999938964844,552176,2021-11-22
2021-11-29,516.7813720703125,518.6500244140625,527.0,460.0,485.0,661442,2021-11-29
2021-12-06,527.79150390625,529.7000122070312,548.5,489.8999938964844,510.5,323659,2021-12-06
2021-12-13,495.1595153808594,496.95001220703125,543.0499877929688,495.1000061035156,530.2000122070312,293578,2021-12-13
2021-12-20,480.8114013671875,482.54998779296875,502.8500061035156,471.0,487.54998779296875,457763,2021-12-20
2021-12-27,481.259765625,483.0,495.5,476.5,480.0,190805,2021-12-27
2022-01-03,519.2723388671875,521.1500244140625,535.0,485.04998779296875,485.04998779296875,483084,2022-01-03
2022-01-10,512.0982666015625,513.9500122070312,542.8499755859375,512.0,523.7999877929688,404082,2022-01-10
2022-01-17,461.3816223144531,463.04998779296875,521.7000122070312,455.1000061035156,521.7000122070312,552771,2022-01-17
2022-01-24,448.328857421875,449.95001220703125,470.1499938964844,423.0,462.1000061035156,294065,2022-01-24
2022-01-31,451.9158630371094,453.54998779296875,477.70001220703125,445.1499938964844,455.1000061035156,458169,2022-01-31
2022-02-07,395.3703308105469,396.79998779296875,454.8999938964844,392.6499938964844,451.1499938964844,394489,2022-02-07
2022-02-14,375.64166259765625,377.0,400.0,375.25,388.8999938964844,199473,2022-02-14
2022-02-21,360.7455139160156,362.04998779296875,384.0,343.25,375.0,298668,2022-02-21
2022-02-28,348.09130859375,349.3500061035156,373.0,347.6499938964844,355.0,189931,2022-02-28
2022-03-07,365.52825927734375,366.8500061035156,376.95001220703125,325.1499938964844,337.0,252211,2022-03-07
2022-03-14,362.3896179199219,363.70001220703125,376.04998779296875,345.0,368.6499938964844,341852,2022-03-14
2022-03-21,352.5750732421875,353.8500061035156,375.0,350.95001220703125,363.70001220703125,353319,2022-03-21
2022-03-28,368.4178161621094,369.75,372.04998779296875,341.8999938964844,351.1000061035156,326802,2022-03-28
2022-04-04,393.9753723144531,395.3999938964844,441.1000061035156,372.0,372.0,579487,2022-04-04
2022-04-11,386.80133056640625,388.20001220703125,414.79998779296875,385.1000061035156,395.3999938964844,226575,2022-04-11
2022-04-18,361.7419128417969,363.04998779296875,386.95001220703125,349.5,383.0,283320,2022-04-18
2022-04-25,355.46466064453125,356.75,374.29998779296875,353.0,360.0,193513,2022-04-25
2022-05-02,338.6753234863281,339.8999938964844,368.95001220703125,333.1000061035156,351.0,166843,2022-05-02
2022-05-09,307.8368835449219,308.95001220703125,339.8999938964844,287.1499938964844,339.0,230984,2022-05-09
2022-05-16,298.4208984375,299.5,328.70001220703125,293.3500061035156,308.95001220703125,252178,2022-05-16
2022-05-23,287.5103454589844,288.54998779296875,308.0,268.1499938964844,304.70001220703125,174909,2022-05-23
2022-05-30,290.0511779785156,291.1000061035156,304.0,290.0,290.0,135252,2022-05-30
2022-06-06,288.2078552246094,289.25,299.70001220703125,284.1000061035156,291.0,64553,2022-06-06
2022-06-13,268.7283020019531,269.70001220703125,293.0,252.6999969482422,288.0,144163,2022-06-13
2022-06-20,278.9911804199219,280.0,285.54998779296875,249.5,270.0,252724,2022-06-20
2022-06-27,275.20489501953125,276.20001220703125,297.0,270.1000061035156,284.20001220703125,389701,2022-06-27
2022-07-04,286.1652526855469,287.20001220703125,292.0,275.25,276.0,329106,2022-07-04
2022-07-11,281.2828674316406,282.29998779296875,293.29998779296875,280.0,287.5,234154,2022-07-11
2022-07-18,350.6321105957031,351.8999938964844,361.0,282.54998779296875,283.75,1538658,2022-07-18
2022-07-25,335.985107421875,337.20001220703125,358.0,332.8500061035156,352.75,224796,2022-07-25
2022-08-01,346.6963806152344,347.95001220703125,361.6000061035156,338.0,338.5,369903,2022-08-01
2022-08-08,328.4622802734375,329.6499938964844,357.8999938964844,320.95001220703125,349.70001220703125,449168,2022-08-08
2022-08-15,326.27020263671875,327.45001220703125,334.3999938964844,323.45001220703125,329.6499938964844,505292,2022-08-15
2022-08-22,312.0715637207031,313.20001220703125,328.5,304.29998779296875,328.5,357336,2022-08-22
2022-08-29,364.3824157714844,365.70001220703125,398.70001220703125,305.95001220703125,307.5,2042673,2022-08-29
2022-09-05,468.3066101074219,470.0,488.0,356.29998779296875,367.70001220703125,3937196,2022-09-05
2022-09-12,428.99871826171875,430.54998779296875,475.95001220703125,425.0,470.0,508443,2022-09-12
2022-09-19,424.6145935058594,426.1499938964844,463.95001220703125,413.6000061035156,430.25,389848,2022-09-19
2022-09-26,426.70703125,428.25,447.3500061035156,400.8500061035156,416.0,416158,2022-09-26
2022-10-03,440.2082214355469,441.79998779296875,459.75,413.1000061035156,428.25,287557,2022-10-03
2022-10-10,416.0455627441406,417.54998779296875,435.79998779296875,402.0,430.0,256847,2022-10-10
2022-10-17,397.114013671875,398.54998779296875,426.5,395.0,418.79998779296875,160459,2022-10-17
2022-10-24,408.1740417480469,409.6499938964844,419.79998779296875,401.04998779296875,407.5,84526,2022-10-24
2022-10-31,397.5126037597656,398.95001220703125,424.8999938964844,397.6000061035156,410.3999938964844,186396,2022-10-31
2022-11-07,415.8463134765625,417.3500061035156,442.5,397.0,402.8500061035156,635302,2022-11-07
2022-11-14,420.2304382324219,421.75,457.0,409.75,417.5,471943,2022-11-14
2022-11-21,460.33544921875,462.0,465.20001220703125,419.25,423.95001220703125,309004,2022-11-21
2022-11-28,449.42486572265625,451.04998779296875,480.3999938964844,450.54998779296875,465.0,254160,2022-11-28
2022-12-05,436.7207946777344,438.29998779296875,462.0,435.54998779296875,457.79998779296875,163530,2022-12-05
2022-12-12,406.38055419921875,407.8500061035156,440.45001220703125,402.6499938964844,434.95001220703125,181881,2022-12-12
2022-12-19,385.8547668457031,387.25,420.0,378.0,406.79998779296875,157916,2022-12-19
2022-12-26,402.5942077636719,404.04998779296875,417.0,383.6499938964844,388.8999938964844,113508,2022-12-26
2023-01-02,404.6368408203125,406.1000061035156,422.95001220703125,402.0,410.1000061035156,156484,2023-01-02
2023-01-09,406.629638671875,408.1000061035156,417.0,396.8999938964844,407.1000061035156,79824,2023-01-09
2023-01-16,403.24188232421875,404.70001220703125,414.95001220703125,403.5,414.20001220703125,62892,2023-01-16
2023-01-23,402.4945983886719,403.95001220703125,415.0,396.0,405.0,61171,2023-01-23
2023-01-30,406.5798034667969,408.04998779296875,442.3500061035156,399.04998779296875,404.04998779296875,128632,2023-01-30
2023-02-06,399.70465087890625,401.1499938964844,413.8500061035156,400.0,408.8500061035156,54591,2023-02-06
2023-02-13,399.8541259765625,401.29998779296875,437.29998779296875,397.25,401.1499938964844,317167,2023-02-13
2023-02-20,349.3367919921875,350.6000061035156,402.8999938964844,338.0,400.8500061035156,494541,2023-02-20
2023-02-27,359.4502258300781,360.75,369.70001220703125,340.0,347.1000061035156,139478,2023-02-27
2023-03-06,378.87994384765625,380.25,382.95001220703125,358.54998779296875,363.45001220703125,68515,2023-03-06
2023-03-13,353.0234680175781,354.29998779296875,384.95001220703125,347.0,381.0,227602,2023-03-13
2023-03-20,351.6285095214844,352.8999938964844,362.25,342.0,355.29998779296875,193990,2023-03-20
2023-03-27,346.8458251953125,348.1000061035156,357.45001220703125,329.79998779296875,352.8999938964844,299252,2023-03-27
2023-04-03,370.0120544433594,371.3500061035156,382.1499938964844,351.0,355.0,115764,2023-04-03
2023-04-10,378.2322998046875,379.6000061035156,393.29998779296875,373.0,373.0,84144,2023-04-10
2023-04-17,355.06610107421875,356.3500061035156,383.8500061035156,353.3500061035156,379.54998779296875,235312,2023-04-17
2023-04-24,366.8733825683594,368.20001220703125,371.95001220703125,357.3500061035156,357.75,96785,2023-04-24
2023-05-01,377.9333801269531,379.29998779296875,388.45001220703125,368.20001220703125,368.20001220703125,118783,2023-05-01
2023-05-08,413.60443115234375,415.1000061035156,438.3999938964844,378.45001220703125,380.79998779296875,1904871,2023-05-08
2023-05-15,419.3835144042969,420.8999938964844,431.0,407.6499938964844,415.8999938964844,391543,2023-05-15
2023-05-22,431.4897155761719,433.04998779296875,456.8999938964844,414.54998779296875,422.0,540561,2023-05-22
2023-05-29,459.83721923828125,461.5,469.70001220703125,426.3500061035156,438.0,468174,2023-05-29
2023-06-05,481.3095703125,483.04998779296875,511.5,461.0,467.29998779296875,1409094,2023-06-05
2023-06-12,486.09228515625,487.8500061035156,498.0,477.1499938964844,483.70001220703125,346218,2023-06-12
2023-06-19,495.3089599609375,497.1000061035156,523.7999877929688,488.20001220703125,490.0,821616,2023-06-19
2023-06-26,483.9998779296875,485.75,504.79998779296875,482.6000061035156,496.0,224785,2023-06-26
2023-07-03,473.7369689941406,475.45001220703125,488.95001220703125,470.1000061035156,484.75,202247,2023-07-03
2023-07-10,465.76580810546875,467.45001220703125,480.8500061035156,453.79998779296875,478.95001220703125,206811,2023-07-10
2023-07-17,475.03228759765625,476.75,504.0,474.1000061035156,481.0,642010,2023-07-17
2023-07-24,516.8311157226562,518.7000122070312,541.7000122070312,471.1000061035156,471.1000061035156,1791307,2023-07-24
2023-07-31,559.5267333984375,561.5499877929688,576.1500244140625,517.5,520.0,1052201,2023-07-31
2023-08-07,535.3500366210938,536.25,585.0,525.0,562.0,1080347,2023-08-07
2023-08-14,506.2988586425781,507.1499938964844,537.4500122070312,501.1000061035156,537.0,301927,2023-08-14
2023-08-21,556.7640380859375,557.7000122070312,573.8499755859375,506.0,509.45001220703125,477966,2023-08-21
2023-08-28,583.0697631835938,584.0499877929688,617.9500122070312,549.5499877929688,559.0,1222918,2023-08-28
2023-09-04,654.9988403320312,656.0999755859375,687.7000122070312,579.6500244140625,583.7000122070312,2240090,2023-09-04
2023-09-11,619.508544921875,620.5499877929688,678.9500122070312,586.0499877929688,661.0,546000,2023-09-11
2023-09-18,611.1226806640625,612.1500244140625,629.0,595.0,620.2999877929688,312372,2023-09-18
2023-09-25,616.0643310546875,617.0999755859375,638.7999877929688,605.8499755859375,613.0,278926,2023-09-25
2023-10-02,618.8096923828125,619.8499755859375,635.9000244140625,612.0,617.0999755859375,243022,2023-10-02
2023-10-09,612.8197631835938,613.8499755859375,649.8499755859375,594.0499877929688,617.6500244140625,233892,2023-10-09
2023-10-16,622.5034790039062,623.5499877929688,692.5,609.75,610.0499877929688,1133046,2023-10-16
2023-10-23,595.6985473632812,596.7000122070312,630.0,570.4000244140625,626.7000122070312,277856,2023-10-23
2023-10-30,582.8201904296875,583.7999877929688,615.9500122070312,574.9500122070312,586.0,202354,2023-10-30
2023-11-06,580.6239013671875,581.5999755859375,624.7999877929688,573.8499755859375,585.9500122070312,300354,2023-11-06
2023-11-13,545.6326904296875,546.5499877929688,580.0,519.2000122070312,579.5,530190,2023-11-13
2023-11-20,514.934326171875,515.7999877929688,553.5,508.45001220703125,545.0499877929688,313641,2023-11-20
2023-11-27,543.4863891601562,544.4000244140625,566.4500122070312,514.9500122070312,515.7999877929688,815014,2023-11-27
2023-12-04,526.3152465820312,527.2000122070312,556.9500122070312,521.25,553.0,306311,2023-12-04
2023-12-11,524.5182495117188,525.4000244140625,540.0,515.0499877929688,538.7000122070312,234848,2023-12-11
2023-12-18,515.7329711914062,516.5999755859375,538.9000244140625,498.0,526.0,271715,2023-12-18
2023-12-25,518.0291748046875,518.9000244140625,544.9000244140625,505.20001220703125,516.5999755859375,316592,2023-12-25
2024-01-01,553.219970703125,554.1500244140625,568.0,515.5499877929688,521.7000122070312,801146,2024-01-01
2024-01-08,556.7640380859375,557.7000122070312,569.7000122070312,538.5,554.2000122070312,509313,2024-01-08
2024-01-15,515.6331787109375,516.5,559.2000122070312,508.0,557.7000122070312,324793,2024-01-15
2024-01-22,542.937255859375,543.8499755859375,549.0,512.8499755859375,516.5,188841,2024-01-22
2024-01-29,545.0337524414062,545.9500122070312,576.0499877929688,526.0,547.7000122070312,438126,2024-01-29
2024-02-05,518.6780395507812,519.5499877929688,574.0,512.0499877929688,545.9500122070312,490491,2024-02-05
2024-02-12,489.47711181640625,490.29998779296875,519.5,460.1499938964844,512.0999755859375,384664,2024-02-12
2024-02-19,499.5601806640625,500.3999938964844,526.0,479.0,493.3999938964844,597387,2024-02-19
2024-02-26,482.0396423339844,482.8500061035156,510.1000061035156,465.79998779296875,495.0,404691,2024-02-26
2024-03-04,465.3177490234375,466.1000061035156,490.8999938964844,453.6000061035156,488.04998779296875,189489,2024-03-04
2024-03-11,424.68603515625,425.3999938964844,469.75,402.0,466.1000061035156,411886,2024-03-11
2024-03-18,425.2850341796875,426.0,435.0,405.29998779296875,426.95001220703125,360257,2024-03-18
2024-03-25,409.61138916015625,410.29998779296875,429.29998779296875,407.25,426.0,339863,2024-03-25
2024-04-01,464.7686462402344,465.54998779296875,469.1499938964844,413.8999938964844,413.8999938964844,249484,2024-04-01
2024-04-08,449.8936767578125,450.6499938964844,469.0,442.25,465.54998779296875,189220,2024-04-08
2024-04-15,471.95660400390625,472.75,494.5,431.8500061035156,449.0,492547,2024-04-15
2024-04-22,539.8923950195312,540.7999877929688,547.0,474.29998779296875,479.95001220703125,1024547,2024-04-22
2024-04-29,522.371826171875,523.25,574.8499755859375,517.0,544.7000122070312,524623,2024-04-29
2024-05-06,501.9561462402344,502.79998779296875,529.0,487.0,529.0,310866,2024-05-06
2024-05-13,525.9158935546875,526.7999877929688,536.5999755859375,485.79998779296875,502.04998779296875,221850,2024-05-13
2024-05-20,500.8080749511719,501.6499938964844,529.4500122070312,490.25,523.5499877929688,276556,2024-05-20
2024-05-27,461.42431640625,462.20001220703125,505.6499938964844,460.1000061035156,497.0,266507,2024-05-27
2024-06-03,482.6386413574219,483.45001220703125,485.75,410.0,470.0,303524,2024-06-03
2024-06-10,519.975830078125,520.8499755859375,528.0,483.3500061035156,483.54998779296875,333811,2024-06-10
2024-06-17,519.4267578125,520.2999877929688,557.0999755859375,511.54998779296875,520.8499755859375,371127,2024-06-17
2024-06-24,483.6868591308594,484.5,525.9000244140625,478.1000061035156,520.2999877929688,308429,2024-06-24
2024-07-01,509.4934997558594,510.3500061035156,515.0,479.6000061035156,488.75,432572,2024-07-01
2024-07-08,511.0408630371094,511.8999938964844,517.1500244140625,492.29998779296875,515.7999877929688,451199,2024-07-08
2024-07-15,497.6633605957031,498.5,533.9500122070312,493.1499938964844,514.9000244140625,338800,2024-07-15
2024-07-22,535.1503295898438,536.0499877929688,547.0,490.0,496.0,602077,2024-07-22
2024-07-29,600.9896850585938,602.0,630.0,536.0,543.2000122070312,2598275,2024-07-29
2024-08-05,652.0999755859375,652.0999755859375,675.0,554.0,579.0999755859375,3110327,2024-08-05
2024-08-12,639.9500122070312,639.9500122070312,684.7000122070312,614.0999755859375,657.4000244140625,1348907,2024-08-12
2024-08-19,704.7999877929688,704.7999877929688,713.0,639.1500244140625,648.0,1742826,2024-08-19
2024-08-26,711.3499755859375,711.3499755859375,792.1500244140625,709.0499877929688,719.0,2296109,2024-08-26
2024-09-02,702.2999877929688,702.2999877929688,736.0,695.9500122070312,715.9000244140625,497379,2024-09-02
2024-09-09,712.7999877929688,712.7999877929688,722.7999877929688,681.7999877929688,702.2999877929688,306006,2024-09-09
2024-09-16,662.2000122070312,662.2000122070312,726.0999755859375,647.0,713.9000244140625,356455,2024-09-16
2024-09-23,633.5999755859375,633.5999755859375,691.2000122070312,624.0499877929688,669.7999877929688,397075,2024-09-23
2024-09-30,642.6500244140625,642.6500244140625,664.4500122070312,624.0,632.0,206015,2024-09-30
2024-10-07,638.3499755859375,638.3499755859375,650.0,595.0,642.6500244140625,255862,2024-10-07
2024-10-14,706.8499755859375,706.8499755859375,726.2999877929688,624.0,642.0,1419052,2024-10-14
2024-10-21,668.9000244140625,668.9000244140625,725.0,653.9500122070312,714.9000244140625,466560,2024-10-21
2024-10-28,739.0499877929688,739.0499877929688,765.0,660.9500122070312,668.9500122070312,1074586,2024-10-28
2024-11-04,753.75,753.75,817.0,702.2999877929688,739.0,1173454,2024-11-04
2024-11-11,715.3499755859375,715.3499755859375,758.0,673.9500122070312,753.75,501149,2024-11-11
2024-11-18,730.3499755859375,730.3499755859375,773.7000122070312,692.0,698.0,340692,2024-11-18
2024-11-25,768.9500122070312,768.9500122070312,807.4500122070312,720.75,740.0,465197,2024-11-25
2024-12-02,812.2999877929688,812.2999877929688,848.9500122070312,750.0,769.0,891530,2024-12-02
2024-12-09,763.2999877929688,763.2999877929688,835.0,737.0499877929688,812.2999877929688,410864,2024-12-09
2024-12-16,707.2999877929688,707.2999877929688,797.7000122070312,705.0999755859375,763.2999877929688,391693,2024-12-16
2024-12-23,704.7000122070312,704.7000122070312,735.0,691.4000244140625,713.9000244140625,161768,2024-12-23
2024-12-30,727.25,727.25,765.0,700.0,704.0,159035,2024-12-30
2025-01-06,674.7999877929688,674.7999877929688,732.0,657.6500244140625,727.25,196533,2025-01-06
2025-01-13,667.4500122070312,667.4500122070312,684.0,625.0,663.0,159655,2025-01-13
2025-01-20,626.9000244140625,626.9000244140625,682.3499755859375,618.4500122070312,674.0,132233,2025-01-20
2025-01-27,667.7000122070312,667.7000122070312,677.0,580.0,622.2999877929688,257525,2025-01-27
2025-02-03,670.4500122070312,670.4500122070312,689.75,640.0,640.0,87206,2025-02-03
2025-02-10,532.5499877929688,532.5499877929688,685.0499877929688,513.0,670.4500122070312,393577,2025-02-10
2025-02-17,606.4500122070312,606.4500122070312,612.9500122070312,491.0,512.0,336676,2025-02-17
2025-02-24,524.4000244140625,524.4000244140625,597.7000122070312,520.0,591.9500122070312,87466,2025-02-24
2025-03-03,546.9000244140625,546.9000244140625,559.6500244140625,488.0,529.0,164073,2025-03-03
2025-03-10,503.6499938964844,503.6499938964844,564.0,501.0,554.5,156564,2025-03-10
2025-03-17,523.2999877929688,523.2999877929688,534.7999877929688,486.0,498.8999938964844,158864,2025-03-17
2025-03-24,494.75,494.75,537.9500122070312,491.1000061035156,528.1500244140625,363664,2025-03-24
2025-03-31,438.0,438.0,508.6499938964844,429.04998779296875,494.75,362092,2025-03-31
2025-04-07,447.45001220703125,447.45001220703125,458.79998779296875,401.04998779296875,408.0,263287,2025-04-07
2025-04-14,472.45001220703125,472.45001220703125,488.0,447.45001220703125,447.45001220703125,123341,2025-04-14
2025-04-21,464.75,464.75,506.25,460.3500061035156,474.79998779296875,237657,2025-04-21
2025-04-28,462.54998779296875,462.54998779296875,478.6499938964844,439.25,469.8500061035156,136499,2025-04-28
2025-05-05,440.75,440.75,469.45001220703125,427.54998779296875,459.1000061035156,112155,2025-05-05
2025-05-12,511.3500061035156,511.3500061035156,522.7000122070312,445.6000061035156,445.6000061035156,190113,2025-05-12
2025-05-19,479.75,479.75,530.9000244140625,473.0,512.5499877929688,293789,2025-05-19
2025-05-26,482.54998779296875,482.54998779296875,489.20001220703125,466.6000061035156,484.1000061035156,192318,2025-05-26
2025-06-02,497.45001220703125,497.45001220703125,501.0,475.1000061035156,480.0,130286,2025-06-02
2025-06-09,495.1499938964844,495.1499938964844,515.75,476.0,500.1000061035156,309833,2025-06-09
2025-06-16,462.54998779296875,462.54998779296875,496.6499938964844,456.54998779296875,493.45001220703125,135666,2025-06-16
2025-06-23,483.29998779296875,483.29998779296875,494.70001220703125,457.79998779296875,465.0,138070,2025-06-23
2025-06-30,538.9500122070312,538.9500122070312,549.5,479.0,479.0,1080873,2025-06-30
2025-07-07,509.29998779296875,509.29998779296875,562.0,506.54998779296875,539.0,283224,2025-07-07
2025-07-14,595.75,595.75,604.2999877929688,513.5499877929688,519.9500122070312,786822,2025-07-14
