Date,Adj Close_BLUECOAST.NS,Close_BLUECOAST.NS,High_BLUECOAST.NS,Low_BLUECOAST.NS,Open_BLUECOAST.NS,Volume_BLUECOAST.NS,Date
2020-12-21,5.199999809265137,5.199999809265137,5.199999809265137,5.199999809265137,5.199999809265137,0,2020-12-21
2020-12-28,4.949999809265137,4.949999809265137,5.400000095367432,4.949999809265137,5.400000095367432,5080,2020-12-28
2021-01-04,4.949999809265137,4.949999809265137,4.949999809265137,4.949999809265137,4.949999809265137,0,2021-01-04
2021-01-11,4.599999904632568,4.599999904632568,4.949999809265137,4.599999904632568,4.949999809265137,128,2021-01-11
2021-01-18,4.400000095367432,4.400000095367432,4.599999904632568,4.349999904632568,4.599999904632568,740,2021-01-18
2021-01-25,4.199999809265137,4.199999809265137,4.400000095367432,4.199999809265137,4.400000095367432,6,2021-01-25
2021-02-01,3.700000047683716,3.700000047683716,4.199999809265137,3.700000047683716,4.199999809265137,598,2021-02-01
2021-02-08,4.5,4.5,4.5,3.549999952316284,3.8499999046325684,16077,2021-02-08
2021-02-15,5.25,5.25,5.25,4.300000190734863,4.5,20254,2021-02-15
2021-02-22,5.849999904632568,5.849999904632568,6.099999904632568,5.050000190734863,5.5,21140,2021-02-22
2021-03-01,5.75,5.75,5.75,5.75,5.75,108,2021-03-01
2021-03-08,5.75,5.75,5.75,5.75,5.75,10,2021-03-08
2021-03-15,5.75,5.75,5.75,5.75,5.75,11,2021-03-15
2021-03-22,5.75,5.75,5.75,5.75,5.75,0,2021-03-22
2021-03-29,5.75,5.75,5.75,5.75,5.75,0,2021-03-29
2021-04-05,5.75,5.75,5.75,5.75,5.75,0,2021-04-05
2021-04-12,5.75,5.75,5.75,5.75,5.75,0,2021-04-12
2021-04-19,5.75,5.75,5.75,5.75,5.75,0,2021-04-19
2021-04-26,5.75,5.75,5.75,5.75,5.75,0,2021-04-26
2021-05-03,6.0,6.0,6.0,5.75,5.75,500,2021-05-03
2021-05-10,6.0,6.0,6.0,6.0,6.0,0,2021-05-10
2021-05-17,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,101,2021-05-17
2021-05-24,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,0,2021-05-24
2021-05-31,5.650000095367432,5.650000095367432,5.650000095367432,5.650000095367432,5.650000095367432,10,2021-05-31
2021-06-07,5.400000095367432,5.400000095367432,5.400000095367432,5.400000095367432,5.400000095367432,88,2021-06-07
2021-06-14,5.150000095367432,5.150000095367432,5.400000095367432,5.150000095367432,5.400000095367432,150,2021-06-14
2021-06-21,4.949999809265137,4.949999809265137,5.0,4.949999809265137,5.0,150,2021-06-21
2021-06-28,4.75,4.75,4.949999809265137,4.75,4.949999809265137,77,2021-06-28
2021-07-05,4.550000190734863,4.550000190734863,4.75,4.550000190734863,4.75,2210,2021-07-05
2021-07-12,5.400000095367432,5.400000095367432,5.400000095367432,4.75,4.75,5336,2021-07-12
2021-07-19,6.150000095367432,6.150000095367432,6.150000095367432,5.650000095367432,5.650000095367432,1916,2021-07-19
2021-07-26,6.75,6.75,6.75,6.150000095367432,6.150000095367432,583,2021-07-26
2021-08-02,6.449999809265137,6.449999809265137,6.449999809265137,6.449999809265137,6.449999809265137,2438,2021-08-02
2021-08-09,6.150000095367432,6.150000095367432,6.449999809265137,6.150000095367432,6.449999809265137,1027,2021-08-09
2021-08-16,6.150000095367432,6.150000095367432,6.150000095367432,6.150000095367432,6.150000095367432,0,2021-08-16
2021-08-23,6.150000095367432,6.150000095367432,6.150000095367432,6.150000095367432,6.150000095367432,0,2021-08-23
2021-08-30,6.150000095367432,6.150000095367432,6.150000095367432,6.150000095367432,6.150000095367432,1,2021-08-30
2021-09-06,6.150000095367432,6.150000095367432,6.150000095367432,6.150000095367432,6.150000095367432,0,2021-09-06
2021-09-13,6.150000095367432,6.150000095367432,6.150000095367432,6.150000095367432,6.150000095367432,0,2021-09-13
2021-09-20,6.449999809265137,6.449999809265137,6.449999809265137,6.150000095367432,6.150000095367432,2013,2021-09-20
2021-09-27,6.449999809265137,6.449999809265137,6.449999809265137,6.449999809265137,6.449999809265137,0,2021-09-27
2021-10-04,6.150000095367432,6.150000095367432,6.150000095367432,6.150000095367432,6.150000095367432,105,2021-10-04
2021-10-11,5.900000095367432,5.900000095367432,6.0,5.5,6.0,3991,2021-10-11
2021-10-18,5.400000095367432,5.400000095367432,6.150000095367432,5.349999904632568,6.150000095367432,3456,2021-10-18
2021-10-25,5.900000095367432,5.900000095367432,5.900000095367432,5.650000095367432,5.650000095367432,1110,2021-10-25
2021-11-01,5.650000095367432,5.650000095367432,5.900000095367432,5.650000095367432,5.900000095367432,616,2021-11-01
2021-11-08,5.650000095367432,5.650000095367432,5.900000095367432,5.650000095367432,5.650000095367432,1045,2021-11-08
2021-11-15,6.150000095367432,6.150000095367432,6.150000095367432,5.650000095367432,5.650000095367432,5529,2021-11-15
2021-11-22,7.300000190734863,7.300000190734863,7.300000190734863,6.449999809265137,6.449999809265137,26509,2021-11-22
2021-11-29,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0,2021-11-29
2021-12-06,6.949999809265137,6.949999809265137,7.300000190734863,6.949999809265137,7.300000190734863,205,2021-12-06
2021-12-13,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,1000,2021-12-13
2021-12-20,6.900000095367432,6.900000095367432,6.900000095367432,6.900000095367432,6.900000095367432,322,2021-12-20
2021-12-27,6.900000095367432,6.900000095367432,6.900000095367432,6.900000095367432,6.900000095367432,0,2021-12-27
2022-01-03,6.650000095367432,6.650000095367432,6.900000095367432,6.650000095367432,6.900000095367432,200,2022-01-03
2022-01-10,6.650000095367432,6.650000095367432,6.650000095367432,6.650000095367432,6.650000095367432,0,2022-01-10
2022-01-17,6.5,6.5,6.5,6.5,6.5,50,2022-01-17
2022-01-24,6.5,6.5,6.5,6.5,6.5,0,2022-01-24
2022-01-31,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,9,2022-01-31
2022-02-07,6.050000190734863,6.050000190734863,6.050000190734863,6.050000190734863,6.050000190734863,1,2022-02-07
2022-02-14,6.050000190734863,6.050000190734863,6.050000190734863,6.050000190734863,6.050000190734863,0,2022-02-14
2022-02-21,6.050000190734863,6.050000190734863,6.050000190734863,6.050000190734863,6.050000190734863,0,2022-02-21
2022-02-28,5.5,5.5,6.050000190734863,5.5,6.050000190734863,1000,2022-02-28
2022-03-07,4.75,4.75,5.400000095367432,4.75,5.400000095367432,1504,2022-03-07
2022-03-14,4.900000095367432,4.900000095367432,4.949999809265137,4.550000190734863,4.75,2177,2022-03-14
2022-03-21,6.099999904632568,6.099999904632568,6.099999904632568,5.099999904632568,5.099999904632568,5570,2022-03-21
2022-03-28,7.199999809265137,7.199999809265137,7.199999809265137,6.400000095367432,6.400000095367432,5057,2022-03-28
2022-04-04,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,1000,2022-04-04
2022-04-11,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,719,2022-04-11
2022-04-18,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-04-18
2022-04-25,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,2029,2022-04-25
2022-05-02,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,1324,2022-05-02
2022-05-09,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,350,2022-05-09
2022-05-16,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-05-16
2022-05-23,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,1,2022-05-23
2022-05-30,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-05-30
2022-06-06,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-06-06
2022-06-13,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-06-13
2022-06-20,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,99,2022-06-20
2022-06-27,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-06-27
2022-07-04,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-07-04
2022-07-11,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-07-11
2022-07-18,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-07-18
2022-07-25,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-07-25
2022-08-01,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-08-01
2022-08-08,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-08-08
2022-08-15,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-08-15
2022-08-22,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-08-22
2022-08-29,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2022-08-29
2022-09-05,6.550000190734863,6.550000190734863,6.550000190734863,6.550000190734863,6.550000190734863,51,2022-09-05
2022-09-12,6.0,6.0,6.550000190734863,6.0,6.550000190734863,3481,2022-09-12
2022-09-19,6.099999904632568,6.099999904632568,6.099999904632568,6.0,6.0,2586,2022-09-19
2022-09-26,5.800000190734863,5.800000190734863,5.800000190734863,5.550000190734863,5.800000190734863,401,2022-09-26
2022-10-03,6.800000190734863,6.800000190734863,6.800000190734863,6.050000190734863,6.050000190734863,4354,2022-10-03
2022-10-10,7.099999904632568,7.099999904632568,7.099999904632568,7.099999904632568,7.099999904632568,5527,2022-10-10
2022-10-17,6.75,6.75,6.75,6.75,6.75,2,2022-10-17
2022-10-24,7.0,7.0,7.0,7.0,7.0,1,2022-10-24
2022-10-31,7.0,7.0,7.0,7.0,7.0,0,2022-10-31
2022-11-07,7.0,7.0,7.0,7.0,7.0,0,2022-11-07
2022-11-14,7.0,7.0,7.0,7.0,7.0,0,2022-11-14
2022-11-21,7.0,7.0,7.0,7.0,7.0,0,2022-11-21
2022-11-28,7.0,7.0,7.0,7.0,7.0,0,2022-11-28
2022-12-05,7.0,7.0,7.0,7.0,7.0,0,2022-12-05
2022-12-12,7.0,7.0,7.0,7.0,7.0,0,2022-12-12
2022-12-19,7.0,7.0,7.0,7.0,7.0,0,2022-12-19
2022-12-26,7.0,7.0,7.0,7.0,7.0,0,2022-12-26
2023-01-02,7.300000190734863,7.300000190734863,7.300000190734863,6.949999809265137,6.949999809265137,501,2023-01-02
2023-01-09,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0,2023-01-09
2023-01-16,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0,2023-01-16
2023-01-23,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0,2023-01-23
2023-01-30,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0,2023-01-30
2023-02-06,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0,2023-02-06
2023-02-13,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0,2023-02-13
2023-02-20,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0,2023-02-20
2023-02-27,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,1501,2023-02-27
2023-03-06,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,15,2023-03-06
2023-03-13,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,0,2023-03-13
2023-03-20,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,0,2023-03-20
2023-03-27,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,0,2023-03-27
2023-04-03,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,0,2023-04-03
2023-04-10,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,0,2023-04-10
2023-04-17,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,0,2023-04-17
2023-04-24,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,0,2023-04-24
2023-05-01,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,0,2023-05-01
2023-05-08,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,0,2023-05-08
2023-05-15,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,0,2023-05-15
2023-05-22,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,0,2023-05-22
2023-05-29,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,6.599999904632568,0,2023-05-29
2023-06-05,6.0,6.0,6.599999904632568,6.0,6.599999904632568,2,2023-06-05
2023-06-12,6.5,6.5,6.5,5.599999904632568,6.0,30180,2023-06-12
2023-06-19,6.900000095367432,6.900000095367432,6.900000095367432,5.949999809265137,6.650000095367432,12574,2023-06-19
2023-06-26,6.849999904632568,6.849999904632568,7.550000190734863,6.849999904632568,7.199999809265137,3150,2023-06-26
2023-07-03,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2023-07-03
2023-07-10,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,6.849999904632568,0,2023-07-10
2023-07-17,6.5,6.5,6.5,6.5,6.5,11,2023-07-17
2023-07-24,6.5,6.5,6.5,6.5,6.5,0,2023-07-24
2023-07-31,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,360,2023-07-31
2023-08-07,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,0,2023-08-07
2023-08-14,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,0,2023-08-14
2023-08-21,5.800000190734863,5.800000190734863,5.900000095367432,5.599999904632568,5.900000095367432,259,2023-08-21
2023-08-28,5.75,5.75,5.800000190734863,5.75,5.800000190734863,45,2023-08-28
2023-09-04,5.75,5.75,5.75,5.75,5.75,0,2023-09-04
2023-09-11,5.699999809265137,5.699999809265137,5.75,5.5,5.75,108,2023-09-11
2023-09-18,5.699999809265137,5.699999809265137,5.699999809265137,5.699999809265137,5.699999809265137,300,2023-09-18
2023-09-25,5.699999809265137,5.699999809265137,5.699999809265137,5.699999809265137,5.699999809265137,50,2023-09-25
2023-10-02,5.650000095367432,5.650000095367432,5.699999809265137,5.650000095367432,5.699999809265137,100,2023-10-02
2023-10-09,6.400000095367432,6.400000095367432,6.400000095367432,5.400000095367432,5.900000095367432,11262,2023-10-09
2023-10-16,7.699999809265137,7.699999809265137,7.699999809265137,6.400000095367432,6.400000095367432,7707,2023-10-16
2023-10-23,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2023-10-23
2023-10-30,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,0,2023-10-30
2023-11-06,7.349999904632568,7.349999904632568,7.349999904632568,7.349999904632568,7.349999904632568,1050,2023-11-06
2023-11-13,7.0,7.0,7.0,7.0,7.0,500,2023-11-13
2023-11-20,7.0,7.0,7.0,7.0,7.0,0,2023-11-20
2023-11-27,7.0,7.0,7.0,7.0,7.0,0,2023-11-27
2023-12-04,6.349999904632568,6.349999904632568,6.349999904632568,6.349999904632568,6.349999904632568,100,2023-12-04
2023-12-11,6.349999904632568,6.349999904632568,6.349999904632568,6.349999904632568,6.349999904632568,0,2023-12-11
2023-12-18,6.050000190734863,6.050000190734863,6.349999904632568,6.050000190734863,6.349999904632568,100,2023-12-18
2023-12-25,6.050000190734863,6.050000190734863,6.050000190734863,6.050000190734863,6.050000190734863,2000,2023-12-25
2024-01-01,5.75,5.75,6.349999904632568,5.75,6.050000190734863,560,2024-01-01
2024-01-08,5.650000095367432,5.650000095367432,6.0,5.400000095367432,5.5,2050,2024-01-08
2024-01-15,5.300000190734863,5.300000190734863,5.900000095367432,5.300000190734863,5.900000095367432,10325,2024-01-15
2024-01-22,5.5,5.5,5.599999904632568,5.0,5.300000190734863,13782,2024-01-22
2024-01-29,6.300000190734863,6.300000190734863,6.300000190734863,5.75,5.75,11510,2024-01-29
2024-02-05,7.900000095367432,7.900000095367432,7.900000095367432,6.599999904632568,6.599999904632568,12095,2024-02-05
2024-02-12,9.050000190734863,9.050000190734863,9.050000190734863,8.25,8.25,4831,2024-02-12
2024-02-19,9.5,9.5,9.5,9.5,9.5,6173,2024-02-19
2024-02-26,9.5,9.5,9.5,9.5,9.5,2501,2024-02-26
2024-03-04,9.5,9.5,9.5,9.5,9.5,0,2024-03-04
2024-03-11,9.5,9.5,9.5,9.5,9.5,0,2024-03-11
2024-03-18,9.5,9.5,9.5,9.050000190734863,9.050000190734863,500,2024-03-18
2024-03-25,9.5,9.5,9.5,9.5,9.5,0,2024-03-25
2024-04-01,9.25,9.25,9.5,9.25,9.5,70,2024-04-01
2024-04-08,9.25,9.25,9.25,9.25,9.25,0,2024-04-08
2024-04-15,9.25,9.25,9.25,9.25,9.25,0,2024-04-15
2024-04-22,9.25,9.25,9.25,9.25,9.25,0,2024-04-22
2024-04-29,9.25,9.25,9.25,9.25,9.25,0,2024-04-29
2024-05-06,9.25,9.25,9.25,9.25,9.25,0,2024-05-06
2024-05-13,9.25,9.25,9.25,9.25,9.25,0,2024-05-13
2024-05-20,8.800000190734863,8.800000190734863,9.25,8.800000190734863,9.25,63,2024-05-20
2024-05-27,8.800000190734863,8.800000190734863,8.800000190734863,8.800000190734863,8.800000190734863,0,2024-05-27
2024-06-03,8.800000190734863,8.800000190734863,8.800000190734863,8.800000190734863,8.800000190734863,0,2024-06-03
2024-06-10,9.239999771118164,9.239999771118164,9.239999771118164,8.359999656677246,8.359999656677246,5500,2024-06-10
2024-06-17,9.239999771118164,9.239999771118164,9.239999771118164,9.239999771118164,9.239999771118164,501,2024-06-17
2024-06-24,9.699999809265137,9.699999809265137,9.699999809265137,9.239999771118164,9.239999771118164,1128,2024-06-24
2024-07-01,9.699999809265137,9.699999809265137,9.699999809265137,9.210000038146973,9.210000038146973,40,2024-07-01
2024-07-08,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,2024-07-08
2024-07-15,9.210000038146973,9.210000038146973,9.699999809265137,9.210000038146973,9.699999809265137,2080,2024-07-15
2024-07-22,9.210000038146973,9.210000038146973,9.210000038146973,9.210000038146973,9.210000038146973,0,2024-07-22
2024-07-29,9.210000038146973,9.210000038146973,9.210000038146973,9.210000038146973,9.210000038146973,0,2024-07-29
2024-08-05,9.65999984741211,9.65999984741211,9.65999984741211,9.0,9.0,700,2024-08-05
2024-08-12,9.65999984741211,9.65999984741211,9.65999984741211,9.65999984741211,9.65999984741211,0,2024-08-12
2024-08-19,9.170000076293945,9.170000076293945,9.170000076293945,9.170000076293945,9.170000076293945,90,2024-08-19
2024-08-26,8.710000038146973,8.710000038146973,8.710000038146973,8.710000038146973,8.710000038146973,2550,2024-08-26
2024-09-02,8.710000038146973,8.710000038146973,8.710000038146973,8.710000038146973,8.710000038146973,0,2024-09-02
2024-09-09,9.100000381469727,9.100000381469727,9.140000343322754,8.680000305175781,8.699999809265137,1462,2024-09-09
2024-09-16,10.520000457763672,10.520000457763672,10.520000457763672,9.550000190734863,9.550000190734863,254,2024-09-16
2024-09-23,10.520000457763672,10.520000457763672,10.520000457763672,10.520000457763672,10.520000457763672,650,2024-09-23
2024-09-30,10.520000457763672,10.520000457763672,10.520000457763672,10.520000457763672,10.520000457763672,0,2024-09-30
2024-10-07,10.510000228881836,10.510000228881836,10.520000457763672,9.989999771118164,10.520000457763672,356,2024-10-07
2024-10-14,10.510000228881836,10.510000228881836,10.510000228881836,10.510000228881836,10.510000228881836,0,2024-10-14
2024-10-21,10.510000228881836,10.510000228881836,10.510000228881836,10.510000228881836,10.510000228881836,100,2024-10-21
2024-10-28,10.510000228881836,10.510000228881836,10.510000228881836,10.510000228881836,10.510000228881836,0,2024-10-28
2024-11-04,9.979999542236328,9.979999542236328,10.510000228881836,9.979999542236328,10.510000228881836,51,2024-11-04
2024-11-11,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,0,2024-11-11
2024-11-18,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,4,2024-11-18
2024-11-25,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,9.979999542236328,200,2024-11-25
2024-12-02,9.680000305175781,9.680000305175781,9.979999542236328,9.520000457763672,9.520000457763672,153,2024-12-02
2024-12-09,10.15999984741211,10.15999984741211,10.15999984741211,9.680000305175781,9.680000305175781,383,2024-12-09
2024-12-16,12.319999694824219,12.319999694824219,12.319999694824219,10.15999984741211,10.15999984741211,4358,2024-12-16
2024-12-23,14.239999771118164,14.239999771118164,14.239999771118164,12.930000305175781,12.930000305175781,1922,2024-12-23
2024-12-30,19.049999237060547,19.049999237060547,19.049999237060547,15.6899995803833,15.6899995803833,2194,2024-12-30
2025-01-06,22.270000457763672,22.270000457763672,22.270000457763672,20.0,20.0,2665,2025-01-06
2025-01-13,24.399999618530273,24.399999618530273,24.56999969482422,22.270000457763672,22.270000457763672,180,2025-01-13
2025-01-20,26.899999618530273,26.899999618530273,26.899999618530273,24.399999618530273,24.399999618530273,170,2025-01-20
2025-01-27,29.670000076293945,29.670000076293945,29.670000076293945,27.43000030517578,27.43000030517578,5747,2025-01-27
2025-02-03,33.380001068115234,33.380001068115234,33.380001068115234,30.860000610351562,30.860000610351562,3554,2025-02-03
2025-02-10,36.83000183105469,36.83000183105469,36.83000183105469,34.040000915527344,34.040000915527344,4684,2025-02-10
2025-02-17,40.63999938964844,40.63999938964844,40.63999938964844,37.560001373291016,37.560001373291016,2287,2025-02-17
2025-02-24,43.970001220703125,43.970001220703125,43.970001220703125,41.45000076293945,41.45000076293945,859,2025-02-24
2025-03-03,48.52000045776367,48.52000045776367,48.52000045776367,44.84000015258789,44.84000015258789,174,2025-03-03
2025-03-10,46.56999969482422,46.56999969482422,50.470001220703125,46.56999969482422,49.4900016784668,20024,2025-03-10
2025-03-17,42.2599983215332,42.2599983215332,45.630001068115234,42.2599983215332,45.630001068115234,865,2025-03-17
2025-03-24,38.18000030517578,38.18000030517578,41.40999984741211,38.18000030517578,41.40999984741211,421,2025-03-24
2025-03-31,31.079999923706055,31.079999923706055,38.18000030517578,31.079999923706055,38.18000030517578,4577,2025-03-31
2025-04-07,25.290000915527344,25.290000915527344,29.520000457763672,25.290000915527344,29.520000457763672,5185,2025-04-07
2025-04-14,29.260000228881836,29.260000228881836,29.260000228881836,24.020000457763672,24.020000457763672,18084,2025-04-14
2025-04-21,30.959999084472656,30.959999084472656,32.88999938964844,30.719999313354492,30.719999313354492,9875,2025-04-21
2025-04-28,28.540000915527344,28.540000915527344,30.34000015258789,28.540000915527344,30.34000015258789,1676,2025-04-28
2025-05-05,25.780000686645508,25.780000686645508,28.540000915527344,25.780000686645508,27.959999084472656,2790,2025-05-05
2025-05-12,23.530000686645508,23.530000686645508,25.780000686645508,23.530000686645508,25.299999237060547,8883,2025-05-12
2025-05-19,25.799999237060547,25.799999237060547,25.799999237060547,23.540000915527344,24.0,989,2025-05-19
2025-05-26,26.09000015258789,26.09000015258789,26.309999465942383,25.059999465942383,25.600000381469727,3680,2025-05-26
2025-06-02,30.889999389648438,30.889999389648438,30.889999389648438,25.010000228881836,27.389999389648438,18321,2025-06-02
2025-06-09,32.529998779296875,32.529998779296875,34.04999923706055,32.43000030517578,32.43000030517578,10707,2025-06-09
2025-06-16,31.09000015258789,31.09000015258789,32.369998931884766,31.09000015258789,31.899999618530273,2316,2025-06-16
2025-06-23,28.809999465942383,28.809999465942383,31.09000015258789,28.809999465942383,31.09000015258789,2928,2025-06-23
2025-06-30,26.010000228881836,26.010000228881836,28.809999465942383,26.010000228881836,28.229999542236328,5151,2025-06-30
2025-07-07,28.709999084472656,28.709999084472656,28.709999084472656,25.510000228881836,26.530000686645508,5306,2025-07-07
2025-07-14,29.860000610351562,29.860000610351562,29.860000610351562,29.280000686645508,29.280000686645508,555,2025-07-14
