Date,Adj Close_CONCORDBIO.NS,Close_CONCORDBIO.NS,High_CONCORDBIO.NS,Low_CONCORDBIO.NS,Open_CONCORDBIO.NS,Volume_CONCORDBIO.NS,Date
2024-11-25,2127.5,2127.5,2145.0,2004.449951171875,2073.0,449268,2024-11-25
2024-12-02,2171.699951171875,2171.699951171875,2220.0,2129.89990234375,2145.0,457065,2024-12-02
2024-12-09,2111.39990234375,2111.39990234375,2216.5,2071.050048828125,2185.0,286659,2024-12-09
2024-12-16,2129.35009765625,2129.35009765625,2185.5,2035.5,2117.449951171875,529976,2024-12-16
2024-12-23,2165.199951171875,2165.199951171875,2235.0,2062.0,2125.0,217810,2024-12-23
2024-12-30,2083.89990234375,2083.89990234375,2401.0,2075.550048828125,2151.050048828125,1614721,2024-12-30
2025-01-06,2256.5,2256.5,2345.0,2086.550048828125,2114.0,1061770,2025-01-06
2025-01-13,2178.0,2178.0,2359.0,2173.800048828125,2255.89990234375,806983,2025-01-13
2025-01-20,2096.550048828125,2096.550048828125,2253.25,2076.699951171875,2208.0,639379,2025-01-20
2025-01-27,2099.85009765625,2099.85009765625,2226.949951171875,1945.050048828125,2087.39990234375,603806,2025-01-27
2025-02-03,2345.60009765625,2345.60009765625,2369.85009765625,2050.0,2050.0,474175,2025-02-03
2025-02-10,1692.300048828125,1692.300048828125,2451.699951171875,1689.4000244140625,2350.0,1839021,2025-02-10
2025-02-17,1650.199951171875,1650.199951171875,1841.0,1482.5999755859375,1668.4000244140625,2108934,2025-02-17
2025-02-24,1496.0999755859375,1496.0999755859375,1717.0,1480.050048828125,1640.0,531246,2025-02-24
2025-03-03,1725.550048828125,1725.550048828125,1805.4000244140625,1506.050048828125,1510.0,2622345,2025-03-03
2025-03-10,1649.1500244140625,1649.1500244140625,1749.9000244140625,1571.0,1749.9000244140625,207265,2025-03-10
2025-03-17,1680.25,1680.25,1705.949951171875,1580.0,1640.0,429571,2025-03-17
2025-03-24,1680.5999755859375,1680.5999755859375,1746.5999755859375,1626.800048828125,1680.0,511653,2025-03-24
2025-03-31,1656.6500244140625,1656.6500244140625,1745.6500244140625,1636.550048828125,1680.5999755859375,226707,2025-03-31
2025-04-07,1653.8499755859375,1653.8499755859375,1674.8499755859375,1550.0,1570.0,381860,2025-04-07
2025-04-14,1721.9000244140625,1721.9000244140625,1769.5999755859375,1653.8499755859375,1653.8499755859375,147129,2025-04-14
2025-04-21,1588.0,1588.0,1749.0,1580.0,1749.0,488117,2025-04-21
2025-04-28,1489.0,1489.0,1602.9000244140625,1478.199951171875,1585.0,381359,2025-04-28
2025-05-05,1543.5999755859375,1543.5999755859375,1559.5999755859375,1345.0,1505.0,2857897,2025-05-05
2025-05-12,1498.9000244140625,1498.9000244140625,1591.0,1491.0999755859375,1552.0,578416,2025-05-12
2025-05-19,1535.9000244140625,1535.9000244140625,1551.5999755859375,1496.0,1509.9000244140625,300748,2025-05-19
2025-05-26,1748.5,1748.5,1784.9000244140625,1520.199951171875,1544.0,2553281,2025-05-26
2025-06-02,1926.5999755859375,1926.5999755859375,1965.5,1755.4000244140625,1763.0999755859375,1066750,2025-06-02
2025-06-09,2109.699951171875,2109.699951171875,2150.39990234375,1919.5,1936.5999755859375,1304122,2025-06-09
2025-06-16,1837.300048828125,1837.300048828125,2146.0,1800.0,2115.0,1662481,2025-06-16
2025-06-23,1823.5,1823.5,1852.300048828125,1762.800048828125,1798.0,1015783,2025-06-23
2025-06-30,1737.699951171875,1737.699951171875,1858.699951171875,1731.5999755859375,1822.0,475740,2025-06-30
2025-07-07,1803.300048828125,1803.300048828125,1874.699951171875,1721.0,1750.4000244140625,1232049,2025-07-07
2025-07-14,1835.199951171875,1835.199951171875,1853.0,1796.0999755859375,1803.300048828125,290553,2025-07-14
