Date,Adj Close_MANAKCOAT.NS,Close_MANAKCOAT.NS,High_MANAKCOAT.NS,Low_MANAKCOAT.NS,Open_MANAKCOAT.NS,Volume_MANAKCOAT.NS,Date
2025-05-12,92.01000213623047,92.01000213623047,96.0,84.5,84.5,405858,2025-05-12
2025-05-19,98.5199966430664,98.5199966430664,98.5199966430664,88.0,91.86000061035156,1707826,2025-05-19
2025-05-26,110.36000061035156,110.36000061035156,112.26000213623047,96.02999877929688,97.30000305175781,1077747,2025-05-26
2025-06-02,126.66000366210938,126.66000366210938,130.0,106.5,112.80000305175781,992171,2025-06-02
2025-06-09,125.69000244140625,125.69000244140625,134.8000030517578,118.3499984741211,127.44999694824219,1120388,2025-06-09
2025-06-16,128.55999755859375,128.55999755859375,139.0500030517578,124.23999786376953,124.30000305175781,1100513,2025-06-16
2025-06-23,131.1999969482422,131.1999969482422,139.0,121.37000274658203,130.0,690182,2025-06-23
2025-06-30,139.1199951171875,139.1199951171875,141.25,128.25,132.89999389648438,883637,2025-06-30
2025-07-07,132.02999877929688,132.02999877929688,144.0,130.1999969482422,144.0,559497,2025-07-07
2025-07-14,131.97999572753906,131.97999572753906,133.50999450683594,128.35000610351562,130.39999389648438,144502,2025-07-14
