Date,Adj Close_TARSONS.NS,Close_TARSONS.NS,High_TARSONS.NS,Low_TARSONS.NS,Open_TARSONS.NS,Volume_TARSONS.NS,Date
2022-11-28,729.3720092773438,732.5,739.0,680.0,689.0,873688,2022-11-28
2022-12-05,730.9153442382812,734.0499877929688,741.0,729.0,739.0,227084,2022-12-05
2022-12-12,727.0818481445312,730.2000122070312,750.0,726.0,736.0,289071,2022-12-12
2022-12-19,673.660888671875,676.5499877929688,736.0,664.5499877929688,730.2000122070312,407694,2022-12-19
2022-12-26,691.4844970703125,694.4500122070312,715.0,672.0,678.0,195453,2022-12-26
2023-01-02,681.676513671875,684.5999755859375,700.0499877929688,678.25,697.7000122070312,215679,2023-01-02
2023-01-09,673.9595947265625,676.8499755859375,701.0,669.5999755859375,688.0499877929688,167247,2023-01-09
2023-01-16,692.480224609375,695.4500122070312,722.9000244140625,671.4500122070312,676.0,318201,2023-01-16
2023-01-23,680.1829223632812,683.0999755859375,716.0,672.0,692.5,186460,2023-01-23
2023-01-30,697.0108032226562,700.0,720.0,675.0499877929688,676.0,175804,2023-01-30
2023-02-06,704.478759765625,707.5,712.4000244140625,678.0,699.0,144133,2023-02-06
2023-02-13,620.339599609375,623.0,680.0,606.9500122070312,680.0,552959,2023-02-13
2023-02-20,605.652587890625,608.25,625.4500122070312,603.0,624.0,369185,2023-02-20
2023-02-27,602.6156005859375,605.2000122070312,611.0,582.0,611.0,348493,2023-02-27
2023-03-06,585.8375244140625,588.3499755859375,619.0,585.0,607.0,293005,2023-03-06
2023-03-13,569.6569213867188,572.0999755859375,597.0,557.0499877929688,584.0499877929688,314888,2023-03-13
2023-03-20,544.315673828125,546.6500244140625,577.0999755859375,542.25,567.0,189684,2023-03-20
2023-03-27,529.8775634765625,532.1500244140625,561.0,501.1000061035156,549.9000244140625,394583,2023-03-27
2023-04-03,562.0894165039062,564.5,595.0999755859375,534.0,534.9000244140625,340015,2023-04-03
2023-04-10,567.6654663085938,570.0999755859375,576.7999877929688,548.0,572.0,134442,2023-04-10
2023-04-17,528.9813842773438,531.25,575.0,523.5,571.0499877929688,364116,2023-04-17
2023-04-24,562.985595703125,565.4000244140625,569.7000122070312,531.0,538.0,327927,2023-04-24
2023-05-01,553.8248901367188,556.2000122070312,571.9500122070312,545.0,565.4000244140625,272386,2023-05-01
2023-05-08,550.5887451171875,552.9500122070312,569.75,544.5499877929688,560.0,586837,2023-05-08
2023-05-15,537.3455200195312,539.6500244140625,555.7000122070312,536.0,552.7999877929688,141957,2023-05-15
2023-05-22,575.6312866210938,578.0999755859375,601.9000244140625,535.0499877929688,541.75,498603,2023-05-22
2023-05-29,572.245849609375,574.7000122070312,600.0,551.0,585.5,358278,2023-05-29
2023-06-05,546.5062255859375,548.8499755859375,590.5,545.8499755859375,583.0,437114,2023-06-05
2023-06-12,569.3084716796875,571.75,576.7999877929688,546.0499877929688,550.0,546178,2023-06-12
2023-06-19,588.0779418945312,590.5999755859375,615.0,567.0,573.9000244140625,891387,2023-06-19
2023-06-26,599.67822265625,602.25,625.0499877929688,585.0,594.6500244140625,514428,2023-06-26
2023-07-03,592.5089111328125,595.0499877929688,608.9500122070312,574.9000244140625,608.9500122070312,330958,2023-07-03
2023-07-10,619.9910888671875,622.6500244140625,646.4000244140625,594.1500244140625,599.4500122070312,707035,2023-07-10
2023-07-17,592.359619140625,594.9000244140625,642.4500122070312,587.9500122070312,626.7000122070312,437022,2023-07-17
2023-07-24,596.8403930664062,599.4000244140625,612.3499755859375,592.0,592.0,272111,2023-07-24
2023-07-31,601.0223999023438,603.5999755859375,615.5,588.7999877929688,605.0,243141,2023-07-31
2023-08-07,584.4933471679688,587.0,608.4000244140625,580.5,604.5999755859375,312409,2023-08-07
2023-08-14,515.1407470703125,517.3499755859375,610.0,515.5,558.0499877929688,806268,2023-08-14
2023-08-21,507.9217224121094,510.1000061035156,533.0999755859375,508.6499938964844,517.3499755859375,439977,2023-08-21
2023-08-28,524.4508666992188,526.7000122070312,532.0,504.79998779296875,508.3500061035156,527083,2023-08-28
2023-09-04,534.208984375,536.5,541.7999877929688,522.0,530.9500122070312,511505,2023-09-04
2023-09-11,535.3042602539062,537.5999755859375,545.0,517.9000244140625,542.7000122070312,428005,2023-09-11
2023-09-18,550.9371948242188,553.2999877929688,568.9500122070312,522.2000122070312,546.0,2957504,2023-09-18
2023-09-25,523.7537841796875,526.0,565.0,524.2999877929688,556.4500122070312,591434,2023-09-25
2023-10-02,516.236083984375,518.4500122070312,540.0,515.0,526.0,372409,2023-10-02
2023-10-09,508.2702331542969,510.45001220703125,528.9500122070312,508.54998779296875,523.9500122070312,381661,2023-10-09
2023-10-16,490.6955871582031,492.79998779296875,515.9000244140625,491.1000061035156,515.9000244140625,522812,2023-10-16
2023-10-23,463.91046142578125,465.8999938964844,494.3999938964844,444.1499938964844,492.95001220703125,560994,2023-10-23
2023-10-30,479.5434265136719,481.6000061035156,483.0,459.79998779296875,461.20001220703125,207738,2023-10-30
2023-11-06,488.5049743652344,490.6000061035156,503.79998779296875,477.0,482.0,230202,2023-11-06
2023-11-13,485.8663024902344,487.95001220703125,504.5,484.1000061035156,493.45001220703125,241850,2023-11-13
2023-11-20,482.5306091308594,484.6000061035156,496.6000061035156,479.3500061035156,487.04998779296875,288315,2023-11-20
2023-11-27,469.6856994628906,471.70001220703125,484.95001220703125,451.25,484.6000061035156,689130,2023-11-27
2023-12-04,461.2220153808594,463.20001220703125,480.95001220703125,459.0,479.95001220703125,407410,2023-12-04
2023-12-11,501.25030517578125,503.3999938964844,506.70001220703125,463.0,465.5,717590,2023-12-11
2023-12-18,542.921630859375,545.25,574.4000244140625,479.95001220703125,503.3999938964844,3826100,2023-12-18
2023-12-25,525.0482788085938,527.2999877929688,551.9500122070312,525.5499877929688,545.25,745981,2023-12-25
2024-01-01,523.0070190429688,525.25,547.5,520.5,527.75,568457,2024-01-01
2024-01-08,507.5234375,509.70001220703125,537.9500122070312,507.0,533.1500244140625,333313,2024-01-08
2024-01-15,497.0184631347656,499.1499938964844,522.5,490.3999938964844,509.70001220703125,418248,2024-01-15
2024-01-22,508.2204284667969,510.3999938964844,520.0499877929688,484.0,499.1499938964844,362625,2024-01-22
2024-01-29,485.5177917480469,487.6000061035156,519.75,480.8500061035156,516.0,533591,2024-01-29
2024-02-05,491.4423828125,493.54998779296875,504.0,472.8999938964844,487.0,1311404,2024-02-05
2024-02-12,486.9615783691406,489.04998779296875,495.95001220703125,459.1499938964844,494.04998779296875,428419,2024-02-12
2024-02-19,477.60174560546875,479.6499938964844,498.6000061035156,479.0,489.0,334066,2024-02-19
2024-02-26,466.3002014160156,468.29998779296875,482.8999938964844,464.0,479.6499938964844,296702,2024-02-26
2024-03-04,452.21063232421875,454.1499938964844,479.5,445.6499938964844,464.95001220703125,401547,2024-03-04
2024-03-11,398.9390869140625,400.6499938964844,456.79998779296875,397.1000061035156,454.75,668555,2024-03-11
2024-03-18,409.8921203613281,411.6499938964844,414.04998779296875,397.1000061035156,401.95001220703125,483957,2024-03-18
2024-03-25,391.9192199707031,393.6000061035156,411.6499938964844,390.0,411.6499938964844,791679,2024-03-25
2024-04-01,440.21209716796875,442.1000061035156,447.75,402.25,405.8500061035156,321157,2024-04-01
2024-04-08,448.0285949707031,449.95001220703125,458.0,434.70001220703125,445.0,240854,2024-04-08
2024-04-15,453.6544494628906,455.6000061035156,463.1000061035156,430.1000061035156,445.0,267802,2024-04-15
2024-04-22,461.7198791503906,463.70001220703125,475.0,452.0,452.0,203464,2024-04-22
2024-04-29,443.6473388671875,445.54998779296875,475.6000061035156,443.0,468.70001220703125,178834,2024-04-29
2024-05-06,433.4411315917969,435.29998779296875,455.0,424.0,455.0,179801,2024-05-06
2024-05-13,436.6274719238281,438.5,442.0,423.45001220703125,436.04998779296875,190167,2024-05-13
2024-05-20,422.687255859375,424.5,449.29998779296875,421.25,436.0,226996,2024-05-20
2024-05-27,412.3814392089844,414.1499938964844,452.25,405.0,430.8500061035156,552207,2024-05-27
2024-06-03,419.7498474121094,421.54998779296875,432.79998779296875,389.1000061035156,429.8999938964844,248640,2024-06-03
2024-06-10,495.97296142578125,498.1000061035156,520.7999877929688,416.95001220703125,421.54998779296875,754802,2024-06-10
2024-06-17,497.8150634765625,499.95001220703125,538.0,498.1000061035156,498.1000061035156,1174503,2024-06-17
2024-06-24,497.466552734375,499.6000061035156,512.5,479.20001220703125,508.95001220703125,640026,2024-06-24
2024-07-01,491.4921875,493.6000061035156,523.0,487.29998779296875,523.0,276020,2024-07-01
2024-07-08,498.0141906738281,500.1499938964844,511.0,490.0,494.1000061035156,320406,2024-07-08
2024-07-15,473.8179626464844,475.8500061035156,521.9000244140625,473.20001220703125,497.1499938964844,280077,2024-07-15
2024-07-22,515.1407470703125,517.3499755859375,525.9000244140625,460.3500061035156,475.8500061035156,450421,2024-07-22
2024-07-29,502.5447692871094,504.70001220703125,543.9000244140625,498.0,524.9500122070312,511941,2024-07-29
2024-08-05,488.853515625,490.95001220703125,526.4000244140625,479.0,493.0,411919,2024-08-05
2024-08-12,421.343017578125,423.1499938964844,494.95001220703125,420.0,490.95001220703125,605811,2024-08-12
2024-08-19,457.88629150390625,459.8500061035156,483.0,423.1499938964844,423.1499938964844,744550,2024-08-19
2024-08-26,450.3685302734375,452.29998779296875,472.0,442.1000061035156,472.0,181134,2024-08-26
2024-09-02,457.7369384765625,459.70001220703125,470.0,441.0,451.0,234843,2024-09-02
2024-09-09,440.21209716796875,442.1000061035156,462.75,441.29998779296875,459.6499938964844,214973,2024-09-09
2024-09-16,477.5021667480469,479.54998779296875,491.79998779296875,438.75,443.0,613361,2024-09-16
2024-09-23,438.95001220703125,438.95001220703125,488.20001220703125,435.45001220703125,479.54998779296875,251251,2024-09-23
2024-09-30,439.29998779296875,439.29998779296875,452.0,435.0,438.8999938964844,129912,2024-09-30
2024-10-07,435.8999938964844,435.8999938964844,445.8500061035156,423.0,445.8500061035156,177380,2024-10-07
2024-10-14,412.6499938964844,412.6499938964844,430.0,409.29998779296875,426.0,313209,2024-10-14
2024-10-21,406.6499938964844,406.6499938964844,413.79998779296875,391.54998779296875,412.0,181737,2024-10-21
2024-10-28,407.6499938964844,407.6499938964844,413.8500061035156,396.5,402.79998779296875,152331,2024-10-28
2024-11-04,436.8999938964844,436.8999938964844,444.0,407.0,408.0,301218,2024-11-04
2024-11-11,399.20001220703125,399.20001220703125,435.45001220703125,391.0,430.3500061035156,161778,2024-11-11
2024-11-18,387.6000061035156,387.6000061035156,413.0,378.0,399.95001220703125,270047,2024-11-18
2024-11-25,419.70001220703125,419.70001220703125,421.8999938964844,385.3999938964844,390.1000061035156,403567,2024-11-25
2024-12-02,450.6000061035156,450.6000061035156,457.29998779296875,410.95001220703125,419.0,273663,2024-12-02
2024-12-09,424.04998779296875,424.04998779296875,464.29998779296875,420.04998779296875,459.70001220703125,328954,2024-12-09
2024-12-16,399.6499938964844,399.6499938964844,430.20001220703125,398.0,430.0,179753,2024-12-16
2024-12-23,424.75,424.75,428.5,387.0,400.20001220703125,958577,2024-12-23
2024-12-30,401.6000061035156,401.6000061035156,424.75,394.75,420.04998779296875,277645,2024-12-30
2025-01-06,405.04998779296875,405.04998779296875,422.8999938964844,400.0,401.6000061035156,753095,2025-01-06
2025-01-13,399.54998779296875,399.54998779296875,407.79998779296875,387.0,398.95001220703125,167081,2025-01-13
2025-01-20,385.1499938964844,385.1499938964844,413.8999938964844,383.20001220703125,395.5,161028,2025-01-20
2025-01-27,370.5,370.5,385.25,350.04998779296875,384.0,203906,2025-01-27
2025-02-03,367.1000061035156,367.1000061035156,384.20001220703125,361.29998779296875,369.54998779296875,160810,2025-02-03
2025-02-10,317.6499938964844,317.6499938964844,378.29998779296875,300.0,367.8999938964844,459192,2025-02-10
2025-02-17,304.1000061035156,304.1000061035156,320.8999938964844,280.0,317.0,315184,2025-02-17
2025-02-24,304.45001220703125,304.45001220703125,318.6499938964844,292.04998779296875,302.20001220703125,236576,2025-02-24
2025-03-03,319.3999938964844,319.3999938964844,326.45001220703125,285.1000061035156,304.95001220703125,258330,2025-03-03
2025-03-10,295.1499938964844,295.1499938964844,318.6499938964844,293.25,315.25,228311,2025-03-10
2025-03-17,331.3500061035156,331.3500061035156,335.8999938964844,283.0,293.25,413134,2025-03-17
2025-03-24,301.8500061035156,301.8500061035156,347.0,300.0,331.3500061035156,791028,2025-03-24
2025-03-31,357.1000061035156,357.1000061035156,389.0,297.29998779296875,301.8500061035156,955287,2025-03-31
2025-04-07,352.20001220703125,352.20001220703125,357.0,311.0,311.0,104660,2025-04-07
2025-04-14,395.29998779296875,395.29998779296875,417.45001220703125,352.20001220703125,352.20001220703125,393528,2025-04-14
2025-04-21,370.3999938964844,370.3999938964844,407.45001220703125,365.3500061035156,401.25,281424,2025-04-21
2025-04-28,363.79998779296875,363.79998779296875,380.20001220703125,356.79998779296875,365.0,92647,2025-04-28
2025-05-05,370.6000061035156,370.6000061035156,389.95001220703125,346.1000061035156,363.0,240836,2025-05-05
2025-05-12,392.1000061035156,392.1000061035156,405.0,371.6000061035156,377.95001220703125,302600,2025-05-12
2025-05-19,407.70001220703125,407.70001220703125,411.0,366.0,393.95001220703125,277617,2025-05-19
2025-05-26,376.54998779296875,376.54998779296875,458.0,373.0,424.75,1402250,2025-05-26
2025-06-02,369.6499938964844,369.6499938964844,397.0,362.5,376.0,314516,2025-06-02
2025-06-09,390.25,390.25,400.0,361.0,366.3999938964844,403964,2025-06-09
2025-06-16,371.75,371.75,398.70001220703125,365.0,391.0,159775,2025-06-16
2025-06-23,385.0,385.0,394.3500061035156,369.1499938964844,376.95001220703125,173065,2025-06-23
2025-06-30,390.1000061035156,390.1000061035156,402.8500061035156,381.0,381.0,282044,2025-06-30
2025-07-07,381.45001220703125,381.45001220703125,391.6000061035156,378.1000061035156,388.20001220703125,106878,2025-07-07
2025-07-14,384.8500061035156,384.8500061035156,388.0,373.6499938964844,377.6499938964844,30997,2025-07-14
