Date,Adj Close_COFORGE.NS,Close_COFORGE.NS,High_COFORGE.NS,Low_COFORGE.NS,Open_COFORGE.NS,Volume_COFORGE.NS,Date
2025-05-12,1685.199951171875,1685.199951171875,1709.0,1568.5,1600.199951171875,16096660,2025-05-12
2025-05-19,1664.300048828125,1664.300048828125,1704.0,1629.199951171875,1685.800048828125,10129950,2025-05-19
2025-05-26,1710.0999755859375,1710.0999755859375,1739.800048828125,1656.5999755859375,1672.5999755859375,7006810,2025-05-26
2025-06-02,1775.5,1775.5,1792.0,1690.5,1709.9000244140625,7912931,2025-06-02
2025-06-09,1792.5,1792.5,1895.0,1744.5,1788.5,13225603,2025-06-09
2025-06-16,1832.0,1832.0,1862.5,1778.0,1792.5,7062945,2025-06-16
2025-06-23,1899.5,1899.5,1955.0,1805.5,1815.0,9761947,2025-06-23
2025-06-30,1950.5999755859375,1950.5999755859375,1961.300048828125,1883.0,1916.0,7596051,2025-06-30
2025-07-07,1867.800048828125,1867.800048828125,1994.0,1846.199951171875,1950.5999755859375,7134239,2025-07-07
2025-07-14,1893.9000244140625,1893.9000244140625,1915.0,1842.0,1863.0,2670018,2025-07-14
