Date,Adj Close_TARACHAND.NS,Close_TARACHAND.NS,High_TARACHAND.NS,Low_TARACHAND.NS,Open_TARACHAND.NS,Volume_TARACHAND.NS,Date
2025-04-28,62.54999923706055,62.54999923706055,63.83000183105469,61.25,62.58000183105469,92662,2025-04-28
2025-05-05,59.349998474121094,59.349998474121094,62.849998474121094,56.290000915527344,62.0099983215332,285374,2025-05-05
2025-05-12,65.69000244140625,65.69000244140625,69.44000244140625,60.0099983215332,62.290000915527344,717825,2025-05-12
2025-05-19,61.779998779296875,61.779998779296875,64.37000274658203,60.56999969482422,64.37000274658203,244576,2025-05-19
2025-05-26,58.79999923706055,58.79999923706055,61.779998779296875,58.70000076293945,60.900001525878906,201960,2025-05-26
2025-06-02,58.68000030517578,58.68000030517578,58.79999923706055,56.25,58.5,386449,2025-06-02
2025-06-09,64.0,64.0,64.0,58.70000076293945,59.79999923706055,501655,2025-06-09
2025-06-16,63.65999984741211,63.65999984741211,64.5,62.41999816894531,63.900001525878906,256617,2025-06-16
2025-06-23,61.58000183105469,61.58000183105469,66.38999938964844,60.470001220703125,60.470001220703125,294116,2025-06-23
2025-06-30,69.25,69.25,69.98999786376953,61.099998474121094,61.099998474121094,853487,2025-06-30
2025-07-07,71.11000061035156,71.11000061035156,82.5,70.0999984741211,71.01000213623047,2123563,2025-07-07
2025-07-14,78.56999969482422,78.56999969482422,79.4800033569336,71.0999984741211,71.0999984741211,944820,2025-07-14
