Date,Adj Close_SUNDARAM.NS,Close_SUNDARAM.NS,High_SUNDARAM.NS,Low_SUNDARAM.NS,Open_SUNDARAM.NS,Volume_SUNDARAM.NS,Date
2025-03-24,1.9900000095367432,1.9900000095367432,2.140000104904175,1.9199999570846558,2.069999933242798,5776248,2025-03-24
2025-03-31,1.9900000095367432,1.9900000095367432,2.0999999046325684,1.9800000190734863,1.9900000095367432,2074130,2025-03-31
2025-04-07,2.069999933242798,2.069999933242798,2.0899999141693115,1.7799999713897705,1.9500000476837158,1963326,2025-04-07
2025-04-14,2.059999942779541,2.059999942779541,2.119999885559082,2.0399999618530273,2.109999895095825,1171230,2025-04-14
2025-04-21,2.0299999713897705,2.0299999713897705,2.0999999046325684,2.0,2.059999942779541,2726663,2025-04-21
2025-04-28,1.9900000095367432,1.9900000095367432,2.059999942779541,1.909999966621399,2.0199999809265137,1295772,2025-04-28
2025-05-05,1.8799999952316284,1.8799999952316284,2.0299999713897705,1.8300000429153442,1.9900000095367432,1278317,2025-05-05
2025-05-12,2.2200000286102295,2.2200000286102295,2.240000009536743,1.909999966621399,1.9199999570846558,4160699,2025-05-12
2025-05-19,2.130000114440918,2.130000114440918,2.4600000381469727,2.109999895095825,2.259999990463257,4478244,2025-05-19
2025-05-26,2.1500000953674316,2.1500000953674316,2.2300000190734863,2.049999952316284,2.1600000858306885,3430264,2025-05-26
2025-06-02,2.130000114440918,2.130000114440918,2.200000047683716,2.0899999141693115,2.1700000762939453,2238042,2025-06-02
2025-06-09,2.140000104904175,2.140000104904175,2.3399999141693115,2.0799999237060547,2.190000057220459,5844250,2025-06-09
2025-06-16,2.049999952316284,2.049999952316284,2.2100000381469727,1.9900000095367432,2.1600000858306885,4428171,2025-06-16
2025-06-23,2.1500000953674316,2.1500000953674316,2.1700000762939453,2.0199999809265137,2.0399999618530273,3227454,2025-06-23
2025-06-30,2.2200000286102295,2.2200000286102295,2.240000009536743,2.1700000762939453,2.1700000762939453,2192201,2025-06-30
2025-07-07,2.200000047683716,2.200000047683716,2.3499999046325684,2.1700000762939453,2.240000009536743,1946857,2025-07-07
2025-07-14,2.1700000762939453,2.1700000762939453,2.25,2.1600000858306885,2.190000057220459,524344,2025-07-14
