Date,Adj Close_FORCEMOT.NS,Close_FORCEMOT.NS,High_FORCEMOT.NS,Low_FORCEMOT.NS,Open_FORCEMOT.NS,Volume_FORCEMOT.NS,Date
2023-09-04,3791.936279296875,3811.300048828125,3811.300048828125,3395.0,3528.85009765625,236940,2023-09-04
2023-09-11,3760.9443359375,3780.14990234375,4001.85009765625,3517.60009765625,3938.300048828125,230650,2023-09-11
2023-09-18,3700.7021484375,3719.60009765625,3844.949951171875,3626.0,3809.0,78460,2023-09-18
2023-09-25,3822.455810546875,3831.60009765625,3946.0,3699.949951171875,3749.0,194312,2023-09-25
2023-10-02,4066.471923828125,4076.199951171875,4173.0,3763.25,3831.60009765625,188085,2023-10-02
2023-10-09,3920.8701171875,3930.25,4077.0,3905.25,4077.0,105121,2023-10-09
2023-10-16,3705.585205078125,3714.449951171875,3937.449951171875,3655.75,3930.0,107779,2023-10-16
2023-10-23,3344.349365234375,3352.35009765625,3700.0,3352.35009765625,3700.0,92360,2023-10-23
2023-10-30,3344.349365234375,3352.35009765625,3352.35009765625,3352.35009765625,3352.35009765625,0,2023-10-30
2023-11-06,3344.349365234375,3352.35009765625,3352.35009765625,3352.35009765625,3352.35009765625,0,2023-11-06
2023-11-13,3344.349365234375,3352.35009765625,3352.35009765625,3352.35009765625,3352.35009765625,0,2023-11-13
2023-11-20,3344.349365234375,3352.35009765625,3352.35009765625,3352.35009765625,3352.35009765625,0,2023-11-20
2023-11-27,3344.349365234375,3352.35009765625,3352.35009765625,3352.35009765625,3352.35009765625,0,2023-11-27
2023-12-04,3344.349365234375,3352.35009765625,3352.35009765625,3352.35009765625,3352.35009765625,0,2023-12-04
2024-02-05,3344.349365234375,3352.35009765625,3352.35009765625,3352.35009765625,3352.35009765625,0,2024-02-05
2024-02-12,5216.27099609375,5228.75,5365.0,3352.35009765625,3352.35009765625,441319,2024-02-12
2024-02-19,5866.26611328125,5880.2998046875,6196.0,5300.0,5300.0,693064,2024-02-19
2024-02-26,6776.68798828125,6792.89990234375,6975.0,5830.0,5938.0,442658,2024-02-26
2024-03-04,6474.91015625,6490.39990234375,6698.85009765625,5840.85009765625,6649.0,281936,2024-03-04
2024-03-11,6519.0546875,6534.64990234375,6900.0,5822.9501953125,6539.9501953125,492777,2024-03-11
2024-03-18,7148.44873046875,7165.5498046875,7200.0,6549.0,6567.7001953125,487796,2024-03-18
2024-03-25,7226.7119140625,7244.0,7390.0,7101.0,7165.5498046875,121405,2024-03-25
2024-04-01,8184.42041015625,8204.0,8272.25,7300.0,7309.2001953125,303816,2024-04-01
2024-04-08,8724.7275390625,8745.599609375,9261.7998046875,8418.5498046875,8871.0,455614,2024-04-08
2024-04-15,9291.62109375,9313.849609375,9488.0,7893.85009765625,8604.0,553532,2024-04-15
2024-04-22,9591.6044921875,9614.5498046875,10242.75,9380.0,9549.0,618022,2024-04-22
2024-04-29,9479.3720703125,9502.0498046875,10277.849609375,9022.599609375,10100.0,373625,2024-04-29
2024-05-06,9064.365234375,9086.0498046875,9880.0,8852.099609375,9700.0,272305,2024-05-06
2024-05-13,8877.0634765625,8898.2998046875,9369.0,8461.0,9088.5,155649,2024-05-13
2024-05-20,8487.7451171875,8508.0498046875,8987.5,8480.0,8862.5,100361,2024-05-20
2024-05-27,8713.8544921875,8734.7001953125,8815.0,7945.35009765625,8554.7001953125,169814,2024-05-27
2024-06-03,8533.984375,8554.400390625,9125.25,7135.85009765625,9050.0,175972,2024-06-03
2024-06-10,9120.4814453125,9142.2998046875,9350.0498046875,8463.099609375,8649.7001953125,137304,2024-06-10
2024-06-17,8866.439453125,8887.650390625,9286.599609375,8850.25,9142.2998046875,66713,2024-06-17
2024-06-24,8944.00390625,8965.400390625,9599.0,8888.0,8900.0,113044,2024-06-24
2024-07-01,8480.9111328125,8501.2001953125,9250.0,8450.0,8900.0,134056,2024-07-01
2024-07-08,8330.521484375,8350.4501953125,8626.2001953125,8292.400390625,8511.0,84127,2024-07-08
2024-07-15,8194.396484375,8214.0,8477.849609375,8155.0,8425.0,47603,2024-07-15
2024-07-22,8452.080078125,8472.2998046875,8598.900390625,8010.0498046875,8150.0,65234,2024-07-22
2024-07-29,9030.3466796875,9051.9501953125,9760.0,8551.0,8557.2001953125,553544,2024-07-29
2024-08-05,8384.1923828125,8404.25,8860.0,8195.0498046875,8660.0,138002,2024-08-05
2024-08-12,8268.3701171875,8288.150390625,8475.0,8080.0,8397.25,63543,2024-08-12
2024-08-19,8883.19921875,8904.4501953125,9124.9501953125,8220.099609375,8220.099609375,148107,2024-08-19
2024-08-26,8309.521484375,8329.400390625,8946.0,8100.0,8944.900390625,120030,2024-08-26
2024-09-02,7711.5,7711.5,8561.7001953125,7684.0,8386.400390625,153555,2024-09-02
2024-09-09,7209.14990234375,7209.14990234375,7703.60009765625,6982.2998046875,7700.0,199590,2024-09-09
2024-09-16,7251.60009765625,7251.60009765625,7420.0,6660.0,7122.39990234375,226532,2024-09-16
2024-09-23,7629.0,7629.0,7850.0,6902.0,7290.0,368220,2024-09-23
2024-09-30,7193.2998046875,7193.2998046875,7736.0498046875,7150.0,7580.0,147610,2024-09-30
2024-10-07,7099.89990234375,7099.89990234375,7370.89990234375,6851.10009765625,7269.0,157822,2024-10-07
2024-10-14,6909.25,6909.25,7205.25,6800.0,7155.0,106979,2024-10-14
2024-10-21,6209.5,6209.5,7034.85009765625,6150.0,6971.0,179374,2024-10-21
2024-10-28,7915.2001953125,7915.2001953125,8088.0,6160.0,6280.0498046875,718262,2024-10-28
2024-11-04,7382.89990234375,7382.89990234375,7888.0,7205.7998046875,7888.0,190282,2024-11-04
2024-11-11,6929.7001953125,6929.7001953125,7400.0,6680.0,7400.0,101085,2024-11-11
2024-11-18,6693.2998046875,6693.2998046875,7019.9501953125,6521.0,6975.0,84446,2024-11-18
2024-11-25,6892.2998046875,6892.2998046875,7105.10009765625,6790.0,6790.0,112396,2024-11-25
2024-12-02,6862.4501953125,6862.4501953125,7149.0,6825.0,6950.0,89430,2024-12-02
2024-12-09,6615.64990234375,6615.64990234375,6998.5498046875,6525.0,6998.5498046875,128982,2024-12-09
2024-12-16,6698.2001953125,6698.2001953125,6950.0498046875,6537.25,6650.0,160881,2024-12-16
2024-12-23,6574.64990234375,6574.64990234375,6730.0,6550.0,6672.0,49020,2024-12-23
2024-12-30,7331.60009765625,7331.60009765625,7638.0,6374.85009765625,6592.9501953125,570502,2024-12-30
2025-01-06,6536.5,6536.5,7325.0,6417.9501953125,7315.0,173128,2025-01-06
2025-01-13,6490.5498046875,6490.5498046875,6739.0,6266.64990234375,6515.0,114282,2025-01-13
2025-01-20,6530.25,6530.25,6786.60009765625,6364.7998046875,6497.0,83245,2025-01-20
2025-01-27,6501.2001953125,6501.2001953125,6559.0,6125.0,6411.0,133450,2025-01-27
2025-02-03,6588.4501953125,6588.4501953125,7049.0,6323.5,6420.0,193027,2025-02-03
2025-02-10,6493.0,6493.0,6999.0,6200.5,6629.0,269420,2025-02-10
2025-02-17,6948.2998046875,6948.2998046875,7080.0,6341.14990234375,6490.0498046875,213570,2025-02-17
2025-02-24,6671.14990234375,6671.14990234375,6926.0,6472.0498046875,6835.0,128472,2025-02-24
2025-03-03,7660.0,7660.0,7688.0,6635.35009765625,6724.5,406078,2025-03-03
2025-03-10,7239.35009765625,7239.35009765625,8015.0,7100.14990234375,7720.2001953125,258250,2025-03-10
2025-03-17,8460.0498046875,8460.0498046875,8574.75,7000.0,7290.39990234375,305638,2025-03-17
2025-03-24,9045.75,9045.75,9438.9501953125,8471.0498046875,8540.0,492519,2025-03-24
2025-03-31,8876.099609375,8876.099609375,9359.5498046875,8666.400390625,9045.75,222827,2025-03-31
2025-04-07,8705.0498046875,8705.0498046875,8843.599609375,8050.0,8050.0,219000,2025-04-07
2025-04-14,8693.0,8693.0,8947.5,8537.0,8705.0498046875,127727,2025-04-14
2025-04-21,9161.5,9161.5,9421.0,8710.0,8710.0,479062,2025-04-21
2025-04-28,9952.5,9952.5,10134.0,8745.0,9275.0,1290921,2025-04-28
2025-05-05,9712.5,9712.5,10598.5,9379.5,10062.5,823978,2025-05-05
2025-05-12,10954.5,10954.5,11259.5,9967.0,10254.5,897129,2025-05-12
2025-05-19,10237.5,10237.5,11034.5,10158.5,10954.5,324854,2025-05-19
2025-05-26,12649.5,12649.5,12725.0,10264.5,10355.0,737868,2025-05-26
2025-06-02,12502.0,12502.0,12893.0,11580.0,12742.0,570007,2025-06-02
2025-06-09,13351.0,13351.0,13595.0,12035.0,12498.0,685163,2025-06-09
2025-06-16,14262.0,14262.0,14494.0,13253.0,13500.0,792318,2025-06-16
2025-06-23,14500.0,14500.0,14589.0,13627.0,14179.0,547115,2025-06-23
2025-06-30,14342.0,14342.0,16300.0,14261.0,14610.0,978149,2025-06-30
2025-07-07,16421.0,16421.0,17039.0,14177.0,14341.0,1163721,2025-07-07
2025-07-14,16769.0,16769.0,17080.0,16390.0,16421.0,178955,2025-07-14
