Date,Adj Close_SHAKTIPUMP.NS,Close_SHAKTIPUMP.NS,High_SHAKTIPUMP.NS,Low_SHAKTIPUMP.NS,Open_SHAKTIPUMP.NS,Volume_SHAKTIPUMP.NS,Date
2025-05-05,878.4000244140625,878.4000244140625,918.7999877929688,822.1500244140625,853.7999877929688,2850456,2025-05-05
2025-05-12,846.3499755859375,846.3499755859375,920.0,840.0,889.9500122070312,4159431,2025-05-12
2025-05-19,854.9500122070312,854.9500122070312,875.0,827.0,840.0,2274392,2025-05-19
2025-05-26,856.5499877929688,856.5499877929688,920.9000244140625,848.25,868.9500122070312,2965546,2025-05-26
2025-06-02,939.7999877929688,939.7999877929688,945.0,842.3499755859375,856.0,4278647,2025-06-02
2025-06-09,978.5,978.5,1029.9000244140625,956.0,975.0,7150880,2025-06-09
2025-06-16,964.9500122070312,964.9500122070312,1049.0,940.0,980.0,5761906,2025-06-16
2025-06-23,949.0,949.0,984.0,947.9500122070312,949.9500122070312,2086329,2025-06-23
2025-06-30,936.9500122070312,936.9500122070312,979.0,935.0,949.2000122070312,2286591,2025-06-30
2025-07-07,919.4000244140625,919.4000244140625,944.8499755859375,906.9000244140625,940.0,1695449,2025-07-07
2025-07-14,937.6500244140625,937.6500244140625,946.0,903.7000122070312,920.4000244140625,923045,2025-07-14
