Date,Adj Close_HCG.NS,Close_HCG.NS,High_HCG.NS,Low_HCG.NS,Open_HCG.NS,Volume_HCG.NS,Date
2021-04-12,166.3000030517578,166.3000030517578,177.9499969482422,164.25,177.9499969482422,238150,2021-04-12
2021-04-19,184.8000030517578,184.8000030517578,195.0,161.3000030517578,165.89999389648438,531680,2021-04-19
2021-04-26,177.60000610351562,177.60000610351562,190.0500030517578,172.5,190.0,333135,2021-04-26
2021-05-03,191.60000610351562,191.60000610351562,204.5500030517578,180.89999389648438,182.0,1071957,2021-05-03
2021-05-10,187.64999389648438,187.64999389648438,198.6999969482422,184.0,194.6999969482422,408465,2021-05-10
2021-05-17,188.64999389648438,188.64999389648438,195.5,185.0500030517578,187.0,255951,2021-05-17
2021-05-24,187.14999389648438,187.14999389648438,198.89999389648438,186.10000610351562,190.0,420785,2021-05-24
2021-05-31,186.14999389648438,186.14999389648438,192.60000610351562,180.60000610351562,192.0,265399,2021-05-31
2021-06-07,197.64999389648438,197.64999389648438,202.6999969482422,181.14999389648438,187.0,669445,2021-06-07
2021-06-14,192.60000610351562,192.60000610351562,219.89999389648438,191.0,205.0,1717936,2021-06-14
2021-06-21,219.5,219.5,234.3000030517578,188.0,192.60000610351562,1578962,2021-06-21
2021-06-28,221.5500030517578,221.5500030517578,240.0,212.39999389648438,221.4499969482422,1731681,2021-06-28
2021-07-05,239.5,239.5,249.0,217.8000030517578,221.0,1920181,2021-07-05
2021-07-12,239.10000610351562,239.10000610351562,250.8000030517578,237.0500030517578,241.8000030517578,1374310,2021-07-12
2021-07-19,222.64999389648438,222.64999389648438,241.0,220.10000610351562,239.0500030517578,912733,2021-07-19
2021-07-26,250.1999969482422,250.1999969482422,255.5500030517578,217.4499969482422,226.60000610351562,2859406,2021-07-26
2021-08-02,248.64999389648438,248.64999389648438,262.8999938964844,240.10000610351562,257.0,1975821,2021-08-02
2021-08-09,243.4499969482422,243.4499969482422,264.75,242.0,249.89999389648438,1606927,2021-08-09
2021-08-16,222.3000030517578,222.3000030517578,248.6999969482422,220.10000610351562,243.4499969482422,1467923,2021-08-16
2021-08-23,230.14999389648438,230.14999389648438,230.89999389648438,212.5,229.0,777796,2021-08-23
2021-08-30,236.8000030517578,236.8000030517578,244.64999389648438,226.1999969482422,232.4499969482422,1294136,2021-08-30
2021-09-06,241.6999969482422,241.6999969482422,252.89999389648438,235.10000610351562,244.39999389648438,1405189,2021-09-06
2021-09-13,253.5,253.5,255.0,236.89999389648438,242.6999969482422,1265098,2021-09-13
2021-09-20,248.64999389648438,248.64999389648438,258.0,242.1999969482422,249.1999969482422,1291738,2021-09-20
2021-09-27,245.39999389648438,245.39999389648438,249.89999389648438,237.0500030517578,245.5500030517578,754413,2021-09-27
2021-10-04,243.89999389648438,243.89999389648438,253.89999389648438,239.10000610351562,249.4499969482422,526381,2021-10-04
2021-10-11,255.9499969482422,255.9499969482422,259.45001220703125,240.35000610351562,243.89999389648438,716250,2021-10-11
2021-10-18,231.39999389648438,231.39999389648438,258.1000061035156,229.0,258.1000061035156,571166,2021-10-18
2021-10-25,225.60000610351562,225.60000610351562,238.5,222.25,238.5,445976,2021-10-25
2021-11-01,241.39999389648438,241.39999389648438,244.4499969482422,225.4499969482422,225.4499969482422,349157,2021-11-01
2021-11-08,258.75,258.75,282.3999938964844,239.64999389648438,245.85000610351562,1711500,2021-11-08
2021-11-15,251.60000610351562,251.60000610351562,266.95001220703125,243.85000610351562,266.95001220703125,892572,2021-11-15
2021-11-22,250.4499969482422,250.4499969482422,264.70001220703125,244.6999969482422,255.9499969482422,1128843,2021-11-22
2021-11-29,249.4499969482422,249.4499969482422,258.0,241.0500030517578,254.0,809293,2021-11-29
2021-12-06,252.89999389648438,252.89999389648438,263.95001220703125,249.14999389648438,255.6999969482422,841839,2021-12-06
2021-12-13,241.8000030517578,241.8000030517578,263.8500061035156,240.10000610351562,258.45001220703125,546901,2021-12-13
2021-12-20,228.5500030517578,228.5500030517578,244.8000030517578,222.3000030517578,244.8000030517578,564361,2021-12-20
2021-12-27,239.0500030517578,239.0500030517578,242.75,225.5500030517578,231.5,463095,2021-12-27
2022-01-03,236.89999389648438,236.89999389648438,260.0,235.5500030517578,246.85000610351562,858577,2022-01-03
2022-01-10,247.75,247.75,252.0,238.75,247.9499969482422,721487,2022-01-10
2022-01-17,247.5500030517578,247.5500030517578,257.8999938964844,243.60000610351562,249.9499969482422,743651,2022-01-17
2022-01-24,243.9499969482422,243.9499969482422,251.5,234.4499969482422,251.5,711749,2022-01-24
2022-01-31,250.0500030517578,250.0500030517578,257.5,244.3000030517578,246.0,564686,2022-01-31
2022-02-07,242.5,242.5,255.89999389648438,237.60000610351562,253.8000030517578,792050,2022-02-07
2022-02-14,234.9499969482422,234.9499969482422,244.1999969482422,221.0,238.0,528277,2022-02-14
2022-02-21,231.25,231.25,244.14999389648438,214.89999389648438,233.10000610351562,472616,2022-02-21
2022-02-28,246.14999389648438,246.14999389648438,258.8999938964844,223.4499969482422,231.60000610351562,1138202,2022-02-28
2022-03-07,259.6499938964844,259.6499938964844,261.8999938964844,234.5,247.0,874183,2022-03-07
2022-03-14,254.64999389648438,254.64999389648438,285.6499938964844,252.0,263.0,1561347,2022-03-14
2022-03-21,271.5,271.5,282.1000061035156,254.9499969482422,256.3500061035156,906851,2022-03-21
2022-03-28,275.3999938964844,275.3999938964844,292.70001220703125,263.3999938964844,269.5,1273836,2022-03-28
2022-04-04,290.1499938964844,290.1499938964844,296.5,276.0,285.0,1363501,2022-04-04
2022-04-11,300.3999938964844,300.3999938964844,308.79998779296875,286.3500061035156,292.70001220703125,1434675,2022-04-11
2022-04-18,290.20001220703125,290.20001220703125,304.8999938964844,281.20001220703125,303.95001220703125,468289,2022-04-18
2022-04-25,281.8500061035156,281.8500061035156,304.8999938964844,280.1000061035156,288.0,844276,2022-04-25
2022-05-02,275.29998779296875,275.29998779296875,292.04998779296875,265.1000061035156,280.0,409546,2022-05-02
2022-05-09,261.04998779296875,261.04998779296875,283.0,254.1999969482422,278.29998779296875,604617,2022-05-09
2022-05-16,273.0,273.0,277.45001220703125,254.3000030517578,264.8999938964844,264006,2022-05-16
2022-05-23,276.0,276.0,286.8500061035156,264.1000061035156,279.0,1220816,2022-05-23
2022-05-30,283.5,283.5,288.79998779296875,272.95001220703125,278.0,766588,2022-05-30
2022-06-06,284.70001220703125,284.70001220703125,287.79998779296875,276.29998779296875,285.8999938964844,774385,2022-06-06
2022-06-13,265.29998779296875,265.29998779296875,282.0,254.0,282.0,496337,2022-06-13
2022-06-20,296.6499938964844,296.6499938964844,299.95001220703125,261.95001220703125,268.0,1303834,2022-06-20
2022-06-27,277.29998779296875,277.29998779296875,304.8999938964844,270.25,300.0,1999912,2022-06-27
2022-07-04,276.75,276.75,280.75,265.29998779296875,275.20001220703125,681587,2022-07-04
2022-07-11,271.29998779296875,271.29998779296875,279.54998779296875,270.3500061035156,275.54998779296875,401728,2022-07-11
2022-07-18,273.20001220703125,273.20001220703125,280.8999938964844,270.1000061035156,270.1000061035156,590077,2022-07-18
2022-07-25,269.5,269.5,280.8999938964844,265.0,275.95001220703125,525260,2022-07-25
2022-08-01,272.25,272.25,275.8999938964844,264.75,272.6499938964844,426637,2022-08-01
2022-08-08,285.25,285.25,296.0,271.8999938964844,272.25,852962,2022-08-08
2022-08-15,283.29998779296875,283.29998779296875,289.0,277.8500061035156,285.25,308927,2022-08-15
2022-08-22,270.95001220703125,270.95001220703125,283.45001220703125,269.0,283.29998779296875,319606,2022-08-22
2022-08-29,269.0,269.0,277.0,265.0,268.95001220703125,246017,2022-08-29
2022-09-05,269.54998779296875,269.54998779296875,278.8999938964844,266.25,269.0,489075,2022-09-05
2022-09-12,263.6499938964844,263.6499938964844,273.6499938964844,263.0,271.8999938964844,558323,2022-09-12
2022-09-19,280.29998779296875,280.29998779296875,290.45001220703125,250.0,263.6499938964844,938966,2022-09-19
2022-09-26,286.1000061035156,286.1000061035156,289.0,265.6000061035156,275.79998779296875,762945,2022-09-26
2022-10-03,302.8500061035156,302.8500061035156,304.95001220703125,283.1499938964844,286.1000061035156,1300911,2022-10-03
2022-10-10,297.79998779296875,297.79998779296875,308.0,289.6000061035156,302.20001220703125,1271663,2022-10-10
2022-10-17,287.95001220703125,287.95001220703125,301.95001220703125,286.0,301.95001220703125,712014,2022-10-17
2022-10-24,286.25,286.25,297.79998779296875,278.45001220703125,297.79998779296875,789550,2022-10-24
2022-10-31,300.04998779296875,300.04998779296875,304.5,281.1000061035156,293.79998779296875,1009112,2022-10-31
2022-11-07,290.95001220703125,290.95001220703125,306.95001220703125,284.5,300.5,852672,2022-11-07
2022-11-14,314.5,314.5,318.0,291.3500061035156,293.1499938964844,1859810,2022-11-14
2022-11-21,306.79998779296875,306.79998779296875,318.0,301.54998779296875,316.0,752352,2022-11-21
2022-11-28,304.8999938964844,304.8999938964844,314.1499938964844,291.1000061035156,310.0,973702,2022-11-28
2022-12-05,295.75,295.75,314.3999938964844,282.79998779296875,314.3999938964844,714783,2022-12-05
2022-12-12,290.79998779296875,290.79998779296875,299.79998779296875,285.04998779296875,296.0,766409,2022-12-12
2022-12-19,288.1000061035156,288.1000061035156,303.8999938964844,287.1499938964844,293.04998779296875,759766,2022-12-19
2022-12-26,287.45001220703125,287.45001220703125,291.70001220703125,283.5,288.79998779296875,523579,2022-12-26
2023-01-02,285.0,285.0,292.0,282.5,292.0,296348,2023-01-02
2023-01-09,286.29998779296875,286.29998779296875,290.95001220703125,284.25,285.1000061035156,250453,2023-01-09
2023-01-16,285.29998779296875,285.29998779296875,295.95001220703125,281.1000061035156,286.3500061035156,363115,2023-01-16
2023-01-23,283.6000061035156,283.6000061035156,293.04998779296875,279.04998779296875,287.70001220703125,261369,2023-01-23
2023-01-30,283.1000061035156,283.1000061035156,288.6000061035156,275.1000061035156,279.0,341187,2023-01-30
2023-02-06,282.3500061035156,282.3500061035156,294.8999938964844,276.6000061035156,280.20001220703125,285952,2023-02-06
2023-02-13,279.6499938964844,279.6499938964844,284.3999938964844,271.1499938964844,281.8500061035156,275302,2023-02-13
2023-02-20,278.8999938964844,278.8999938964844,282.3999938964844,270.95001220703125,279.6499938964844,364991,2023-02-20
2023-02-27,275.8500061035156,275.8500061035156,283.75,270.0,277.8500061035156,912244,2023-02-27
2023-03-06,278.1000061035156,278.1000061035156,282.8500061035156,273.29998779296875,275.95001220703125,221291,2023-03-06
2023-03-13,266.1000061035156,266.1000061035156,281.75,258.20001220703125,277.95001220703125,377813,2023-03-13
2023-03-20,263.6000061035156,263.6000061035156,267.6000061035156,253.14999389648438,261.20001220703125,486088,2023-03-20
2023-03-27,262.45001220703125,262.45001220703125,272.20001220703125,256.1000061035156,263.0,495187,2023-03-27
2023-04-03,271.6000061035156,271.6000061035156,274.8999938964844,258.5,258.5,135891,2023-04-03
2023-04-10,268.8500061035156,268.8500061035156,284.70001220703125,260.3999938964844,284.70001220703125,427805,2023-04-10
2023-04-17,267.29998779296875,267.29998779296875,272.0,261.04998779296875,268.45001220703125,329802,2023-04-17
2023-04-24,270.0,270.0,273.0,258.0,267.29998779296875,379135,2023-04-24
2023-05-01,267.04998779296875,267.04998779296875,278.95001220703125,264.79998779296875,270.0,354811,2023-05-01
2023-05-08,276.1000061035156,276.1000061035156,283.54998779296875,260.0,267.8500061035156,284015,2023-05-08
2023-05-15,311.70001220703125,311.70001220703125,318.0,276.1000061035156,276.1000061035156,1497796,2023-05-15
2023-05-22,293.75,293.75,317.20001220703125,290.1000061035156,309.95001220703125,732800,2023-05-22
2023-05-29,317.70001220703125,317.70001220703125,324.5,293.04998779296875,296.79998779296875,1720802,2023-05-29
2023-06-05,316.8500061035156,316.8500061035156,327.5,313.6000061035156,324.70001220703125,756379,2023-06-05
2023-06-12,317.1000061035156,317.1000061035156,324.5,306.0,318.0,640962,2023-06-12
2023-06-19,319.95001220703125,319.95001220703125,323.5,310.0,318.70001220703125,1211466,2023-06-19
2023-06-26,318.45001220703125,318.45001220703125,322.45001220703125,313.0,319.95001220703125,519498,2023-06-26
2023-07-03,327.75,327.75,335.0,314.0,319.95001220703125,621430,2023-07-03
2023-07-10,323.1499938964844,323.1499938964844,331.0,315.04998779296875,331.0,420631,2023-07-10
2023-07-17,320.20001220703125,320.20001220703125,326.75,315.04998779296875,324.8500061035156,397039,2023-07-17
2023-07-24,325.0,325.0,327.3500061035156,313.0,320.5,575019,2023-07-24
2023-07-31,338.25,338.25,347.5,320.04998779296875,326.6499938964844,1148201,2023-07-31
2023-08-07,331.04998779296875,331.04998779296875,345.0,325.1000061035156,339.95001220703125,665943,2023-08-07
2023-08-14,339.79998779296875,339.79998779296875,342.0,321.1000061035156,331.0,418941,2023-08-14
2023-08-21,340.6000061035156,340.6000061035156,344.70001220703125,331.0,343.8500061035156,428533,2023-08-21
2023-08-28,350.45001220703125,350.45001220703125,356.3500061035156,335.1000061035156,340.79998779296875,650386,2023-08-28
2023-09-04,375.6000061035156,375.6000061035156,380.3500061035156,352.79998779296875,354.5,942873,2023-09-04
2023-09-11,362.20001220703125,362.20001220703125,377.5,339.0,377.5,1002021,2023-09-11
2023-09-18,347.75,347.75,364.95001220703125,341.8999938964844,362.0,1013874,2023-09-18
2023-09-25,357.6000061035156,357.6000061035156,369.95001220703125,334.29998779296875,348.79998779296875,1263820,2023-09-25
2023-10-02,362.45001220703125,362.45001220703125,376.0,350.54998779296875,357.6000061035156,462062,2023-10-02
2023-10-09,370.0,370.0,373.04998779296875,359.0,365.0,781956,2023-10-09
2023-10-16,369.5,369.5,375.0,359.1000061035156,373.0,488173,2023-10-16
2023-10-23,358.70001220703125,358.70001220703125,372.0,354.8999938964844,372.0,421353,2023-10-23
2023-10-30,375.25,375.25,378.0,351.5,361.0,736660,2023-10-30
2023-11-06,376.1499938964844,376.1499938964844,389.3500061035156,364.5,375.25,735884,2023-11-06
2023-11-13,359.3999938964844,359.3999938964844,379.45001220703125,358.0,375.6000061035156,751929,2023-11-13
2023-11-20,365.6000061035156,365.6000061035156,374.75,352.5,361.29998779296875,960334,2023-11-20
2023-11-27,365.79998779296875,365.79998779296875,373.1499938964844,358.1000061035156,365.6000061035156,433761,2023-11-27
2023-12-04,360.6000061035156,360.6000061035156,370.79998779296875,359.5,367.95001220703125,434361,2023-12-04
2023-12-11,360.8999938964844,360.8999938964844,368.79998779296875,358.04998779296875,360.6000061035156,353010,2023-12-11
2023-12-18,367.70001220703125,367.70001220703125,375.0,356.0,363.0,539485,2023-12-18
2023-12-25,365.5,365.5,378.0,362.0,367.70001220703125,293990,2023-12-25
2024-01-01,370.1000061035156,370.1000061035156,382.0,362.0,364.1499938964844,554946,2024-01-01
2024-01-08,364.6000061035156,364.6000061035156,371.95001220703125,354.04998779296875,369.25,369763,2024-01-08
2024-01-15,362.04998779296875,362.04998779296875,370.8999938964844,358.5,365.79998779296875,346927,2024-01-15
2024-01-22,355.3500061035156,355.3500061035156,362.04998779296875,349.95001220703125,362.04998779296875,259119,2024-01-22
2024-01-29,359.54998779296875,359.54998779296875,374.6000061035156,351.8500061035156,357.1000061035156,881169,2024-01-29
2024-02-05,368.1499938964844,368.1499938964844,376.8500061035156,345.1499938964844,361.3500061035156,1258550,2024-02-05
2024-02-12,384.3500061035156,384.3500061035156,386.0,356.0,368.1000061035156,1499764,2024-02-12
2024-02-19,376.25,376.25,401.0,367.0,393.45001220703125,1648047,2024-02-19
2024-02-26,348.20001220703125,348.20001220703125,390.0,346.1000061035156,378.1499938964844,1881901,2024-02-26
2024-03-04,334.5,334.5,356.8999938964844,330.0,356.8999938964844,1544329,2024-03-04
2024-03-11,341.29998779296875,341.29998779296875,345.0,314.0,334.0,892899,2024-03-11
2024-03-18,340.8999938964844,340.8999938964844,345.20001220703125,330.0,338.5,397261,2024-03-18
2024-03-25,337.8500061035156,337.8500061035156,351.6499938964844,326.0,342.29998779296875,646961,2024-03-25
2024-04-01,368.3500061035156,368.3500061035156,368.8999938964844,331.8999938964844,334.1000061035156,961507,2024-04-01
2024-04-08,371.45001220703125,371.45001220703125,383.29998779296875,366.29998779296875,373.0,1131142,2024-04-08
2024-04-15,368.45001220703125,368.45001220703125,375.1499938964844,360.25,360.25,419746,2024-04-15
2024-04-22,350.25,350.25,370.25,347.0,370.0,563436,2024-04-22
2024-04-29,369.3500061035156,369.3500061035156,373.3999938964844,351.0,351.79998779296875,1837680,2024-04-29
2024-05-06,355.20001220703125,355.20001220703125,381.1499938964844,351.1000061035156,372.0,902328,2024-05-06
2024-05-13,364.3500061035156,364.3500061035156,365.25,352.0,355.79998779296875,370849,2024-05-13
2024-05-20,361.95001220703125,361.95001220703125,366.0,353.1000061035156,360.5,649061,2024-05-20
2024-05-27,360.75,360.75,367.3999938964844,352.3500061035156,363.79998779296875,874780,2024-05-27
2024-06-03,365.04998779296875,365.04998779296875,368.0,330.6499938964844,366.0,557076,2024-06-03
2024-06-10,391.25,391.25,393.70001220703125,363.6000061035156,365.1000061035156,2077406,2024-06-10
2024-06-17,381.29998779296875,381.29998779296875,395.95001220703125,380.04998779296875,391.25,1796296,2024-06-17
2024-06-24,380.0,380.0,388.25,370.0,381.0,1480762,2024-06-24
2024-07-01,378.3500061035156,378.3500061035156,383.8999938964844,370.0,380.5,1180362,2024-07-01
2024-07-08,360.1499938964844,360.1499938964844,383.45001220703125,355.95001220703125,382.8500061035156,722328,2024-07-08
2024-07-15,348.79998779296875,348.79998779296875,371.0,345.79998779296875,367.0,517226,2024-07-15
2024-07-22,356.45001220703125,356.45001220703125,365.0,344.95001220703125,350.54998779296875,454194,2024-07-22
2024-07-29,362.75,362.75,367.0,352.5,357.0,867552,2024-07-29
2024-08-05,362.25,362.25,375.3500061035156,349.54998779296875,355.3999938964844,1006415,2024-08-05
2024-08-12,356.0,356.0,361.95001220703125,351.54998779296875,360.25,604388,2024-08-12
2024-08-19,383.70001220703125,383.70001220703125,390.6000061035156,349.0,356.79998779296875,1618950,2024-08-19
2024-08-26,387.20001220703125,387.20001220703125,406.0,379.04998779296875,388.8999938964844,2517589,2024-08-26
2024-09-02,403.8999938964844,403.8999938964844,415.0,381.6499938964844,387.0,2630616,2024-09-02
2024-09-09,423.0,423.0,425.0,390.95001220703125,403.0,2561631,2024-09-09
2024-09-16,416.6000061035156,416.6000061035156,428.0,406.79998779296875,426.0,1037865,2024-09-16
2024-09-23,427.6499938964844,427.6499938964844,430.8500061035156,409.25,417.0,1015395,2024-09-23
2024-09-30,430.04998779296875,430.04998779296875,440.8999938964844,408.0,427.6499938964844,2236785,2024-09-30
2024-10-07,449.3500061035156,449.3500061035156,454.0,404.70001220703125,428.45001220703125,1725002,2024-10-07
2024-10-14,439.54998779296875,439.54998779296875,461.70001220703125,427.6000061035156,453.04998779296875,711983,2024-10-14
2024-10-21,428.1499938964844,428.1499938964844,445.6000061035156,404.79998779296875,442.6499938964844,876209,2024-10-21
2024-10-28,450.25,450.25,460.45001220703125,422.5,428.1499938964844,708482,2024-10-28
2024-11-04,467.6000061035156,467.6000061035156,519.5,440.25,452.0,1895147,2024-11-04
2024-11-11,470.1000061035156,470.1000061035156,479.0,454.04998779296875,475.95001220703125,1171524,2024-11-11
2024-11-18,468.29998779296875,468.29998779296875,476.0,457.0,473.95001220703125,479777,2024-11-18
2024-11-25,502.3999938964844,502.3999938964844,513.0,468.0,470.0,2457038,2024-11-25
2024-12-02,504.6000061035156,504.6000061035156,516.0,492.6499938964844,497.3999938964844,1315965,2024-12-02
2024-12-09,496.54998779296875,496.54998779296875,512.4500122070312,491.54998779296875,505.0,721412,2024-12-09
2024-12-16,531.2999877929688,531.2999877929688,548.0,496.0,496.0,2206930,2024-12-16
2024-12-23,471.0,471.0,534.9500122070312,456.95001220703125,532.8499755859375,2844711,2024-12-23
2024-12-30,482.29998779296875,482.29998779296875,493.6000061035156,466.20001220703125,474.95001220703125,685822,2024-12-30
2025-01-06,471.70001220703125,471.70001220703125,496.0,468.0,479.25,593567,2025-01-06
2025-01-13,499.45001220703125,499.45001220703125,518.5,476.75,482.0,2869206,2025-01-13
2025-01-20,502.45001220703125,502.45001220703125,535.0,491.25,504.95001220703125,1496841,2025-01-20
2025-01-27,512.2999877929688,512.2999877929688,520.6500244140625,484.75,502.0,2246315,2025-01-27
2025-02-03,524.4000244140625,524.4000244140625,567.7000122070312,515.5499877929688,567.7000122070312,1793072,2025-02-03
2025-02-10,489.45001220703125,489.45001220703125,532.0,482.1000061035156,530.9500122070312,998970,2025-02-10
2025-02-17,499.75,499.75,511.0,472.54998779296875,489.45001220703125,809747,2025-02-17
2025-02-24,501.6499938964844,501.6499938964844,536.0,484.8500061035156,503.20001220703125,2106371,2025-02-24
2025-03-03,506.3999938964844,506.3999938964844,522.0,481.8500061035156,500.0,1636468,2025-03-03
2025-03-10,496.95001220703125,496.95001220703125,513.9500122070312,495.95001220703125,506.0,640834,2025-03-10
2025-03-17,523.0,523.0,532.9000244140625,491.0,492.29998779296875,1223543,2025-03-17
2025-03-24,542.0999755859375,542.0999755859375,550.75,510.20001220703125,526.7999877929688,1501348,2025-03-24
2025-03-31,532.5499877929688,532.5499877929688,547.9500122070312,516.0,542.0999755859375,648714,2025-03-31
2025-04-07,533.9000244140625,533.9000244140625,539.9000244140625,501.25,507.25,788612,2025-04-07
2025-04-14,593.4500122070312,593.4500122070312,598.0,533.9000244140625,533.9000244140625,2751074,2025-04-14
2025-04-21,558.7000122070312,558.7000122070312,601.9500122070312,547.4000244140625,601.9500122070312,1873482,2025-04-21
2025-04-28,569.3499755859375,569.3499755859375,578.0,542.9000244140625,550.0,906876,2025-04-28
2025-05-05,550.2999877929688,550.2999877929688,596.1500244140625,533.0499877929688,580.0999755859375,1521457,2025-05-05
2025-05-12,593.6500244140625,593.6500244140625,639.0,561.1500244140625,569.0,1445411,2025-05-12
2025-05-19,594.6500244140625,594.6500244140625,626.9000244140625,582.5499877929688,608.5,873979,2025-05-19
2025-05-26,542.4000244140625,542.4000244140625,594.3499755859375,526.0999755859375,593.9500122070312,2238566,2025-05-26
2025-06-02,552.5,552.5,560.9000244140625,540.75,556.9500122070312,1276234,2025-06-02
2025-06-09,547.6500244140625,547.6500244140625,558.8499755859375,536.0,558.7999877929688,767468,2025-06-09
2025-06-16,535.25,535.25,551.8499755859375,523.0999755859375,549.0,769823,2025-06-16
2025-06-23,544.7999877929688,544.7999877929688,551.8499755859375,520.0999755859375,529.0499877929688,1222799,2025-06-23
2025-06-30,566.2999877929688,566.2999877929688,575.0,531.3499755859375,548.5,2028067,2025-06-30
2025-07-07,559.0999755859375,559.0999755859375,569.3499755859375,547.9500122070312,566.2999877929688,505045,2025-07-07
2025-07-14,569.9500122070312,569.9500122070312,577.0,543.5499877929688,560.7999877929688,340480,2025-07-14
