Date,Adj Close_TVTODAY.NS,Close_TVTODAY.NS,High_TVTODAY.NS,Low_TVTODAY.NS,Open_TVTODAY.NS,Volume_TVTODAY.NS,Date
2021-08-16,271.24896240234375,289.20001220703125,308.5,286.0,293.0,577906,2021-08-16
2021-08-23,269.60760498046875,287.45001220703125,292.0,274.0,290.0,261954,2021-08-23
2021-08-30,280.0185546875,298.54998779296875,300.0,285.45001220703125,288.20001220703125,297615,2021-08-30
2021-09-06,284.5206604003906,303.3500061035156,320.0,297.0,299.8999938964844,661772,2021-09-06
2021-09-13,290.0286865234375,306.75,312.29998779296875,296.29998779296875,303.3500061035156,521150,2021-09-13
2021-09-20,280.4792785644531,296.6499938964844,313.6499938964844,295.04998779296875,305.1000061035156,585821,2021-09-20
2021-09-27,273.3408203125,289.1000061035156,298.1499938964844,286.0,298.1499938964844,471001,2021-09-27
2021-10-04,271.4025573730469,287.04998779296875,296.6000061035156,282.5,293.0,431382,2021-10-04
2021-10-11,273.4353942871094,289.20001220703125,294.20001220703125,287.0,287.04998779296875,253686,2021-10-11
2021-10-18,280.7156066894531,296.8999938964844,310.8999938964844,291.95001220703125,292.0,601004,2021-10-18
2021-10-25,295.4179992675781,312.45001220703125,319.8500061035156,293.0,299.8999938964844,837078,2021-10-25
2021-11-01,307.6620788574219,325.3999938964844,327.3999938964844,309.1000061035156,310.0,633015,2021-11-01
2021-11-08,330.3537902832031,349.3999938964844,366.0,326.0,326.0,1818337,2021-11-08
2021-11-15,378.47918701171875,400.29998779296875,426.3999938964844,343.04998779296875,349.0,7660250,2021-11-15
2021-11-22,390.3923645019531,412.8999938964844,434.0,365.45001220703125,400.29998779296875,3064570,2021-11-22
2021-11-29,394.78887939453125,417.54998779296875,447.0,376.75,411.0,2067090,2021-11-29
2021-12-06,402.6836853027344,425.8999938964844,434.3500061035156,410.1000061035156,417.0,880195,2021-12-06
2021-12-13,400.17816162109375,423.25,460.1000061035156,412.0,428.04998779296875,2830212,2021-12-13
2021-12-20,402.11639404296875,425.29998779296875,435.0,405.04998779296875,423.25,1059677,2021-12-20
2021-12-27,401.0763854980469,424.20001220703125,435.0,418.0,427.8999938964844,743634,2021-12-27
2022-01-03,395.7816467285156,418.6000061035156,430.0,413.0,425.6499938964844,411848,2022-01-03
2022-01-10,394.26885986328125,417.0,425.6499938964844,401.0,419.8999938964844,392417,2022-01-10
2022-01-17,378.0064392089844,399.79998779296875,428.5,394.04998779296875,421.5,607052,2022-01-17
2022-01-24,364.58050537109375,385.6000061035156,415.6000061035156,370.70001220703125,401.45001220703125,538734,2022-01-24
2022-01-31,374.2244567871094,395.79998779296875,404.5,386.04998779296875,389.29998779296875,263667,2022-01-31
2022-02-07,371.5771179199219,393.0,425.0,380.1000061035156,400.0,768342,2022-02-07
2022-02-14,376.02093505859375,397.70001220703125,412.79998779296875,366.3999938964844,394.95001220703125,477139,2022-02-14
2022-02-21,356.6383972167969,377.20001220703125,399.04998779296875,357.20001220703125,397.70001220703125,335539,2022-02-21
2022-02-28,370.0643310546875,391.3999938964844,398.0,359.54998779296875,374.0,223058,2022-02-28
2022-03-07,365.14776611328125,386.20001220703125,403.0,362.79998779296875,382.0,468684,2022-03-07
2022-03-14,374.8390808105469,396.45001220703125,399.3999938964844,375.0,386.0,334223,2022-03-14
2022-03-21,367.275146484375,388.45001220703125,408.95001220703125,386.20001220703125,401.95001220703125,662161,2022-03-21
2022-03-28,360.27850341796875,381.04998779296875,390.0,370.0,390.0,432067,2022-03-28
2022-04-04,383.0648193359375,405.1499938964844,423.0,385.0,385.0,956642,2022-04-04
2022-04-11,386.46856689453125,408.75,421.0,397.70001220703125,406.0,536152,2022-04-11
2022-04-18,390.8651123046875,413.3999938964844,430.5,403.6499938964844,409.0,906712,2022-04-18
2022-04-25,381.3156433105469,403.29998779296875,424.1499938964844,400.6000061035156,411.8500061035156,392498,2022-04-25
2022-05-02,365.14776611328125,386.20001220703125,415.0,383.0,400.0,352648,2022-05-02
2022-05-09,263.7913818359375,279.0,386.29998779296875,276.6000061035156,386.20001220703125,1330221,2022-05-09
2022-05-16,267.0060729980469,282.3999938964844,295.0,269.6000061035156,279.0,541837,2022-05-16
2022-05-23,249.08905029296875,263.45001220703125,285.6000061035156,235.5500030517578,285.6000061035156,701323,2022-05-23
2022-05-30,251.0745391845703,265.54998779296875,280.8500061035156,260.1000061035156,267.1000061035156,247437,2022-05-30
2022-06-06,248.2380828857422,262.54998779296875,277.04998779296875,257.0,264.8999938964844,225181,2022-06-06
2022-06-13,239.8705291748047,253.6999969482422,266.8999938964844,250.10000610351562,261.0,323933,2022-06-13
2022-06-20,247.95445251464844,262.25,271.75,242.0,251.10000610351562,217753,2022-06-20
2022-06-27,249.60906982421875,264.0,278.75,253.0500030517578,262.5,564019,2022-06-27
2022-07-04,254.05288696289062,268.70001220703125,272.8999938964844,258.04998779296875,265.0,209735,2022-07-04
2022-07-11,249.8927001953125,264.29998779296875,274.0,258.70001220703125,265.0,218405,2022-07-11
2022-07-18,279.06103515625,295.1499938964844,304.70001220703125,262.6000061035156,264.29998779296875,472725,2022-07-18
2022-07-25,263.9804992675781,279.20001220703125,299.0,276.6000061035156,293.0,287615,2022-07-25
2022-08-01,265.0205078125,280.29998779296875,292.0,276.20001220703125,278.8999938964844,288748,2022-08-01
2022-08-08,264.4059753417969,279.6499938964844,290.75,271.6000061035156,280.0,591187,2022-08-08
2022-08-15,260.10400390625,275.1000061035156,289.95001220703125,273.25,279.6499938964844,464949,2022-08-15
2022-08-22,276.41363525390625,292.3500061035156,306.0,263.75,272.0,2552083,2022-08-22
2022-08-29,273.24627685546875,289.0,298.8999938964844,280.1000061035156,286.0,751789,2022-08-29
2022-09-05,295.84344482421875,312.8999938964844,319.8999938964844,289.25,290.5,1859751,2022-09-05
2022-09-12,269.0861511230469,284.6000061035156,324.0,281.6000061035156,314.8999938964844,1176837,2022-09-12
2022-09-19,274.5699462890625,290.3999938964844,314.95001220703125,282.04998779296875,285.8999938964844,1413319,2022-09-19
2022-09-26,263.5438537597656,275.79998779296875,291.0,274.6000061035156,290.0,540809,2022-09-26
2022-10-03,262.7316589355469,274.95001220703125,279.8500061035156,268.3999938964844,276.54998779296875,378313,2022-10-03
2022-10-10,258.76605224609375,270.79998779296875,280.20001220703125,269.0,273.25,290128,2022-10-10
2022-10-17,259.5304870605469,271.6000061035156,277.45001220703125,265.0,271.6000061035156,250722,2022-10-17
2022-10-24,269.9461364746094,282.5,284.8999938964844,271.6499938964844,274.0,177689,2022-10-24
2022-10-31,263.44830322265625,275.70001220703125,283.54998779296875,273.0,280.0,174637,2022-10-31
2022-11-07,259.9127502441406,272.0,287.0,267.04998779296875,278.45001220703125,401702,2022-11-07
2022-11-14,239.51148986816406,250.64999389648438,272.20001220703125,237.60000610351562,269.0,403976,2022-11-14
2022-11-21,238.07814025878906,249.14999389648438,253.25,243.6999969482422,249.9499969482422,153844,2022-11-21
2022-11-28,240.32371520996094,251.5,256.75,245.14999389648438,250.9499969482422,484075,2022-11-28
2022-12-05,237.2181396484375,248.25,257.29998779296875,246.10000610351562,252.0,280200,2022-12-05
2022-12-12,232.72702026367188,243.5500030517578,250.85000610351562,241.8000030517578,250.85000610351562,244946,2022-12-12
2022-12-19,216.0046844482422,226.0500030517578,252.60000610351562,224.5500030517578,244.5500030517578,257170,2022-12-19
2022-12-26,234.25588989257812,245.14999389648438,253.6999969482422,225.39999389648438,226.14999389648438,378044,2022-12-26
2023-01-02,234.1603546142578,245.0500030517578,252.85000610351562,242.4499969482422,248.0,297114,2023-01-02
2023-01-09,247.9682159423828,259.5,274.0,245.39999389648438,249.89999389648438,1199311,2023-01-09
2023-01-16,243.8592987060547,255.1999969482422,266.5,251.0,260.1000061035156,403379,2023-01-16
2023-01-23,238.74705505371094,249.85000610351562,260.5,246.8000030517578,255.10000610351562,454985,2023-01-23
2023-01-30,273.2906188964844,286.0,295.8999938964844,241.14999389648438,250.39999389648438,2426043,2023-01-30
2023-02-06,293.9784851074219,307.6499938964844,313.5,295.0,296.3999938964844,9780998,2023-02-06
2023-02-13,208.36019897460938,218.0500030517578,240.9499969482422,210.64999389648438,240.0,2735676,2023-02-13
2023-02-20,205.35015869140625,214.89999389648438,219.5500030517578,212.0,218.5,818357,2023-02-20
2023-02-27,200.4290313720703,209.75,217.0500030517578,206.75,217.0500030517578,766193,2023-02-27
2023-03-06,191.78118896484375,200.6999969482422,213.0,200.0500030517578,212.0,818511,2023-03-06
2023-03-13,184.61448669433594,193.1999969482422,202.0,191.64999389648438,200.0,703000,2023-03-13
2023-03-20,177.35223388671875,185.60000610351562,199.8000030517578,183.64999389648438,195.9499969482422,1021757,2023-03-20
2023-03-27,172.95663452148438,181.0,188.39999389648438,169.5500030517578,188.39999389648438,2125197,2023-03-27
2023-04-03,187.7200469970703,196.4499969482422,197.8000030517578,181.1999969482422,184.60000610351562,598041,2023-04-03
2023-04-10,185.95228576660156,194.60000610351562,198.9499969482422,193.0,198.4499969482422,328479,2023-04-10
2023-04-17,181.5089111328125,189.9499969482422,200.10000610351562,188.5,196.0,326348,2023-04-17
2023-04-24,184.28004455566406,192.85000610351562,195.89999389648438,188.0,190.14999389648438,404349,2023-04-24
2023-05-01,193.74009704589844,202.75,207.5,192.85000610351562,192.85000610351562,463641,2023-05-01
2023-05-08,198.70901489257812,207.9499969482422,209.5,202.60000610351562,205.9499969482422,257056,2023-05-08
2023-05-15,175.77554321289062,183.9499969482422,211.0,182.0500030517578,209.9499969482422,1304819,2023-05-15
2023-05-22,181.27001953125,189.6999969482422,193.6999969482422,178.6999969482422,185.89999389648438,585901,2023-05-22
2023-05-29,185.33116149902344,193.9499969482422,195.60000610351562,189.64999389648438,192.39999389648438,408835,2023-05-29
2023-06-05,182.65557861328125,191.14999389648438,199.1999969482422,188.0500030517578,195.89999389648438,469592,2023-06-05
2023-06-12,190.634521484375,199.5,201.5,191.3000030517578,191.3000030517578,319623,2023-06-12
2023-06-19,185.37892150878906,194.0,203.85000610351562,192.0,200.85000610351562,348858,2023-06-19
2023-06-26,186.09561157226562,194.75,197.6999969482422,192.0,196.6999969482422,249834,2023-06-26
2023-07-03,190.53897094726562,199.39999389648438,201.6999969482422,194.0500030517578,195.85000610351562,363693,2023-07-03
2023-07-10,188.58006286621094,197.35000610351562,201.6999969482422,196.0500030517578,199.89999389648438,357515,2023-07-10
2023-07-17,199.85568237304688,209.14999389648438,214.5,198.35000610351562,198.35000610351562,1218017,2023-07-17
2023-07-24,196.36788940429688,205.5,211.8000030517578,196.64999389648438,209.14999389648438,662693,2023-07-24
2023-07-31,194.31344604492188,203.35000610351562,210.89999389648438,199.60000610351562,206.0,407592,2023-07-31
2023-08-07,202.0056915283203,211.39999389648438,215.64999389648438,204.60000610351562,207.0,848374,2023-08-07
2023-08-14,191.49452209472656,200.39999389648438,204.75,192.0,198.5,761387,2023-08-14
2023-08-21,199.33013916015625,208.60000610351562,218.0,201.5,201.5,858845,2023-08-21
2023-08-28,212.42132568359375,222.3000030517578,228.9499969482422,207.85000610351562,208.60000610351562,1204775,2023-08-28
2023-09-04,217.39024353027344,227.5,236.5,224.35000610351562,224.39999389648438,1178794,2023-09-04
2023-09-11,211.9435577392578,221.8000030517578,233.89999389648438,216.64999389648438,230.0,1196888,2023-09-11
2023-09-18,209.91119384765625,216.75,224.64999389648438,214.6999969482422,222.39999389648438,560930,2023-09-18
2023-09-25,204.294189453125,210.9499969482422,224.0,209.10000610351562,217.85000610351562,841687,2023-09-25
2023-10-02,208.84588623046875,215.64999389648438,221.8000030517578,209.0,210.9499969482422,934427,2023-10-02
2023-10-09,216.15768432617188,223.1999969482422,224.9499969482422,207.6999969482422,215.64999389648438,1535632,2023-10-09
2023-10-16,217.3682403564453,224.4499969482422,232.9499969482422,210.10000610351562,229.0,955142,2023-10-16
2023-10-23,210.20172119140625,217.0500030517578,224.35000610351562,206.39999389648438,222.5,616258,2023-10-23
2023-10-30,195.8202667236328,202.1999969482422,219.8000030517578,192.0,219.64999389648438,1653624,2023-10-30
2023-11-06,203.18048095703125,209.8000030517578,213.75,202.60000610351562,205.0,1170491,2023-11-06
2023-11-13,201.43727111816406,208.0,216.0,206.3000030517578,214.0,487262,2023-11-13
2023-11-20,198.77403259277344,205.25,212.10000610351562,202.0,208.0,579864,2023-11-20
2023-11-27,202.30886840820312,208.89999389648438,214.0,202.14999389648438,205.25,930561,2023-11-27
2023-12-04,204.72998046875,211.39999389648438,217.0,207.3000030517578,212.39999389648438,1338986,2023-12-04
2023-12-11,206.27951049804688,213.0,221.4499969482422,211.0,215.0,697990,2023-12-11
2023-12-18,206.76373291015625,213.5,224.3000030517578,205.10000610351562,215.0,1003448,2023-12-18
2023-12-25,207.39321899414062,214.14999389648438,217.89999389648438,208.85000610351562,213.5,622494,2023-12-25
2024-01-01,234.60662841796875,242.25,245.4499969482422,212.5500030517578,214.14999389648438,2981970,2024-01-01
2024-01-08,244.87217712402344,252.85000610351562,273.8500061035156,245.0,249.8000030517578,5966425,2024-01-08
2024-01-15,235.28453063964844,242.9499969482422,256.1499938964844,238.3000030517578,255.0,1689217,2024-01-15
2024-01-22,224.68002319335938,232.0,249.4499969482422,229.0,242.9499969482422,852531,2024-01-22
2024-01-29,237.60882568359375,245.35000610351562,257.0,232.1999969482422,232.1999969482422,2106218,2024-01-29
2024-02-05,228.94119262695312,236.39999389648438,252.0,231.1999969482422,247.6999969482422,944202,2024-02-05
2024-02-12,251.55447387695312,259.75,263.5,235.64999389648438,251.0,5394866,2024-02-12
2024-02-19,245.01744079589844,253.0,269.0,247.0500030517578,259.1000061035156,2064159,2024-02-19
2024-02-26,234.75189208984375,242.39999389648438,253.9499969482422,236.14999389648438,253.9499969482422,1098159,2024-02-26
2024-03-04,224.63160705566406,231.9499969482422,248.0500030517578,230.60000610351562,247.0,436197,2024-03-04
2024-03-11,209.1848602294922,216.0,235.89999389648438,203.60000610351562,235.0,1102551,2024-03-11
2024-03-18,205.11737060546875,211.8000030517578,222.0500030517578,210.5,219.25,618514,2024-03-18
2024-03-25,204.9720916748047,211.64999389648438,217.1999969482422,209.5500030517578,211.8000030517578,591474,2024-03-25
2024-04-01,223.42103576660156,230.6999969482422,235.0,212.0,212.0,890851,2024-04-01
2024-04-08,222.06521606445312,229.3000030517578,235.6999969482422,227.39999389648438,234.14999389648438,336191,2024-04-08
2024-04-15,216.3513641357422,223.39999389648438,226.5500030517578,217.4499969482422,225.0,314375,2024-04-15
2024-04-22,227.7306365966797,235.14999389648438,242.4499969482422,223.5500030517578,224.1999969482422,605072,2024-04-22
2024-04-29,227.87591552734375,235.3000030517578,241.25,227.85000610351562,237.6999969482422,414190,2024-04-29
2024-05-06,221.58099365234375,228.8000030517578,239.14999389648438,221.5500030517578,236.89999389648438,486432,2024-05-06
2024-05-13,210.6375274658203,217.5,245.9499969482422,215.25,229.6999969482422,2026750,2024-05-13
2024-05-20,214.65658569335938,221.64999389648438,225.89999389648438,216.1999969482422,221.75,743145,2024-05-20
2024-05-27,207.0542755126953,213.8000030517578,223.9499969482422,211.0,222.64999389648438,504373,2024-05-27
2024-06-03,214.36605834960938,221.35000610351562,224.89999389648438,201.9499969482422,221.5,909980,2024-06-03
2024-06-10,224.9899444580078,232.32000732421875,235.5,219.0500030517578,223.39999389648438,1097258,2024-06-10
2024-06-17,223.8374786376953,231.1300048828125,235.0,223.9600067138672,232.32000732421875,764323,2024-06-17
2024-06-24,222.1717529296875,229.41000366210938,234.1999969482422,226.05999755859375,230.0,486738,2024-06-24
2024-07-01,228.47634887695312,235.9199981689453,249.0,227.3800048828125,228.0,1162918,2024-07-01
2024-07-08,235.7978057861328,243.47999572753906,251.0,231.8800048828125,236.9499969482422,1462422,2024-07-08
2024-07-15,227.4401092529297,234.85000610351562,246.58999633789062,232.9499969482422,245.25,454917,2024-07-15
2024-07-22,240.2720489501953,248.10000610351562,252.64999389648438,224.57000732421875,234.89999389648438,988306,2024-07-22
2024-07-29,266.61383056640625,275.29998779296875,308.0,249.50999450683594,249.89999389648438,10627651,2024-07-29
2024-08-05,260.02838134765625,268.5,276.1499938964844,259.0,270.0,2599025,2024-08-05
2024-08-12,258.1883544921875,266.6000061035156,271.8500061035156,259.25,269.5,1331754,2024-08-12
2024-08-19,264.09588623046875,272.70001220703125,280.0,265.75,268.70001220703125,1577876,2024-08-19
2024-08-26,263.12744140625,271.70001220703125,276.25,266.6000061035156,274.5,1829006,2024-08-26
2024-09-02,264.0474548339844,272.6499938964844,279.54998779296875,268.25,274.8500061035156,1928332,2024-09-02
2024-09-09,243.03211975097656,250.9499969482422,274.45001220703125,248.14999389648438,272.79998779296875,1792533,2024-09-09
2024-09-16,234.85000610351562,234.85000610351562,252.9499969482422,233.89999389648438,251.9499969482422,814309,2024-09-16
2024-09-23,234.1999969482422,234.1999969482422,243.8000030517578,230.25,234.85000610351562,1472255,2024-09-23
2024-09-30,225.5399932861328,225.5399932861328,240.6999969482422,223.27000427246094,232.9499969482422,679707,2024-09-30
2024-10-07,227.52000427246094,227.52000427246094,237.8800048828125,217.0,230.0500030517578,979154,2024-10-07
2024-10-14,220.99000549316406,220.99000549316406,234.0,220.0,229.60000610351562,309917,2024-10-14
2024-10-21,206.52000427246094,206.52000427246094,223.9499969482422,204.82000732421875,221.97999572753906,692168,2024-10-21
2024-10-28,202.86000061035156,202.86000061035156,214.0,185.64999389648438,207.60000610351562,944311,2024-10-28
2024-11-04,198.85000610351562,198.85000610351562,206.0,196.27999877929688,202.86000061035156,483791,2024-11-04
2024-11-11,189.1300048828125,189.1300048828125,200.47999572753906,187.0500030517578,200.47999572753906,399771,2024-11-11
2024-11-18,187.94000244140625,187.94000244140625,192.4199981689453,183.2899932861328,190.75,374917,2024-11-18
2024-11-25,202.3300018310547,202.3300018310547,204.44000244140625,190.0,190.0,444332,2024-11-25
2024-12-02,213.74000549316406,213.74000549316406,216.44000244140625,199.99000549316406,201.7899932861328,410956,2024-12-02
2024-12-09,203.47999572753906,203.47999572753906,216.99000549316406,201.0,215.0,258305,2024-12-09
2024-12-16,206.33999633789062,206.33999633789062,214.80999755859375,200.5,204.5,367987,2024-12-16
2024-12-23,200.41000366210938,200.41000366210938,207.6999969482422,197.3699951171875,207.35000610351562,177546,2024-12-23
2024-12-30,213.97999572753906,213.97999572753906,223.0,194.61000061035156,200.4199981689453,1021126,2024-12-30
2025-01-06,205.77000427246094,205.77000427246094,226.99000549316406,203.0,215.0500030517578,1098516,2025-01-06
2025-01-13,210.9600067138672,210.9600067138672,212.89999389648438,190.10000610351562,205.41000366210938,949659,2025-01-13
2025-01-20,197.66000366210938,197.66000366210938,214.4600067138672,194.44000244140625,210.02000427246094,480138,2025-01-20
2025-01-27,190.9600067138672,190.9600067138672,200.50999450683594,180.0,199.89999389648438,673165,2025-01-27
2025-02-03,188.52999877929688,188.52999877929688,201.0,184.0,190.0,514276,2025-02-03
2025-02-10,160.7100067138672,160.7100067138672,187.38999938964844,157.0,180.02000427246094,722339,2025-02-10
2025-02-17,165.25999450683594,165.25999450683594,171.99000549316406,158.42999267578125,158.42999267578125,330708,2025-02-17
2025-02-24,156.42999267578125,156.42999267578125,165.07000732421875,155.3000030517578,163.60000610351562,238925,2025-02-24
2025-03-03,164.25,164.25,168.6699981689453,147.52000427246094,160.25,470567,2025-03-03
2025-03-10,151.22999572753906,151.22999572753906,165.64999389648438,149.8300018310547,163.8000030517578,546699,2025-03-10
2025-03-17,170.10000610351562,170.10000610351562,172.0,152.0,152.60000610351562,760892,2025-03-17
2025-03-24,156.4199981689453,156.4199981689453,175.7899932861328,155.6999969482422,171.60000610351562,1322363,2025-03-24
2025-03-31,159.1999969482422,159.1999969482422,162.58999633789062,155.82000732421875,156.4199981689453,379969,2025-03-31
2025-04-07,161.47999572753906,161.47999572753906,165.0,151.2100067138672,154.89999389648438,265230,2025-04-07
2025-04-14,169.99000549316406,169.99000549316406,172.77000427246094,162.25,164.89999389648438,272565,2025-04-14
2025-04-21,168.66000366210938,168.66000366210938,174.1999969482422,165.0,170.9499969482422,367574,2025-04-21
2025-04-28,165.9199981689453,165.9199981689453,171.4499969482422,164.0,166.55999755859375,174053,2025-04-28
2025-05-05,170.6699981689453,170.6699981689453,172.49000549316406,160.25,166.75,314714,2025-05-05
2025-05-12,176.5500030517578,176.5500030517578,179.14999389648438,168.00999450683594,173.10000610351562,540445,2025-05-12
2025-05-19,171.4199981689453,171.4199981689453,184.8000030517578,168.99000549316406,176.5500030517578,779822,2025-05-19
2025-05-26,172.02000427246094,172.02000427246094,173.8699951171875,168.35000610351562,173.0,317274,2025-05-26
2025-06-02,169.22000122070312,169.22000122070312,172.2899932861328,167.4499969482422,170.89999389648438,285049,2025-06-02
2025-06-09,168.2100067138672,168.2100067138672,176.99000549316406,167.11000061035156,170.0399932861328,369231,2025-06-09
2025-06-16,166.19000244140625,166.19000244140625,171.92999267578125,161.00999450683594,168.97000122070312,286721,2025-06-16
2025-06-23,172.19000244140625,172.19000244140625,182.60000610351562,163.7100067138672,166.0,694015,2025-06-23
2025-06-30,170.4199981689453,170.4199981689453,174.69000244140625,169.0,172.0500030517578,200106,2025-06-30
2025-07-07,170.27000427246094,170.27000427246094,174.0,168.4199981689453,171.89999389648438,195904,2025-07-07
2025-07-14,169.8699951171875,169.8699951171875,173.52999877929688,168.02000427246094,171.3000030517578,71446,2025-07-14
