Date,Adj Close_LTTS.NS,Close_LTTS.NS,High_LTTS.NS,Low_LTTS.NS,Open_LTTS.NS,Volume_LTTS.NS,Date
2020-12-07,1761.8175048828125,1846.199951171875,1890.0,1800.0,1815.0,940809,2020-12-07
2020-12-14,2102.9296875,2203.64990234375,2348.0,1803.0,1848.0,5100282,2020-12-14
2020-12-21,2241.302490234375,2348.64990234375,2390.0,1970.0,2209.14990234375,2939045,2020-12-21
2020-12-28,2299.371337890625,2409.5,2434.0,2301.449951171875,2358.300048828125,973356,2020-12-28
2021-01-04,2344.12744140625,2456.39990234375,2620.0,2380.0,2429.0,1217054,2021-01-04
2021-01-11,2403.150634765625,2518.25,2748.949951171875,2464.0,2482.5,1984209,2021-01-11
2021-01-18,2292.166259765625,2401.949951171875,2684.0,2305.0,2532.0,2622077,2021-01-18
2021-01-25,2322.656005859375,2433.89990234375,2550.0,2301.0,2439.89990234375,1448172,2021-01-25
2021-02-01,2602.979736328125,2727.64990234375,2760.0,2410.0,2455.0,1189575,2021-02-01
2021-02-08,2481.068359375,2599.89990234375,2738.60009765625,2565.0,2738.60009765625,634672,2021-02-08
2021-02-15,2522.24658203125,2643.050048828125,2690.0,2567.0,2619.89990234375,708766,2021-02-15
2021-02-22,2450.34033203125,2567.699951171875,2649.39990234375,2441.0,2630.0,663819,2021-02-22
2021-03-01,2502.77880859375,2622.64990234375,2807.60009765625,2565.0,2589.5,1381909,2021-03-01
2021-03-08,2616.43505859375,2741.75,2852.25,2616.64990234375,2638.0,1612414,2021-03-08
2021-03-15,2473.911376953125,2592.39990234375,2858.14990234375,2475.0,2764.0,2709566,2021-03-15
2021-03-22,2432.161376953125,2548.64990234375,2658.800048828125,2480.050048828125,2585.0,1101426,2021-03-22
2021-03-29,2596.25244140625,2720.60009765625,2757.60009765625,2548.64990234375,2548.64990234375,918755,2021-03-29
2021-04-05,2778.760498046875,2911.85009765625,3062.14990234375,2687.0,2731.449951171875,2700241,2021-04-05
2021-04-12,2600.975341796875,2725.550048828125,2909.85009765625,2643.85009765625,2909.85009765625,1581387,2021-04-12
2021-04-19,2521.912353515625,2642.699951171875,2784.0,2543.050048828125,2680.0,1712514,2021-04-19
2021-04-26,2604.1728515625,2728.89990234375,2766.699951171875,2583.550048828125,2660.0,1316066,2021-04-26
2021-05-03,2406.156494140625,2521.39990234375,2820.0,2485.0,2730.0,3311047,2021-05-03
2021-05-10,2423.47705078125,2539.550048828125,2599.0,2476.050048828125,2533.0,1246410,2021-05-10
2021-05-17,2504.3056640625,2624.25,2669.699951171875,2517.25,2572.0,843827,2021-05-17
2021-05-24,2581.60400390625,2705.25,2751.949951171875,2585.0,2640.0,1112368,2021-05-24
2021-05-31,2596.5380859375,2720.89990234375,2779.5,2649.35009765625,2705.0,930078,2021-05-31
2021-06-07,2742.44970703125,2873.800048828125,2885.0,2715.0,2730.0,1922329,2021-06-07
2021-06-14,2666.869873046875,2794.60009765625,2910.0,2734.14990234375,2897.60009765625,953490,2021-06-14
2021-06-21,2793.26611328125,2927.050048828125,2978.0,2720.0,2770.0,1206240,2021-06-21
2021-06-28,2745.6943359375,2877.199951171875,2950.0,2860.35009765625,2950.0,596661,2021-06-28
2021-07-05,2818.984375,2954.0,2987.0,2850.0,2890.0,1036248,2021-07-05
2021-07-12,3257.616943359375,3396.699951171875,3493.39990234375,2801.0,2962.0,8517352,2021-07-12
2021-07-19,3353.04296875,3496.199951171875,3580.0,3346.25,3370.0,2371904,2021-07-19
2021-07-26,3554.444091796875,3706.199951171875,3818.0,3429.60009765625,3490.0,1965542,2021-07-26
2021-08-02,3545.908447265625,3697.300048828125,3778.89990234375,3589.199951171875,3744.0,1159391,2021-08-02
2021-08-09,3546.05224609375,3697.449951171875,3789.0,3507.199951171875,3733.35009765625,1212205,2021-08-09
2021-08-16,3706.31005859375,3864.550048828125,3951.0,3655.0,3680.10009765625,2147978,2021-08-16
2021-08-23,3811.470458984375,3974.199951171875,3988.0,3807.699951171875,3907.0,2382409,2021-08-23
2021-08-30,4161.525390625,4339.2001953125,4437.2998046875,3859.300048828125,3990.0,3148179,2021-08-30
2021-09-06,4138.603515625,4315.2998046875,4415.0,4265.25,4350.89990234375,1074285,2021-09-06
2021-09-13,4372.03759765625,4558.7001953125,4634.7998046875,4300.0,4315.0,2019872,2021-09-13
2021-09-20,4649.97021484375,4848.5,5000.0,4421.14990234375,4537.0,1994783,2021-09-20
2021-09-27,4454.1806640625,4644.35009765625,4930.0,4490.0,4910.60009765625,2043476,2021-09-27
2021-10-04,4589.359375,4785.2998046875,4834.89990234375,4520.0,4673.85009765625,1413741,2021-10-04
2021-10-11,4619.80859375,4817.0498046875,4979.9501953125,4490.0,4750.0,1494969,2021-10-11
2021-10-18,4390.49951171875,4577.9501953125,5548.7001953125,4550.0,4900.0,5424704,2021-10-18
2021-10-25,4531.52734375,4725.0,4757.0,4335.0,4613.0,1725021,2021-10-25
2021-11-01,4806.9677734375,5012.2001953125,5035.4501953125,4726.0498046875,4730.0,810822,2021-11-01
2021-11-08,5072.3857421875,5288.9501953125,5317.7001953125,4982.14990234375,5029.0,1028644,2021-11-08
2021-11-15,5387.57861328125,5617.60009765625,5820.7998046875,5240.0,5275.0,1846652,2021-11-15
2021-11-22,5064.85791015625,5281.10009765625,5606.0,5112.5,5606.0,1417327,2021-11-22
2021-11-29,5193.8505859375,5415.60009765625,5565.85009765625,5085.85009765625,5205.5498046875,1449934,2021-11-29
2021-12-06,5145.75390625,5365.4501953125,5464.4501953125,5126.5498046875,5429.0,1127199,2021-12-06
2021-12-13,5234.658203125,5458.14990234375,5612.0,5353.0,5388.0,1521042,2021-12-13
2021-12-20,5124.46240234375,5343.25,5414.0,4986.0498046875,5414.0,1325421,2021-12-20
2021-12-27,5369.69287109375,5598.9501953125,5659.89990234375,5280.0498046875,5343.25,1154412,2021-12-27
2022-01-03,5540.259765625,5776.7998046875,5955.5,5601.0,5601.0,1598983,2022-01-03
2022-01-10,5315.4580078125,5542.39990234375,5828.89990234375,5504.14990234375,5828.89990234375,1453516,2022-01-10
2022-01-17,4613.4306640625,4810.39990234375,5614.0,4790.0,5555.7998046875,2611254,2022-01-17
2022-01-24,4392.5615234375,4580.10009765625,4820.0,4313.14990234375,4800.0,1975007,2022-01-24
2022-01-31,4367.3779296875,4543.85009765625,4827.0,4510.39990234375,4680.0,1677879,2022-01-31
2022-02-07,4311.775390625,4486.0,4700.0,4311.60009765625,4544.0,1613971,2022-02-07
2022-02-14,4272.31884765625,4444.9501953125,4612.10009765625,4259.0,4400.0,1314954,2022-02-14
2022-02-21,4251.75,4423.5498046875,4499.0,4210.35009765625,4420.0,1686306,2022-02-21
2022-02-28,4434.3232421875,4613.5,4697.9501953125,4306.5498046875,4370.0,1258689,2022-02-28
2022-03-07,4747.0849609375,4938.89990234375,4979.2998046875,4501.0,4548.89990234375,1600222,2022-03-07
2022-03-14,4549.0380859375,4732.85009765625,5016.89990234375,4715.0,4925.0498046875,1185973,2022-03-14
2022-03-21,4737.5693359375,4929.0,5091.9501953125,4720.0498046875,4790.0,1404220,2022-03-21
2022-03-28,4922.40087890625,5121.2998046875,5197.0,4856.10009765625,4935.10009765625,1157729,2022-03-28
2022-04-04,4799.08447265625,4993.0,5295.0,4875.5,5142.0,1480606,2022-04-04
2022-04-11,4332.34375,4507.39990234375,5008.0,4482.0498046875,5008.0,1377338,2022-04-11
2022-04-18,3942.11181640625,4101.39990234375,4483.75,4038.60009765625,4442.0,2732956,2022-04-18
2022-04-25,3932.740478515625,4091.64990234375,4175.0,3958.0,4094.949951171875,1161975,2022-04-25
2022-05-02,3716.718994140625,3866.89990234375,4047.39990234375,3780.0,4030.0,1326553,2022-05-02
2022-05-09,3366.664306640625,3502.699951171875,3957.0,3469.14990234375,3834.0,1505383,2022-05-09
2022-05-16,3395.40234375,3532.60009765625,3840.0,3380.0,3529.5,2091795,2022-05-16
2022-05-23,3314.616943359375,3448.550048828125,3635.0,3250.89990234375,3569.800048828125,1555512,2022-05-23
2022-05-30,3434.185302734375,3572.949951171875,3736.89990234375,3451.550048828125,3514.800048828125,2792286,2022-05-30
2022-06-06,3313.03076171875,3446.89990234375,3568.0,3389.39990234375,3565.0,1054144,2022-06-06
2022-06-13,2983.59228515625,3104.14990234375,3382.0,3061.0,3352.25,1428930,2022-06-13
2022-06-20,2934.381103515625,3052.949951171875,3183.550048828125,3006.050048828125,3115.0,1410163,2022-06-20
2022-06-27,2869.64697265625,2985.60009765625,3177.89990234375,2937.0,3124.949951171875,1697054,2022-06-27
2022-07-04,3000.6533203125,3121.89990234375,3129.0,2924.199951171875,3002.0,1427889,2022-07-04
2022-07-11,2987.39697265625,3092.75,3207.550048828125,2996.0,3090.0,2076800,2022-07-11
2022-07-18,3305.672607421875,3422.25,3448.0,3076.0,3150.0,3458467,2022-07-18
2022-07-25,3391.447998046875,3511.050048828125,3584.60009765625,3201.10009765625,3417.800048828125,2405332,2022-07-25
2022-08-01,3441.676513671875,3563.050048828125,3585.0,3450.0,3549.89990234375,1758576,2022-08-01
2022-08-08,3534.8408203125,3659.5,3674.25,3525.550048828125,3575.0,1282785,2022-08-08
2022-08-15,3664.034912109375,3793.25,3942.0,3653.550048828125,3659.5,1625253,2022-08-15
2022-08-22,3544.93505859375,3669.949951171875,3770.0,3526.050048828125,3770.0,1394261,2022-08-22
2022-08-29,3517.309326171875,3641.35009765625,3728.0,3461.0,3461.0,1528045,2022-08-29
2022-09-05,3625.20458984375,3753.050048828125,3780.0,3546.449951171875,3669.800048828125,1303269,2022-09-05
2022-09-12,3315.57373046875,3432.5,3879.0,3410.199951171875,3790.0,2376163,2022-09-12
2022-09-19,3329.53125,3446.949951171875,3534.800048828125,3323.0,3443.89990234375,1494073,2022-09-19
2022-09-26,3469.253662109375,3591.60009765625,3606.699951171875,3342.800048828125,3435.25,1448722,2022-09-26
2022-10-03,3464.85888671875,3587.050048828125,3660.0,3483.75,3590.0,778687,2022-10-03
2022-10-10,3495.140869140625,3618.39990234375,3689.5,3515.0,3530.0,1033107,2022-10-10
2022-10-17,3391.737548828125,3511.35009765625,3683.0,3426.10009765625,3620.0,2092213,2022-10-17
2022-10-24,3335.61669921875,3453.25,3585.0,3449.199951171875,3560.0,611353,2022-10-24
2022-10-31,3518.210693359375,3626.949951171875,3639.0,3476.050048828125,3480.0,828970,2022-10-31
2022-11-07,3605.56103515625,3717.0,3809.449951171875,3581.0,3632.5,989722,2022-11-07
2022-11-14,3690.292236328125,3804.35009765625,3841.0,3701.050048828125,3727.0,1265050,2022-11-14
2022-11-21,3769.3486328125,3885.85009765625,3934.0,3731.60009765625,3798.0,1291743,2022-11-21
2022-11-28,4158.8115234375,4287.35009765625,4318.7001953125,3805.0,3875.0,3841289,2022-11-28
2022-12-05,3861.548828125,3980.89990234375,4312.2998046875,3956.5,4281.0,1291069,2022-12-05
2022-12-12,3863.828857421875,3983.25,4080.0,3865.39990234375,3964.949951171875,1514142,2022-12-12
2022-12-19,3591.592529296875,3702.60009765625,4066.0,3673.050048828125,3960.0,1207392,2022-12-19
2022-12-26,3573.11376953125,3683.550048828125,3808.0,3631.050048828125,3719.0,1256568,2022-12-26
2023-01-02,3515.93115234375,3624.60009765625,3784.0,3606.550048828125,3689.699951171875,913349,2023-01-02
2023-01-09,3345.353271484375,3448.75,3727.0,3404.199951171875,3666.35009765625,2033551,2023-01-09
2023-01-16,3133.840576171875,3230.699951171875,3494.0,3215.85009765625,3458.0,2182159,2023-01-16
2023-01-23,3197.57080078125,3296.39990234375,3490.0,3226.0,3258.0,2082444,2023-01-23
2023-01-30,3343.607177734375,3446.949951171875,3498.0,3242.0,3302.0,1294701,2023-01-30
2023-02-06,3503.854248046875,3612.14990234375,3636.949951171875,3406.050048828125,3435.0,883441,2023-02-06
2023-02-13,3583.4443359375,3694.199951171875,3792.39990234375,3547.0,3603.89990234375,1165268,2023-02-13
2023-02-20,3597.121826171875,3708.300048828125,3808.949951171875,3654.0,3705.949951171875,1013512,2023-02-20
2023-02-27,3642.08203125,3754.64990234375,3760.0,3568.10009765625,3690.0,953097,2023-02-27
2023-03-06,3553.470947265625,3663.300048828125,3840.0,3611.14990234375,3805.949951171875,726509,2023-03-06
2023-03-13,3463.0654296875,3570.10009765625,3701.0,3452.300048828125,3606.300048828125,945697,2023-03-13
2023-03-20,3283.99951171875,3385.5,3559.949951171875,3336.0,3525.0,1393702,2023-03-20
2023-03-27,3277.258056640625,3378.550048828125,3425.0,3297.050048828125,3400.0,1041623,2023-03-27
2023-04-03,3489.44970703125,3597.300048828125,3692.0,3370.0,3400.0,1436661,2023-04-03
2023-04-10,3424.02197265625,3529.85009765625,3639.0,3482.0,3617.0,863864,2023-04-10
2023-04-17,3285.2119140625,3386.75,3464.0,3310.0,3395.0,1565759,2023-04-17
2023-04-24,3662.064453125,3775.25,3873.5,3375.0,3399.0,3439751,2023-04-24
2023-05-01,3566.468994140625,3676.699951171875,3845.39990234375,3670.0,3775.25,1018373,2023-05-01
2023-05-08,3698.294677734375,3812.60009765625,3917.60009765625,3670.0,3700.0,1411815,2023-05-08
2023-05-15,3722.302978515625,3837.35009765625,3908.0,3775.14990234375,3815.0,857758,2023-05-15
2023-05-22,3761.976318359375,3878.25,3996.89990234375,3744.0,3835.199951171875,1503079,2023-05-22
2023-05-29,3817.752685546875,3935.75,3952.10009765625,3850.0,3924.550048828125,762183,2023-05-29
2023-06-05,3694.269287109375,3808.449951171875,3975.0,3783.300048828125,3959.949951171875,732127,2023-06-05
2023-06-12,3762.17041015625,3878.449951171875,3960.0,3804.5,3818.0,1283295,2023-06-12
2023-06-19,3702.708251953125,3817.14990234375,4033.25,3803.0,3874.60009765625,1614650,2023-06-19
2023-06-26,3818.092529296875,3936.10009765625,3946.0,3755.25,3832.0,951099,2023-06-26
2023-07-03,3824.9306640625,3943.14990234375,4020.0,3884.699951171875,3960.0,947202,2023-07-03
2023-07-10,4002.191650390625,4094.949951171875,4110.0,3821.699951171875,3980.0,1752299,2023-07-10
2023-07-17,3950.489990234375,4042.050048828125,4209.89990234375,3979.89990234375,4128.0,2832248,2023-07-17
2023-07-24,3925.127685546875,4016.10009765625,4060.0,3920.050048828125,4049.85009765625,829698,2023-07-24
2023-07-31,4119.7177734375,4215.2001953125,4289.7001953125,4023.199951171875,4049.89990234375,1557252,2023-07-31
2023-08-07,4154.99951171875,4251.2998046875,4370.0,4170.0,4254.89990234375,1012823,2023-08-07
2023-08-14,4173.3740234375,4270.10009765625,4344.60009765625,4153.2998046875,4230.0,631171,2023-08-14
2023-08-21,4244.4765625,4342.85009765625,4425.5498046875,4257.64990234375,4270.0,1015514,2023-08-21
2023-08-28,4349.88330078125,4450.7001953125,4466.9501953125,4323.0,4336.0,698968,2023-08-28
2023-09-04,4548.77392578125,4654.2001953125,4697.0,4455.0,4475.0,1043910,2023-09-04
2023-09-11,4616.943359375,4723.9501953125,4807.14990234375,4557.0498046875,4650.0498046875,944476,2023-09-11
2023-09-18,4545.9384765625,4651.2998046875,4719.85009765625,4589.9501953125,4712.0,483733,2023-09-18
2023-09-25,4472.29638671875,4575.9501953125,4774.9501953125,4525.89990234375,4669.9501953125,715468,2023-09-25
2023-10-02,4549.55517578125,4655.0,4689.64990234375,4488.7001953125,4575.9501953125,438912,2023-10-02
2023-10-09,4618.80078125,4725.85009765625,4858.60009765625,4601.2001953125,4601.25,957301,2023-10-09
2023-10-16,4215.49755859375,4313.2001953125,4763.2998046875,4277.0,4725.85009765625,1644457,2023-10-16
2023-10-23,4081.64990234375,4176.25,4355.0,4111.0,4313.2001953125,654721,2023-10-23
2023-10-30,4153.6357421875,4232.4501953125,4255.14990234375,4140.0498046875,4192.0,448927,2023-10-30
2023-11-06,4195.4423828125,4275.0498046875,4304.64990234375,4203.0,4247.0,350869,2023-11-06
2023-11-13,4370.765625,4453.7001953125,4472.0,4243.5498046875,4272.2001953125,557018,2023-11-13
2023-11-20,4483.47705078125,4568.5498046875,4614.89990234375,4430.0,4455.0,685578,2023-11-20
2023-11-27,4712.4814453125,4801.89990234375,4829.0498046875,4540.0,4568.5498046875,773674,2023-11-27
2023-12-04,4847.078125,4939.0498046875,4988.64990234375,4620.5498046875,4830.14990234375,1379107,2023-12-04
2023-12-11,5165.4375,5263.4501953125,5294.0,4872.0,4974.0,1309098,2023-12-11
2023-12-18,5107.63427734375,5204.5498046875,5367.0,4951.0,5280.0,1201812,2023-12-18
2023-12-25,5157.09619140625,5254.9501953125,5307.5,5136.35009765625,5204.5498046875,587805,2023-12-25
2024-01-01,5120.53955078125,5217.7001953125,5294.0,5061.0,5255.0,803984,2024-01-01
2024-01-08,5367.1103515625,5468.9501953125,5540.0,5150.0,5250.0,1165590,2024-01-08
2024-01-15,5286.7353515625,5387.0498046875,5566.0,5274.25,5545.0,2079318,2024-01-15
2024-01-22,5285.60693359375,5385.89990234375,5535.9501953125,5290.0,5387.0498046875,445702,2024-01-22
2024-01-29,5420.30126953125,5523.14990234375,5632.39990234375,5367.0498046875,5430.0,683774,2024-01-29
2024-02-05,5462.1572265625,5565.7998046875,5619.89990234375,5437.85009765625,5588.0,364597,2024-02-05
2024-02-12,5360.97705078125,5462.7001953125,5678.89990234375,5290.0,5585.0,922322,2024-02-12
2024-02-19,5340.318359375,5441.64990234375,5524.7998046875,5235.10009765625,5463.0,561080,2024-02-19
2024-02-26,5188.54833984375,5287.0,5488.0498046875,5267.0498046875,5441.64990234375,616095,2024-02-26
2024-03-04,5202.43505859375,5301.14990234375,5340.5,5137.0,5324.0,625565,2024-03-04
2024-03-11,5318.4345703125,5419.35009765625,5437.85009765625,5100.0,5275.0498046875,943014,2024-03-11
2024-03-18,5269.85546875,5369.85009765625,5468.0,5125.2998046875,5437.0,896557,2024-03-18
2024-03-25,5380.5556640625,5482.64990234375,5555.0,5326.0498046875,5369.85009765625,460458,2024-03-25
2024-04-01,5698.326171875,5806.4501953125,5869.85009765625,5490.0,5490.0,1042231,2024-04-01
2024-04-08,5545.623046875,5650.85009765625,5873.35009765625,5603.85009765625,5864.0,426207,2024-04-08
2024-04-15,5134.67138671875,5232.10009765625,5608.89990234375,5180.89990234375,5550.0,426379,2024-04-15
2024-04-22,4689.12548828125,4778.10009765625,5300.0,4690.0,5242.0,2265655,2024-04-22
2024-04-29,4488.826171875,4574.0,4830.0,4550.10009765625,4825.0,1113251,2024-04-29
2024-05-06,4277.8291015625,4359.0,4619.0498046875,4337.75,4600.0,1028133,2024-05-06
2024-05-13,4380.9228515625,4464.0498046875,4566.5498046875,4320.2001953125,4359.0,788917,2024-05-13
2024-05-20,4504.33154296875,4589.7998046875,4640.0,4425.0498046875,4454.5,875274,2024-05-20
2024-05-27,4407.1748046875,4490.7998046875,4699.0,4432.10009765625,4593.10009765625,1335530,2024-05-27
2024-06-03,4710.47021484375,4799.85009765625,4874.9501953125,4200.0,4589.0,1769632,2024-06-03
2024-06-10,4755.564453125,4845.7998046875,4955.39990234375,4712.0498046875,4775.0,1182014,2024-06-10
2024-06-17,4830.1123046875,4888.64990234375,5020.0,4815.5,4845.7998046875,699927,2024-06-17
2024-06-24,4850.26708984375,4909.0498046875,4956.14990234375,4800.0498046875,4885.5,735780,2024-06-24
2024-07-01,5064.02734375,5125.39990234375,5135.0,4892.35009765625,4917.0498046875,799095,2024-07-01
2024-07-08,4995.75439453125,5056.2998046875,5160.0,4930.0,5150.0,781376,2024-07-08
2024-07-15,4821.66455078125,4880.10009765625,5082.35009765625,4728.0498046875,5080.0,1370131,2024-07-15
2024-07-22,5151.61572265625,5214.0498046875,5230.0,4842.14990234375,4870.0,1164187,2024-07-22
2024-07-29,5039.5244140625,5100.60009765625,5267.85009765625,5019.85009765625,5230.0,536563,2024-07-29
2024-08-05,4838.26318359375,4896.89990234375,5062.7998046875,4763.0,4930.0,661379,2024-08-05
2024-08-12,5145.193359375,5207.5498046875,5224.5,4803.0,4875.0,722221,2024-08-12
2024-08-19,5396.79443359375,5462.2001953125,5513.75,5210.14990234375,5237.0,659398,2024-08-19
2024-08-26,5647.65380859375,5716.10009765625,6000.0,5455.0,5520.0,1372569,2024-08-26
2024-09-02,5554.72998046875,5622.0498046875,5837.0,5601.2001953125,5740.0,647263,2024-09-02
2024-09-09,5708.31884765625,5777.5,5810.0,5514.7998046875,5605.0,491197,2024-09-09
2024-09-16,5407.41552734375,5472.9501953125,5822.89990234375,5412.5,5799.89990234375,647102,2024-09-16
2024-09-23,5292.4091796875,5356.5498046875,5588.25,5341.10009765625,5484.9501953125,698836,2024-09-23
2024-09-30,5010.87158203125,5071.60009765625,5400.0,5055.14990234375,5360.0,812302,2024-09-30
2024-10-07,5171.5244140625,5234.2001953125,5269.4501953125,5007.85009765625,5130.0,873939,2024-10-07
2024-10-14,5070.64697265625,5132.10009765625,5424.0,5118.0498046875,5218.0,1091277,2024-10-14
2024-10-21,5108.38916015625,5170.2998046875,5412.7998046875,5115.0498046875,5132.0,779940,2024-10-21
2024-10-28,4915.0361328125,4958.60009765625,5303.9501953125,4909.2998046875,5165.0,616269,2024-10-28
2024-11-04,5056.1357421875,5100.9501953125,5237.0,4871.0,4960.0,463070,2024-11-04
2024-11-11,5124.57861328125,5170.0,5370.0,5023.35009765625,5090.9501953125,593219,2024-11-11
2024-11-18,5260.375,5307.0,5318.0,5012.0498046875,5185.0,326536,2024-11-18
2024-11-25,5238.7666015625,5285.2001953125,5548.0,5220.0,5399.0,592263,2024-11-25
2024-12-02,5272.02197265625,5318.75,5397.7001953125,5232.0,5280.0,371238,2024-12-02
2024-12-09,5349.58447265625,5397.0,5439.0,5278.5498046875,5318.75,488295,2024-12-09
2024-12-16,4786.0791015625,4828.5,5416.75,4812.0498046875,5404.7998046875,640119,2024-12-16
2024-12-23,4651.0751953125,4692.2998046875,4872.4501953125,4652.0498046875,4839.4501953125,330756,2024-12-23
2024-12-30,4753.369140625,4795.5,4879.7998046875,4671.25,4700.0,573214,2024-12-30
2025-01-06,4892.28759765625,4935.64990234375,5024.0,4716.75,4800.0498046875,667166,2025-01-06
2025-01-13,5326.7373046875,5373.9501953125,5420.2001953125,4660.7998046875,4900.2001953125,2525540,2025-01-13
2025-01-20,5383.28564453125,5431.0,5509.0,5290.4501953125,5374.25,784848,2025-01-20
2025-01-27,5370.99462890625,5418.60009765625,5463.7998046875,5108.89990234375,5360.0498046875,695381,2025-01-27
2025-02-03,5548.6201171875,5597.7998046875,5645.0,5273.60009765625,5325.0,507072,2025-02-03
2025-02-10,4914.7880859375,4958.35009765625,5609.9501953125,4929.85009765625,5597.7998046875,924274,2025-02-10
2025-02-17,5078.0908203125,5123.10009765625,5159.0,4794.0,4958.2998046875,789887,2025-02-17
2025-02-24,4493.37353515625,4533.2001953125,5070.2998046875,4475.64990234375,5033.0,833777,2025-02-24
2025-03-03,4779.63623046875,4822.0,4879.75,4431.7001953125,4530.10009765625,503102,2025-03-03
2025-03-10,4339.7353515625,4378.2001953125,4859.5498046875,4317.5498046875,4823.0,468112,2025-03-10
2025-03-17,4629.36767578125,4670.39990234375,4751.9501953125,4365.0,4385.5498046875,401167,2025-03-17
2025-03-24,4462.150390625,4501.7001953125,4734.0,4421.0,4734.0,1450864,2025-03-24
2025-03-31,4236.64892578125,4274.2001953125,4659.5,4261.0,4501.7001953125,448100,2025-03-31
2025-04-07,4095.946044921875,4132.25,4237.10009765625,3966.0,4000.0,373606,2025-04-07
2025-04-14,4197.29736328125,4234.5,4393.39990234375,4112.2001953125,4132.25,313461,2025-04-14
2025-04-21,4218.7080078125,4256.10009765625,4562.0,4164.89990234375,4234.5,1416316,2025-04-21
2025-04-28,4157.25244140625,4194.10009765625,4297.0,4135.10009765625,4256.10009765625,778329,2025-04-28
2025-05-05,4075.4775390625,4111.60009765625,4244.2998046875,4000.0,4200.0,561181,2025-05-05
2025-05-12,4434.89208984375,4474.2001953125,4590.0,4197.10009765625,4249.0,777713,2025-05-12
2025-05-19,4443.11865234375,4482.5,4600.60009765625,4415.39990234375,4480.5,564215,2025-05-19
2025-05-26,4329.228515625,4367.60009765625,4525.0,4347.0,4500.0,331200,2025-05-26
2025-06-02,4261.42919921875,4299.2001953125,4394.0,4288.10009765625,4385.0,303180,2025-06-02
2025-06-09,4445.89990234375,4445.89990234375,4609.0,4311.10009765625,4347.89990234375,896705,2025-06-09
2025-06-16,4379.5,4379.5,4563.0,4275.0,4449.89990234375,613863,2025-06-16
2025-06-23,4385.60009765625,4385.60009765625,4415.89990234375,4250.0,4345.0,473805,2025-06-23
2025-06-30,4383.60009765625,4383.60009765625,4440.0,4296.10009765625,4400.0,396421,2025-06-30
2025-07-07,4410.5,4410.5,4423.89990234375,4264.2001953125,4409.0,467119,2025-07-07
2025-07-14,4350.5,4350.5,4400.0,4322.0,4400.0,142007,2025-07-14
