Date,Adj Close_BOROLTD.NS,Close_BOROLTD.NS,High_BOROLTD.NS,Low_BOROLTD.NS,Open_BOROLTD.NS,Volume_BOROLTD.NS,Date
2025-05-12,356.8999938964844,356.8999938964844,358.6000061035156,318.8500061035156,325.0,715105,2025-05-12
2025-05-19,356.5,356.5,392.0,339.0,359.0,1602217,2025-05-19
2025-05-26,362.79998779296875,362.79998779296875,364.95001220703125,349.25,357.6000061035156,353405,2025-05-26
2025-06-02,370.04998779296875,370.04998779296875,374.6000061035156,358.0,362.20001220703125,427447,2025-06-02
2025-06-09,346.0,346.0,376.6000061035156,344.0,370.1000061035156,997380,2025-06-09
2025-06-16,337.29998779296875,337.29998779296875,347.5,333.79998779296875,347.45001220703125,390806,2025-06-16
2025-06-23,344.8999938964844,344.8999938964844,352.0,333.3500061035156,336.0,377725,2025-06-23
2025-06-30,337.8500061035156,337.8500061035156,347.70001220703125,331.8999938964844,344.8999938964844,279547,2025-06-30
2025-07-07,336.8999938964844,336.8999938964844,344.95001220703125,320.1000061035156,335.5,640114,2025-07-07
2025-07-14,341.1000061035156,341.1000061035156,353.6000061035156,334.0,335.6000061035156,554956,2025-07-14
