Date,Adj Close_UNICHEMLAB.NS,Close_UNICHEMLAB.NS,High_UNICHEMLAB.NS,Low_UNICHEMLAB.NS,Open_UNICHEMLAB.NS,Volume_UNICHEMLAB.NS,Date
2020-11-23,248.87393188476562,255.35000610351562,263.8500061035156,237.0,242.39999389648438,669192,2020-11-23
2020-11-30,254.2831573486328,260.8999938964844,267.5,251.5,255.35000610351562,397535,2020-11-30
2020-12-07,256.28118896484375,262.95001220703125,298.0,228.0,262.0,1588548,2020-12-07
2020-12-14,258.57159423828125,265.29998779296875,270.0,254.4499969482422,263.1000061035156,311362,2020-12-14
2020-12-21,244.87789916992188,251.25,269.75,218.5500030517578,268.8999938964844,283942,2020-12-21
2020-12-28,253.94203186035156,260.54998779296875,269.0,252.0,252.5500030517578,333799,2020-12-28
2021-01-04,273.4835510253906,280.6000061035156,289.8999938964844,258.20001220703125,261.8999938964844,1086184,2021-01-04
2021-01-11,278.5516662597656,285.79998779296875,288.20001220703125,269.0,283.0,1001923,2021-01-11
2021-01-18,285.5203552246094,292.95001220703125,303.8999938964844,274.70001220703125,289.8999938964844,1118724,2021-01-18
2021-01-25,280.40350341796875,287.70001220703125,301.6499938964844,285.0,294.45001220703125,444386,2021-01-25
2021-02-01,310.56854248046875,318.6499938964844,331.75,285.8500061035156,290.0,1296894,2021-02-01
2021-02-08,301.79681396484375,309.6499938964844,332.5,302.20001220703125,320.0,429573,2021-02-08
2021-02-15,309.057861328125,317.1000061035156,329.8999938964844,296.0,314.95001220703125,532196,2021-02-15
2021-02-22,326.2602233886719,334.75,338.0,310.0,319.3500061035156,629002,2021-02-22
2021-03-01,336.78631591796875,345.54998779296875,360.6000061035156,322.0,335.04998779296875,504456,2021-03-01
2021-03-08,314.3208923339844,322.5,354.79998779296875,319.6499938964844,348.04998779296875,187123,2021-03-08
2021-03-15,291.8067321777344,299.3999938964844,324.79998779296875,293.1000061035156,322.5,273360,2021-03-15
2021-03-22,293.9022216796875,301.54998779296875,318.8999938964844,294.0,310.0,196276,2021-03-22
2021-03-29,306.2314147949219,314.20001220703125,317.3500061035156,301.54998779296875,301.54998779296875,86285,2021-03-29
2021-04-05,316.0265197753906,324.25,327.54998779296875,304.04998779296875,318.8999938964844,213514,2021-04-05
2021-04-12,314.22344970703125,322.3999938964844,339.5,307.6000061035156,324.0,411135,2021-04-12
2021-04-19,329.67144775390625,338.25,345.0,310.45001220703125,324.0,417697,2021-04-19
2021-04-26,314.5645446777344,322.75,357.70001220703125,319.04998779296875,337.8999938964844,547415,2021-04-26
2021-05-03,322.3616638183594,330.75,337.1000061035156,320.04998779296875,320.04998779296875,236427,2021-05-03
2021-05-10,327.2835693359375,335.79998779296875,349.0,330.1000061035156,333.75,226857,2021-05-10
2021-05-17,351.844482421875,361.0,375.0,327.0,333.6000061035156,935688,2021-05-17
2021-05-24,351.7470397949219,360.8999938964844,369.8999938964844,356.0,364.0,312340,2021-05-24
2021-05-31,316.85498046875,325.1000061035156,347.0,323.6000061035156,347.0,408347,2021-05-31
2021-06-07,321.3870544433594,329.75,340.0,325.3500061035156,326.75,322913,2021-06-07
2021-06-14,312.1766662597656,320.29998779296875,336.95001220703125,314.45001220703125,336.95001220703125,203583,2021-06-14
2021-06-21,313.3462829589844,321.5,326.8999938964844,315.0,315.0,172526,2021-06-21
2021-06-28,320.3636779785156,328.70001220703125,338.0,317.04998779296875,321.5,267986,2021-06-28
2021-07-05,320.1687316894531,328.5,334.70001220703125,324.6499938964844,330.0,178269,2021-07-05
2021-07-12,328.06329345703125,336.6000061035156,340.95001220703125,324.5,339.54998779296875,346970,2021-07-12
2021-07-19,325.4317932128906,333.8999938964844,345.0,328.0,333.79998779296875,262847,2021-07-19
2021-07-26,328.70867919921875,333.20001220703125,344.75,330.04998779296875,332.04998779296875,264713,2021-07-26
2021-08-02,295.6602478027344,299.70001220703125,325.0,294.0,325.0,503758,2021-08-02
2021-08-09,286.0909729003906,290.0,313.75,275.0,301.75,448981,2021-08-09
2021-08-16,266.85382080078125,270.5,291.1499938964844,268.3999938964844,287.0,190864,2021-08-16
2021-08-23,280.2705078125,284.1000061035156,289.95001220703125,252.10000610351562,267.29998779296875,353049,2021-08-23
2021-08-30,281.6023254394531,285.45001220703125,299.75,283.0,287.8999938964844,299828,2021-08-30
2021-09-06,270.55328369140625,274.25,288.5,271.3500061035156,286.8999938964844,237648,2021-09-06
2021-09-13,270.15869140625,273.8500061035156,286.5,272.3999938964844,274.54998779296875,351505,2021-09-13
2021-09-20,251.11883544921875,254.5500030517578,279.0,253.0,274.0,369601,2021-09-20
2021-09-27,271.589111328125,275.29998779296875,276.79998779296875,255.75,258.79998779296875,567664,2021-09-27
2021-10-04,260.54010009765625,264.1000061035156,278.79998779296875,263.0,276.70001220703125,362834,2021-10-04
2021-10-11,260.6880798339844,264.25,268.1499938964844,260.0,263.25,225117,2021-10-11
2021-10-18,242.73341369628906,246.0500030517578,268.1000061035156,242.10000610351562,265.6000061035156,355002,2021-10-18
2021-10-25,236.6169891357422,239.85000610351562,250.5500030517578,231.89999389648438,247.3000030517578,308987,2021-10-25
2021-11-01,220.19140625,223.1999969482422,242.35000610351562,219.85000610351562,239.1999969482422,277935,2021-11-01
2021-11-08,203.96315002441406,206.75,224.89999389648438,205.89999389648438,224.35000610351562,347905,2021-11-08
2021-11-15,200.11572265625,202.85000610351562,220.0,201.0,207.9499969482422,405360,2021-11-15
2021-11-22,235.5811309814453,238.8000030517578,246.6999969482422,198.0,203.89999389648438,1346506,2021-11-22
2021-11-29,251.414794921875,254.85000610351562,258.8999938964844,208.6999969482422,242.8000030517578,2363415,2021-11-29
2021-12-06,259.94818115234375,263.5,274.8999938964844,240.0500030517578,252.75,1490245,2021-12-06
2021-12-13,248.45523071289062,251.85000610351562,274.8999938964844,250.4499969482422,266.1000061035156,767168,2021-12-13
2021-12-20,243.76925659179688,247.10000610351562,253.14999389648438,236.9499969482422,245.0500030517578,415669,2021-12-20
2021-12-27,245.3970184326172,248.75,251.0,236.3000030517578,247.0500030517578,259780,2021-12-27
2022-01-03,267.8896789550781,271.54998779296875,274.95001220703125,248.0,249.6999969482422,527496,2022-01-03
2022-01-10,276.521728515625,280.29998779296875,288.0,264.04998779296875,268.0,673162,2022-01-10
2022-01-17,280.51715087890625,284.3500061035156,322.3500061035156,279.6000061035156,280.25,991446,2022-01-17
2022-01-24,274.6966857910156,278.45001220703125,287.6499938964844,255.3000030517578,283.0,473216,2022-01-24
2022-01-31,253.5358123779297,257.0,280.75,254.1999969482422,279.3999938964844,463482,2022-01-31
2022-02-07,247.27139282226562,250.64999389648438,262.79998779296875,241.25,255.0,372725,2022-02-07
2022-02-14,246.23556518554688,249.60000610351562,268.3999938964844,232.5500030517578,248.39999389648438,512467,2022-02-14
2022-02-21,255.31153869628906,258.79998779296875,262.8999938964844,235.0,250.3000030517578,520235,2022-02-21
2022-02-28,245.24903869628906,248.60000610351562,260.1000061035156,246.5500030517578,258.79998779296875,247568,2022-02-28
2022-03-07,251.1681671142578,254.60000610351562,259.1499938964844,243.0,245.60000610351562,304632,2022-03-07
2022-03-14,247.22207641601562,250.60000610351562,259.95001220703125,243.6999969482422,254.60000610351562,284742,2022-03-14
2022-03-21,241.30296325683594,244.60000610351562,253.9499969482422,243.4499969482422,248.1999969482422,210470,2022-03-21
2022-03-28,266.16326904296875,269.79998779296875,274.0,239.5,244.64999389648438,316115,2022-03-28
2022-04-04,279.33331298828125,283.1499938964844,303.5,261.25,269.5,1009850,2022-04-04
2022-04-11,265.1767272949219,268.79998779296875,287.3500061035156,266.1499938964844,284.5,189300,2022-04-11
2022-04-18,272.6742858886719,276.3999938964844,278.0,258.5,268.79998779296875,186896,2022-04-18
2022-04-25,266.85382080078125,270.5,286.1000061035156,265.20001220703125,274.45001220703125,162064,2022-04-25
2022-05-02,258.1724548339844,261.70001220703125,271.0,252.0,266.8999938964844,156388,2022-05-02
2022-05-09,236.468994140625,239.6999969482422,280.1000061035156,237.9499969482422,261.04998779296875,327517,2022-05-09
2022-05-16,238.63934326171875,241.89999389648438,249.75,229.0,240.5,106415,2022-05-16
2022-05-23,232.57225036621094,235.75,243.5,226.85000610351562,239.35000610351562,75786,2022-05-23
2022-05-30,245.69297790527344,249.0500030517578,282.8999938964844,247.0,258.0,889736,2022-05-30
2022-06-06,265.22607421875,268.8500061035156,284.70001220703125,240.0500030517578,250.3000030517578,583378,2022-06-06
2022-06-13,243.17733764648438,246.5,267.6499938964844,243.0,261.8500061035156,193698,2022-06-13
2022-06-20,237.50485229492188,240.75,247.0,230.3000030517578,245.0,143417,2022-06-20
2022-06-27,238.935302734375,242.1999969482422,248.89999389648438,232.60000610351562,241.10000610351562,130134,2022-06-27
2022-07-04,245.00241088867188,248.35000610351562,252.35000610351562,239.0,242.89999389648438,78350,2022-07-04
2022-07-11,267.98834228515625,271.6499938964844,274.75,246.75,249.60000610351562,223221,2022-07-11
2022-07-18,297.0413818359375,301.1000061035156,305.0,271.1000061035156,273.04998779296875,431558,2022-07-18
2022-07-25,292.75,296.75,301.1000061035156,277.29998779296875,301.0,250301,2022-07-25
2022-08-01,294.4270935058594,298.45001220703125,304.8999938964844,288.0,297.8999938964844,223198,2022-08-01
2022-08-08,281.1499938964844,281.1499938964844,308.3999938964844,261.6499938964844,298.45001220703125,447437,2022-08-08
2022-08-15,288.79998779296875,288.79998779296875,298.0,273.29998779296875,281.1499938964844,369884,2022-08-15
2022-08-22,295.25,295.25,314.45001220703125,280.6000061035156,287.0,440425,2022-08-22
2022-08-29,319.75,319.75,325.0,286.3500061035156,289.0,400007,2022-08-29
2022-09-05,371.75,371.75,373.0,326.0,326.0,1594754,2022-09-05
2022-09-12,382.5,382.5,403.75,367.8999938964844,374.0,1312056,2022-09-12
2022-09-19,390.6000061035156,390.6000061035156,413.79998779296875,381.70001220703125,382.75,1053317,2022-09-19
2022-09-26,388.54998779296875,388.54998779296875,391.95001220703125,356.6000061035156,390.0,616908,2022-09-26
2022-10-03,390.79998779296875,390.79998779296875,398.70001220703125,380.5,390.0,430069,2022-10-03
2022-10-10,371.6499938964844,371.6499938964844,388.0,347.20001220703125,386.0,565652,2022-10-10
2022-10-17,380.79998779296875,380.79998779296875,395.0,367.1000061035156,371.5,491158,2022-10-17
2022-10-24,388.04998779296875,388.04998779296875,409.6499938964844,381.6000061035156,386.5,638024,2022-10-24
2022-10-31,449.3999938964844,449.3999938964844,466.95001220703125,393.45001220703125,393.95001220703125,3001447,2022-10-31
2022-11-07,397.79998779296875,397.79998779296875,451.6499938964844,388.1499938964844,451.6499938964844,1636893,2022-11-07
2022-11-14,444.54998779296875,444.54998779296875,448.0,383.5,390.04998779296875,1604189,2022-11-14
2022-11-21,426.8999938964844,426.8999938964844,443.1499938964844,414.04998779296875,443.1000061035156,1074518,2022-11-21
2022-11-28,368.70001220703125,368.70001220703125,429.75,367.1000061035156,421.1000061035156,999815,2022-11-28
2022-12-05,309.1499938964844,309.1499938964844,357.0,304.45001220703125,357.0,2202824,2022-12-05
2022-12-12,323.8500061035156,323.8500061035156,341.0,301.79998779296875,310.0,1100866,2022-12-12
2022-12-19,268.1000061035156,268.1000061035156,325.5,264.79998779296875,322.0,626018,2022-12-19
2022-12-26,315.6000061035156,315.6000061035156,329.0,269.0,269.0,792807,2022-12-26
2023-01-02,299.1000061035156,299.1000061035156,322.0,289.1000061035156,315.8999938964844,368427,2023-01-02
2023-01-09,307.6000061035156,307.6000061035156,313.45001220703125,297.6499938964844,300.6000061035156,188520,2023-01-09
2023-01-16,284.8500061035156,284.8500061035156,309.1499938964844,281.8999938964844,309.1499938964844,222596,2023-01-16
2023-01-23,297.45001220703125,297.45001220703125,304.0,264.79998779296875,286.29998779296875,614120,2023-01-23
2023-01-30,313.75,313.75,357.95001220703125,302.0,305.0,1777019,2023-01-30
2023-02-06,326.29998779296875,326.29998779296875,332.3999938964844,297.29998779296875,315.29998779296875,624634,2023-02-06
2023-02-13,328.70001220703125,328.70001220703125,338.3999938964844,310.95001220703125,326.29998779296875,492610,2023-02-13
2023-02-20,308.6499938964844,308.6499938964844,331.70001220703125,306.3500061035156,328.70001220703125,196928,2023-02-20
2023-02-27,298.95001220703125,298.95001220703125,311.79998779296875,292.04998779296875,305.54998779296875,200782,2023-02-27
2023-03-06,300.3500061035156,300.3500061035156,312.70001220703125,296.0,296.0,452027,2023-03-06
2023-03-13,282.3999938964844,282.3999938964844,304.70001220703125,274.5,300.20001220703125,791157,2023-03-13
2023-03-20,283.04998779296875,283.04998779296875,298.75,276.6000061035156,283.0,362952,2023-03-20
2023-03-27,289.70001220703125,289.70001220703125,297.45001220703125,271.6499938964844,283.04998779296875,442901,2023-03-27
2023-04-03,340.45001220703125,340.45001220703125,349.3999938964844,287.0,291.1499938964844,1739494,2023-04-03
2023-04-10,369.5,369.5,379.8500061035156,338.0,338.0,3628726,2023-04-10
2023-04-17,376.8500061035156,376.8500061035156,391.04998779296875,369.20001220703125,375.0,1498458,2023-04-17
2023-04-24,379.45001220703125,379.45001220703125,400.0,366.3999938964844,385.0,4941807,2023-04-24
2023-05-01,376.20001220703125,376.20001220703125,382.8999938964844,375.20001220703125,379.45001220703125,618511,2023-05-01
2023-05-08,376.0,376.0,380.79998779296875,371.0,377.0,882119,2023-05-08
2023-05-15,373.29998779296875,373.29998779296875,377.95001220703125,371.20001220703125,375.5,544497,2023-05-15
2023-05-22,375.1000061035156,375.1000061035156,376.95001220703125,370.20001220703125,372.8999938964844,697459,2023-05-22
2023-05-29,371.29998779296875,371.29998779296875,377.1000061035156,371.1000061035156,375.0,347402,2023-05-29
2023-06-05,371.29998779296875,371.29998779296875,374.70001220703125,368.54998779296875,371.5,440590,2023-06-05
2023-06-12,369.20001220703125,369.20001220703125,374.79998779296875,368.70001220703125,371.5,426053,2023-06-12
2023-06-19,370.1499938964844,370.1499938964844,372.25,367.25,370.25,275313,2023-06-19
2023-06-26,374.6000061035156,374.6000061035156,378.3999938964844,367.8500061035156,370.8500061035156,519877,2023-06-26
2023-07-03,381.29998779296875,381.29998779296875,388.95001220703125,375.5,375.5,658383,2023-07-03
2023-07-10,384.8500061035156,384.8500061035156,391.3500061035156,376.25,382.0,1087693,2023-07-10
2023-07-17,380.45001220703125,380.45001220703125,387.0,375.6499938964844,386.0,1162292,2023-07-17
2023-07-24,383.8500061035156,383.8500061035156,394.79998779296875,376.25,377.5,1801304,2023-07-24
2023-07-31,395.3999938964844,395.3999938964844,403.25,384.5,384.5,1889673,2023-07-31
2023-08-07,407.04998779296875,407.04998779296875,409.8999938964844,394.29998779296875,395.5,1074951,2023-08-07
2023-08-14,405.8500061035156,405.8500061035156,409.3999938964844,401.6000061035156,406.79998779296875,914559,2023-08-14
2023-08-21,412.95001220703125,412.95001220703125,415.8999938964844,405.0,409.75,1248542,2023-08-21
2023-08-28,417.3999938964844,417.3999938964844,419.25,410.1499938964844,414.0,1336110,2023-08-28
2023-09-04,437.6499938964844,437.6499938964844,441.54998779296875,415.1000061035156,417.0,1264181,2023-09-04
2023-09-11,413.3999938964844,413.3999938964844,455.0,395.0,441.1000061035156,410566,2023-09-11
2023-09-18,417.3500061035156,417.3500061035156,425.0,396.1000061035156,415.0,221076,2023-09-18
2023-09-25,418.0,418.0,421.70001220703125,401.04998779296875,417.95001220703125,124520,2023-09-25
2023-10-02,418.3999938964844,418.3999938964844,423.0,408.0,418.0,90559,2023-10-02
2023-10-09,427.95001220703125,427.95001220703125,429.3999938964844,400.29998779296875,414.0,119877,2023-10-09
2023-10-16,421.8500061035156,421.8500061035156,431.5,414.3500061035156,431.5,88969,2023-10-16
2023-10-23,442.6499938964844,442.6499938964844,448.70001220703125,415.04998779296875,422.04998779296875,239045,2023-10-23
2023-10-30,400.79998779296875,400.79998779296875,452.70001220703125,399.0,449.0,244979,2023-10-30
2023-11-06,406.54998779296875,406.54998779296875,412.5,400.0,401.1499938964844,65957,2023-11-06
2023-11-13,425.8500061035156,425.8500061035156,449.0,407.20001220703125,414.6000061035156,242946,2023-11-13
2023-11-20,415.70001220703125,415.70001220703125,427.5,404.0,425.45001220703125,69888,2023-11-20
2023-11-27,418.8500061035156,418.8500061035156,425.0,415.04998779296875,415.70001220703125,50214,2023-11-27
2023-12-04,419.29998779296875,419.29998779296875,433.45001220703125,417.0,430.79998779296875,99472,2023-12-04
2023-12-11,422.79998779296875,422.79998779296875,435.79998779296875,415.0,420.8500061035156,74407,2023-12-11
2023-12-18,416.54998779296875,416.54998779296875,431.25,400.54998779296875,431.25,155431,2023-12-18
2023-12-25,405.8999938964844,405.8999938964844,421.95001220703125,401.0,416.54998779296875,57146,2023-12-25
2024-01-01,445.5,445.5,462.5,407.04998779296875,409.3500061035156,429247,2024-01-01
2024-01-08,459.70001220703125,459.70001220703125,481.95001220703125,444.0,447.75,406843,2024-01-08
2024-01-15,460.0,460.0,465.6499938964844,449.3500061035156,461.0,191919,2024-01-15
2024-01-22,452.95001220703125,452.95001220703125,460.70001220703125,440.25,460.0,78142,2024-01-22
2024-01-29,467.79998779296875,467.79998779296875,482.0,455.54998779296875,459.8999938964844,387436,2024-01-29
2024-02-05,517.4500122070312,517.4500122070312,572.0,471.0,471.0,2422666,2024-02-05
2024-02-12,551.5,551.5,560.0,496.0,520.0,407772,2024-02-12
2024-02-19,539.2999877929688,539.2999877929688,571.2999877929688,526.2999877929688,560.0,215841,2024-02-19
2024-02-26,514.4500122070312,514.4500122070312,547.2000122070312,506.1000061035156,541.5,131523,2024-02-26
2024-03-04,516.0499877929688,516.0499877929688,529.8499755859375,498.04998779296875,524.5999755859375,97795,2024-03-04
2024-03-11,527.25,527.25,529.25,480.0,505.79998779296875,146238,2024-03-11
2024-03-18,498.0,498.0,529.4500122070312,488.20001220703125,520.0999755859375,85922,2024-03-18
2024-03-25,492.04998779296875,492.04998779296875,502.45001220703125,472.75,492.0,97757,2024-03-25
2024-04-01,543.5999755859375,543.5999755859375,554.0,490.0,492.25,187109,2024-04-01
2024-04-08,542.5499877929688,542.5499877929688,569.0,539.5499877929688,553.9000244140625,234715,2024-04-08
2024-04-15,578.2999877929688,578.2999877929688,607.4000244140625,505.0,505.0,469195,2024-04-15
2024-04-22,594.0999755859375,594.0999755859375,605.9000244140625,572.0,585.0,174537,2024-04-22
2024-04-29,600.3499755859375,600.3499755859375,605.0,562.2000122070312,602.0,135140,2024-04-29
2024-05-06,567.6500244140625,567.6500244140625,615.6500244140625,549.9500122070312,600.3499755859375,156373,2024-05-06
2024-05-13,554.7999877929688,554.7999877929688,571.4500122070312,538.0,567.75,84774,2024-05-13
2024-05-20,553.25,553.25,583.0,526.5,569.9500122070312,499384,2024-05-20
2024-05-27,542.75,542.75,554.5,529.0499877929688,553.0,90253,2024-05-27
2024-06-03,545.2999877929688,545.2999877929688,552.0,501.0,550.0,86648,2024-06-03
2024-06-10,550.25,550.25,555.9500122070312,536.5,545.5,79983,2024-06-10
2024-06-17,535.0,535.0,561.0,529.0499877929688,558.5,88078,2024-06-17
2024-06-24,531.9500122070312,531.9500122070312,560.0,510.20001220703125,535.0499877929688,205524,2024-06-24
2024-07-01,533.5499877929688,533.5499877929688,543.8499755859375,522.0,535.2000122070312,65543,2024-07-01
2024-07-08,532.0999755859375,532.0999755859375,548.5499877929688,524.25,533.5499877929688,78643,2024-07-08
2024-07-15,520.25,520.25,542.9000244140625,515.2000122070312,533.0,91899,2024-07-15
2024-07-22,539.0499877929688,539.0499877929688,544.9500122070312,511.54998779296875,515.0499877929688,57968,2024-07-22
2024-07-29,580.5,580.5,585.0,532.0499877929688,541.9000244140625,147836,2024-07-29
2024-08-05,558.9500122070312,558.9500122070312,631.0,543.5,565.5,751269,2024-08-05
2024-08-12,564.7000122070312,564.7000122070312,597.5499877929688,546.0,558.2999877929688,138336,2024-08-12
2024-08-19,596.2999877929688,596.2999877929688,600.0,553.5499877929688,565.0,138200,2024-08-19
2024-08-26,579.1500244140625,579.1500244140625,601.4500122070312,564.0499877929688,593.0,103118,2024-08-26
2024-09-02,570.8499755859375,570.8499755859375,600.0,568.0,577.5,99031,2024-09-02
2024-09-09,655.25,655.25,694.7000122070312,564.2000122070312,573.9000244140625,1230476,2024-09-09
2024-09-16,646.1500244140625,646.1500244140625,681.2000122070312,633.75,657.9000244140625,289912,2024-09-16
2024-09-23,646.2999877929688,646.2999877929688,675.0,620.5999755859375,651.1500244140625,180963,2024-09-23
2024-09-30,635.1500244140625,635.1500244140625,700.0,630.0,651.0,320988,2024-09-30
2024-10-07,710.7000122070312,710.7000122070312,721.4000244140625,617.5999755859375,634.0499877929688,168860,2024-10-07
2024-10-14,732.7000122070312,732.7000122070312,754.2000122070312,704.0999755859375,717.75,222367,2024-10-14
2024-10-21,765.5999755859375,765.5999755859375,908.7000122070312,732.7000122070312,732.7000122070312,3110311,2024-10-21
2024-10-28,854.75,854.75,867.7999877929688,763.8499755859375,768.0,336098,2024-10-28
2024-11-04,899.6500244140625,899.6500244140625,937.9500122070312,826.0,874.3499755859375,404150,2024-11-04
2024-11-11,893.7999877929688,893.7999877929688,935.0499877929688,825.6500244140625,899.6500244140625,798121,2024-11-11
2024-11-18,857.9500122070312,857.9500122070312,922.25,850.0,893.5499877929688,303635,2024-11-18
2024-11-25,839.9500122070312,839.9500122070312,900.0,822.0,879.9000244140625,108008,2024-11-25
2024-12-02,771.0499877929688,771.0499877929688,867.8499755859375,764.0,838.0499877929688,196452,2024-12-02
2024-12-09,779.8499755859375,779.8499755859375,815.7999877929688,731.0999755859375,764.75,259069,2024-12-09
2024-12-16,719.25,719.25,836.4000244140625,710.5,785.0,156599,2024-12-16
2024-12-23,719.5999755859375,719.5999755859375,740.2000122070312,685.5,720.0,71319,2024-12-23
2024-12-30,725.5499877929688,725.5499877929688,754.9500122070312,702.0,724.4000244140625,168779,2024-12-30
2025-01-06,692.6500244140625,692.6500244140625,739.0999755859375,674.1500244140625,725.5499877929688,84029,2025-01-06
2025-01-13,707.5499877929688,707.5499877929688,715.0499877929688,671.0,682.25,51866,2025-01-13
2025-01-20,730.5,730.5,790.7000122070312,692.9500122070312,713.0,236447,2025-01-20
2025-01-27,740.7999877929688,740.7999877929688,758.7000122070312,689.0,716.0,190036,2025-01-27
2025-02-03,729.5499877929688,729.5499877929688,760.0,708.0499877929688,730.0,851122,2025-02-03
2025-02-10,686.5999755859375,686.5999755859375,729.7999877929688,656.0499877929688,722.25,246623,2025-02-10
2025-02-17,688.1500244140625,688.1500244140625,714.0,640.7000122070312,688.0499877929688,225326,2025-02-17
2025-02-24,604.9500122070312,604.9500122070312,687.0499877929688,600.0,675.0499877929688,186032,2025-02-24
2025-03-03,685.9500122070312,685.9500122070312,715.9000244140625,596.0499877929688,615.0,305298,2025-03-03
2025-03-10,638.7999877929688,638.7999877929688,708.0,633.0499877929688,693.0,108462,2025-03-10
2025-03-17,709.7000122070312,709.7000122070312,714.0,626.7000122070312,631.2000122070312,170350,2025-03-17
2025-03-24,696.9000244140625,696.9000244140625,722.3499755859375,674.5499877929688,710.0,145036,2025-03-24
2025-03-31,659.0,659.0,711.5499877929688,627.0,696.9000244140625,199544,2025-03-31
2025-04-07,570.8499755859375,570.8499755859375,670.5,550.25,550.25,374947,2025-04-07
2025-04-14,613.9500122070312,613.9500122070312,631.0,570.8499755859375,570.8499755859375,118935,2025-04-14
2025-04-21,617.1500244140625,617.1500244140625,656.5,606.75,613.9500122070312,675763,2025-04-21
2025-04-28,591.0,591.0,628.4000244140625,587.0,620.9500122070312,68650,2025-04-28
2025-05-05,556.0999755859375,556.0999755859375,593.7999877929688,533.2999877929688,588.9000244140625,159136,2025-05-05
2025-05-12,593.1500244140625,593.1500244140625,600.7999877929688,554.0,567.2000122070312,356487,2025-05-12
2025-05-19,642.0,642.0,668.0,589.5499877929688,593.1500244140625,1080328,2025-05-19
2025-05-26,598.2000122070312,598.2000122070312,652.5499877929688,584.7000122070312,647.1500244140625,324538,2025-05-26
2025-06-02,592.9000244140625,592.9000244140625,613.0,590.0,590.0499877929688,125948,2025-06-02
2025-06-09,606.0999755859375,606.0999755859375,666.5999755859375,588.0499877929688,590.25,647583,2025-06-09
2025-06-16,586.3499755859375,586.3499755859375,610.9000244140625,550.0999755859375,606.9500122070312,262755,2025-06-16
2025-06-23,591.9000244140625,591.9000244140625,605.0499877929688,576.2999877929688,577.5499877929688,133063,2025-06-23
2025-06-30,595.9000244140625,595.9000244140625,615.0,582.3499755859375,591.9000244140625,228491,2025-06-30
2025-07-07,590.8499755859375,590.8499755859375,616.5999755859375,588.0,597.0,236714,2025-07-07
2025-07-14,598.0,598.0,621.4000244140625,585.0,590.8499755859375,176510,2025-07-14
