Date,Adj Close_ASIANENE.NS,Close_ASIANENE.NS,High_ASIANENE.NS,Low_ASIANENE.NS,Open_ASIANENE.NS,Volume_ASIANENE.NS,Date
2022-11-07,71.80000305175781,71.80000305175781,78.5,70.69999694824219,76.5,372283,2022-11-07
2022-11-14,70.44999694824219,70.44999694824219,72.69999694824219,70.0,71.80000305175781,209672,2022-11-14
2022-11-21,72.55000305175781,72.55000305175781,74.0,65.80000305175781,71.0,519613,2022-11-21
2022-11-28,74.9000015258789,74.9000015258789,76.4000015258789,71.4000015258789,73.0,440296,2022-11-28
2022-12-05,77.0999984741211,77.0999984741211,84.80000305175781,75.1500015258789,75.9000015258789,1260288,2022-12-05
2022-12-12,75.0999984741211,75.0999984741211,79.75,74.9000015258789,78.55000305175781,248720,2022-12-12
2022-12-19,68.0999984741211,68.0999984741211,77.55000305175781,66.30000305175781,76.25,259428,2022-12-19
2022-12-26,72.9000015258789,72.9000015258789,74.6500015258789,65.19999694824219,65.19999694824219,235248,2022-12-26
2023-01-02,70.44999694824219,70.44999694824219,74.80000305175781,70.0999984741211,72.9000015258789,132335,2023-01-02
2023-01-09,71.05000305175781,71.05000305175781,72.75,70.4000015258789,72.75,94223,2023-01-09
2023-01-16,69.55000305175781,69.55000305175781,72.5,68.0999984741211,72.5,200169,2023-01-16
2023-01-23,67.9000015258789,67.9000015258789,75.0,66.75,70.8499984741211,319642,2023-01-23
2023-01-30,69.0999984741211,69.0999984741211,71.5,67.0999984741211,67.55000305175781,365604,2023-01-30
2023-02-06,68.4000015258789,68.4000015258789,75.0,68.25,69.80000305175781,292149,2023-02-06
2023-02-13,65.30000305175781,65.30000305175781,70.0,63.54999923706055,70.0,230970,2023-02-13
2023-02-20,58.150001525878906,58.150001525878906,65.6500015258789,57.75,65.55000305175781,180819,2023-02-20
2023-02-27,66.0,66.0,66.0,51.5,58.20000076293945,965276,2023-02-27
2023-03-06,83.8499984741211,83.8499984741211,88.8499984741211,73.30000305175781,73.30000305175781,4351512,2023-03-06
2023-03-13,81.25,81.25,87.0999984741211,79.3499984741211,84.0,652226,2023-03-13
2023-03-20,103.30000305175781,103.30000305175781,109.80000305175781,81.0,81.5999984741211,2876540,2023-03-20
2023-03-27,110.44999694824219,110.44999694824219,110.55000305175781,93.25,100.30000305175781,1065982,2023-03-27
2023-04-03,102.6500015258789,102.6500015258789,115.8499984741211,102.0,112.0,336769,2023-04-03
2023-04-10,97.0999984741211,97.0999984741211,105.0,95.3499984741211,104.0,86961,2023-04-10
2023-04-17,96.8499984741211,96.8499984741211,99.25,90.0,96.0,158288,2023-04-17
2023-04-24,97.19999694824219,97.19999694824219,99.8499984741211,94.19999694824219,98.69999694824219,89687,2023-04-24
2023-05-01,100.8499984741211,100.8499984741211,101.55000305175781,94.0999984741211,97.19999694824219,119027,2023-05-01
2023-05-08,104.25,104.25,105.6500015258789,98.44999694824219,100.0,169827,2023-05-08
2023-05-15,102.9000015258789,102.9000015258789,106.30000305175781,98.0,105.0,120332,2023-05-15
2023-05-22,94.5,94.5,103.94999694824219,93.30000305175781,100.0,382276,2023-05-22
2023-05-29,108.1500015258789,108.1500015258789,109.5,89.9000015258789,95.94999694824219,887689,2023-05-29
2023-06-05,113.0999984741211,113.0999984741211,115.6500015258789,107.6500015258789,111.5999984741211,824324,2023-06-05
2023-06-12,126.8499984741211,126.8499984741211,129.39999389648438,108.5,108.5,540854,2023-06-12
2023-06-19,119.1500015258789,119.1500015258789,132.0,118.0,130.0,241992,2023-06-19
2023-06-26,144.75,144.75,144.75,121.0,121.0,593713,2023-06-26
2023-07-03,145.5500030517578,145.5500030517578,151.85000610351562,141.14999389648438,151.85000610351562,276463,2023-07-03
2023-07-10,142.64999389648438,142.64999389648438,142.64999389648438,142.64999389648438,142.64999389648438,3101,2023-07-10
2023-07-17,139.8000030517578,139.8000030517578,139.8000030517578,139.8000030517578,139.8000030517578,3697,2023-07-17
2023-07-24,126.5,126.5,137.0,126.5,137.0,57404,2023-07-24
2023-07-31,127.94999694824219,127.94999694824219,127.94999694824219,120.55000305175781,124.0,388900,2023-07-31
2023-08-07,137.14999389648438,137.14999389648438,139.0,119.05000305175781,127.94999694824219,283141,2023-08-07
2023-08-14,140.64999389648438,140.64999389648438,146.0,131.5,137.14999389648438,237155,2023-08-14
2023-08-21,143.8000030517578,143.8000030517578,152.0,135.5500030517578,140.64999389648438,257188,2023-08-21
2023-08-28,148.4499969482422,148.4499969482422,151.0,139.0,148.0,192130,2023-08-28
2023-09-04,148.89999389648438,148.89999389648438,151.39999389648438,141.0,151.39999389648438,146472,2023-09-04
2023-09-11,162.1999969482422,162.1999969482422,162.1999969482422,142.0500030517578,152.0,479355,2023-09-11
2023-09-18,166.5500030517578,166.5500030517578,187.0,165.10000610351562,170.3000030517578,672029,2023-09-18
2023-09-25,177.35000610351562,177.35000610351562,177.35000610351562,156.3000030517578,168.8000030517578,311591,2023-09-25
2023-10-02,189.89999389648438,189.89999389648438,195.5,175.0,177.35000610351562,595135,2023-10-02
2023-10-09,182.75,182.75,196.64999389648438,176.0,183.0,422085,2023-10-09
2023-10-16,201.6999969482422,201.6999969482422,208.5,181.25,184.89999389648438,1059058,2023-10-16
2023-10-23,180.10000610351562,180.10000610351562,203.75,173.35000610351562,203.75,325481,2023-10-23
2023-10-30,191.0,191.0,191.0,173.5,184.6999969482422,258787,2023-10-30
2023-11-06,186.25,186.25,200.5500030517578,181.3000030517578,200.5500030517578,293479,2023-11-06
2023-11-13,181.8000030517578,181.8000030517578,190.0500030517578,180.0,189.39999389648438,122126,2023-11-13
2023-11-20,179.75,179.75,186.0,168.60000610351562,181.8000030517578,213410,2023-11-20
2023-11-27,218.3000030517578,218.3000030517578,218.3000030517578,179.75,179.75,1271197,2023-11-27
2023-12-04,260.25,260.25,260.25,222.0,228.0,1522730,2023-12-04
2023-12-11,256.8500061035156,256.8500061035156,275.0,251.1999969482422,273.25,1119069,2023-12-11
2023-12-18,284.04998779296875,284.04998779296875,296.0,250.0,258.0,1455242,2023-12-18
2023-12-25,270.29998779296875,270.29998779296875,297.0,267.0,284.04998779296875,318667,2023-12-25
2024-01-01,270.04998779296875,270.04998779296875,280.70001220703125,259.8999938964844,265.29998779296875,275113,2024-01-01
2024-01-08,276.95001220703125,276.95001220703125,286.70001220703125,257.8999938964844,270.04998779296875,511744,2024-01-08
2024-01-15,277.45001220703125,277.45001220703125,290.04998779296875,260.04998779296875,276.95001220703125,299295,2024-01-15
2024-01-22,297.45001220703125,297.45001220703125,297.45001220703125,271.29998779296875,277.45001220703125,280533,2024-01-22
2024-01-29,310.45001220703125,310.45001220703125,344.25,298.25,312.29998779296875,632708,2024-01-29
2024-02-05,314.29998779296875,314.29998779296875,335.95001220703125,286.1000061035156,309.0,424783,2024-02-05
2024-02-12,316.1499938964844,316.1499938964844,320.0,284.1000061035156,319.3500061035156,232867,2024-02-12
2024-02-19,292.70001220703125,292.70001220703125,326.45001220703125,288.8500061035156,323.95001220703125,169986,2024-02-19
2024-02-26,298.70001220703125,298.70001220703125,305.0,280.54998779296875,295.0,265665,2024-02-26
2024-03-04,279.3500061035156,279.3500061035156,302.45001220703125,271.8500061035156,292.04998779296875,160499,2024-03-04
2024-03-11,234.14999389648438,234.14999389648438,291.0,230.35000610351562,270.5,456648,2024-03-11
2024-03-18,285.29998779296875,285.29998779296875,296.45001220703125,230.25,230.25,239163,2024-03-18
2024-03-25,271.20001220703125,271.20001220703125,298.8500061035156,258.3500061035156,285.29998779296875,203787,2024-03-25
2024-04-01,290.75,290.75,293.04998779296875,273.04998779296875,280.0,175644,2024-04-01
2024-04-08,277.1499938964844,277.1499938964844,305.25,270.0,289.8999938964844,133287,2024-04-08
2024-04-15,275.6499938964844,275.6499938964844,292.1499938964844,265.0,270.1499938964844,131790,2024-04-15
2024-04-22,279.8999938964844,279.8999938964844,293.0,276.79998779296875,277.75,142313,2024-04-22
2024-04-29,315.95001220703125,315.95001220703125,316.70001220703125,275.0,276.0,475240,2024-04-29
2024-05-06,293.75,293.75,331.70001220703125,273.1000061035156,331.70001220703125,1025018,2024-05-06
2024-05-13,293.79998779296875,293.79998779296875,303.95001220703125,282.3500061035156,290.1000061035156,187712,2024-05-13
2024-05-20,291.6000061035156,291.6000061035156,300.0,286.95001220703125,290.3999938964844,154282,2024-05-20
2024-05-27,278.04998779296875,278.04998779296875,297.0,266.75,297.0,196743,2024-05-27
2024-06-03,274.1499938964844,274.1499938964844,288.3999938964844,248.25,288.3999938964844,670446,2024-06-03
2024-06-10,279.6499938964844,279.6499938964844,295.79998779296875,275.3999938964844,279.0,642681,2024-06-10
2024-06-17,281.25,281.25,290.0,274.25,279.6499938964844,611398,2024-06-17
2024-06-24,308.54998779296875,308.54998779296875,324.75,284.04998779296875,284.6499938964844,1599790,2024-06-24
2024-07-01,317.04998779296875,317.04998779296875,339.79998779296875,306.54998779296875,314.45001220703125,600155,2024-07-01
2024-07-08,325.29998779296875,325.29998779296875,351.79998779296875,316.29998779296875,323.0,1078622,2024-07-08
2024-07-15,327.70001220703125,327.70001220703125,367.0,326.0,331.75,787802,2024-07-15
2024-07-22,326.75,326.75,348.6000061035156,307.04998779296875,321.0,416182,2024-07-22
2024-07-29,333.6000061035156,333.6000061035156,358.29998779296875,321.1499938964844,327.04998779296875,431739,2024-07-29
2024-08-05,332.6499938964844,332.6499938964844,342.79998779296875,281.0,320.1000061035156,874377,2024-08-05
2024-08-12,314.29998779296875,314.29998779296875,365.8999938964844,303.1000061035156,334.04998779296875,1737219,2024-08-12
2024-08-19,402.8999938964844,402.8999938964844,402.8999938964844,307.70001220703125,321.8500061035156,2860636,2024-08-19
2024-08-26,408.75,408.75,444.1499938964844,397.1499938964844,418.75,2871698,2024-08-26
2024-09-02,396.6000061035156,396.6000061035156,436.5,394.79998779296875,409.79998779296875,1524886,2024-09-02
2024-09-09,383.79998779296875,383.79998779296875,416.04998779296875,382.0,400.8999938964844,725611,2024-09-09
2024-09-16,375.79998779296875,375.79998779296875,394.6000061035156,368.25,380.1000061035156,811436,2024-09-16
2024-09-23,367.3999938964844,367.3999938964844,369.25,343.3500061035156,357.04998779296875,1022443,2024-09-23
2024-09-30,375.1499938964844,375.1499938964844,379.5,353.1000061035156,375.0,436473,2024-09-30
2024-10-07,384.79998779296875,384.79998779296875,404.70001220703125,336.3500061035156,375.0,470893,2024-10-07
2024-10-14,357.8999938964844,357.8999938964844,388.45001220703125,349.95001220703125,388.45001220703125,268438,2024-10-14
2024-10-21,322.0,322.0,365.95001220703125,310.1000061035156,361.25,470056,2024-10-21
2024-10-28,368.54998779296875,368.54998779296875,375.04998779296875,316.54998779296875,327.8999938964844,458198,2024-10-28
2024-11-04,344.04998779296875,344.04998779296875,375.8500061035156,341.8500061035156,368.54998779296875,607134,2024-11-04
2024-11-11,347.6000061035156,347.6000061035156,369.79998779296875,331.29998779296875,336.29998779296875,889015,2024-11-11
2024-11-18,323.0,323.0,359.45001220703125,321.0,359.45001220703125,271540,2024-11-18
2024-11-25,339.3500061035156,339.3500061035156,342.0,308.0,326.04998779296875,585288,2024-11-25
2024-12-02,353.3500061035156,353.3500061035156,365.54998779296875,327.0,339.95001220703125,734499,2024-12-02
2024-12-09,380.0,380.0,405.70001220703125,339.0,354.8999938964844,2666289,2024-12-09
2024-12-16,381.29998779296875,381.29998779296875,409.8500061035156,368.29998779296875,381.8999938964844,2398833,2024-12-16
2024-12-23,386.25,386.25,398.70001220703125,370.20001220703125,385.0,657541,2024-12-23
2024-12-30,394.6499938964844,394.6499938964844,407.6499938964844,367.1000061035156,389.3999938964844,863610,2024-12-30
2025-01-06,383.1499938964844,383.1499938964844,418.0,380.0,398.70001220703125,1855159,2025-01-06
2025-01-13,361.45001220703125,361.45001220703125,386.25,342.8999938964844,375.04998779296875,824661,2025-01-13
2025-01-20,314.3999938964844,314.3999938964844,371.70001220703125,310.0,363.79998779296875,460751,2025-01-20
2025-01-27,314.6499938964844,314.6499938964844,322.1000061035156,290.1000061035156,320.0,934565,2025-01-27
2025-02-03,309.1000061035156,309.1000061035156,327.20001220703125,305.0,309.95001220703125,232971,2025-02-03
2025-02-10,243.14999389648438,243.14999389648438,310.79998779296875,235.10000610351562,310.0,736251,2025-02-10
2025-02-17,229.8000030517578,229.8000030517578,249.0,220.39999389648438,241.75,630654,2025-02-17
2025-02-24,249.6999969482422,249.6999969482422,287.45001220703125,220.89999389648438,222.35000610351562,1225122,2025-02-24
2025-03-03,263.92999267578125,263.92999267578125,277.010009765625,228.0,250.94000244140625,778172,2025-03-03
2025-03-10,241.9199981689453,241.9199981689453,269.8500061035156,240.35000610351562,264.989990234375,466601,2025-03-10
2025-03-17,283.3399963378906,283.3399963378906,310.0,215.0,245.0,1985528,2025-03-17
2025-03-24,269.3299865722656,269.3299865722656,302.0,249.0,293.989990234375,1183226,2025-03-24
2025-03-31,278.54998779296875,278.54998779296875,304.8999938964844,269.3299865722656,269.3299865722656,435029,2025-03-31
2025-04-07,277.8999938964844,277.8999938964844,291.04998779296875,239.8000030517578,245.0,305260,2025-04-07
2025-04-14,320.8999938964844,320.8999938964844,325.0,277.8999938964844,277.8999938964844,414284,2025-04-14
2025-04-21,292.54998779296875,292.54998779296875,328.0,286.79998779296875,323.95001220703125,517961,2025-04-21
2025-04-28,273.6499938964844,273.6499938964844,295.95001220703125,272.70001220703125,288.0,300957,2025-04-28
2025-05-05,280.1000061035156,280.1000061035156,314.3999938964844,269.45001220703125,270.04998779296875,739013,2025-05-05
2025-05-12,338.20001220703125,338.20001220703125,346.75,289.79998779296875,289.79998779296875,1752078,2025-05-12
2025-05-19,317.1499938964844,317.1499938964844,324.04998779296875,296.1000061035156,324.04998779296875,1416406,2025-05-19
2025-05-26,305.20001220703125,305.20001220703125,325.0,301.5,318.0,342689,2025-05-26
2025-06-02,309.45001220703125,309.45001220703125,318.04998779296875,302.29998779296875,309.0,415308,2025-06-02
2025-06-09,310.8500061035156,310.8500061035156,319.79998779296875,296.8999938964844,313.95001220703125,973787,2025-06-09
2025-06-16,294.54998779296875,294.54998779296875,314.8500061035156,290.3999938964844,314.8500061035156,467208,2025-06-16
2025-06-23,294.95001220703125,294.95001220703125,307.8999938964844,290.1000061035156,290.3500061035156,438610,2025-06-23
2025-06-30,289.95001220703125,289.95001220703125,299.3500061035156,286.0,298.20001220703125,333531,2025-06-30
2025-07-07,294.29998779296875,294.29998779296875,295.0,282.95001220703125,288.1000061035156,248559,2025-07-07
2025-07-14,289.79998779296875,289.79998779296875,297.5,288.0,295.04998779296875,89119,2025-07-14
