Date,Adj Close_SIGNPOST.NS,Close_SIGNPOST.NS,High_SIGNPOST.NS,Low_SIGNPOST.NS,Open_SIGNPOST.NS,Volume_SIGNPOST.NS,Date
2024-12-30,383.45001220703125,383.45001220703125,389.79998779296875,333.70001220703125,342.20001220703125,503126,2024-12-30
2025-01-06,376.25,376.25,403.29998779296875,361.0,384.95001220703125,360615,2025-01-06
2025-01-13,382.54998779296875,382.54998779296875,390.0,359.1499938964844,359.1499938964844,220201,2025-01-13
2025-01-20,381.1499938964844,381.1499938964844,395.0,370.0,390.0,125664,2025-01-20
2025-01-27,343.6499938964844,343.6499938964844,379.0,317.04998779296875,379.0,227492,2025-01-27
2025-02-03,341.95001220703125,341.95001220703125,356.0,321.5,348.0,114480,2025-02-03
2025-02-10,268.6499938964844,268.6499938964844,347.0,268.6499938964844,347.0,207288,2025-02-10
2025-02-17,259.25,259.25,277.0,231.3000030517578,255.25,254356,2025-02-17
2025-02-24,227.14999389648438,227.14999389648438,262.0,223.6999969482422,262.0,355078,2025-02-24
2025-03-03,242.4199981689453,242.4199981689453,245.9499969482422,211.0,232.0,132396,2025-03-03
2025-03-10,215.11000061035156,215.11000061035156,247.49000549316406,210.0500030517578,244.25,147681,2025-03-10
2025-03-17,252.47999572753906,252.47999572753906,252.63999938964844,210.0,215.11000061035156,121059,2025-03-17
2025-03-24,236.42999267578125,236.42999267578125,272.45001220703125,235.91000366210938,252.47999572753906,156216,2025-03-24
2025-03-31,259.6600036621094,259.6600036621094,279.95001220703125,230.0,236.42999267578125,123759,2025-03-31
2025-04-07,239.02000427246094,239.02000427246094,255.0,215.0,215.0,94099,2025-04-07
2025-04-14,230.2899932861328,230.2899932861328,256.7799987792969,225.35000610351562,245.0,99195,2025-04-14
2025-04-21,221.41000366210938,221.41000366210938,248.39999389648438,219.50999450683594,234.94000244140625,241704,2025-04-21
2025-04-28,215.00999450683594,215.00999450683594,225.92999267578125,215.0,221.1999969482422,62712,2025-04-28
2025-05-05,211.1199951171875,211.1199951171875,221.61000061035156,205.97999572753906,220.89999389648438,110812,2025-05-05
2025-05-12,219.9199981689453,219.9199981689453,227.07000732421875,209.00999450683594,218.99000549316406,274717,2025-05-12
2025-05-19,210.08999633789062,210.08999633789062,228.00999450683594,204.00999450683594,218.02000427246094,404815,2025-05-19
2025-05-26,196.74000549316406,196.74000549316406,222.0,195.0,214.0,441543,2025-05-26
2025-06-02,189.47000122070312,189.47000122070312,205.3800048828125,181.4199981689453,182.55999755859375,843405,2025-06-02
2025-06-09,191.57000732421875,191.57000732421875,204.00999450683594,185.0,187.10000610351562,662569,2025-06-09
2025-06-16,184.52999877929688,184.52999877929688,198.3000030517578,180.3699951171875,193.3000030517578,223495,2025-06-16
2025-06-23,194.10000610351562,194.10000610351562,206.2899932861328,181.10000610351562,183.0,617545,2025-06-23
2025-06-30,234.22999572753906,234.22999572753906,236.89999389648438,191.10000610351562,191.10000610351562,10845415,2025-06-30
2025-07-07,262.8599853515625,262.8599853515625,270.45001220703125,225.10000610351562,233.89999389648438,2386711,2025-07-07
2025-07-14,247.3699951171875,247.3699951171875,262.0,242.10000610351562,259.0,423806,2025-07-14
