Date,Adj Close_CIPLA.NS,Close_CIPLA.NS,High_CIPLA.NS,Low_CIPLA.NS,Open_CIPLA.NS,Volume_CIPLA.NS,Date
2021-05-17,894.577880859375,926.9000244140625,935.0,870.0,895.0,45614095,2021-05-17
2021-05-24,901.7680053710938,934.3499755859375,951.9500122070312,926.1500244140625,931.0,23967061,2021-05-24
2021-05-31,913.3978271484375,946.4000244140625,960.5,924.0,934.3499755859375,13853872,2021-05-31
2021-06-07,934.099853515625,967.8499755859375,982.2999877929688,931.8499755859375,951.75,18040712,2021-06-07
2021-06-14,927.3922729492188,960.9000244140625,979.0,943.5,972.7000122070312,12759042,2021-06-14
2021-06-21,923.7247314453125,957.0999755859375,966.0,944.0,958.0,9681623,2021-06-21
2021-06-28,945.0541381835938,979.2000122070312,997.0,957.0999755859375,962.0,16968343,2021-06-28
2021-07-05,926.33056640625,959.7999877929688,983.8499755859375,944.7999877929688,979.2999877929688,7148546,2021-07-05
2021-07-12,943.0756225585938,977.1500244140625,989.9000244140625,955.8499755859375,960.0,7237052,2021-07-12
2021-07-19,914.9420776367188,948.0,983.5999755859375,946.6500244140625,972.0999755859375,5213899,2021-07-19
2021-07-26,887.9666748046875,920.0499877929688,960.0,872.0,948.0,20976712,2021-07-26
2021-08-02,879.5218505859375,911.2999877929688,953.0,909.0,928.2999877929688,21264056,2021-08-02
2021-08-09,863.2112426757812,894.4000244140625,923.7999877929688,891.0499877929688,912.0999755859375,13084867,2021-08-09
2021-08-16,864.5283203125,890.8499755859375,910.7000122070312,886.0499877929688,896.0,10399799,2021-08-16
2021-08-23,896.6018676757812,923.9000244140625,925.4500122070312,888.6500244140625,898.0,9767726,2021-08-23
2021-08-30,913.2935791015625,941.0999755859375,963.0,920.0,924.0,15712915,2021-08-30
2021-09-06,921.2513427734375,949.2999877929688,958.0,926.0,945.8499755859375,8183219,2021-09-06
2021-09-13,925.8609619140625,954.0499877929688,964.7999877929688,942.5499877929688,946.0,10330047,2021-09-13
2021-09-20,939.0591430664062,967.6500244140625,983.4000244140625,929.7999877929688,953.0,10115430,2021-09-20
2021-09-27,957.06103515625,986.2000122070312,1005.0,950.7999877929688,965.0,11074190,2021-09-27
2021-10-04,890.0027465820312,917.0999755859375,996.9500122070312,898.0,986.0,20783423,2021-10-04
2021-10-11,884.422607421875,911.3499755859375,924.7000122070312,907.8499755859375,922.7999877929688,5349667,2021-10-11
2021-10-18,869.8657836914062,896.3499755859375,917.9000244140625,889.3499755859375,911.3499755859375,9299358,2021-10-18
2021-10-25,878.3087158203125,905.0499877929688,928.5499877929688,885.25,895.9000244140625,13426253,2021-10-25
2021-11-01,883.7918090820312,910.7000122070312,918.5499877929688,900.5,917.0,3395938,2021-11-01
2021-11-08,888.8867797851562,915.9500122070312,925.0,896.0,917.9500122070312,5419468,2021-11-08
2021-11-15,865.9354248046875,892.2999877929688,943.9000244140625,891.0,915.0,7546579,2021-11-15
2021-11-22,938.1372680664062,966.7000122070312,976.0499877929688,883.0,893.0,20440322,2021-11-22
2021-11-29,885.1018676757812,912.0499877929688,998.0,908.2999877929688,974.0,22092610,2021-11-29
2021-12-06,867.48828125,893.9000244140625,915.7999877929688,884.0,915.0999755859375,8301645,2021-12-06
2021-12-13,834.783935546875,860.2000122070312,907.8499755859375,850.0,895.2000122070312,10734575,2021-12-13
2021-12-20,881.4627075195312,908.2999877929688,912.9000244140625,861.0999755859375,864.0,15158529,2021-12-20
2021-12-27,916.2049560546875,944.0999755859375,957.25,910.1500244140625,912.9000244140625,12959180,2021-12-27
2022-01-03,887.72216796875,914.75,947.9000244140625,913.3499755859375,947.0499877929688,7589774,2022-01-03
2022-01-10,894.272705078125,921.5,933.0,901.2000122070312,914.75,10367610,2022-01-10
2022-01-17,841.8197021484375,867.4500122070312,920.2000122070312,860.0,915.5999755859375,7586541,2022-01-17
2022-01-24,904.705078125,932.25,942.0,867.4500122070312,871.5,17602347,2022-01-24
2022-01-31,918.1458740234375,946.0999755859375,959.0,930.6500244140625,939.0,8322394,2022-01-31
2022-02-07,930.1795043945312,958.5,977.3499755859375,927.0499877929688,946.2000122070312,8611739,2022-02-07
2022-02-14,882.239013671875,909.0999755859375,962.9000244140625,903.0499877929688,947.0,19618313,2022-02-14
2022-02-21,896.3591918945312,923.6500244140625,926.7000122070312,888.1500244140625,903.0999755859375,9973166,2022-02-21
2022-02-28,903.6861572265625,931.2000122070312,945.0,911.0,920.0499877929688,9886528,2022-02-28
2022-03-07,1013.1046142578125,1043.949951171875,1053.75,917.0499877929688,921.9000244140625,27186043,2022-03-07
2022-03-14,1017.520263671875,1048.5,1083.0,1036.75,1045.0,20627972,2022-03-14
2022-03-21,983.5543823242188,1013.5,1071.0,1001.75,1067.800048828125,12115848,2022-03-21
2022-03-28,984.864501953125,1014.8499755859375,1054.800048828125,1006.0,1022.0,13387015,2022-03-28
2022-04-04,981.7105712890625,1011.5999755859375,1062.6500244140625,1003.4500122070312,1018.0,11247339,2022-04-04
2022-04-11,986.5628051757812,1016.5999755859375,1033.800048828125,1011.5999755859375,1012.0,6732218,2022-04-11
2022-04-18,938.4283447265625,967.0,1038.9000244140625,959.0,1016.5999755859375,9684992,2022-04-18
2022-04-25,952.2088623046875,981.2000122070312,994.9000244140625,946.2999877929688,957.0999755859375,7962816,2022-04-25
2022-05-02,907.1312255859375,934.75,989.75,925.4000244140625,979.0,7843010,2022-05-02
2022-05-09,906.9856567382812,934.5999755859375,942.5999755859375,904.25,934.75,12983288,2022-05-09
2022-05-16,949.4915771484375,978.4000244140625,982.5999755859375,916.2000122070312,926.0499877929688,10131639,2022-05-16
2022-05-23,937.7975463867188,966.3499755859375,987.7000122070312,960.0,978.7999877929688,7673121,2022-05-23
2022-05-30,932.5570678710938,960.9500122070312,1006.8499755859375,957.1500244140625,968.4000244140625,12029020,2022-05-30
2022-06-06,938.2342529296875,966.7999877929688,979.7000122070312,955.0,960.9500122070312,7229531,2022-06-06
2022-06-13,887.72216796875,914.75,984.75,910.7999877929688,955.0,10313334,2022-06-13
2022-06-20,906.1122436523438,933.7000122070312,945.0,902.0,914.75,4501932,2022-06-20
2022-06-27,921.2513427734375,949.2999877929688,961.9000244140625,911.2000122070312,936.0,8460477,2022-06-27
2022-07-04,907.8106079101562,935.4500122070312,950.3499755859375,927.8499755859375,944.5999755859375,6390768,2022-07-04
2022-07-11,937.5064697265625,966.0499877929688,968.6500244140625,927.0499877929688,938.0,5981398,2022-07-11
2022-07-18,943.3775634765625,972.0999755859375,989.5,955.4000244140625,971.6500244140625,6294547,2022-07-18
2022-07-25,948.5210571289062,977.4000244140625,983.9500122070312,944.5,976.0,6903292,2022-07-25
2022-08-01,1003.6427001953125,1034.199951171875,1046.9000244140625,988.2999877929688,990.0,14311853,2022-08-01
2022-08-08,996.8010864257812,1027.1500244140625,1049.0,1022.3499755859375,1036.199951171875,4040652,2022-08-08
2022-08-15,1004.5204467773438,1030.0999755859375,1042.949951171875,1007.3499755859375,1027.1500244140625,3734456,2022-08-15
2022-08-22,995.4513549804688,1020.7999877929688,1053.8499755859375,1010.2000122070312,1016.0,6800134,2022-08-22
2022-08-29,990.3805541992188,1015.5999755859375,1044.25,991.2999877929688,1000.0,6060559,2022-08-29
2022-09-05,1032.020263671875,1058.300048828125,1065.949951171875,1012.0,1012.5,7964167,2022-09-05
2022-09-12,1017.5877075195312,1043.5,1068.5,1028.5,1058.300048828125,6857954,2022-09-12
2022-09-19,1041.5767822265625,1068.0999755859375,1101.8499755859375,1015.0,1043.949951171875,11751484,2022-09-19
2022-09-26,1087.2633056640625,1114.949951171875,1128.0,1050.8499755859375,1065.699951171875,10941362,2022-09-26
2022-10-03,1102.42724609375,1130.5,1150.4000244140625,1115.0,1116.800048828125,7258045,2022-10-03
2022-10-10,1081.3636474609375,1108.9000244140625,1131.5,1099.199951171875,1110.0,6924048,2022-10-10
2022-10-17,1106.57177734375,1134.75,1148.0,1098.800048828125,1108.0,6320148,2022-10-17
2022-10-24,1126.5140380859375,1155.199951171875,1180.0999755859375,1141.550048828125,1145.5999755859375,5787833,2022-10-24
2022-10-31,1117.639892578125,1146.0999755859375,1185.25,1141.0,1161.0,8231689,2022-10-31
2022-11-07,1093.5533447265625,1121.4000244140625,1154.949951171875,1116.5,1146.0999755859375,7617782,2022-11-07
2022-11-14,1075.025146484375,1102.4000244140625,1136.449951171875,1099.449951171875,1124.5,7170026,2022-11-14
2022-11-21,1077.90185546875,1105.3499755859375,1124.550048828125,1078.5,1104.949951171875,9371434,2022-11-21
2022-11-28,1086.67822265625,1114.3499755859375,1149.0,1094.0999755859375,1100.0,9200402,2022-11-28
2022-12-05,1080.3885498046875,1107.9000244140625,1122.6500244140625,1101.0999755859375,1114.3499755859375,5252624,2022-12-05
2022-12-12,1062.3480224609375,1089.4000244140625,1119.0,1086.0999755859375,1105.0,5860619,2022-12-12
2022-12-19,1091.359130859375,1119.1500244140625,1147.3499755859375,1084.449951171875,1090.3499755859375,9643823,2022-12-19
2022-12-26,1049.2318115234375,1075.949951171875,1135.0,1070.0,1127.0,6173457,2022-12-26
2023-01-02,1049.6219482421875,1076.3499755859375,1093.199951171875,1063.8499755859375,1080.25,5647214,2023-01-02
2023-01-09,1041.235595703125,1067.75,1096.949951171875,1043.0,1081.75,5934432,2023-01-09
2023-01-16,1027.2906494140625,1053.449951171875,1074.699951171875,1050.449951171875,1070.5,4219230,2023-01-16
2023-01-23,1021.2445678710938,1047.25,1074.9000244140625,1020.0,1053.4000244140625,6637611,2023-01-23
2023-01-30,996.9141235351562,1022.2999877929688,1057.0,1007.5,1057.0,9330070,2023-01-30
2023-02-06,1007.5433959960938,1033.199951171875,1044.5999755859375,1010.1500244140625,1020.0,5129980,2023-02-06
2023-02-13,1000.2784423828125,1025.75,1040.5999755859375,1016.0999755859375,1036.0,4641767,2023-02-13
2023-02-20,937.91650390625,961.7999877929688,998.0,955.0,998.0,12276551,2023-02-20
2023-02-27,856.8313598632812,878.6500244140625,968.5999755859375,877.0,965.5999755859375,14034180,2023-02-27
2023-03-06,859.3179321289062,881.2000122070312,896.8499755859375,869.0499877929688,885.0,14919310,2023-03-06
2023-03-13,852.3455200195312,874.0499877929688,890.0,853.8499755859375,882.5999755859375,9657563,2023-03-13
2023-03-20,855.466064453125,877.25,879.0,852.0,874.0499877929688,8540672,2023-03-20
2023-03-27,878.138671875,900.5,902.7000122070312,876.0499877929688,881.0499877929688,12979822,2023-03-27
2023-04-03,871.1661987304688,893.3499755859375,910.0,886.2999877929688,910.0,5748423,2023-04-03
2023-04-10,893.010009765625,915.75,923.0499877929688,894.2000122070312,896.9500122070312,7216794,2023-04-10
2023-04-17,892.327392578125,915.0499877929688,925.9500122070312,897.0,915.0,14020393,2023-04-17
2023-04-24,885.501220703125,908.0499877929688,919.0,896.2999877929688,916.0,10779570,2023-04-24
2023-05-01,901.8352661132812,924.7999877929688,935.4000244140625,906.0999755859375,908.0499877929688,10079254,2023-05-01
2023-05-08,914.171142578125,937.4500122070312,953.0,913.0,927.2000122070312,13541611,2023-05-08
2023-05-15,893.49755859375,916.25,942.6500244140625,896.8499755859375,940.0,13368665,2023-05-15
2023-05-22,927.7259521484375,951.3499755859375,952.75,915.4500122070312,916.25,7323616,2023-05-22
2023-05-29,941.8659057617188,965.8499755859375,969.6500244140625,942.2999877929688,952.0,8875574,2023-05-29
2023-06-05,945.1815185546875,969.25,977.9000244140625,958.5,970.0,7362278,2023-06-05
2023-06-12,981.0676879882812,1006.0499877929688,1007.1500244140625,955.1500244140625,973.25,8605605,2023-06-12
2023-06-19,964.8311767578125,989.4000244140625,1018.7999877929688,985.6500244140625,1006.25,8198109,2023-06-19
2023-06-26,989.7466430664062,1014.9500122070312,1026.0999755859375,989.3499755859375,989.3499755859375,7581346,2023-06-26
2023-07-03,995.3051147460938,1020.6500244140625,1029.9000244140625,996.5,1020.5,6465841,2023-07-03
2023-07-10,1005.3005981445312,1030.9000244140625,1036.0,1013.0,1024.0,5327611,2023-07-10
2023-07-17,1022.9022827148438,1048.949951171875,1062.0,1019.5,1036.199951171875,5057688,2023-07-17
2023-07-24,1157.8680419921875,1177.800048828125,1219.4000244140625,1038.0,1048.949951171875,22436321,2023-07-24
2023-07-31,1189.2772216796875,1209.75,1238.699951171875,1150.0,1181.800048828125,16379889,2023-07-31
2023-08-07,1229.0426025390625,1250.199951171875,1277.9000244140625,1174.199951171875,1195.0,13026096,2023-08-07
2023-08-14,1215.4761962890625,1236.4000244140625,1257.0,1226.050048828125,1250.199951171875,5643914,2023-08-14
2023-08-21,1188.9332275390625,1209.4000244140625,1259.9000244140625,1205.0,1237.449951171875,6779039,2023-08-21
2023-08-28,1224.3238525390625,1245.4000244140625,1268.9000244140625,1211.0,1212.0,8428433,2023-08-28
2023-09-04,1223.537353515625,1244.5999755859375,1267.0,1232.550048828125,1250.300048828125,7665174,2023-09-04
2023-09-11,1214.5914306640625,1235.5,1259.9000244140625,1223.300048828125,1244.5999755859375,7573434,2023-09-11
2023-09-18,1165.830810546875,1185.9000244140625,1257.5999755859375,1168.550048828125,1240.949951171875,8257919,2023-09-18
2023-09-25,1166.0765380859375,1186.1500244140625,1199.199951171875,1158.9000244140625,1186.0,7671194,2023-09-25
2023-10-02,1143.318359375,1163.0,1186.1500244140625,1155.25,1186.1500244140625,4955942,2023-10-02
2023-10-09,1147.988037109375,1167.75,1186.3499755859375,1146.5,1159.0,6584025,2023-10-09
2023-10-16,1179.8887939453125,1200.199951171875,1225.0,1158.800048828125,1166.300048828125,11897353,2023-10-16
2023-10-23,1154.3779296875,1174.25,1210.199951171875,1132.0,1200.0,6183320,2023-10-23
2023-10-30,1185.9346923828125,1206.3499755859375,1219.75,1177.5,1186.0,7954837,2023-10-30
2023-11-06,1219.113525390625,1240.0999755859375,1245.0,1197.25,1211.949951171875,4908694,2023-11-06
2023-11-13,1228.2562255859375,1249.4000244140625,1260.0,1230.6500244140625,1243.0,4256760,2023-11-13
2023-11-20,1178.3651123046875,1198.6500244140625,1283.550048828125,1164.550048828125,1241.5,16153728,2023-11-20
2023-11-27,1185.295654296875,1205.699951171875,1217.8499755859375,1188.0,1198.6500244140625,8163449,2023-11-27
2023-12-04,1198.4688720703125,1219.0999755859375,1231.199951171875,1197.0,1212.300048828125,8369573,2023-12-04
2023-12-11,1186.6719970703125,1207.0999755859375,1222.550048828125,1195.050048828125,1217.5999755859375,8060289,2023-12-11
2023-12-18,1214.689697265625,1235.5999755859375,1248.0,1192.0999755859375,1205.5999755859375,9768077,2023-12-18
2023-12-25,1225.208740234375,1246.300048828125,1267.5999755859375,1231.8499755859375,1235.5999755859375,7735689,2023-12-25
2024-01-01,1265.12158203125,1286.9000244140625,1308.0,1246.699951171875,1252.449951171875,7551500,2024-01-01
2024-01-08,1285.864501953125,1308.0,1340.0,1266.199951171875,1296.6500244140625,8648386,2024-01-08
2024-01-15,1305.4769287109375,1327.949951171875,1330.949951171875,1267.9000244140625,1316.0,6725620,2024-01-15
2024-01-22,1346.47119140625,1369.6500244140625,1425.0,1327.949951171875,1327.949951171875,11166996,2024-01-22
2024-01-29,1369.08203125,1392.6500244140625,1404.699951171875,1312.0,1365.0,10059025,2024-01-29
2024-02-05,1415.384765625,1439.75,1457.699951171875,1394.300048828125,1400.6500244140625,6902918,2024-02-05
2024-02-12,1416.31884765625,1440.699951171875,1463.550048828125,1410.449951171875,1440.0,4807712,2024-02-12
2024-02-19,1441.583984375,1466.4000244140625,1482.3499755859375,1420.550048828125,1444.949951171875,6404314,2024-02-19
2024-02-26,1446.0076904296875,1470.9000244140625,1494.0,1451.4000244140625,1473.5,10118960,2024-02-26
2024-03-04,1458.0504150390625,1483.1500244140625,1495.300048828125,1448.1500244140625,1483.0,5180501,2024-03-04
2024-03-11,1462.8675537109375,1488.050048828125,1519.0,1449.0,1493.0,9046062,2024-03-11
2024-03-18,1456.1826171875,1481.25,1495.8499755859375,1415.5999755859375,1489.0,7819534,2024-03-18
2024-03-25,1471.6168212890625,1496.949951171875,1514.199951171875,1458.0,1481.25,5388368,2024-03-25
2024-04-01,1424.87158203125,1449.4000244140625,1510.0,1437.5,1510.0,5330092,2024-04-01
2024-04-08,1373.1617431640625,1396.800048828125,1472.8499755859375,1388.0,1457.1500244140625,6948326,2024-04-08
2024-04-15,1322.9755859375,1345.75,1399.0,1335.0,1389.949951171875,6706053,2024-04-15
2024-04-22,1385.302734375,1409.1500244140625,1417.199951171875,1344.5,1350.25,9143658,2024-04-22
2024-04-29,1400.6387939453125,1424.75,1434.0,1392.4000244140625,1419.0,4754816,2024-04-29
2024-05-06,1316.880615234375,1339.550048828125,1431.8499755859375,1317.25,1431.0,9745497,2024-05-06
2024-05-13,1380.2890625,1404.050048828125,1428.449951171875,1350.0999755859375,1371.0,26255882,2024-05-13
2024-05-20,1461.2945556640625,1486.449951171875,1504.550048828125,1396.4000244140625,1399.050048828125,12303414,2024-05-20
2024-05-27,1422.708740234375,1447.199951171875,1497.5999755859375,1440.0,1491.0,8788404,2024-05-27
2024-06-03,1471.9117431640625,1497.25,1514.0,1418.550048828125,1482.0,8415648,2024-06-03
2024-06-10,1538.26953125,1564.75,1567.0,1502.0,1506.9000244140625,9400677,2024-06-10
2024-06-17,1515.462158203125,1541.550048828125,1582.0,1533.5,1564.75,8269326,2024-06-17
2024-06-24,1455.740234375,1480.800048828125,1528.0,1465.300048828125,1528.0,9294411,2024-06-24
2024-07-01,1484.34765625,1509.9000244140625,1516.0,1467.0,1484.949951171875,7253948,2024-07-01
2024-07-08,1486.4613037109375,1512.050048828125,1524.6500244140625,1483.199951171875,1516.0,6493934,2024-07-08
2024-07-15,1460.360595703125,1485.5,1531.949951171875,1480.199951171875,1516.5999755859375,5826714,2024-07-15
2024-07-22,1548.3460693359375,1575.0,1600.0,1470.6500244140625,1475.050048828125,11725125,2024-07-22
2024-07-29,1502.927978515625,1528.800048828125,1589.0,1523.550048828125,1588.0,11500130,2024-07-29
2024-08-05,1561.2265625,1574.75,1589.6500244140625,1472.0,1472.0,9352708,2024-08-05
2024-08-12,1562.56494140625,1576.0999755859375,1606.699951171875,1555.0,1574.699951171875,5819526,2024-08-12
2024-08-19,1561.0283203125,1574.550048828125,1599.0,1558.199951171875,1578.449951171875,4908777,2024-08-19
2024-08-26,1640.6883544921875,1654.9000244140625,1663.699951171875,1566.550048828125,1570.0,9708448,2024-08-26
2024-09-02,1597.21484375,1611.050048828125,1681.5999755859375,1608.050048828125,1669.0,5585820,2024-09-02
2024-09-09,1645.447021484375,1659.699951171875,1669.199951171875,1610.0,1611.050048828125,5970867,2024-09-09
2024-09-16,1624.577880859375,1638.6500244140625,1683.0,1609.800048828125,1661.199951171875,7278832,2024-09-16
2024-09-23,1658.1370849609375,1672.5,1679.050048828125,1602.300048828125,1646.8499755859375,9845516,2024-09-23
2024-09-30,1609.3597412109375,1623.300048828125,1678.9000244140625,1577.300048828125,1675.0,6163869,2024-09-30
2024-10-07,1582.0462646484375,1595.75,1702.050048828125,1573.75,1623.0,8647323,2024-10-07
2024-10-14,1538.37451171875,1551.699951171875,1605.949951171875,1536.3499755859375,1600.0,10404508,2024-10-14
2024-10-21,1476.1138916015625,1488.9000244140625,1561.25,1478.800048828125,1552.0,7334426,2024-10-21
2024-10-28,1546.1572265625,1559.550048828125,1573.449951171875,1403.0,1496.800048828125,27454663,2024-10-28
2024-11-04,1578.9232177734375,1592.5999755859375,1612.3499755859375,1558.550048828125,1584.0,11734078,2024-11-04
2024-11-11,1486.87060546875,1499.75,1599.75,1490.25,1590.0999755859375,7529776,2024-11-11
2024-11-18,1473.7344970703125,1486.5,1505.1500244140625,1453.8499755859375,1497.5,4944911,2024-11-18
2024-11-25,1520.7274169921875,1533.9000244140625,1547.699951171875,1468.5,1495.9000244140625,12618695,2024-11-25
2024-12-02,1464.712646484375,1477.4000244140625,1549.4000244140625,1470.0999755859375,1532.0,18104244,2024-12-02
2024-12-09,1434.87109375,1447.300048828125,1484.75,1423.800048828125,1480.0,11960909,2024-12-09
2024-12-16,1459.4085693359375,1472.050048828125,1510.050048828125,1436.0999755859375,1448.0,13700412,2024-12-16
2024-12-23,1493.661865234375,1506.5999755859375,1512.75,1458.800048828125,1473.949951171875,4371489,2024-12-23
2024-12-30,1498.2718505859375,1511.25,1547.8499755859375,1495.0999755859375,1509.0,7773809,2024-12-30
2025-01-06,1456.1865234375,1468.800048828125,1513.0,1465.1500244140625,1500.0,5231374,2025-01-06
2025-01-13,1429.9140625,1442.300048828125,1463.949951171875,1429.8499755859375,1460.0,4768064,2025-01-13
2025-01-20,1399.2794189453125,1411.4000244140625,1464.800048828125,1408.0,1442.300048828125,5053527,2025-01-20
2025-01-27,1427.1380615234375,1439.5,1491.0,1366.0999755859375,1408.0999755859375,16015485,2025-01-27
2025-02-03,1459.6068115234375,1472.25,1481.8499755859375,1406.1500244140625,1435.0,10388851,2025-02-03
2025-02-10,1446.916748046875,1459.449951171875,1493.0,1431.550048828125,1476.199951171875,8596738,2025-02-10
2025-02-17,1463.0767822265625,1475.75,1502.0,1426.3499755859375,1457.449951171875,6357078,2025-02-17
2025-02-24,1395.412841796875,1407.5,1489.0,1400.0,1460.0,6997235,2025-02-24
2025-03-03,1445.92529296875,1458.449951171875,1471.0999755859375,1389.300048828125,1400.0,6702280,2025-03-03
2025-03-10,1449.345703125,1461.9000244140625,1482.199951171875,1437.75,1458.3499755859375,4195930,2025-03-10
2025-03-17,1510.763671875,1523.8499755859375,1528.9000244140625,1455.699951171875,1459.8499755859375,6176618,2025-03-17
2025-03-24,1429.8148193359375,1442.199951171875,1535.0,1434.449951171875,1525.050048828125,6639015,2025-03-24
2025-03-31,1403.0963134765625,1415.25,1523.300048828125,1390.050048828125,1442.199951171875,8391742,2025-03-31
2025-04-07,1450.48583984375,1463.050048828125,1488.5,1335.0,1336.0,6942018,2025-04-07
2025-04-14,1502.18798828125,1515.199951171875,1522.0,1462.0999755859375,1463.050048828125,3955621,2025-04-14
2025-04-21,1512.796142578125,1525.9000244140625,1566.699951171875,1502.699951171875,1525.0,5288538,2025-04-21
2025-04-28,1501.4940185546875,1514.5,1570.800048828125,1513.5,1525.9000244140625,6486456,2025-04-28
2025-05-05,1467.290283203125,1480.0,1549.0,1463.699951171875,1532.0,7815987,2025-05-05
2025-05-12,1487.0194091796875,1499.9000244140625,1539.9000244140625,1462.199951171875,1478.0,14745360,2025-05-12
2025-05-19,1471.4541015625,1484.199951171875,1511.699951171875,1451.199951171875,1499.9000244140625,10151902,2025-05-19
2025-05-26,1453.113037109375,1465.699951171875,1493.9000244140625,1457.0999755859375,1486.0999755859375,11282574,2025-05-26
2025-06-02,1491.2823486328125,1504.199951171875,1505.9000244140625,1458.0,1468.0,5562344,2025-06-02
2025-06-09,1492.2738037109375,1505.199951171875,1537.9000244140625,1480.0,1511.699951171875,4739162,2025-06-09
2025-06-16,1486.821044921875,1499.699951171875,1541.0,1480.199951171875,1501.9000244140625,8131312,2025-06-16
2025-06-23,1489.4979248046875,1502.4000244140625,1522.4000244140625,1482.0999755859375,1499.699951171875,6334109,2025-06-23
