Date,Adj Close_TAJGVK.NS,Close_TAJGVK.NS,High_TAJGVK.NS,Low_TAJGVK.NS,Open_TAJGVK.NS,Volume_TAJGVK.NS,Date
2022-08-08,161.54029846191406,163.0,168.3000030517578,159.75,161.6999969482422,657840,2022-08-08
2022-08-15,163.3241729736328,164.8000030517578,169.9499969482422,161.9499969482422,163.0,551357,2022-08-15
2022-08-22,167.8829803466797,169.39999389648438,172.0,160.0,164.5,647190,2022-08-22
2022-08-29,180.22149658203125,181.85000610351562,184.60000610351562,164.0,164.0,1312676,2022-08-29
2022-09-05,181.7576141357422,183.39999389648438,194.39999389648438,178.0,182.8000030517578,2484584,2022-09-05
2022-09-12,184.928955078125,186.60000610351562,194.1999969482422,178.0,184.75,1935223,2022-09-12
2022-09-19,189.239990234375,190.9499969482422,199.64999389648438,183.6999969482422,188.6999969482422,1909387,2022-09-19
2022-09-26,184.829833984375,186.5,191.6999969482422,176.0,190.0,1028941,2022-09-26
2022-10-03,207.9707489013672,209.85000610351562,211.9499969482422,186.5,186.5,3636162,2022-10-03
2022-10-10,187.20834350585938,188.89999389648438,208.75,187.1999969482422,204.89999389648438,811819,2022-10-10
2022-10-17,187.0101318359375,188.6999969482422,195.8000030517578,185.0,189.0,417216,2022-10-17
2022-10-24,191.66806030273438,193.39999389648438,197.10000610351562,188.75,188.75,455725,2022-10-24
2022-10-31,199.9432830810547,201.75,204.0,190.89999389648438,193.39999389648438,967632,2022-10-31
2022-11-07,193.9474639892578,195.6999969482422,211.1999969482422,194.0,201.75,1251703,2022-11-07
2022-11-14,199.34864807128906,201.14999389648438,206.1999969482422,191.0,198.0,772840,2022-11-14
2022-11-21,203.90745544433594,205.75,207.39999389648438,192.0500030517578,201.14999389648438,845337,2022-11-21
2022-11-28,217.9307403564453,219.89999389648438,226.0,201.0,207.0,3220834,2022-11-28
2022-12-05,212.8268585205078,214.75,228.0,213.5,221.0,1129818,2022-12-05
2022-12-12,223.4310302734375,225.4499969482422,235.5,214.39999389648438,214.9499969482422,1725189,2022-12-12
2022-12-19,172.09490966796875,173.64999389648438,228.5,171.0,226.6999969482422,1366234,2022-12-19
2022-12-26,203.46148681640625,205.3000030517578,206.25,168.9499969482422,173.0,930099,2022-12-26
2023-01-02,202.22268676757812,204.0500030517578,216.3000030517578,200.0,206.4499969482422,635994,2023-01-02
2023-01-09,205.93910217285156,207.8000030517578,211.75,200.5,208.0,563839,2023-01-09
2023-01-16,199.10089111328125,200.89999389648438,212.6999969482422,198.3000030517578,207.0,403979,2023-01-16
2023-01-23,187.3074493408203,189.0,207.85000610351562,185.5500030517578,201.0,875347,2023-01-23
2023-01-30,185.22625732421875,186.89999389648438,201.0,184.1999969482422,189.0,817205,2023-01-30
2023-02-06,180.91522216796875,182.5500030517578,188.6999969482422,180.4499969482422,186.9499969482422,533524,2023-02-06
2023-02-13,182.60000610351562,184.25,188.0,175.75,184.6999969482422,752970,2023-02-13
2023-02-20,184.6811981201172,186.35000610351562,190.0,173.0500030517578,183.0,778428,2023-02-20
2023-02-27,187.4065704345703,189.10000610351562,195.0,182.64999389648438,186.0,421862,2023-02-27
2023-03-06,194.64117431640625,196.39999389648438,200.0,185.9499969482422,190.4499969482422,480190,2023-03-06
2023-03-13,185.96954345703125,187.64999389648438,196.1999969482422,180.0500030517578,196.0500030517578,315142,2023-03-13
2023-03-20,180.46925354003906,182.10000610351562,191.64999389648438,181.10000610351562,187.60000610351562,258482,2023-03-20
2023-03-27,186.0686492919922,187.75,192.5500030517578,174.25,182.10000610351562,432579,2023-03-27
2023-04-03,200.6370086669922,202.4499969482422,204.6999969482422,188.4499969482422,188.4499969482422,502458,2023-04-03
2023-04-10,208.11940002441406,210.0,216.0,199.10000610351562,202.4499969482422,961798,2023-04-10
2023-04-17,217.38568115234375,219.35000610351562,222.9499969482422,208.10000610351562,209.0,802925,2023-04-17
2023-04-24,221.0525360107422,223.0500030517578,231.0,216.0500030517578,221.0,1309260,2023-04-24
2023-05-01,217.1874542236328,219.14999389648438,228.10000610351562,217.6999969482422,223.0500030517578,887126,2023-05-01
2023-05-08,224.17433166503906,226.1999969482422,231.39999389648438,219.0,219.8000030517578,1155907,2023-05-08
2023-05-15,234.9271697998047,237.0500030517578,248.39999389648438,223.0500030517578,226.1999969482422,3871117,2023-05-15
2023-05-22,233.4901580810547,235.60000610351562,247.9499969482422,221.1999969482422,237.0,2226748,2023-05-22
2023-05-29,234.7289581298828,236.85000610351562,242.89999389648438,232.35000610351562,237.4499969482422,1815444,2023-05-29
2023-06-05,233.29193115234375,235.39999389648438,252.5,234.0,238.9499969482422,1952821,2023-06-05
2023-06-12,231.65670776367188,233.75,236.64999389648438,229.1999969482422,235.9499969482422,573149,2023-06-12
2023-06-19,224.66983032226562,226.6999969482422,241.85000610351562,226.0,234.5,708984,2023-06-19
2023-06-26,233.44058227539062,235.5500030517578,239.0,226.60000610351562,228.75,298215,2023-06-26
2023-07-03,245.43223571777344,247.64999389648438,249.10000610351562,235.0,236.9499969482422,931134,2023-07-03
2023-07-10,259.0095520019531,261.3500061035156,274.3999938964844,249.5500030517578,250.9499969482422,3830695,2023-07-10
2023-07-17,262.1808776855469,264.54998779296875,271.8999938964844,255.0,262.0,1134788,2023-07-17
2023-07-24,258.81134033203125,261.1499938964844,272.79998779296875,260.0,265.95001220703125,525600,2023-07-24
2023-07-31,273.8256530761719,276.29998779296875,286.1499938964844,261.5,263.3999938964844,1800105,2023-07-31
2023-08-07,237.8011932373047,239.9499969482422,283.3500061035156,229.0500030517578,278.8999938964844,3246583,2023-08-07
2023-08-14,232.15223693847656,234.25,243.89999389648438,231.0,243.0,562699,2023-08-14
2023-08-21,229.6250762939453,231.6999969482422,239.9499969482422,229.10000610351562,235.89999389648438,867375,2023-08-21
2023-08-28,235.1253662109375,237.25,248.0,231.9499969482422,234.89999389648438,1022784,2023-08-28
2023-09-04,237.0579071044922,239.1999969482422,245.9499969482422,237.60000610351562,238.0500030517578,606812,2023-09-04
2023-09-11,232.4718780517578,233.60000610351562,240.9499969482422,229.0,239.4499969482422,541469,2023-09-11
2023-09-18,230.3820037841797,231.5,239.5,228.0,233.60000610351562,267234,2023-09-18
2023-09-25,234.36268615722656,235.5,238.0500030517578,226.35000610351562,232.4499969482422,388396,2023-09-25
2023-10-02,241.2791290283203,242.4499969482422,249.4499969482422,231.89999389648438,235.5,1210719,2023-10-02
2023-10-09,245.45883178710938,246.64999389648438,249.39999389648438,235.5500030517578,240.5,1004052,2023-10-09
2023-10-16,231.5264434814453,232.64999389648438,248.3000030517578,231.14999389648438,248.25,680350,2023-10-16
2023-10-23,226.10276794433594,227.1999969482422,233.8000030517578,212.6999969482422,231.25,569842,2023-10-23
2023-10-30,226.89891052246094,228.0,232.8000030517578,222.5,227.1999969482422,293030,2023-10-30
2023-11-06,217.39501953125,218.4499969482422,234.25,213.6999969482422,229.14999389648438,708703,2023-11-06
2023-11-13,220.52981567382812,221.60000610351562,225.9499969482422,219.25,221.39999389648438,243714,2023-11-13
2023-11-20,218.9873046875,220.0500030517578,223.5500030517578,217.10000610351562,222.5500030517578,302822,2023-11-20
2023-11-27,220.28103637695312,221.35000610351562,224.1999969482422,219.6999969482422,220.0500030517578,268802,2023-11-27
2023-12-04,232.6708984375,233.8000030517578,239.0,220.0500030517578,221.60000610351562,936283,2023-12-04
2023-12-11,229.63563537597656,230.75,237.0,229.0500030517578,235.0,369055,2023-12-11
2023-12-18,225.6051788330078,226.6999969482422,237.0,221.8000030517578,230.75,406711,2023-12-18
2023-12-25,227.64529418945312,228.75,233.5,224.5500030517578,226.6999969482422,240862,2023-12-25
2024-01-01,240.58250427246094,241.75,247.39999389648438,227.9499969482422,228.75,1593896,2024-01-01
2024-01-08,241.42840576171875,242.60000610351562,247.0,237.0500030517578,247.0,598754,2024-01-08
2024-01-15,248.34483337402344,249.5500030517578,257.0,235.5,243.8000030517578,1589832,2024-01-15
2024-01-22,259.59027099609375,260.8500061035156,263.5,240.35000610351562,249.5500030517578,2010790,2024-01-22
2024-01-29,284.9173583984375,286.29998779296875,310.95001220703125,251.64999389648438,262.70001220703125,5446053,2024-01-29
2024-02-05,323.8782958984375,325.45001220703125,343.5,290.29998779296875,290.29998779296875,9131867,2024-02-05
2024-02-12,356.3208312988281,358.04998779296875,375.5,294.3999938964844,325.45001220703125,6099541,2024-02-12
2024-02-19,388.216064453125,390.1000061035156,413.8999938964844,329.25,355.0,5436408,2024-02-19
2024-02-26,371.646484375,373.45001220703125,393.6000061035156,339.8999938964844,391.8500061035156,1287829,2024-02-26
2024-03-04,350.00152587890625,351.70001220703125,384.8999938964844,344.79998779296875,360.0,1156079,2024-03-04
2024-03-11,325.12225341796875,326.70001220703125,357.0,296.20001220703125,353.8999938964844,1386866,2024-03-11
2024-03-18,341.6918640136719,343.3500061035156,357.0,316.3500061035156,327.6000061035156,1104388,2024-03-18
2024-03-25,381.0010986328125,382.8500061035156,396.0,336.20001220703125,343.3500061035156,2240588,2024-03-25
2024-04-01,391.5001220703125,393.3999938964844,411.0,382.3500061035156,386.20001220703125,1925386,2024-04-01
2024-04-08,371.8952941894531,373.70001220703125,395.79998779296875,371.95001220703125,395.45001220703125,684168,2024-04-08
2024-04-15,359.05755615234375,360.79998779296875,384.0,349.45001220703125,363.29998779296875,907691,2024-04-15
2024-04-22,372.0445556640625,373.8500061035156,390.0,361.75,361.95001220703125,810653,2024-04-22
2024-04-29,404.58660888671875,406.54998779296875,422.6499938964844,371.04998779296875,376.95001220703125,4833149,2024-04-29
2024-05-06,360.9981689453125,362.75,421.79998779296875,347.04998779296875,409.3999938964844,2491686,2024-05-06
2024-05-13,360.3512878417969,362.1000061035156,372.0,347.04998779296875,362.75,723145,2024-05-13
2024-05-20,385.2305603027344,387.1000061035156,409.0,360.0,362.1000061035156,3659086,2024-05-20
2024-05-27,324.7739562988281,326.3500061035156,394.95001220703125,322.20001220703125,394.0,2921562,2024-05-27
2024-06-03,328.9536437988281,330.54998779296875,348.0,284.54998779296875,348.0,3025014,2024-06-03
2024-06-10,344.8763732910156,346.54998779296875,352.04998779296875,330.95001220703125,333.0,1860594,2024-06-10
2024-06-17,351.394775390625,353.1000061035156,358.04998779296875,338.3999938964844,348.5,1066786,2024-06-17
2024-06-24,336.8652648925781,338.5,352.8999938964844,333.25,352.8999938964844,674183,2024-06-24
2024-07-01,328.3565673828125,329.95001220703125,338.5,324.20001220703125,336.0,900236,2024-07-01
2024-07-08,326.117431640625,327.70001220703125,335.79998779296875,324.45001220703125,331.0,576883,2024-07-08
2024-07-15,316.8125915527344,318.3500061035156,331.70001220703125,315.29998779296875,329.29998779296875,383992,2024-07-15
2024-07-22,332.934326171875,334.54998779296875,342.79998779296875,311.75,318.3500061035156,1353928,2024-07-22
2024-07-29,316.5140075683594,318.04998779296875,339.70001220703125,313.29998779296875,335.0,1161970,2024-07-29
2024-08-05,296.610595703125,298.04998779296875,316.8999938964844,288.6000061035156,307.0,1796649,2024-08-05
2024-08-12,308.8999938964844,308.8999938964844,316.0,296.25,298.0,886956,2024-08-12
2024-08-19,320.3500061035156,320.3500061035156,329.1499938964844,306.70001220703125,308.8999938964844,740099,2024-08-19
2024-08-26,331.6499938964844,331.6499938964844,338.0,321.04998779296875,324.6000061035156,789878,2024-08-26
2024-09-02,324.20001220703125,324.20001220703125,336.75,322.0,331.0,706894,2024-09-02
2024-09-09,324.29998779296875,324.29998779296875,336.5,311.20001220703125,326.0,886425,2024-09-09
2024-09-16,311.54998779296875,311.54998779296875,328.1000061035156,306.0,326.75,592465,2024-09-16
2024-09-23,312.5,312.5,323.0,308.3999938964844,313.04998779296875,396209,2024-09-23
2024-09-30,298.5,298.5,319.0,297.0,314.95001220703125,322267,2024-09-30
2024-10-07,311.29998779296875,311.29998779296875,318.29998779296875,285.25,302.79998779296875,420197,2024-10-07
2024-10-14,303.3500061035156,303.3500061035156,312.6000061035156,296.75,310.0,324964,2024-10-14
2024-10-21,294.25,294.25,309.5,281.04998779296875,306.0,398765,2024-10-21
2024-10-28,306.8500061035156,306.8500061035156,308.0,287.1499938964844,296.0,342769,2024-10-28
2024-11-04,338.54998779296875,338.54998779296875,349.0,297.5,306.8500061035156,5762304,2024-11-04
2024-11-11,310.8999938964844,310.8999938964844,351.0,304.6000061035156,339.0,1430789,2024-11-11
2024-11-18,330.6000061035156,330.6000061035156,342.0,308.79998779296875,313.0,1078688,2024-11-18
2024-11-25,345.25,345.25,347.5,330.54998779296875,332.20001220703125,1212959,2024-11-25
2024-12-02,362.3999938964844,362.3999938964844,366.79998779296875,342.3999938964844,345.0,2085899,2024-12-02
2024-12-09,385.75,385.75,389.8999938964844,353.79998779296875,364.0,2882060,2024-12-09
2024-12-16,364.0,364.0,407.75,361.3500061035156,386.70001220703125,2001328,2024-12-16
2024-12-23,384.3999938964844,384.3999938964844,415.95001220703125,344.1000061035156,368.0,4159881,2024-12-23
2024-12-30,445.6000061035156,445.6000061035156,458.25,376.0,384.0,8641498,2024-12-30
2025-01-06,388.3999938964844,388.3999938964844,455.75,385.54998779296875,446.8999938964844,2678225,2025-01-06
2025-01-13,399.79998779296875,399.79998779296875,405.25,359.1000061035156,383.8500061035156,2308691,2025-01-13
2025-01-20,362.70001220703125,362.70001220703125,402.0,359.20001220703125,400.25,1457657,2025-01-20
2025-01-27,377.20001220703125,377.20001220703125,383.1499938964844,330.20001220703125,351.70001220703125,1643098,2025-01-27
2025-02-03,413.25,413.25,449.0,367.8500061035156,374.8999938964844,6186196,2025-02-03
2025-02-10,383.1000061035156,383.1000061035156,415.8999938964844,372.1499938964844,414.3500061035156,2216848,2025-02-10
2025-02-17,453.6000061035156,453.6000061035156,498.25,372.6499938964844,382.3999938964844,6665724,2025-02-17
2025-02-24,448.25,448.25,483.3999938964844,434.29998779296875,440.3999938964844,3099899,2025-02-24
2025-03-03,484.45001220703125,484.45001220703125,503.8500061035156,421.1499938964844,454.45001220703125,5795390,2025-03-03
2025-03-10,482.54998779296875,482.54998779296875,518.8499755859375,468.3999938964844,486.0,4780240,2025-03-10
2025-03-17,513.4000244140625,513.4000244140625,528.0999755859375,477.20001220703125,484.6499938964844,2450281,2025-03-17
2025-03-24,477.79998779296875,477.79998779296875,520.0999755859375,462.5,515.0,2115865,2025-03-24
2025-03-31,423.79998779296875,423.79998779296875,478.95001220703125,414.6000061035156,477.79998779296875,1848691,2025-03-31
2025-04-07,426.95001220703125,426.95001220703125,434.8500061035156,359.8999938964844,380.0,1400092,2025-04-07
2025-04-14,459.20001220703125,459.20001220703125,464.54998779296875,429.1000061035156,435.0,1162136,2025-04-14
2025-04-21,427.75,427.75,468.70001220703125,419.04998779296875,462.8500061035156,1214166,2025-04-21
2025-04-28,404.29998779296875,404.29998779296875,438.0,392.25,434.95001220703125,923132,2025-04-28
2025-05-05,362.04998779296875,362.04998779296875,415.04998779296875,351.04998779296875,403.20001220703125,1337743,2025-05-05
2025-05-12,414.75,414.75,428.0,385.95001220703125,385.95001220703125,2719800,2025-05-12
2025-05-19,451.3999938964844,451.3999938964844,458.0,412.04998779296875,417.95001220703125,1739764,2025-05-19
2025-05-26,450.75,450.75,464.0,436.0,452.0,2332488,2025-05-26
2025-06-02,429.70001220703125,429.70001220703125,449.70001220703125,428.6000061035156,447.8999938964844,899322,2025-06-02
2025-06-09,415.6000061035156,415.6000061035156,439.29998779296875,407.04998779296875,434.8500061035156,1016494,2025-06-09
2025-06-16,398.75,398.75,443.45001220703125,390.8999938964844,414.20001220703125,2164568,2025-06-16
2025-06-23,407.6499938964844,407.6499938964844,420.29998779296875,394.1000061035156,395.0,1241719,2025-06-23
2025-06-30,399.04998779296875,399.04998779296875,410.6499938964844,392.04998779296875,408.20001220703125,745115,2025-06-30
2025-07-07,410.6499938964844,410.6499938964844,414.3999938964844,398.04998779296875,400.45001220703125,772732,2025-07-07
2025-07-14,421.75,421.75,424.8999938964844,406.0,410.6499938964844,394731,2025-07-14
