Date,Adj Close_BAFNAPH.NS,Close_BAFNAPH.NS,High_BAFNAPH.NS,Low_BAFNAPH.NS,Open_BAFNAPH.NS,Volume_BAFNAPH.NS,Date
2021-12-13,126.05000305175781,126.05000305175781,149.85000610351562,125.0,149.85000610351562,21961,2021-12-13
2021-12-20,120.0,120.0,132.0,113.30000305175781,132.0,37854,2021-12-20
2021-12-27,152.5500030517578,152.5500030517578,152.5500030517578,119.0999984741211,122.0,76613,2021-12-27
2022-01-03,140.85000610351562,140.85000610351562,160.14999389648438,133.25,155.60000610351562,56365,2022-01-03
2022-01-10,136.39999389648438,136.39999389648438,147.8000030517578,135.25,143.39999389648438,34296,2022-01-10
2022-01-17,141.25,141.25,144.6999969482422,135.75,139.5500030517578,21188,2022-01-17
2022-01-24,133.4499969482422,133.4499969482422,141.89999389648438,130.39999389648438,141.0,9394,2022-01-24
2022-01-31,152.8000030517578,152.8000030517578,154.0,133.5,133.5,43169,2022-01-31
2022-02-07,173.0500030517578,173.0500030517578,185.5,147.10000610351562,153.0500030517578,146379,2022-02-07
2022-02-14,151.9499969482422,151.9499969482422,170.75,145.6999969482422,160.1999969482422,42878,2022-02-14
2022-02-21,123.75,123.75,166.89999389648438,119.6500015258789,166.89999389648438,801667,2022-02-21
2022-02-28,123.94999694824219,123.94999694824219,132.5,119.0999984741211,125.0,32521,2022-02-28
2022-03-07,138.85000610351562,138.85000610351562,141.8000030517578,114.5,121.4000015258789,125788,2022-03-07
2022-03-14,130.4499969482422,130.4499969482422,145.0,128.0,145.0,14819,2022-03-14
2022-03-21,127.0,127.0,136.0,126.0999984741211,130.0,84510,2022-03-21
2022-03-28,131.10000610351562,131.10000610351562,133.5,121.0,128.0,101195,2022-03-28
2022-04-04,134.6999969482422,134.6999969482422,135.0,127.05000305175781,134.60000610351562,17690,2022-04-04
2022-04-11,130.3000030517578,130.3000030517578,135.0,126.55000305175781,135.0,11973,2022-04-11
2022-04-18,134.4499969482422,134.4499969482422,140.0,127.30000305175781,133.0,25915,2022-04-18
2022-04-25,135.5500030517578,135.5500030517578,138.5,128.0500030517578,135.5,16924,2022-04-25
2022-05-02,131.14999389648438,131.14999389648438,139.6999969482422,126.0,139.6999969482422,9333,2022-05-02
2022-05-09,125.94999694824219,125.94999694824219,135.6999969482422,125.0,126.6500015258789,10894,2022-05-09
2022-05-16,126.0,126.0,132.75,120.69999694824219,125.94999694824219,9034,2022-05-16
2022-05-23,123.69999694824219,123.69999694824219,130.64999389648438,118.5,126.0,5340,2022-05-23
2022-05-30,121.4000015258789,121.4000015258789,129.5,108.0,126.19999694824219,41621,2022-05-30
2022-06-06,120.55000305175781,120.55000305175781,128.14999389648438,115.5,121.30000305175781,37741,2022-06-06
2022-06-13,116.8499984741211,116.8499984741211,126.0,114.0,114.69999694824219,37660,2022-06-13
2022-06-20,119.0,119.0,124.94999694824219,112.0,119.69999694824219,13262,2022-06-20
2022-06-27,115.0,115.0,121.8499984741211,113.55000305175781,121.8499984741211,4569,2022-06-27
2022-07-04,115.75,115.75,115.8499984741211,110.25,112.5,2318,2022-07-04
2022-07-11,111.0,111.0,114.94999694824219,110.0,112.05000305175781,8347,2022-07-11
2022-07-18,110.25,110.25,113.44999694824219,108.0,111.0,1740,2022-07-18
2022-07-25,108.9000015258789,108.9000015258789,112.44999694824219,107.0,112.44999694824219,4872,2022-07-25
2022-08-01,109.0,109.0,111.8499984741211,107.0999984741211,109.0,4167,2022-08-01
2022-08-08,113.9000015258789,113.9000015258789,113.9000015258789,103.1500015258789,110.6500015258789,10196,2022-08-08
2022-08-15,119.69999694824219,119.69999694824219,123.5,110.6500015258789,113.9000015258789,9309,2022-08-15
2022-08-22,114.94999694824219,114.94999694824219,120.9000015258789,111.0999984741211,120.9000015258789,3698,2022-08-22
2022-08-29,114.0,114.0,118.9000015258789,110.0,110.19999694824219,12502,2022-08-29
2022-09-05,110.05000305175781,110.05000305175781,116.9000015258789,109.05000305175781,112.0,10349,2022-09-05
2022-09-12,104.94999694824219,104.94999694824219,113.94999694824219,103.94999694824219,113.94999694824219,19008,2022-09-12
2022-09-19,102.75,102.75,107.44999694824219,98.0999984741211,107.44999694824219,7949,2022-09-19
2022-09-26,101.94999694824219,101.94999694824219,104.0,95.6500015258789,101.94999694824219,7138,2022-09-26
2022-10-03,103.44999694824219,103.44999694824219,107.9000015258789,98.4000015258789,103.5,2843,2022-10-03
2022-10-10,102.3499984741211,102.3499984741211,106.9000015258789,98.5999984741211,99.0999984741211,1634,2022-10-10
2022-10-17,100.0999984741211,100.0999984741211,103.9000015258789,98.0,101.94999694824219,1539,2022-10-17
2022-10-24,103.0,103.0,105.0,99.5999984741211,105.0,1836,2022-10-24
2022-10-31,103.0,103.0,104.94999694824219,98.30000305175781,98.30000305175781,2778,2022-10-31
2022-11-07,100.55000305175781,100.55000305175781,105.8499984741211,99.4000015258789,100.55000305175781,5934,2022-11-07
2022-11-14,101.44999694824219,101.44999694824219,104.4000015258789,95.0999984741211,103.8499984741211,5378,2022-11-14
2022-11-21,98.6500015258789,98.6500015258789,101.44999694824219,95.05000305175781,101.44999694824219,5497,2022-11-21
2022-11-28,99.19999694824219,99.19999694824219,104.94999694824219,95.55000305175781,99.75,5787,2022-11-28
2022-12-05,102.5999984741211,102.5999984741211,103.19999694824219,97.75,103.19999694824219,3425,2022-12-05
2022-12-12,100.19999694824219,100.19999694824219,103.75,97.94999694824219,100.0,2425,2022-12-12
2022-12-19,99.25,99.25,103.0,97.1500015258789,103.0,3974,2022-12-19
2022-12-26,100.75,100.75,104.19999694824219,98.55000305175781,103.19999694824219,3794,2022-12-26
2023-01-02,102.1500015258789,102.1500015258789,105.0,98.05000305175781,100.75,2685,2023-01-02
2023-01-09,99.0,99.0,103.0,98.5,100.0,1273,2023-01-09
2023-01-16,100.0,100.0,102.30000305175781,97.25,99.0,2335,2023-01-16
2023-01-23,99.44999694824219,99.44999694824219,100.94999694824219,97.0,100.0,1151,2023-01-23
2023-01-30,97.0,97.0,101.44999694824219,94.30000305175781,101.0,2593,2023-01-30
2023-02-06,94.05000305175781,94.05000305175781,102.3499984741211,92.19999694824219,97.0,17132,2023-02-06
2023-02-13,91.94999694824219,91.94999694824219,94.94999694824219,88.0,94.0,9114,2023-02-13
2023-02-20,96.0,96.0,96.0,91.0,92.0,7588,2023-02-20
2023-02-27,93.19999694824219,93.19999694824219,98.9000015258789,91.19999694824219,91.19999694824219,7406,2023-02-27
2023-03-06,88.75,88.75,97.8499984741211,88.5,97.8499984741211,10136,2023-03-06
2023-03-13,88.0999984741211,88.0999984741211,93.5,87.80000305175781,90.8499984741211,4782,2023-03-13
2023-03-20,84.55000305175781,84.55000305175781,89.5,83.0,89.5,5184,2023-03-20
2023-03-27,82.0,82.0,85.69999694824219,77.05000305175781,81.0,5595,2023-03-27
2023-04-03,86.80000305175781,86.80000305175781,91.0,78.1500015258789,82.94999694824219,2616,2023-04-03
2023-04-10,88.8499984741211,88.8499984741211,90.0,85.55000305175781,86.69999694824219,4832,2023-04-10
2023-04-17,83.55000305175781,83.55000305175781,88.8499984741211,82.25,88.8499984741211,3714,2023-04-17
2023-04-24,80.94999694824219,80.94999694824219,88.1500015258789,80.0,83.55000305175781,17460,2023-04-24
2023-05-01,80.5999984741211,80.5999984741211,83.9000015258789,80.0,80.94999694824219,3286,2023-05-01
2023-05-08,82.19999694824219,82.19999694824219,84.25,80.05000305175781,82.69999694824219,3189,2023-05-08
2023-05-15,89.9000015258789,89.9000015258789,91.8499984741211,80.30000305175781,80.30000305175781,9968,2023-05-15
2023-05-22,93.0,93.0,94.5,84.25,87.0,5786,2023-05-22
2023-05-29,118.55000305175781,118.55000305175781,118.55000305175781,97.6500015258789,97.6500015258789,17083,2023-05-29
2023-06-05,124.44999694824219,124.44999694824219,124.44999694824219,121.0,123.80000305175781,8864,2023-06-05
2023-06-12,118.25,118.25,118.25,118.25,118.25,1037,2023-06-12
2023-06-19,112.3499984741211,112.3499984741211,112.3499984741211,112.3499984741211,112.3499984741211,77,2023-06-19
2023-06-26,106.75,106.75,106.75,106.75,106.75,89,2023-06-26
2023-07-03,101.44999694824219,101.44999694824219,101.44999694824219,101.44999694824219,101.44999694824219,2249,2023-07-03
2023-07-10,96.69999694824219,96.69999694824219,97.0,96.4000015258789,96.4000015258789,7702,2023-07-10
2023-07-17,92.5,92.5,96.6500015258789,91.9000015258789,91.9000015258789,10391,2023-07-17
2023-07-24,92.5,92.5,92.5,87.9000015258789,88.0,4447,2023-07-24
2023-07-31,87.9000015258789,87.9000015258789,95.5999984741211,87.9000015258789,92.5,35657,2023-07-31
2023-08-07,93.44999694824219,93.44999694824219,94.5,86.5,92.25,49626,2023-08-07
2023-08-14,113.55000305175781,113.55000305175781,113.55000305175781,98.0999984741211,98.0999984741211,54299,2023-08-14
2023-08-21,107.9000015258789,107.9000015258789,119.0,107.9000015258789,119.0,14059,2023-08-21
2023-08-28,102.5,102.5,102.5,102.5,102.5,866,2023-08-28
2023-09-04,97.4000015258789,97.4000015258789,97.4000015258789,97.4000015258789,97.4000015258789,746,2023-09-04
2023-09-11,92.55000305175781,92.55000305175781,92.55000305175781,92.55000305175781,92.55000305175781,4031,2023-09-11
2023-09-18,87.94999694824219,87.94999694824219,87.94999694824219,87.94999694824219,87.94999694824219,5504,2023-09-18
2023-09-25,83.55000305175781,83.55000305175781,83.55000305175781,83.55000305175781,83.55000305175781,5118,2023-09-25
2023-10-02,92.4000015258789,92.4000015258789,96.6500015258789,79.9000015258789,83.55000305175781,67130,2023-10-02
2023-10-09,88.05000305175781,88.05000305175781,93.8499984741211,84.55000305175781,92.0,25709,2023-10-09
2023-10-16,87.1500015258789,87.1500015258789,92.19999694824219,85.0999984741211,88.1500015258789,25669,2023-10-16
2023-10-23,83.05000305175781,83.05000305175781,87.69999694824219,82.25,85.30000305175781,8313,2023-10-23
2023-10-30,84.75,84.75,89.0,82.44999694824219,83.3499984741211,22590,2023-10-30
2023-11-06,81.94999694824219,81.94999694824219,88.55000305175781,80.05000305175781,86.94999694824219,63043,2023-11-06
2023-11-13,83.80000305175781,83.80000305175781,86.94999694824219,79.5999984741211,86.4000015258789,55030,2023-11-13
2023-11-20,87.05000305175781,87.05000305175781,90.9000015258789,86.0,87.8499984741211,45775,2023-11-20
2023-11-27,89.55000305175781,89.55000305175781,91.4000015258789,87.0,87.05000305175781,122998,2023-11-27
2023-12-04,98.9000015258789,98.9000015258789,102.80000305175781,93.5,94.0,69362,2023-12-04
2023-12-11,102.44999694824219,102.44999694824219,104.25,98.9000015258789,98.9000015258789,33158,2023-12-11
2023-12-18,94.1500015258789,94.1500015258789,102.0,94.0,102.0,55319,2023-12-18
2023-12-25,92.0,92.0,96.8499984741211,92.0,94.1500015258789,81308,2023-12-25
2024-01-01,99.8499984741211,99.8499984741211,103.0,92.0,92.0,48352,2024-01-01
2024-01-08,100.0,100.0,107.80000305175781,98.0,103.0,85629,2024-01-08
2024-01-15,99.5,99.5,104.8499984741211,96.05000305175781,102.0,45014,2024-01-15
2024-01-22,97.5,97.5,105.0,96.5,99.5,35274,2024-01-22
2024-01-29,98.19999694824219,98.19999694824219,101.0,96.0,97.5,20893,2024-01-29
2024-02-05,98.5,98.5,101.80000305175781,94.8499984741211,99.75,34256,2024-02-05
2024-02-12,90.80000305175781,90.80000305175781,99.4000015258789,88.6500015258789,98.5,55497,2024-02-12
2024-02-19,90.0,90.0,93.94999694824219,89.0,90.80000305175781,22459,2024-02-19
2024-02-26,87.6500015258789,87.6500015258789,94.0,86.0,94.0,32202,2024-02-26
2024-03-04,86.25,86.25,89.94999694824219,84.0,88.0,21255,2024-03-04
2024-03-11,84.5,84.5,88.30000305175781,78.0,88.30000305175781,20924,2024-03-11
2024-03-18,79.6500015258789,79.6500015258789,84.25,79.0,84.0999984741211,26306,2024-03-18
2024-03-25,78.3499984741211,78.3499984741211,81.5,75.9000015258789,79.6500015258789,78830,2024-03-25
2024-04-01,88.5,88.5,92.69999694824219,78.25,79.0,18085,2024-04-01
2024-04-08,87.0,87.0,92.44999694824219,85.5,92.44999694824219,15942,2024-04-08
2024-04-15,86.80000305175781,86.80000305175781,88.5,85.0999984741211,87.0,12581,2024-04-15
2024-04-22,86.0,86.0,89.94999694824219,83.25,86.80000305175781,37206,2024-04-22
2024-04-29,104.44999694824219,104.44999694824219,104.44999694824219,88.94999694824219,88.94999694824219,22944,2024-04-29
2024-05-06,104.80000305175781,104.80000305175781,113.0,104.19999694824219,109.6500015258789,78871,2024-05-06
2024-05-13,99.5999984741211,99.5999984741211,99.5999984741211,99.5999984741211,99.5999984741211,384,2024-05-13
2024-05-20,94.6500015258789,94.6500015258789,99.5999984741211,94.6500015258789,99.5999984741211,684,2024-05-20
2024-05-27,89.94999694824219,89.94999694824219,89.94999694824219,89.94999694824219,89.94999694824219,1810,2024-05-27
2024-06-03,85.44999694824219,85.44999694824219,85.44999694824219,85.44999694824219,85.44999694824219,1117,2024-06-03
2024-06-10,81.16999816894531,81.16999816894531,82.0,81.16999816894531,81.16999816894531,20339,2024-06-10
2024-06-17,77.11000061035156,77.11000061035156,81.16999816894531,77.11000061035156,81.16999816894531,9994,2024-06-17
2024-06-24,75.47000122070312,75.47000122070312,77.11000061035156,73.25,77.11000061035156,7084,2024-06-24
2024-07-01,88.2300033569336,88.2300033569336,96.0,79.23999786376953,79.23999786376953,38575,2024-07-01
2024-07-08,91.33999633789062,91.33999633789062,92.48999786376953,85.0,92.48999786376953,18000,2024-07-08
2024-07-15,85.0,85.0,91.3499984741211,82.80999755859375,91.33999633789062,11034,2024-07-15
2024-07-22,85.0,85.0,89.2300033569336,82.01000213623047,89.2300033569336,4653,2024-07-22
2024-07-29,86.44999694824219,86.44999694824219,90.91000366210938,82.05999755859375,84.0999984741211,18918,2024-07-29
2024-08-05,81.13999938964844,81.13999938964844,88.72000122070312,80.7699966430664,84.44999694824219,5329,2024-08-05
2024-08-12,83.06999969482422,83.06999969482422,89.4000015258789,81.13999938964844,81.26000213623047,11411,2024-08-12
2024-08-19,80.88999938964844,80.88999938964844,86.12999725341797,80.0,83.69999694824219,22113,2024-08-19
2024-08-26,80.68000030517578,80.68000030517578,84.93000030517578,80.30000305175781,83.9800033569336,20731,2024-08-26
2024-09-02,80.79000091552734,80.79000091552734,84.94000244140625,79.01000213623047,80.68000030517578,11267,2024-09-02
2024-09-09,79.0,79.0,82.88999938964844,77.19000244140625,80.80000305175781,20460,2024-09-09
2024-09-16,77.08000183105469,77.08000183105469,82.94999694824219,75.01000213623047,82.94999694824219,33470,2024-09-16
2024-09-23,87.47000122070312,87.47000122070312,88.08999633789062,77.08000183105469,80.93000030517578,71811,2024-09-23
2024-09-30,84.29000091552734,84.29000091552734,87.69999694824219,80.0,84.0,25860,2024-09-30
2024-10-07,79.25,79.25,84.5999984741211,78.01000213623047,83.0,15122,2024-10-07
2024-10-14,80.56999969482422,80.56999969482422,83.69999694824219,78.20999908447266,79.3499984741211,6510,2024-10-14
2024-10-21,77.5,77.5,83.62000274658203,77.5,80.56999969482422,11149,2024-10-21
2024-10-28,80.12999725341797,80.12999725341797,82.47000122070312,77.26000213623047,77.5,3357,2024-10-28
2024-11-04,82.2699966430664,82.2699966430664,83.4000015258789,78.4000015258789,80.12999725341797,6429,2024-11-04
2024-11-11,80.0,80.0,83.4000015258789,77.47000122070312,83.4000015258789,6711,2024-11-11
2024-11-18,80.0,80.0,82.0,77.66000366210938,80.0,4250,2024-11-18
2024-11-25,79.98999786376953,79.98999786376953,81.0,78.0,78.0,1754,2024-11-25
2024-12-02,81.5,81.5,85.4000015258789,79.0,79.94999694824219,5080,2024-12-02
2024-12-09,80.70999908447266,80.70999908447266,85.0,78.55999755859375,81.5,3520,2024-12-09
2024-12-16,81.44000244140625,81.44000244140625,82.19000244140625,77.55000305175781,80.19999694824219,7259,2024-12-16
2024-12-23,80.0,80.0,83.98999786376953,78.0,81.44000244140625,16451,2024-12-23
2024-12-30,81.9800033569336,81.9800033569336,84.0,78.1500015258789,80.0,10875,2024-12-30
2025-01-06,82.5,82.5,86.98999786376953,79.0199966430664,82.0999984741211,21582,2025-01-06
2025-01-13,80.5199966430664,80.5199966430664,85.0,78.5,79.76000213623047,10588,2025-01-13
2025-01-20,79.30999755859375,79.30999755859375,87.48999786376953,77.9000015258789,82.98999786376953,16572,2025-01-20
2025-01-27,78.5,78.5,82.0,77.9000015258789,79.4000015258789,6147,2025-01-27
2025-02-03,80.61000061035156,80.61000061035156,81.88999938964844,77.9000015258789,78.5,11897,2025-02-03
2025-02-10,74.66000366210938,74.66000366210938,83.0,74.0,83.0,10650,2025-02-10
2025-02-17,73.80000305175781,73.80000305175781,75.98999786376953,69.0,70.91999816894531,7381,2025-02-17
2025-02-24,73.58999633789062,73.58999633789062,75.9000015258789,70.30000305175781,73.0,8349,2025-02-24
2025-03-03,81.8499984741211,81.8499984741211,81.98999786376953,69.91000366210938,73.58999633789062,14428,2025-03-03
2025-03-10,80.73999786376953,80.73999786376953,83.66000366210938,80.0,82.25,6536,2025-03-10
2025-03-17,78.5999984741211,78.5999984741211,82.0,77.01000213623047,80.0,4481,2025-03-17
2025-03-24,74.80000305175781,74.80000305175781,80.0,72.51000213623047,78.61000061035156,33997,2025-03-24
2025-03-31,73.0,73.0,76.8499984741211,70.61000061035156,74.80000305175781,4664,2025-03-31
2025-04-07,72.5,72.5,74.9000015258789,72.0,74.81999969482422,6667,2025-04-07
2025-04-14,74.83999633789062,74.83999633789062,77.58999633789062,72.6500015258789,74.0,3714,2025-04-14
2025-04-21,80.4000015258789,80.4000015258789,80.69999694824219,73.05999755859375,76.0,28333,2025-04-21
2025-04-28,75.87999725341797,75.87999725341797,81.0,75.87999725341797,81.0,19377,2025-04-28
2025-05-05,72.0,72.0,78.69000244140625,71.56999969482422,75.87999725341797,8471,2025-05-05
2025-05-12,76.87999725341797,76.87999725341797,77.3499984741211,72.30000305175781,75.5,23674,2025-05-12
2025-05-19,74.63999938964844,74.63999938964844,79.0,73.0,77.5,14408,2025-05-19
2025-05-26,74.9800033569336,74.9800033569336,77.98999786376953,72.5999984741211,74.58000183105469,16536,2025-05-26
2025-06-02,73.93000030517578,73.93000030517578,75.37000274658203,72.04000091552734,75.25,12910,2025-06-02
2025-06-09,74.45999908447266,74.45999908447266,76.98999786376953,72.01000213623047,76.98999786376953,10146,2025-06-09
2025-06-16,74.5,74.5,79.0,73.16999816894531,74.45999908447266,11494,2025-06-16
2025-06-23,80.02999877929688,80.02999877929688,80.6500015258789,73.01000213623047,74.06999969482422,29588,2025-06-23
2025-06-30,89.20999908447266,89.20999908447266,94.98999786376953,80.0,80.02999877929688,118941,2025-06-30
2025-07-07,83.37000274658203,83.37000274658203,91.30000305175781,81.2300033569336,91.30000305175781,26305,2025-07-07
2025-07-14,89.0199966430664,89.0199966430664,89.43000030517578,81.61000061035156,83.0,14378,2025-07-14
