Date,Adj Close_KPIL.NS,Close_KPIL.NS,High_KPIL.NS,Low_KPIL.NS,Open_KPIL.NS,Volume_KPIL.NS,Date
2024-02-19,972.0291748046875,986.2999877929688,1025.0,892.5499877929688,955.0,2005568,2024-02-19
2024-02-26,967.6435546875,981.8499755859375,1010.9000244140625,952.2000122070312,991.0,1379692,2024-02-26
2024-03-04,1035.9410400390625,1051.1500244140625,1072.0,962.0,983.0,1752362,2024-03-04
2024-03-11,1015.5403442382812,1030.449951171875,1163.0,965.0,1076.0,6052769,2024-03-11
2024-03-18,1049.4920654296875,1064.9000244140625,1128.949951171875,986.2000122070312,1042.25,2058548,2024-03-18
2024-03-25,1054.3702392578125,1069.8499755859375,1099.0,1050.6500244140625,1072.800048828125,894136,2024-03-25
2024-04-01,1140.5057373046875,1157.25,1175.800048828125,1058.050048828125,1079.0,2410313,2024-04-01
2024-04-08,1152.28271484375,1169.199951171875,1220.9000244140625,1140.949951171875,1164.050048828125,1164451,2024-04-08
2024-04-15,1188.944580078125,1206.4000244140625,1221.0,1105.0,1116.6500244140625,1134723,2024-04-15
2024-04-22,1169.7760009765625,1186.949951171875,1223.0,1161.550048828125,1219.949951171875,1059994,2024-04-22
2024-04-29,1223.6846923828125,1241.6500244140625,1298.800048828125,1168.050048828125,1192.0,2865042,2024-04-29
2024-05-06,1147.5030517578125,1164.3499755859375,1255.75,1150.699951171875,1251.0,730003,2024-05-06
2024-05-13,1181.8487548828125,1199.199951171875,1210.550048828125,1147.199951171875,1166.0,1501569,2024-05-13
2024-05-20,1209.8377685546875,1227.5999755859375,1342.5999755859375,1213.0,1310.0,1486165,2024-05-20
2024-05-27,1177.80810546875,1195.0999755859375,1245.0,1163.0999755859375,1228.0,1216410,2024-05-27
2024-06-03,1246.2532958984375,1264.550048828125,1286.050048828125,978.3499755859375,1211.0,2241165,2024-06-03
2024-06-10,1202.5447998046875,1220.199951171875,1309.1500244140625,1216.5999755859375,1269.6500244140625,1258535,2024-06-10
2024-06-17,1140.111572265625,1156.8499755859375,1254.949951171875,1143.0,1232.0,7030794,2024-06-17
2024-06-24,1158.688720703125,1175.699951171875,1213.0,1150.25,1156.8499755859375,3233642,2024-06-24
2024-07-01,1218.4739990234375,1228.0,1256.449951171875,1145.0,1179.9000244140625,3562236,2024-07-01
2024-07-08,1347.1678466796875,1357.699951171875,1410.0,1229.949951171875,1237.949951171875,6007850,2024-07-08
2024-07-15,1325.9339599609375,1336.300048828125,1427.8499755859375,1294.9000244140625,1372.0,2997055,2024-07-15
2024-07-22,1350.5911865234375,1361.1500244140625,1369.699951171875,1250.0,1341.4000244140625,1170310,2024-07-22
2024-07-29,1340.47021484375,1350.949951171875,1395.699951171875,1290.0,1384.0,1823317,2024-07-29
2024-08-05,1231.323486328125,1240.949951171875,1345.0,1189.0,1271.050048828125,1313252,2024-08-05
2024-08-12,1211.67724609375,1221.1500244140625,1269.9000244140625,1206.0,1222.0999755859375,744467,2024-08-12
2024-08-19,1288.1790771484375,1298.25,1317.3499755859375,1200.0,1226.1500244140625,1962311,2024-08-19
2024-08-26,1337.0966796875,1347.550048828125,1370.949951171875,1275.550048828125,1302.0,727184,2024-08-26
2024-09-02,1387.0560302734375,1397.9000244140625,1449.0,1357.550048828125,1360.0,2182199,2024-09-02
2024-09-09,1370.0887451171875,1380.800048828125,1404.550048828125,1340.0,1398.9000244140625,937386,2024-09-09
2024-09-16,1324.693603515625,1335.050048828125,1408.5999755859375,1328.4000244140625,1391.0,686827,2024-09-16
2024-09-23,1396.6312255859375,1407.550048828125,1438.050048828125,1287.25,1342.0,1148773,2024-09-23
2024-09-30,1337.4439697265625,1347.9000244140625,1426.949951171875,1269.550048828125,1407.0,1572661,2024-09-30
2024-10-07,1309.81005859375,1320.050048828125,1364.300048828125,1278.5,1357.75,1397053,2024-10-07
2024-10-14,1284.6070556640625,1294.6500244140625,1337.9000244140625,1266.6500244140625,1320.050048828125,1928193,2024-10-14
2024-10-21,1174.4681396484375,1183.6500244140625,1303.5,1171.050048828125,1300.0,427550,2024-10-21
2024-10-28,1283.61474609375,1293.6500244140625,1320.0,1156.5,1166.0,1460934,2024-10-28
2024-11-04,1237.2274169921875,1246.9000244140625,1298.0,1222.0,1289.050048828125,599161,2024-11-04
2024-11-11,1189.698974609375,1199.0,1270.75,1180.0,1225.0,410371,2024-11-11
2024-11-18,1113.3955078125,1122.0999755859375,1217.800048828125,1118.0,1199.8499755859375,467827,2024-11-18
2024-11-25,1131.206298828125,1140.050048828125,1170.050048828125,1114.5,1138.5,1647418,2024-11-25
2024-12-02,1261.3885498046875,1271.25,1284.9000244140625,1120.050048828125,1154.9000244140625,5595538,2024-12-02
2024-12-09,1293.7852783203125,1303.9000244140625,1325.699951171875,1250.0,1260.0,2007327,2024-12-09
2024-12-16,1266.052001953125,1275.949951171875,1352.8499755859375,1267.0,1303.9000244140625,1383706,2024-12-16
2024-12-23,1304.551025390625,1314.75,1325.050048828125,1241.199951171875,1270.0999755859375,642829,2024-12-23
2024-12-30,1271.90625,1281.8499755859375,1340.0,1264.699951171875,1311.8499755859375,1833773,2024-12-30
2025-01-06,1194.31298828125,1203.6500244140625,1294.8499755859375,1200.0,1294.75,1457642,2025-01-06
2025-01-13,1169.457275390625,1178.5999755859375,1213.4000244140625,1141.25,1182.050048828125,1261892,2025-01-13
2025-01-20,1046.915283203125,1055.0999755859375,1197.9000244140625,1052.0,1172.0,1260381,2025-01-20
2025-01-27,1020.3231811523438,1028.300048828125,1084.199951171875,976.1500244140625,1055.1500244140625,1338578,2025-01-27
2025-02-03,1032.577392578125,1040.6500244140625,1063.0,979.0499877929688,1016.5,1554747,2025-02-03
2025-02-10,872.72705078125,879.5499877929688,1048.949951171875,852.5999755859375,1042.050048828125,3646345,2025-02-10
2025-02-17,912.4663696289062,919.5999755859375,964.0,845.2999877929688,880.9500122070312,3022716,2025-02-17
2025-02-24,872.3302001953125,879.1500244140625,936.8499755859375,856.5,913.0999755859375,1726044,2025-02-24
2025-03-03,923.9763793945312,931.2000122070312,979.0,821.2999877929688,879.0,11158913,2025-03-03
2025-03-10,850.0046997070312,856.6500244140625,945.0,852.75,926.0,1447025,2025-03-10
2025-03-17,965.9978637695312,973.5499877929688,983.9000244140625,854.0,865.0,2506997,2025-03-17
2025-03-24,966.9404907226562,974.5,1078.8499755859375,891.7000122070312,975.0,4756624,2025-03-24
2025-03-31,924.2740478515625,931.5,986.6500244140625,924.0,974.5,590141,2025-03-31
2025-04-07,889.3471069335938,896.2999877929688,908.7000122070312,786.2999877929688,788.0,893252,2025-04-07
2025-04-14,927.0027465820312,934.25,958.7999877929688,905.2000122070312,905.2000122070312,1278397,2025-04-14
2025-04-21,937.6693725585938,945.0,1075.050048828125,928.1500244140625,942.7999877929688,1672523,2025-04-21
2025-04-28,959.4490966796875,966.9500122070312,986.5999755859375,933.5499877929688,945.0,524774,2025-04-28
2025-05-05,912.4663696289062,919.5999755859375,988.7999877929688,892.5,967.9500122070312,781112,2025-05-05
2025-05-12,1085.3150634765625,1093.800048828125,1135.0,942.5499877929688,950.0,2630937,2025-05-12
2025-05-19,1097.91650390625,1106.5,1148.6500244140625,1074.0,1110.0,1789106,2025-05-19
2025-05-26,1129.9163818359375,1138.75,1169.300048828125,1103.300048828125,1136.0,1408209,2025-05-26
2025-06-02,1140.8807373046875,1149.800048828125,1188.0999755859375,1118.0,1145.9000244140625,1272925,2025-06-02
2025-06-09,1152.093017578125,1161.0999755859375,1234.0,1134.5,1215.0,2356993,2025-06-09
2025-06-16,1151.199951171875,1160.199951171875,1220.0,1135.0999755859375,1161.0999755859375,1153730,2025-06-16
2025-06-23,1217.4818115234375,1227.0,1257.0,1141.9000244140625,1150.300048828125,1407319,2025-06-23
2025-06-30,1192.9000244140625,1192.9000244140625,1286.9000244140625,1183.5,1220.0,1611198,2025-06-30
2025-07-07,1191.699951171875,1191.699951171875,1214.0,1170.0999755859375,1185.199951171875,1461830,2025-07-07
2025-07-14,1215.9000244140625,1215.9000244140625,1222.9000244140625,1180.0,1191.0,212193,2025-07-14
