Date,Adj Close_PERSISTENT.NS,Close_PERSISTENT.NS,High_PERSISTENT.NS,Low_PERSISTENT.NS,Open_PERSISTENT.NS,Volume_PERSISTENT.NS,Date
2021-10-18,1886.0826416015625,1935.949951171875,2195.0,1836.3499755859375,2125.0,4998638,2021-10-18
2021-10-25,1911.3154296875,1961.8499755859375,2082.5,1836.6500244140625,1953.0,4652824,2021-10-25
2021-11-01,1972.5220947265625,2024.675048828125,2063.22509765625,1930.0999755859375,1977.1500244140625,974742,2021-11-01
2021-11-08,2020.065185546875,2073.47509765625,2099.5,1996.6500244140625,2030.5,1828368,2021-11-08
2021-11-15,2027.1285400390625,2080.72509765625,2219.925048828125,2052.699951171875,2077.5,2422492,2021-11-15
2021-11-22,1904.2034912109375,1954.550048828125,2102.47509765625,1943.7249755859375,2080.72509765625,1806900,2021-11-22
2021-11-29,2112.27685546875,2168.125,2217.39990234375,1875.0,1900.0,3335366,2021-11-29
2021-12-06,2112.9345703125,2168.800048828125,2189.39990234375,2065.14990234375,2168.125,2088680,2021-12-06
2021-12-13,2260.31298828125,2320.074951171875,2376.050048828125,2162.64990234375,2180.0,5560510,2021-12-13
2021-12-20,2249.5478515625,2309.02490234375,2394.39990234375,2176.14990234375,2335.0,4087930,2021-12-20
2021-12-27,2389.01025390625,2452.175048828125,2462.5,2267.425048828125,2311.5,2660050,2021-12-27
2022-01-03,2214.01220703125,2272.550048828125,2493.75,2251.050048828125,2470.0,3050590,2022-01-03
2022-01-10,2165.51904296875,2222.77490234375,2298.300048828125,2212.625,2284.5,2456114,2022-01-10
2022-01-17,2095.398193359375,2150.800048828125,2249.72509765625,2091.449951171875,2207.47509765625,4515240,2022-01-17
2022-01-24,2088.2861328125,2143.5,2180.125,1900.0250244140625,2141.0,4087096,2022-01-24
2022-01-31,2102.941650390625,2148.125,2271.02490234375,2118.02490234375,2190.52490234375,2237932,2022-01-31
2022-02-07,2053.9931640625,2098.125,2228.050048828125,2070.0,2153.5,1960762,2022-02-07
2022-02-14,1888.62109375,1929.199951171875,2109.824951171875,1919.7750244140625,1985.0,2865114,2022-02-14
2022-02-21,1896.0858154296875,1936.824951171875,2006.949951171875,1825.5250244140625,1912.5,3494964,2022-02-21
2022-02-28,1993.2728271484375,2036.0999755859375,2079.925048828125,1876.0250244140625,1925.0,3020070,2022-02-28
2022-03-07,2133.485107421875,2179.324951171875,2185.550048828125,1975.0250244140625,1975.0250244140625,2471374,2022-03-07
2022-03-14,2195.306640625,2242.47509765625,2277.5,2145.52490234375,2175.52490234375,3772138,2022-03-14
2022-03-21,2288.798095703125,2337.97509765625,2361.5,2182.125,2228.64990234375,3532656,2022-03-21
2022-03-28,2311.705810546875,2361.375,2437.5,2278.52490234375,2344.949951171875,3170264,2022-03-28
2022-04-04,2305.905517578125,2355.449951171875,2477.0,2332.550048828125,2367.5,2875584,2022-04-04
2022-04-11,2119.43701171875,2164.97509765625,2350.5,2151.72509765625,2350.0,1720492,2022-04-11
2022-04-18,1971.343994140625,2013.699951171875,2176.25,1971.550048828125,2140.0,3063036,2022-04-18
2022-04-25,2114.884765625,2160.324951171875,2205.0,1948.7750244140625,2000.0,4813066,2022-04-25
2022-05-02,1987.79052734375,2030.5,2155.0,1943.425048828125,2142.5,1828762,2022-05-02
2022-05-09,1759.324462890625,1797.125,2060.02490234375,1783.625,2000.0,2444920,2022-05-09
2022-05-16,1810.5244140625,1849.425048828125,1962.449951171875,1770.0250244140625,1812.449951171875,3126330,2022-05-16
2022-05-23,1735.8046875,1773.0999755859375,1928.9000244140625,1640.5,1858.5,3264344,2022-05-23
2022-05-30,1860.500244140625,1900.4749755859375,2000.0,1802.5,1802.5,2952938,2022-05-30
2022-06-06,1710.6453857421875,1747.4000244140625,1894.5,1739.375,1880.0,1824330,2022-06-06
2022-06-13,1560.129150390625,1593.6500244140625,1745.0,1553.0,1691.0,2138932,2022-06-13
2022-06-20,1596.2286376953125,1630.5250244140625,1722.824951171875,1551.0,1608.824951171875,2115432,2022-06-20
2022-06-27,1622.146728515625,1657.0,1775.0,1635.0250244140625,1679.5,3206640,2022-06-27
2022-07-04,1663.16552734375,1698.9000244140625,1745.550048828125,1592.5,1662.449951171875,2495274,2022-07-04
2022-07-11,1537.8824462890625,1570.925048828125,1698.5,1555.6500244140625,1665.0,2577162,2022-07-11
2022-07-18,1783.94482421875,1816.375,1873.5,1582.0999755859375,1587.375,6814652,2022-07-18
2022-07-25,1783.9937744140625,1816.425048828125,1839.449951171875,1645.625,1812.5,5697268,2022-07-25
2022-08-01,1862.3690185546875,1896.2249755859375,1922.5999755859375,1785.574951171875,1832.9749755859375,4781580,2022-08-01
2022-08-08,1828.46044921875,1861.699951171875,1914.699951171875,1807.5250244140625,1899.0,1989972,2022-08-08
2022-08-15,1848.250732421875,1881.8499755859375,1961.5,1853.449951171875,1861.699951171875,2349652,2022-08-15
2022-08-22,1731.3016357421875,1762.7750244140625,1869.5,1752.5250244140625,1869.5,2309032,2022-08-22
2022-08-29,1676.743408203125,1707.2249755859375,1768.9749755859375,1677.574951171875,1690.0250244140625,2898468,2022-08-29
2022-09-05,1666.332763671875,1696.625,1722.0,1635.0,1714.449951171875,3592586,2022-09-05
2022-09-12,1552.330322265625,1580.550048828125,1739.25,1575.0,1716.75,2915082,2022-09-12
2022-09-19,1545.8970947265625,1574.0,1630.0,1562.75,1590.5,2389564,2022-09-19
2022-09-26,1591.6650390625,1620.5999755859375,1650.0,1546.0250244140625,1569.0,3663670,2022-09-26
2022-10-03,1713.4757080078125,1744.625,1785.2249755859375,1587.9000244140625,1615.0,4872800,2022-10-03
2022-10-10,1791.1387939453125,1823.699951171875,1842.0,1713.0,1724.0,3624064,2022-10-10
2022-10-17,1800.1256103515625,1832.8499755859375,1865.0,1792.5,1812.5,2665480,2022-10-17
2022-10-24,1778.4200439453125,1810.75,1932.5,1806.25,1857.5,1966868,2022-10-24
2022-10-31,1815.962646484375,1848.9749755859375,1895.0,1825.75,1828.5,1824152,2022-10-31
2022-11-07,1840.49169921875,1873.949951171875,1929.699951171875,1821.074951171875,1860.5,2175192,2022-11-07
2022-11-14,1833.93603515625,1867.2750244140625,1954.2750244140625,1833.5,1875.0,2465144,2022-11-14
2022-11-21,1949.951904296875,1985.4000244140625,1989.5,1808.9000244140625,1865.0,3016870,2022-11-21
2022-11-28,2133.833984375,2172.625,2212.449951171875,1975.0250244140625,1985.4000244140625,6016082,2022-11-28
2022-12-05,1942.4876708984375,1977.800048828125,2163.949951171875,1969.0250244140625,2155.14990234375,2671294,2022-12-05
2022-12-12,1948.748779296875,1984.175048828125,2112.5,1945.5,1968.5,3482072,2022-12-12
2022-12-19,1882.9449462890625,1917.175048828125,1993.425048828125,1892.0250244140625,1990.5,2463520,2022-12-19
2022-12-26,1900.8936767578125,1935.449951171875,1973.925048828125,1894.9749755859375,1910.0,2061058,2022-12-26
2023-01-02,1891.563232421875,1925.949951171875,2045.675048828125,1920.0,1944.4749755859375,3533840,2023-01-02
2023-01-09,1967.1884765625,2002.949951171875,2042.25,1937.5,1949.4749755859375,3067362,2023-01-09
2023-01-16,2123.153076171875,2161.75,2179.97509765625,1953.7249755859375,2012.75,7244002,2023-01-16
2023-01-23,2247.61572265625,2288.47509765625,2352.5,2136.02490234375,2165.0,7146910,2023-01-23
2023-01-30,2396.820556640625,2425.5,2444.0,2256.27490234375,2295.0,4464610,2023-01-30
2023-02-06,2416.436279296875,2445.35009765625,2475.0,2387.5,2422.52490234375,2487790,2023-02-06
2023-02-13,2426.14501953125,2455.175048828125,2492.125,2347.89990234375,2446.5,3246496,2023-02-13
2023-02-20,2418.560791015625,2447.5,2567.5,2441.77490234375,2459.97509765625,4241976,2023-02-20
2023-02-27,2404.305908203125,2433.074951171875,2474.449951171875,2369.27490234375,2437.324951171875,2464266,2023-02-27
2023-03-06,2346.62158203125,2374.699951171875,2475.0,2343.02490234375,2449.97509765625,1956580,2023-03-06
2023-03-13,2298.47265625,2325.97509765625,2399.10009765625,2225.449951171875,2384.25,4358128,2023-03-13
2023-03-20,2136.831787109375,2162.39990234375,2328.125,2158.0,2310.0,3393544,2023-03-20
2023-03-27,2277.498291015625,2304.75,2325.0,2150.050048828125,2173.22509765625,2999846,2023-03-27
2023-04-03,2246.765869140625,2273.64990234375,2317.10009765625,2231.0,2315.0,1614826,2023-04-03
2023-04-10,2169.910888671875,2195.875,2291.75,2175.5,2274.0,2248072,2023-04-10
2023-04-17,2125.245361328125,2150.675048828125,2195.0,1981.0250244140625,2100.0,5583808,2023-04-17
2023-04-24,2340.6181640625,2368.625,2384.89990234375,2167.52490234375,2170.0,6212902,2023-04-24
2023-05-01,2292.444580078125,2319.875,2411.22509765625,2310.0,2368.625,2023712,2023-05-01
2023-05-08,2298.447998046875,2325.949951171875,2383.0,2313.375,2336.5,2091602,2023-05-08
2023-05-15,2415.200927734375,2444.10009765625,2448.0,2308.5,2330.0,3064154,2023-05-15
2023-05-22,2514.38916015625,2544.47509765625,2580.0,2445.0,2450.0,3963564,2023-05-22
2023-05-29,2582.350830078125,2613.25,2639.47509765625,2513.074951171875,2566.824951171875,2919530,2023-05-29
2023-06-05,2414.484375,2443.375,2638.0,2410.0,2634.0,3371042,2023-06-05
2023-06-12,2450.058837890625,2479.375,2542.5,2419.5,2460.02490234375,3552468,2023-06-12
2023-06-19,2374.018798828125,2402.425048828125,2500.0,2390.675048828125,2470.02490234375,1965906,2023-06-19
2023-06-26,2475.899658203125,2505.52490234375,2519.324951171875,2385.5,2397.375,2221520,2023-06-26
2023-07-03,2386.222412109375,2414.77490234375,2527.5,2401.5,2527.5,3141324,2023-07-03
2023-07-10,2432.88916015625,2462.0,2469.5,2323.22509765625,2414.77490234375,4395180,2023-07-10
2023-07-17,2346.72021484375,2374.800048828125,2578.824951171875,2358.0,2473.97509765625,6983340,2023-07-17
2023-07-24,2320.632080078125,2348.39990234375,2409.35009765625,2321.375,2384.97509765625,3896500,2023-07-24
2023-07-31,2364.58154296875,2392.875,2417.75,2317.175048828125,2367.5,3155726,2023-07-31
2023-08-07,2417.35009765625,2446.27490234375,2474.97509765625,2386.0,2400.0,2977030,2023-08-07
2023-08-14,2397.16650390625,2425.85009765625,2500.0,2379.0,2446.27490234375,2162808,2023-08-14
2023-08-21,2538.574462890625,2568.949951171875,2587.5,2426.97509765625,2442.0,3619222,2023-08-21
2023-08-28,2738.877685546875,2771.64990234375,2786.449951171875,2517.300048828125,2574.97509765625,4294454,2023-08-28
2023-09-04,2950.2236328125,2985.52490234375,2998.97509765625,2775.625,2784.0,5062926,2023-09-04
2023-09-11,2947.555908203125,2982.824951171875,3017.5,2857.02490234375,2987.0,3277476,2023-09-11
2023-09-18,2890.09326171875,2924.675048828125,2992.5,2853.02490234375,2989.5,2632296,2023-09-18
2023-09-25,2864.079833984375,2898.35009765625,2978.800048828125,2803.824951171875,2945.0,3534146,2023-09-25
2023-10-02,2840.042236328125,2874.02490234375,2904.5,2815.0,2898.35009765625,2198842,2023-10-02
2023-10-09,2848.6396484375,2882.72509765625,2942.5,2788.39990234375,2867.47509765625,4143144,2023-10-09
2023-10-16,2918.725830078125,2953.64990234375,2974.47509765625,2812.875,2892.425048828125,4914800,2023-10-16
2023-10-23,3005.90771484375,3041.875,3072.75,2840.0,2953.02490234375,4820424,2023-10-23
2023-10-30,3105.910888671875,3143.074951171875,3159.0,3020.625,3068.675048828125,4028246,2023-10-30
2023-11-06,3086.147705078125,3123.074951171875,3173.25,3063.800048828125,3152.5,2325550,2023-11-06
2023-11-13,3155.665771484375,3193.425048828125,3240.175048828125,3071.449951171875,3123.0,3838224,2023-11-13
2023-11-20,3157.395263671875,3195.175048828125,3312.324951171875,3163.35009765625,3204.5,4858674,2023-11-20
2023-11-27,3178.6162109375,3216.64990234375,3255.0,3138.0,3195.175048828125,16959312,2023-11-27
2023-12-04,3194.03173828125,3232.25,3268.0,3135.39990234375,3250.5,3389224,2023-12-04
2023-12-11,3569.711669921875,3612.425048828125,3700.125,3213.125,3250.0,6292440,2023-12-11
2023-12-18,3671.740478515625,3715.675048828125,3745.47509765625,3459.47509765625,3612.425048828125,4191136,2023-12-18
2023-12-25,3651.013671875,3694.699951171875,3780.0,3662.5,3715.675048828125,2427176,2023-12-25
2024-01-01,3631.917236328125,3675.375,3712.5,3580.175048828125,3712.5,2303342,2024-01-01
2024-01-08,3782.26806640625,3827.52490234375,3872.449951171875,3605.050048828125,3682.5,2548912,2024-01-08
2024-01-15,3886.372314453125,3932.875,3955.0,3762.5,3880.0,3204550,2024-01-15
2024-01-22,4139.83935546875,4189.375,4356.85009765625,3932.875,3932.875,4222912,2024-01-22
2024-01-29,4201.0322265625,4251.2998046875,4415.0,4101.5498046875,4225.0,3208710,2024-01-29
2024-02-05,4284.173828125,4319.375,4359.75,4215.4501953125,4262.5,1788164,2024-02-05
2024-02-12,4398.63330078125,4434.77490234375,4450.0,4257.9501953125,4346.0,2596454,2024-02-12
2024-02-19,4290.8935546875,4326.14990234375,4450.0,4245.0,4450.0,1869600,2024-02-19
2024-02-26,4264.46142578125,4299.5,4363.5498046875,4150.02490234375,4325.0,3025194,2024-02-26
2024-03-04,4151.935546875,4186.0498046875,4299.0,4012.550048828125,4287.5,2025102,2024-03-04
2024-03-11,4181.86474609375,4216.22509765625,4227.4248046875,3963.074951171875,4219.97509765625,2838492,2024-03-11
2024-03-18,3953.218505859375,3985.699951171875,4211.2001953125,3931.0,4203.0,3476336,2024-03-18
2024-03-25,3952.07763671875,3984.550048828125,4096.64990234375,3947.449951171875,3985.699951171875,1794256,2024-03-25
2024-04-01,3964.17822265625,3996.75,4085.050048828125,3931.25,4069.89990234375,2929340,2024-04-01
2024-04-08,3945.53173828125,3977.949951171875,4040.0,3731.64990234375,4005.949951171875,1513384,2024-04-08
2024-04-15,3853.04150390625,3884.699951171875,3993.10009765625,3790.0,3970.0,1400848,2024-04-15
2024-04-22,3369.76220703125,3397.449951171875,3882.0,3316.0,3882.0,7868665,2024-04-22
2024-04-29,3339.411865234375,3366.85009765625,3445.35009765625,3341.0,3402.10009765625,2142713,2024-04-29
2024-05-06,3340.056396484375,3367.5,3434.39990234375,3254.0,3371.0,1733861,2024-05-06
2024-05-13,3498.55419921875,3527.300048828125,3559.75,3271.39990234375,3352.0,2389927,2024-05-13
2024-05-20,3526.226806640625,3555.199951171875,3588.64990234375,3465.5,3540.14990234375,1417116,2024-05-20
2024-05-27,3382.7060546875,3410.5,3796.949951171875,3400.0,3585.0,3529039,2024-05-27
2024-06-03,3818.872314453125,3850.25,3873.449951171875,3232.050048828125,3510.5,4019536,2024-06-03
2024-06-10,3742.053466796875,3772.800048828125,3888.0,3678.0,3855.0,3627810,2024-06-10
2024-06-17,3912.3046875,3944.449951171875,4102.2998046875,3765.0,3772.800048828125,2462071,2024-06-17
2024-06-24,4206.88427734375,4241.4501953125,4285.0,3892.949951171875,3939.949951171875,2967784,2024-06-24
2024-07-01,4732.36669921875,4771.25,4845.7001953125,4227.2001953125,4245.0,4640387,2024-07-01
2024-07-08,4769.31298828125,4808.5,4928.9501953125,4520.5,4779.7998046875,3615449,2024-07-08
2024-07-15,4556.03125,4583.4501953125,4916.9501953125,4535.0,4875.0,3376295,2024-07-15
2024-07-22,4744.3974609375,4772.9501953125,4847.0,4492.0,4583.4501953125,2932196,2024-07-22
2024-07-29,4608.61474609375,4636.35009765625,4964.7998046875,4626.9501953125,4823.64990234375,1942939,2024-07-29
2024-08-05,4670.939453125,4699.0498046875,4741.89990234375,4409.10009765625,4444.0,1769333,2024-08-05
2024-08-12,4828.09375,4857.14990234375,4938.7998046875,4600.0,4660.0,1650115,2024-08-12
2024-08-19,4853.29248046875,4882.5,4997.7001953125,4818.89990234375,4905.0,1552561,2024-08-19
2024-08-26,5139.9169921875,5170.85009765625,5264.9501953125,4840.10009765625,4960.0,3681422,2024-08-26
2024-09-02,5158.90283203125,5189.9501953125,5333.14990234375,5146.64990234375,5214.5,1973592,2024-09-02
2024-09-09,5327.8359375,5359.89990234375,5387.85009765625,5131.5498046875,5199.0,1658028,2024-09-09
2024-09-16,5323.01513671875,5355.0498046875,5439.89990234375,5115.0,5370.0,2378105,2024-09-16
2024-09-23,5404.47509765625,5437.0,5585.9501953125,5280.2001953125,5322.0,1932626,2024-09-23
2024-09-30,5110.54345703125,5141.2998046875,5499.0,5078.5,5420.0,2115333,2024-09-30
2024-10-07,5436.830078125,5469.5498046875,5490.2001953125,5106.2001953125,5141.2998046875,2036906,2024-10-07
2024-10-14,5473.21142578125,5506.14990234375,5689.9501953125,5403.10009765625,5477.0,1548903,2024-10-14
2024-10-21,5636.9755859375,5670.89990234375,5798.7001953125,5136.0,5508.0,4604750,2024-10-21
2024-10-28,5356.76220703125,5389.0,5737.9501953125,5300.0498046875,5655.0,1723770,2024-10-28
2024-11-04,5634.7890625,5668.7001953125,5830.0,5298.0,5387.0,2356068,2024-11-04
2024-11-11,5679.619140625,5713.7998046875,5783.89990234375,5589.0,5690.0,1191450,2024-11-11
2024-11-18,5761.57568359375,5796.25,5868.75,5582.0,5728.7998046875,1905480,2024-11-18
2024-11-25,5870.3212890625,5905.64990234375,6042.0,5802.0498046875,5875.0,2241306,2024-11-25
2024-12-02,6137.31494140625,6174.25,6188.9501953125,5853.64990234375,5905.64990234375,2007237,2024-12-02
2024-12-09,6438.8994140625,6477.64990234375,6509.0,6178.7998046875,6178.7998046875,2229400,2024-12-09
2024-12-16,6330.6015625,6368.7001953125,6788.89990234375,6331.0,6492.9501953125,2071195,2024-12-16
2024-12-23,6355.3525390625,6393.60009765625,6491.5,6275.85009765625,6413.14990234375,777361,2024-12-23
2024-12-30,6367.62890625,6405.9501953125,6768.7998046875,6273.7998046875,6410.0498046875,3493607,2024-12-30
2025-01-06,6281.8447265625,6319.64990234375,6488.85009765625,6092.10009765625,6405.9501953125,2219318,2025-01-06
2025-01-13,5925.5390625,5961.2001953125,6306.64990234375,5850.0,6289.25,3240724,2025-01-13
2025-01-20,6322.599609375,6360.64990234375,6501.0,5445.0,5994.0,6162574,2025-01-20
2025-01-27,5898.05419921875,5933.5498046875,6338.60009765625,5833.10009765625,6298.7998046875,3102848,2025-01-27
2025-02-03,6237.28369140625,6254.10009765625,6303.9501953125,5477.5498046875,5830.0,1857926,2025-02-03
2025-02-10,5547.74267578125,5562.7001953125,6284.89990234375,5490.10009765625,6280.0,1408851,2025-02-10
2025-02-17,5694.9453125,5710.2998046875,5969.64990234375,5388.5,5562.7001953125,2228078,2025-02-17
2025-02-24,5289.63818359375,5303.89990234375,5690.0,5149.2001953125,5628.0,2950391,2025-02-24
2025-03-03,5264.60595703125,5278.7998046875,5492.7001953125,5085.0498046875,5303.89990234375,2995116,2025-03-03
2025-03-10,5111.96728515625,5125.75,5309.0,4989.9501953125,5279.4501953125,1582775,2025-03-10
2025-03-17,5261.3642578125,5275.5498046875,5385.0,5028.2001953125,5125.75,2923250,2025-03-17
2025-03-24,5498.92431640625,5513.75,5700.4501953125,5232.25,5306.0,2723561,2025-03-24
2025-03-31,4597.5546875,4609.9501953125,5513.75,4498.60009765625,5513.75,6255053,2025-03-31
2025-04-07,4532.38037109375,4544.60009765625,4920.0,4148.9501953125,4148.9501953125,5456917,2025-04-07
2025-04-14,4822.99658203125,4836.0,4855.0,4544.60009765625,4544.60009765625,1605865,2025-04-14
2025-04-21,5259.3203125,5273.5,5387.5,4715.0,4818.5,6600077,2025-04-21
2025-04-28,5391.96240234375,5406.5,5487.0,5172.5,5293.5,2417000,2025-04-28
2025-05-05,5428.3642578125,5443.0,5630.5,5310.5,5490.0,1812578,2025-05-05
2025-05-12,5683.67626953125,5699.0,5955.0,5552.0,5640.0,3466515,2025-05-12
2025-05-19,5646.775390625,5662.0,5815.0,5487.0,5650.0,1909516,2025-05-19
2025-05-26,5622.83984375,5638.0,5725.0,5571.0,5690.0,1648346,2025-05-26
2025-06-02,5661.236328125,5676.5,5693.0,5449.0,5632.0,1678059,2025-06-02
2025-06-09,5866.6826171875,5882.5,6050.0,5694.0,5725.0,2320300,2025-06-09
2025-06-16,6090.08056640625,6106.5,6145.0,5841.0,5911.0,2561310,2025-06-16
2025-06-23,5994.33837890625,6010.5,6180.0,5984.5,6066.0,2723713,2025-06-23
2025-06-30,5880.146484375,5896.0,6113.0,5838.5,6025.0,1471197,2025-06-30
2025-07-07,5563.5,5578.5,5950.0,5560.0,5885.0,1474685,2025-07-07
2025-07-14,5581.5,5581.5,5665.0,5500.0,5550.0,789493,2025-07-14
