Date,Adj Close_DODLA.NS,Close_DODLA.NS,High_DODLA.NS,Low_DODLA.NS,Open_DODLA.NS,Volume_DODLA.NS,Date
2024-02-12,1010.4403686523438,1014.4500122070312,1042.699951171875,955.5499877929688,985.0,347742,2024-02-12
2024-02-19,994.7028198242188,998.6500244140625,1068.0,985.0499877929688,1020.0,228456,2024-02-19
2024-02-26,989.0253295898438,992.9500122070312,1015.0999755859375,974.0499877929688,998.6500244140625,159217,2024-02-26
2024-03-04,892.55810546875,896.0999755859375,995.9000244140625,873.4500122070312,991.0,513401,2024-03-04
2024-03-11,833.6917114257812,837.0,912.2999877929688,793.2999877929688,899.5499877929688,329908,2024-03-11
2024-03-18,827.6656494140625,830.9500122070312,862.0,801.0,862.0,124650,2024-03-18
2024-03-25,799.9755859375,803.1500244140625,834.0,791.0999755859375,834.0,151900,2024-03-25
2024-04-01,856.650634765625,860.0499877929688,879.0499877929688,794.2000122070312,807.0999755859375,222584,2024-04-01
2024-04-08,883.1455078125,886.6500244140625,894.7999877929688,833.4000244140625,860.0499877929688,201241,2024-04-08
2024-04-15,899.7794799804688,903.3499755859375,917.0,859.0499877929688,902.7999877929688,334097,2024-04-15
2024-04-22,956.4545288085938,960.25,1017.2000122070312,900.0,906.0,1137378,2024-04-22
2024-04-29,962.4806518554688,966.2999877929688,980.0,945.0,968.0,220736,2024-04-29
2024-05-06,932.5992431640625,936.2999877929688,977.6500244140625,925.0,968.2000122070312,180423,2024-05-06
2024-05-13,1006.6553955078125,1010.6500244140625,1025.0,918.2000122070312,929.7999877929688,543753,2024-05-13
2024-05-20,880.3565063476562,883.8499755859375,1020.0,877.25,983.0,675288,2024-05-20
2024-05-27,864.9177856445312,868.3499755859375,898.0,850.0,892.4500122070312,226899,2024-05-27
2024-06-03,971.0466918945312,974.9000244140625,980.6500244140625,821.25,916.9500122070312,775265,2024-06-03
2024-06-10,1040.4710693359375,1044.5999755859375,1083.0,966.7000122070312,974.9000244140625,966824,2024-06-10
2024-06-17,1034.843505859375,1038.949951171875,1062.800048828125,1019.75,1045.0999755859375,295033,2024-06-17
2024-06-24,1010.9384155273438,1014.9500122070312,1078.0,982.5,1049.199951171875,1464811,2024-06-24
2024-07-01,1128.4222412109375,1132.9000244140625,1160.0,1010.0,1015.0,1072647,2024-07-01
2024-07-08,1118.312255859375,1122.75,1153.3499755859375,1075.25,1130.0,327176,2024-07-08
2024-07-15,1156.1619873046875,1160.75,1238.0,1104.0,1115.8499755859375,647710,2024-07-15
2024-07-22,1172.945556640625,1177.5999755859375,1346.0999755859375,1143.4000244140625,1169.699951171875,1854338,2024-07-22
2024-07-29,1210.8450927734375,1215.6500244140625,1243.4000244140625,1182.050048828125,1201.1500244140625,432347,2024-07-29
2024-08-05,1171.003173828125,1175.6500244140625,1201.3499755859375,1145.949951171875,1167.300048828125,427078,2024-08-05
2024-08-12,1179.5194091796875,1184.199951171875,1239.449951171875,1155.0,1160.0,598669,2024-08-12
2024-08-19,1211.0941162109375,1215.9000244140625,1259.0,1202.0,1234.800048828125,265341,2024-08-19
2024-08-26,1271.40478515625,1276.449951171875,1293.449951171875,1188.699951171875,1229.949951171875,242172,2024-08-26
2024-09-02,1207.65771484375,1212.449951171875,1300.0,1209.4000244140625,1300.0,255618,2024-09-02
2024-09-09,1239.8798828125,1244.800048828125,1310.0,1184.050048828125,1220.449951171875,314078,2024-09-09
2024-09-16,1202.7772216796875,1207.550048828125,1250.050048828125,1188.3499755859375,1222.6500244140625,218505,2024-09-16
2024-09-23,1178.7225341796875,1183.4000244140625,1213.0,1159.9000244140625,1201.0,187823,2024-09-23
2024-09-30,1165.97314453125,1170.5999755859375,1211.949951171875,1155.0,1185.0,140681,2024-09-30
2024-10-07,1286.793701171875,1291.9000244140625,1309.0,1130.699951171875,1259.949951171875,615706,2024-10-07
2024-10-14,1288.387451171875,1293.5,1336.0,1262.0,1300.0,354918,2024-10-14
2024-10-21,1254.123291015625,1259.0999755859375,1337.9000244140625,1209.9000244140625,1310.0,836862,2024-10-21
2024-10-28,1239.8798828125,1244.800048828125,1273.8499755859375,1171.449951171875,1266.9000244140625,444102,2024-10-28
2024-11-04,1204.0361328125,1205.75,1239.449951171875,1151.1500244140625,1238.0,925818,2024-11-04
2024-11-11,1156.404052734375,1158.050048828125,1204.8499755859375,1148.0,1204.8499755859375,106347,2024-11-11
2024-11-18,1218.6654052734375,1220.4000244140625,1227.0,1145.3499755859375,1166.699951171875,157290,2024-11-18
2024-11-25,1227.103271484375,1228.8499755859375,1265.949951171875,1207.199951171875,1229.9000244140625,409544,2024-11-25
2024-12-02,1273.7369384765625,1275.550048828125,1294.0,1210.449951171875,1210.449951171875,273395,2024-12-02
2024-12-09,1250.7197265625,1252.5,1340.0,1247.199951171875,1280.0,453402,2024-12-09
2024-12-16,1244.8780517578125,1246.6500244140625,1329.0,1223.0,1252.5,238516,2024-12-16
2024-12-23,1204.9847412109375,1206.699951171875,1267.550048828125,1199.300048828125,1250.0,157834,2024-12-23
2024-12-30,1235.141845703125,1236.9000244140625,1279.0,1198.5,1215.0,183470,2024-12-30
2025-01-06,1156.3040771484375,1157.949951171875,1236.9000244140625,1150.5,1236.9000244140625,95758,2025-01-06
2025-01-13,1089.8985595703125,1091.449951171875,1163.9000244140625,1083.75,1163.9000244140625,301461,2025-01-13
2025-01-20,1058.742919921875,1060.25,1115.449951171875,1050.0,1094.949951171875,339919,2025-01-20
2025-01-27,1142.673583984375,1144.300048828125,1154.949951171875,979.6500244140625,1060.25,557440,2025-01-27
2025-02-03,1118.05859375,1119.6500244140625,1190.0,1111.5,1144.0,185842,2025-02-03
2025-02-10,995.732666015625,997.1500244140625,1114.0,973.0499877929688,1067.0,160577,2025-02-10
2025-02-17,1021.2962646484375,1022.75,1064.5,974.0499877929688,995.9500122070312,136061,2025-02-17
2025-02-24,1033.578857421875,1035.050048828125,1062.699951171875,965.5,1031.800048828125,109961,2025-02-24
2025-03-03,1112.4166259765625,1114.0,1138.949951171875,975.0999755859375,1050.0,209167,2025-03-03
2025-03-10,991.4887084960938,992.9000244140625,1130.699951171875,968.9500122070312,1130.699951171875,361174,2025-03-10
2025-03-17,1146.6678466796875,1148.300048828125,1175.0,982.0,992.0,280508,2025-03-17
2025-03-24,1155.255615234375,1156.9000244140625,1185.0,1124.0,1139.0,152673,2025-03-24
2025-03-31,1130.7904052734375,1132.4000244140625,1171.949951171875,1109.449951171875,1156.9000244140625,82202,2025-03-31
2025-04-07,1184.114501953125,1185.800048828125,1199.6500244140625,985.0,985.7999877929688,231426,2025-04-07
2025-04-14,1143.871826171875,1145.5,1190.0,1140.0,1175.0,175115,2025-04-14
2025-04-21,1116.31103515625,1117.9000244140625,1161.0,1105.5999755859375,1148.199951171875,133608,2025-04-21
2025-04-28,1023.3433837890625,1024.800048828125,1125.9000244140625,1012.9000244140625,1123.0,204747,2025-04-28
2025-05-05,1050.504638671875,1052.0,1077.9000244140625,992.5,1031.0,194955,2025-05-05
2025-05-12,1125.5977783203125,1127.199951171875,1140.0,1061.0,1074.0,186651,2025-05-12
2025-05-19,1196.297119140625,1198.0,1239.300048828125,1130.300048828125,1144.0999755859375,756404,2025-05-19
2025-05-26,1228.15185546875,1229.9000244140625,1282.5,1178.0999755859375,1217.0,370824,2025-05-26
2025-06-02,1323.7158203125,1325.5999755859375,1367.699951171875,1203.5999755859375,1229.199951171875,600039,2025-06-02
2025-06-09,1328.908447265625,1330.800048828125,1390.0,1279.4000244140625,1350.0,288192,2025-06-09
2025-06-16,1338.2950439453125,1340.199951171875,1481.5999755859375,1300.0999755859375,1320.0,1237459,2025-06-16
2025-06-23,1449.5367431640625,1451.5999755859375,1485.0,1337.0,1337.0,404289,2025-06-23
2025-06-30,1405.0999755859375,1407.0999755859375,1475.0,1388.0999755859375,1462.300048828125,352843,2025-06-30
2025-07-07,1418.5806884765625,1420.5999755859375,1434.5999755859375,1385.0,1407.0999755859375,431057,2025-07-07
2025-07-14,1448.199951171875,1448.199951171875,1525.0,1412.0,1427.199951171875,124018,2025-07-14
