Date,Adj Close_SAURASHCEM.NS,Close_SAURASHCEM.NS,High_SAURASHCEM.NS,Low_SAURASHCEM.NS,Open_SAURASHCEM.NS,Volume_SAURASHCEM.NS,Date
2025-05-12,95.26000213623047,95.26000213623047,96.08999633789062,86.80000305175781,86.80000305175781,446002,2025-05-12
2025-05-19,94.25,94.25,98.5,90.1500015258789,95.3499984741211,767030,2025-05-19
2025-05-26,89.2300033569336,89.2300033569336,96.01000213623047,88.81999969482422,94.2300033569336,449736,2025-05-26
2025-06-02,90.12000274658203,90.12000274658203,92.5,89.0,90.0999984741211,251668,2025-06-02
2025-06-09,88.23999786376953,88.23999786376953,93.44999694824219,87.0,90.56999969482422,560511,2025-06-09
2025-06-16,86.02999877929688,86.02999877929688,90.05000305175781,82.5,88.23999786376953,287177,2025-06-16
2025-06-23,94.5,94.5,98.44000244140625,84.80000305175781,86.88999938964844,1481289,2025-06-23
2025-06-30,91.01000213623047,91.01000213623047,95.83999633789062,89.25,95.25,569865,2025-06-30
2025-07-07,88.72000122070312,88.72000122070312,91.91999816894531,88.3499984741211,90.19999694824219,252836,2025-07-07
2025-07-14,88.27999877929688,88.27999877929688,90.48999786376953,87.4800033569336,90.48999786376953,111949,2025-07-14
