Date,Adj Close_ARIHANTCAP.NS,Close_ARIHANTCAP.NS,High_ARIHANTCAP.NS,Low_ARIHANTCAP.NS,Open_ARIHANTCAP.NS,Volume_ARIHANTCAP.NS,Date
2022-10-10,70.69680786132812,71.5999984741211,77.69999694824219,61.400001525878906,73.94999694824219,1381522,2022-10-10
2022-10-17,70.49933624267578,71.4000015258789,74.69999694824219,69.5999984741211,72.8499984741211,500311,2022-10-17
2022-10-24,70.40059661865234,71.30000305175781,77.9000015258789,69.30000305175781,73.0,618233,2022-10-24
2022-10-31,71.28923797607422,72.19999694824219,78.5,70.0,73.30000305175781,1736510,2022-10-31
2022-11-07,68.77140808105469,69.6500015258789,74.8499984741211,68.8499984741211,73.8499984741211,732427,2022-11-07
2022-11-14,68.42582702636719,69.30000305175781,71.55000305175781,68.5,70.0,684888,2022-11-14
2022-11-21,66.20420837402344,67.05000305175781,70.0,64.0,70.0,431635,2022-11-21
2022-11-28,65.51303100585938,66.3499984741211,72.0,65.69999694824219,66.0999984741211,417553,2022-11-28
2022-12-05,62.94583511352539,63.75,68.0,63.0,67.30000305175781,559702,2022-12-05
2022-12-12,64.32817840576172,65.1500015258789,71.0,60.95000076293945,64.0,1606882,2022-12-12
2022-12-19,58.25575256347656,59.0,69.5999984741211,55.599998474121094,66.19999694824219,1211126,2022-12-19
2022-12-26,63.68637466430664,64.5,64.8499984741211,58.849998474121094,59.900001525878906,619526,2022-12-26
2023-01-02,63.883846282958984,64.69999694824219,69.4000015258789,63.20000076293945,65.44999694824219,1240709,2023-01-02
2023-01-09,63.83448028564453,64.6500015258789,67.5,61.75,66.3499984741211,1175828,2023-01-09
2023-01-16,60.92169189453125,61.70000076293945,66.25,59.849998474121094,65.30000305175781,1354052,2023-01-16
2023-01-23,55.93539810180664,56.650001525878906,62.5,55.79999923706055,61.0,554915,2023-01-23
2023-01-30,47.19702911376953,47.79999923706055,59.0,43.900001525878906,56.650001525878906,1599314,2023-01-30
2023-02-06,46.555233001708984,47.150001525878906,50.79999923706055,45.900001525878906,48.400001525878906,574215,2023-02-06
2023-02-13,44.92604446411133,45.5,48.650001525878906,44.20000076293945,47.849998474121094,317629,2023-02-13
2023-02-20,46.45648956298828,47.04999923706055,47.75,43.400001525878906,47.0,505364,2023-02-20
2023-02-27,42.45758056640625,43.0,48.099998474121094,39.650001525878906,47.900001525878906,660931,2023-02-27
2023-03-06,42.95127487182617,43.5,44.95000076293945,41.650001525878906,44.79999923706055,371327,2023-03-06
2023-03-13,38.65614700317383,39.150001525878906,44.04999923706055,38.79999923706055,44.0,511179,2023-03-13
2023-03-20,34.45975875854492,34.900001525878906,40.04999923706055,34.150001525878906,39.70000076293945,880893,2023-03-20
2023-03-27,38.162452697753906,38.650001525878906,42.0,33.25,34.5,882266,2023-03-27
2023-04-03,39.347312927246094,39.849998474121094,41.900001525878906,38.5,38.79999923706055,440367,2023-04-03
2023-04-10,39.643531799316406,40.150001525878906,44.95000076293945,39.349998474121094,40.599998474121094,640170,2023-04-10
2023-04-17,39.643531799316406,40.150001525878906,41.0,38.75,40.79999923706055,255767,2023-04-17
2023-04-24,39.643531799316406,40.150001525878906,41.04999923706055,38.150001525878906,40.349998474121094,232967,2023-04-24
2023-05-01,38.65614700317383,39.150001525878906,41.0,39.0,40.150001525878906,165578,2023-05-01
2023-05-08,38.014347076416016,38.5,39.95000076293945,37.900001525878906,39.900001525878906,163223,2023-05-08
2023-05-15,36.68137741088867,37.150001525878906,39.0,36.70000076293945,39.0,135444,2023-05-15
2023-05-22,35.34840393066406,35.79999923706055,38.349998474121094,35.099998474121094,37.25,428105,2023-05-22
2023-05-29,34.854713439941406,35.29999923706055,36.75,34.79999923706055,36.75,210128,2023-05-29
2023-06-05,39.49542236328125,40.0,42.349998474121094,34.25,35.95000076293945,997485,2023-06-05
2023-06-12,39.74226760864258,40.25,41.0,37.20000076293945,40.70000076293945,489468,2023-06-12
2023-06-19,37.81686782836914,38.29999923706055,40.5,36.599998474121094,40.5,571361,2023-06-19
2023-06-26,38.50803756713867,39.0,40.29999923706055,37.599998474121094,39.0,186220,2023-06-26
2023-07-03,38.3105583190918,38.79999923706055,40.5,38.099998474121094,38.79999923706055,331379,2023-07-03
2023-07-10,37.619388580322266,38.099998474121094,40.20000076293945,37.599998474121094,39.70000076293945,257221,2023-07-10
2023-07-17,47.93757247924805,48.54999923706055,52.0,37.849998474121094,38.900001525878906,3796347,2023-07-17
2023-07-24,47.443878173828125,48.04999923706055,52.0,47.150001525878906,52.0,3040904,2023-07-24
2023-07-31,58.6825065612793,58.95000076293945,60.0,48.0,49.29999923706055,4334537,2023-07-31
2023-08-07,54.2526969909668,54.5,59.79999923706055,52.5,59.45000076293945,2689400,2023-08-07
2023-08-14,53.90428924560547,54.150001525878906,55.54999923706055,52.599998474121094,55.54999923706055,363353,2023-08-14
2023-08-21,54.40201950073242,54.650001525878906,57.400001525878906,53.54999923706055,54.95000076293945,1615472,2023-08-21
2023-08-28,54.99929428100586,55.25,56.900001525878906,53.54999923706055,54.650001525878906,671483,2023-08-28
2023-09-04,63.162086486816406,63.45000076293945,64.9000015258789,54.20000076293945,56.25,4800542,2023-09-04
2023-09-11,71.72306823730469,72.05000305175781,73.4000015258789,61.849998474121094,64.0999984741211,6595001,2023-09-11
2023-09-18,69.68236541748047,70.0,71.0,65.5999984741211,70.94999694824219,2553247,2023-09-18
2023-09-25,69.8316879272461,70.1500015258789,72.0,66.0,71.0,2785045,2023-09-25
2023-10-02,75.25695037841797,75.5999984741211,76.5,69.05000305175781,70.1500015258789,2549802,2023-10-02
2023-10-09,73.26602935791016,73.5999984741211,81.0,72.19999694824219,72.19999694824219,4151814,2023-10-09
2023-10-16,68.53758239746094,68.8499984741211,74.3499984741211,65.0999984741211,74.3499984741211,2124436,2023-10-16
2023-10-23,69.38372039794922,69.69999694824219,70.9000015258789,63.099998474121094,69.8499984741211,1208692,2023-10-23
2023-10-30,68.53758239746094,68.8499984741211,71.0,67.5999984741211,70.0,646365,2023-10-30
2023-11-06,68.73667907714844,69.05000305175781,70.25,66.75,69.8499984741211,606155,2023-11-06
2023-11-13,67.74121856689453,68.05000305175781,70.4000015258789,66.0999984741211,70.4000015258789,263578,2023-11-13
2023-11-20,73.06694030761719,73.4000015258789,74.94999694824219,65.5999984741211,69.05000305175781,2060106,2023-11-20
2023-11-27,69.43350219726562,69.75,74.75,69.4000015258789,73.4000015258789,1130185,2023-11-27
2023-12-04,71.32488250732422,71.6500015258789,76.80000305175781,67.5,71.3499984741211,860036,2023-12-04
2023-12-11,72.12124633789062,72.44999694824219,74.9000015258789,70.44999694824219,72.69999694824219,894521,2023-12-11
2023-12-18,69.8316879272461,70.1500015258789,79.0,67.19999694824219,72.5,5045682,2023-12-18
2023-12-25,69.18463134765625,69.5,73.55000305175781,68.30000305175781,70.1500015258789,2909696,2023-12-25
2024-01-01,70.2796401977539,70.5999984741211,73.4000015258789,68.5,69.94999694824219,2207926,2024-01-01
2024-01-08,72.61897277832031,72.94999694824219,74.0999984741211,67.25,70.6500015258789,2317130,2024-01-08
2024-01-15,69.8316879272461,70.1500015258789,74.75,68.5,72.94999694824219,1089549,2024-01-15
2024-01-22,70.8271484375,71.1500015258789,73.0,68.75,70.1500015258789,1360077,2024-01-22
2024-01-29,77.24787902832031,77.5999984741211,78.5,72.0,72.0,5797791,2024-01-29
2024-02-05,74.26148986816406,74.5999984741211,84.3499984741211,73.5,79.80000305175781,7427515,2024-02-05
2024-02-12,70.4787368774414,70.80000305175781,75.8499984741211,67.94999694824219,75.19999694824219,2793977,2024-02-12
2024-02-19,69.08509063720703,69.4000015258789,72.9000015258789,69.1500015258789,71.30000305175781,2081410,2024-02-19
2024-02-26,66.44711303710938,66.75,70.4000015258789,64.5999984741211,69.8499984741211,1523144,2024-02-26
2024-03-04,61.17116165161133,61.45000076293945,67.25,59.75,67.25,1470301,2024-03-04
2024-03-11,53.40655517578125,53.650001525878906,61.79999923706055,49.20000076293945,61.70000076293945,2433654,2024-03-11
2024-03-18,58.13500213623047,58.400001525878906,59.75,51.75,53.25,2370737,2024-03-18
2024-03-25,54.65088653564453,54.900001525878906,59.599998474121094,52.5,58.45000076293945,2014744,2024-03-25
2024-04-01,59.230010986328125,59.5,61.70000076293945,55.349998474121094,55.349998474121094,1370357,2024-04-01
2024-04-08,56.94044876098633,57.20000076293945,60.20000076293945,56.75,59.650001525878906,520780,2024-04-08
2024-04-15,58.13500213623047,58.400001525878906,60.599998474121094,53.54999923706055,53.54999923706055,1022537,2024-04-15
2024-04-22,61.07161331176758,61.349998474121094,65.0,58.400001525878906,58.400001525878906,1038889,2024-04-22
2024-04-29,64.05799865722656,64.3499984741211,67.55000305175781,61.5,61.900001525878906,1507956,2024-04-29
2024-05-06,58.73228073120117,59.0,65.69999694824219,57.150001525878906,64.80000305175781,1015946,2024-05-06
2024-05-13,66.0489273071289,66.3499984741211,67.75,57.099998474121094,59.5,1385019,2024-05-13
2024-05-20,70.72760009765625,71.05000305175781,74.0,64.19999694824219,65.5,10313489,2024-05-20
2024-05-27,64.35664367675781,64.6500015258789,73.9000015258789,63.849998474121094,72.69999694824219,3629230,2024-05-27
2024-06-03,66.0489273071289,66.3499984741211,66.9000015258789,53.20000076293945,66.0999984741211,2516549,2024-06-03
2024-06-10,68.99549102783203,69.30999755859375,71.30000305175781,65.20999908447266,67.3499984741211,2326765,2024-06-10
2024-06-17,73.6044921875,73.94000244140625,76.5,69.30999755859375,69.30999755859375,6831581,2024-06-17
2024-06-24,70.06063842773438,70.37999725341797,74.5,67.12000274658203,72.61000061035156,2232773,2024-06-24
2024-07-01,71.50406646728516,71.83000183105469,74.80000305175781,70.26000213623047,70.8499984741211,2746844,2024-07-01
2024-07-08,68.80635833740234,69.12000274658203,72.26000213623047,67.45999908447266,71.08999633789062,2302702,2024-07-08
2024-07-15,81.08040618896484,81.44999694824219,82.5,67.88999938964844,69.56999969482422,9656920,2024-07-15
2024-07-22,81.11027526855469,81.4800033569336,85.9000015258789,74.5,79.0999984741211,18365992,2024-07-22
2024-07-29,76.20264434814453,76.55000305175781,83.0,76.05000305175781,82.4000015258789,4641363,2024-07-29
2024-08-05,77.20806121826172,77.55999755859375,80.0,70.66000366210938,74.0,3863016,2024-08-05
2024-08-12,74.90853881835938,75.25,77.80000305175781,71.62999725341797,76.9000015258789,1774832,2024-08-12
2024-08-19,78.23338317871094,78.58999633789062,85.5999984741211,75.58999633789062,75.83999633789062,11483353,2024-08-19
2024-08-26,88.35723876953125,88.76000213623047,90.87999725341797,75.5199966430664,79.25,14471896,2024-08-26
2024-09-02,99.5661392211914,100.0199966430664,105.44999694824219,91.5,94.08999633789062,30688705,2024-09-02
2024-09-09,106.49456787109375,106.9800033569336,108.0,95.80999755859375,100.5,7836742,2024-09-09
2024-09-16,109.9687271118164,110.47000122070312,123.88999938964844,104.22000122070312,111.55999755859375,13691766,2024-09-16
2024-09-23,106.13999938964844,106.13999938964844,114.0999984741211,105.1500015258789,111.30000305175781,3578422,2024-09-23
2024-09-30,110.05999755859375,110.05999755859375,114.9000015258789,104.05999755859375,106.5999984741211,3618128,2024-09-30
2024-10-07,111.58000183105469,111.58000183105469,115.87999725341797,97.31999969482422,112.0,4092929,2024-10-07
2024-10-14,118.6500015258789,118.6500015258789,124.80000305175781,110.16000366210938,112.05000305175781,7101992,2024-10-14
2024-10-21,105.2300033569336,105.2300033569336,124.0,102.02999877929688,119.73999786376953,5461736,2024-10-21
2024-10-28,112.16999816894531,112.16999816894531,114.29000091552734,104.61000061035156,106.0999984741211,1876422,2024-10-28
2024-11-04,107.73999786376953,107.73999786376953,117.5999984741211,106.41000366210938,111.29000091552734,4933917,2024-11-04
2024-11-11,99.36000061035156,99.36000061035156,109.5,97.12000274658203,106.5999984741211,2092248,2024-11-11
2024-11-18,99.33999633789062,99.33999633789062,103.80000305175781,95.2300033569336,99.0,1865737,2024-11-18
2024-11-25,106.0199966430664,106.0199966430664,108.3499984741211,100.05999755859375,102.0,1731629,2024-11-25
2024-12-02,106.37999725341797,106.37999725341797,109.9000015258789,104.66000366210938,106.11000061035156,1617476,2024-12-02
2024-12-09,111.12000274658203,111.12000274658203,116.37000274658203,105.97000122070312,106.75,4624237,2024-12-09
2024-12-16,99.26000213623047,99.26000213623047,115.0,96.26000213623047,110.01000213623047,2394907,2024-12-16
2024-12-23,101.26000213623047,101.26000213623047,102.5,98.25,100.6500015258789,787139,2024-12-23
2024-12-30,103.20999908447266,103.20999908447266,109.04000091552734,97.2699966430664,100.1500015258789,2106664,2024-12-30
2025-01-06,93.44999694824219,93.44999694824219,104.69999694824219,92.55000305175781,103.5999984741211,2013013,2025-01-06
2025-01-13,90.12999725341797,90.12999725341797,93.01000213623047,87.0,92.80000305175781,1260330,2025-01-13
2025-01-20,85.33000183105469,85.33000183105469,97.58999633789062,84.25,90.63999938964844,1274711,2025-01-20
2025-01-27,90.2300033569336,90.2300033569336,94.13999938964844,80.0,84.05000305175781,2821791,2025-01-27
2025-02-03,93.38999938964844,93.38999938964844,95.98999786376953,87.0,90.4000015258789,1311768,2025-02-03
2025-02-10,76.33000183105469,76.33000183105469,93.8499984741211,74.20999908447266,93.83999633789062,1485588,2025-02-10
2025-02-17,72.48999786376953,72.48999786376953,77.44999694824219,70.0,75.94999694824219,985452,2025-02-17
2025-02-24,64.41999816894531,64.41999816894531,73.44999694824219,63.150001525878906,72.48999786376953,676574,2025-02-24
2025-03-03,69.66000366210938,69.66000366210938,73.4000015258789,58.150001525878906,64.41999816894531,2993600,2025-03-03
2025-03-10,71.68000030517578,71.68000030517578,74.0,61.810001373291016,69.0199966430664,1973737,2025-03-10
2025-03-17,73.0,73.0,81.0,69.55999755859375,71.68000030517578,3113227,2025-03-17
2025-03-24,68.55000305175781,68.55000305175781,75.27999877929688,67.51000213623047,73.69999694824219,2892709,2025-03-24
2025-03-31,69.76000213623047,69.76000213623047,75.44999694824219,68.0,68.55000305175781,1592316,2025-03-31
2025-04-07,70.80000305175781,70.80000305175781,73.0,61.0,62.029998779296875,864593,2025-04-07
2025-04-14,72.69999694824219,72.69999694824219,74.9000015258789,71.31999969482422,71.69999694824219,698016,2025-04-14
2025-04-21,68.43000030517578,68.43000030517578,75.52999877929688,67.51000213623047,73.5,966478,2025-04-21
2025-04-28,66.54000091552734,66.54000091552734,69.80000305175781,66.0,68.0,585407,2025-04-28
2025-05-05,63.119998931884766,63.119998931884766,68.23999786376953,62.0,66.55000305175781,478676,2025-05-05
2025-05-12,69.86000061035156,69.86000061035156,71.9000015258789,65.80000305175781,67.0,1053853,2025-05-12
2025-05-19,70.36000061035156,70.36000061035156,75.0,68.94999694824219,70.80000305175781,882999,2025-05-19
2025-05-26,69.87000274658203,69.87000274658203,72.5,69.5,70.36000061035156,651476,2025-05-26
2025-06-02,71.76000213623047,71.76000213623047,72.9800033569336,69.27999877929688,70.0,764522,2025-06-02
2025-06-09,78.68000030517578,78.68000030517578,82.19999694824219,71.98999786376953,72.0,2302561,2025-06-09
2025-06-16,75.01000213623047,75.01000213623047,80.0,70.91999816894531,78.98999786376953,887567,2025-06-16
2025-06-23,83.81999969482422,83.81999969482422,88.62000274658203,73.25,74.83999633789062,5429268,2025-06-23
2025-06-30,89.81999969482422,89.81999969482422,94.20999908447266,83.4000015258789,84.4000015258789,3339979,2025-06-30
2025-07-07,88.80999755859375,88.80999755859375,91.19999694824219,83.2300033569336,90.69999694824219,1698108,2025-07-07
2025-07-14,87.47000122070312,87.47000122070312,90.9000015258789,87.01000213623047,88.80999755859375,494881,2025-07-14
