Date,Adj Close_LLOYDSME.NS,Close_LLOYDSME.NS,High_LLOYDSME.NS,Low_LLOYDSME.NS,Open_LLOYDSME.NS,Volume_LLOYDSME.NS,Date
2024-09-02,769.2251586914062,769.7999877929688,786.6500244140625,741.2999877929688,770.0499877929688,2119345,2024-09-02
2024-09-09,773.5219116210938,774.0999755859375,784.9500122070312,732.75,769.0,1398402,2024-09-09
2024-09-16,842.4204711914062,843.0499877929688,850.0,778.0,779.7999877929688,4724752,2024-09-16
2024-09-23,942.1459350585938,942.8499755859375,947.7999877929688,839.0499877929688,853.0,4758412,2024-09-23
2024-09-30,971.9237060546875,972.6500244140625,998.5,918.8499755859375,949.0,2559105,2024-09-30
2024-10-07,982.8155517578125,983.5499877929688,1005.5999755859375,891.0499877929688,987.0,3216203,2024-10-07
2024-10-14,996.9550170898438,997.7000122070312,1040.0,960.8499755859375,983.5499877929688,3272928,2024-10-14
2024-10-21,962.3308715820312,963.0499877929688,1026.0,950.0,1004.0,2480504,2024-10-21
2024-10-28,977.36962890625,978.0999755859375,986.0,933.0,959.7000122070312,948368,2024-10-28
2024-11-04,1005.2987670898438,1006.0499877929688,1030.0,955.0,978.1500244140625,1388519,2024-11-04
2024-11-11,923.559814453125,924.25,1036.25,920.0,1011.0499877929688,1236508,2024-11-11
2024-11-18,912.5181274414062,913.2000122070312,955.2999877929688,907.9500122070312,924.25,853318,2024-11-18
2024-11-25,1038.7237548828125,1039.5,1063.0,945.0,982.5,3724305,2024-11-25
2024-12-02,1050.015380859375,1050.800048828125,1094.8499755859375,1041.5,1055.0,2375059,2024-12-02
2024-12-09,1114.81689453125,1115.6500244140625,1139.449951171875,1051.949951171875,1051.949951171875,4490161,2024-12-09
2024-12-16,1134.1524658203125,1135.0,1186.0,1112.050048828125,1115.6500244140625,4394332,2024-12-16
2024-12-23,1180.9176025390625,1181.800048828125,1198.300048828125,1128.050048828125,1128.050048828125,2991669,2024-12-23
2024-12-30,1440.173828125,1441.25,1460.0,1172.0999755859375,1189.9000244140625,7774405,2024-12-30
2025-01-06,1448.5675048828125,1449.6500244140625,1478.0,1325.0,1439.0,4937600,2025-01-06
2025-01-13,1422.487060546875,1423.550048828125,1463.0,1355.0,1441.9000244140625,2649206,2025-01-13
2025-01-20,1374.173095703125,1375.199951171875,1428.0,1312.800048828125,1425.0,2169559,2025-01-20
2025-01-27,1227.032958984375,1227.949951171875,1372.0,1142.4000244140625,1367.0,3926865,2025-01-27
2025-02-03,1221.9368896484375,1222.8499755859375,1236.0,1148.0,1202.0,2910729,2025-02-03
2025-02-10,1135.6513671875,1136.5,1221.949951171875,1101.050048828125,1221.0,2466812,2025-02-10
2025-02-17,1192.6588134765625,1193.550048828125,1218.800048828125,1092.6500244140625,1129.050048828125,1680235,2025-02-17
2025-02-24,1020.3374633789062,1021.0999755859375,1181.9000244140625,999.5,1179.449951171875,1815601,2025-02-24
2025-03-03,1150.8399658203125,1151.699951171875,1156.0,942.1500244140625,1030.3499755859375,3755962,2025-03-03
2025-03-10,1120.96240234375,1121.800048828125,1176.699951171875,1107.699951171875,1155.0,1428210,2025-03-10
2025-03-17,1311.170166015625,1312.1500244140625,1317.0,1114.0,1135.050048828125,2491118,2025-03-17
2025-03-24,1286.288818359375,1287.25,1346.449951171875,1254.5999755859375,1336.0,1851251,2025-03-24
2025-03-31,1238.874267578125,1239.800048828125,1352.0,1220.0,1287.25,2171506,2025-03-31
2025-04-07,1196.4559326171875,1197.3499755859375,1240.0,1015.0,1015.0,2751398,2025-04-07
2025-04-14,1285.239501953125,1286.199951171875,1296.0,1197.3499755859375,1197.3499755859375,1116900,2025-04-14
2025-04-21,1279.6436767578125,1280.5999755859375,1346.0,1251.0,1288.0,2311821,2025-04-21
2025-04-28,1196.3060302734375,1197.199951171875,1258.4000244140625,1196.5,1244.0,1907941,2025-04-28
2025-05-05,1174.6221923828125,1175.5,1240.0,1145.0999755859375,1193.5,1698508,2025-05-05
2025-05-12,1305.624267578125,1306.5999755859375,1341.0,1221.9000244140625,1221.9000244140625,2415561,2025-05-12
2025-05-19,1338.199951171875,1339.199951171875,1374.5999755859375,1302.0,1308.0999755859375,3000339,2025-05-19
2025-05-26,1392.0596923828125,1393.0999755859375,1432.199951171875,1325.199951171875,1347.0,2594746,2025-05-26
2025-06-02,1458.9000244140625,1458.9000244140625,1539.800048828125,1330.0,1380.0,4455002,2025-06-02
2025-06-09,1486.9000244140625,1486.9000244140625,1537.5,1444.300048828125,1477.699951171875,1980585,2025-06-09
2025-06-16,1467.9000244140625,1467.9000244140625,1545.5,1457.0999755859375,1488.0,3023792,2025-06-16
2025-06-23,1548.4000244140625,1548.4000244140625,1560.0,1469.199951171875,1470.0,3666514,2025-06-23
2025-06-30,1553.699951171875,1553.699951171875,1612.0,1518.0,1560.0,2697775,2025-06-30
2025-07-07,1488.9000244140625,1488.9000244140625,1562.199951171875,1466.0,1553.0,1998260,2025-07-07
2025-07-14,1478.5,1478.5,1500.0,1464.4000244140625,1488.9000244140625,449499,2025-07-14
