Date,Adj Close_ACCELYA.NS,Close_ACCELYA.NS,High_ACCELYA.NS,Low_ACCELYA.NS,Open_ACCELYA.NS,Volume_ACCELYA.NS,Date
2021-02-08,758.8051147460938,910.0,953.0999755859375,898.0,951.9500122070312,35182,2021-02-08
2021-02-15,755.052734375,905.5,936.6500244140625,895.0,910.0,29613,2021-02-15
2021-02-22,745.2550659179688,893.75,943.0,885.0499877929688,919.0,26183,2021-02-22
2021-03-01,758.5132446289062,909.6500244140625,920.0,888.0,893.75,15390,2021-03-01
2021-03-08,748.7988891601562,898.0,920.0,892.3499755859375,914.0,16855,2021-03-08
2021-03-15,746.8810424804688,895.7000122070312,940.0,860.4500122070312,895.0,22002,2021-03-15
2021-03-22,722.7410888671875,866.75,900.0499877929688,855.0999755859375,899.6500244140625,14392,2021-03-22
2021-03-29,729.4534301757812,874.7999877929688,882.0,842.5499877929688,866.75,11374,2021-03-29
2021-04-05,753.5518188476562,903.7000122070312,942.0,859.0,881.0,17345,2021-04-05
2021-04-12,719.65576171875,863.0499877929688,901.9500122070312,858.0,900.0,7353,2021-04-12
2021-04-19,707.3981323242188,848.3499755859375,857.9500122070312,837.1500244140625,845.0,9548,2021-04-19
2021-04-26,770.2705688476562,923.75,1020.0,849.4500122070312,851.0,293496,2021-04-26
2021-05-03,740.7522583007812,888.3499755859375,940.0,873.8499755859375,923.0,45774,2021-05-03
2021-05-10,751.1336059570312,900.7999877929688,910.25,881.0,889.1500244140625,15896,2021-05-10
2021-05-17,715.9451293945312,858.5999755859375,907.5,844.3499755859375,891.0,106120,2021-05-17
2021-05-24,880.2973022460938,1055.699951171875,1079.4000244140625,865.0,865.0,443621,2021-05-24
2021-05-31,913.0260620117188,1094.949951171875,1112.4000244140625,995.2000122070312,1060.0,296354,2021-05-31
2021-06-07,1006.375732421875,1206.9000244140625,1244.0,1031.0,1112.0,2896500,2021-06-07
2021-06-14,978.6084594726562,1173.5999755859375,1229.800048828125,1116.1500244140625,1214.800048828125,1614825,2021-06-14
2021-06-21,994.2431030273438,1192.3499755859375,1263.9000244140625,1150.0,1170.0,998900,2021-06-21
2021-06-28,1022.3023071289062,1226.0,1238.0,1151.0,1210.0,531785,2021-06-28
2021-07-05,1165.641357421875,1397.9000244140625,1443.949951171875,1218.5,1232.1500244140625,2052584,2021-07-05
2021-07-12,1196.6190185546875,1435.050048828125,1539.4000244140625,1405.0,1420.0,1272226,2021-07-12
2021-07-19,1172.3538818359375,1405.949951171875,1448.0,1327.5999755859375,1432.0,339525,2021-07-19
2021-07-26,1141.5013427734375,1368.949951171875,1447.9000244140625,1292.4000244140625,1405.949951171875,254061,2021-07-26
2021-08-02,1217.9239501953125,1460.5999755859375,1539.699951171875,1302.9000244140625,1375.300048828125,930933,2021-08-02
2021-08-09,1108.564453125,1329.449951171875,1482.550048828125,1265.5,1461.0999755859375,456290,2021-08-09
2021-08-16,1050.945068359375,1260.3499755859375,1327.949951171875,1245.9000244140625,1326.0,280599,2021-08-16
2021-08-23,1052.529296875,1262.25,1307.0,1212.199951171875,1289.0,181306,2021-08-23
2021-08-30,1102.35205078125,1322.0,1349.0,1222.699951171875,1273.949951171875,318998,2021-08-30
2021-09-06,1080.671875,1296.0,1334.800048828125,1276.25,1325.3499755859375,128339,2021-09-06
2021-09-13,1065.6627197265625,1278.0,1321.4000244140625,1260.5999755859375,1282.4000244140625,157225,2021-09-13
2021-09-20,1109.14794921875,1330.1500244140625,1369.0,1241.0,1277.0,308559,2021-09-20
2021-09-27,1053.4881591796875,1263.4000244140625,1335.550048828125,1255.9000244140625,1334.949951171875,111983,2021-09-27
2021-10-04,1085.0079345703125,1301.199951171875,1360.0,1263.0,1276.0,238366,2021-10-04
2021-10-11,1171.7701416015625,1405.25,1457.699951171875,1302.0,1312.800048828125,432768,2021-10-11
2021-10-18,1092.3876953125,1310.050048828125,1444.949951171875,1282.5,1430.0,187795,2021-10-18
2021-10-25,1017.3330078125,1204.3499755859375,1380.0,1177.050048828125,1328.8499755859375,324255,2021-10-25
2021-11-01,1012.5603637695312,1198.699951171875,1213.0,1145.0,1200.0,120309,2021-11-01
2021-11-08,1001.8748779296875,1186.050048828125,1232.0,1165.0,1180.0,126252,2021-11-08
2021-11-15,961.70849609375,1138.5,1214.0,1125.050048828125,1193.050048828125,90682,2021-11-15
2021-11-22,930.4540405273438,1101.5,1186.8499755859375,1082.6500244140625,1144.199951171875,111179,2021-11-22
2021-11-29,940.0838623046875,1112.9000244140625,1165.5,1010.0999755859375,1101.5,212479,2021-11-29
2021-12-06,928.5111694335938,1099.199951171875,1132.6500244140625,1054.5,1112.9000244140625,91424,2021-12-06
2021-12-13,874.6605224609375,1035.449951171875,1150.0,1030.0,1104.699951171875,96080,2021-12-13
2021-12-20,849.7415161132812,1005.9500122070312,1048.050048828125,942.3499755859375,1048.0,140181,2021-12-20
2021-12-27,900.04443359375,1065.5,1071.0,993.0,1005.9500122070312,61357,2021-12-27
2022-01-03,935.0577392578125,1106.949951171875,1124.6500244140625,1060.4000244140625,1084.0,105494,2022-01-03
2022-01-10,921.6268310546875,1091.050048828125,1144.800048828125,1069.550048828125,1107.0,80974,2022-01-10
2022-01-17,903.5499877929688,1069.6500244140625,1115.800048828125,1060.0,1081.0,65874,2022-01-17
2022-01-24,879.9400634765625,1041.699951171875,1085.0,921.4000244140625,1069.6500244140625,83232,2022-01-24
2022-01-31,912.1238403320312,1079.800048828125,1117.75,1049.4000244140625,1052.0,101224,2022-01-31
2022-02-07,863.3707275390625,1006.2000122070312,1078.0,987.0,1067.3499755859375,66360,2022-02-07
2022-02-14,845.2658081054688,985.0999755859375,1021.8499755859375,935.3499755859375,1000.0,67853,2022-02-14
2022-02-21,800.8187255859375,933.2999877929688,999.5,881.2999877929688,985.0999755859375,137099,2022-02-21
2022-02-28,775.3346557617188,903.5999755859375,943.0,895.9000244140625,915.0,133917,2022-02-28
2022-03-07,826.474609375,963.2000122070312,1015.25,875.0,900.0,171515,2022-03-07
2022-03-14,866.0735473632812,1009.3499755859375,1053.75,946.9500122070312,969.0,221232,2022-03-14
2022-03-21,825.14453125,961.6500244140625,1026.550048828125,949.5499877929688,1019.3499755859375,128694,2022-03-21
2022-03-28,814.1185913085938,948.7999877929688,968.9500122070312,920.0,966.5,112851,2022-03-28
2022-04-04,839.8600463867188,978.7999877929688,1008.0,949.2999877929688,951.0,197070,2022-04-04
2022-04-11,831.6228637695312,969.2000122070312,999.0,950.0,972.0,73520,2022-04-11
2022-04-18,828.66259765625,965.75,1023.7000122070312,922.6500244140625,965.0,231688,2022-04-18
2022-04-25,833.6392211914062,971.5499877929688,998.0,951.0,951.0,127134,2022-04-25
2022-05-02,864.7007446289062,1007.75,1055.0,957.7999877929688,968.5499877929688,206815,2022-05-02
2022-05-09,816.7356567382812,951.8499755859375,1005.2000122070312,936.75,995.0,76351,2022-05-09
2022-05-16,818.6233520507812,954.0499877929688,1005.0,940.0,956.6500244140625,39661,2022-05-16
2022-05-23,799.360107421875,931.5999755859375,977.5499877929688,906.75,974.7000122070312,35075,2022-05-23
2022-05-30,811.5872802734375,945.8499755859375,959.0,911.4500122070312,936.2999877929688,117444,2022-05-30
2022-06-06,789.4496459960938,920.0499877929688,947.9500122070312,910.2999877929688,930.0,35336,2022-06-06
2022-06-13,732.8612060546875,854.0999755859375,920.0,851.0999755859375,913.5,31045,2022-06-13
2022-06-20,760.747802734375,886.5999755859375,890.0,831.5,858.4000244140625,14866,2022-06-20
2022-06-27,754.140869140625,878.9000244140625,919.7999877929688,867.25,895.4500122070312,23128,2022-06-27
2022-07-04,773.1466674804688,901.0499877929688,907.9000244140625,852.5999755859375,883.2999877929688,29805,2022-07-04
2022-07-11,774.3479614257812,902.4500122070312,916.9000244140625,879.0,899.9500122070312,32919,2022-07-11
2022-07-18,799.1885375976562,931.4000244140625,944.0,890.0999755859375,908.1500244140625,39530,2022-07-18
2022-07-25,802.5348510742188,935.2999877929688,938.0,891.0,925.0,24169,2022-07-25
2022-08-01,933.3018188476562,1087.699951171875,1107.5,925.0,930.0,297719,2022-08-01
2022-08-08,918.80078125,1070.800048828125,1093.1500244140625,1049.949951171875,1093.1500244140625,48690,2022-08-08
2022-08-15,896.1482543945312,1044.4000244140625,1089.0,1027.0,1070.800048828125,39333,2022-08-15
2022-08-22,981.0952758789062,1143.4000244140625,1174.449951171875,1017.0,1044.0,242881,2022-08-22
2022-08-29,956.9840698242188,1115.300048828125,1166.050048828125,1103.550048828125,1115.0,63461,2022-08-29
2022-09-05,968.5678100585938,1128.800048828125,1160.0,1109.0,1115.300048828125,94983,2022-09-05
2022-09-12,965.7362670898438,1125.5,1197.0999755859375,1122.0,1138.0,161462,2022-09-12
2022-09-19,978.9072875976562,1140.8499755859375,1182.8499755859375,1118.300048828125,1131.1500244140625,95263,2022-09-19
2022-09-26,966.0365600585938,1125.8499755859375,1150.0,1110.050048828125,1140.800048828125,69734,2022-09-26
2022-10-03,942.4400634765625,1098.3499755859375,1156.0,1090.0,1142.8499755859375,115896,2022-10-03
2022-10-10,947.8382568359375,1061.0999755859375,1098.9000244140625,1046.0,1098.0,63172,2022-10-10
2022-10-17,1065.480712890625,1192.800048828125,1247.300048828125,1041.5,1069.0,685854,2022-10-17
2022-10-24,1074.5025634765625,1202.9000244140625,1240.0,1176.050048828125,1211.0,125765,2022-10-24
2022-10-31,1157.08447265625,1295.3499755859375,1357.0,1206.0,1206.0,385704,2022-10-31
2022-11-07,1314.3875732421875,1471.449951171875,1514.949951171875,1290.300048828125,1300.0,616809,2022-11-07
2022-11-14,1362.8914794921875,1525.75,1614.949951171875,1473.050048828125,1489.0,455358,2022-11-14
2022-11-21,1361.3731689453125,1524.050048828125,1570.0,1502.3499755859375,1526.0,114016,2022-11-21
2022-11-28,1525.06298828125,1707.300048828125,1740.199951171875,1517.6500244140625,1524.050048828125,581712,2022-11-28
2022-12-05,1375.977783203125,1540.4000244140625,1746.0,1525.0,1737.0,241649,2022-12-05
2022-12-12,1387.5010986328125,1553.300048828125,1624.0,1518.0,1549.949951171875,148666,2022-12-12
2022-12-19,1168.1610107421875,1307.75,1563.0,1300.0,1563.0,158386,2022-12-19
2022-12-26,1300.2740478515625,1455.6500244140625,1488.8499755859375,1294.199951171875,1307.75,148511,2022-12-26
2023-01-02,1256.8170166015625,1407.0,1467.199951171875,1396.5999755859375,1452.0,73615,2023-01-02
2023-01-09,1324.3026123046875,1482.550048828125,1502.5,1409.3499755859375,1418.0,102115,2023-01-09
2023-01-16,1455.6119384765625,1629.550048828125,1710.0,1483.5,1483.5,145422,2023-01-16
2023-01-23,1250.876708984375,1400.3499755859375,1718.0,1377.4000244140625,1653.949951171875,385344,2023-01-23
2023-01-30,1136.7181396484375,1272.550048828125,1440.0,1223.0,1405.25,183613,2023-01-30
2023-02-06,1128.373291015625,1231.25,1299.0,1226.050048828125,1281.25,96135,2023-02-06
2023-02-13,1063.8555908203125,1160.8499755859375,1238.5,1132.550048828125,1231.25,173787,2023-02-13
2023-02-20,1046.992919921875,1142.449951171875,1199.0,1116.0999755859375,1152.1500244140625,188052,2023-02-20
2023-02-27,1074.0738525390625,1172.0,1190.0,1111.5,1146.0,89142,2023-02-27
2023-03-06,1059.685791015625,1156.300048828125,1184.4000244140625,1136.0,1181.25,65025,2023-03-06
2023-03-13,1075.9068603515625,1174.0,1186.9000244140625,1065.0999755859375,1135.0,141559,2023-03-13
2023-03-20,1087.270751953125,1186.4000244140625,1328.0,1132.0,1179.0,384368,2023-03-20
2023-03-27,1117.7882080078125,1219.699951171875,1247.949951171875,1123.0,1192.300048828125,86137,2023-03-27
2023-04-03,1223.4544677734375,1335.0,1343.050048828125,1227.0,1227.0,132405,2023-04-03
2023-04-10,1231.1527099609375,1343.4000244140625,1355.0,1257.0,1335.449951171875,135010,2023-04-10
2023-04-17,1319.8187255859375,1440.1500244140625,1494.0,1311.0,1340.050048828125,884391,2023-04-17
2023-04-24,1287.055908203125,1404.4000244140625,1459.949951171875,1400.0,1459.949951171875,103491,2023-04-24
2023-05-01,1183.6807861328125,1291.5999755859375,1469.5999755859375,1280.5,1404.4000244140625,365380,2023-05-01
2023-05-08,1159.486572265625,1265.199951171875,1317.550048828125,1258.25,1298.699951171875,134710,2023-05-08
2023-05-15,1165.6724853515625,1271.949951171875,1297.0,1251.449951171875,1270.0,78728,2023-05-15
2023-05-22,1196.4193115234375,1305.5,1322.5999755859375,1255.0,1271.949951171875,96862,2023-05-22
2023-05-29,1236.2847900390625,1349.0,1383.0,1309.0,1327.699951171875,195714,2023-05-29
2023-06-05,1208.516357421875,1318.699951171875,1369.449951171875,1315.0,1359.0,88132,2023-06-05
2023-06-12,1232.4356689453125,1344.800048828125,1359.9000244140625,1317.300048828125,1318.699951171875,71915,2023-06-12
2023-06-19,1224.9666748046875,1336.6500244140625,1386.0,1332.300048828125,1344.800048828125,145302,2023-06-19
2023-06-26,1213.3277587890625,1323.949951171875,1365.699951171875,1316.199951171875,1336.6500244140625,52166,2023-06-26
2023-07-03,1218.138916015625,1329.199951171875,1353.75,1320.449951171875,1335.0,64174,2023-07-03
2023-07-10,1238.621826171875,1351.550048828125,1383.8499755859375,1280.0,1329.25,165798,2023-07-10
2023-07-17,1306.5760498046875,1425.699951171875,1454.0,1356.25,1374.0,260661,2023-07-17
2023-07-24,1262.9532470703125,1378.0999755859375,1478.699951171875,1371.0,1447.6500244140625,255920,2023-07-24
2023-07-31,1260.2955322265625,1375.199951171875,1400.0,1336.050048828125,1379.0,144881,2023-07-31
2023-08-07,1290.0343017578125,1407.6500244140625,1439.9000244140625,1343.0,1388.0,199414,2023-08-07
2023-08-14,1336.4522705078125,1458.300048828125,1477.699951171875,1377.6500244140625,1414.699951171875,168032,2023-08-14
2023-08-21,1399.916015625,1527.550048828125,1607.550048828125,1460.0,1465.0,462172,2023-08-21
2023-08-28,1461.3179931640625,1594.550048828125,1620.550048828125,1502.3499755859375,1543.4000244140625,249481,2023-08-28
2023-09-04,1441.5684814453125,1573.0,1641.949951171875,1554.0,1604.5999755859375,184984,2023-09-04
2023-09-11,1392.7677001953125,1519.75,1584.550048828125,1454.050048828125,1580.9000244140625,140412,2023-09-11
2023-09-18,1386.0318603515625,1512.4000244140625,1540.949951171875,1477.25,1518.0,73289,2023-09-18
2023-09-25,1494.4931640625,1630.75,1640.199951171875,1522.050048828125,1539.949951171875,261591,2023-09-25
2023-10-02,1539.3990478515625,1679.75,1719.4000244140625,1588.050048828125,1630.75,331424,2023-10-02
2023-10-09,1576.0084228515625,1688.199951171875,1750.0,1629.0,1630.0,307908,2023-10-09
2023-10-16,1406.056884765625,1506.1500244140625,1729.949951171875,1496.050048828125,1711.0,412910,2023-10-16
2023-10-23,1335.8076171875,1430.9000244140625,1519.050048828125,1336.449951171875,1508.9000244140625,223585,2023-10-23
2023-10-30,1317.9769287109375,1411.800048828125,1436.949951171875,1352.4000244140625,1431.0,97084,2023-10-30
2023-11-06,1303.2269287109375,1396.0,1430.9000244140625,1375.0,1411.800048828125,84118,2023-11-06
2023-11-13,1309.0615234375,1402.25,1427.699951171875,1355.0,1384.0999755859375,101020,2023-11-13
2023-11-20,1284.7894287109375,1376.25,1429.0,1367.050048828125,1409.949951171875,79529,2023-11-20
2023-11-27,1287.4034423828125,1379.050048828125,1400.8499755859375,1373.9000244140625,1376.25,58686,2023-11-27
2023-12-04,1298.13916015625,1390.550048828125,1418.0,1372.5,1387.0,143647,2023-12-04
2023-12-11,1273.306884765625,1363.949951171875,1404.5999755859375,1310.0,1395.0,284752,2023-12-11
2023-12-18,1295.478515625,1387.699951171875,1419.300048828125,1339.949951171875,1388.0,167658,2023-12-18
2023-12-25,1321.5711669921875,1415.6500244140625,1468.75,1386.0,1387.699951171875,173400,2023-12-25
2024-01-01,1363.9072265625,1461.0,1465.0,1397.0,1422.75,200218,2024-01-01
2024-01-08,1633.18798828125,1749.449951171875,1795.0,1477.449951171875,1477.449951171875,906301,2024-01-08
2024-01-15,1693.261474609375,1813.800048828125,2005.0,1751.0,1849.0999755859375,1124758,2024-01-15
2024-01-22,1721.9212646484375,1844.5,1865.0,1754.0,1813.800048828125,147865,2024-01-22
2024-01-29,1683.0859375,1802.9000244140625,1855.0,1780.0999755859375,1840.0,148547,2024-01-29
2024-02-05,1728.1201171875,1826.050048828125,1923.449951171875,1763.0999755859375,1808.0,268046,2024-02-05
2024-02-12,1882.662353515625,1989.3499755859375,2127.39990234375,1802.0,1844.949951171875,734114,2024-02-12
2024-02-19,1880.8641357421875,1987.449951171875,2032.0,1855.0,1999.949951171875,232294,2024-02-19
2024-02-26,1735.8802490234375,1834.25,1997.4000244140625,1807.199951171875,1995.0,143591,2024-02-26
2024-03-04,1710.4228515625,1807.3499755859375,1889.8499755859375,1765.0,1889.8499755859375,77851,2024-03-04
2024-03-11,1578.8773193359375,1668.3499755859375,1807.5,1584.449951171875,1807.3499755859375,154293,2024-03-11
2024-03-18,1639.445068359375,1732.3499755859375,1766.5,1604.949951171875,1671.0,84940,2024-03-18
2024-03-25,1590.13916015625,1680.25,1798.0,1655.0,1732.3499755859375,66325,2024-03-25
2024-04-01,1793.2777099609375,1894.9000244140625,1929.300048828125,1682.1500244140625,1682.1500244140625,166064,2024-04-01
2024-04-08,1758.687744140625,1858.3499755859375,1928.3499755859375,1825.0,1918.949951171875,69911,2024-04-08
2024-04-15,1685.391357421875,1780.9000244140625,1856.0,1740.25,1812.0,114795,2024-04-15
2024-04-22,1619.334716796875,1711.0999755859375,1789.449951171875,1701.0,1780.9000244140625,100913,2024-04-22
2024-04-29,1569.792236328125,1658.75,1722.300048828125,1642.0,1711.1500244140625,73831,2024-04-29
2024-05-06,1581.8585205078125,1671.5,1686.949951171875,1601.300048828125,1663.1500244140625,112822,2024-05-06
2024-05-13,1584.5555419921875,1674.3499755859375,1711.0,1655.050048828125,1695.050048828125,54963,2024-05-13
2024-05-20,1545.75439453125,1633.3499755859375,1689.0,1617.0,1631.25,76978,2024-05-20
2024-05-27,1524.886962890625,1611.300048828125,1648.0999755859375,1600.050048828125,1648.0999755859375,43187,2024-05-27
2024-06-03,1587.300048828125,1677.25,1690.0,1465.0,1626.0,94325,2024-06-03
2024-06-10,1688.2305908203125,1783.9000244140625,1819.949951171875,1650.6500244140625,1696.0,122378,2024-06-10
2024-06-17,1669.0191650390625,1763.5999755859375,1810.0,1722.4000244140625,1785.0,79860,2024-06-17
2024-06-24,1636.842529296875,1729.5999755859375,1784.699951171875,1671.0,1783.5999755859375,60521,2024-06-24
2024-07-01,1753.24609375,1852.5999755859375,1886.199951171875,1713.0999755859375,1746.699951171875,229200,2024-07-01
2024-07-08,1820.8643798828125,1924.050048828125,1980.0,1736.0,1879.800048828125,376197,2024-07-08
2024-07-15,1722.8203125,1820.449951171875,1971.25,1800.0,1950.0,156742,2024-07-15
2024-07-22,1807.0947265625,1909.5,1940.0,1750.0,1800.0,94143,2024-07-22
2024-07-29,1710.3756103515625,1807.300048828125,1889.949951171875,1777.050048828125,1850.0,103562,2024-07-29
2024-08-05,1668.356689453125,1762.9000244140625,1814.3499755859375,1695.0,1750.0,253223,2024-08-05
2024-08-12,1632.3472900390625,1724.8499755859375,1784.800048828125,1652.4000244140625,1771.75,52523,2024-08-12
2024-08-19,1684.7762451171875,1780.25,1817.949951171875,1719.8499755859375,1730.0999755859375,50352,2024-08-19
2024-08-26,1662.4891357421875,1756.699951171875,1840.449951171875,1741.0,1805.0,78756,2024-08-26
2024-09-02,1695.138916015625,1791.199951171875,1842.0,1733.0,1750.0,75793,2024-09-02
2024-09-09,1735.5015869140625,1833.8499755859375,1878.0,1750.0,1791.199951171875,88805,2024-09-09
2024-09-16,1685.0128173828125,1780.5,1856.300048828125,1731.5999755859375,1836.0,74605,2024-09-16
2024-09-23,1749.12939453125,1848.25,1900.0,1799.8499755859375,1800.0,169699,2024-09-23
2024-09-30,1682.599609375,1777.949951171875,1902.449951171875,1751.0,1861.3499755859375,182994,2024-09-30
2024-10-07,1709.595458984375,1767.8499755859375,1845.0,1600.0999755859375,1764.0,206792,2024-10-07
2024-10-14,1633.8272705078125,1689.5,1810.0,1679.0,1767.8499755859375,90845,2024-10-14
2024-10-21,1504.387939453125,1555.6500244140625,1693.199951171875,1550.050048828125,1681.050048828125,74972,2024-10-21
2024-10-28,1574.6922607421875,1628.3499755859375,1634.75,1522.550048828125,1532.0,91754,2024-10-28
2024-11-04,1555.7381591796875,1608.75,1639.9000244140625,1591.0,1620.0,40445,2024-11-04
2024-11-11,1432.10107421875,1480.9000244140625,1617.1500244140625,1466.699951171875,1614.199951171875,50261,2024-11-11
2024-11-18,1409.56884765625,1457.5999755859375,1527.4000244140625,1442.75,1482.0,46447,2024-11-18
2024-11-25,1508.4979248046875,1559.9000244140625,1574.0,1447.300048828125,1474.9000244140625,160121,2024-11-25
2024-12-02,1521.166259765625,1573.0,1619.0,1519.5999755859375,1558.199951171875,63607,2024-12-02
2024-12-09,1526.146484375,1578.1500244140625,1606.9000244140625,1548.0,1590.0,42880,2024-12-09
2024-12-16,1456.6641845703125,1506.300048828125,1600.0,1500.0,1560.550048828125,47004,2024-12-16
2024-12-23,1448.6375732421875,1498.0,1524.75,1482.0,1508.050048828125,177064,2024-12-23
2024-12-30,1507.917724609375,1559.300048828125,1573.4000244140625,1450.0,1493.0,130248,2024-12-30
2025-01-06,1450.3299560546875,1499.75,1582.949951171875,1482.050048828125,1569.949951171875,77042,2025-01-06
2025-01-13,1461.064208984375,1510.8499755859375,1526.050048828125,1429.1500244140625,1495.050048828125,66101,2025-01-13
2025-01-20,1450.4749755859375,1499.9000244140625,1574.8499755859375,1472.0,1530.0,219325,2025-01-20
2025-01-27,1386.021240234375,1433.25,1534.0,1411.0999755859375,1500.0,233332,2025-01-27
2025-02-03,1403.449951171875,1403.449951171875,1437.0,1386.199951171875,1435.0,51131,2025-02-03
2025-02-10,1324.1500244140625,1324.1500244140625,1412.4000244140625,1314.0999755859375,1391.0,55808,2025-02-10
2025-02-17,1344.050048828125,1344.050048828125,1364.949951171875,1282.0,1323.0,66306,2025-02-17
2025-02-24,1285.0,1285.0,1345.6500244140625,1272.0,1320.050048828125,33338,2025-02-24
2025-03-03,1318.0999755859375,1318.0999755859375,1340.949951171875,1240.25,1299.949951171875,59082,2025-03-03
2025-03-10,1276.449951171875,1276.449951171875,1334.4000244140625,1275.0,1324.949951171875,26843,2025-03-10
2025-03-17,1322.1500244140625,1322.1500244140625,1330.0,1259.800048828125,1285.0,58034,2025-03-17
2025-03-24,1269.5,1269.5,1337.949951171875,1267.0999755859375,1322.1500244140625,164020,2025-03-24
2025-03-31,1292.449951171875,1292.449951171875,1323.0,1269.5,1269.5,108800,2025-03-31
2025-04-07,1268.6500244140625,1268.6500244140625,1287.199951171875,1218.5,1241.0,36756,2025-04-07
2025-04-14,1326.199951171875,1326.199951171875,1340.0,1268.6500244140625,1268.6500244140625,24864,2025-04-14
2025-04-21,1353.699951171875,1353.699951171875,1439.0999755859375,1320.5,1336.9000244140625,119254,2025-04-21
2025-04-28,1324.300048828125,1324.300048828125,1380.0,1320.0,1341.0,38095,2025-04-28
2025-05-05,1301.9000244140625,1301.9000244140625,1363.199951171875,1256.9000244140625,1321.0,44157,2025-05-05
2025-05-12,1381.5999755859375,1381.5999755859375,1410.0,1324.0,1325.0,58075,2025-05-12
2025-05-19,1396.5999755859375,1396.5999755859375,1433.0,1372.199951171875,1399.0,59948,2025-05-19
2025-05-26,1396.4000244140625,1396.4000244140625,1412.199951171875,1375.0999755859375,1400.5,101878,2025-05-26
2025-06-02,1400.9000244140625,1400.9000244140625,1430.0999755859375,1385.300048828125,1396.4000244140625,38551,2025-06-02
2025-06-09,1407.4000244140625,1407.4000244140625,1468.9000244140625,1393.0999755859375,1400.9000244140625,95350,2025-06-09
2025-06-16,1372.5999755859375,1372.5999755859375,1437.699951171875,1360.0,1401.0,42152,2025-06-16
2025-06-23,1421.5,1421.5,1432.0,1364.0,1372.5,29445,2025-06-23
2025-06-30,1435.9000244140625,1435.9000244140625,1443.9000244140625,1405.300048828125,1428.5999755859375,34328,2025-06-30
2025-07-07,1393.9000244140625,1393.9000244140625,1455.0,1386.0,1447.9000244140625,36508,2025-07-07
2025-07-14,1398.199951171875,1398.199951171875,1409.0999755859375,1379.9000244140625,1386.0,13046,2025-07-14
