Date,Adj Close_ESABINDIA.NS,Close_ESABINDIA.NS,High_ESABINDIA.NS,Low_ESABINDIA.NS,Open_ESABINDIA.NS,Volume_ESABINDIA.NS,Date
2021-05-03,1668.3836669921875,1800.699951171875,1855.199951171875,1760.0,1790.0,30307,2021-05-03
2021-05-10,1657.775146484375,1789.25,1820.0,1777.0,1820.0,17718,2021-05-10
2021-05-17,1750.149169921875,1888.949951171875,1928.0,1771.199951171875,1809.0,63997,2021-05-17
2021-05-24,1672.228759765625,1804.8499755859375,1930.0,1799.949951171875,1900.0,80689,2021-05-24
2021-05-31,1698.4490966796875,1833.1500244140625,1898.0,1800.0,1837.9000244140625,49606,2021-05-31
2021-06-07,1664.029052734375,1796.0,1850.0999755859375,1773.800048828125,1842.3499755859375,54404,2021-06-07
2021-06-14,1699.5609130859375,1834.3499755859375,1904.5,1784.8499755859375,1800.0,55638,2021-06-14
2021-06-21,1773.54345703125,1914.199951171875,1999.0,1803.25,1814.0,121050,2021-06-21
2021-06-28,1704.42529296875,1839.5999755859375,1935.449951171875,1829.1500244140625,1914.199951171875,25921,2021-06-28
2021-07-05,1756.6346435546875,1895.949951171875,2017.0,1829.0,1854.949951171875,96643,2021-07-05
2021-07-12,1785.4029541015625,1927.0,1971.949951171875,1875.25,1899.949951171875,38024,2021-07-12
2021-07-19,1757.792724609375,1897.199951171875,1935.550048828125,1842.0,1925.6500244140625,17149,2021-07-19
2021-07-26,1760.29443359375,1899.9000244140625,1933.949951171875,1850.0,1914.949951171875,18751,2021-07-26
2021-08-02,1792.3985595703125,1934.550048828125,1946.0,1875.0,1895.0,24176,2021-08-02
2021-08-09,1807.6666259765625,1925.699951171875,2022.0,1863.25,1960.0,72721,2021-08-09
2021-08-16,1795.6983642578125,1912.949951171875,2005.0,1901.0,1915.0,32186,2021-08-16
2021-08-23,2081.58154296875,2217.5,2324.0,1871.0,1928.0,620326,2021-08-23
2021-08-30,1986.3968505859375,2116.10009765625,2350.0,2101.25,2245.699951171875,232986,2021-08-30
2021-09-06,2050.744873046875,2184.64990234375,2246.85009765625,2083.35009765625,2116.10009765625,63719,2021-09-06
2021-09-13,2130.67578125,2269.800048828125,2319.949951171875,2160.0,2208.89990234375,550136,2021-09-13
2021-09-20,2043.3291015625,2176.75,2282.0,2125.0,2273.300048828125,88447,2021-09-20
2021-09-27,2050.087646484375,2183.949951171875,2247.949951171875,2106.39990234375,2187.64990234375,26666,2021-09-27
2021-10-04,2077.122802734375,2212.75,2340.0,2156.0,2156.0,35475,2021-10-04
2021-10-11,2274.4853515625,2423.0,2510.0,2194.85009765625,2223.85009765625,103444,2021-10-11
2021-10-18,2247.3564453125,2394.10009765625,2500.0,2311.64990234375,2470.0,42758,2021-10-18
2021-10-25,2376.52294921875,2531.699951171875,2618.0,2230.0,2400.0,164195,2021-10-25
2021-11-01,2342.5888671875,2495.550048828125,2599.39990234375,2425.0,2531.699951171875,40475,2021-11-01
2021-11-08,2545.443115234375,2711.64990234375,2883.25,2471.75,2490.0,157053,2021-11-08
2021-11-15,2438.10205078125,2597.300048828125,2739.050048828125,2526.10009765625,2724.0,28409,2021-11-15
2021-11-22,2563.860595703125,2708.39990234375,3020.10009765625,2524.550048828125,2638.89990234375,131713,2021-11-22
2021-11-29,2725.782470703125,2879.449951171875,2970.0,2556.550048828125,2630.0,70743,2021-11-29
2021-12-06,2907.63037109375,3071.550048828125,3096.0,2840.0,2910.0,69733,2021-12-06
2021-12-13,2731.13037109375,2885.10009765625,3149.85009765625,2811.85009765625,3119.0,34814,2021-12-13
2021-12-20,3026.574951171875,3197.199951171875,3305.0,2586.699951171875,2804.14990234375,121339,2021-12-20
2021-12-27,3175.05419921875,3354.050048828125,3498.0,3120.050048828125,3146.0,97197,2021-12-27
2022-01-03,3301.051025390625,3487.14990234375,3615.0,3359.64990234375,3367.0,53095,2022-01-03
2022-01-10,3249.5068359375,3432.699951171875,3504.60009765625,3305.0,3504.60009765625,33203,2022-01-10
2022-01-17,3109.5,3284.800048828125,3500.0,3252.550048828125,3432.699951171875,22511,2022-01-17
2022-01-24,3009.204345703125,3178.85009765625,3333.0,2908.10009765625,3290.0,63552,2022-01-24
2022-01-31,3107.654296875,3282.85009765625,3395.0,3179.10009765625,3205.0,19361,2022-01-31
2022-02-07,2827.734619140625,2987.14990234375,3318.800048828125,2958.0,3296.0,37660,2022-02-07
2022-02-14,2755.222412109375,2910.550048828125,3050.0,2786.949951171875,2987.0,17610,2022-02-14
2022-02-21,2641.808837890625,2773.85009765625,2930.0,2640.800048828125,2861.0,34355,2022-02-21
2022-02-28,2691.85693359375,2826.39990234375,2862.050048828125,2707.300048828125,2787.75,20143,2022-02-28
2022-03-07,3004.148193359375,3154.300048828125,3241.0,2726.10009765625,2824.0,78920,2022-03-07
2022-03-14,3158.72216796875,3316.60009765625,3495.0,3100.64990234375,3133.0,37846,2022-03-14
2022-03-21,2939.1953125,3086.10009765625,3393.5,3072.0,3317.0,38696,2022-03-21
2022-03-28,2910.241943359375,3055.699951171875,3139.14990234375,3001.10009765625,3100.0,18523,2022-03-28
2022-04-04,3065.292236328125,3218.5,3235.0,3068.449951171875,3071.0,22728,2022-04-04
2022-04-11,3070.00634765625,3223.449951171875,3314.0,3175.0,3299.89990234375,12795,2022-04-11
2022-04-18,3198.485107421875,3358.35009765625,3515.0,3170.0,3200.0,72391,2022-04-18
2022-04-25,3171.580078125,3330.10009765625,3565.0,3280.0,3280.0,37341,2022-04-25
2022-05-02,3334.2490234375,3500.89990234375,3700.0,3304.0,3346.10009765625,133699,2022-05-02
2022-05-09,3137.865234375,3294.699951171875,3700.0,3045.0,3500.89990234375,102533,2022-05-09
2022-05-16,3611.3974609375,3791.89990234375,3850.0,3252.64990234375,3292.0,105962,2022-05-16
2022-05-23,3346.39208984375,3513.64990234375,4250.0498046875,3350.0,3860.0,145219,2022-05-23
2022-05-30,3177.9130859375,3336.75,3600.0,3144.300048828125,3600.0,128979,2022-05-30
2022-06-06,3110.00732421875,3265.449951171875,3376.0,3189.39990234375,3341.0,24950,2022-06-06
2022-06-13,3161.436767578125,3319.449951171875,3410.0,3084.89990234375,3202.10009765625,35442,2022-06-13
2022-06-20,3325.439453125,3491.64990234375,3515.5,3285.89990234375,3356.89990234375,26655,2022-06-20
2022-06-27,3268.39111328125,3431.75,3672.0,3402.0,3523.0,20004,2022-06-27
2022-07-04,3294.10546875,3458.75,3595.14990234375,3351.10009765625,3400.0,17451,2022-07-04
2022-07-11,3175.103515625,3333.800048828125,3569.85009765625,3310.0,3476.050048828125,11537,2022-07-11
2022-07-18,3168.484619140625,3326.85009765625,3392.85009765625,3300.0,3335.0,23686,2022-07-18
2022-07-25,3154.198486328125,3311.85009765625,3345.0,3188.0,3340.0,13880,2022-07-25
2022-08-01,2962.099609375,3110.14990234375,3343.0,3101.199951171875,3329.89990234375,33328,2022-08-01
2022-08-08,3152.513916015625,3289.949951171875,3339.85009765625,3020.0,3070.14990234375,32793,2022-08-08
2022-08-15,3053.673095703125,3186.800048828125,3354.0,3173.800048828125,3289.949951171875,16413,2022-08-15
2022-08-22,3088.169189453125,3222.800048828125,3335.0,3121.64990234375,3186.800048828125,15095,2022-08-22
2022-08-29,3093.966796875,3228.85009765625,3299.89990234375,3035.0,3035.0,9454,2022-08-29
2022-09-05,3413.43896484375,3562.25,3646.60009765625,3202.14990234375,3245.0,86053,2022-09-05
2022-09-12,3205.647705078125,3345.39990234375,3720.0,3301.5,3559.0,25836,2022-09-12
2022-09-19,3092.960693359375,3227.800048828125,3375.0,3195.0,3345.39990234375,18029,2022-09-19
2022-09-26,3501.35595703125,3654.0,3742.949951171875,3120.0,3200.0,67898,2022-09-26
2022-10-03,3359.10791015625,3505.550048828125,3850.0,3491.25,3601.14990234375,17444,2022-10-03
2022-10-10,3233.771484375,3374.75,3529.949951171875,3364.0,3489.949951171875,8875,2022-10-10
2022-10-17,3253.55859375,3395.39990234375,3585.050048828125,3333.89990234375,3374.75,27487,2022-10-17
2022-10-24,3252.3134765625,3394.10009765625,3469.0,3350.0,3463.35009765625,5223,2022-10-24
2022-10-31,3306.93212890625,3451.10009765625,3540.0,3282.0,3401.0,13687,2022-10-31
2022-11-07,3340.326416015625,3485.949951171875,3599.0,3336.0,3421.5,16943,2022-11-07
2022-11-14,3719.49609375,3881.64990234375,4280.0,3582.60009765625,3662.949951171875,77105,2022-11-14
2022-11-21,3636.734619140625,3764.25,3954.5,3651.0,3881.64990234375,21118,2022-11-21
2022-11-28,4010.6728515625,4151.2998046875,4200.0,3712.0,3720.0,110320,2022-11-28
2022-12-05,3892.564208984375,4029.050048828125,4229.85009765625,4010.0,4155.0,61473,2022-12-05
2022-12-12,4015.938232421875,4156.75,4200.0,3960.10009765625,4080.0,28935,2022-12-12
2022-12-19,3670.355712890625,3799.050048828125,4337.9501953125,3761.550048828125,4170.0,45153,2022-12-19
2022-12-26,3999.900146484375,4140.14990234375,4165.0,3755.0,3755.0,18922,2022-12-26
2023-01-02,3985.60205078125,4125.35009765625,4300.0,4115.10009765625,4140.14990234375,28511,2023-01-02
2023-01-09,3827.3994140625,3961.60009765625,4140.2001953125,3862.0,4140.0,17432,2023-01-09
2023-01-16,3818.559326171875,3952.449951171875,3970.0,3849.800048828125,3961.60009765625,10282,2023-01-16
2023-01-23,3912.65966796875,4049.85009765625,4278.0,3854.800048828125,3945.64990234375,32673,2023-01-23
2023-01-30,3729.385498046875,3860.14990234375,4181.4501953125,3821.0,4070.10009765625,29196,2023-01-30
2023-02-06,3746.051513671875,3877.39990234375,4070.0,3740.0,3879.5,21784,2023-02-06
2023-02-13,3953.478759765625,4092.10009765625,4140.0,3936.050048828125,3960.0,24272,2023-02-13
2023-02-20,3830.7802734375,3965.10009765625,4100.0,3927.0,4100.0,20569,2023-02-20
2023-02-27,3638.491943359375,3740.300048828125,3994.0,3661.25,3994.0,25422,2023-02-27
2023-03-06,3659.017578125,3761.39990234375,3917.699951171875,3712.85009765625,3770.0,18472,2023-03-06
2023-03-13,3614.8046875,3715.949951171875,3860.89990234375,3663.0,3800.0,14167,2023-03-13
2023-03-20,3494.715087890625,3592.5,3702.10009765625,3513.25,3702.10009765625,28905,2023-03-20
2023-03-27,3436.6884765625,3532.85009765625,3649.949951171875,3355.699951171875,3649.949951171875,14933,2023-03-27
2023-04-03,3357.3583984375,3451.300048828125,3626.14990234375,3427.0,3532.85009765625,17580,2023-04-03
2023-04-10,3299.672119140625,3392.0,3503.699951171875,3301.0,3468.60009765625,54016,2023-04-10
2023-04-17,3304.68212890625,3397.14990234375,3436.5,3331.14990234375,3409.0,63022,2023-04-17
2023-04-24,3377.54345703125,3472.050048828125,3500.0,3244.85009765625,3420.0,168753,2023-04-24
2023-05-01,3344.177001953125,3437.75,3499.89990234375,3420.0,3472.050048828125,18094,2023-05-01
2023-05-08,3492.526123046875,3590.25,3630.0,3435.35009765625,3449.89990234375,81583,2023-05-08
2023-05-15,3469.666015625,3566.75,3774.949951171875,3502.75,3591.0,40180,2023-05-15
2023-05-22,3747.345947265625,3852.199951171875,4020.0,3507.0,3555.75,112745,2023-05-22
2023-05-29,3790.586181640625,3896.64990234375,3976.85009765625,3750.0,3850.0,62576,2023-05-29
2023-06-05,3756.879150390625,3862.0,3930.0,3790.0,3916.14990234375,24501,2023-06-05
2023-06-12,3894.771240234375,4003.75,4080.0,3855.85009765625,3881.300048828125,41551,2023-06-12
2023-06-19,3941.512939453125,4051.800048828125,4098.5,3959.050048828125,4028.0,28353,2023-06-19
2023-06-26,3867.970703125,3976.199951171875,4080.0,3929.0,4012.199951171875,16784,2023-06-26
2023-07-03,4028.96630859375,4141.7001953125,4174.5498046875,3956.0,3956.0,29587,2023-07-03
2023-07-10,4210.0,4327.7998046875,4400.0,4081.75,4154.0,43285,2023-07-10
2023-07-17,4462.33984375,4587.2001953125,4638.0,4349.9501953125,4350.0,38563,2023-07-17
2023-07-24,4696.78076171875,4828.2001953125,4849.0,4592.0,4600.0498046875,28024,2023-07-24
2023-07-31,4595.36865234375,4723.9501953125,4911.0,4672.0,4765.75,22382,2023-07-31
2023-08-07,4767.177734375,4880.14990234375,4905.25,4560.2001953125,4751.25,33480,2023-08-07
2023-08-14,5203.830078125,5327.14990234375,5355.9501953125,4882.2998046875,4905.35009765625,49385,2023-08-14
2023-08-21,5506.0673828125,5636.5498046875,5850.0,5327.14990234375,5400.0,46305,2023-08-21
2023-08-28,5275.0419921875,5400.0498046875,5778.60009765625,5360.0,5636.5498046875,28137,2023-08-28
2023-09-04,5191.765625,5314.7998046875,5485.4501953125,5051.0,5392.60009765625,49107,2023-09-04
2023-09-11,5026.2392578125,5145.35009765625,5529.9501953125,5135.0,5360.0,35446,2023-09-11
2023-09-18,4879.90576171875,4995.5498046875,5339.9501953125,4951.0,5197.9501953125,20165,2023-09-18
2023-09-25,4944.76904296875,5061.9501953125,5188.0,4956.0,4972.0498046875,12432,2023-09-25
2023-10-02,4850.3076171875,4965.25,5147.7001953125,4811.5498046875,5061.9501953125,22275,2023-10-02
2023-10-09,4880.1015625,4995.75,5090.0,4842.0498046875,4965.25,17767,2023-10-09
2023-10-16,5462.5,5591.9501953125,5607.7998046875,4968.60009765625,5000.0,50089,2023-10-16
2023-10-23,5576.009765625,5708.14990234375,5740.0,5311.5498046875,5591.9501953125,38150,2023-10-23
2023-10-30,5896.41748046875,6036.14990234375,6050.0,5616.10009765625,5759.9501953125,35544,2023-10-30
2023-11-06,6256.77685546875,6405.0498046875,6485.0,6065.0,6091.0,106628,2023-11-06
2023-11-13,5815.58251953125,5953.39990234375,6179.89990234375,5845.25,6080.5498046875,35980,2023-11-13
2023-11-20,5958.59375,6099.7998046875,6256.0,5970.0,6050.0,28756,2023-11-20
2023-11-27,5768.35400390625,5874.35009765625,6150.0498046875,5812.39990234375,6099.7998046875,21412,2023-11-27
2023-12-04,5691.22119140625,5795.7998046875,6007.35009765625,5766.0,5966.0,16843,2023-12-04
2023-12-11,5763.05078125,5868.9501953125,6029.75,5588.0498046875,5824.7998046875,28859,2023-12-11
2023-12-18,5752.49560546875,5858.2001953125,6095.0,5675.14990234375,5898.2998046875,37410,2023-12-18
2023-12-25,5775.6201171875,5881.75,5984.0,5849.9501953125,5858.2001953125,12812,2023-12-25
2024-01-01,5772.57568359375,5878.64990234375,5900.0,5760.5,5893.5,12943,2024-01-01
2024-01-08,5596.8056640625,5699.64990234375,5924.89990234375,5630.0,5902.14990234375,18457,2024-01-08
2024-01-15,5503.12744140625,5604.25,5770.0,5480.0498046875,5704.0,11834,2024-01-15
2024-01-22,5390.5458984375,5489.60009765625,5855.0498046875,5480.0,5604.25,15574,2024-01-22
2024-01-29,5510.19775390625,5611.4501953125,5694.0,5350.0,5510.0,17659,2024-01-29
2024-02-05,5520.80224609375,5622.25,5801.0,5349.0,5626.60009765625,28782,2024-02-05
2024-02-12,5286.0166015625,5383.14990234375,5660.85009765625,5270.0498046875,5644.75,17300,2024-02-12
2024-02-19,5032.72119140625,5125.2001953125,5433.7998046875,5100.2998046875,5399.2998046875,22171,2024-02-19
2024-02-26,4969.3359375,5060.64990234375,5224.89990234375,5020.0,5120.0,25462,2024-02-26
2024-03-04,4942.82275390625,5033.64990234375,5106.60009765625,4886.64990234375,5080.0,26336,2024-03-04
2024-03-11,4711.32666015625,4797.89990234375,5051.0,4620.0,5048.7001953125,46530,2024-03-11
2024-03-18,5113.5361328125,5207.5,5248.7998046875,4720.0498046875,4793.10009765625,47370,2024-03-18
2024-03-25,5157.2822265625,5252.0498046875,5360.0,5162.0,5207.5,23985,2024-03-25
2024-04-01,5208.4423828125,5304.14990234375,5448.0,5252.0,5252.0498046875,20787,2024-04-01
2024-04-08,5021.21142578125,5090.60009765625,5345.0,5050.0,5325.0,13196,2024-04-08
2024-04-15,4955.66748046875,5024.14990234375,5104.5498046875,4939.0,5090.0,12433,2024-04-15
2024-04-22,5152.74365234375,5223.9501953125,5356.2998046875,4977.0498046875,5002.0,26507,2024-04-22
2024-04-29,5247.77978515625,5320.2998046875,5345.5,5202.2998046875,5223.9501953125,17583,2024-04-29
2024-05-06,4989.54833984375,5058.5,5361.75,5004.2998046875,5297.14990234375,30601,2024-05-06
2024-05-13,5842.01806640625,5922.75,6092.25,5240.0,5240.0,171393,2024-05-13
2024-05-20,5703.87744140625,5782.7001953125,5990.5498046875,5695.0,5914.2001953125,31207,2024-05-20
2024-05-27,5243.4404296875,5315.89990234375,5890.0,5300.0,5869.4501953125,36890,2024-05-27
2024-06-03,5563.171875,5640.0498046875,6006.60009765625,5425.5498046875,5649.0,67162,2024-06-03
2024-06-10,5834.423828125,5915.0498046875,5950.0,5645.0,5650.0,44722,2024-06-10
2024-06-17,6031.94384765625,6115.2998046875,6300.0,5915.0498046875,5915.0498046875,62229,2024-06-17
2024-06-24,5992.587890625,6075.39990234375,6650.0,5970.25,6190.0,62120,2024-06-24
2024-07-01,6016.45751953125,6099.60009765625,6200.0,6016.64990234375,6103.64990234375,19628,2024-07-01
2024-07-08,6017.64111328125,6100.7998046875,6198.0,5917.0,6099.5498046875,19323,2024-07-08
2024-07-15,6397.73876953125,6486.14990234375,6999.0,6056.0498046875,6110.0,146259,2024-07-15
2024-07-22,6316.51123046875,6403.7998046875,6610.0,6150.25,6486.14990234375,32857,2024-07-22
2024-07-29,6168.3583984375,6253.60009765625,6512.0,6201.0498046875,6472.10009765625,15350,2024-07-29
2024-08-05,6144.24755859375,6199.89990234375,6544.9501953125,6065.0498046875,6258.89990234375,62784,2024-08-05
2024-08-12,6121.45361328125,6176.89990234375,6284.9501953125,6025.0498046875,6200.0,15309,2024-08-12
2024-08-19,6088.99755859375,6144.14990234375,6396.4501953125,6049.9501953125,6176.89990234375,22032,2024-08-19
2024-08-26,5984.59375,6038.7998046875,6444.0,6020.0,6174.89990234375,62707,2024-08-26
2024-09-02,6104.01171875,6159.2998046875,6265.0,6034.5498046875,6059.0,19230,2024-09-02
2024-09-09,6133.39599609375,6188.9501953125,6300.0,6005.10009765625,6159.2998046875,28093,2024-09-09
2024-09-16,5952.23681640625,6006.14990234375,6229.64990234375,5939.4501953125,6188.9501953125,12576,2024-09-16
2024-09-23,6124.97265625,6180.4501953125,6360.0,6006.14990234375,6011.9501953125,20941,2024-09-23
2024-09-30,6011.40087890625,6065.85009765625,6314.9501953125,6030.0,6180.4501953125,12410,2024-09-30
2024-10-07,6096.52978515625,6151.75,6267.64990234375,5869.0,6096.2001953125,16514,2024-10-07
2024-10-14,6296.865234375,6353.89990234375,6799.0,6150.5498046875,6182.5498046875,46681,2024-10-14
2024-10-21,6020.6669921875,6075.2001953125,6382.7998046875,5925.60009765625,6381.0,18282,2024-10-21
2024-10-28,6360.9345703125,6418.5498046875,6512.5,5984.0498046875,6150.0,17398,2024-10-28
2024-11-04,6189.1904296875,6245.25,6432.14990234375,6167.10009765625,6420.0,14105,2024-11-04
2024-11-11,6073.9345703125,6128.9501953125,6225.0,5822.85009765625,6182.2001953125,15751,2024-11-11
2024-11-18,5973.98974609375,6028.10009765625,6319.9501953125,5960.0,6035.2001953125,14342,2024-11-18
2024-11-25,6018.46240234375,6048.14990234375,6141.14990234375,5954.39990234375,6053.14990234375,9782,2024-11-25
2024-12-02,6150.8095703125,6181.14990234375,6305.9501953125,5962.35009765625,5962.35009765625,20424,2024-12-02
2024-12-09,6074.78466796875,6104.75,6420.0,6090.0,6236.0,13099,2024-12-09
2024-12-16,6073.9384765625,6103.89990234375,6238.35009765625,6030.0,6101.0,7962,2024-12-16
2024-12-23,5915.47021484375,5944.64990234375,6134.60009765625,5855.5498046875,6134.4501953125,7310,2024-12-23
2024-12-30,5814.36865234375,5843.0498046875,5999.0,5802.0,5871.0498046875,12912,2024-12-30
2025-01-06,5356.22900390625,5382.64990234375,5897.9501953125,5348.85009765625,5843.0498046875,19933,2025-01-06
2025-01-13,5204.427734375,5230.10009765625,5380.0,5109.85009765625,5372.0,15227,2025-01-13
2025-01-20,4966.35205078125,4990.85009765625,5290.0,4966.9501953125,5210.10009765625,7812,2025-01-20
2025-01-27,4974.76025390625,4999.2998046875,5441.89990234375,4620.0,4990.85009765625,42374,2025-01-27
2025-02-03,4879.82861328125,4903.89990234375,5063.9501953125,4848.0,4983.2998046875,12163,2025-02-03
2025-02-10,4784.89697265625,4808.5,5075.9501953125,4601.0,4941.39990234375,47466,2025-02-10
2025-02-17,4696.28466796875,4719.4501953125,4850.0,4665.0,4756.0,61424,2025-02-17
2025-02-24,4524.35009765625,4524.35009765625,4699.89990234375,4393.0,4690.0,20322,2025-02-24
2025-03-03,4664.4501953125,4664.4501953125,4702.2001953125,4419.5,4567.0,25375,2025-03-03
2025-03-10,4353.0498046875,4353.0498046875,4678.0,4280.0,4664.4501953125,22387,2025-03-10
2025-03-17,4625.2001953125,4625.2001953125,4680.9501953125,4280.0,4353.10009765625,23677,2025-03-17
2025-03-24,4528.5498046875,4528.5498046875,4792.75,4500.0498046875,4669.0,25905,2025-03-24
2025-03-31,4330.64990234375,4330.64990234375,4677.0,4285.0,4528.5498046875,16774,2025-03-31
2025-04-07,4676.0498046875,4676.0498046875,4766.0,4133.0498046875,4133.0498046875,45750,2025-04-07
2025-04-14,4613.5,4613.5,4726.60009765625,4600.0,4725.89990234375,8966,2025-04-14
2025-04-21,4604.5,4604.5,4707.0,4543.39990234375,4616.0,41945,2025-04-21
2025-04-28,4562.39990234375,4562.39990234375,4749.0,4560.0,4580.0,18402,2025-04-28
2025-05-05,4611.60009765625,4611.60009765625,4787.0,4470.0,4526.0,18479,2025-05-05
2025-05-12,5096.89990234375,5096.89990234375,5152.2001953125,4648.7998046875,4661.0,18951,2025-05-12
2025-05-19,5198.0,5198.0,5240.0,5053.89990234375,5110.0,17220,2025-05-19
2025-05-26,5027.7998046875,5027.7998046875,5499.0,5011.2998046875,5253.0,26853,2025-05-26
2025-06-02,5220.5,5220.5,5250.0,4960.0,4993.5,27331,2025-06-02
2025-06-09,5126.5,5126.5,5314.0,5085.0,5236.5,18293,2025-06-09
2025-06-16,5037.0,5037.0,5216.5,4970.0,5108.0,11350,2025-06-16
2025-06-23,5127.5,5127.5,5186.5,4975.0,5037.0,10817,2025-06-23
2025-06-30,5296.0,5296.0,5399.5,5117.5,5153.0,16809,2025-06-30
2025-07-07,5241.0,5241.0,5380.0,5212.5,5348.0,15261,2025-07-07
2025-07-14,5256.5,5256.5,5280.0,5142.0,5241.0,5619,2025-07-14
