Date,Adj Close_YASHO.NS,Close_YASHO.NS,High_YASHO.NS,Low_YASHO.NS,Open_YASHO.NS,Volume_YASHO.NS,Date
2024-06-10,1889.7115478515625,1890.199951171875,1901.5999755859375,1751.949951171875,1797.300048828125,63289,2024-06-10
2024-06-17,1902.9581298828125,1903.449951171875,1965.4000244140625,1880.550048828125,1890.0,44119,2024-06-17
2024-06-24,1944.6973876953125,1945.199951171875,2072.14990234375,1878.0,1903.0,147510,2024-06-24
2024-07-01,1938.09912109375,1938.5999755859375,2003.0,1915.449951171875,1975.0,65586,2024-07-01
2024-07-08,1847.6724853515625,1848.1500244140625,1969.0,1803.1500244140625,1938.5999755859375,76189,2024-07-08
2024-07-15,1899.509033203125,1900.0,1929.0,1810.800048828125,1850.0,59856,2024-07-15
2024-07-22,1929.4013671875,1929.9000244140625,1995.5,1833.050048828125,1865.0,62334,2024-07-22
2024-07-29,1732.5,1732.5,1955.6500244140625,1698.050048828125,1929.0,126595,2024-07-29
2024-08-05,1811.3499755859375,1811.3499755859375,1838.5999755859375,1661.949951171875,1706.1500244140625,130522,2024-08-05
2024-08-12,1856.449951171875,1856.449951171875,1894.800048828125,1786.9000244140625,1815.0,50074,2024-08-12
2024-08-19,1873.300048828125,1873.300048828125,1945.0,1842.050048828125,1856.0,53636,2024-08-19
2024-08-26,1992.699951171875,1992.699951171875,2159.949951171875,1880.0,1880.0,205815,2024-08-26
2024-09-02,2123.64990234375,2123.64990234375,2181.14990234375,1949.3499755859375,1992.699951171875,131662,2024-09-02
2024-09-09,2075.10009765625,2075.10009765625,2145.0,2026.1500244140625,2140.699951171875,53484,2024-09-09
2024-09-16,1971.4000244140625,1971.4000244140625,2075.0,1923.050048828125,2075.0,44955,2024-09-16
2024-09-23,2044.6500244140625,2044.6500244140625,2055.0,1915.0,1960.0,102267,2024-09-23
2024-09-30,2010.949951171875,2010.949951171875,2083.39990234375,1945.0,2040.0,58523,2024-09-30
2024-10-07,1978.6500244140625,1978.6500244140625,2025.449951171875,1935.050048828125,1972.0,33347,2024-10-07
2024-10-14,1984.3499755859375,1984.3499755859375,2033.9000244140625,1940.0,1978.6500244140625,45254,2024-10-14
2024-10-21,1823.4000244140625,1823.4000244140625,1999.0,1790.0,1950.0,72726,2024-10-21
2024-10-28,1898.8499755859375,1898.8499755859375,1919.800048828125,1800.0,1801.0,21779,2024-10-28
2024-11-04,1860.300048828125,1860.300048828125,1910.0,1850.0,1879.949951171875,40898,2024-11-04
2024-11-11,1810.800048828125,1810.800048828125,1854.449951171875,1683.050048828125,1845.0,71528,2024-11-11
2024-11-18,1702.25,1702.25,1775.0,1620.0,1702.550048828125,106332,2024-11-18
2024-11-25,1770.949951171875,1770.949951171875,1808.4000244140625,1684.0,1749.0,40341,2024-11-25
2024-12-02,1769.449951171875,1769.449951171875,1794.949951171875,1740.1500244140625,1751.949951171875,27612,2024-12-02
2024-12-09,1810.050048828125,1810.050048828125,1920.0,1761.25,1761.25,40232,2024-12-09
2024-12-16,2053.75,2053.75,2225.949951171875,1851.0,1851.0,479386,2024-12-16
2024-12-23,2015.300048828125,2015.300048828125,2096.300048828125,1999.050048828125,2084.60009765625,39728,2024-12-23
2024-12-30,2120.60009765625,2120.60009765625,2149.0,1950.0,1999.1500244140625,75353,2024-12-30
2025-01-06,2000.949951171875,2000.949951171875,2207.5,1950.050048828125,2129.050048828125,55705,2025-01-06
2025-01-13,1998.550048828125,1998.550048828125,2060.0,1958.75,2000.949951171875,47703,2025-01-13
2025-01-20,1962.300048828125,1962.300048828125,2150.0,1940.0,1990.0,54643,2025-01-20
2025-01-27,1898.4000244140625,1898.4000244140625,2005.0,1703.75,1942.6500244140625,79414,2025-01-27
2025-02-03,2158.550048828125,2158.550048828125,2343.85009765625,1884.75,1885.6500244140625,122725,2025-02-03
2025-02-10,1918.699951171875,1918.699951171875,2198.0,1700.0,2180.050048828125,118668,2025-02-10
2025-02-17,1796.800048828125,1796.800048828125,1899.550048828125,1752.699951171875,1899.550048828125,43931,2025-02-17
2025-02-24,1745.6500244140625,1745.6500244140625,1811.4000244140625,1702.0,1786.0,32096,2025-02-24
2025-03-03,1855.5,1855.5,1886.75,1622.5,1744.0,39270,2025-03-03
2025-03-10,1752.449951171875,1752.449951171875,1874.0,1721.5999755859375,1855.5,16756,2025-03-10
2025-03-17,1731.050048828125,1731.050048828125,1885.5,1708.050048828125,1752.449951171875,47200,2025-03-17
2025-03-24,1719.550048828125,1719.550048828125,1837.699951171875,1704.0999755859375,1747.5999755859375,61299,2025-03-24
2025-03-31,1716.050048828125,1716.050048828125,1759.9000244140625,1702.300048828125,1719.550048828125,21705,2025-03-31
2025-04-07,1693.199951171875,1693.199951171875,1715.449951171875,1614.0,1709.949951171875,29904,2025-04-07
2025-04-14,1760.800048828125,1760.800048828125,1770.0,1703.0999755859375,1708.4000244140625,12524,2025-04-14
2025-04-21,1681.5999755859375,1681.5999755859375,1817.4000244140625,1658.199951171875,1741.0,47922,2025-04-21
2025-04-28,1686.5999755859375,1686.5999755859375,1760.0,1626.300048828125,1698.4000244140625,64264,2025-04-28
2025-05-05,1772.0,1772.0,1790.0,1696.0999755859375,1696.0999755859375,54684,2025-05-05
2025-05-12,1735.5999755859375,1735.5999755859375,1837.300048828125,1710.9000244140625,1795.0,66101,2025-05-12
2025-05-19,1860.199951171875,1860.199951171875,1886.4000244140625,1710.0,1730.0,93749,2025-05-19
2025-05-26,1970.0,1970.0,2066.800048828125,1878.0,1878.699951171875,66721,2025-05-26
2025-06-02,2044.800048828125,2044.800048828125,2172.0,1964.5,1989.699951171875,99107,2025-06-02
2025-06-09,1975.4000244140625,1975.4000244140625,2095.300048828125,1875.0,2025.199951171875,27876,2025-06-09
2025-06-16,1937.0999755859375,1937.0999755859375,1990.0,1892.800048828125,1953.0,24651,2025-06-16
2025-06-23,2066.89990234375,2066.89990234375,2140.0,1882.5,1912.0,113686,2025-06-23
2025-06-30,2107.699951171875,2107.699951171875,2127.800048828125,2043.199951171875,2097.89990234375,40633,2025-06-30
2025-07-07,1992.9000244140625,1992.9000244140625,2145.0,1974.0,2097.60009765625,28492,2025-07-07
2025-07-14,1964.199951171875,1964.199951171875,2012.300048828125,1945.0,1995.0,8212,2025-07-14
