Date,Adj Close_STEELXIND.NS,Close_STEELXIND.NS,High_STEELXIND.NS,Low_STEELXIND.NS,Open_STEELXIND.NS,Volume_STEELXIND.NS,Date
2025-02-24,7.849999904632568,7.849999904632568,8.59000015258789,7.699999809265137,8.59000015258789,5442537,2025-02-24
2025-03-03,8.149999618530273,8.149999618530273,8.75,8.0,8.050000190734863,13552991,2025-03-03
2025-03-10,7.710000038146973,7.710000038146973,8.239999771118164,7.610000133514404,8.1899995803833,7490734,2025-03-10
2025-03-17,8.859999656677246,8.859999656677246,9.279999732971191,7.510000228881836,7.840000152587891,14778232,2025-03-17
2025-03-24,7.710000038146973,7.710000038146973,9.699999809265137,7.599999904632568,8.920000076293945,18405442,2025-03-24
2025-03-31,8.319999694824219,8.319999694824219,8.800000190734863,7.710000038146973,7.710000038146973,5139724,2025-03-31
2025-04-07,8.130000114440918,8.130000114440918,8.59000015258789,7.059999942779541,7.059999942779541,4894613,2025-04-07
2025-04-14,8.279999732971191,8.279999732971191,8.4399995803833,8.09000015258789,8.199999809265137,2963165,2025-04-14
2025-04-21,8.239999771118164,8.239999771118164,8.989999771118164,8.109999656677246,8.350000381469727,8843152,2025-04-21
2025-04-28,8.140000343322754,8.140000343322754,8.8100004196167,7.659999847412109,8.199999809265137,7650939,2025-04-28
2025-05-05,7.920000076293945,7.920000076293945,8.399999618530273,7.579999923706055,8.109999656677246,5009420,2025-05-05
2025-05-12,8.619999885559082,8.619999885559082,8.84000015258789,8.100000381469727,8.84000015258789,9644509,2025-05-12
2025-05-19,8.3100004196167,8.3100004196167,8.890000343322754,8.199999809265137,8.680000305175781,6515819,2025-05-19
2025-05-26,8.329999923706055,8.329999923706055,8.619999885559082,8.210000038146973,8.329999923706055,3889678,2025-05-26
2025-06-02,8.34000015258789,8.34000015258789,8.520000457763672,8.149999618530273,8.390000343322754,4875907,2025-06-02
2025-06-09,8.3100004196167,8.3100004196167,8.800000190734863,8.210000038146973,8.350000381469727,13970438,2025-06-09
2025-06-16,8.109999656677246,8.109999656677246,8.390000343322754,7.860000133514404,8.300000190734863,6420128,2025-06-16
2025-06-23,9.9399995803833,9.9399995803833,10.029999732971191,7.900000095367432,8.100000381469727,32701923,2025-06-23
2025-06-30,10.0,10.0,10.65999984741211,9.760000228881836,10.15999984741211,35509424,2025-06-30
2025-07-07,10.760000228881836,10.760000228881836,10.84000015258789,9.5,10.1899995803833,35768633,2025-07-07
2025-07-14,10.90999984741211,10.90999984741211,11.0600004196167,10.5,10.770000457763672,8803805,2025-07-14
