Date,Adj Close_UDS.NS,Close_UDS.NS,High_UDS.NS,Low_UDS.NS,Open_UDS.NS,Volume_UDS.NS,Date
2024-03-18,323.70001220703125,323.70001220703125,329.0,307.1000061035156,320.45001220703125,771452,2024-03-18
2024-03-25,320.3500061035156,320.3500061035156,340.75,314.79998779296875,326.0,915033,2024-03-25
2024-04-01,326.3500061035156,326.3500061035156,338.0,323.3999938964844,325.1499938964844,1002313,2024-04-01
2024-04-08,310.75,310.75,328.79998779296875,304.95001220703125,325.0,672614,2024-04-08
2024-04-15,307.1499938964844,307.1499938964844,316.54998779296875,297.45001220703125,300.70001220703125,478314,2024-04-15
2024-04-22,305.79998779296875,305.79998779296875,316.0,304.95001220703125,311.75,1186312,2024-04-22
2024-04-29,308.95001220703125,308.95001220703125,314.79998779296875,299.95001220703125,314.75,652894,2024-04-29
2024-05-06,306.25,306.25,313.1499938964844,296.0,309.0,487634,2024-05-06
2024-05-13,329.6000061035156,329.6000061035156,331.0,298.04998779296875,307.95001220703125,657498,2024-05-13
2024-05-20,297.6499938964844,297.6499938964844,335.0,296.3999938964844,327.20001220703125,1046931,2024-05-20
2024-05-27,268.3999938964844,268.3999938964844,303.0,266.0,302.1000061035156,1095837,2024-05-27
2024-06-03,289.1000061035156,289.1000061035156,292.3999938964844,244.5,275.25,757500,2024-06-03
2024-06-10,293.8500061035156,293.8500061035156,304.45001220703125,285.0,289.1000061035156,439030,2024-06-10
2024-06-17,297.8500061035156,297.8500061035156,302.3999938964844,286.1000061035156,293.8500061035156,530741,2024-06-17
2024-06-24,297.25,297.25,302.3999938964844,282.79998779296875,299.79998779296875,910038,2024-06-24
2024-07-01,307.20001220703125,307.20001220703125,321.8999938964844,296.0,300.0,1034097,2024-07-01
2024-07-08,308.25,308.25,318.79998779296875,298.79998779296875,314.8999938964844,564819,2024-07-08
2024-07-15,309.3500061035156,309.3500061035156,332.29998779296875,304.8500061035156,311.79998779296875,1682237,2024-07-15
2024-07-22,319.6000061035156,319.6000061035156,321.0,304.04998779296875,309.3500061035156,756437,2024-07-22
2024-07-29,316.3500061035156,316.3500061035156,329.0,313.0,321.5,1122628,2024-07-29
2024-08-05,332.54998779296875,332.54998779296875,340.0,300.0,310.0,4300085,2024-08-05
2024-08-12,320.0,320.0,334.8999938964844,300.8500061035156,334.8999938964844,3032176,2024-08-12
2024-08-19,362.6000061035156,362.6000061035156,371.95001220703125,318.5,322.0,8396265,2024-08-19
2024-08-26,354.1499938964844,354.1499938964844,366.8500061035156,339.0,364.0,1768082,2024-08-26
2024-09-02,370.54998779296875,370.54998779296875,389.45001220703125,351.0,356.5,7726436,2024-09-02
2024-09-09,394.1000061035156,394.1000061035156,404.79998779296875,361.04998779296875,372.0,4057337,2024-09-09
2024-09-16,383.6499938964844,383.6499938964844,403.70001220703125,360.20001220703125,399.0,2409501,2024-09-16
2024-09-23,371.70001220703125,371.70001220703125,384.25,364.95001220703125,383.70001220703125,1458097,2024-09-23
2024-09-30,370.54998779296875,370.54998779296875,387.95001220703125,358.1499938964844,373.45001220703125,1137016,2024-09-30
2024-10-07,383.3999938964844,383.3999938964844,391.29998779296875,351.0,373.79998779296875,1467274,2024-10-07
2024-10-14,373.20001220703125,373.20001220703125,397.0,363.20001220703125,388.0,1352394,2024-10-14
2024-10-21,357.6000061035156,357.6000061035156,381.0,343.79998779296875,375.79998779296875,1331735,2024-10-21
2024-10-28,427.70001220703125,427.70001220703125,431.0,348.8500061035156,357.6000061035156,4968925,2024-10-28
2024-11-04,406.6499938964844,406.6499938964844,438.6000061035156,405.04998779296875,424.1499938964844,3272580,2024-11-04
2024-11-11,388.8500061035156,388.8500061035156,425.29998779296875,385.29998779296875,408.79998779296875,1426171,2024-11-11
2024-11-18,413.8500061035156,413.8500061035156,419.70001220703125,376.8999938964844,387.0,987022,2024-11-18
2024-11-25,424.3999938964844,424.3999938964844,427.1000061035156,403.0,425.0,1319319,2024-11-25
2024-12-02,395.1000061035156,395.1000061035156,429.70001220703125,390.95001220703125,426.04998779296875,1591324,2024-12-02
2024-12-09,399.29998779296875,399.29998779296875,413.70001220703125,377.25,395.0,2071492,2024-12-09
2024-12-16,387.70001220703125,387.70001220703125,418.0,380.0,400.25,1855626,2024-12-16
2024-12-23,385.6000061035156,385.6000061035156,395.0,374.0,388.6499938964844,519319,2024-12-23
2024-12-30,386.45001220703125,386.45001220703125,388.0,371.25,387.8999938964844,768937,2024-12-30
2025-01-06,348.20001220703125,348.20001220703125,387.45001220703125,345.1000061035156,387.0,1027882,2025-01-06
2025-01-13,347.75,347.75,353.0,315.5,348.20001220703125,778093,2025-01-13
2025-01-20,326.8999938964844,326.8999938964844,367.45001220703125,322.79998779296875,351.3999938964844,755791,2025-01-20
2025-01-27,348.1499938964844,348.1499938964844,362.04998779296875,307.04998779296875,321.95001220703125,4484910,2025-01-27
2025-02-03,346.8500061035156,346.8500061035156,371.0,333.0,346.1499938964844,1095035,2025-02-03
2025-02-10,307.25,307.25,353.0,301.70001220703125,347.0,807096,2025-02-10
2025-02-17,319.04998779296875,319.04998779296875,326.54998779296875,299.3500061035156,307.25,640926,2025-02-17
2025-02-24,301.75,301.75,324.6499938964844,295.3999938964844,314.25,607334,2025-02-24
2025-03-03,285.1000061035156,285.1000061035156,309.8999938964844,278.20001220703125,306.29998779296875,1718436,2025-03-03
2025-03-10,282.70001220703125,282.70001220703125,292.0,273.20001220703125,285.6000061035156,759863,2025-03-10
2025-03-17,295.54998779296875,295.54998779296875,298.5,265.1000061035156,282.70001220703125,1021871,2025-03-17
2025-03-24,278.54998779296875,278.54998779296875,298.0,271.6000061035156,297.8999938964844,1651530,2025-03-24
2025-03-31,294.45001220703125,294.45001220703125,308.0,278.54998779296875,278.54998779296875,907236,2025-03-31
2025-04-07,292.25,292.25,296.95001220703125,255.60000610351562,255.60000610351562,679455,2025-04-07
2025-04-14,300.3500061035156,300.3500061035156,305.5,291.3999938964844,292.25,633824,2025-04-14
2025-04-21,291.04998779296875,291.04998779296875,317.0,288.70001220703125,304.0,832788,2025-04-21
2025-04-28,273.0,273.0,295.1499938964844,271.70001220703125,293.95001220703125,608418,2025-04-28
2025-05-05,283.45001220703125,283.45001220703125,289.0,265.0,272.6000061035156,793667,2025-05-05
2025-05-12,306.1000061035156,306.1000061035156,315.3999938964844,289.6000061035156,294.95001220703125,1420734,2025-05-12
2025-05-19,339.25,339.25,350.0,306.04998779296875,306.04998779296875,2003880,2025-05-19
2025-05-26,326.54998779296875,326.54998779296875,356.0,324.54998779296875,345.0,1581540,2025-05-26
2025-06-02,305.3500061035156,305.3500061035156,328.0,304.1499938964844,326.8999938964844,1041350,2025-06-02
2025-06-09,299.75,299.75,319.0,289.95001220703125,307.79998779296875,1282183,2025-06-09
2025-06-16,288.20001220703125,288.20001220703125,301.95001220703125,282.1000061035156,299.8500061035156,649863,2025-06-16
2025-06-23,290.6499938964844,290.6499938964844,294.0,279.54998779296875,285.0,991262,2025-06-23
2025-06-30,289.70001220703125,289.70001220703125,299.95001220703125,286.29998779296875,292.3500061035156,1135722,2025-06-30
2025-07-07,285.5,285.5,295.8999938964844,285.0,289.70001220703125,1623127,2025-07-07
2025-07-14,281.70001220703125,281.70001220703125,287.6499938964844,280.0,287.6499938964844,628006,2025-07-14
