Date,Adj Close_LUMAXIND.NS,Close_LUMAXIND.NS,High_LUMAXIND.NS,Low_LUMAXIND.NS,Open_LUMAXIND.NS,Volume_LUMAXIND.NS,Date
2024-12-02,2410.199951171875,2410.199951171875,2499.0,2286.699951171875,2313.0,26296,2024-12-02
2024-12-09,2429.75,2429.75,2480.0,2369.0,2424.75,17825,2024-12-09
2024-12-16,2420.050048828125,2420.050048828125,2500.0,2410.0,2448.550048828125,12972,2024-12-16
2024-12-23,2375.64990234375,2375.64990234375,2432.800048828125,2342.550048828125,2432.800048828125,5852,2024-12-23
2024-12-30,2427.050048828125,2427.050048828125,2476.85009765625,2293.35009765625,2388.199951171875,8977,2024-12-30
2025-01-06,2448.550048828125,2448.550048828125,2498.0,2363.550048828125,2427.050048828125,20826,2025-01-06
2025-01-13,2313.10009765625,2313.10009765625,2489.949951171875,2289.949951171875,2448.550048828125,21642,2025-01-13
2025-01-20,2223.199951171875,2223.199951171875,2398.800048828125,2211.050048828125,2319.0,12154,2025-01-20
2025-01-27,2206.35009765625,2206.35009765625,2240.0,1960.0,2234.89990234375,15149,2025-01-27
2025-02-03,2232.949951171875,2232.949951171875,2282.449951171875,2134.85009765625,2210.300048828125,6563,2025-02-03
2025-02-10,2277.550048828125,2277.550048828125,2364.699951171875,2116.5,2167.550048828125,60587,2025-02-10
2025-02-17,2289.449951171875,2289.449951171875,2320.0,2145.550048828125,2256.800048828125,30365,2025-02-17
2025-02-24,2351.89990234375,2351.89990234375,2400.0,2227.35009765625,2290.0,39085,2025-02-24
2025-03-03,2393.300048828125,2393.300048828125,2427.699951171875,2270.0,2330.699951171875,34047,2025-03-03
2025-03-10,2171.300048828125,2171.300048828125,2409.300048828125,2148.60009765625,2393.300048828125,21583,2025-03-10
2025-03-17,2401.550048828125,2401.550048828125,2432.0,2151.14990234375,2182.699951171875,32067,2025-03-17
2025-03-24,2533.35009765625,2533.35009765625,2630.0,2360.050048828125,2399.949951171875,53113,2025-03-24
2025-03-31,2530.10009765625,2530.10009765625,2616.449951171875,2512.449951171875,2533.35009765625,10922,2025-03-31
2025-04-07,2407.89990234375,2407.89990234375,2500.0,2100.050048828125,2100.050048828125,15526,2025-04-07
2025-04-14,2492.699951171875,2492.699951171875,2510.0,2401.10009765625,2412.0,6098,2025-04-14
2025-04-21,2498.39990234375,2498.39990234375,2695.199951171875,2475.199951171875,2505.800048828125,16745,2025-04-21
2025-04-28,2361.300048828125,2361.300048828125,2500.0,2330.10009765625,2490.0,16745,2025-04-28
2025-05-05,2343.300048828125,2343.300048828125,2451.800048828125,2258.0,2293.10009765625,10160,2025-05-05
2025-05-12,2665.0,2665.0,2792.0,2350.39990234375,2350.39990234375,41125,2025-05-12
2025-05-19,2794.5,2794.5,2850.0,2650.0,2686.0,39801,2025-05-19
2025-05-26,2965.800048828125,2965.800048828125,3009.89990234375,2715.5,2814.5,178980,2025-05-26
2025-06-02,3132.0,3132.0,3178.0,2908.0,2989.5,138692,2025-06-02
2025-06-09,3156.39990234375,3156.39990234375,3300.0,3113.0,3180.0,115795,2025-06-09
2025-06-16,3165.10009765625,3165.10009765625,3363.89990234375,3109.60009765625,3153.0,84350,2025-06-16
2025-06-23,3468.5,3468.5,3516.10009765625,3139.699951171875,3164.89990234375,57175,2025-06-23
2025-06-30,3670.39990234375,3670.39990234375,3764.89990234375,3493.89990234375,3548.800048828125,109384,2025-06-30
2025-07-07,3523.0,3523.0,3915.0,3434.10009765625,3672.0,73672,2025-07-07
2025-07-14,3576.5,3576.5,3603.0,3482.10009765625,3541.5,12067,2025-07-14
