Date,Adj Close_GILLETTE.NS,Close_GILLETTE.NS,High_GILLETTE.NS,Low_GILLETTE.NS,Open_GILLETTE.NS,Volume_GILLETTE.NS,Date
2022-01-31,4909.35986328125,5117.4501953125,5305.0,5110.0,5260.39990234375,48064,2022-01-31
2022-02-07,4878.90087890625,5085.7001953125,5180.0,5058.7001953125,5149.9501953125,54328,2022-02-07
2022-02-14,4927.41748046875,5103.10009765625,5142.60009765625,4950.0,5078.0,23397,2022-02-14
2022-02-21,4973.814453125,5151.14990234375,5167.2001953125,4750.0,5103.10009765625,33385,2022-02-21
2022-02-28,4916.60302734375,5091.89990234375,5248.14990234375,4950.0,5077.0,26795,2022-02-28
2022-03-07,4864.5107421875,5037.9501953125,5099.9501953125,4847.89990234375,5005.5,31525,2022-03-07
2022-03-14,4702.3427734375,4870.0,5047.0,4851.7001953125,5045.0,29510,2022-03-14
2022-03-21,4742.75244140625,4911.85009765625,5466.0,4850.0,4900.0,34627,2022-03-21
2022-03-28,4841.96435546875,5014.60009765625,5020.0,4800.0,4935.0,52930,2022-03-28
2022-04-04,5023.97607421875,5203.10009765625,5225.0,5011.0,5015.85009765625,18576,2022-04-04
2022-04-11,4999.208984375,5177.4501953125,5333.0,5125.10009765625,5203.0,13499,2022-04-11
2022-04-18,4995.4912109375,5173.60009765625,5216.5,5005.5,5198.9501953125,12134,2022-04-18
2022-04-25,5083.9375,5265.2001953125,5320.0,5000.0498046875,5170.0,70020,2022-04-25
2022-05-02,4879.96044921875,5053.9501953125,5255.0,4952.5498046875,5255.0,17065,2022-05-02
2022-05-09,4688.53515625,4855.7001953125,5026.75,4790.5498046875,4985.0,17128,2022-05-09
2022-05-16,4714.41259765625,4882.5,4922.0,4816.10009765625,4894.0498046875,8319,2022-05-16
2022-05-23,4696.2119140625,4863.64990234375,4946.9501953125,4748.0,4894.89990234375,22298,2022-05-23
2022-05-30,4727.93017578125,4896.5,4948.0,4750.0,4885.0,21073,2022-05-30
2022-06-06,4783.595703125,4954.14990234375,4977.0,4850.0,4901.0,8893,2022-06-06
2022-06-13,4736.81396484375,4905.7001953125,4994.0,4758.64990234375,4901.0,54313,2022-06-13
2022-06-20,4808.5556640625,4980.0,5000.0,4827.60009765625,4949.0,24230,2022-06-20
2022-06-27,4863.73828125,5037.14990234375,5050.0,4868.0,5010.0,57904,2022-06-27
2022-07-04,4872.6220703125,5046.35009765625,5150.0,4980.89990234375,5058.25,10894,2022-07-04
2022-07-11,4903.61669921875,5078.4501953125,5177.0,5002.0,5088.0,12377,2022-07-11
2022-07-18,5324.55810546875,5514.39990234375,5545.0498046875,5051.0,5125.7998046875,32834,2022-07-18
2022-07-25,5022.2373046875,5201.2998046875,5479.9501953125,5127.7001953125,5464.0,12270,2022-07-25
2022-08-01,4935.5771484375,5111.5498046875,5229.0,5017.64990234375,5202.0,18753,2022-08-01
2022-08-08,5013.59521484375,5192.35009765625,5294.0,5112.0,5140.0,16192,2022-08-08
2022-08-15,5134.87158203125,5317.9501953125,5390.0,5192.35009765625,5192.35009765625,19981,2022-08-15
2022-08-22,5246.63720703125,5433.7001953125,5624.9501953125,5261.2001953125,5364.0,104101,2022-08-22
2022-08-29,5253.63720703125,5440.9501953125,5535.0,5322.10009765625,5333.0,19834,2022-08-29
2022-09-05,5248.181640625,5435.2998046875,5520.0,5300.0,5440.9501953125,14313,2022-09-05
2022-09-12,5234.80859375,5421.4501953125,5540.9501953125,5303.9501953125,5435.0,26701,2022-09-12
2022-09-19,5113.33935546875,5295.64990234375,5435.0,5169.0,5418.7998046875,15068,2022-09-19
2022-09-26,4995.87744140625,5174.0,5273.25,5111.10009765625,5251.10009765625,15874,2022-09-26
2022-10-03,4994.669921875,5172.75,5219.0,5116.0,5199.89990234375,12702,2022-10-03
2022-10-10,4936.10888671875,5112.10009765625,5198.85009765625,5099.2998046875,5099.2998046875,19957,2022-10-10
2022-10-17,4990.953125,5168.89990234375,5180.2998046875,5090.0,5090.0,9791,2022-10-17
2022-10-24,4953.005859375,5129.60009765625,5199.9501953125,5100.10009765625,5196.60009765625,4957,2022-10-24
2022-10-31,4958.2197265625,5135.0,5260.39990234375,5113.0,5154.0,30074,2022-10-31
2022-11-07,4998.1943359375,5176.39990234375,5239.0498046875,5140.0,5160.7001953125,12677,2022-11-07
2022-11-14,4936.08203125,5076.64990234375,5193.89990234375,5058.0498046875,5176.39990234375,24016,2022-11-14
2022-11-21,4915.32373046875,5055.2998046875,5119.0,4980.0,5076.64990234375,65471,2022-11-21
2022-11-28,5030.83447265625,5174.10009765625,5200.0,5040.39990234375,5069.89990234375,25798,2022-11-28
2022-12-05,4970.4052734375,5111.9501953125,5194.0,5050.0,5174.10009765625,16074,2022-12-05
2022-12-12,4924.80322265625,5065.0498046875,5157.9501953125,5050.5,5090.0,16212,2022-12-12
2022-12-19,4726.88916015625,4861.5,5088.89990234375,4852.0498046875,5032.10009765625,15326,2022-12-19
2022-12-26,4893.8359375,5033.2001953125,5174.2998046875,4860.0,4899.0,9230,2022-12-26
2023-01-02,4858.19970703125,4996.5498046875,5056.0,4980.0,5053.0,7575,2023-01-02
2023-01-09,4845.85205078125,4983.85009765625,5025.0498046875,4905.9501953125,4990.0,7451,2023-01-09
2023-01-16,4798.20849609375,4934.85009765625,5021.9501953125,4926.75,4958.0,6868,2023-01-16
2023-01-23,4735.10595703125,4869.9501953125,4950.0,4850.0,4913.0,4087,2023-01-23
2023-01-30,4790.86767578125,4927.2998046875,4996.0,4844.0498046875,4880.0,12306,2023-01-30
2023-02-06,4770.5458984375,4906.39990234375,4973.0,4862.0,4927.2998046875,16224,2023-02-06
2023-02-13,4741.583984375,4841.89990234375,4906.35009765625,4805.0,4900.0,11694,2023-02-13
2023-02-20,4700.35595703125,4799.7998046875,4862.85009765625,4750.0,4835.0,20379,2023-02-20
2023-02-27,4607.71630859375,4705.2001953125,4796.2001953125,4598.0,4780.0,18082,2023-02-27
2023-03-06,4498.771484375,4593.9501953125,4732.4501953125,4590.0,4708.0,16940,2023-03-06
2023-03-13,4099.46923828125,4186.2001953125,4670.0,4135.25,4670.0,609645,2023-03-13
2023-03-20,4256.056640625,4346.10009765625,4451.0498046875,4140.2998046875,4270.0,43547,2023-03-20
2023-03-27,4226.677734375,4316.10009765625,4375.0,4257.0498046875,4375.0,22535,2023-03-27
2023-04-03,4197.3974609375,4286.2001953125,4381.0,4232.0,4340.0,18952,2023-04-03
2023-04-10,4287.98095703125,4378.7001953125,4490.0,4270.0498046875,4286.2001953125,33148,2023-04-10
2023-04-17,4204.74267578125,4293.7001953125,4400.0,4266.10009765625,4315.0,47196,2023-04-17
2023-04-24,4321.37451171875,4412.7998046875,4430.10009765625,4275.0,4295.10009765625,79002,2023-04-24
2023-05-01,4540.83203125,4636.89990234375,4698.0,4392.0,4412.7998046875,30575,2023-05-01
2023-05-08,4482.36865234375,4577.2001953125,4735.60009765625,4552.39990234375,4650.0,42239,2023-05-08
2023-05-15,4304.97119140625,4396.0498046875,4689.0,4367.7001953125,4536.0,44417,2023-05-15
2023-05-22,4306.3916015625,4397.5,4439.9501953125,4222.5498046875,4424.0,102610,2023-05-22
2023-05-29,4352.9072265625,4445.0,4512.2998046875,4272.60009765625,4439.0,267078,2023-05-29
2023-06-05,4348.25634765625,4440.25,4573.0,4404.39990234375,4467.7998046875,70807,2023-06-05
2023-06-12,4446.23291015625,4540.2998046875,4618.0498046875,4460.0,4480.0,60021,2023-06-12
2023-06-19,4734.19091796875,4834.35009765625,4850.0,4482.10009765625,4573.89990234375,158774,2023-06-19
2023-06-26,4969.80615234375,5074.9501953125,5185.0,4873.9501953125,4882.64990234375,265948,2023-06-26
2023-07-03,4965.9375,5071.0,5205.2001953125,5055.0,5074.9501953125,38941,2023-07-03
2023-07-10,5659.955078125,5779.7001953125,5823.89990234375,5055.0498046875,5079.9501953125,159540,2023-07-10
2023-07-17,5480.2568359375,5596.2001953125,5968.0,5582.25,5860.0,139851,2023-07-17
2023-07-24,5596.25244140625,5714.64990234375,5819.0,5452.60009765625,5596.0,76137,2023-07-24
2023-07-31,5574.365234375,5692.2998046875,5790.0,5633.9501953125,5740.0,61434,2023-07-31
2023-08-07,5381.1044921875,5494.9501953125,5769.9501953125,5485.0,5692.60009765625,72696,2023-08-07
2023-08-14,5388.546875,5502.5498046875,5651.0,5406.0,5494.9501953125,57231,2023-08-14
2023-08-21,5354.41943359375,5467.7001953125,5559.0,5402.5,5518.5498046875,86105,2023-08-21
2023-08-28,5422.4794921875,5537.2001953125,5725.0,5473.5,5510.0,173545,2023-08-28
2023-09-04,5780.6025390625,5902.89990234375,5964.0,5520.0,5565.39990234375,186081,2023-09-04
2023-09-11,6151.701171875,6281.85009765625,6415.0,5770.0,5929.0,269380,2023-09-11
2023-09-18,5871.33251953125,5995.5498046875,6371.89990234375,5951.0,6348.9501953125,91113,2023-09-18
2023-09-25,5999.71630859375,6126.64990234375,6217.5498046875,5980.0,6070.0,175581,2023-09-25
2023-10-02,6075.21923828125,6203.75,6360.0,6089.25,6126.64990234375,83911,2023-10-02
2023-10-09,6192.5859375,6323.60009765625,6348.0,6092.2001953125,6200.0,70291,2023-10-09
2023-10-16,6177.16259765625,6307.85009765625,6410.0,6213.0,6323.0,45996,2023-10-16
2023-10-23,6109.1025390625,6238.35009765625,6327.60009765625,6040.5,6307.7998046875,51261,2023-10-23
2023-10-30,6120.80517578125,6250.2998046875,6344.0,6015.10009765625,6202.14990234375,106714,2023-10-30
2023-11-06,6241.30517578125,6373.35009765625,6565.0,6250.35009765625,6332.9501953125,64090,2023-11-06
2023-11-13,6206.63916015625,6337.9501953125,6525.0,6305.7001953125,6338.14990234375,51641,2023-11-13
2023-11-20,6233.71630859375,6365.60009765625,6480.0,6321.0498046875,6378.0,43380,2023-11-20
2023-11-27,6239.40478515625,6321.5498046875,6423.5,6302.10009765625,6365.60009765625,28918,2023-11-27
2023-12-04,6157.384765625,6238.4501953125,6440.0498046875,6207.0,6390.0,44915,2023-12-04
2023-12-11,6081.1884765625,6161.25,6293.7001953125,6079.5498046875,6238.4501953125,47888,2023-12-11
2023-12-18,6061.00341796875,6140.7998046875,6219.0,5956.0498046875,6192.14990234375,62407,2023-12-18
2023-12-25,6398.51025390625,6482.75,6632.0,6071.0498046875,6140.7998046875,137296,2023-12-25
2024-01-01,6564.03125,6650.4501953125,6695.0,6350.9501953125,6500.0,216915,2024-01-01
2024-01-08,6713.02001953125,6801.39990234375,7335.64990234375,6652.4501953125,6690.0,320867,2024-01-08
2024-01-15,6495.72998046875,6581.25,6945.0,6475.0,6900.0,145391,2024-01-15
2024-01-22,6421.65576171875,6506.2001953125,6657.75,6453.0,6581.25,36835,2024-01-22
2024-01-29,6481.46826171875,6566.7998046875,7299.0,6465.0,6506.0,170735,2024-01-29
2024-02-05,6720.71826171875,6809.2001953125,6923.89990234375,6580.0498046875,6600.0498046875,143478,2024-02-05
2024-02-12,6601.73486328125,6688.64990234375,6830.0,6500.0,6788.7001953125,54800,2024-02-12
2024-02-19,6422.5439453125,6507.10009765625,6728.60009765625,6480.0,6728.0,42052,2024-02-19
2024-02-26,6480.38232421875,6565.7001953125,6649.0,6381.5,6501.10009765625,64471,2024-02-26
2024-03-04,6433.1044921875,6517.7998046875,6646.0,6383.2001953125,6529.9501953125,34247,2024-03-04
2024-03-11,6426.34375,6510.9501953125,6598.0,6317.64990234375,6511.25,61086,2024-03-11
2024-03-18,6588.064453125,6674.7998046875,6809.0,6440.2001953125,6449.0,86982,2024-03-18
2024-03-25,6434.8818359375,6519.60009765625,6799.9501953125,6497.0,6794.10009765625,17047,2024-03-25
2024-04-01,6536.09912109375,6622.14990234375,6742.0,6510.0,6522.2001953125,41116,2024-04-01
2024-04-08,6325.76806640625,6409.0498046875,6656.35009765625,6391.2001953125,6656.2998046875,32037,2024-04-08
2024-04-15,6361.69482421875,6445.4501953125,6600.0,6301.0,6390.0,29468,2024-04-15
2024-04-22,6176.2861328125,6257.60009765625,6570.0,6195.0498046875,6460.0,121969,2024-04-22
2024-04-29,6609.7294921875,6696.75,6859.0,6191.0,6257.60009765625,446954,2024-04-29
2024-05-06,6710.5517578125,6798.89990234375,7110.0,6548.10009765625,6755.75,332561,2024-05-06
2024-05-13,6731.673828125,6820.2998046875,7074.0,6689.7998046875,6839.0,137253,2024-05-13
2024-05-20,6802.73828125,6892.2998046875,7031.2001953125,6767.2998046875,6874.0,85511,2024-05-20
2024-05-27,7045.93701171875,7138.7001953125,7250.0,6839.2001953125,6899.0,359710,2024-05-27
2024-06-03,7421.294921875,7519.0,7675.89990234375,6710.5,7200.14990234375,228822,2024-06-03
2024-06-10,7609.9609375,7710.14990234375,7999.0,7519.0,7519.0,153492,2024-06-10
2024-06-17,7439.01171875,7536.9501953125,7894.14990234375,7344.14990234375,7725.0,123756,2024-06-17
2024-06-24,7150.70703125,7244.85009765625,7625.0,7222.64990234375,7593.0,83260,2024-06-24
2024-07-01,7109.94384765625,7203.5498046875,7460.0,7175.2001953125,7285.0,131282,2024-07-01
2024-07-08,7267.66796875,7363.35009765625,7477.5,7152.75,7203.5498046875,99090,2024-07-08
2024-07-15,7584.0517578125,7683.89990234375,8099.0,7363.2998046875,7363.35009765625,146259,2024-07-15
2024-07-22,7686.4541015625,7787.64990234375,7938.89990234375,7550.0498046875,7683.89990234375,64545,2024-07-22
2024-07-29,7878.1796875,7981.89990234375,8195.0,7705.0,7866.0,96103,2024-07-29
2024-08-05,7925.60546875,8029.9501953125,8139.25,7551.2001953125,7966.0,85865,2024-08-05
2024-08-12,7754.0146484375,7856.10009765625,8033.14990234375,7628.0,8029.9501953125,39445,2024-08-12
2024-08-19,8346.365234375,8456.25,8540.9501953125,7872.2998046875,7913.39990234375,149694,2024-08-19
2024-08-26,8770.0380859375,8885.5,9238.7998046875,8571.400390625,8600.0,482218,2024-08-26
2024-09-02,8918.630859375,9036.0498046875,9425.0,8878.400390625,9120.0,282933,2024-09-02
2024-09-09,8771.6171875,8887.099609375,9495.0,8860.0,9148.0,181295,2024-09-09
2024-09-16,8849.58984375,8966.099609375,9560.0,8513.75,8887.099609375,555025,2024-09-16
2024-09-23,8380.2197265625,8490.5498046875,8946.400390625,8460.0,8870.0,124956,2024-09-23
2024-09-30,8417.134765625,8527.9501953125,8600.0,8315.0,8528.0,112161,2024-09-30
2024-10-07,8906.2939453125,9023.5498046875,9074.900390625,8430.0,8570.599609375,199146,2024-10-07
2024-10-14,8664.23046875,8778.2998046875,9196.0,8720.0,9072.849609375,88284,2024-10-14
2024-10-21,8112.8896484375,8219.7001953125,8922.849609375,8090.0,8729.0,69967,2024-10-21
2024-10-28,9831.66015625,9961.099609375,10097.9501953125,8135.7001953125,8219.75,1298260,2024-10-28
2024-11-04,9689.1376953125,9816.7001953125,10633.0,9723.099609375,10024.5,607407,2024-11-04
2024-11-11,9304.650390625,9427.150390625,9877.849609375,9248.150390625,9836.0,119774,2024-11-11
2024-11-18,9193.265625,9314.2998046875,9572.5,9110.0,9438.900390625,98138,2024-11-18
2024-11-25,9685.189453125,9812.7001953125,10699.0,9408.150390625,9499.9501953125,491145,2024-11-25
2024-12-02,9895.1748046875,9982.25,10618.25,9720.0498046875,9870.0,213367,2024-12-02
2024-12-09,9546.642578125,9630.650390625,10182.9501953125,9548.0498046875,9982.25,111222,2024-12-09
2024-12-16,9332.279296875,9414.400390625,9900.900390625,9362.0,9773.900390625,83409,2024-12-16
2024-12-23,9310.2724609375,9392.2001953125,10000.0,9002.2998046875,9255.0,137555,2024-12-23
2024-12-30,9812.205078125,9898.5498046875,9986.75,9250.0,9444.650390625,86133,2024-12-30
2025-01-06,9568.8466796875,9653.0498046875,10059.650390625,9505.0,9895.0498046875,103684,2025-01-06
2025-01-13,9316.9638671875,9398.9501953125,9735.75,9276.099609375,9509.5,78425,2025-01-13
2025-01-20,9307.19921875,9389.099609375,9735.0,9280.0,9446.4501953125,92065,2025-01-20
2025-01-27,8692.0126953125,8768.5,9326.2001953125,8455.650390625,9326.2001953125,115329,2025-01-27
2025-02-03,8831.1376953125,8908.849609375,9030.849609375,8425.75,8622.099609375,113898,2025-02-03
2025-02-10,7511.5009765625,7577.60009765625,9000.0,7475.2998046875,8908.849609375,179825,2025-02-10
2025-02-17,8175.60693359375,8247.5498046875,9020.0,7411.64990234375,7569.9501953125,2916421,2025-02-17
2025-02-24,7885.2998046875,7885.2998046875,8720.9501953125,7818.2001953125,8162.10009765625,818619,2025-02-24
2025-03-03,7861.35009765625,7861.35009765625,8192.0,7700.0498046875,7907.85009765625,214686,2025-03-03
2025-03-10,7774.2998046875,7774.2998046875,8045.64990234375,7750.2001953125,7859.0,97485,2025-03-10
2025-03-17,8100.14990234375,8100.14990234375,8314.900390625,7815.89990234375,7815.89990234375,185305,2025-03-17
2025-03-24,8023.25,8023.25,8278.9501953125,7857.0,8100.14990234375,148464,2025-03-24
2025-03-31,7956.7001953125,7956.7001953125,8150.0,7877.10009765625,8023.25,81620,2025-03-31
2025-04-07,7938.7001953125,7938.7001953125,8176.4501953125,7563.35009765625,7700.0,97991,2025-04-07
2025-04-14,7811.0,7811.0,8119.5,7756.5,7938.7001953125,105205,2025-04-14
2025-04-21,8167.0,8167.0,8484.5,7738.5,7859.0,238980,2025-04-21
2025-04-28,7932.0,7932.0,8277.0,7888.0,8167.0,62057,2025-04-28
2025-05-05,7807.5,7807.5,8113.0,7680.0,7979.0,76740,2025-05-05
2025-05-12,8610.0,8610.0,8681.0,7900.0,8009.5,122803,2025-05-12
2025-05-19,8754.5,8754.5,8919.0,8443.0,8612.0,115211,2025-05-19
2025-05-26,9423.0,9423.0,9877.0,8787.0,8848.0,599015,2025-05-26
2025-06-02,9807.0,9807.0,10350.0,9380.0,9450.0,202549,2025-06-02
2025-06-09,10287.0,10287.0,10778.0,9712.0,9869.5,335723,2025-06-09
2025-06-16,9900.0,9900.0,10600.0,9810.0,10295.0,186650,2025-06-16
2025-06-23,10782.5,10782.5,10960.0,9844.0,9900.0,167984,2025-06-23
2025-06-30,10689.0,10689.0,11006.0,10500.0,10899.5,129151,2025-06-30
2025-07-07,10749.0,10749.0,10960.0,10372.0,10700.0,119018,2025-07-07
2025-07-14,10996.0,10996.0,11500.0,10511.0,10820.0,162937,2025-07-14
