Date,Adj Close_PILITA.NS,Close_PILITA.NS,High_PILITA.NS,Low_PILITA.NS,Open_PILITA.NS,Volume_PILITA.NS,Date
2021-07-26,7.5,7.5,8.800000190734863,7.400000095367432,7.900000095367432,15436602,2021-07-26
2021-08-02,7.400000095367432,7.400000095367432,7.849999904632568,6.949999809265137,7.650000095367432,8514494,2021-08-02
2021-08-09,6.699999809265137,6.699999809265137,7.599999904632568,6.599999904632568,7.5,8875660,2021-08-09
2021-08-16,6.300000190734863,6.300000190734863,6.800000190734863,6.199999809265137,6.599999904632568,3092043,2021-08-16
2021-08-23,6.75,6.75,7.0,5.900000095367432,6.349999904632568,4137477,2021-08-23
2021-08-30,6.699999809265137,6.699999809265137,6.900000095367432,6.25,6.800000190734863,1895054,2021-08-30
2021-09-06,7.699999809265137,7.699999809265137,8.550000190734863,7.0,7.150000095367432,26343072,2021-09-06
2021-09-13,7.400000095367432,7.400000095367432,8.149999618530273,7.349999904632568,8.149999618530273,9593787,2021-09-13
2021-09-20,7.150000095367432,7.150000095367432,8.800000190734863,7.0,7.5,23150020,2021-09-20
2021-09-27,7.25,7.25,7.349999904632568,7.050000190734863,7.199999809265137,3571001,2021-09-27
2021-10-04,7.550000190734863,7.550000190734863,7.650000095367432,7.300000190734863,7.400000095367432,5543618,2021-10-04
2021-10-11,7.400000095367432,7.400000095367432,7.699999809265137,7.349999904632568,7.650000095367432,4320803,2021-10-11
2021-10-18,7.199999809265137,7.199999809265137,7.5,7.0,7.5,3487916,2021-10-18
2021-10-25,6.75,6.75,7.349999904632568,6.699999809265137,7.349999904632568,3142042,2021-10-25
2021-11-01,6.75,6.75,7.099999904632568,6.650000095367432,6.75,1448486,2021-11-01
2021-11-08,6.949999809265137,6.949999809265137,7.150000095367432,6.699999809265137,6.949999809265137,2003603,2021-11-08
2021-11-15,6.699999809265137,6.699999809265137,6.949999809265137,6.650000095367432,6.650000095367432,1638417,2021-11-15
2021-11-22,6.699999809265137,6.699999809265137,7.099999904632568,6.449999809265137,6.849999904632568,3751992,2021-11-22
2021-11-29,6.75,6.75,6.849999904632568,6.349999904632568,6.699999809265137,2333040,2021-11-29
2021-12-06,7.550000190734863,7.550000190734863,8.149999618530273,6.400000095367432,6.849999904632568,16396172,2021-12-06
2021-12-13,7.5,7.5,8.100000381469727,7.449999809265137,7.650000095367432,4602604,2021-12-13
2021-12-20,7.400000095367432,7.400000095367432,7.550000190734863,7.0,7.5,3330010,2021-12-20
2021-12-27,8.800000190734863,8.800000190734863,9.600000381469727,7.25,7.5,22100182,2021-12-27
2022-01-03,11.050000190734863,11.050000190734863,11.600000381469727,8.899999618530273,8.899999618530273,46395207,2022-01-03
2022-01-10,14.449999809265137,14.449999809265137,16.0,12.399999618530273,13.25,15030468,2022-01-10
2022-01-17,13.800000190734863,13.800000190734863,14.649999618530273,13.050000190734863,13.75,14553473,2022-01-17
2022-01-24,12.300000190734863,12.300000190734863,13.949999809265137,11.899999618530273,13.850000381469727,4353273,2022-01-24
2022-01-31,12.5,12.5,12.699999809265137,11.100000381469727,12.300000190734863,5135391,2022-01-31
2022-02-07,11.050000190734863,11.050000190734863,12.899999618530273,10.949999809265137,12.850000381469727,2798782,2022-02-07
2022-02-14,10.25,10.25,11.25,10.0,10.899999618530273,2513579,2022-02-14
2022-02-21,9.199999809265137,9.199999809265137,10.199999809265137,8.949999809265137,10.199999809265137,2003729,2022-02-21
2022-02-28,9.699999809265137,9.699999809265137,10.050000190734863,8.75,8.75,1367483,2022-02-28
2022-03-07,10.600000381469727,10.600000381469727,10.600000381469727,8.800000190734863,9.449999809265137,1260627,2022-03-07
2022-03-14,10.149999618530273,10.149999618530273,11.100000381469727,10.0,10.949999809265137,1479543,2022-03-14
2022-03-21,9.600000381469727,9.600000381469727,10.449999809265137,9.449999809265137,10.149999618530273,1865132,2022-03-21
2022-03-28,9.199999809265137,9.199999809265137,9.800000190734863,8.600000381469727,9.75,3376108,2022-03-28
2022-04-04,10.399999618530273,10.399999618530273,11.0,9.399999618530273,9.649999618530273,3804846,2022-04-04
2022-04-11,10.100000381469727,10.100000381469727,10.699999809265137,9.899999618530273,10.399999618530273,1064208,2022-04-11
2022-04-18,9.850000381469727,9.850000381469727,10.399999618530273,9.550000190734863,9.800000190734863,2470599,2022-04-18
2022-04-25,9.399999618530273,9.399999618530273,9.850000381469727,9.100000381469727,9.550000190734863,1941166,2022-04-25
2022-05-02,8.649999618530273,8.649999618530273,9.699999809265137,8.449999809265137,9.25,1425920,2022-05-02
2022-05-09,8.649999618530273,8.649999618530273,9.100000381469727,7.650000095367432,8.649999618530273,2270337,2022-05-09
2022-05-16,9.699999809265137,9.699999809265137,10.199999809265137,8.550000190734863,8.649999618530273,2634885,2022-05-16
2022-05-23,8.550000190734863,8.550000190734863,9.399999618530273,8.0,9.149999618530273,1856117,2022-05-23
2022-05-30,8.449999809265137,8.449999809265137,8.949999809265137,8.399999618530273,8.600000381469727,1164618,2022-05-30
2022-06-06,8.699999809265137,8.699999809265137,9.800000190734863,8.050000190734863,8.449999809265137,1499222,2022-06-06
2022-06-13,7.849999904632568,7.849999904632568,8.949999809265137,7.25,8.949999809265137,1618506,2022-06-13
2022-06-20,8.149999618530273,8.149999618530273,8.25,7.199999809265137,8.050000190734863,1999682,2022-06-20
2022-06-27,7.699999809265137,7.699999809265137,8.5,7.650000095367432,8.050000190734863,1078946,2022-06-27
2022-07-04,7.949999809265137,7.949999809265137,8.5,7.550000190734863,7.900000095367432,1103968,2022-07-04
2022-07-11,7.849999904632568,7.849999904632568,8.149999618530273,7.650000095367432,7.949999809265137,627760,2022-07-11
2022-07-18,8.0,8.0,8.300000190734863,7.699999809265137,7.900000095367432,1041124,2022-07-18
2022-07-25,7.800000190734863,7.800000190734863,8.100000381469727,7.650000095367432,8.0,1311057,2022-07-25
2022-08-01,8.050000190734863,8.050000190734863,8.399999618530273,7.800000190734863,7.800000190734863,2360398,2022-08-01
2022-08-08,8.100000381469727,8.100000381469727,8.399999618530273,7.900000095367432,8.149999618530273,1073684,2022-08-08
2022-08-15,8.899999618530273,8.899999618530273,9.5,8.0,8.100000381469727,5137380,2022-08-15
2022-08-22,8.949999809265137,8.949999809265137,9.300000190734863,8.350000381469727,9.0,2049556,2022-08-22
2022-08-29,8.75,8.75,9.149999618530273,8.350000381469727,8.699999809265137,1794519,2022-08-29
2022-09-05,9.050000190734863,9.050000190734863,9.550000190734863,8.75,9.050000190734863,2493653,2022-09-05
2022-09-12,8.800000190734863,8.800000190734863,9.25,8.699999809265137,9.199999809265137,1860734,2022-09-12
2022-09-19,8.399999618530273,8.399999618530273,9.0,8.350000381469727,8.899999618530273,1277682,2022-09-19
2022-09-26,8.050000190734863,8.050000190734863,8.449999809265137,7.75,8.399999618530273,949426,2022-09-26
2022-10-03,8.050000190734863,8.050000190734863,8.300000190734863,7.949999809265137,8.199999809265137,639450,2022-10-03
2022-10-10,7.849999904632568,7.849999904632568,8.149999618530273,7.800000190734863,8.050000190734863,635524,2022-10-10
2022-10-17,7.800000190734863,7.800000190734863,8.050000190734863,7.699999809265137,7.900000095367432,939251,2022-10-17
2022-10-24,7.800000190734863,7.800000190734863,8.0,7.75,8.0,485051,2022-10-24
2022-10-31,7.900000095367432,7.900000095367432,8.399999618530273,7.699999809265137,7.800000190734863,1428164,2022-10-31
2022-11-07,7.900000095367432,7.900000095367432,8.149999618530273,7.849999904632568,7.949999809265137,817044,2022-11-07
2022-11-14,7.75,7.75,8.0,7.699999809265137,7.900000095367432,1078780,2022-11-14
2022-11-21,7.949999809265137,7.949999809265137,8.399999618530273,7.599999904632568,7.699999809265137,1332694,2022-11-21
2022-11-28,8.149999618530273,8.149999618530273,8.5,7.800000190734863,8.100000381469727,1370623,2022-11-28
2022-12-05,8.0,8.0,8.399999618530273,7.900000095367432,8.149999618530273,1011228,2022-12-05
2022-12-12,8.050000190734863,8.050000190734863,8.399999618530273,7.900000095367432,8.050000190734863,1030800,2022-12-12
2022-12-19,7.75,7.75,9.300000190734863,7.699999809265137,8.050000190734863,5229581,2022-12-19
2022-12-26,8.199999809265137,8.199999809265137,8.5,7.75,7.800000190734863,1276936,2022-12-26
2023-01-02,8.449999809265137,8.449999809265137,9.449999809265137,8.0,8.300000190734863,1819215,2023-01-02
2023-01-09,8.149999618530273,8.149999618530273,8.649999618530273,8.100000381469727,8.600000381469727,904094,2023-01-09
2023-01-16,8.100000381469727,8.100000381469727,8.550000190734863,8.050000190734863,8.149999618530273,1432643,2023-01-16
2023-01-23,8.050000190734863,8.050000190734863,8.600000381469727,7.599999904632568,8.5,1585350,2023-01-23
2023-01-30,7.849999904632568,7.849999904632568,8.25,7.699999809265137,7.900000095367432,1146978,2023-01-30
2023-02-06,7.75,7.75,8.0,7.449999809265137,7.900000095367432,1303609,2023-02-06
2023-02-13,7.5,7.5,7.849999904632568,7.449999809265137,7.849999904632568,539927,2023-02-13
2023-02-20,7.25,7.25,7.75,7.0,7.5,709739,2023-02-20
2023-02-27,7.099999904632568,7.099999904632568,7.300000190734863,6.949999809265137,7.199999809265137,777245,2023-02-27
2023-03-06,7.0,7.0,7.199999809265137,6.75,7.099999904632568,572353,2023-03-06
2023-03-13,6.650000095367432,6.650000095367432,7.0,6.550000190734863,7.0,967321,2023-03-13
2023-03-20,6.449999809265137,6.449999809265137,7.050000190734863,6.099999904632568,6.699999809265137,2130571,2023-03-20
2023-03-27,6.150000095367432,6.150000095367432,6.699999809265137,6.0,6.599999904632568,1314648,2023-03-27
2023-04-03,6.949999809265137,6.949999809265137,7.25,6.199999809265137,6.400000095367432,620936,2023-04-03
2023-04-10,7.0,7.0,7.150000095367432,6.599999904632568,7.0,329811,2023-04-10
2023-04-17,6.849999904632568,6.849999904632568,7.150000095367432,6.800000190734863,7.150000095367432,461635,2023-04-17
2023-04-24,7.0,7.0,7.25,6.75,6.900000095367432,963831,2023-04-24
2023-05-01,8.199999809265137,8.199999809265137,8.75,6.949999809265137,7.0,4689421,2023-05-01
2023-05-08,8.600000381469727,8.600000381469727,9.399999618530273,8.0,8.25,4301166,2023-05-08
2023-05-15,8.600000381469727,8.600000381469727,8.899999618530273,8.350000381469727,8.600000381469727,1223691,2023-05-15
2023-05-22,8.350000381469727,8.350000381469727,8.75,7.900000095367432,8.600000381469727,1685381,2023-05-22
2023-05-29,8.350000381469727,8.350000381469727,8.699999809265137,8.149999618530273,8.350000381469727,914759,2023-05-29
2023-06-05,9.0,9.0,9.149999618530273,8.350000381469727,8.399999618530273,2147186,2023-06-05
2023-06-12,9.5,9.5,9.800000190734863,8.850000381469727,8.850000381469727,3394776,2023-06-12
2023-06-19,9.449999809265137,9.449999809265137,9.949999809265137,9.25,9.550000190734863,1840385,2023-06-19
2023-06-26,9.899999618530273,9.899999618530273,10.800000190734863,9.350000381469727,9.649999618530273,2024724,2023-06-26
2023-07-03,9.199999809265137,9.199999809265137,9.949999809265137,8.899999618530273,9.899999618530273,864855,2023-07-03
2023-07-10,9.050000190734863,9.050000190734863,9.399999618530273,8.899999618530273,9.199999809265137,649082,2023-07-10
2023-07-17,9.0,9.0,9.350000381469727,8.800000190734863,9.300000190734863,654092,2023-07-17
2023-07-24,9.100000381469727,9.100000381469727,9.5,8.600000381469727,9.199999809265137,1029635,2023-07-24
2023-07-31,9.850000381469727,9.850000381469727,10.100000381469727,9.199999809265137,9.550000190734863,1878125,2023-07-31
2023-08-07,9.850000381469727,9.850000381469727,10.199999809265137,9.699999809265137,10.149999618530273,1213407,2023-08-07
2023-08-14,9.850000381469727,9.850000381469727,10.0,9.699999809265137,9.949999809265137,2084608,2023-08-14
2023-08-21,11.550000190734863,11.550000190734863,11.949999809265137,9.850000381469727,10.0,6575178,2023-08-21
2023-08-28,10.550000190734863,10.550000190734863,11.350000381469727,10.550000190734863,11.350000381469727,216133,2023-08-28
2023-09-04,9.550000190734863,9.550000190734863,10.350000381469727,9.550000190734863,10.350000381469727,215624,2023-09-04
2023-09-11,8.75,8.75,9.350000381469727,8.75,9.350000381469727,457689,2023-09-11
2023-09-18,8.75,8.75,8.800000190734863,8.600000381469727,8.75,228219,2023-09-18
2023-09-25,8.699999809265137,8.699999809265137,8.75,8.5,8.75,191615,2023-09-25
2023-10-02,9.850000381469727,9.850000381469727,10.5,8.699999809265137,8.699999809265137,1395546,2023-10-02
2023-10-09,9.449999809265137,9.449999809265137,9.949999809265137,9.25,9.550000190734863,639488,2023-10-09
2023-10-16,10.949999809265137,10.949999809265137,11.949999809265137,9.699999809265137,9.699999809265137,5414052,2023-10-16
2023-10-23,9.75,9.75,11.899999618530273,8.449999809265137,11.899999618530273,3297519,2023-10-23
2023-10-30,10.100000381469727,10.100000381469727,10.850000381469727,9.899999618530273,10.050000190734863,1326796,2023-10-30
2023-11-06,10.050000190734863,10.050000190734863,10.350000381469727,9.899999618530273,10.149999618530273,1186954,2023-11-06
2023-11-13,9.899999618530273,9.899999618530273,10.350000381469727,9.75,10.300000190734863,1225719,2023-11-13
2023-11-20,10.550000190734863,10.550000190734863,10.850000381469727,9.600000381469727,10.199999809265137,2672698,2023-11-20
2023-11-27,10.449999809265137,10.449999809265137,10.850000381469727,9.949999809265137,10.550000190734863,1585600,2023-11-27
2023-12-04,11.300000190734863,11.300000190734863,11.649999618530273,10.350000381469727,10.699999809265137,4366474,2023-12-04
2023-12-11,11.0,11.0,11.5,10.550000190734863,11.25,2170783,2023-12-11
2023-12-18,11.850000381469727,11.850000381469727,12.600000381469727,10.649999618530273,11.399999618530273,6290100,2023-12-18
2023-12-25,13.050000190734863,13.050000190734863,13.199999809265137,11.75,11.850000381469727,4662124,2023-12-25
2024-01-01,13.399999618530273,13.399999618530273,13.850000381469727,13.0,13.5,5753670,2024-01-01
2024-01-08,14.050000190734863,14.050000190734863,14.199999809265137,12.899999618530273,13.5,5181088,2024-01-08
2024-01-15,13.350000381469727,13.350000381469727,14.199999809265137,12.149999618530273,14.149999618530273,3077154,2024-01-15
2024-01-22,14.300000190734863,14.300000190734863,14.800000190734863,13.350000381469727,13.350000381469727,3947120,2024-01-22
2024-01-29,14.100000381469727,14.100000381469727,14.949999809265137,13.850000381469727,14.350000381469727,5288301,2024-01-29
2024-02-05,16.799999237060547,16.799999237060547,17.649999618530273,13.949999809265137,14.050000190734863,17645679,2024-02-05
2024-02-12,16.0,16.0,17.299999237060547,14.899999618530273,16.850000381469727,5121728,2024-02-12
2024-02-19,15.0,15.0,16.399999618530273,14.600000381469727,16.049999237060547,2365033,2024-02-19
2024-02-26,14.399999618530273,14.399999618530273,15.350000381469727,13.800000190734863,15.350000381469727,1168511,2024-02-26
2024-03-04,13.449999809265137,13.449999809265137,14.899999618530273,13.199999809265137,14.300000190734863,1211674,2024-03-04
2024-03-11,12.100000381469727,12.100000381469727,13.850000381469727,11.100000381469727,13.199999809265137,1190971,2024-03-11
2024-03-18,12.199999809265137,12.199999809265137,12.699999809265137,11.600000381469727,11.899999618530273,606429,2024-03-18
2024-03-25,11.649999618530273,11.649999618530273,12.699999809265137,11.600000381469727,12.199999809265137,1188176,2024-03-25
2024-04-01,13.800000190734863,13.800000190734863,14.300000190734863,11.649999618530273,11.649999618530273,621640,2024-04-01
2024-04-08,12.949999809265137,12.949999809265137,13.800000190734863,12.949999809265137,13.699999809265137,111904,2024-04-08
2024-04-15,12.300000190734863,12.300000190734863,12.699999809265137,12.25,12.699999809265137,331458,2024-04-15
2024-04-22,12.399999618530273,12.399999618530273,12.600000381469727,12.300000190734863,12.300000190734863,237816,2024-04-22
2024-04-29,12.199999809265137,12.199999809265137,12.5,12.0,12.149999618530273,205040,2024-04-29
2024-05-06,11.399999618530273,11.399999618530273,12.199999809265137,11.399999618530273,11.949999809265137,132455,2024-05-06
2024-05-13,11.5,11.5,11.949999809265137,10.850000381469727,11.399999618530273,690021,2024-05-13
2024-05-20,11.75,11.75,12.300000190734863,11.350000381469727,11.5,486449,2024-05-20
2024-05-27,12.300000190734863,12.300000190734863,14.300000190734863,11.850000381469727,12.050000190734863,4031707,2024-05-27
2024-06-03,12.100000381469727,12.100000381469727,12.949999809265137,10.199999809265137,12.600000381469727,1319209,2024-06-03
2024-06-10,12.130000114440918,12.130000114440918,13.399999618530273,11.119999885559082,12.15999984741211,1508290,2024-06-10
2024-06-17,12.119999885559082,12.119999885559082,12.489999771118164,11.9399995803833,12.130000114440918,1035072,2024-06-17
2024-06-24,12.109999656677246,12.109999656677246,12.800000190734863,11.90999984741211,12.279999732971191,1370775,2024-06-24
2024-07-01,11.989999771118164,11.989999771118164,12.390000343322754,11.75,12.25,1189171,2024-07-01
2024-07-08,12.40999984741211,12.40999984741211,13.300000190734863,10.510000228881836,12.010000228881836,4366803,2024-07-08
2024-07-15,12.600000381469727,12.600000381469727,14.890000343322754,11.90999984741211,12.59000015258789,23782512,2024-07-15
2024-07-22,13.479999542236328,13.479999542236328,13.890000343322754,12.300000190734863,12.5,3613960,2024-07-22
2024-07-29,13.039999961853027,13.039999961853027,13.699999809265137,12.850000381469727,13.6899995803833,2116438,2024-07-29
2024-08-05,12.430000305175781,12.430000305175781,13.289999961853027,11.800000190734863,13.289999961853027,2424594,2024-08-05
2024-08-12,12.1899995803833,12.1899995803833,12.800000190734863,11.920000076293945,12.5,929208,2024-08-12
2024-08-19,12.890000343322754,12.890000343322754,13.640000343322754,10.600000381469727,12.109999656677246,4055570,2024-08-19
2024-08-26,13.479999542236328,13.479999542236328,13.75,12.529999732971191,13.140000343322754,7957457,2024-08-26
2024-09-02,13.119999885559082,13.119999885559082,13.6899995803833,12.84000015258789,13.510000228881836,1958916,2024-09-02
2024-09-09,14.649999618530273,14.649999618530273,15.739999771118164,13.0,13.119999885559082,11194845,2024-09-09
2024-09-16,14.279999732971191,14.279999732971191,15.75,14.0,14.600000381469727,7500113,2024-09-16
2024-09-23,15.149999618530273,15.149999618530273,16.100000381469727,14.050000190734863,14.050000190734863,7252121,2024-09-23
2024-09-30,14.710000038146973,14.710000038146973,16.0,14.5,15.399999618530273,3930998,2024-09-30
2024-10-07,15.789999961853027,15.789999961853027,16.0,13.329999923706055,14.75,4498962,2024-10-07
2024-10-14,16.18000030517578,16.18000030517578,16.989999771118164,15.5,15.829999923706055,6332192,2024-10-14
2024-10-21,14.59000015258789,14.59000015258789,16.15999984741211,14.25,16.020000457763672,3347818,2024-10-21
2024-10-28,15.850000381469727,15.850000381469727,16.020000457763672,13.670000076293945,14.600000381469727,2155828,2024-10-28
2024-11-04,14.829999923706055,14.829999923706055,16.350000381469727,14.65999984741211,15.600000381469727,1895715,2024-11-04
2024-11-11,13.479999542236328,13.479999542236328,15.069999694824219,13.380000114440918,15.029999732971191,938192,2024-11-11
2024-11-18,13.6899995803833,13.6899995803833,14.5,13.199999809265137,14.050000190734863,898177,2024-11-18
2024-11-25,15.3100004196167,15.3100004196167,15.710000038146973,13.619999885559082,13.65999984741211,1686275,2024-11-25
2024-12-02,15.130000114440918,15.130000114440918,16.079999923706055,14.850000381469727,15.279999732971191,1699982,2024-12-02
2024-12-09,14.640000343322754,14.640000343322754,15.5,14.529999732971191,15.289999961853027,821989,2024-12-09
2024-12-16,13.869999885559082,13.869999885559082,14.949999809265137,13.75,14.949999809265137,731538,2024-12-16
2024-12-23,13.720000267028809,13.720000267028809,14.5,13.020000457763672,14.149999618530273,868964,2024-12-23
2024-12-30,14.649999618530273,14.649999618530273,14.760000228881836,13.300000190734863,13.970000267028809,527754,2024-12-30
2025-01-06,13.039999961853027,13.039999961853027,15.180000305175781,13.020000457763672,15.180000305175781,517321,2025-01-06
2025-01-13,14.420000076293945,14.420000076293945,14.75,12.260000228881836,13.0,1132761,2025-01-13
2025-01-20,16.020000457763672,16.020000457763672,16.850000381469727,14.15999984741211,14.399999618530273,6608207,2025-01-20
2025-01-27,15.130000114440918,15.130000114440918,16.899999618530273,14.600000381469727,16.610000610351562,2640769,2025-01-27
2025-02-03,15.390000343322754,15.390000343322754,16.25,14.489999771118164,14.90999984741211,683690,2025-02-03
2025-02-10,14.039999961853027,14.039999961853027,15.399999618530273,13.859999656677246,15.390000343322754,611184,2025-02-10
2025-02-17,12.789999961853027,12.789999961853027,14.0,12.300000190734863,14.0,1602359,2025-02-17
2025-02-24,12.59000015258789,12.59000015258789,13.899999618530273,12.319999694824219,12.789999961853027,860880,2025-02-24
2025-03-03,13.449999809265137,13.449999809265137,14.020000457763672,11.710000038146973,12.210000038146973,1036146,2025-03-03
2025-03-10,12.149999618530273,12.149999618530273,13.609999656677246,11.899999618530273,13.5,801610,2025-03-10
2025-03-17,12.449999809265137,12.449999809265137,12.789999961853027,11.850000381469727,12.199999809265137,618574,2025-03-17
2025-03-24,14.539999961853027,14.539999961853027,14.609999656677246,12.300000190734863,12.399999618530273,3413565,2025-03-24
2025-03-31,14.920000076293945,14.920000076293945,15.270000457763672,14.210000038146973,14.539999961853027,1688755,2025-03-31
2025-04-07,13.920000076293945,13.920000076293945,14.550000190734863,13.100000381469727,13.100000381469727,538970,2025-04-07
2025-04-14,14.729999542236328,14.729999542236328,15.359999656677246,13.90999984741211,13.90999984741211,604302,2025-04-14
2025-04-21,15.579999923706055,15.579999923706055,16.31999969482422,14.609999656677246,14.640000343322754,2312718,2025-04-21
2025-04-28,15.800000190734863,15.800000190734863,16.31999969482422,15.09000015258789,15.569999694824219,1406822,2025-04-28
2025-05-05,14.770000457763672,14.770000457763672,16.350000381469727,14.65999984741211,15.84000015258789,1273018,2025-05-05
2025-05-12,15.619999885559082,15.619999885559082,16.190000534057617,15.149999618530273,15.640000343322754,1098706,2025-05-12
2025-05-19,16.149999618530273,16.149999618530273,16.5,14.899999618530273,15.5,2649131,2025-05-19
2025-05-26,18.579999923706055,18.579999923706055,19.540000915527344,15.899999618530273,15.899999618530273,5701383,2025-05-26
2025-06-02,16.959999084472656,16.959999084472656,19.649999618530273,16.75,18.610000610351562,3222512,2025-06-02
