Date,Adj Close_VENKEYS.NS,Close_VENKEYS.NS,High_VENKEYS.NS,Low_VENKEYS.NS,Open_VENKEYS.NS,Volume_VENKEYS.NS,Date
2020-12-28,1730.5269775390625,1760.5999755859375,1793.0,1666.0,1683.0,1187201,2020-12-28
2021-01-04,1552.8153076171875,1579.800048828125,1784.0,1495.0999755859375,1774.0,2234353,2021-01-04
2021-01-11,1565.9864501953125,1593.199951171875,1625.0,1510.0,1510.0,1311719,2021-01-11
2021-01-18,1530.9945068359375,1557.5999755859375,1625.0,1550.050048828125,1593.5,471294,2021-01-18
2021-01-25,1489.7117919921875,1515.5999755859375,1584.199951171875,1511.199951171875,1565.0,188093,2021-01-25
2021-02-01,1652.6307373046875,1681.3499755859375,1825.0,1517.0,1523.0,2362559,2021-02-01
2021-02-08,1601.9613037109375,1629.800048828125,1696.0,1615.0,1682.0,342770,2021-02-08
2021-02-15,1598.4227294921875,1626.199951171875,1678.800048828125,1585.25,1637.0,379125,2021-02-15
2021-02-22,1562.2021484375,1589.3499755859375,1643.5,1581.0,1620.050048828125,220056,2021-02-22
2021-03-01,1624.6666259765625,1652.9000244140625,1707.0,1590.050048828125,1601.0,601437,2021-03-01
2021-03-08,1625.7969970703125,1654.050048828125,1735.0,1641.199951171875,1666.0,590084,2021-03-08
2021-03-15,1537.580078125,1564.300048828125,1662.25,1505.0,1660.0,239043,2021-03-15
2021-03-22,1512.8104248046875,1539.0999755859375,1594.800048828125,1529.0999755859375,1556.0,151747,2021-03-22
2021-03-29,1540.0865478515625,1566.8499755859375,1589.949951171875,1530.0,1539.0999755859375,127724,2021-03-29
2021-04-05,1600.92919921875,1628.75,1694.949951171875,1542.199951171875,1560.0,499966,2021-04-05
2021-04-12,1529.3726806640625,1555.949951171875,1611.0,1514.0,1611.0,186528,2021-04-12
2021-04-19,1502.3916015625,1528.5,1559.0,1506.550048828125,1529.800048828125,130130,2021-04-19
2021-04-26,1529.96240234375,1556.550048828125,1599.949951171875,1518.0,1545.0,194478,2021-04-26
2021-05-03,1610.75830078125,1638.75,1672.0,1550.050048828125,1565.0,577318,2021-05-03
2021-05-10,2157.802001953125,2195.300048828125,2299.0,1665.0,1694.0,6435804,2021-05-10
2021-05-17,2235.501708984375,2274.35009765625,2488.0,2101.64990234375,2190.0,2533264,2021-05-17
2021-05-24,2319.14794921875,2359.449951171875,2492.0,2235.0,2288.949951171875,712481,2021-05-24
2021-05-31,2631.273681640625,2677.0,2770.0,2304.64990234375,2369.0,1691064,2021-05-31
2021-06-07,2574.70703125,2619.449951171875,2814.35009765625,2585.699951171875,2697.25,857373,2021-06-07
2021-06-14,2618.495849609375,2664.0,2750.0,2553.25,2619.0,792437,2021-06-14
2021-06-21,3367.0380859375,3425.550048828125,3955.0,2599.89990234375,2606.60009765625,10615414,2021-06-21
2021-06-28,3519.095458984375,3580.25,3746.0,3352.800048828125,3444.0,1724751,2021-06-28
2021-07-05,3328.75341796875,3386.60009765625,3645.0,3375.0,3601.75,620294,2021-07-05
2021-07-12,3365.12109375,3423.60009765625,3628.0,3395.0,3399.0,529001,2021-07-12
2021-07-19,3013.088623046875,3065.449951171875,3520.0,2919.300048828125,3395.0,495857,2021-07-19
2021-07-26,3052.734375,3090.050048828125,3244.949951171875,3013.0,3064.75,430148,2021-07-26
2021-08-02,3010.2041015625,3047.0,3363.5,3032.300048828125,3108.0,614758,2021-08-02
2021-08-09,2766.77978515625,2800.60009765625,3110.0,2751.0,3071.0,836035,2021-08-09
2021-08-16,2431.9228515625,2461.64990234375,2840.0,2451.0,2800.0,317274,2021-08-16
2021-08-23,2810.544677734375,2844.89990234375,3048.0,2405.60009765625,2493.0,1523873,2021-08-23
2021-08-30,2818.00341796875,2852.449951171875,2965.0,2801.25,2868.0,394947,2021-08-30
2021-09-06,2875.550048828125,2910.699951171875,2983.199951171875,2847.0,2870.75,334495,2021-09-06
2021-09-13,3023.047119140625,3060.0,3098.0,2880.0,2915.25,819322,2021-09-13
2021-09-20,2947.619140625,2983.64990234375,3145.10009765625,2900.050048828125,3058.0,547393,2021-09-20
2021-09-27,2896.3955078125,2931.800048828125,3049.64990234375,2880.0,3014.699951171875,277328,2021-09-27
2021-10-04,2898.51953125,2933.949951171875,3049.0,2920.0,2920.0,346156,2021-10-04
2021-10-11,3144.956787109375,3183.39990234375,3255.0,2930.0,2934.0,1289580,2021-10-11
2021-10-18,2809.309814453125,2843.64990234375,3260.0,2820.0,3189.0,659631,2021-10-18
2021-10-25,2693.574462890625,2726.5,2880.050048828125,2695.050048828125,2858.0,244874,2021-10-25
2021-11-01,2663.492431640625,2696.050048828125,2845.0,2625.35009765625,2741.0,384431,2021-11-01
2021-11-08,2741.439697265625,2774.949951171875,2851.949951171875,2700.800048828125,2720.0,325053,2021-11-08
2021-11-15,2610.53955078125,2642.449951171875,2805.85009765625,2622.0,2774.949951171875,114962,2021-11-15
2021-11-22,2484.7275390625,2515.10009765625,2689.0,2501.10009765625,2660.10009765625,144592,2021-11-22
2021-11-29,2549.881103515625,2581.050048828125,2698.949951171875,2188.10009765625,2515.10009765625,395177,2021-11-29
2021-12-06,2562.32861328125,2593.64990234375,2650.0,2527.10009765625,2581.0,165963,2021-12-06
2021-12-13,2461.115966796875,2491.199951171875,2775.0,2481.0,2599.800048828125,340416,2021-12-13
2021-12-20,2521.527587890625,2552.35009765625,2639.449951171875,2362.25,2465.0,226207,2021-12-20
2021-12-27,2634.8427734375,2667.050048828125,2753.5,2500.0,2550.300048828125,593813,2021-12-27
2022-01-03,2515.4521484375,2546.199951171875,2720.0,2535.0,2671.0,168776,2022-01-03
2022-01-10,2800.41845703125,2834.64990234375,2949.0,2549.39990234375,2564.89990234375,1203156,2022-01-10
2022-01-17,2555.709716796875,2586.949951171875,2840.0,2563.0,2825.0,277805,2022-01-17
2022-01-24,2528.59130859375,2559.5,2650.0,2406.949951171875,2551.10009765625,236307,2022-01-24
2022-01-31,2369.83203125,2398.800048828125,2683.0,2375.0,2588.85009765625,617161,2022-01-31
2022-02-07,2159.848876953125,2186.25,2425.550048828125,2176.35009765625,2380.0,393196,2022-02-07
2022-02-14,2073.701904296875,2099.050048828125,2237.0,2021.0999755859375,2100.050048828125,389725,2022-02-14
2022-02-21,1924.03125,1947.550048828125,2063.14990234375,1896.949951171875,2058.949951171875,262109,2022-02-21
2022-02-28,1962.8072509765625,1986.800048828125,2095.0,1902.300048828125,1920.0,148155,2022-02-28
2022-03-07,2145.177734375,2171.39990234375,2307.39990234375,1915.9000244140625,1985.9000244140625,411528,2022-03-07
2022-03-14,2273.558837890625,2301.35009765625,2385.0,2155.0,2200.0,422364,2022-03-14
2022-03-21,2264.173828125,2291.85009765625,2465.89990234375,2276.10009765625,2351.0,347316,2022-03-21
2022-03-28,2234.041748046875,2261.35009765625,2324.0,2131.0,2300.0,402484,2022-03-28
2022-04-04,2284.17919921875,2312.10009765625,2389.89990234375,2270.89990234375,2299.0,354162,2022-04-04
2022-04-11,2258.09765625,2285.699951171875,2374.0,2249.0,2312.0,145777,2022-04-11
2022-04-18,2181.780517578125,2208.449951171875,2309.5,2166.39990234375,2285.0,126455,2022-04-18
2022-04-25,2122.900390625,2148.85009765625,2244.800048828125,2084.39990234375,2152.199951171875,142438,2022-04-25
2022-05-02,2074.5908203125,2099.949951171875,2262.0,2076.449951171875,2145.0,150086,2022-05-02
2022-05-09,1897.4560546875,1920.6500244140625,2120.550048828125,1858.0,2101.0,303581,2022-05-09
2022-05-16,1950.853271484375,1974.699951171875,2058.0,1904.0,1924.4000244140625,151795,2022-05-16
2022-05-23,1903.284912109375,1926.550048828125,2012.800048828125,1851.0,1984.0,99090,2022-05-23
2022-05-30,2002.6204833984375,2027.0999755859375,2095.0,1941.9000244140625,1960.0,202377,2022-05-30
2022-06-06,1988.3450927734375,2012.6500244140625,2062.0,1981.050048828125,2025.0,109019,2022-06-06
2022-06-13,1831.1663818359375,1853.550048828125,1979.949951171875,1835.0,1976.0,82566,2022-06-13
2022-06-20,1859.816162109375,1882.550048828125,1896.800048828125,1772.949951171875,1853.0,131817,2022-06-20
2022-06-27,1874.4375,1897.3499755859375,1952.0,1875.75,1902.5999755859375,65671,2022-06-27
2022-07-04,1973.3284912109375,1997.449951171875,2048.699951171875,1907.300048828125,1916.699951171875,151049,2022-07-04
2022-07-11,1971.303466796875,1995.4000244140625,2058.64990234375,1977.0,1997.449951171875,68537,2022-07-11
2022-07-18,2058.388916015625,2083.550048828125,2115.050048828125,2001.0999755859375,2001.0999755859375,166440,2022-07-18
2022-07-25,1996.8411865234375,2021.25,2096.10009765625,1985.0,2088.699951171875,84403,2022-07-25
2022-08-01,2098.74560546875,2124.39990234375,2432.64990234375,2030.050048828125,2048.0,1554987,2022-08-01
2022-08-08,2090.8916015625,2116.449951171875,2188.949951171875,2107.10009765625,2116.5,181078,2022-08-08
2022-08-15,2072.911376953125,2098.25,2149.64990234375,2090.25,2116.449951171875,124254,2022-08-15
2022-08-22,2075.7763671875,2101.14990234375,2140.0,2050.0,2095.949951171875,142816,2022-08-22
2022-08-29,2080.963134765625,2106.39990234375,2149.949951171875,2010.4000244140625,2050.0,139631,2022-08-29
2022-09-05,2113.95947265625,2139.800048828125,2247.0,2111.0,2119.0,434955,2022-09-05
2022-09-12,2122.340087890625,2135.25,2216.89990234375,2112.25,2147.85009765625,220659,2022-09-12
2022-09-19,2069.064208984375,2081.64990234375,2150.0,2061.0,2135.25,93318,2022-09-19
2022-09-26,1953.6661376953125,1965.550048828125,2080.0,1930.0,2080.0,86868,2022-09-26
2022-10-03,2054.005859375,2066.5,2098.39990234375,1960.0,1971.9000244140625,116819,2022-10-03
2022-10-10,1926.23291015625,1937.949951171875,2058.0,1930.0,2032.0,99487,2022-10-10
2022-10-17,1941.4405517578125,1953.25,1993.949951171875,1912.5,1934.9000244140625,72485,2022-10-17
2022-10-24,1948.74609375,1960.5999755859375,1990.449951171875,1950.1500244140625,1960.0,32999,2022-10-24
2022-10-31,1995.7601318359375,2007.9000244140625,2030.6500244140625,1931.0999755859375,1970.449951171875,100460,2022-10-31
2022-11-07,1885.3319091796875,1896.800048828125,2036.550048828125,1870.0,2011.050048828125,256420,2022-11-07
2022-11-14,1823.209716796875,1834.300048828125,1940.0,1829.949951171875,1911.050048828125,79763,2022-11-14
2022-11-21,1847.6610107421875,1858.9000244140625,1879.0999755859375,1791.0,1843.5,81430,2022-11-21
2022-11-28,1842.243896484375,1853.449951171875,1889.699951171875,1847.0,1860.0,82784,2022-11-28
2022-12-05,2056.341552734375,2068.85009765625,2135.0,1803.9000244140625,1867.0,2102298,2022-12-05
2022-12-12,1980.9005126953125,1992.949951171875,2129.0,1963.25,2070.0,631906,2022-12-12
2022-12-19,1797.5159912109375,1808.449951171875,2007.949951171875,1802.699951171875,2001.9000244140625,165020,2022-12-19
2022-12-26,1899.6446533203125,1911.199951171875,1948.0999755859375,1801.449951171875,1825.0,216870,2022-12-26
2023-01-02,1880.5609130859375,1892.0,1955.0,1881.0,1911.0,144528,2023-01-02
2023-01-09,1856.4573974609375,1867.75,1916.949951171875,1845.949951171875,1905.0,80750,2023-01-09
2023-01-16,1849.748291015625,1861.0,1948.800048828125,1852.0,1920.050048828125,120017,2023-01-16
2023-01-23,1790.1607666015625,1801.050048828125,1884.949951171875,1785.0,1879.5,52555,2023-01-23
2023-01-30,1766.15673828125,1776.9000244140625,1885.0,1760.0,1800.0,85603,2023-01-30
2023-02-06,1813.5186767578125,1824.550048828125,1952.0,1760.050048828125,1760.050048828125,417656,2023-02-06
2023-02-13,1723.615478515625,1734.0999755859375,1838.0,1730.0999755859375,1826.5,130006,2023-02-13
2023-02-20,1640.9185791015625,1650.9000244140625,1749.5999755859375,1642.0,1749.5999755859375,120391,2023-02-20
2023-02-27,1627.9970703125,1637.9000244140625,1663.0,1599.0,1647.0,94973,2023-02-27
2023-03-06,1620.1947021484375,1630.050048828125,1664.550048828125,1601.0,1647.0,75084,2023-03-06
2023-03-13,1536.304931640625,1545.6500244140625,1637.0,1540.0,1630.050048828125,89333,2023-03-13
2023-03-20,1549.0771484375,1558.5,1665.0,1515.800048828125,1546.949951171875,232204,2023-03-20
2023-03-27,1429.1070556640625,1437.800048828125,1574.0,1421.0999755859375,1560.0,198118,2023-03-27
2023-04-03,1522.8367919921875,1532.0999755859375,1550.0,1452.0,1466.5,115022,2023-04-03
2023-04-10,1544.6541748046875,1554.050048828125,1585.0,1513.050048828125,1549.0,92238,2023-04-10
2023-04-17,1516.22705078125,1525.449951171875,1550.1500244140625,1507.0,1550.0,93192,2023-04-17
2023-04-24,1555.4881591796875,1564.949951171875,1585.0,1505.550048828125,1525.449951171875,95732,2023-04-24
2023-05-01,1636.4456787109375,1646.4000244140625,1681.0,1564.949951171875,1564.949951171875,189096,2023-05-01
2023-05-08,1583.5673828125,1593.199951171875,1674.0,1555.050048828125,1664.0,229335,2023-05-08
2023-05-15,1590.5250244140625,1600.199951171875,1657.0,1573.800048828125,1590.0,97488,2023-05-15
2023-05-22,1599.3712158203125,1609.0999755859375,1642.0,1588.3499755859375,1642.0,80449,2023-05-22
2023-05-29,1722.3729248046875,1732.8499755859375,1739.800048828125,1615.0,1638.0,321259,2023-05-29
2023-06-05,1674.1165771484375,1684.300048828125,1776.0,1680.300048828125,1758.949951171875,157805,2023-06-05
2023-06-12,1702.59326171875,1712.949951171875,1736.0,1673.199951171875,1684.300048828125,131539,2023-06-12
2023-06-19,1684.95068359375,1695.199951171875,1775.0,1676.699951171875,1717.699951171875,132615,2023-06-19
2023-06-26,1686.2926025390625,1696.550048828125,1740.550048828125,1676.0,1685.0,79748,2023-06-26
2023-07-03,1681.3228759765625,1691.550048828125,1742.0,1675.0999755859375,1704.0,141656,2023-07-03
2023-07-10,1689.0260009765625,1699.300048828125,1742.0999755859375,1685.0,1709.0,143679,2023-07-10
2023-07-17,1898.054443359375,1909.5999755859375,2018.0,1690.0,1690.0,2371087,2023-07-17
2023-07-24,2006.2960205078125,2018.5,2039.0,1857.199951171875,1915.699951171875,797683,2023-07-24
2023-07-31,2247.03173828125,2260.699951171875,2275.0,1956.75,2025.0,1073903,2023-07-31
2023-08-07,1849.449951171875,1860.699951171875,2314.89990234375,1850.0,2273.35009765625,1326120,2023-08-07
2023-08-14,1844.8778076171875,1856.0999755859375,1919.0,1835.0,1858.0,151680,2023-08-14
2023-08-21,1892.1900634765625,1903.699951171875,1942.199951171875,1815.0,1872.0,184247,2023-08-21
2023-08-28,1966.2396240234375,1978.199951171875,2015.0,1875.0,1918.0,271650,2023-08-28
2023-09-04,2004.009765625,2016.199951171875,2034.949951171875,1960.0,1992.8499755859375,379266,2023-09-04
2023-09-11,2007.712158203125,2013.9000244140625,2089.949951171875,1960.0,2013.0,282426,2023-09-11
2023-09-18,1966.788330078125,1972.8499755859375,2031.1500244140625,1959.550048828125,2010.050048828125,73080,2023-09-18
2023-09-25,1948.644287109375,1954.6500244140625,2011.949951171875,1945.0,1975.0,91561,2023-09-25
2023-10-02,2044.6981201171875,2051.0,2069.949951171875,1942.0,1954.6500244140625,151613,2023-10-02
2023-10-09,2109.249267578125,2115.75,2185.199951171875,2039.949951171875,2040.0,349979,2023-10-09
2023-10-16,2032.9842529296875,2039.25,2200.0,2031.0,2160.0,152436,2023-10-16
2023-10-23,1949.3919677734375,1955.4000244140625,2061.800048828125,1852.050048828125,2040.0,105173,2023-10-23
2023-10-30,2003.9737548828125,2010.1500244140625,2039.0,1940.050048828125,1960.0,96146,2023-10-30
2023-11-06,2028.5977783203125,2034.8499755859375,2199.0,2001.050048828125,2013.0,591436,2023-11-06
2023-11-13,2003.8740234375,2010.050048828125,2074.14990234375,1998.0,2038.1500244140625,86925,2023-11-13
2023-11-20,1980.795166015625,1986.9000244140625,2030.0,1980.0,2030.0,82232,2023-11-20
2023-11-27,1984.932373046875,1991.050048828125,2054.89990234375,1980.0,1986.9000244140625,119768,2023-11-27
2023-12-04,1958.86279296875,1964.9000244140625,2033.0,1932.199951171875,1995.0,257812,2023-12-04
2023-12-11,1933.3912353515625,1939.3499755859375,1979.0,1932.800048828125,1964.9000244140625,114773,2023-12-11
2023-12-18,1930.0015869140625,1935.949951171875,1969.949951171875,1877.0,1930.3499755859375,140178,2023-12-18
2023-12-25,1945.4041748046875,1951.4000244140625,1988.0,1932.050048828125,1935.949951171875,133884,2023-12-25
2024-01-01,1998.8394775390625,2005.0,2034.0,1941.0,1973.699951171875,293240,2024-01-01
2024-01-08,2006.6654052734375,2012.8499755859375,2087.0,1955.0,2015.0,467426,2024-01-08
2024-01-15,2001.281982421875,2007.449951171875,2057.0,1955.0999755859375,2027.949951171875,238372,2024-01-15
2024-01-22,1962.0030517578125,1968.050048828125,2007.449951171875,1931.050048828125,2007.449951171875,84732,2024-01-22
2024-01-29,1962.0030517578125,1968.050048828125,2022.0,1939.0,1965.0,214687,2024-01-29
2024-02-05,1785.4471435546875,1790.949951171875,2015.0,1778.0,1979.949951171875,607861,2024-02-05
2024-02-12,1742.1805419921875,1747.550048828125,1803.449951171875,1712.3499755859375,1795.0,206640,2024-02-12
2024-02-19,1816.700927734375,1822.300048828125,1858.0,1747.0,1759.0,159831,2024-02-19
2024-02-26,1773.4840087890625,1778.949951171875,1835.949951171875,1760.0,1822.300048828125,76097,2024-02-26
2024-03-04,1783.25390625,1788.75,1822.300048828125,1752.0,1770.550048828125,91363,2024-03-04
2024-03-11,1616.6175537109375,1621.5999755859375,1788.6500244140625,1595.0,1776.0,141825,2024-03-11
2024-03-18,1596.5294189453125,1601.449951171875,1646.4000244140625,1576.0,1645.0,163198,2024-03-18
2024-03-25,1534.5205078125,1539.25,1615.949951171875,1531.0,1601.449951171875,125979,2024-03-25
2024-04-01,1825.0750732421875,1830.699951171875,1888.0,1544.0,1544.0,410215,2024-04-01
2024-04-08,1813.6602783203125,1819.25,1876.0,1742.25,1835.0,181088,2024-04-08
2024-04-15,1753.994140625,1759.4000244140625,1820.0,1724.800048828125,1779.3499755859375,94869,2024-04-15
2024-04-22,1799.1051025390625,1804.6500244140625,1835.0,1745.0,1800.0,124239,2024-04-22
2024-04-29,1806.6817626953125,1812.25,1868.0,1775.0,1804.6500244140625,108652,2024-04-29
2024-05-06,1765.3092041015625,1770.75,1900.0,1741.3499755859375,1838.0,540851,2024-05-06
2024-05-13,1796.911865234375,1802.449951171875,1835.0,1761.0,1781.0,110542,2024-05-13
2024-05-20,1830.50830078125,1836.1500244140625,1917.6500244140625,1783.550048828125,1783.550048828125,199688,2024-05-20
2024-05-27,1761.0224609375,1766.449951171875,1855.300048828125,1752.5,1840.0,86329,2024-05-27
2024-06-03,1789.0361328125,1794.550048828125,1848.949951171875,1660.75,1790.0,180756,2024-06-03
2024-06-10,1868.98974609375,1874.75,1902.0,1801.0999755859375,1820.0,248568,2024-06-10
2024-06-17,1976.95703125,1983.050048828125,2131.64990234375,1874.75,1874.75,712005,2024-06-17
2024-06-24,1917.490234375,1923.4000244140625,2040.0999755859375,1893.4000244140625,1984.0,209548,2024-06-24
2024-07-01,1970.9754638671875,1977.050048828125,2030.0,1915.949951171875,1923.4000244140625,154319,2024-07-01
2024-07-08,1906.623779296875,1912.5,1982.449951171875,1897.300048828125,1975.050048828125,91349,2024-07-08
2024-07-15,1793.970947265625,1799.5,1948.800048828125,1791.0,1894.0,196651,2024-07-15
2024-07-22,1908.468017578125,1914.3499755859375,1987.0,1752.0,1787.050048828125,425959,2024-07-22
2024-07-29,1914.1007080078125,1920.0,2046.9000244140625,1900.0,1925.949951171875,394398,2024-07-29
2024-08-05,2321.5947265625,2328.75,2408.0,1825.0,1919.0,3224299,2024-08-05
2024-08-12,2227.734130859375,2234.60009765625,2520.0,2200.0,2330.0,802253,2024-08-12
2024-08-19,2241.54150390625,2248.449951171875,2368.0,2214.10009765625,2243.0,306549,2024-08-19
2024-08-26,2338.800048828125,2338.800048828125,2405.0,2242.25,2263.050048828125,385416,2024-08-26
2024-09-02,2411.25,2411.25,2559.949951171875,2277.949951171875,2349.89990234375,779379,2024-09-02
2024-09-09,2287.0,2287.0,2418.5,2265.199951171875,2418.5,285830,2024-09-09
2024-09-16,2220.10009765625,2220.10009765625,2340.0,2150.0,2294.0,211769,2024-09-16
2024-09-23,1976.5999755859375,1976.5999755859375,2238.0,1968.699951171875,2226.0,325066,2024-09-23
2024-09-30,1924.5999755859375,1924.5999755859375,2029.0,1919.4000244140625,1950.0,279527,2024-09-30
2024-10-07,1882.050048828125,1882.050048828125,1943.949951171875,1852.0,1939.5999755859375,208803,2024-10-07
2024-10-14,1849.6500244140625,1849.6500244140625,1939.5999755859375,1800.0,1887.949951171875,288040,2024-10-14
2024-10-21,1669.1500244140625,1669.1500244140625,1869.300048828125,1607.050048828125,1835.800048828125,351571,2024-10-21
2024-10-28,1843.4000244140625,1843.4000244140625,1848.949951171875,1648.8499755859375,1680.0,158451,2024-10-28
2024-11-04,1754.1500244140625,1754.1500244140625,1930.0,1700.300048828125,1847.949951171875,676359,2024-11-04
2024-11-11,1715.0,1715.0,1779.449951171875,1693.050048828125,1745.0,209343,2024-11-11
2024-11-18,1691.5999755859375,1691.5999755859375,1758.0,1654.949951171875,1715.0,154252,2024-11-18
2024-11-25,1753.550048828125,1753.550048828125,1769.9000244140625,1685.0,1710.0,113553,2024-11-25
2024-12-02,1836.0999755859375,1836.0999755859375,1854.0,1740.0,1757.0,254899,2024-12-02
2024-12-09,1817.5999755859375,1817.5999755859375,1872.0,1766.6500244140625,1844.949951171875,168892,2024-12-09
2024-12-16,1762.1500244140625,1762.1500244140625,1870.699951171875,1750.1500244140625,1807.9000244140625,113507,2024-12-16
2024-12-23,1798.199951171875,1798.199951171875,1819.4000244140625,1741.25,1779.050048828125,84376,2024-12-23
2024-12-30,1849.8499755859375,1849.8499755859375,1897.5,1762.0,1812.199951171875,213308,2024-12-30
2025-01-06,1701.8499755859375,1701.8499755859375,1864.949951171875,1684.0999755859375,1852.5999755859375,113093,2025-01-06
2025-01-13,1740.699951171875,1740.699951171875,1749.9000244140625,1636.5,1695.050048828125,105865,2025-01-13
2025-01-20,1678.9000244140625,1678.9000244140625,1766.8499755859375,1671.0999755859375,1743.800048828125,95187,2025-01-20
2025-01-27,1803.25,1803.25,1842.699951171875,1536.0,1676.0,305666,2025-01-27
2025-02-03,1776.4000244140625,1776.4000244140625,2026.5999755859375,1748.0,1809.9000244140625,897834,2025-02-03
2025-02-10,1677.0999755859375,1677.0999755859375,1781.0,1617.3499755859375,1730.0,270335,2025-02-10
2025-02-17,1657.9000244140625,1657.9000244140625,1686.949951171875,1630.199951171875,1670.0,101616,2025-02-17
2025-02-24,1635.9000244140625,1635.9000244140625,1686.800048828125,1627.300048828125,1658.0,52382,2025-02-24
2025-03-03,1649.5999755859375,1649.5999755859375,1687.199951171875,1562.050048828125,1635.9000244140625,136964,2025-03-03
2025-03-10,1591.4000244140625,1591.4000244140625,1677.5999755859375,1584.800048828125,1650.0,85048,2025-03-10
2025-03-17,1679.699951171875,1679.699951171875,1693.0,1543.9000244140625,1582.0,145250,2025-03-17
2025-03-24,1617.300048828125,1617.300048828125,1768.0,1532.6500244140625,1684.0,328517,2025-03-24
2025-03-31,1628.25,1628.25,1688.0,1589.0,1617.300048828125,100056,2025-03-31
2025-04-07,1663.3499755859375,1663.3499755859375,1679.0,1521.949951171875,1542.0,84101,2025-04-07
2025-04-14,1713.300048828125,1713.300048828125,1737.0,1669.9000244140625,1689.0,75067,2025-04-14
2025-04-21,1698.199951171875,1698.199951171875,1759.0,1660.0,1727.0,102818,2025-04-21
2025-04-28,1688.0,1688.0,1750.0,1669.9000244140625,1750.0,55801,2025-04-28
2025-05-05,1663.5999755859375,1663.5999755859375,1756.0,1641.4000244140625,1710.0,104282,2025-05-05
2025-05-12,1628.699951171875,1628.699951171875,1731.0,1614.0,1683.300048828125,289739,2025-05-12
2025-05-19,1607.0999755859375,1607.0999755859375,1652.199951171875,1585.0,1629.0,113662,2025-05-19
2025-05-26,1617.5,1617.5,1644.0,1594.699951171875,1609.9000244140625,98484,2025-05-26
2025-06-02,1630.199951171875,1630.199951171875,1678.0,1606.300048828125,1631.0,105153,2025-06-02
2025-06-09,1641.4000244140625,1641.4000244140625,1674.0,1610.5,1640.9000244140625,88168,2025-06-09
2025-06-16,1608.800048828125,1608.800048828125,1648.699951171875,1597.0,1641.4000244140625,56556,2025-06-16
2025-06-23,1605.5999755859375,1605.5999755859375,1633.800048828125,1593.9000244140625,1600.699951171875,92227,2025-06-23
2025-06-30,1615.5999755859375,1615.5999755859375,1634.300048828125,1593.699951171875,1612.0,118452,2025-06-30
2025-07-07,1595.0999755859375,1595.0999755859375,1622.9000244140625,1589.0,1619.0,91938,2025-07-07
2025-07-14,1586.9000244140625,1586.9000244140625,1607.699951171875,1585.9000244140625,1593.0,35678,2025-07-14
