Date,Adj Close_LCCINFOTEC.NS,Close_LCCINFOTEC.NS,High_LCCINFOTEC.NS,Low_LCCINFOTEC.NS,Open_LCCINFOTEC.NS,Volume_LCCINFOTEC.NS,Date
2021-01-18,0.25,0.25,0.25,0.25,0.25,0,2021-01-18
2021-01-25,0.25,0.25,0.25,0.25,0.25,0,2021-01-25
2021-02-01,0.25,0.25,0.25,0.25,0.25,0,2021-02-01
2021-02-08,0.25,0.25,0.25,0.25,0.25,0,2021-02-08
2021-02-15,0.25,0.25,0.25,0.25,0.25,0,2021-02-15
2021-02-22,0.25,0.25,0.25,0.25,0.25,0,2021-02-22
2021-03-01,0.25,0.25,0.25,0.25,0.25,0,2021-03-01
2021-03-08,0.25,0.25,0.25,0.25,0.25,0,2021-03-08
2021-03-15,0.25,0.25,0.25,0.25,0.25,0,2021-03-15
2021-03-22,0.25,0.25,0.25,0.25,0.25,0,2021-03-22
2021-03-29,5.199999809265137,5.199999809265137,5.699999809265137,0.25,0.25,53127,2021-03-29
2021-04-05,4.150000095367432,4.150000095367432,4.949999809265137,4.150000095367432,4.949999809265137,64719,2021-04-05
2021-04-12,3.299999952316284,3.299999952316284,3.950000047683716,3.299999952316284,3.950000047683716,85702,2021-04-12
2021-04-19,2.5,2.5,3.0,2.5,3.0,208977,2021-04-19
2021-04-26,2.0,2.0,2.4000000953674316,2.0,2.4000000953674316,374750,2021-04-26
2021-05-03,1.7000000476837158,1.7000000476837158,1.899999976158142,1.7000000476837158,1.899999976158142,364716,2021-05-03
2021-05-10,1.5,1.5,1.649999976158142,1.5,1.649999976158142,463360,2021-05-10
2021-05-17,1.5499999523162842,1.5499999523162842,1.600000023841858,1.4500000476837158,1.4500000476837158,4302151,2021-05-17
2021-05-24,1.600000023841858,1.600000023841858,1.600000023841858,1.4500000476837158,1.5,1846340,2021-05-24
2021-05-31,1.850000023841858,1.850000023841858,1.850000023841858,1.649999976158142,1.649999976158142,1630363,2021-05-31
2021-06-07,1.7999999523162842,1.7999999523162842,1.850000023841858,1.7000000476837158,1.850000023841858,1478685,2021-06-07
2021-06-14,1.9500000476837158,1.9500000476837158,1.9500000476837158,1.7000000476837158,1.75,1058196,2021-06-14
2021-06-21,2.049999952316284,2.049999952316284,2.299999952316284,2.0,2.0,1211214,2021-06-21
2021-06-28,1.899999976158142,1.899999976158142,2.0,1.850000023841858,1.9500000476837158,968484,2021-06-28
2021-07-05,1.9500000476837158,1.9500000476837158,2.0999999046325684,1.850000023841858,1.850000023841858,1036335,2021-07-05
2021-07-12,1.899999976158142,1.899999976158142,2.0,1.899999976158142,2.0,1034191,2021-07-12
2021-07-19,1.850000023841858,1.850000023841858,2.0,1.850000023841858,1.899999976158142,879991,2021-07-19
2021-07-26,1.7000000476837158,1.7000000476837158,1.899999976158142,1.649999976158142,1.850000023841858,1421704,2021-07-26
2021-08-02,1.75,1.75,1.899999976158142,1.649999976158142,1.7000000476837158,1425822,2021-08-02
2021-08-09,1.899999976158142,1.899999976158142,2.0,1.75,1.850000023841858,2078742,2021-08-09
2021-08-16,1.7000000476837158,1.7000000476837158,2.049999952316284,1.649999976158142,2.0,1533209,2021-08-16
2021-08-23,2.0999999046325684,2.0999999046325684,2.0999999046325684,1.75,1.7999999523162842,2318748,2021-08-23
2021-08-30,2.700000047683716,2.700000047683716,2.700000047683716,2.1500000953674316,2.200000047683716,1247138,2021-08-30
2021-09-06,2.299999952316284,2.299999952316284,2.799999952316284,2.299999952316284,2.799999952316284,2036986,2021-09-06
2021-09-13,2.049999952316284,2.049999952316284,2.200000047683716,2.0,2.200000047683716,1773719,2021-09-13
2021-09-20,2.0,2.0,2.1500000953674316,1.899999976158142,2.049999952316284,1320706,2021-09-20
2021-09-27,2.0,2.0,2.049999952316284,1.899999976158142,2.0,748987,2021-09-27
2021-10-04,1.9500000476837158,1.9500000476837158,2.0,1.899999976158142,2.0,712439,2021-10-04
2021-10-11,1.899999976158142,1.899999976158142,1.9500000476837158,1.850000023841858,1.9500000476837158,892350,2021-10-11
2021-10-18,1.850000023841858,1.850000023841858,1.899999976158142,1.7999999523162842,1.899999976158142,934505,2021-10-18
2021-10-25,1.75,1.75,1.899999976158142,1.7000000476837158,1.899999976158142,585097,2021-10-25
2021-11-01,1.850000023841858,1.850000023841858,1.850000023841858,1.7000000476837158,1.75,220292,2021-11-01
2021-11-08,2.200000047683716,2.200000047683716,2.200000047683716,1.899999976158142,1.899999976158142,1449439,2021-11-08
2021-11-15,1.9500000476837158,1.9500000476837158,2.299999952316284,1.850000023841858,2.299999952316284,1401957,2021-11-15
2021-11-22,2.4000000953674316,2.4000000953674316,2.4000000953674316,1.9500000476837158,2.0,1374823,2021-11-22
2021-11-29,2.700000047683716,2.700000047683716,2.700000047683716,2.25,2.5,2193075,2021-11-29
2021-12-06,2.799999952316284,2.799999952316284,2.9000000953674316,2.5,2.799999952316284,3282610,2021-12-06
2021-12-13,3.450000047683716,3.450000047683716,3.450000047683716,2.9000000953674316,2.9000000953674316,1387533,2021-12-13
2021-12-20,4.25,4.25,4.25,3.5999999046325684,3.5999999046325684,469599,2021-12-20
2021-12-27,5.300000190734863,5.300000190734863,5.300000190734863,4.449999809265137,4.449999809265137,291035,2021-12-27
2022-01-03,6.050000190734863,6.050000190734863,6.050000190734863,5.300000190734863,5.550000190734863,4038526,2022-01-03
2022-01-10,7.599999904632568,7.599999904632568,7.599999904632568,6.349999904632568,6.349999904632568,2067818,2022-01-10
2022-01-17,7.199999809265137,7.199999809265137,8.649999618530273,7.199999809265137,7.949999809265137,1462126,2022-01-17
2022-01-24,5.949999809265137,5.949999809265137,6.849999904632568,5.949999809265137,6.849999904632568,225617,2022-01-24
2022-01-31,5.699999809265137,5.699999809265137,5.699999809265137,4.949999809265137,5.699999809265137,1951741,2022-01-31
2022-02-07,4.550000190734863,4.550000190734863,5.949999809265137,4.550000190734863,5.949999809265137,554555,2022-02-07
2022-02-14,3.6500000953674316,3.6500000953674316,4.349999904632568,3.6500000953674316,4.349999904632568,1013995,2022-02-14
2022-02-21,3.5,3.5,3.5999999046325684,3.200000047683716,3.5,1047067,2022-02-21
2022-02-28,3.8499999046325684,3.8499999046325684,3.8499999046325684,3.299999952316284,3.3499999046325684,476822,2022-02-28
2022-03-07,4.800000190734863,4.800000190734863,4.800000190734863,3.700000047683716,3.8499999046325684,536521,2022-03-07
2022-03-14,4.349999904632568,4.349999904632568,5.25,4.349999904632568,5.0,660615,2022-03-14
2022-03-21,4.0,4.0,4.550000190734863,3.700000047683716,4.449999809265137,692345,2022-03-21
2022-03-28,3.700000047683716,3.700000047683716,4.199999809265137,3.549999952316284,4.199999809265137,759000,2022-03-28
2022-04-04,4.150000095367432,4.150000095367432,4.550000190734863,3.8499999046325684,3.8499999046325684,1124779,2022-04-04
2022-04-11,3.8499999046325684,3.8499999046325684,4.349999904632568,3.799999952316284,4.300000190734863,717966,2022-04-11
2022-04-18,3.9000000953674316,3.9000000953674316,4.199999809265137,3.8499999046325684,3.8499999046325684,980146,2022-04-18
2022-04-25,3.5,3.5,3.950000047683716,3.450000047683716,3.8499999046325684,746693,2022-04-25
2022-05-02,3.4000000953674316,3.4000000953674316,3.8499999046325684,3.4000000953674316,3.5999999046325684,645163,2022-05-02
2022-05-09,2.950000047683716,2.950000047683716,3.4000000953674316,2.75,3.4000000953674316,622261,2022-05-09
2022-05-16,3.0999999046325684,3.0999999046325684,3.5,2.950000047683716,3.049999952316284,579500,2022-05-16
2022-05-23,2.950000047683716,2.950000047683716,3.200000047683716,2.8499999046325684,3.200000047683716,473757,2022-05-23
2022-05-30,3.4000000953674316,3.4000000953674316,3.4000000953674316,2.9000000953674316,3.049999952316284,961477,2022-05-30
2022-06-06,3.049999952316284,3.049999952316284,3.5,2.9000000953674316,3.5,1002723,2022-06-06
2022-06-13,2.9000000953674316,2.9000000953674316,3.200000047683716,2.700000047683716,3.0,945383,2022-06-13
2022-06-20,3.1500000953674316,3.1500000953674316,3.1500000953674316,2.450000047683716,2.9000000953674316,1079690,2022-06-20
2022-06-27,3.9000000953674316,3.9000000953674316,4.050000190734863,3.25,3.4000000953674316,1967851,2022-06-27
2022-07-04,3.1500000953674316,3.1500000953674316,4.050000190734863,3.1500000953674316,4.050000190734863,1408065,2022-07-04
2022-07-11,3.5,3.5,3.5,3.0,3.0999999046325684,987038,2022-07-11
2022-07-18,3.0999999046325684,3.0999999046325684,3.5999999046325684,3.049999952316284,3.5999999046325684,927253,2022-07-18
2022-07-25,3.0,3.0,3.299999952316284,2.950000047683716,3.200000047683716,580192,2022-07-25
2022-08-01,2.799999952316284,2.799999952316284,3.1500000953674316,2.799999952316284,3.0,1139720,2022-08-01
2022-08-08,3.0,3.0,3.299999952316284,2.8499999046325684,2.9000000953674316,828700,2022-08-08
2022-08-15,3.049999952316284,3.049999952316284,3.299999952316284,2.950000047683716,3.0,840127,2022-08-15
2022-08-22,2.8499999046325684,2.8499999046325684,3.0999999046325684,2.8499999046325684,3.0999999046325684,805403,2022-08-22
2022-08-29,2.9000000953674316,2.9000000953674316,3.049999952316284,2.75,2.799999952316284,692895,2022-08-29
2022-09-05,3.049999952316284,3.049999952316284,3.049999952316284,2.8499999046325684,3.0,766115,2022-09-05
2022-09-12,2.9000000953674316,2.9000000953674316,3.200000047683716,2.8499999046325684,3.1500000953674316,1004903,2022-09-12
2022-09-19,2.799999952316284,2.799999952316284,3.0,2.799999952316284,2.8499999046325684,575321,2022-09-19
2022-09-26,2.700000047683716,2.700000047683716,2.8499999046325684,2.6500000953674316,2.8499999046325684,624384,2022-09-26
2022-10-03,2.700000047683716,2.700000047683716,2.799999952316284,2.6500000953674316,2.6500000953674316,274731,2022-10-03
2022-10-10,2.5999999046325684,2.5999999046325684,2.75,2.5,2.75,414243,2022-10-10
2022-10-17,2.3499999046325684,2.3499999046325684,2.6500000953674316,2.3499999046325684,2.6500000953674316,482261,2022-10-17
2022-10-24,2.549999952316284,2.549999952316284,2.6500000953674316,2.3499999046325684,2.4000000953674316,392825,2022-10-24
2022-10-31,2.549999952316284,2.549999952316284,2.5999999046325684,2.4000000953674316,2.5999999046325684,548950,2022-10-31
2022-11-07,2.450000047683716,2.450000047683716,2.6500000953674316,2.450000047683716,2.6500000953674316,654124,2022-11-07
2022-11-14,2.4000000953674316,2.4000000953674316,2.6500000953674316,2.3499999046325684,2.5,911650,2022-11-14
2022-11-21,2.299999952316284,2.299999952316284,2.450000047683716,2.1500000953674316,2.450000047683716,692509,2022-11-21
2022-11-28,2.75,2.75,2.75,2.3499999046325684,2.3499999046325684,837310,2022-11-28
2022-12-05,2.5,2.5,2.8499999046325684,2.450000047683716,2.8499999046325684,626551,2022-12-05
2022-12-12,2.450000047683716,2.450000047683716,2.5999999046325684,2.4000000953674316,2.5,542535,2022-12-12
2022-12-19,2.25,2.25,2.5,2.25,2.5,501037,2022-12-19
2022-12-26,2.5,2.5,2.549999952316284,2.1500000953674316,2.1500000953674316,761256,2022-12-26
2023-01-02,2.3499999046325684,2.3499999046325684,2.5999999046325684,2.3499999046325684,2.5,723314,2023-01-02
2023-01-09,2.4000000953674316,2.4000000953674316,2.450000047683716,2.299999952316284,2.3499999046325684,515913,2023-01-09
2023-01-16,2.3499999046325684,2.3499999046325684,2.4000000953674316,2.299999952316284,2.3499999046325684,317099,2023-01-16
2023-01-23,2.1500000953674316,2.1500000953674316,2.4000000953674316,2.0999999046325684,2.4000000953674316,531530,2023-01-23
2023-01-30,2.1500000953674316,2.1500000953674316,2.299999952316284,2.049999952316284,2.1500000953674316,574241,2023-01-30
2023-02-06,2.049999952316284,2.049999952316284,2.25,1.9500000476837158,2.200000047683716,613679,2023-02-06
2023-02-13,1.9500000476837158,1.9500000476837158,2.049999952316284,1.7999999523162842,2.049999952316284,356143,2023-02-13
2023-02-20,1.75,1.75,1.9500000476837158,1.75,1.9500000476837158,647323,2023-02-20
2023-02-27,1.850000023841858,1.850000023841858,1.899999976158142,1.7000000476837158,1.7999999523162842,455670,2023-02-27
2023-03-06,1.7999999523162842,1.7999999523162842,1.850000023841858,1.75,1.850000023841858,302910,2023-03-06
2023-03-13,1.7000000476837158,1.7000000476837158,1.850000023841858,1.7000000476837158,1.850000023841858,260361,2023-03-13
2023-03-20,1.7000000476837158,1.7000000476837158,1.75,1.5499999523162842,1.75,469755,2023-03-20
2023-03-27,1.5499999523162842,1.5499999523162842,1.7000000476837158,1.399999976158142,1.7000000476837158,381123,2023-03-27
2023-04-03,1.9500000476837158,1.9500000476837158,2.0,1.5,1.5499999523162842,598951,2023-04-03
2023-04-10,1.75,1.75,2.0,1.7000000476837158,1.899999976158142,1509004,2023-04-10
2023-04-17,1.75,1.75,1.75,1.649999976158142,1.75,663952,2023-04-17
2023-04-24,1.7000000476837158,1.7000000476837158,1.75,1.649999976158142,1.75,308880,2023-04-24
2023-05-01,1.7000000476837158,1.7000000476837158,1.7999999523162842,1.649999976158142,1.7000000476837158,383660,2023-05-01
2023-05-08,1.75,1.75,1.7999999523162842,1.7000000476837158,1.7000000476837158,231950,2023-05-08
2023-05-15,1.7000000476837158,1.7000000476837158,1.7999999523162842,1.7000000476837158,1.7999999523162842,175589,2023-05-15
2023-05-22,1.7000000476837158,1.7000000476837158,1.75,1.649999976158142,1.75,615589,2023-05-22
2023-05-29,1.7000000476837158,1.7000000476837158,1.75,1.649999976158142,1.7000000476837158,214370,2023-05-29
2023-06-05,2.25,2.25,2.25,1.7000000476837158,1.7000000476837158,1376028,2023-06-05
2023-06-12,2.3499999046325684,2.3499999046325684,2.6500000953674316,2.3499999046325684,2.3499999046325684,712469,2023-06-12
2023-06-19,2.049999952316284,2.049999952316284,2.25,2.049999952316284,2.25,696867,2023-06-19
2023-06-26,1.899999976158142,1.899999976158142,2.0999999046325684,1.7999999523162842,1.9500000476837158,397576,2023-06-26
2023-07-03,2.25,2.25,2.299999952316284,1.899999976158142,1.9500000476837158,643417,2023-07-03
2023-07-10,2.25,2.25,2.25,2.25,2.25,0,2023-07-10
2023-07-17,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,3840,2023-07-17
2023-07-24,1.9500000476837158,1.9500000476837158,2.1500000953674316,1.9500000476837158,2.1500000953674316,23734,2023-07-24
2023-07-31,1.7000000476837158,1.7000000476837158,1.899999976158142,1.7000000476837158,1.899999976158142,166561,2023-07-31
2023-08-07,1.7000000476837158,1.7000000476837158,1.75,1.600000023841858,1.75,415698,2023-08-07
2023-08-14,1.75,1.75,1.899999976158142,1.7000000476837158,1.7000000476837158,482885,2023-08-14
2023-08-21,1.7000000476837158,1.7000000476837158,1.7999999523162842,1.649999976158142,1.7000000476837158,570167,2023-08-21
2023-08-28,1.75,1.75,1.75,1.600000023841858,1.7000000476837158,641633,2023-08-28
2023-09-04,1.75,1.75,1.850000023841858,1.649999976158142,1.7999999523162842,463612,2023-09-04
2023-09-11,1.899999976158142,1.899999976158142,1.899999976158142,1.7999999523162842,1.7999999523162842,109185,2023-09-11
2023-09-18,1.75,1.75,1.899999976158142,1.7000000476837158,1.850000023841858,72557,2023-09-18
2023-09-25,1.7000000476837158,1.7000000476837158,1.75,1.649999976158142,1.7000000476837158,163733,2023-09-25
2023-10-02,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.649999976158142,1.7000000476837158,107324,2023-10-02
2023-10-09,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.600000023841858,1.649999976158142,61650,2023-10-09
2023-10-16,1.649999976158142,1.649999976158142,1.7999999523162842,1.649999976158142,1.75,132515,2023-10-16
2023-10-23,1.649999976158142,1.649999976158142,1.7999999523162842,1.649999976158142,1.649999976158142,238796,2023-10-23
2023-10-30,1.7000000476837158,1.7000000476837158,1.75,1.649999976158142,1.7000000476837158,270842,2023-10-30
2023-11-06,1.7000000476837158,1.7000000476837158,1.850000023841858,1.7000000476837158,1.75,664116,2023-11-06
2023-11-13,1.850000023841858,1.850000023841858,1.850000023841858,1.7000000476837158,1.7999999523162842,327567,2023-11-13
2023-11-20,1.899999976158142,1.899999976158142,2.0,1.7999999523162842,1.899999976158142,812671,2023-11-20
2023-11-27,1.7999999523162842,1.7999999523162842,1.9500000476837158,1.7999999523162842,1.899999976158142,727942,2023-11-27
2023-12-04,2.25,2.25,2.25,1.7999999523162842,1.7999999523162842,880130,2023-12-04
2023-12-11,2.4000000953674316,2.4000000953674316,2.6500000953674316,2.25,2.4000000953674316,2517136,2023-12-11
2023-12-18,2.4000000953674316,2.4000000953674316,2.549999952316284,2.299999952316284,2.4000000953674316,1657578,2023-12-18
2023-12-25,2.25,2.25,2.450000047683716,2.25,2.4000000953674316,1936939,2023-12-25
2024-01-01,2.549999952316284,2.549999952316284,2.549999952316284,2.25,2.299999952316284,1523325,2024-01-01
2024-01-08,3.049999952316284,3.049999952316284,3.049999952316284,2.549999952316284,2.6500000953674316,2651081,2024-01-08
2024-01-15,3.049999952316284,3.049999952316284,3.299999952316284,2.799999952316284,3.049999952316284,1259055,2024-01-15
2024-01-22,2.950000047683716,2.950000047683716,3.1500000953674316,2.75,3.049999952316284,501977,2024-01-22
2024-01-29,2.9000000953674316,2.9000000953674316,3.049999952316284,2.8499999046325684,3.0,984808,2024-01-29
2024-02-05,3.049999952316284,3.049999952316284,3.25,2.9000000953674316,2.950000047683716,1558744,2024-02-05
2024-02-12,2.8499999046325684,2.8499999046325684,3.200000047683716,2.700000047683716,3.200000047683716,942088,2024-02-12
2024-02-19,2.700000047683716,2.700000047683716,2.950000047683716,2.6500000953674316,2.950000047683716,859097,2024-02-19
2024-02-26,2.450000047683716,2.450000047683716,2.75,2.4000000953674316,2.75,628317,2024-02-26
2024-03-04,2.4000000953674316,2.4000000953674316,2.5999999046325684,2.3499999046325684,2.5,325959,2024-03-04
2024-03-11,2.1500000953674316,2.1500000953674316,2.5,2.049999952316284,2.450000047683716,425064,2024-03-11
2024-03-18,2.0,2.0,2.1500000953674316,1.850000023841858,2.1500000953674316,562076,2024-03-18
2024-03-25,1.899999976158142,1.899999976158142,2.049999952316284,1.899999976158142,2.0,327470,2024-03-25
2024-04-01,2.299999952316284,2.299999952316284,2.299999952316284,1.899999976158142,1.9500000476837158,221939,2024-04-01
2024-04-08,2.0999999046325684,2.0999999046325684,2.299999952316284,2.0999999046325684,2.25,72974,2024-04-08
2024-04-15,1.9500000476837158,1.9500000476837158,2.049999952316284,1.9500000476837158,2.049999952316284,95343,2024-04-15
2024-04-22,1.899999976158142,1.899999976158142,1.9500000476837158,1.899999976158142,1.899999976158142,160391,2024-04-22
2024-04-29,1.850000023841858,1.850000023841858,1.899999976158142,1.7999999523162842,1.850000023841858,104909,2024-04-29
2024-05-06,1.850000023841858,1.850000023841858,1.899999976158142,1.850000023841858,1.899999976158142,90869,2024-05-06
2024-05-13,2.299999952316284,2.299999952316284,2.299999952316284,1.899999976158142,1.899999976158142,96588,2024-05-13
2024-05-20,2.549999952316284,2.549999952316284,2.549999952316284,2.200000047683716,2.200000047683716,211402,2024-05-20
2024-05-27,2.799999952316284,2.799999952316284,2.799999952316284,2.5999999046325684,2.5999999046325684,362365,2024-05-27
2024-06-03,3.0,3.0,3.0,2.799999952316284,2.8499999046325684,835581,2024-06-03
2024-06-10,3.299999952316284,3.299999952316284,3.299999952316284,3.059999942779541,3.059999942779541,545171,2024-06-10
2024-06-17,3.5399999618530273,3.5399999618530273,3.5399999618530273,3.299999952316284,3.299999952316284,250620,2024-06-17
2024-06-24,3.890000104904175,3.890000104904175,3.890000104904175,3.609999895095825,3.609999895095825,359668,2024-06-24
2024-07-01,4.269999980926514,4.269999980926514,4.269999980926514,3.9600000381469727,3.9600000381469727,364082,2024-07-01
2024-07-08,4.690000057220459,4.690000057220459,4.690000057220459,4.349999904632568,4.349999904632568,834906,2024-07-08
2024-07-15,5.050000190734863,5.050000190734863,5.050000190734863,4.690000057220459,4.690000057220459,147494,2024-07-15
2024-07-22,5.550000190734863,5.550000190734863,5.550000190734863,5.150000095367432,5.150000095367432,331842,2024-07-22
2024-07-29,6.099999904632568,6.099999904632568,6.099999904632568,5.659999847412109,5.659999847412109,359716,2024-07-29
2024-08-05,6.710000038146973,6.710000038146973,6.710000038146973,6.21999979019165,6.21999979019165,277216,2024-08-05
2024-08-12,7.239999771118164,7.239999771118164,7.239999771118164,6.840000152587891,6.840000152587891,287652,2024-08-12
2024-08-19,7.96999979019165,7.96999979019165,7.96999979019165,7.380000114440918,7.380000114440918,1907721,2024-08-19
2024-08-26,8.770000457763672,8.770000457763672,8.770000457763672,8.119999885559082,8.119999885559082,500570,2024-08-26
2024-09-02,8.050000190734863,8.050000190734863,8.9399995803833,8.050000190734863,8.75,2403854,2024-09-02
2024-09-09,8.170000076293945,8.170000076293945,8.180000305175781,7.559999942779541,7.880000114440918,2473405,2024-09-09
2024-09-16,8.199999809265137,8.199999809265137,8.630000114440918,8.149999618530273,8.289999961853027,659422,2024-09-16
2024-09-23,7.420000076293945,7.420000076293945,8.149999618530273,7.420000076293945,8.029999732971191,958953,2024-09-23
2024-09-30,8.760000228881836,8.760000228881836,8.760000228881836,7.039999961853027,7.400000095367432,1740760,2024-09-30
2024-10-07,9.130000114440918,9.130000114440918,9.1899995803833,8.0,9.1899995803833,1522657,2024-10-07
2024-10-14,10.970000267028809,10.970000267028809,10.970000267028809,9.3100004196167,9.399999618530273,442317,2024-10-14
2024-10-21,10.289999961853027,10.289999961853027,11.399999618530273,10.289999961853027,11.180000305175781,592843,2024-10-21
2024-10-28,9.649999618530273,9.649999618530273,10.079999923706055,9.470000267028809,10.079999923706055,538876,2024-10-28
2024-11-04,10.630000114440918,10.630000114440918,10.630000114440918,9.84000015258789,9.84000015258789,560544,2024-11-04
2024-11-11,11.489999771118164,11.489999771118164,11.489999771118164,10.84000015258789,10.84000015258789,715977,2024-11-11
2024-11-18,10.579999923706055,10.579999923706055,11.260000228881836,10.579999923706055,11.260000228881836,208193,2024-11-18
2024-11-25,10.020000457763672,10.020000457763672,11.539999961853027,9.920000076293945,11.100000381469727,1323879,2024-11-25
2024-12-02,10.829999923706055,10.829999923706055,11.649999618530273,9.220000267028809,10.350000381469727,927113,2024-12-02
2024-12-09,10.350000381469727,10.350000381469727,11.420000076293945,10.3100004196167,10.829999923706055,916311,2024-12-09
2024-12-16,9.520000457763672,9.520000457763672,10.859999656677246,9.449999809265137,10.350000381469727,553704,2024-12-16
2024-12-23,9.0600004196167,9.0600004196167,9.979999542236328,9.020000457763672,9.510000228881836,316399,2024-12-23
2024-12-30,9.760000228881836,9.760000228881836,9.770000457763672,8.399999618530273,9.399999618530273,684020,2024-12-30
2025-01-06,9.039999961853027,9.039999961853027,10.25,8.699999809265137,10.199999809265137,779558,2025-01-06
2025-01-13,8.670000076293945,8.670000076293945,9.4399995803833,8.130000114440918,8.899999618530273,442424,2025-01-13
2025-01-20,8.520000457763672,8.520000457763672,9.050000190734863,7.809999942779541,8.699999809265137,366405,2025-01-20
2025-01-27,9.020000457763672,9.020000457763672,9.449999809265137,8.130000114440918,8.600000381469727,543095,2025-01-27
2025-02-03,7.980000019073486,7.980000019073486,9.390000343322754,7.980000019073486,8.850000381469727,1105416,2025-02-03
2025-02-10,7.039999961853027,7.039999961853027,8.300000190734863,6.809999942779541,8.010000228881836,357909,2025-02-10
2025-02-17,6.53000020980835,6.53000020980835,7.039999961853027,6.03000020980835,7.039999961853027,385134,2025-02-17
2025-02-24,6.269999980926514,6.269999980926514,7.130000114440918,6.230000019073486,6.53000020980835,234811,2025-02-24
2025-03-03,6.53000020980835,6.53000020980835,6.53000020980835,5.380000114440918,5.949999809265137,318519,2025-03-03
2025-03-10,6.880000114440918,6.880000114440918,7.190000057220459,6.840000152587891,6.849999904632568,147742,2025-03-10
2025-03-17,6.53000020980835,6.53000020980835,6.869999885559082,6.53000020980835,6.739999771118164,869963,2025-03-17
2025-03-24,5.880000114440918,5.880000114440918,6.5,5.880000114440918,6.389999866485596,205905,2025-03-24
2025-03-31,5.400000095367432,5.400000095367432,5.880000114440918,5.400000095367432,5.880000114440918,260773,2025-03-31
2025-04-07,5.039999961853027,5.039999961853027,5.289999961853027,5.039999961853027,5.289999961853027,96528,2025-04-07
2025-04-14,5.340000152587891,5.340000152587891,5.340000152587891,5.039999961853027,5.139999866485596,33123,2025-04-14
2025-04-21,6.289999961853027,6.289999961853027,6.789999961853027,5.599999904632568,5.599999904632568,383273,2025-04-21
2025-04-28,5.800000190734863,5.800000190734863,6.28000020980835,5.599999904632568,6.050000190734863,280877,2025-04-28
2025-05-05,5.369999885559082,5.369999885559082,6.139999866485596,5.159999847412109,5.599999904632568,178808,2025-05-05
2025-05-12,5.75,5.75,5.900000095367432,5.25,5.400000095367432,311630,2025-05-12
2025-05-19,5.619999885559082,5.619999885559082,6.179999828338623,5.400000095367432,5.940000057220459,351607,2025-05-19
2025-05-26,4.920000076293945,4.920000076293945,5.690000057220459,4.829999923706055,5.420000076293945,469012,2025-05-26
2025-06-02,5.730000019073486,5.730000019073486,5.730000019073486,4.800000190734863,4.920000076293945,670568,2025-06-02
2025-06-09,5.889999866485596,5.889999866485596,6.309999942779541,5.699999809265137,5.96999979019165,1111837,2025-06-09
2025-06-16,5.590000152587891,5.590000152587891,5.590000152587891,5.590000152587891,5.590000152587891,18094,2025-06-16
2025-06-23,5.309999942779541,5.309999942779541,5.309999942779541,5.309999942779541,5.309999942779541,20100,2025-06-23
2025-06-30,5.039999961853027,5.039999961853027,5.039999961853027,5.039999961853027,5.039999961853027,2308,2025-06-30
2025-07-07,4.78000020980835,4.78000020980835,4.78000020980835,4.78000020980835,4.78000020980835,2545,2025-07-07
