Date,Adj Close_VARROC.NS,Close_VARROC.NS,High_VARROC.NS,Low_VARROC.NS,Open_VARROC.NS,Volume_VARROC.NS,Date
2022-08-01,342.5,342.5,363.6499938964844,338.3500061035156,353.0,1067259,2022-08-01
2022-08-08,332.75,332.75,347.5,330.0,346.8999938964844,492080,2022-08-08
2022-08-15,336.1000061035156,336.1000061035156,353.0,332.75,332.75,1832554,2022-08-15
2022-08-22,336.1000061035156,336.1000061035156,341.8500061035156,317.5,336.0,680744,2022-08-22
2022-08-29,380.25,380.25,384.8999938964844,328.25,330.6499938964844,3066606,2022-08-29
2022-09-05,382.45001220703125,382.45001220703125,395.95001220703125,366.0,384.0,2318653,2022-09-05
2022-09-12,383.6499938964844,383.6499938964844,409.79998779296875,378.75,382.45001220703125,1854217,2022-09-12
2022-09-19,379.45001220703125,379.45001220703125,397.3999938964844,371.70001220703125,384.04998779296875,1547576,2022-09-19
2022-09-26,329.29998779296875,329.29998779296875,377.1000061035156,327.5,377.1000061035156,1917020,2022-09-26
2022-10-03,315.29998779296875,315.29998779296875,342.70001220703125,308.04998779296875,331.54998779296875,5590847,2022-10-03
2022-10-10,310.3500061035156,310.3500061035156,328.0,305.95001220703125,309.1000061035156,2644199,2022-10-10
2022-10-17,307.0,307.0,319.0,306.0,313.0,885328,2022-10-17
2022-10-24,307.70001220703125,307.70001220703125,315.75,305.3500061035156,310.0,373716,2022-10-24
2022-10-31,295.1000061035156,295.1000061035156,313.5,294.0,309.0,1123334,2022-10-31
2022-11-07,280.04998779296875,280.04998779296875,297.70001220703125,279.1000061035156,296.6000061035156,1071137,2022-11-07
2022-11-14,284.45001220703125,284.45001220703125,295.3500061035156,279.1000061035156,280.1499938964844,951624,2022-11-14
2022-11-21,289.6499938964844,289.6499938964844,295.3500061035156,282.70001220703125,284.45001220703125,624994,2022-11-21
2022-11-28,292.8999938964844,292.8999938964844,302.95001220703125,285.29998779296875,291.1000061035156,1019897,2022-11-28
2022-12-05,285.54998779296875,285.54998779296875,296.04998779296875,284.1000061035156,294.29998779296875,609916,2022-12-05
2022-12-12,291.3999938964844,291.3999938964844,296.5,283.0,285.5,888631,2022-12-12
2022-12-19,291.1000061035156,291.1000061035156,308.6499938964844,287.0,296.0,3034540,2022-12-19
2022-12-26,296.8500061035156,296.8500061035156,308.8999938964844,288.04998779296875,290.1000061035156,635145,2022-12-26
2023-01-02,289.20001220703125,289.20001220703125,304.25,288.0,297.70001220703125,495650,2023-01-02
2023-01-09,289.04998779296875,289.04998779296875,294.70001220703125,286.1000061035156,294.70001220703125,572462,2023-01-09
2023-01-16,287.54998779296875,287.54998779296875,293.0,286.8500061035156,287.3500061035156,198314,2023-01-16
2023-01-23,278.3500061035156,278.3500061035156,297.5,271.8500061035156,285.04998779296875,533317,2023-01-23
2023-01-30,280.54998779296875,280.54998779296875,295.0,272.3500061035156,275.0,604442,2023-01-30
2023-02-06,273.8999938964844,273.8999938964844,300.0,272.75,280.6000061035156,806412,2023-02-06
2023-02-13,266.70001220703125,266.70001220703125,277.20001220703125,266.0,274.8999938964844,545463,2023-02-13
2023-02-20,250.6999969482422,250.6999969482422,268.70001220703125,246.64999389648438,266.70001220703125,806840,2023-02-20
2023-02-27,251.4499969482422,251.4499969482422,253.85000610351562,239.4499969482422,250.0,512173,2023-02-27
2023-03-06,260.29998779296875,260.29998779296875,272.0,252.0,252.0,1031891,2023-03-06
2023-03-13,277.75,277.75,282.0,249.10000610351562,260.3999938964844,2581834,2023-03-13
2023-03-20,252.6999969482422,252.6999969482422,284.3999938964844,251.39999389648438,277.75,688011,2023-03-20
2023-03-27,249.35000610351562,249.35000610351562,254.0,239.60000610351562,251.14999389648438,573923,2023-03-27
2023-04-03,261.5,261.5,267.79998779296875,249.0500030517578,250.0,437961,2023-04-03
2023-04-10,264.1000061035156,264.1000061035156,269.6000061035156,260.0,262.8999938964844,362786,2023-04-10
2023-04-17,267.8500061035156,267.8500061035156,271.95001220703125,263.1000061035156,263.8999938964844,622108,2023-04-17
2023-04-24,291.3999938964844,291.3999938964844,295.25,266.8500061035156,270.0,1991098,2023-04-24
2023-05-01,284.6000061035156,284.6000061035156,301.1499938964844,280.20001220703125,291.3999938964844,391921,2023-05-01
2023-05-08,300.0,300.0,310.8500061035156,284.04998779296875,284.6499938964844,1303224,2023-05-08
2023-05-15,296.6499938964844,296.6499938964844,305.0,292.04998779296875,303.29998779296875,444925,2023-05-15
2023-05-22,297.25,297.25,327.29998779296875,294.1499938964844,297.04998779296875,2713482,2023-05-22
2023-05-29,307.25,307.25,313.54998779296875,298.04998779296875,299.1000061035156,686278,2023-05-29
2023-06-05,314.29998779296875,314.29998779296875,321.1000061035156,301.54998779296875,307.3999938964844,1062439,2023-06-05
2023-06-12,323.1000061035156,323.1000061035156,339.5,313.1499938964844,313.1499938964844,1571273,2023-06-12
2023-06-19,325.54998779296875,325.54998779296875,333.0,315.0,323.1000061035156,1386190,2023-06-19
2023-06-26,337.0,337.0,341.6000061035156,325.6000061035156,327.0,1150328,2023-06-26
2023-07-03,351.04998779296875,351.04998779296875,358.0,332.04998779296875,338.95001220703125,1476310,2023-07-03
2023-07-10,355.6000061035156,355.6000061035156,359.0,345.29998779296875,352.29998779296875,786273,2023-07-10
2023-07-17,335.45001220703125,335.45001220703125,360.0,332.0,354.95001220703125,569393,2023-07-17
2023-07-24,339.54998779296875,339.54998779296875,358.8999938964844,320.0,336.6499938964844,2594099,2023-07-24
2023-07-31,336.45001220703125,336.45001220703125,358.0,335.04998779296875,341.5,752344,2023-07-31
2023-08-07,384.1499938964844,384.1499938964844,401.95001220703125,333.3500061035156,336.95001220703125,8691221,2023-08-07
2023-08-14,378.70001220703125,378.70001220703125,388.75,368.0,385.3999938964844,1628245,2023-08-14
2023-08-21,415.0,415.0,431.0,379.70001220703125,384.79998779296875,4606786,2023-08-21
2023-08-28,423.1000061035156,423.1000061035156,437.5,410.25,417.79998779296875,2007128,2023-08-28
2023-09-04,445.25,445.25,468.0,412.1499938964844,425.5,2886480,2023-09-04
2023-09-11,450.79998779296875,450.79998779296875,454.70001220703125,404.0,444.25,2160991,2023-09-11
2023-09-18,482.45001220703125,482.45001220703125,515.2000122070312,446.0,450.54998779296875,8098221,2023-09-18
2023-09-25,486.20001220703125,486.20001220703125,505.45001220703125,479.0,479.0,2146690,2023-09-25
2023-10-02,498.29998779296875,498.29998779296875,519.75,486.20001220703125,486.20001220703125,2429983,2023-10-02
2023-10-09,497.6000061035156,497.6000061035156,509.6499938964844,477.0,494.0,1262096,2023-10-09
2023-10-16,497.1000061035156,497.1000061035156,507.8500061035156,472.1000061035156,498.5,1004785,2023-10-16
2023-10-23,462.5,462.5,506.6499938964844,433.04998779296875,495.95001220703125,1236519,2023-10-23
2023-10-30,466.79998779296875,466.79998779296875,479.8999938964844,452.1499938964844,463.75,1277815,2023-10-30
2023-11-06,469.70001220703125,469.70001220703125,488.79998779296875,441.1499938964844,468.8500061035156,2798525,2023-11-06
2023-11-13,554.75,554.75,561.25,464.3999938964844,472.79998779296875,8773705,2023-11-13
2023-11-20,561.0999755859375,561.0999755859375,583.5,531.9500122070312,559.5999755859375,10409483,2023-11-20
2023-11-27,571.5999755859375,571.5999755859375,581.5499877929688,535.0999755859375,561.0999755859375,3632178,2023-11-27
2023-12-04,537.5999755859375,537.5999755859375,588.2999877929688,533.25,585.0,2504112,2023-12-04
2023-12-11,531.2000122070312,531.2000122070312,548.5499877929688,514.0,528.0,2952043,2023-12-11
2023-12-18,544.0,544.0,557.0,521.5999755859375,532.0,2752292,2023-12-18
2023-12-25,554.2000122070312,554.2000122070312,563.0,541.0,544.0,1491282,2023-12-25
2024-01-01,560.5999755859375,560.5999755859375,570.9500122070312,542.0,554.2000122070312,1809784,2024-01-01
2024-01-08,553.4000244140625,553.4000244140625,577.0,548.0,561.0499877929688,1487394,2024-01-08
2024-01-15,527.6500244140625,527.6500244140625,568.0,520.75,555.0,1357058,2024-01-15
2024-01-22,514.3499755859375,514.3499755859375,547.0499877929688,510.0,527.6500244140625,519508,2024-01-22
2024-01-29,600.3499755859375,600.3499755859375,619.4000244140625,515.9500122070312,517.9500122070312,4546881,2024-01-29
2024-02-05,532.5499877929688,532.5499877929688,632.0,529.0,605.0,5325948,2024-02-05
2024-02-12,525.5999755859375,525.5999755859375,536.9500122070312,490.70001220703125,535.0,1879408,2024-02-12
2024-02-19,510.8500061035156,510.8500061035156,529.8499755859375,497.25,529.8499755859375,1134996,2024-02-19
2024-02-26,507.75,507.75,529.0,482.75,507.0,1328902,2024-02-26
2024-03-04,491.3500061035156,491.3500061035156,521.0,490.0,515.25,1039580,2024-03-04
2024-03-11,470.20001220703125,470.20001220703125,497.6000061035156,433.0,492.95001220703125,1372333,2024-03-11
2024-03-18,511.54998779296875,511.54998779296875,513.75,466.79998779296875,475.6000061035156,905521,2024-03-18
2024-03-25,503.8500061035156,503.8500061035156,514.5499877929688,495.20001220703125,511.54998779296875,795068,2024-03-25
2024-04-01,537.8499755859375,537.8499755859375,564.5,507.95001220703125,509.95001220703125,4120502,2024-04-01
2024-04-08,514.3499755859375,514.3499755859375,545.4000244140625,511.5,537.8499755859375,870272,2024-04-08
2024-04-15,508.95001220703125,508.95001220703125,525.0,494.0,504.04998779296875,734029,2024-04-15
2024-04-22,514.2000122070312,514.2000122070312,531.7999877929688,506.1499938964844,511.0,674514,2024-04-22
2024-04-29,527.6500244140625,527.6500244140625,540.2000122070312,509.25,512.0,985620,2024-04-29
2024-05-06,496.3500061035156,496.3500061035156,530.7000122070312,480.1499938964844,529.0,579296,2024-05-06
2024-05-13,596.8499755859375,596.8499755859375,596.8499755859375,483.3999938964844,499.0,2271062,2024-05-13
2024-05-20,572.6500244140625,572.6500244140625,620.0,565.5499877929688,568.4500122070312,2789745,2024-05-20
2024-05-27,557.25,557.25,576.5,535.9500122070312,572.6500244140625,1349380,2024-05-27
2024-06-03,583.0999755859375,583.0999755859375,598.0,503.04998779296875,563.9000244140625,2175724,2024-06-03
2024-06-10,681.2999877929688,681.2999877929688,716.9000244140625,582.5,585.0,14094349,2024-06-10
2024-06-17,662.7999877929688,662.7999877929688,707.7999877929688,655.0,681.2999877929688,1782465,2024-06-17
2024-06-24,650.9500122070312,650.9500122070312,703.6500244140625,640.1500244140625,655.0,1922707,2024-06-24
2024-07-01,672.2999877929688,672.2999877929688,693.2999877929688,649.5999755859375,656.0,1215460,2024-07-01
2024-07-08,656.9500122070312,656.9500122070312,684.7999877929688,649.7999877929688,676.0,1034571,2024-07-08
2024-07-15,618.7000122070312,618.7000122070312,704.7999877929688,614.25,658.5499877929688,1582488,2024-07-15
2024-07-22,629.5499877929688,629.5499877929688,654.5999755859375,597.0499877929688,615.25,852365,2024-07-22
2024-07-29,634.7999877929688,634.7999877929688,655.9000244140625,618.0,630.5,709773,2024-07-29
2024-08-05,556.2000122070312,556.2000122070312,644.0,550.0,617.0,2046135,2024-08-05
2024-08-12,531.7999877929688,531.7999877929688,558.4500122070312,518.0,556.0,903021,2024-08-12
2024-08-19,578.5999755859375,578.5999755859375,618.7999877929688,525.5499877929688,539.5,12135278,2024-08-19
2024-08-26,568.8499755859375,568.8499755859375,591.75,545.8499755859375,576.0499877929688,2312350,2024-08-26
2024-09-02,565.4000244140625,565.4000244140625,591.0,553.3499755859375,571.2999877929688,1255851,2024-09-02
2024-09-09,562.3499755859375,562.3499755859375,579.5499877929688,552.5499877929688,565.2000122070312,818862,2024-09-09
2024-09-16,570.0,570.0,573.75,541.0,564.7999877929688,1464249,2024-09-16
2024-09-23,582.0999755859375,582.0999755859375,595.2999877929688,562.0,578.0,2041780,2024-09-23
2024-09-30,571.7999877929688,571.7999877929688,601.5,563.7000122070312,582.0,1091187,2024-09-30
2024-10-07,575.7000122070312,575.7000122070312,593.9000244140625,531.6500244140625,579.0,1060096,2024-10-07
2024-10-14,572.7000122070312,572.7000122070312,599.9500122070312,559.5,578.9500122070312,1260530,2024-10-14
2024-10-21,514.5999755859375,514.5999755859375,576.7000122070312,502.0,573.0999755859375,1358802,2024-10-21
2024-10-28,525.25,525.25,526.5499877929688,503.20001220703125,515.9500122070312,820358,2024-10-28
2024-11-04,525.1500244140625,525.1500244140625,542.0499877929688,508.75,528.0,524456,2024-11-04
2024-11-11,508.0,508.0,550.7999877929688,494.1000061035156,520.0,1019573,2024-11-11
2024-11-18,506.6499938964844,506.6499938964844,513.2999877929688,488.1000061035156,508.1000061035156,896399,2024-11-18
2024-11-25,519.3499755859375,519.3499755859375,526.5,510.0,514.0,410908,2024-11-25
2024-12-02,517.2999877929688,517.2999877929688,531.0999755859375,514.0,519.3499755859375,458742,2024-12-02
2024-12-09,598.7999877929688,598.7999877929688,615.0,516.0,516.0,17517799,2024-12-09
2024-12-16,598.0499877929688,598.0499877929688,628.0,592.8499755859375,599.0,3227457,2024-12-16
2024-12-23,589.0499877929688,589.0499877929688,604.9000244140625,582.0499877929688,604.9000244140625,723972,2024-12-23
2024-12-30,633.5499877929688,633.5499877929688,649.0,573.0,587.0,4068907,2024-12-30
2025-01-06,603.4000244140625,603.4000244140625,636.9500122070312,580.0,634.0,2182909,2025-01-06
2025-01-13,587.0499877929688,587.0499877929688,606.2999877929688,554.4000244140625,590.0,2184019,2025-01-13
2025-01-20,549.7000122070312,549.7000122070312,599.5999755859375,545.0999755859375,593.7000122070312,602611,2025-01-20
2025-01-27,537.4500122070312,537.4500122070312,564.5,514.2999877929688,540.0,738811,2025-01-27
2025-02-03,543.5,543.5,557.9000244140625,517.0,533.4500122070312,711993,2025-02-03
2025-02-10,486.1000061035156,486.1000061035156,573.75,481.75,540.0,2574727,2025-02-10
2025-02-17,458.04998779296875,458.04998779296875,485.20001220703125,431.6000061035156,485.20001220703125,1092148,2025-02-17
2025-02-24,421.8500061035156,421.8500061035156,457.04998779296875,417.8500061035156,454.70001220703125,633579,2025-02-24
2025-03-03,449.5,449.5,457.20001220703125,409.0,421.5,1473627,2025-03-03
2025-03-10,412.3999938964844,412.3999938964844,450.5,411.0,449.5,766990,2025-03-10
2025-03-17,439.1499938964844,439.1499938964844,449.70001220703125,399.1000061035156,412.95001220703125,954182,2025-03-17
2025-03-24,430.1499938964844,430.1499938964844,493.0,427.29998779296875,441.79998779296875,4422071,2025-03-24
2025-03-31,415.25,415.25,445.0,411.8500061035156,430.1499938964844,759357,2025-03-31
2025-04-07,407.1000061035156,407.1000061035156,415.6000061035156,374.1000061035156,375.0,431073,2025-04-07
2025-04-14,436.6000061035156,436.6000061035156,447.8999938964844,407.1000061035156,407.1000061035156,493813,2025-04-14
2025-04-21,445.54998779296875,445.54998779296875,474.6000061035156,433.1499938964844,435.0,1299408,2025-04-21
2025-04-28,437.6499938964844,437.6499938964844,459.25,424.29998779296875,446.8999938964844,502658,2025-04-28
2025-05-05,461.04998779296875,461.04998779296875,473.3500061035156,417.0,438.75,1247076,2025-05-05
2025-05-12,506.20001220703125,506.20001220703125,521.8499755859375,466.0,472.0,1159024,2025-05-12
2025-05-19,506.3999938964844,506.3999938964844,519.7000122070312,500.0,507.95001220703125,339416,2025-05-19
2025-05-26,528.6500244140625,528.6500244140625,550.0,492.0,508.5,1746422,2025-05-26
2025-06-02,550.0,550.0,558.8499755859375,525.0499877929688,530.0,1708482,2025-06-02
2025-06-09,535.7999877929688,535.7999877929688,564.9000244140625,527.9500122070312,553.9500122070312,911080,2025-06-09
2025-06-16,563.9000244140625,563.9000244140625,575.75,526.7999877929688,536.5,1344872,2025-06-16
2025-06-23,571.0,571.0,588.9000244140625,542.5999755859375,562.0,1246220,2025-06-23
2025-06-30,568.5999755859375,568.5999755859375,578.7999877929688,557.6500244140625,572.7000122070312,640959,2025-06-30
2025-07-07,561.0,561.0,577.3499755859375,546.0,568.5,1142998,2025-07-07
2025-07-14,571.2999877929688,571.2999877929688,578.0,549.25,567.9000244140625,708431,2025-07-14
