Date,Adj Close_ZFCVINDIA.NS,Close_ZFCVINDIA.NS,High_ZFCVINDIA.NS,Low_ZFCVINDIA.NS,Open_ZFCVINDIA.NS,Volume_ZFCVINDIA.NS,Date
2021-01-18,5351.1455078125,5378.75,5650.0498046875,5362.2001953125,5650.0,27000,2021-01-18
2021-01-25,5370.8935546875,5398.60009765625,5449.9501953125,5262.0,5378.75,9474,2021-01-25
2021-02-01,5537.88232421875,5566.4501953125,5700.0,5339.75,5455.7998046875,16178,2021-02-01
2021-02-08,6191.80908203125,6223.75,6336.25,5490.0,5645.0,50733,2021-02-08
2021-02-15,5903.64599609375,5934.10009765625,6325.7001953125,5900.0498046875,6299.9501953125,16162,2021-02-15
2021-02-22,5881.8583984375,5912.2001953125,6891.0,5750.0498046875,6000.0,15059,2021-02-22
2021-03-01,6423.66259765625,6456.7998046875,6600.0,5850.0498046875,5875.0,24920,2021-03-01
2021-03-08,6223.19677734375,6255.2998046875,6540.0,6140.0498046875,6485.0,8368,2021-03-08
2021-03-15,6140.92138671875,6172.60009765625,6297.85009765625,5951.0,6260.0,7080,2021-03-15
2021-03-22,6357.50341796875,6390.2998046875,6771.7998046875,5500.0,6172.60009765625,1033765,2021-03-22
2021-03-29,6388.94189453125,6421.89990234375,6899.85009765625,5861.10009765625,6390.2998046875,631311,2021-03-29
2021-04-05,6222.05224609375,6254.14990234375,6419.7001953125,6172.2998046875,6419.7001953125,38175,2021-04-05
2021-04-12,6289.1064453125,6321.5498046875,6395.0,5950.0,6155.5,20393,2021-04-12
2021-04-19,6465.6953125,6499.0498046875,6547.9501953125,6075.0498046875,6105.0498046875,37576,2021-04-19
2021-04-26,6710.63232421875,6745.25,6984.85009765625,6444.9501953125,6445.0,26931,2021-04-26
2021-05-03,6921.09619140625,6956.7998046875,6998.9501953125,6655.89990234375,6740.0,13928,2021-05-03
2021-05-10,6697.94775390625,6732.5,7134.0,6701.0,7000.0,17932,2021-05-10
2021-05-17,6714.26318359375,6748.89990234375,7270.0,6381.0,6600.0,114402,2021-05-17
2021-05-24,6833.19970703125,6868.4501953125,6983.75,6644.0,6794.9501953125,29968,2021-05-24
2021-05-31,6784.99853515625,6820.0,6990.0,6775.0,6920.0,12472,2021-05-31
2021-06-07,6842.154296875,6877.4501953125,6950.0,6777.25,6786.0,8553,2021-06-07
2021-06-14,6931.79150390625,6967.5498046875,7871.9501953125,6746.75,6877.4501953125,181165,2021-06-14
2021-06-21,6888.56494140625,6924.10009765625,7474.0,6750.0,6967.5498046875,182148,2021-06-21
2021-06-28,7014.41552734375,7050.60009765625,7094.0,6793.2998046875,6930.0,42852,2021-06-28
2021-07-05,7152.900390625,7189.7998046875,7339.89990234375,6973.85009765625,7070.0,46274,2021-07-05
2021-07-12,7351.3271484375,7389.25,7401.85009765625,7012.85009765625,7171.2998046875,45720,2021-07-12
2021-07-19,7102.4111328125,7139.0498046875,7499.7001953125,7101.5,7405.10009765625,62156,2021-07-19
2021-07-26,7239.951171875,7277.2998046875,7455.0,7002.0498046875,7101.5,33628,2021-07-26
2021-08-02,7322.0283203125,7359.7998046875,7620.0,7228.85009765625,7350.0,87260,2021-08-02
2021-08-09,7434.697265625,7473.0498046875,7850.0,7055.9501953125,7360.0,98549,2021-08-09
2021-08-16,7047.59423828125,7083.9501953125,7541.5,7060.0,7541.5,16134,2021-08-16
2021-08-23,6949.5498046875,6985.39990234375,7200.0,6825.2998046875,7076.0,134859,2021-08-23
2021-08-30,6967.35791015625,7003.2998046875,7054.0,6930.0,7019.7998046875,52744,2021-08-30
2021-09-06,7370.3291015625,7408.35009765625,7444.4501953125,7020.0,7039.0,143074,2021-09-06
2021-09-13,7126.93505859375,7163.7001953125,7447.60009765625,7150.0498046875,7405.0,69980,2021-09-13
2021-09-20,7073.1923828125,7099.0498046875,7264.85009765625,6815.25,7245.0,40769,2021-09-20
2021-09-27,7231.31494140625,7257.75,7336.9501953125,7030.85009765625,7150.0,76473,2021-09-27
2021-10-04,7214.875,7241.25,7374.0,7122.10009765625,7289.39990234375,30610,2021-10-04
2021-10-11,7459.58056640625,7486.85009765625,7522.0,7128.0498046875,7170.0,41675,2021-10-11
2021-10-18,7643.8564453125,7671.7998046875,8196.150390625,7321.5,7490.0,159213,2021-10-18
2021-10-25,7411.15771484375,7438.25,7741.0,7250.0,7741.0,34744,2021-10-25
2021-11-01,7534.00830078125,7561.5498046875,7744.25,7354.9501953125,7490.0,23728,2021-11-01
2021-11-08,8099.939453125,8129.5498046875,8200.0,7561.0,7561.0,61866,2021-11-08
2021-11-15,7976.9892578125,8006.14990234375,8289.0,7746.5,8105.0,48634,2021-11-15
2021-11-22,8127.53857421875,8157.25,8725.7001953125,7670.5498046875,7901.2001953125,62726,2021-11-22
2021-11-29,8007.7265625,8037.0,8400.0,7820.0,8101.60009765625,54635,2021-11-29
2021-12-06,7942.06640625,7971.10009765625,8190.0,7930.0,7969.25,13709,2021-12-06
2021-12-13,8125.0478515625,8154.75,8297.650390625,7910.0,8000.0,15111,2021-12-13
2021-12-20,8137.65185546875,8167.39990234375,8256.099609375,7726.5,8198.0,25085,2021-12-20
2021-12-27,8464.755859375,8495.7001953125,8600.0,8031.4501953125,8173.89990234375,17672,2021-12-27
2022-01-03,8475.96484375,8506.9501953125,8780.0498046875,8100.0,8599.900390625,27865,2022-01-03
2022-01-10,8421.61328125,8452.400390625,8650.0,8311.099609375,8500.0,18244,2022-01-10
2022-01-17,8471.9296875,8502.900390625,8757.9501953125,8400.2001953125,8574.0,26376,2022-01-17
2022-01-24,7948.49267578125,7977.5498046875,8530.5498046875,7925.0,8502.900390625,26132,2022-01-24
2022-01-31,8062.1279296875,8091.60009765625,8180.7998046875,7902.25,8000.0,24933,2022-01-31
2022-02-07,7669.6630859375,7697.7001953125,8150.0,7685.0,7979.7998046875,12565,2022-02-07
2022-02-14,7621.1396484375,7649.0,7975.0,7550.0,7677.0,15425,2022-02-14
2022-02-21,7394.169921875,7421.2001953125,7974.5,7251.10009765625,7639.0,40859,2022-02-21
2022-02-28,7326.66650390625,7353.4501953125,7598.9501953125,7251.5498046875,7400.0,10922,2022-02-28
2022-03-07,7165.505859375,7191.7001953125,7425.14990234375,6900.0,7266.9501953125,16381,2022-03-07
2022-03-14,7267.13427734375,7293.7001953125,7345.7998046875,7026.14990234375,7282.0498046875,48659,2022-03-14
2022-03-21,7330.9013671875,7357.7001953125,7520.5,7212.0498046875,7303.9501953125,18496,2022-03-21
2022-03-28,7588.4599609375,7616.2001953125,7747.9501953125,7256.0498046875,7385.0,15435,2022-03-28
2022-04-04,7759.982421875,7788.35009765625,8093.9501953125,7560.0,7715.89990234375,17265,2022-04-04
2022-04-11,7634.2919921875,7662.2001953125,7942.0,7566.60009765625,7942.0,3800,2022-04-11
2022-04-18,7880.09326171875,7908.89990234375,7999.89990234375,7519.14990234375,7795.0,44777,2022-04-18
2022-04-25,7766.2099609375,7794.60009765625,7988.0,7626.0,7950.0,19275,2022-04-25
2022-05-02,7805.41650390625,7833.9501953125,7979.0,7640.2001953125,7655.9501953125,7434,2022-05-02
2022-05-09,7727.55078125,7755.7998046875,7940.0,7300.0,7799.9501953125,59454,2022-05-09
2022-05-16,7951.88134765625,7980.9501953125,7999.9501953125,7526.0,7840.0,51622,2022-05-16
2022-05-23,8014.00341796875,8043.2998046875,8199.900390625,7937.7998046875,8090.0,62738,2022-05-23
2022-05-30,7594.1884765625,7621.9501953125,8029.64990234375,7405.0,7965.0,76411,2022-05-30
2022-06-06,7657.65625,7685.64990234375,7921.64990234375,7570.0,7634.2998046875,36969,2022-06-06
2022-06-13,7128.78955078125,7154.85009765625,7703.0,6920.0,7686.0,80400,2022-06-13
2022-06-20,7172.978515625,7199.2001953125,7385.0,6876.5,7385.0,12825,2022-06-20
2022-06-27,7701.2470703125,7729.39990234375,8400.0,7230.0,7237.10009765625,111727,2022-06-27
2022-07-04,7763.51904296875,7791.89990234375,8059.85009765625,7671.2998046875,7784.89990234375,77030,2022-07-04
2022-07-11,8013.23779296875,8030.39990234375,8189.9501953125,7700.0,7702.0,120990,2022-07-11
2022-07-18,8317.8359375,8335.650390625,8410.0,8010.4501953125,8118.0,53727,2022-07-18
2022-07-25,8517.0087890625,8535.25,8599.900390625,8202.0498046875,8449.5498046875,32244,2022-07-25
2022-08-01,8902.783203125,8921.849609375,8961.900390625,8525.150390625,8535.25,31678,2022-08-01
2022-08-08,9336.0546875,9356.0498046875,9511.5,9105.349609375,9187.7998046875,54418,2022-08-08
2022-08-15,9500.353515625,9520.7001953125,9974.900390625,9320.0498046875,9356.0498046875,51714,2022-08-15
2022-08-22,9749.369140625,9770.25,9900.0,9435.2001953125,9501.0,42746,2022-08-22
2022-08-29,9629.1767578125,9649.7998046875,9874.9501953125,9226.0,9651.0,36371,2022-08-29
2022-09-05,10153.2548828125,10175.0,10222.9501953125,9634.7001953125,9649.7998046875,40640,2022-09-05
2022-09-12,9478.94921875,9499.25,10424.0,9351.5498046875,10115.0,77006,2022-09-12
2022-09-19,9899.3486328125,9920.5498046875,9985.0,9352.0,9455.0,36200,2022-09-19
2022-09-26,9923.99609375,9945.25,10150.0,9701.0,9970.2001953125,24528,2022-09-26
2022-10-03,9993.296875,10014.7001953125,10040.0,9781.0498046875,9945.0,16908,2022-10-03
2022-10-10,10576.697265625,10599.349609375,10924.0498046875,9923.7001953125,10034.0,56407,2022-10-10
2022-10-17,9999.7333984375,10021.150390625,10638.0498046875,9806.0498046875,10600.0,31770,2022-10-17
2022-10-24,9879.19140625,9900.349609375,10169.9501953125,9862.2998046875,10105.900390625,6346,2022-10-24
2022-10-31,9881.8359375,9903.0,10494.650390625,9843.0,9875.7001953125,21020,2022-10-31
2022-11-07,9808.7919921875,9829.7998046875,10073.150390625,9715.0,9952.5498046875,16047,2022-11-07
2022-11-14,9584.572265625,9605.099609375,9856.349609375,9307.25,9780.0,17767,2022-11-14
2022-11-21,9295.7412109375,9315.650390625,9714.099609375,9282.0,9636.2001953125,24152,2022-11-21
2022-11-28,9347.0810546875,9367.099609375,9877.5498046875,9248.150390625,9300.0,36334,2022-11-28
2022-12-05,9313.8515625,9333.7998046875,9739.7998046875,9143.5,9422.900390625,16049,2022-12-05
2022-12-12,9180.837890625,9200.5,9361.900390625,9180.0,9313.5498046875,31895,2022-12-12
2022-12-19,8748.6630859375,8767.400390625,9250.0,8638.5498046875,9249.9501953125,36753,2022-12-19
2022-12-26,8941.5,8960.650390625,9147.9501953125,8655.150390625,8655.150390625,20508,2022-12-26
2023-01-02,9114.1806640625,9133.7001953125,9165.0,8838.0498046875,9045.900390625,26568,2023-01-02
2023-01-09,9132.890625,9152.4501953125,9390.0,8961.75,9137.0498046875,19745,2023-01-09
2023-01-16,8986.5537109375,9005.7998046875,9245.0,8944.0,9121.0,7701,2023-01-16
2023-01-23,8962.5546875,8981.75,9089.349609375,8755.2998046875,9070.0,5828,2023-01-23
2023-01-30,9505.591796875,9525.9501953125,9732.0,8970.650390625,9026.0,15585,2023-01-30
2023-02-06,9936.0693359375,9957.349609375,10198.0,9551.4501953125,9590.150390625,34623,2023-02-06
2023-02-13,10212.0791015625,10233.9501953125,10398.0,9812.0498046875,9992.0,28960,2023-02-13
2023-02-20,10321.39453125,10343.5,10449.0,9925.0498046875,10291.25,16900,2023-02-20
2023-02-27,10263.46875,10285.4501953125,10687.650390625,10258.400390625,10401.400390625,22274,2023-02-27
2023-03-06,10173.4619140625,10195.25,10798.099609375,10038.099609375,10286.0,50481,2023-03-06
2023-03-13,10156.7470703125,10178.5,10304.349609375,9860.0,10200.0,17780,2023-03-13
2023-03-20,10100.6181640625,10122.25,10395.0,9975.599609375,10175.0498046875,10944,2023-03-20
2023-03-27,10386.60546875,10408.849609375,10470.0,9883.2998046875,10098.349609375,26549,2023-03-27
2023-04-03,10079.2626953125,10100.849609375,10466.0498046875,9990.0498046875,10463.599609375,11488,2023-04-03
2023-04-10,9962.263671875,9983.599609375,10283.849609375,9919.9501953125,10100.0,36714,2023-04-10
2023-04-17,10160.98828125,10182.75,10683.25,9950.2001953125,9983.599609375,171136,2023-04-17
2023-04-24,10186.234375,10208.0498046875,10400.0,10025.0,10185.0,27440,2023-04-24
2023-05-01,10389.6982421875,10411.9501953125,10580.9501953125,10192.25,10208.0498046875,11750,2023-05-01
2023-05-08,10516.576171875,10539.099609375,10867.0498046875,10152.0,10411.9501953125,26026,2023-05-08
2023-05-15,10470.8740234375,10493.2998046875,10642.9501953125,10301.0,10539.0,29077,2023-05-15
2023-05-22,10526.40625,10548.9501953125,11367.9501953125,10333.0,10525.0,43904,2023-05-22
2023-05-29,10692.150390625,10715.0498046875,10849.0,10335.849609375,10607.2998046875,92110,2023-05-29
2023-06-05,11430.8681640625,11455.349609375,11700.0,10839.849609375,10840.0,55697,2023-06-05
2023-06-12,11851.0693359375,11876.4501953125,12266.0,11200.0,11518.7001953125,37318,2023-06-12
2023-06-19,12242.181640625,12268.400390625,12599.0,11782.0,12079.0,42603,2023-06-19
2023-06-26,12136.45703125,12162.4501953125,12376.7998046875,11890.5,12260.0,17268,2023-06-26
2023-07-03,12020.8544921875,12046.599609375,12379.25,11800.0,12229.25,27042,2023-07-03
2023-07-10,12539.568359375,12553.0,12677.9501953125,11866.7001953125,12046.599609375,10720,2023-07-10
2023-07-17,12233.546875,12246.650390625,12742.599609375,11912.7998046875,12650.0,15621,2023-07-17
2023-07-24,12382.4375,12395.7001953125,12489.0,11684.0498046875,12246.0,87394,2023-07-24
2023-07-31,13144.87109375,13158.9501953125,14150.0,12364.2998046875,12550.0,59126,2023-07-31
2023-08-07,13468.173828125,13482.599609375,13521.650390625,12993.150390625,13215.0,8126,2023-08-07
2023-08-14,13482.8583984375,13497.2998046875,14000.0,13226.7001953125,13380.0,17185,2023-08-14
2023-08-21,13074.095703125,13088.099609375,13627.2998046875,13000.0,13405.0,12216,2023-08-21
2023-08-28,14792.056640625,14807.900390625,15134.0498046875,12700.0,13088.099609375,62443,2023-08-28
2023-09-04,16053.0556640625,16070.25,16766.0,14783.0,14988.5498046875,163144,2023-09-04
2023-09-11,15394.2109375,15410.7001953125,16600.0,15210.0498046875,16070.25,147582,2023-09-11
2023-09-18,15447.3544921875,15463.900390625,15684.9501953125,14737.9501953125,15461.0,62124,2023-09-18
2023-09-25,15534.0615234375,15550.7001953125,15665.150390625,14966.0,15401.0,31684,2023-09-25
2023-10-02,15002.1806640625,15018.25,15665.9501953125,14854.25,15550.7001953125,23555,2023-10-02
2023-10-09,16059.998046875,16077.2001953125,16493.099609375,14620.0,14805.0,25157,2023-10-09
2023-10-16,15748.8310546875,15765.7001953125,16318.0498046875,15625.0,15950.0,13899,2023-10-16
2023-10-23,15891.078125,15908.099609375,16600.0,14996.099609375,15852.4501953125,20836,2023-10-23
2023-10-30,15919.2978515625,15936.349609375,16100.0,15265.0,15900.0,16863,2023-10-30
2023-11-06,16369.8154296875,16387.349609375,16659.0,15750.0498046875,15806.150390625,27493,2023-11-06
2023-11-13,16268.57421875,16286.0,16945.0,16201.0,16795.05078125,17347,2023-11-13
2023-11-20,15883.287109375,15900.2998046875,16650.0,15716.0,16371.7001953125,17972,2023-11-20
2023-11-27,16127.92578125,16145.2001953125,16385.0,15262.0498046875,15900.2998046875,44262,2023-11-27
2023-12-04,15856.8154296875,15873.7998046875,16702.55078125,15755.7001953125,16344.9501953125,46281,2023-12-04
2023-12-11,15693.041015625,15709.849609375,15985.0,15301.0,15985.0,47339,2023-12-11
2023-12-18,15519.9755859375,15536.599609375,15950.7001953125,15444.7998046875,15797.349609375,28120,2023-12-18
2023-12-25,15989.7734375,16006.900390625,16071.0498046875,14901.099609375,15536.599609375,53458,2023-12-25
2024-01-01,16154.197265625,16171.5,16452.0,15600.0,15860.099609375,76792,2024-01-01
2024-01-08,16250.443359375,16267.849609375,16422.0,15655.599609375,16319.0,20369,2024-01-08
2024-01-15,17071.615234375,17089.900390625,17181.44921875,16267.849609375,16267.849609375,20731,2024-01-15
2024-01-22,16697.314453125,16715.19921875,17700.0,16452.0,17089.900390625,22953,2024-01-22
2024-01-29,14887.0048828125,14902.9501953125,17132.30078125,14770.0,16892.0,109826,2024-01-29
2024-02-05,14571.7919921875,14587.400390625,15185.0,13977.4501953125,14902.9501953125,95141,2024-02-05
2024-02-12,15527.91796875,15544.5498046875,15634.849609375,14467.75,14667.650390625,26254,2024-02-12
2024-02-19,14312.51953125,14327.849609375,15629.849609375,14105.0,15595.0,32073,2024-02-19
2024-02-26,14811.884765625,14827.75,14950.0498046875,14205.0,14327.849609375,25788,2024-02-26
2024-03-04,14308.57421875,14323.900390625,14910.349609375,14260.75,14800.0,6246,2024-03-04
2024-03-11,15488.759765625,15505.349609375,15644.900390625,13790.7998046875,14300.150390625,76182,2024-03-11
2024-03-18,15342.966796875,15359.400390625,15888.9501953125,14832.099609375,15330.0,48787,2024-03-18
2024-03-25,15164.70703125,15180.9501953125,15474.9501953125,14600.0,15359.400390625,22264,2024-03-25
2024-04-01,14720.732421875,14736.5,15380.0,14705.0,15285.0,30363,2024-04-01
2024-04-08,14165.0283203125,14180.2001953125,14817.5498046875,14120.0,14736.5,72736,2024-04-08
2024-04-15,13817.400390625,13832.2001953125,14400.0,13310.0,14180.2001953125,40320,2024-04-15
2024-04-22,13859.6552734375,13874.5,14636.9501953125,13800.0,13900.0,38073,2024-04-22
2024-04-29,13570.365234375,13584.900390625,14072.2998046875,13481.0,13888.849609375,46476,2024-04-29
2024-05-06,13412.2841796875,13426.650390625,13699.0,13199.9501953125,13584.099609375,31837,2024-05-06
2024-05-13,13797.271484375,13812.0498046875,14000.0,12975.0,13466.650390625,40375,2024-05-13
2024-05-20,13536.7509765625,13551.25,13888.0,13001.0,13628.2001953125,38112,2024-05-20
2024-05-27,17392.271484375,17410.900390625,17900.0,13300.0,13425.0,336068,2024-05-27
2024-06-03,16939.90625,16958.05078125,18250.0,15900.0,18200.0,49748,2024-06-03
2024-06-10,17297.421875,17315.94921875,17959.849609375,16830.0,16830.0,29813,2024-06-10
2024-06-17,15789.4375,15806.349609375,17485.0,15378.0,17315.94921875,1735146,2024-06-17
2024-06-24,15534.560546875,15551.2001953125,16243.0,15440.0,15750.0,141147,2024-06-24
2024-07-01,15711.5205078125,15728.349609375,16267.0,15590.099609375,15780.0,53000,2024-07-01
2024-07-08,15871.7001953125,15888.7001953125,16398.0,15441.2998046875,15799.0,69024,2024-07-08
2024-07-15,15155.2666015625,15171.5,15950.0,14970.0,15950.0,37393,2024-07-15
2024-07-22,15630.7001953125,15630.7001953125,15753.849609375,14835.0498046875,14870.0,36977,2024-07-22
2024-07-29,16294.25,16294.25,16359.7998046875,15619.0,15650.0,42491,2024-07-29
2024-08-05,15424.2001953125,15424.2001953125,16252.9501953125,15350.0,16000.25,64590,2024-08-05
2024-08-12,15694.099609375,15694.099609375,16016.0,15050.2001953125,15370.0,30873,2024-08-12
2024-08-19,15459.2001953125,15459.2001953125,16136.900390625,15426.0498046875,15838.5,34861,2024-08-19
2024-08-26,15567.849609375,15567.849609375,15900.0498046875,15010.0498046875,15459.2001953125,124061,2024-08-26
2024-09-02,15946.4501953125,15946.4501953125,16389.0,15075.0,15755.0,46841,2024-09-02
2024-09-09,17206.44921875,17206.44921875,17250.0,15642.9501953125,16099.9501953125,63529,2024-09-09
2024-09-16,16209.5498046875,16209.5498046875,17300.0,16044.599609375,17300.0,29734,2024-09-16
2024-09-23,16317.7998046875,16317.7998046875,16600.0,15751.0,16210.0,38506,2024-09-23
2024-09-30,15481.599609375,15481.599609375,16445.0,15366.0,16445.0,18139,2024-09-30
2024-10-07,15304.7998046875,15304.7998046875,15575.0,14770.0498046875,15354.25,155904,2024-10-07
2024-10-14,14193.650390625,14193.650390625,15779.0,14170.099609375,15449.0,51701,2024-10-14
2024-10-21,13887.349609375,13887.349609375,14480.9501953125,13486.0,14260.0,57277,2024-10-21
2024-10-28,14400.900390625,14400.900390625,14460.5,13490.849609375,13879.400390625,29403,2024-10-28
2024-11-04,14933.599609375,14933.599609375,15088.349609375,14255.0,14255.0,44844,2024-11-04
2024-11-11,14669.349609375,14669.349609375,15290.0,14497.7001953125,14935.849609375,32265,2024-11-11
2024-11-18,14445.25,14445.25,15118.650390625,14380.099609375,14410.0,37197,2024-11-18
2024-11-25,12483.599609375,12483.599609375,15149.900390625,12205.099609375,14509.25,1990885,2024-11-25
2024-12-02,12347.5,12347.5,12628.150390625,12249.0,12485.0,102046,2024-12-02
2024-12-09,11485.650390625,11485.650390625,12387.0498046875,11455.099609375,12375.2998046875,137468,2024-12-09
2024-12-16,11654.5,11654.5,11749.849609375,11355.099609375,11500.0,84863,2024-12-16
2024-12-23,11806.849609375,11806.849609375,11864.0,11485.0,11745.0,44197,2024-12-23
2024-12-30,11730.7001953125,11730.7001953125,12107.7998046875,11671.0,11806.849609375,30418,2024-12-30
2025-01-06,11389.0,11389.0,11744.849609375,11268.0498046875,11734.599609375,53484,2025-01-06
2025-01-13,11272.9501953125,11272.9501953125,11574.5498046875,11027.0498046875,11265.0,78667,2025-01-13
2025-01-20,10123.7998046875,10123.7998046875,11342.900390625,10092.099609375,11336.0498046875,102138,2025-01-20
2025-01-27,11005.7001953125,11005.7001953125,11111.0,9561.0,10155.5,188709,2025-01-27
2025-02-03,11867.7001953125,11867.7001953125,11979.0,10719.9501953125,10871.9501953125,211380,2025-02-03
2025-02-10,10730.400390625,10730.400390625,11971.400390625,10538.2001953125,11550.0,158955,2025-02-10
2025-02-17,10807.5498046875,10807.5498046875,11125.0,9900.0,10560.0,156934,2025-02-17
2025-02-24,10941.900390625,10941.900390625,11029.4501953125,10590.0498046875,10800.0,52620,2025-02-24
2025-03-03,11416.9501953125,11416.9501953125,11500.0,10425.0,10800.0,54363,2025-03-03
2025-03-10,11883.0498046875,11883.0498046875,12049.7998046875,11025.099609375,11388.0,40990,2025-03-10
2025-03-17,11983.75,11983.75,12400.0,11700.0,11700.0,34007,2025-03-17
2025-03-24,12993.5498046875,12993.5498046875,13565.400390625,11900.099609375,12081.0,296243,2025-03-24
2025-03-31,13136.2998046875,13136.2998046875,13306.9501953125,12630.0498046875,12993.5498046875,63300,2025-03-31
2025-04-07,12449.2001953125,12449.2001953125,13098.150390625,12009.400390625,12025.0,51917,2025-04-07
2025-04-14,13301.0,13301.0,13669.0,12417.0,12449.0,32290,2025-04-14
2025-04-21,12611.0,12611.0,13537.0,12484.0,13485.0,59129,2025-04-21
2025-04-28,12131.0,12131.0,12790.0,12102.0,12600.0,38988,2025-04-28
2025-05-05,12541.0,12541.0,12760.0,12000.0,12240.0,33249,2025-05-05
2025-05-12,13221.0,13221.0,13685.0,12720.0,12720.0,49745,2025-05-12
2025-05-19,12894.0,12894.0,13850.0,12827.0,13300.0,38093,2025-05-19
2025-05-26,13368.0,13368.0,13424.0,12640.0,12970.0,68868,2025-05-26
2025-06-02,13856.0,13856.0,14200.0,13233.0,13412.0,170446,2025-06-02
2025-06-09,13393.0,13393.0,14250.0,13067.0,13957.0,103000,2025-06-09
2025-06-16,13208.0,13208.0,13468.0,12923.0,13304.0,98557,2025-06-16
2025-06-23,13498.0,13498.0,13574.0,12926.0,13243.0,61225,2025-06-23
2025-06-30,13270.0,13270.0,13584.0,13107.0,13507.0,59751,2025-06-30
2025-07-07,12953.0,12953.0,13507.0,12884.0,13345.0,39985,2025-07-07
2025-07-14,13154.0,13154.0,13250.0,12800.0,12866.0,14413,2025-07-14
