Date,Adj Close_ARIES.NS,Close_ARIES.NS,High_ARIES.NS,Low_ARIES.NS,Open_ARIES.NS,Volume_ARIES.NS,Date
2021-03-01,91.90506744384766,93.80000305175781,101.69999694824219,89.0,90.0,424506,2021-03-01
2021-03-08,93.22779083251953,95.1500015258789,101.9000015258789,92.5999984741211,93.9000015258789,410959,2021-03-08
2021-03-15,85.78133392333984,87.55000305175781,96.80000305175781,82.0,96.4000015258789,258028,2021-03-15
2021-03-22,82.00909423828125,83.69999694824219,92.1500015258789,81.6500015258789,88.69999694824219,180376,2021-03-22
2021-03-29,81.27425384521484,82.94999694824219,86.0,75.6500015258789,83.69999694824219,344344,2021-03-29
2021-04-05,85.83030700683594,87.5999984741211,88.9000015258789,79.5,82.94999694824219,196314,2021-04-05
2021-04-12,82.00909423828125,83.69999694824219,86.5,80.6500015258789,85.75,102590,2021-04-12
2021-04-19,81.07829284667969,82.75,84.0,77.0,82.0,108357,2021-04-19
2021-04-26,88.03486633300781,89.8499984741211,93.75,81.0,82.0,343457,2021-04-26
2021-05-03,98.32273864746094,100.3499984741211,104.94999694824219,86.4000015258789,91.19999694824219,1130161,2021-05-03
2021-05-10,111.84395599365234,114.1500015258789,117.30000305175781,100.3499984741211,101.5,1894089,2021-05-10
2021-05-17,107.92476654052734,110.1500015258789,119.0,108.30000305175781,117.0,1001574,2021-05-17
2021-05-24,110.03133392333984,112.30000305175781,117.19999694824219,105.1500015258789,111.4000015258789,1237967,2021-05-24
2021-05-31,126.68791198730469,129.3000030517578,133.39999389648438,111.1500015258789,113.44999694824219,3810767,2021-05-31
2021-06-07,128.0106201171875,130.64999389648438,138.5,125.0,133.0,2463469,2021-06-07
2021-06-14,127.96163940429688,130.60000610351562,139.89999389648438,126.0,130.64999389648438,2772608,2021-06-14
2021-06-21,127.3737564086914,130.0,135.5,127.0999984741211,129.64999389648438,1455253,2021-06-21
2021-06-28,127.22679138183594,129.85000610351562,156.0,129.1999969482422,129.25,4887540,2021-06-28
2021-07-05,133.49749755859375,136.25,140.5,129.6999969482422,130.89999389648438,1559670,2021-07-05
2021-07-12,167.83941650390625,171.3000030517578,193.89999389648438,137.3000030517578,138.8000030517578,8140627,2021-07-12
2021-07-19,171.5626678466797,175.10000610351562,190.5,164.0,171.3000030517578,1536167,2021-07-19
2021-07-26,166.61468505859375,170.0500030517578,180.8000030517578,165.25,175.39999389648438,506378,2021-07-26
2021-08-02,170.04396057128906,173.5500030517578,183.39999389648438,165.3000030517578,171.5,667121,2021-08-02
2021-08-09,155.6898956298828,158.89999389648438,177.9499969482422,142.3000030517578,174.0,768729,2021-08-09
2021-08-16,140.5520477294922,143.4499969482422,163.0,142.0,159.1999969482422,267241,2021-08-16
2021-08-23,148.8803253173828,151.9499969482422,156.89999389648438,130.4499969482422,143.5500030517578,542903,2021-08-23
2021-08-30,147.16566467285156,150.1999969482422,158.5500030517578,148.35000610351562,152.10000610351562,369068,2021-08-30
2021-09-06,148.3904266357422,151.4499969482422,153.0,146.60000610351562,151.0,143349,2021-09-06
2021-09-13,145.98992919921875,149.0,158.6999969482422,147.0500030517578,149.5500030517578,246992,2021-09-13
2021-09-20,146.0902862548828,148.3000030517578,152.5,141.5500030517578,145.10000610351562,232174,2021-09-20
2021-09-27,144.80966186523438,147.0,151.14999389648438,142.9499969482422,149.75,172556,2021-09-27
2021-10-04,144.80966186523438,147.0,152.5,146.39999389648438,150.0,285235,2021-10-04
2021-10-11,148.94708251953125,151.1999969482422,155.5,144.0,148.60000610351562,286719,2021-10-11
2021-10-18,137.91395568847656,140.0,155.0,137.64999389648438,154.0,293040,2021-10-18
2021-10-25,133.92430114746094,135.9499969482422,144.0,133.0,142.8000030517578,195975,2021-10-25
2021-11-01,136.8795928955078,138.9499969482422,140.9499969482422,136.6999969482422,138.8000030517578,101022,2021-11-01
2021-11-08,151.65611267089844,153.9499969482422,165.0,139.89999389648438,139.89999389648438,870274,2021-11-08
2021-11-15,138.4557647705078,140.5500030517578,157.0,137.9499969482422,157.0,286718,2021-11-15
2021-11-22,135.99301147460938,138.0500030517578,146.5,133.14999389648438,142.6999969482422,199059,2021-11-22
2021-11-29,135.84524536132812,137.89999389648438,139.35000610351562,130.0500030517578,137.0,222624,2021-11-29
2021-12-06,139.8841552734375,142.0,145.10000610351562,135.5500030517578,138.64999389648438,182279,2021-12-06
2021-12-13,132.64366149902344,134.64999389648438,145.60000610351562,134.1999969482422,143.25,194062,2021-12-13
2021-12-20,131.41229248046875,133.39999389648438,137.10000610351562,126.75,134.5500030517578,156817,2021-12-20
2021-12-27,142.69171142578125,144.85000610351562,156.0,131.85000610351562,133.39999389648438,402184,2021-12-27
2022-01-03,161.65487670898438,164.10000610351562,170.0,144.64999389648438,145.89999389648438,1803021,2022-01-03
2022-01-10,159.48764038085938,161.89999389648438,171.89999389648438,161.0,165.39999389648438,606225,2022-01-10
2022-01-17,155.74427795410156,158.10000610351562,177.1999969482422,155.85000610351562,162.0,1019554,2022-01-17
2022-01-24,150.7202606201172,153.0,159.8000030517578,139.35000610351562,158.75,282411,2022-01-24
2022-01-31,158.20703125,160.60000610351562,169.9499969482422,151.8000030517578,153.60000610351562,568656,2022-01-31
2022-02-07,142.59317016601562,144.75,166.4499969482422,144.0,165.0,342439,2022-02-07
2022-02-14,139.588623046875,141.6999969482422,148.9499969482422,131.39999389648438,138.0,209408,2022-02-14
2022-02-21,123.58074951171875,125.44999694824219,143.1999969482422,118.0,139.25,195922,2022-02-21
2022-02-28,124.02405548095703,125.9000015258789,133.8000030517578,116.30000305175781,124.5,150147,2022-02-28
2022-03-07,132.151123046875,134.14999389648438,136.6999969482422,121.3499984741211,126.0,182706,2022-03-07
2022-03-14,132.9884490966797,135.0,139.35000610351562,132.0500030517578,134.39999389648438,120025,2022-03-14
2022-03-21,140.17970275878906,142.3000030517578,156.0,138.8000030517578,138.8000030517578,625016,2022-03-21
2022-03-28,139.1453399658203,141.25,148.85000610351562,133.3000030517578,142.0,453723,2022-03-28
2022-04-04,156.827880859375,159.1999969482422,161.89999389648438,142.64999389648438,142.89999389648438,1060777,2022-04-04
2022-04-11,160.91604614257812,163.35000610351562,169.6999969482422,157.0,162.9499969482422,601786,2022-04-11
2022-04-18,161.60560607910156,164.0500030517578,179.5,158.25,164.0,1231273,2022-04-18
2022-04-25,153.3307647705078,155.64999389648438,164.0,152.1999969482422,160.10000610351562,491421,2022-04-25
2022-05-02,139.2930908203125,141.39999389648438,155.85000610351562,138.0500030517578,154.89999389648438,212349,2022-05-02
2022-05-09,130.82122802734375,132.8000030517578,147.6999969482422,129.1999969482422,138.60000610351562,286776,2022-05-09
2022-05-16,139.6378936767578,141.75,144.0,133.3000030517578,134.8000030517578,140293,2022-05-16
2022-05-23,120.37918090820312,122.19999694824219,143.3000030517578,118.80000305175781,142.8000030517578,226804,2022-05-23
2022-05-30,124.86138153076172,126.75,134.0,121.94999694824219,122.0,179314,2022-05-30
2022-06-06,123.63001251220703,125.5,129.1999969482422,122.44999694824219,128.4499969482422,70014,2022-06-06
2022-06-13,115.30592346191406,117.05000305175781,124.55000305175781,116.5999984741211,122.25,86592,2022-06-13
2022-06-20,114.27156066894531,116.0,118.9000015258789,106.0999984741211,116.80000305175781,79877,2022-06-20
2022-06-27,116.53730010986328,118.30000305175781,124.69999694824219,115.3499984741211,119.44999694824219,271034,2022-06-27
2022-07-04,118.90152740478516,120.69999694824219,122.80000305175781,113.30000305175781,118.30000305175781,175413,2022-07-04
2022-07-11,117.67015838623047,119.44999694824219,125.80000305175781,118.05000305175781,121.6500015258789,97685,2022-07-11
2022-07-18,125.89574432373047,127.80000305175781,129.5,119.3499984741211,119.94999694824219,108092,2022-07-18
2022-07-25,120.82247924804688,122.6500015258789,129.89999389648438,120.55000305175781,129.89999389648438,70023,2022-07-25
2022-08-01,126.97933959960938,128.89999389648438,138.89999389648438,123.4000015258789,124.9000015258789,294921,2022-08-01
2022-08-08,133.28399658203125,135.3000030517578,140.0,128.0,128.0,167378,2022-08-08
2022-08-15,136.5840606689453,138.64999389648438,143.39999389648438,135.14999389648438,135.3000030517578,152246,2022-08-15
2022-08-22,139.83489990234375,141.9499969482422,147.9499969482422,132.5500030517578,138.0500030517578,173824,2022-08-22
2022-08-29,135.5497283935547,137.60000610351562,141.6999969482422,137.0,140.0,114027,2022-08-29
2022-09-05,141.4603271484375,143.60000610351562,148.85000610351562,136.0500030517578,139.6999969482422,348717,2022-09-05
2022-09-12,140.8692626953125,143.0,153.3000030517578,141.3000030517578,143.60000610351562,309554,2022-09-12
2022-09-19,134.6631317138672,136.6999969482422,144.64999389648438,134.0,142.0,198624,2022-09-19
2022-09-26,131.16563415527344,132.39999389648438,136.14999389648438,129.5,135.0,62830,2022-09-26
2022-10-03,139.19012451171875,140.5,141.25,127.3499984741211,132.0,129184,2022-10-03
2022-10-10,136.0199737548828,137.3000030517578,141.14999389648438,133.8000030517578,140.8000030517578,76805,2022-10-10
2022-10-17,133.5928192138672,134.85000610351562,140.3000030517578,134.0,137.3000030517578,95959,2022-10-17
2022-10-24,132.15631103515625,133.39999389648438,138.75,131.10000610351562,134.1999969482422,57357,2022-10-24
2022-10-31,128.7384796142578,129.9499969482422,135.25,126.6500015258789,133.64999389648438,105023,2022-10-31
2022-11-07,129.3328857421875,130.5500030517578,136.0500030517578,128.25,132.39999389648438,105937,2022-11-07
2022-11-14,130.71983337402344,131.9499969482422,143.85000610351562,130.0,142.14999389648438,173701,2022-11-14
2022-11-21,132.84979248046875,134.10000610351562,135.89999389648438,129.10000610351562,133.89999389648438,75201,2022-11-21
2022-11-28,142.4098358154297,143.75,144.8000030517578,132.39999389648438,132.39999389648438,252309,2022-11-28
2022-12-05,153.20819091796875,154.64999389648438,158.0,145.5,147.0,496401,2022-12-05
2022-12-12,175.15170288085938,176.8000030517578,185.8000030517578,146.60000610351562,153.85000610351562,2593423,2022-12-12
2022-12-19,154.05027770996094,155.5,187.9499969482422,154.0,178.0500030517578,1440738,2022-12-19
2022-12-26,204.5252685546875,206.4499969482422,242.6999969482422,152.85000610351562,152.89999389648438,17167139,2022-12-26
2023-01-02,209.6272735595703,211.60000610351562,227.89999389648438,204.0500030517578,207.8000030517578,4930877,2023-01-02
2023-01-09,195.36151123046875,197.1999969482422,216.0,190.60000610351562,213.10000610351562,1669207,2023-01-09
2023-01-16,198.48214721679688,200.35000610351562,206.6999969482422,191.25,198.0,1678807,2023-01-16
2023-01-23,184.01824951171875,185.75,201.5,177.0500030517578,200.0,782471,2023-01-23
2023-01-30,174.80496215820312,176.4499969482422,196.9499969482422,171.0,184.8000030517578,1159163,2023-01-30
2023-02-06,182.4827117919922,184.1999969482422,192.9499969482422,172.89999389648438,176.0,937613,2023-02-06
2023-02-13,167.32534790039062,168.89999389648438,184.14999389648438,165.89999389648438,184.14999389648438,1000553,2023-02-13
2023-02-20,162.12429809570312,163.64999389648438,170.75,152.5500030517578,169.4499969482422,501385,2023-02-20
2023-02-27,160.19248962402344,161.6999969482422,166.35000610351562,156.85000610351562,164.6999969482422,463452,2023-02-27
2023-03-06,173.51707458496094,175.14999389648438,177.9499969482422,160.1999969482422,163.1999969482422,486390,2023-03-06
2023-03-13,159.94480895996094,161.4499969482422,177.4499969482422,156.9499969482422,176.4499969482422,351224,2023-03-13
2023-03-20,149.24549865722656,150.64999389648438,161.39999389648438,149.0500030517578,159.89999389648438,233102,2023-03-20
2023-03-27,147.06600952148438,148.4499969482422,153.5500030517578,143.5,150.6999969482422,284547,2023-03-27
2023-04-03,157.26998901367188,158.75,160.64999389648438,148.89999389648438,149.1999969482422,149810,2023-04-03
2023-04-10,166.58233642578125,168.14999389648438,181.9499969482422,156.0500030517578,160.85000610351562,720241,2023-04-10
2023-04-17,176.09283447265625,177.75,185.4499969482422,165.9499969482422,168.0,824665,2023-04-17
2023-04-24,174.80496215820312,176.4499969482422,184.5,174.64999389648438,179.0500030517578,336013,2023-04-24
2023-05-01,180.4022979736328,182.10000610351562,189.3000030517578,176.4499969482422,176.4499969482422,415459,2023-05-01
2023-05-08,176.83584594726562,178.5,184.89999389648438,174.4499969482422,183.0,226351,2023-05-08
2023-05-15,169.2076416015625,170.8000030517578,184.39999389648438,170.10000610351562,179.85000610351562,304853,2023-05-15
2023-05-22,157.0718536376953,158.5500030517578,179.0,158.0,170.8000030517578,406364,2023-05-22
2023-05-29,158.01300048828125,159.5,163.89999389648438,157.1999969482422,159.0,181674,2023-05-29
2023-06-05,164.05613708496094,165.60000610351562,173.89999389648438,159.0,160.0,385029,2023-06-05
2023-06-12,163.31312561035156,164.85000610351562,172.3000030517578,162.8000030517578,166.25,276450,2023-06-12
2023-06-19,161.97569274902344,163.5,172.5,163.0,164.85000610351562,239969,2023-06-19
2023-06-26,163.6598358154297,165.1999969482422,168.75,162.5500030517578,166.89999389648438,110975,2023-06-26
2023-07-03,166.68141174316406,168.25,172.0,163.64999389648438,166.39999389648438,243337,2023-07-03
2023-07-10,163.9075164794922,165.4499969482422,170.10000610351562,163.10000610351562,168.25,136848,2023-07-10
2023-07-17,166.13653564453125,167.6999969482422,175.8000030517578,166.0,169.0,386414,2023-07-17
2023-07-24,163.21405029296875,164.75,169.6999969482422,160.0,168.0500030517578,202555,2023-07-24
2023-07-31,170.5450439453125,172.14999389648438,178.3000030517578,165.10000610351562,166.0,525136,2023-07-31
2023-08-07,166.18606567382812,167.75,176.25,166.5500030517578,174.4499969482422,186780,2023-08-07
2023-08-14,166.13653564453125,167.6999969482422,172.0,162.0,167.75,195178,2023-08-14
2023-08-21,189.9623260498047,191.75,198.39999389648438,166.0,168.0,1598887,2023-08-21
2023-08-28,182.9285125732422,184.64999389648438,197.89999389648438,184.0500030517578,192.89999389648438,684669,2023-08-28
2023-09-04,182.6808319091797,184.39999389648438,193.14999389648438,180.5500030517578,185.6999969482422,633679,2023-09-04
2023-09-11,176.3900604248047,178.0500030517578,188.39999389648438,172.14999389648438,185.0,564834,2023-09-11
2023-09-18,173.71522521972656,175.35000610351562,182.1999969482422,173.0,178.5,279249,2023-09-18
2023-09-25,179.097900390625,179.75,184.14999389648438,173.5500030517578,176.0,395293,2023-09-25
2023-10-02,179.7953643798828,180.4499969482422,184.25,173.60000610351562,179.75,285838,2023-10-02
2023-10-09,184.4783172607422,185.14999389648438,191.3000030517578,175.0,179.75,623104,2023-10-09
2023-10-16,185.07614135742188,185.75,193.64999389648438,183.14999389648438,185.0500030517578,835612,2023-10-16
2023-10-23,169.58255004882812,170.1999969482422,185.14999389648438,158.0500030517578,184.10000610351562,278493,2023-10-23
2023-10-30,169.38327026367188,170.0,176.5,167.9499969482422,171.39999389648438,181503,2023-10-30
2023-11-06,173.9665985107422,174.60000610351562,179.0,171.0,172.14999389648438,186633,2023-11-06
2023-11-13,200.6693572998047,201.39999389648438,206.10000610351562,173.64999389648438,175.5500030517578,1169203,2023-11-13
2023-11-20,196.93296813964844,197.64999389648438,209.5500030517578,194.10000610351562,203.0,730860,2023-11-20
2023-11-27,197.97915649414062,198.6999969482422,208.89999389648438,192.14999389648438,197.64999389648438,633359,2023-11-27
2023-12-04,205.1530303955078,205.89999389648438,218.0,198.0,203.0,1041422,2023-12-04
2023-12-11,207.49452209472656,208.25,214.9499969482422,200.60000610351562,206.0,753018,2023-12-11
2023-12-18,202.46282958984375,203.1999969482422,214.89999389648438,186.6999969482422,210.6999969482422,606991,2023-12-18
2023-12-25,203.8079376220703,204.5500030517578,217.8000030517578,200.0500030517578,203.1999969482422,424795,2023-12-25
2024-01-01,207.6439666748047,208.39999389648438,223.5,203.0,203.0,892996,2024-01-01
2024-01-08,216.26258850097656,217.0500030517578,223.39999389648438,199.35000610351562,208.89999389648438,736507,2024-01-08
2024-01-15,223.8848419189453,224.6999969482422,226.64999389648438,203.3000030517578,217.8000030517578,948164,2024-01-15
2024-01-22,228.6175994873047,229.4499969482422,237.39999389648438,214.3000030517578,224.6999969482422,615560,2024-01-22
2024-01-29,280.0802307128906,281.1000061035156,318.0,225.5,229.39999389648438,6270196,2024-01-29
2024-02-05,265.1844482421875,266.1499938964844,294.8500061035156,258.20001220703125,285.0,807326,2024-02-05
2024-02-12,302.4487609863281,303.54998779296875,306.3999938964844,242.5,265.8999938964844,1845486,2024-02-12
2024-02-19,276.74237060546875,277.75,313.5,275.25,306.8999938964844,713839,2024-02-19
2024-02-26,285.5602722167969,286.6000061035156,305.20001220703125,268.0,279.95001220703125,1034216,2024-02-26
2024-03-04,286.5068054199219,287.54998779296875,342.70001220703125,281.29998779296875,302.95001220703125,4311870,2024-03-04
2024-03-11,250.48797607421875,251.39999389648438,291.5,231.5500030517578,290.0,1129162,2024-03-11
2024-03-18,253.17819213867188,254.10000610351562,264.8999938964844,237.60000610351562,254.35000610351562,532734,2024-03-18
2024-03-25,241.32135009765625,242.1999969482422,260.0,240.39999389648438,254.10000610351562,289106,2024-03-25
2024-04-01,283.9162902832031,284.95001220703125,287.95001220703125,243.3000030517578,244.0,647519,2024-04-01
2024-04-08,259.5549621582031,260.5,286.95001220703125,257.1499938964844,286.3999938964844,310704,2024-04-08
2024-04-15,255.3203887939453,256.25,262.3999938964844,243.9499969482422,251.1999969482422,277120,2024-04-15
2024-04-22,270.76416015625,271.75,277.29998779296875,256.29998779296875,256.29998779296875,295860,2024-04-22
2024-04-29,267.7252197265625,268.70001220703125,297.95001220703125,266.6499938964844,280.0,380000,2024-04-29
2024-05-06,242.61663818359375,243.5,269.20001220703125,237.64999389648438,268.70001220703125,424997,2024-05-06
2024-05-13,240.42462158203125,241.3000030517578,253.6999969482422,232.75,243.5,338710,2024-05-13
2024-05-20,241.2715301513672,242.14999389648438,252.0,234.60000610351562,242.25,301419,2024-05-20
2024-05-27,223.8848419189453,224.6999969482422,245.85000610351562,221.9499969482422,238.0,262953,2024-05-27
2024-06-03,235.19366455078125,236.0500030517578,238.60000610351562,192.10000610351562,230.9499969482422,632868,2024-06-03
2024-06-10,244.11119079589844,245.0,251.05999755859375,233.0,238.89999389648438,436700,2024-06-10
2024-06-17,269.8175964355469,270.79998779296875,286.3599853515625,244.05999755859375,245.0,1807648,2024-06-17
2024-06-24,258.8176574707031,259.760009765625,270.6000061035156,253.10000610351562,270.6000061035156,356465,2024-06-24
2024-07-01,273.8030700683594,274.79998779296875,288.79998779296875,256.0,258.1000061035156,1173612,2024-07-01
2024-07-08,279.2831115722656,280.29998779296875,309.29998779296875,274.04998779296875,277.29998779296875,1780542,2024-07-08
2024-07-15,263.73974609375,264.70001220703125,282.20001220703125,262.20001220703125,281.75,441317,2024-07-15
2024-07-22,283.26861572265625,284.29998779296875,298.70001220703125,259.04998779296875,263.6000061035156,1009193,2024-07-22
2024-07-29,296.4207458496094,297.5,308.0,275.70001220703125,284.0,1404967,2024-07-29
2024-08-05,274.30126953125,275.29998779296875,288.8999938964844,262.79998779296875,288.0,596306,2024-08-05
2024-08-12,271.2623291015625,272.25,295.0,268.54998779296875,271.5,711635,2024-08-12
2024-08-19,301.9007873535156,303.0,326.0,271.1000061035156,274.8500061035156,2253726,2024-08-19
2024-08-26,294.8763732910156,295.95001220703125,313.6000061035156,285.54998779296875,307.54998779296875,775974,2024-08-26
2024-09-02,284.4144592285156,285.45001220703125,308.20001220703125,284.0,299.8999938964844,465642,2024-09-02
2024-09-09,282.4715270996094,283.5,291.20001220703125,273.5,284.70001220703125,430897,2024-09-09
2024-09-16,265.3999938964844,265.3999938964844,300.25,264.25,284.20001220703125,746775,2024-09-16
2024-09-23,266.0,266.0,277.8999938964844,259.1000061035156,267.3999938964844,292850,2024-09-23
2024-09-30,255.9499969482422,255.9499969482422,273.95001220703125,253.8000030517578,267.1000061035156,196425,2024-09-30
2024-10-07,255.5500030517578,255.5500030517578,264.0,238.0,257.25,224012,2024-10-07
2024-10-14,257.79998779296875,257.79998779296875,272.95001220703125,250.0,255.5500030517578,219973,2024-10-14
2024-10-21,226.9499969482422,226.9499969482422,259.45001220703125,225.0,256.79998779296875,200784,2024-10-21
2024-10-28,264.6499938964844,264.6499938964844,268.1000061035156,224.1999969482422,228.5,257901,2024-10-28
2024-11-04,268.04998779296875,268.04998779296875,273.79998779296875,252.4499969482422,261.25,203691,2024-11-04
2024-11-11,284.54998779296875,284.54998779296875,314.8999938964844,276.1000061035156,300.29998779296875,2549519,2024-11-11
2024-11-18,315.1499938964844,315.1499938964844,330.0,271.29998779296875,284.54998779296875,3468753,2024-11-18
2024-11-25,354.45001220703125,354.45001220703125,370.0,312.0,318.75,3479924,2024-11-25
2024-12-02,357.0,357.0,379.95001220703125,346.6000061035156,355.0,1147585,2024-12-02
2024-12-09,385.8500061035156,385.8500061035156,406.95001220703125,350.95001220703125,356.3999938964844,2830140,2024-12-09
2024-12-16,323.45001220703125,323.45001220703125,398.3999938964844,323.45001220703125,388.0,1084060,2024-12-16
2024-12-23,286.1499938964844,286.1499938964844,319.0,284.0,313.79998779296875,271617,2024-12-23
2024-12-30,305.1000061035156,305.1000061035156,306.95001220703125,276.1499938964844,289.8500061035156,182235,2024-12-30
2025-01-06,271.6499938964844,271.6499938964844,304.3999938964844,268.20001220703125,304.3999938964844,233704,2025-01-06
2025-01-13,271.79998779296875,271.79998779296875,284.79998779296875,246.6999969482422,262.0,141084,2025-01-13
2025-01-20,260.8999938964844,260.8999938964844,278.79998779296875,254.8000030517578,272.0,54053,2025-01-20
2025-01-27,275.3500061035156,275.3500061035156,280.0,239.5500030517578,260.0,126159,2025-01-27
2025-02-03,271.1000061035156,271.1000061035156,281.95001220703125,264.0,276.79998779296875,54332,2025-02-03
2025-02-10,263.29998779296875,263.29998779296875,277.0,241.9499969482422,268.0,69543,2025-02-10
2025-02-17,257.25,257.25,267.0,240.35000610351562,251.5500030517578,52813,2025-02-17
2025-02-24,233.1999969482422,233.1999969482422,260.45001220703125,233.1999969482422,257.25,46967,2025-02-24
2025-03-03,256.67999267578125,256.67999267578125,259.45001220703125,220.11000061035156,233.1999969482422,55375,2025-03-03
2025-03-10,244.8300018310547,244.8300018310547,265.989990234375,241.0,265.989990234375,52601,2025-03-10
2025-03-17,251.55999755859375,251.55999755859375,256.79998779296875,237.0,245.0,76409,2025-03-17
2025-03-24,253.6199951171875,253.6199951171875,284.0,252.02000427246094,260.989990234375,304461,2025-03-24
2025-03-31,260.1000061035156,260.1000061035156,273.04998779296875,252.0,253.6199951171875,122215,2025-03-31
2025-04-07,258.0,258.0,259.45001220703125,236.64999389648438,257.0,102064,2025-04-07
2025-04-14,267.1000061035156,267.1000061035156,278.0,258.0,258.0,124654,2025-04-14
2025-04-21,275.1000061035156,275.1000061035156,286.95001220703125,265.1499938964844,271.8500061035156,197803,2025-04-21
2025-04-28,305.1499938964844,305.1499938964844,322.0,268.3500061035156,277.6499938964844,850977,2025-04-28
2025-05-05,273.75,273.75,310.8500061035156,271.04998779296875,298.29998779296875,310239,2025-05-05
2025-05-12,306.8500061035156,306.8500061035156,315.75,281.95001220703125,281.95001220703125,324860,2025-05-12
2025-05-19,303.8500061035156,303.8500061035156,332.45001220703125,296.29998779296875,306.8500061035156,437208,2025-05-19
2025-05-26,298.3999938964844,298.3999938964844,308.45001220703125,296.04998779296875,306.8999938964844,156894,2025-05-26
2025-06-02,317.54998779296875,317.54998779296875,326.0,289.95001220703125,295.29998779296875,324003,2025-06-02
2025-06-09,318.3500061035156,318.3500061035156,340.0,310.1000061035156,320.8999938964844,280755,2025-06-09
2025-06-16,314.95001220703125,314.95001220703125,328.79998779296875,306.20001220703125,321.54998779296875,232445,2025-06-16
2025-06-23,324.79998779296875,324.79998779296875,335.0,306.20001220703125,311.0,298971,2025-06-23
2025-06-30,335.75,335.75,351.54998779296875,324.3500061035156,328.8999938964844,579519,2025-06-30
2025-07-07,345.70001220703125,345.70001220703125,371.3999938964844,335.5,337.70001220703125,645350,2025-07-07
2025-07-14,373.8999938964844,373.8999938964844,377.0,340.0,343.0,278793,2025-07-14
