Date,Adj Close_MGL.NS,Close_MGL.NS,High_MGL.NS,Low_MGL.NS,Open_MGL.NS,Volume_MGL.NS,Date
2022-03-28,739.3388061523438,795.75,803.0,737.8499755859375,758.2999877929688,4448875,2022-03-28
2022-04-04,770.0458374023438,828.7999877929688,865.0,796.25,803.2999877929688,3867561,2022-04-04
2022-04-11,770.3245239257812,829.0999755859375,847.5999755859375,811.0,834.4500122070312,1474226,2022-04-11
2022-04-18,765.4465942382812,823.8499755859375,838.6500244140625,797.9500122070312,828.7000122070312,1551374,2022-04-18
2022-04-25,714.6708984375,769.2000122070312,847.2000122070312,766.0,817.9500122070312,3767813,2022-04-25
2022-05-02,709.7930297851562,763.9500122070312,780.0,752.5499877929688,765.9500122070312,1111826,2022-05-02
2022-05-09,688.0054321289062,740.5,799.0,737.2999877929688,757.0,4766417,2022-05-09
2022-05-16,708.6317138671875,762.7000122070312,776.5,735.0,741.5499877929688,1345454,2022-05-16
2022-05-23,681.9197998046875,733.9500122070312,768.1500244140625,712.4000244140625,765.0,1174946,2022-05-23
2022-05-30,708.07421875,762.0999755859375,775.2000122070312,736.0,736.0,874824,2022-05-30
2022-06-06,711.3726196289062,765.6500244140625,781.7999877929688,753.1500244140625,764.0,1488712,2022-06-06
2022-06-13,649.4010009765625,698.9500122070312,784.5499877929688,696.0,758.0,3034901,2022-06-13
2022-06-20,702.4066162109375,756.0,760.1500244140625,665.7999877929688,700.0,2819611,2022-06-20
2022-06-27,715.3212890625,769.9000244140625,771.75,748.4000244140625,765.0,1799567,2022-06-27
2022-07-04,746.1212158203125,803.0499877929688,812.4500122070312,763.5999755859375,765.0,1938160,2022-07-04
2022-07-11,739.9426879882812,796.4000244140625,810.0,788.2000122070312,803.0499877929688,987132,2022-07-11
2022-07-18,698.6902465820312,752.0,806.7999877929688,750.0,795.0,1661716,2022-07-18
2022-07-25,700.2697143554688,753.7000122070312,759.5,725.0,745.0,1785145,2022-07-25
2022-08-01,729.5365600585938,785.2000122070312,795.4500122070312,756.5499877929688,760.0,2354725,2022-08-01
2022-08-08,826.6751098632812,889.75,902.0,790.0999755859375,790.0999755859375,9274497,2022-08-08
2022-08-15,821.823486328125,867.6500244140625,925.0,863.9500122070312,889.75,4367111,2022-08-15
2022-08-22,809.5574340820312,854.7000122070312,872.0,840.9500122070312,868.9000244140625,1556614,2022-08-22
2022-08-29,825.9910278320312,872.0499877929688,892.0,840.0,847.5,1757634,2022-08-29
2022-09-05,833.7579345703125,880.25,897.5999755859375,856.0,872.5,1229703,2022-09-05
2022-09-12,805.3424072265625,850.25,904.5499877929688,847.0,884.5499877929688,1815316,2022-09-12
2022-09-19,793.6920166015625,837.9500122070312,906.0,834.0,852.0,3057931,2022-09-19
2022-09-26,788.198486328125,832.1500244140625,885.0,790.0,835.0,4840240,2022-09-26
2022-10-03,775.8850708007812,819.1500244140625,841.0,796.0499877929688,821.9500122070312,2664639,2022-10-03
2022-10-10,765.702880859375,808.4000244140625,820.4000244140625,771.4000244140625,819.1500244140625,1804449,2022-10-10
2022-10-17,742.2600708007812,783.6500244140625,816.1500244140625,773.0,811.4500122070312,2127928,2022-10-17
2022-10-24,810.7413330078125,855.9500122070312,875.0,780.2999877929688,790.0,3308446,2022-10-24
2022-10-31,842.8508911132812,889.8499755859375,894.0,847.0,856.2000122070312,1271286,2022-10-31
2022-11-07,829.7797241210938,876.0499877929688,897.9500122070312,867.7999877929688,894.5,1301374,2022-11-07
2022-11-14,849.386474609375,896.75,913.0,837.0499877929688,861.0,3532554,2022-11-14
2022-11-21,844.1295166015625,891.2000122070312,917.0,845.0499877929688,899.3499755859375,2665231,2022-11-21
2022-11-28,859.3318481445312,907.25,922.5,882.0,891.0,2595790,2022-11-28
2022-12-05,825.1386108398438,871.1500244140625,912.5499877929688,863.0,909.0,1453480,2022-12-05
2022-12-12,842.2352294921875,889.2000122070312,909.0,860.0,873.4500122070312,1674605,2022-12-12
2022-12-19,785.0253295898438,828.7999877929688,918.8499755859375,825.0,890.5999755859375,2697773,2022-12-19
2022-12-26,793.9762573242188,838.25,857.7999877929688,820.0999755859375,830.0,1044946,2022-12-26
2023-01-02,814.1512451171875,859.5499877929688,874.2999877929688,834.2999877929688,842.7000122070312,1157250,2023-01-02
2023-01-09,809.794189453125,854.9500122070312,874.4500122070312,847.0,863.8499755859375,588895,2023-01-09
2023-01-16,821.9181518554688,867.75,882.7999877929688,841.0,855.0999755859375,856843,2023-01-16
2023-01-23,805.7686157226562,850.7000122070312,893.6500244140625,844.3499755859375,867.7999877929688,976811,2023-01-23
2023-01-30,805.4371337890625,850.3499755859375,898.0499877929688,830.5,852.5499877929688,1753745,2023-01-30
2023-02-06,853.7435302734375,901.3499755859375,908.7000122070312,851.0,851.5999755859375,1615945,2023-02-06
2023-02-13,840.056640625,886.9000244140625,931.7000122070312,868.0,902.5,2702204,2023-02-13
2023-02-20,843.5957641601562,880.6500244140625,904.3499755859375,864.7000122070312,887.0,1262862,2023-02-20
2023-02-27,868.7412719726562,906.9000244140625,917.0,867.25,876.0,1514208,2023-02-27
2023-03-06,944.8482666015625,986.3499755859375,1006.25,917.25,920.0,8247109,2023-03-06
2023-03-13,942.9803466796875,984.4000244140625,1006.6500244140625,966.0499877929688,986.3499755859375,3453362,2023-03-13
2023-03-20,919.9422607421875,960.3499755859375,999.4500122070312,957.2999877929688,978.0499877929688,2052058,2023-03-20
2023-03-27,942.0703125,983.4500122070312,991.9500122070312,945.4000244140625,955.2000122070312,1754851,2023-03-27
2023-04-03,941.7349853515625,983.0999755859375,995.7999877929688,909.0,995.7999877929688,4470311,2023-04-03
2023-04-10,949.4463500976562,991.1500244140625,1024.5,973.1500244140625,1000.4500122070312,3501672,2023-04-10
2023-04-17,961.5640869140625,1003.7999877929688,1035.0,982.0,982.0,2585366,2023-04-17
2023-04-24,966.2099609375,1008.6500244140625,1022.0999755859375,998.8499755859375,1003.7999877929688,1690605,2023-04-24
2023-05-01,938.3822631835938,979.5999755859375,1018.0,976.0,1008.6500244140625,1102485,2023-05-01
2023-05-08,1004.239501953125,1048.3499755859375,1103.0,979.0,981.0999755859375,10989131,2023-05-08
2023-05-15,985.8953247070312,1029.199951171875,1074.0999755859375,1025.25,1048.6500244140625,1881037,2023-05-15
2023-05-22,991.73876953125,1035.300048828125,1047.199951171875,1020.9500122070312,1027.949951171875,996572,2023-05-22
2023-05-29,994.1334838867188,1037.800048828125,1079.9000244140625,1030.0999755859375,1044.449951171875,1980790,2023-05-29
2023-06-05,982.1115112304688,1025.25,1046.949951171875,1020.0499877929688,1040.0,872557,2023-06-05
2023-06-12,1001.2221069335938,1045.199951171875,1056.5999755859375,1015.0999755859375,1032.0,1070904,2023-06-12
2023-06-19,973.7776489257812,1016.5499877929688,1069.0,1013.5,1045.199951171875,1622585,2023-06-19
2023-06-26,1004.3832397460938,1048.5,1062.3499755859375,1010.0,1011.0,2161165,2023-06-26
2023-07-03,1064.876220703125,1111.6500244140625,1124.3499755859375,1049.5,1054.0,2589123,2023-07-03
2023-07-10,1036.4737548828125,1082.0,1134.0,1073.550048828125,1111.75,2212658,2023-07-10
2023-07-17,1020.4285278320312,1065.25,1096.800048828125,1057.199951171875,1081.050048828125,1128625,2023-07-17
2023-07-24,1065.259521484375,1112.050048828125,1124.75,1043.25,1075.0,2298986,2023-07-24
2023-07-31,1011.80712890625,1056.25,1144.0,1053.8499755859375,1116.5,5170642,2023-07-31
2023-08-07,968.5568237304688,1011.0999755859375,1093.75,1008.0999755859375,1070.0,2974056,2023-08-07
2023-08-14,939.4839477539062,980.75,995.7999877929688,970.5499877929688,995.7999877929688,1293071,2023-08-14
2023-08-21,981.4048461914062,1008.2999877929688,1016.0,981.0,986.9500122070312,1858846,2023-08-21
2023-08-28,1002.8179931640625,1030.300048828125,1035.0,1003.4500122070312,1008.2999877929688,1591901,2023-08-28
2023-09-04,1028.4652099609375,1056.6500244140625,1077.9000244140625,1022.9500122070312,1033.8499755859375,2566894,2023-09-04
2023-09-11,1025.253173828125,1053.3499755859375,1062.75,1005.2000122070312,1060.949951171875,3215535,2023-09-11
2023-09-18,993.3767700195312,1020.5999755859375,1064.6500244140625,1010.5999755859375,1055.0,1142291,2023-09-18
2023-09-25,1001.4066162109375,1028.8499755859375,1042.0,1002.9000244140625,1020.5999755859375,1394668,2023-09-25
2023-10-02,1083.8475341796875,1113.550048828125,1149.0,1028.8499755859375,1028.8499755859375,8811565,2023-10-02
2023-10-09,1098.00927734375,1128.0999755859375,1144.9000244140625,1095.300048828125,1101.550048828125,2297630,2023-10-09
2023-10-16,1002.5747680664062,1030.050048828125,1152.0,1019.5,1128.050048828125,3869189,2023-10-16
2023-10-23,961.9382934570312,988.2999877929688,1045.0,978.75,1030.0,3165974,2023-10-23
2023-10-30,1011.2372436523438,1038.949951171875,1055.0,999.0,1020.0,3701336,2023-10-30
2023-11-06,1014.01123046875,1041.800048828125,1058.199951171875,1019.5999755859375,1044.4000244140625,1641272,2023-11-06
2023-11-13,1020.48388671875,1048.449951171875,1070.949951171875,1028.050048828125,1035.0,1203256,2023-11-13
2023-11-20,997.2214965820312,1024.550048828125,1053.5999755859375,1017.5499877929688,1053.5999755859375,930649,2023-11-20
2023-11-27,1034.7431640625,1063.0999755859375,1081.9000244140625,1017.6500244140625,1024.550048828125,1172201,2023-11-27
2023-12-04,1124.9217529296875,1155.75,1178.1500244140625,1064.0,1075.0,3650694,2023-12-04
2023-12-11,1151.34765625,1182.9000244140625,1191.699951171875,1158.550048828125,1164.800048828125,2635548,2023-12-11
2023-12-18,1162.832763671875,1194.699951171875,1220.449951171875,1136.0,1185.0,3408800,2023-12-18
2023-12-25,1168.47802734375,1200.5,1231.4000244140625,1173.050048828125,1194.699951171875,1584328,2023-12-25
2024-01-01,1205.0751953125,1238.0999755859375,1252.0,1187.949951171875,1201.0,1870354,2024-01-01
2024-01-08,1230.47900390625,1264.199951171875,1272.0,1168.25,1245.5,3373962,2024-01-08
2024-01-15,1290.630615234375,1326.0,1345.0,1240.4000244140625,1269.949951171875,3496106,2024-01-15
2024-01-22,1337.496337890625,1374.1500244140625,1387.0,1303.550048828125,1326.0,3239153,2024-01-22
2024-01-29,1437.5540771484375,1476.949951171875,1514.6500244140625,1381.0,1388.0,3824295,2024-01-29
2024-02-05,1434.682861328125,1474.0,1554.300048828125,1440.4000244140625,1471.5,2397207,2024-02-05
2024-02-12,1488.826904296875,1517.199951171875,1534.800048828125,1435.699951171875,1470.0,1869328,2024-02-12
2024-02-19,1495.1072998046875,1523.5999755859375,1547.8499755859375,1486.300048828125,1524.75,1333807,2024-02-19
2024-02-26,1470.8201904296875,1498.8499755859375,1537.0,1452.75,1526.949951171875,1651121,2024-02-26
2024-03-04,1291.340576171875,1315.949951171875,1580.0,1297.300048828125,1503.0,11883679,2024-03-04
2024-03-11,1240.558349609375,1264.199951171875,1329.050048828125,1201.0,1329.050048828125,5377937,2024-03-11
2024-03-18,1314.4501953125,1339.5,1342.699951171875,1248.699951171875,1270.9000244140625,2484443,2024-03-18
2024-03-25,1338.5411376953125,1364.050048828125,1381.0,1316.5,1339.5,1530958,2024-03-25
2024-04-01,1413.2669677734375,1440.199951171875,1470.800048828125,1365.6500244140625,1368.5,2431940,2024-04-01
2024-04-08,1401.98193359375,1428.699951171875,1488.9000244140625,1425.550048828125,1442.0,1233412,2024-04-08
2024-04-15,1365.33056640625,1391.3499755859375,1489.0,1367.199951171875,1422.0,2484942,2024-04-15
2024-04-22,1433.62890625,1460.949951171875,1496.0,1370.0,1405.300048828125,1630608,2024-04-22
2024-04-29,1402.3746337890625,1429.0999755859375,1475.0,1414.5999755859375,1475.0,1091599,2024-04-29
2024-05-06,1276.0323486328125,1300.3499755859375,1443.949951171875,1257.0,1434.5,3397973,2024-05-06
2024-05-13,1295.11865234375,1319.800048828125,1335.9000244140625,1269.5,1335.9000244140625,2069227,2024-05-13
2024-05-20,1266.90625,1291.050048828125,1319.800048828125,1286.3499755859375,1318.949951171875,951384,2024-05-20
2024-05-27,1273.726318359375,1298.0,1316.0,1274.0,1305.9000244140625,1676862,2024-05-27
2024-06-03,1355.2232666015625,1381.050048828125,1404.6500244140625,1180.3499755859375,1350.0,3538404,2024-06-03
2024-06-10,1438.4373779296875,1465.8499755859375,1479.0,1391.050048828125,1440.0,4024332,2024-06-10
2024-06-17,1459.6334228515625,1487.449951171875,1529.0,1434.050048828125,1465.8499755859375,2751510,2024-06-17
2024-06-24,1567.03662109375,1596.9000244140625,1628.0,1459.5,1480.25,5415953,2024-06-24
2024-07-01,1667.6197509765625,1699.4000244140625,1858.3499755859375,1596.0999755859375,1604.9000244140625,11589861,2024-07-01
2024-07-08,1664.77392578125,1696.5,1762.25,1641.550048828125,1700.25,5506325,2024-07-08
2024-07-15,1666.245849609375,1698.0,1777.800048828125,1683.550048828125,1696.050048828125,2428055,2024-07-15
2024-07-22,1811.5762939453125,1846.0999755859375,1853.300048828125,1639.6500244140625,1683.0,4140171,2024-07-22
2024-07-29,1811.3309326171875,1845.8499755859375,1912.1500244140625,1805.0,1850.0,2545743,2024-07-29
2024-08-05,1772.1771240234375,1805.949951171875,1859.949951171875,1758.0999755859375,1805.0,2765187,2024-08-05
2024-08-12,1783.9036865234375,1817.9000244140625,1846.550048828125,1719.1500244140625,1806.0,1432843,2024-08-12
2024-08-19,1751.5621337890625,1767.0,1874.949951171875,1762.5,1832.0,1423026,2024-08-19
2024-08-26,1776.4427490234375,1792.0999755859375,1838.0,1753.5,1779.0,1689448,2024-08-26
2024-09-02,1822.93310546875,1839.0,1912.0,1793.25,1794.449951171875,2807797,2024-09-02
2024-09-09,1782.935546875,1798.6500244140625,1906.0,1790.050048828125,1841.9000244140625,2394460,2024-09-09
2024-09-16,1888.009521484375,1904.6500244140625,1943.0,1793.949951171875,1798.6500244140625,7497852,2024-09-16
2024-09-23,1929.5928955078125,1946.5999755859375,1988.0,1870.0,1904.0,4349034,2024-09-23
2024-09-30,1893.65966796875,1910.3499755859375,1958.0,1877.0,1930.0,2195301,2024-09-30
2024-10-07,1817.9766845703125,1834.0,1923.75,1797.300048828125,1920.0,2291599,2024-10-07
2024-10-14,1568.42626953125,1582.25,1857.0,1503.75,1837.0,7260967,2024-10-14
2024-10-21,1484.1688232421875,1497.25,1616.5999755859375,1469.25,1588.050048828125,2815512,2024-10-21
2024-10-28,1433.416259765625,1446.050048828125,1485.6500244140625,1390.550048828125,1480.0,3239767,2024-10-28
2024-11-04,1409.2293701171875,1421.6500244140625,1460.5,1350.0,1453.699951171875,2851360,2024-11-04
2024-11-11,1301.181640625,1312.6500244140625,1420.3499755859375,1306.5,1419.0,1380383,2024-11-11
2024-11-18,1147.38720703125,1157.5,1221.0,1075.25,1221.0,10054737,2024-11-18
2024-11-25,1181.337890625,1191.75,1203.0,1153.0,1181.4000244140625,3463134,2024-11-25
2024-12-02,1273.22802734375,1284.449951171875,1309.0,1186.199951171875,1205.0,5515608,2024-12-02
2024-12-09,1286.06494140625,1297.4000244140625,1304.75,1256.5,1291.199951171875,3249812,2024-12-09
2024-12-16,1204.6822509765625,1215.300048828125,1309.5,1209.949951171875,1301.75,2949925,2024-12-16
2024-12-23,1227.4813232421875,1238.300048828125,1268.0,1204.5,1219.800048828125,1600137,2024-12-23
2024-12-30,1301.3798828125,1312.8499755859375,1329.5,1231.0,1239.4000244140625,3825950,2024-12-30
2025-01-06,1274.8636474609375,1286.0999755859375,1324.949951171875,1227.449951171875,1324.949951171875,6345144,2025-01-06
2025-01-13,1310.053466796875,1321.5999755859375,1332.800048828125,1214.5999755859375,1278.050048828125,3732984,2025-01-13
2025-01-20,1267.2803955078125,1278.449951171875,1329.449951171875,1254.25,1329.449951171875,1809213,2025-01-20
2025-01-27,1361.5,1373.5,1385.449951171875,1239.550048828125,1268.0,8289057,2025-01-27
2025-02-03,1347.622314453125,1359.5,1376.300048828125,1289.0999755859375,1345.050048828125,1988885,2025-02-03
2025-02-10,1239.5999755859375,1239.5999755859375,1357.949951171875,1225.949951171875,1355.550048828125,1719769,2025-02-10
2025-02-17,1334.449951171875,1334.449951171875,1365.8499755859375,1205.75,1239.0,2166933,2025-02-17
2025-02-24,1237.5,1237.5,1329.6500244140625,1233.0,1313.0,1559067,2025-02-24
2025-03-03,1284.0,1284.0,1339.949951171875,1195.550048828125,1260.0,2942427,2025-03-03
2025-03-10,1285.949951171875,1285.949951171875,1307.9000244140625,1242.300048828125,1280.0,1032832,2025-03-10
2025-03-17,1380.0,1380.0,1392.949951171875,1283.5999755859375,1288.050048828125,1724120,2025-03-17
2025-03-24,1386.949951171875,1386.949951171875,1407.4000244140625,1333.0,1383.0,1829295,2025-03-24
2025-03-31,1330.9000244140625,1330.9000244140625,1407.0,1321.050048828125,1386.949951171875,1152281,2025-03-31
2025-04-07,1277.5,1277.5,1358.8499755859375,1238.6500244140625,1272.0,2071832,2025-04-07
2025-04-14,1251.5999755859375,1251.5999755859375,1321.5,1230.5,1277.5,3692664,2025-04-14
2025-04-21,1279.5999755859375,1279.5999755859375,1359.5999755859375,1255.699951171875,1264.9000244140625,3031592,2025-04-21
2025-04-28,1355.5,1355.5,1387.199951171875,1281.0,1282.800048828125,2374688,2025-04-28
2025-05-05,1362.5,1362.5,1435.4000244140625,1317.699951171875,1362.0999755859375,3352488,2025-05-05
2025-05-12,1391.4000244140625,1391.4000244140625,1420.0,1363.0,1377.0999755859375,1839294,2025-05-12
2025-05-19,1348.800048828125,1348.800048828125,1434.199951171875,1342.0,1391.4000244140625,1733949,2025-05-19
2025-05-26,1325.199951171875,1325.199951171875,1398.9000244140625,1318.0,1352.699951171875,2548119,2025-05-26
2025-06-02,1329.5999755859375,1329.5999755859375,1376.4000244140625,1290.5999755859375,1332.9000244140625,3957045,2025-06-02
2025-06-09,1344.5,1344.5,1427.0,1307.0999755859375,1360.0,5965010,2025-06-09
2025-06-16,1394.800048828125,1394.800048828125,1444.0,1348.199951171875,1348.9000244140625,4021677,2025-06-16
2025-06-23,1511.800048828125,1511.800048828125,1525.0,1366.0999755859375,1388.0,4934694,2025-06-23
