Date,Adj Close_HAVELLS.NS,Close_HAVELLS.NS,High_HAVELLS.NS,Low_HAVELLS.NS,Open_HAVELLS.NS,Volume_HAVELLS.NS,Date
2025-05-12,1571.35791015625,1577.4000244140625,1623.699951171875,1565.199951171875,1576.5999755859375,4788993,2025-05-12
2025-05-19,1567.5723876953125,1573.5999755859375,1600.800048828125,1555.199951171875,1588.0,4907098,2025-05-19
2025-05-26,1527.0,1527.0,1589.300048828125,1522.5999755859375,1588.800048828125,4208307,2025-05-26
2025-06-02,1523.199951171875,1523.199951171875,1533.800048828125,1482.0,1529.699951171875,5021495,2025-06-02
2025-06-09,1541.0999755859375,1541.0999755859375,1583.699951171875,1485.300048828125,1536.0,3825546,2025-06-09
2025-06-16,1533.5,1533.5,1569.300048828125,1510.9000244140625,1535.5,2914223,2025-06-16
2025-06-23,1566.800048828125,1566.800048828125,1599.0,1530.0,1532.0,6143782,2025-06-23
2025-06-30,1577.5999755859375,1577.5999755859375,1592.0,1535.4000244140625,1572.300048828125,4535288,2025-06-30
2025-07-07,1527.800048828125,1527.800048828125,1593.5,1511.0999755859375,1581.699951171875,5316421,2025-07-07
2025-07-14,1538.0,1538.0,1541.0,1513.0,1521.5,1686826,2025-07-14
