Date,Adj Close_RADIANTCMS.NS,Close_RADIANTCMS.NS,High_RADIANTCMS.NS,Low_RADIANTCMS.NS,Open_RADIANTCMS.NS,Volume_RADIANTCMS.NS,Date
2024-03-18,76.98648834228516,79.25,80.5999984741211,75.0,79.55000305175781,1742872,2024-03-18
2024-03-25,73.97502899169922,76.1500015258789,80.0,75.0,79.25,1054291,2024-03-25
2024-04-01,81.60082244873047,84.0,86.3499984741211,76.1500015258789,76.1500015258789,1079821,2024-04-01
2024-04-08,82.76654052734375,85.19999694824219,85.94999694824219,82.19999694824219,85.8499984741211,495255,2024-04-08
2024-04-15,86.11801147460938,88.6500015258789,89.9000015258789,82.4000015258789,84.9000015258789,942415,2024-04-15
2024-04-22,83.49512481689453,85.94999694824219,90.5,85.80000305175781,90.3499984741211,613965,2024-04-22
2024-04-29,83.543701171875,86.0,89.80000305175781,85.25,86.8499984741211,933610,2024-04-29
2024-05-06,81.94082641601562,84.3499984741211,87.4000015258789,82.8499984741211,86.0,427923,2024-05-06
2024-05-13,84.17513275146484,86.6500015258789,88.0,82.80000305175781,85.9000015258789,424956,2024-05-13
2024-05-20,79.17222595214844,81.5,88.05000305175781,81.25,85.9000015258789,877685,2024-05-20
2024-05-27,74.80075073242188,77.0,82.0,76.9000015258789,81.55000305175781,965660,2024-05-27
2024-06-03,75.7721939086914,78.0,80.0,71.0999984741211,80.0,668524,2024-06-03
2024-06-10,79.48308563232422,81.81999969482422,82.69999694824219,78.0999984741211,78.0999984741211,936207,2024-06-10
2024-06-17,78.93907928466797,81.26000213623047,84.5,80.48999786376953,81.81999969482422,912045,2024-06-17
2024-06-24,77.16134643554688,79.43000030517578,82.69999694824219,78.91000366210938,81.44999694824219,837716,2024-06-24
2024-07-01,77.69564056396484,79.9800033569336,81.6500015258789,79.3499984741211,79.3499984741211,757729,2024-07-01
2024-07-08,81.42596435546875,83.81999969482422,86.4000015258789,79.5999984741211,81.04000091552734,2299343,2024-07-08
2024-07-15,77.47220611572266,79.75,84.9000015258789,79.55000305175781,84.9000015258789,644908,2024-07-15
2024-07-22,80.1922378540039,82.55000305175781,85.0,78.0,79.75,1496307,2024-07-22
2024-07-29,82.49454498291016,84.91999816894531,91.5,82.55000305175781,82.55000305175781,2864527,2024-07-29
2024-08-05,81.4551010131836,83.8499984741211,86.55000305175781,79.5999984741211,80.5199966430664,1372544,2024-08-05
2024-08-12,80.8625259399414,83.23999786376953,83.9800033569336,79.0,82.56999969482422,683846,2024-08-12
2024-08-19,85.302001953125,87.80999755859375,89.41000366210938,82.77999877929688,84.69999694824219,1259696,2024-08-19
2024-08-26,78.10364532470703,80.4000015258789,89.9000015258789,80.0,89.38999938964844,1917031,2024-08-26
2024-09-02,80.20999908447266,80.20999908447266,83.37999725341797,78.75,81.0,1201841,2024-09-02
2024-09-09,82.48999786376953,82.48999786376953,83.16999816894531,78.94999694824219,80.9800033569336,1751704,2024-09-09
2024-09-16,80.18000030517578,80.18000030517578,88.37000274658203,79.58000183105469,83.0,3527970,2024-09-16
2024-09-23,79.91999816894531,79.91999816894531,82.43000030517578,77.66000366210938,81.44999694824219,3811469,2024-09-23
2024-09-30,80.20999908447266,80.20999908447266,83.08000183105469,79.05999755859375,79.93000030517578,998750,2024-09-30
2024-10-07,79.62000274658203,79.62000274658203,85.0,78.4000015258789,80.55000305175781,1901210,2024-10-07
2024-10-14,80.0999984741211,80.0999984741211,82.91000366210938,78.69999694824219,79.62000274658203,1107139,2024-10-14
2024-10-21,73.91000366210938,73.91000366210938,81.25,72.01000213623047,80.9800033569336,1464994,2024-10-21
2024-10-28,77.51000213623047,77.51000213623047,78.30000305175781,72.51000213623047,73.91000366210938,476776,2024-10-28
2024-11-04,76.80000305175781,76.80000305175781,78.6500015258789,75.5,77.5199966430664,374426,2024-11-04
2024-11-11,74.76000213623047,74.76000213623047,78.30000305175781,71.91999816894531,77.80000305175781,575989,2024-11-11
2024-11-18,73.70999908447266,73.70999908447266,75.81999969482422,71.98999786376953,75.37999725341797,485188,2024-11-18
2024-11-25,78.7300033569336,78.7300033569336,79.19999694824219,73.5,74.19000244140625,512268,2024-11-25
2024-12-02,76.73999786376953,76.73999786376953,79.73999786376953,75.11000061035156,79.73999786376953,590158,2024-12-02
2024-12-09,76.26000213623047,76.26000213623047,81.0,75.51000213623047,78.08000183105469,1231918,2024-12-09
2024-12-16,76.01000213623047,76.01000213623047,77.54000091552734,73.72000122070312,77.4000015258789,997655,2024-12-16
2024-12-23,75.43000030517578,75.43000030517578,77.38999938964844,75.19999694824219,77.06999969482422,512970,2024-12-23
2024-12-30,75.66000366210938,75.66000366210938,77.02999877929688,74.19999694824219,75.58999633789062,596685,2024-12-30
2025-01-06,74.70999908447266,74.70999908447266,76.9000015258789,74.5,75.66999816894531,553695,2025-01-06
2025-01-13,74.11000061035156,74.11000061035156,76.0,72.80000305175781,74.79000091552734,498640,2025-01-13
2025-01-20,71.68000030517578,71.68000030517578,75.5999984741211,71.30000305175781,75.5999984741211,468219,2025-01-20
2025-01-27,66.63999938964844,66.63999938964844,71.80000305175781,65.0,71.66999816894531,1108041,2025-01-27
2025-02-03,66.51000213623047,66.51000213623047,68.0,62.970001220703125,68.0,464001,2025-02-03
2025-02-10,63.86000061035156,63.86000061035156,67.19000244140625,60.599998474121094,66.75,971233,2025-02-10
2025-02-17,62.97999954223633,62.97999954223633,65.69999694824219,62.20000076293945,62.25,927776,2025-02-17
2025-02-24,60.369998931884766,60.369998931884766,62.810001373291016,59.560001373291016,62.04999923706055,492851,2025-02-24
2025-03-03,59.970001220703125,59.970001220703125,61.900001525878906,57.0099983215332,59.75,1956159,2025-03-03
2025-03-10,54.41999816894531,54.41999816894531,61.0,53.56999969482422,60.849998474121094,2059358,2025-03-10
2025-03-17,56.04999923706055,56.04999923706055,58.790000915527344,52.0099983215332,56.0,2439572,2025-03-17
2025-03-24,51.08000183105469,51.08000183105469,58.029998779296875,49.380001068115234,56.099998474121094,8892529,2025-03-24
2025-03-31,62.869998931884766,62.869998931884766,73.0,50.599998474121094,51.08000183105469,11106611,2025-03-31
2025-04-07,66.12999725341797,66.12999725341797,68.80000305175781,54.849998474121094,58.0,3270280,2025-04-07
2025-04-14,66.68000030517578,66.68000030517578,71.26000213623047,66.05000305175781,68.19999694824219,1118825,2025-04-14
2025-04-21,67.25,67.25,71.95999908447266,64.55999755859375,66.66999816894531,2406280,2025-04-21
2025-04-28,62.75,62.75,68.66000366210938,62.630001068115234,66.26000213623047,865143,2025-04-28
2025-05-05,62.279998779296875,62.279998779296875,65.69999694824219,60.0,62.13999938964844,1043087,2025-05-05
2025-05-12,73.18000030517578,73.18000030517578,73.80000305175781,63.59000015258789,63.900001525878906,2182784,2025-05-12
2025-05-19,69.2300033569336,69.2300033569336,73.0,67.2699966430664,73.0,1341119,2025-05-19
2025-05-26,64.93000030517578,64.93000030517578,68.55999755859375,63.810001373291016,68.55000305175781,2280197,2025-05-26
2025-06-02,66.80999755859375,66.80999755859375,68.69000244140625,64.26000213623047,64.9800033569336,779505,2025-06-02
2025-06-09,64.19000244140625,64.19000244140625,68.38999938964844,63.79999923706055,66.43000030517578,1880230,2025-06-09
2025-06-16,61.5,61.5,65.26000213623047,60.400001525878906,64.76000213623047,1500399,2025-06-16
2025-06-23,62.84000015258789,62.84000015258789,64.41999816894531,61.0,61.0,1086004,2025-06-23
2025-06-30,63.709999084472656,63.709999084472656,64.58999633789062,62.45000076293945,62.5099983215332,1669413,2025-06-30
2025-07-07,61.720001220703125,61.720001220703125,64.05000305175781,61.0,64.0,1041144,2025-07-07
2025-07-14,61.04999923706055,61.04999923706055,62.0,59.9900016784668,61.720001220703125,747811,2025-07-14
