Date,Adj Close_MANGCHEFER.NS,Close_MANGCHEFER.NS,High_MANGCHEFER.NS,Low_MANGCHEFER.NS,Open_MANGCHEFER.NS,Volume_MANGCHEFER.NS,Date
2022-01-17,74.85918426513672,77.55000305175781,83.30000305175781,75.94999694824219,79.1500015258789,3254723,2022-01-17
2022-01-24,77.89987182617188,80.69999694824219,81.69999694824219,73.0,77.0999984741211,1505510,2022-01-24
2022-01-31,78.9134521484375,81.75,86.5999984741211,76.8499984741211,81.05000305175781,4427583,2022-01-31
2022-02-07,75.48661804199219,78.19999694824219,82.5999984741211,76.69999694824219,81.75,1432898,2022-02-07
2022-02-14,72.30113220214844,74.9000015258789,79.55000305175781,72.0999984741211,77.0999984741211,929566,2022-02-14
2022-02-21,67.23329162597656,69.6500015258789,75.44999694824219,66.25,74.5,1061606,2022-02-21
2022-02-28,66.75064086914062,69.1500015258789,71.69999694824219,67.25,69.94999694824219,410626,2022-02-28
2022-03-07,70.5635757446289,73.0999984741211,76.30000305175781,64.4000015258789,68.5,1039072,2022-03-07
2022-03-14,70.61185455322266,73.1500015258789,74.5,70.0,73.4000015258789,932581,2022-03-14
2022-03-21,83.59516143798828,86.5999984741211,88.3499984741211,72.25,73.1500015258789,4869978,2022-03-21
2022-03-28,84.94658660888672,88.0,92.30000305175781,84.0,87.0,5771191,2022-03-28
2022-04-04,105.41098022460938,109.19999694824219,111.9000015258789,87.0999984741211,88.6500015258789,17254235,2022-04-04
2022-04-11,113.13340759277344,117.19999694824219,118.9000015258789,105.0999984741211,110.80000305175781,13721512,2022-04-11
2022-04-18,115.6431884765625,119.80000305175781,125.75,110.0,116.19999694824219,12561119,2022-04-18
2022-04-25,109.46525573730469,113.4000015258789,123.05000305175781,108.4000015258789,118.0,6673645,2022-04-25
2022-05-02,104.54222106933594,108.30000305175781,113.80000305175781,101.30000305175781,111.4000015258789,3547688,2022-05-02
2022-05-09,90.7384033203125,94.0,109.0,88.30000305175781,108.25,3126137,2022-05-09
2022-05-16,89.72482299804688,92.94999694824219,103.0,90.5999984741211,94.75,4897087,2022-05-16
2022-05-23,79.87875366210938,82.75,93.4000015258789,72.3499984741211,93.4000015258789,4103688,2022-05-23
2022-05-30,89.14564514160156,92.3499984741211,93.8499984741211,82.0,82.94999694824219,3003647,2022-05-30
2022-06-06,104.88007354736328,108.6500015258789,120.0,90.44999694824219,91.44999694824219,11992883,2022-06-06
2022-06-13,99.42611694335938,103.0,109.4000015258789,99.1500015258789,104.05000305175781,2610657,2022-06-13
2022-06-20,100.00529479980469,103.5999984741211,107.3499984741211,99.9000015258789,103.5,2571314,2022-06-20
2022-06-27,105.36273193359375,109.1500015258789,111.0,102.19999694824219,107.5,3423368,2022-06-27
2022-07-04,110.57535552978516,114.55000305175781,118.8499984741211,109.6500015258789,109.6500015258789,5793042,2022-07-04
2022-07-11,116.12583923339844,120.30000305175781,122.0,113.6500015258789,114.0999984741211,5201705,2022-07-11
2022-07-18,112.98860931396484,117.05000305175781,121.80000305175781,114.30000305175781,121.0,4803196,2022-07-18
2022-07-25,115.5466537475586,119.69999694824219,124.80000305175781,115.9000015258789,117.0,6201121,2022-07-25
2022-08-01,119.6491928100586,123.94999694824219,125.9000015258789,115.19999694824219,120.4000015258789,10765444,2022-08-01
2022-08-08,113.2781982421875,117.3499984741211,126.44999694824219,114.30000305175781,125.0,4442525,2022-08-08
2022-08-15,119.21480560302734,123.5,124.75,116.3499984741211,117.3499984741211,6184658,2022-08-15
2022-08-22,118.1529769897461,122.4000015258789,128.25,118.44999694824219,122.0,10951554,2022-08-22
2022-08-29,121.48326110839844,125.8499984741211,131.0,120.0,120.6500015258789,12340476,2022-08-29
2022-09-05,124.71702575683594,129.1999969482422,131.0500030517578,124.0999984741211,126.0999984741211,7531080,2022-09-05
2022-09-12,120.94723510742188,124.0999984741211,130.0,123.55000305175781,129.25,4625363,2022-09-12
2022-09-19,122.3116683959961,125.5,127.4000015258789,121.6500015258789,124.80000305175781,3661385,2022-09-19
2022-09-26,120.65486145019531,123.80000305175781,125.9000015258789,121.0999984741211,125.0999984741211,2439456,2022-09-26
2022-10-03,124.40704345703125,127.6500015258789,129.3000030517578,122.80000305175781,123.05000305175781,2358175,2022-10-03
2022-10-10,125.52783203125,128.8000030517578,129.75,126.19999694824219,127.0999984741211,2708990,2022-10-10
2022-10-17,119.09549713134766,122.19999694824219,131.85000610351562,121.55000305175781,129.0,3473601,2022-10-17
2022-10-24,114.41744995117188,117.4000015258789,124.94999694824219,116.19999694824219,123.4000015258789,1633325,2022-10-24
2022-10-31,82.49946594238281,84.6500015258789,116.75,81.0,116.69999694824219,9244729,2022-10-31
2022-11-07,80.8913803100586,83.0,86.69999694824219,82.0999984741211,86.0,1508398,2022-11-07
2022-11-14,76.310791015625,78.30000305175781,84.1500015258789,77.4000015258789,83.0,1266971,2022-11-14
2022-11-21,77.72394561767578,79.75,83.44999694824219,77.0999984741211,78.30000305175781,1521506,2022-11-21
2022-11-28,77.09046173095703,79.0999984741211,81.69999694824219,79.0,79.8499984741211,1208304,2022-11-28
2022-12-05,80.5502700805664,82.6500015258789,87.5,79.3499984741211,79.75,2283045,2022-12-05
2022-12-12,89.76019287109375,92.0999984741211,95.9000015258789,82.0999984741211,84.0,7897532,2022-12-12
2022-12-19,80.5502700805664,82.6500015258789,95.4000015258789,82.0,92.9000015258789,4768028,2022-12-19
2022-12-26,85.52070617675781,87.75,91.69999694824219,82.69999694824219,83.4000015258789,4482676,2022-12-26
2023-01-02,83.37660217285156,85.55000305175781,89.5,85.25,88.0999984741211,2046592,2023-01-02
2023-01-09,79.77059173583984,81.8499984741211,87.30000305175781,81.25,86.4000015258789,1578918,2023-01-09
2023-01-16,82.8893051147461,85.05000305175781,86.9000015258789,81.55000305175781,82.0,1919430,2023-01-16
2023-01-23,76.50570678710938,78.5,85.9000015258789,77.30000305175781,85.1500015258789,972210,2023-01-23
2023-01-30,78.45489501953125,80.5,90.0,77.1500015258789,78.4000015258789,5353593,2023-01-30
2023-02-06,76.35951232910156,78.3499984741211,81.1500015258789,78.1500015258789,80.4000015258789,767148,2023-02-06
2023-02-13,76.50570678710938,78.5,81.69999694824219,76.5,78.94999694824219,1543273,2023-02-13
2023-02-20,73.53318786621094,75.44999694824219,79.0999984741211,75.0999984741211,78.69999694824219,460807,2023-02-20
2023-02-27,74.70270538330078,76.6500015258789,77.6500015258789,72.69999694824219,75.4000015258789,1035598,2023-02-27
2023-03-06,92.87889862060547,95.30000305175781,98.0,76.1500015258789,76.6500015258789,7984951,2023-03-06
2023-03-13,97.11839294433594,99.6500015258789,100.6500015258789,91.0999984741211,95.0,2581072,2023-03-13
2023-03-20,96.38744354248047,98.9000015258789,104.94999694824219,94.6500015258789,97.19999694824219,2339876,2023-03-20
2023-03-27,95.41284942626953,97.9000015258789,99.25,94.0,99.25,844837,2023-03-27
2023-04-03,98.77519989013672,101.3499984741211,102.0999984741211,98.25,98.4000015258789,472323,2023-04-03
2023-04-10,99.65233612060547,102.25,106.69999694824219,101.19999694824219,104.0,1482905,2023-04-10
2023-04-17,97.55695343017578,100.0999984741211,103.9000015258789,99.4000015258789,101.6500015258789,789394,2023-04-17
2023-04-24,87.8597412109375,90.1500015258789,101.25,89.6500015258789,99.8499984741211,2883242,2023-04-24
2023-05-01,95.94886779785156,98.44999694824219,102.0,90.1500015258789,90.1500015258789,3173407,2023-05-01
2023-05-08,95.41284942626953,97.9000015258789,105.0,97.0,99.0,3515224,2023-05-08
2023-05-15,97.4107666015625,99.94999694824219,102.25,96.5,97.69999694824219,1313781,2023-05-15
2023-05-22,92.87889862060547,95.30000305175781,99.94999694824219,95.0,99.94999694824219,592090,2023-05-22
2023-05-29,90.00384521484375,92.3499984741211,97.30000305175781,90.80000305175781,97.30000305175781,554396,2023-05-29
2023-06-05,89.4190902709961,91.75,96.94999694824219,91.3499984741211,93.05000305175781,1061945,2023-06-05
2023-06-12,91.61193084716797,94.0,97.19999694824219,92.75,93.4000015258789,1389384,2023-06-12
2023-06-19,100.33454895019531,102.94999694824219,105.5999984741211,94.0,95.4000015258789,3121283,2023-06-19
2023-06-26,103.25833892822266,105.94999694824219,111.1500015258789,101.5,103.5,2743637,2023-06-26
2023-07-03,108.52114868164062,111.3499984741211,114.5,105.4000015258789,106.5,3280887,2023-07-03
2023-07-10,99.40869140625,102.0,113.5,98.5999984741211,110.75,3681701,2023-07-10
2023-07-17,99.65233612060547,102.25,105.3499984741211,99.5,104.0,1305294,2023-07-17
2023-07-24,106.13339233398438,108.9000015258789,109.69999694824219,101.5,103.80000305175781,2310054,2023-07-24
2023-07-31,102.57612609863281,105.25,109.5,102.5999984741211,108.75,2595971,2023-07-31
2023-08-07,98.04425811767578,100.5999984741211,109.0,99.5,105.5,1625668,2023-08-07
2023-08-14,102.28373718261719,104.94999694824219,107.4000015258789,97.75,101.4000015258789,1679708,2023-08-14
2023-08-21,111.54238891601562,114.44999694824219,116.75,104.1500015258789,104.94999694824219,5231244,2023-08-21
2023-08-28,108.22877502441406,111.05000305175781,118.0,109.94999694824219,115.30000305175781,2797972,2023-08-28
2023-09-04,106.03593444824219,108.80000305175781,114.0,108.4000015258789,111.0999984741211,2279024,2023-09-04
2023-09-11,106.37704467773438,109.1500015258789,117.0,105.75,110.4000015258789,3580728,2023-09-11
2023-09-18,106.96179962158203,109.75,111.4000015258789,105.5,108.5,1162927,2023-09-18
2023-09-25,105.68531799316406,106.94999694824219,111.30000305175781,106.5,110.80000305175781,1135704,2023-09-25
2023-10-02,103.90660858154297,105.1500015258789,109.19999694824219,104.05000305175781,106.94999694824219,770869,2023-10-02
2023-10-09,105.09241485595703,106.3499984741211,109.0,102.0999984741211,104.0999984741211,1625790,2023-10-09
2023-10-16,107.1675796508789,108.44999694824219,112.69999694824219,106.44999694824219,107.30000305175781,2383746,2023-10-16
2023-10-23,101.93025970458984,103.1500015258789,108.25,100.3499984741211,108.0,1281235,2023-10-23
2023-10-30,111.41673278808594,112.75,115.0,101.0,103.05000305175781,6845797,2023-10-30
2023-11-06,113.29426574707031,114.6500015258789,117.5,111.4000015258789,114.30000305175781,4742036,2023-11-06
2023-11-13,111.91082000732422,113.25,115.9000015258789,110.69999694824219,115.9000015258789,1723436,2023-11-13
2023-11-20,111.31791687011719,112.6500015258789,114.5999984741211,110.0,114.5,1282040,2023-11-20
2023-11-27,110.57678985595703,111.9000015258789,115.0,109.5999984741211,112.6500015258789,1319817,2023-11-27
2023-12-04,116.75288391113281,118.1500015258789,121.05000305175781,112.19999694824219,113.25,7233475,2023-12-04
2023-12-11,123.27483367919922,124.75,126.8499984741211,118.0,118.9000015258789,6818917,2023-12-11
2023-12-18,120.70558166503906,122.1500015258789,125.94999694824219,114.4000015258789,125.69999694824219,3566287,2023-12-18
2023-12-25,120.31031036376953,121.75,126.0,121.0999984741211,122.1500015258789,2726759,2023-12-25
2024-01-01,124.60887145996094,126.0999984741211,131.0,122.0999984741211,122.5,7260182,2024-01-01
2024-01-08,122.43489074707031,123.9000015258789,126.5999984741211,120.5999984741211,126.25,2495846,2024-01-08
2024-01-15,125.30059814453125,126.80000305175781,130.6999969482422,124.30000305175781,125.0999984741211,5035712,2024-01-15
2024-01-22,150.94374084472656,152.75,155.0,126.80000305175781,126.80000305175781,11417777,2024-01-22
2024-01-29,139.62913513183594,141.3000030517578,156.10000610351562,140.0,154.35000610351562,6838417,2024-01-29
2024-02-05,127.72162628173828,129.25,135.5500030517578,118.4000015258789,134.1999969482422,12428087,2024-02-05
2024-02-12,118.18572998046875,119.5999984741211,130.89999389648438,110.0,130.6999969482422,6073598,2024-02-12
2024-02-19,128.46275329589844,130.0,131.1999969482422,117.55000305175781,119.55000305175781,5101108,2024-02-19
2024-02-26,119.9150390625,121.3499984741211,133.6999969482422,118.94999694824219,130.0,3863971,2024-02-26
2024-03-04,114.77653503417969,116.1500015258789,123.9000015258789,113.8499984741211,123.9000015258789,1636739,2024-03-04
2024-03-11,101.97966003417969,103.19999694824219,118.0,99.8499984741211,118.0,3591133,2024-03-11
2024-03-18,101.8314437866211,103.05000305175781,105.69999694824219,100.25,104.0,1757007,2024-03-18
2024-03-25,100.15153503417969,101.3499984741211,104.80000305175781,100.30000305175781,103.05000305175781,2160546,2024-03-25
2024-04-01,119.32213592529297,120.75,121.30000305175781,102.5,102.5,2812266,2024-04-01
2024-04-08,115.71529388427734,117.0999984741211,126.19999694824219,116.0,121.4000015258789,2450085,2024-04-08
2024-04-15,112.30609130859375,113.6500015258789,122.0,112.55000305175781,114.0,1386384,2024-04-15
2024-04-22,115.863525390625,117.25,119.5,114.4000015258789,115.4000015258789,1066433,2024-04-22
2024-04-29,112.70136260986328,114.05000305175781,118.9000015258789,113.69999694824219,118.80000305175781,1008904,2024-04-29
2024-05-06,105.43827056884766,106.69999694824219,114.69999694824219,105.6500015258789,114.0,1077251,2024-05-06
2024-05-13,110.97206115722656,112.30000305175781,114.6500015258789,105.44999694824219,107.0,1517622,2024-05-13
2024-05-20,106.7723159790039,108.05000305175781,114.80000305175781,106.4000015258789,113.44999694824219,1555686,2024-05-20
2024-05-27,104.64773559570312,105.9000015258789,110.4000015258789,104.8499984741211,108.44999694824219,1037584,2024-05-27
2024-06-03,111.66378021240234,113.0,113.9000015258789,94.4000015258789,109.5,2148838,2024-06-03
2024-06-10,117.11849975585938,118.5199966430664,121.0,111.9000015258789,113.0,3345633,2024-06-10
2024-06-17,124.6187515258789,126.11000061035156,140.0,117.77999877929688,118.5199966430664,14711928,2024-06-17
2024-06-24,125.03378295898438,126.52999877929688,133.4499969482422,121.91000366210938,126.0,3909919,2024-06-24
2024-07-01,125.20177459716797,126.69999694824219,134.0,125.55000305175781,127.5,2825406,2024-07-01
2024-07-08,130.53793334960938,132.10000610351562,137.5,126.20999908447266,126.5999984741211,5053664,2024-07-08
2024-07-15,122.12854766845703,123.58999633789062,133.36000061035156,122.8499984741211,132.89999389648438,1819522,2024-07-15
2024-07-22,121.06132507324219,122.51000213623047,131.49000549316406,116.19000244140625,123.0,3110405,2024-07-22
2024-07-29,133.20599365234375,134.8000030517578,144.64999389648438,123.20999908447266,123.98999786376953,7953638,2024-07-29
2024-08-05,136.24957275390625,137.8800048828125,140.50999450683594,128.14999389648438,130.0,2920175,2024-08-05
2024-08-12,132.11900329589844,133.6999969482422,142.3000030517578,130.5,137.5,1543100,2024-08-12
2024-08-19,131.57550048828125,133.14999389648438,139.5,124.95999908447266,134.5,2633021,2024-08-19
2024-08-26,129.67820739746094,131.22999572753906,136.80999755859375,130.11000061035156,135.0,1100542,2024-08-26
2024-09-02,128.3145294189453,129.85000610351562,134.9600067138672,129.0,131.22999572753906,1072114,2024-09-02
2024-09-09,127.76114654541016,129.2899932861328,131.5,124.4000015258789,129.60000610351562,997918,2024-09-09
2024-09-16,124.32229614257812,125.80999755859375,131.0,122.33999633789062,129.2899932861328,993872,2024-09-16
2024-09-23,128.36000061035156,128.36000061035156,130.89999389648438,123.80999755859375,128.8000030517578,901012,2024-09-23
2024-09-30,131.57000732421875,131.57000732421875,135.0,127.2699966430664,128.89999389648438,1348430,2024-09-30
2024-10-07,140.0399932861328,140.0399932861328,141.8000030517578,125.58000183105469,131.83999633789062,2544217,2024-10-07
2024-10-14,138.38999938964844,138.38999938964844,145.0,132.3300018310547,140.99000549316406,1868163,2024-10-14
2024-10-21,127.30999755859375,127.30999755859375,139.5,125.19999694824219,139.5,1013663,2024-10-21
2024-10-28,138.02999877929688,138.02999877929688,140.3800048828125,121.19999694824219,127.30999755859375,1843598,2024-10-28
2024-11-04,148.6199951171875,148.6199951171875,163.47999572753906,133.99000549316406,139.0,6360666,2024-11-04
2024-11-11,141.64999389648438,141.64999389648438,148.4600067138672,139.0,147.5,1646465,2024-11-11
2024-11-18,141.10000610351562,141.10000610351562,147.1999969482422,140.0,141.5,854502,2024-11-18
2024-11-25,165.83999633789062,165.83999633789062,171.0,141.7100067138672,142.0,3668826,2024-11-25
2024-12-02,165.33999633789062,165.33999633789062,170.0,161.5500030517578,166.0,2286564,2024-12-02
2024-12-09,157.77000427246094,157.77000427246094,170.0,152.82000732421875,164.89999389648438,1310972,2024-12-09
2024-12-16,153.5399932861328,153.5399932861328,166.8000030517578,152.14999389648438,159.25,1088796,2024-12-16
2024-12-23,157.27000427246094,157.27000427246094,158.8000030517578,153.00999450683594,154.5,434970,2024-12-23
2024-12-30,173.00999450683594,173.00999450683594,179.89999389648438,152.39999389648438,157.1999969482422,2439055,2024-12-30
2025-01-06,164.52000427246094,164.52000427246094,177.0,163.5399932861328,176.0,2445962,2025-01-06
2025-01-13,172.58999633789062,172.58999633789062,176.8000030517578,153.0,162.22000122070312,1898973,2025-01-13
2025-01-20,172.1699981689453,172.1699981689453,183.3000030517578,169.00999450683594,173.5,3442421,2025-01-20
2025-01-27,167.4499969482422,167.4499969482422,172.60000610351562,144.1300048828125,170.10000610351562,2178467,2025-01-27
2025-02-03,167.27000427246094,167.27000427246094,178.1999969482422,160.99000549316406,167.0,2141380,2025-02-03
2025-02-10,153.44000244140625,153.44000244140625,166.00999450683594,148.9499969482422,166.0,1347241,2025-02-10
2025-02-17,145.3800048828125,145.3800048828125,153.05999755859375,144.5,153.0,901397,2025-02-17
2025-02-24,131.25999450683594,131.25999450683594,146.92999267578125,129.27000427246094,145.0,1104136,2025-02-24
2025-03-03,140.10000610351562,140.10000610351562,143.0800018310547,125.4000015258789,133.89999389648438,1000917,2025-03-03
2025-03-10,142.47999572753906,142.47999572753906,143.85000610351562,134.0,140.89999389648438,774868,2025-03-10
2025-03-17,148.85000610351562,148.85000610351562,151.38999938964844,140.6199951171875,142.47999572753906,593208,2025-03-17
2025-03-24,155.66000366210938,155.66000366210938,157.0,148.8699951171875,149.25999450683594,966063,2025-03-24
2025-03-31,178.39999389648438,178.39999389648438,187.39999389648438,154.10000610351562,155.66000366210938,3100773,2025-03-31
2025-04-07,188.72000122070312,188.72000122070312,191.75,160.64999389648438,162.5,2758218,2025-04-07
2025-04-14,196.6199951171875,196.6199951171875,201.3000030517578,188.72000122070312,188.72000122070312,2520615,2025-04-14
2025-04-21,204.39999389648438,204.39999389648438,228.4600067138672,193.10000610351562,198.39999389648438,5396787,2025-04-21
2025-04-28,228.99000549316406,228.99000549316406,231.9499969482422,203.3300018310547,206.0,4226103,2025-04-28
2025-05-05,224.32000732421875,224.32000732421875,240.0,208.8300018310547,230.39999389648438,5710973,2025-05-05
2025-05-12,237.69000244140625,237.69000244140625,249.10000610351562,228.41000366210938,230.0,3480260,2025-05-12
2025-05-19,258.0,258.0,260.1000061035156,232.1999969482422,239.35000610351562,4305866,2025-05-19
2025-05-26,264.55999755859375,264.55999755859375,268.95001220703125,257.8999938964844,258.45001220703125,2814315,2025-05-26
2025-06-02,273.20001220703125,273.20001220703125,301.75,262.0,262.0,5051749,2025-06-02
2025-06-09,272.5,272.5,287.6000061035156,268.20001220703125,274.54998779296875,1215034,2025-06-09
2025-06-16,272.54998779296875,272.54998779296875,289.0,269.1499938964844,272.54998779296875,2351984,2025-06-16
