Date,Adj Close_INTELLECT.NS,Close_INTELLECT.NS,High_INTELLECT.NS,Low_INTELLECT.NS,Open_INTELLECT.NS,Volume_INTELLECT.NS,Date
2025-03-10,645.3499755859375,645.3499755859375,685.5499877929688,637.3499755859375,670.0,2591955,2025-03-10
2025-03-17,709.6500244140625,709.6500244140625,712.6500244140625,635.0,645.3499755859375,2211496,2025-03-17
2025-03-24,692.7000122070312,692.7000122070312,739.0,688.0,709.75,2012367,2025-03-24
2025-03-31,674.7000122070312,674.7000122070312,701.0,665.2000122070312,692.7000122070312,1074237,2025-03-31
2025-04-07,660.5999755859375,660.5999755859375,668.9000244140625,577.4000244140625,592.4500122070312,2290681,2025-04-07
2025-04-14,758.5499877929688,758.5499877929688,769.9000244140625,660.5999755859375,660.5999755859375,6065345,2025-04-14
2025-04-21,765.25,765.25,826.7000122070312,751.5999755859375,767.5,3929068,2025-04-21
2025-04-28,789.9000244140625,789.9000244140625,814.9000244140625,757.5499877929688,767.0,2147289,2025-04-28
2025-05-05,842.9000244140625,842.9000244140625,888.6500244140625,774.4500122070312,798.9000244140625,7512789,2025-05-05
2025-05-12,1074.550048828125,1074.550048828125,1079.0,856.0499877929688,865.0,9966508,2025-05-12
2025-05-19,1082.0999755859375,1082.0999755859375,1110.6500244140625,1045.550048828125,1075.0,4108795,2025-05-19
2025-05-26,1172.550048828125,1172.550048828125,1175.0,1065.0,1078.0,5531920,2025-05-26
2025-06-02,1162.9000244140625,1162.9000244140625,1209.699951171875,1157.0999755859375,1176.0,2606959,2025-06-02
2025-06-09,1187.9000244140625,1187.9000244140625,1239.0,1136.0999755859375,1167.5999755859375,3329166,2025-06-09
2025-06-16,1077.800048828125,1077.800048828125,1255.0,1065.5999755859375,1185.0,4259297,2025-06-16
2025-06-23,1147.9000244140625,1147.9000244140625,1160.0,1043.300048828125,1065.5999755859375,3267491,2025-06-23
2025-06-30,1127.199951171875,1127.199951171875,1182.0,1112.0,1147.0999755859375,1400714,2025-06-30
2025-07-07,1152.0,1152.0,1193.4000244140625,1118.9000244140625,1130.0,1969461,2025-07-07
2025-07-14,1169.5,1169.5,1185.9000244140625,1130.0999755859375,1149.5,465382,2025-07-14
