Date,Adj Close_TPLPLASTEH.NS,Close_TPLPLASTEH.NS,High_TPLPLASTEH.NS,Low_TPLPLASTEH.NS,Open_TPLPLASTEH.NS,Volume_TPLPLASTEH.NS,Date
2025-04-14,87.70999908447266,87.70999908447266,89.80000305175781,75.16000366210938,75.4800033569336,454301,2025-04-14
2025-04-21,83.86000061035156,83.86000061035156,93.98999786376953,81.69999694824219,88.94999694824219,426585,2025-04-21
2025-04-28,80.0999984741211,80.0999984741211,87.68000030517578,78.75,83.01000213623047,171446,2025-04-28
2025-05-05,75.20999908447266,75.20999908447266,83.63999938964844,73.41999816894531,81.5,321196,2025-05-05
2025-05-12,82.94999694824219,82.94999694824219,83.5999984741211,77.80000305175781,77.80000305175781,403907,2025-05-12
2025-05-19,85.12000274658203,85.12000274658203,88.62999725341797,82.0,82.0,1444522,2025-05-19
2025-05-26,82.18000030517578,82.18000030517578,85.9000015258789,80.20999908447266,84.0,778903,2025-05-26
2025-06-02,81.93000030517578,81.93000030517578,84.58000183105469,80.51000213623047,82.0,771956,2025-06-02
2025-06-09,82.58999633789062,82.58999633789062,87.69000244140625,80.2699966430664,82.38999938964844,1013637,2025-06-09
2025-06-16,78.87999725341797,78.87999725341797,83.16000366210938,77.27999877929688,81.75,736804,2025-06-16
2025-06-23,80.48999786376953,80.48999786376953,82.13999938964844,76.91000366210938,77.11000061035156,658577,2025-06-23
2025-06-30,82.63999938964844,82.63999938964844,83.44000244140625,80.05000305175781,80.69000244140625,817321,2025-06-30
2025-07-07,79.30000305175781,79.30000305175781,83.0,79.0,82.5,360562,2025-07-07
2025-07-14,80.26000213623047,80.26000213623047,80.5999984741211,78.0199966430664,80.08999633789062,125089,2025-07-14
