Date,Adj Close_RELIANCE.NS,Close_RELIANCE.NS,High_RELIANCE.NS,Low_RELIANCE.NS,Open_RELIANCE.NS,Volume_RELIANCE.NS,Date
2025-02-10,1217.25,1217.25,1266.5,1193.3499755859375,1264.5,55771701,2025-02-10
2025-02-17,1228.1500244140625,1228.1500244140625,1240.0,1204.5,1211.0999755859375,35756878,2025-02-17
2025-02-24,1200.0999755859375,1200.0999755859375,1223.25,1193.300048828125,1216.550048828125,53241193,2025-02-24
2025-03-03,1249.800048828125,1249.800048828125,1254.800048828125,1156.0,1204.0,68929385,2025-03-03
2025-03-10,1247.9000244140625,1247.9000244140625,1264.1500244140625,1229.75,1245.0,43503714,2025-03-10
2025-03-17,1276.3499755859375,1276.3499755859375,1281.0,1233.0999755859375,1242.1500244140625,70555562,2025-03-17
2025-03-24,1275.0999755859375,1275.0999755859375,1307.699951171875,1268.75,1291.0,79263150,2025-03-24
2025-03-31,1204.699951171875,1204.699951171875,1277.9000244140625,1193.1500244140625,1275.0999755859375,47585256,2025-03-31
2025-04-07,1218.949951171875,1218.949951171875,1222.6500244140625,1114.8499755859375,1132.199951171875,63158492,2025-04-07
2025-04-14,1274.5,1274.5,1280.199951171875,1218.949951171875,1218.949951171875,37025400,2025-04-14
2025-04-21,1300.4000244140625,1300.4000244140625,1325.199951171875,1267.0,1270.0,58862511,2025-04-21
2025-04-28,1419.800048828125,1419.800048828125,1426.699951171875,1320.199951171875,1340.0,102132052,2025-04-28
2025-05-05,1377.199951171875,1377.199951171875,1439.5,1374.5,1431.0,69985014,2025-05-05
2025-05-12,1456.4000244140625,1456.4000244140625,1461.4000244140625,1400.0,1400.0,56866043,2025-05-12
2025-05-19,1426.800048828125,1426.800048828125,1454.5999755859375,1396.9000244140625,1452.0999755859375,42212064,2025-05-19
2025-05-26,1420.9000244140625,1420.9000244140625,1441.0,1408.5999755859375,1432.0,50988370,2025-05-26
2025-06-02,1443.5,1443.5,1454.699951171875,1395.5999755859375,1412.0999755859375,49377099,2025-06-02
2025-06-09,1427.9000244140625,1427.9000244140625,1468.5999755859375,1414.300048828125,1457.0,42579396,2025-06-09
2025-06-16,1466.199951171875,1466.199951171875,1471.0,1424.4000244140625,1426.9000244140625,64524292,2025-06-16
2025-06-23,1515.4000244140625,1515.4000244140625,1522.0,1442.0,1453.0,55692618,2025-06-23
2025-06-30,1527.300048828125,1527.300048828125,1531.9000244140625,1496.0,1513.800048828125,43025844,2025-06-30
2025-07-07,1495.199951171875,1495.199951171875,1551.0,1490.300048828125,1526.5999755859375,40575115,2025-07-07
2025-07-14,1485.4000244140625,1485.4000244140625,1500.0,1479.0999755859375,1492.199951171875,18443569,2025-07-14
