Date,Adj Close_MANGLMCEM.NS,Close_MANGLMCEM.NS,High_MANGLMCEM.NS,Low_MANGLMCEM.NS,Open_MANGLMCEM.NS,Volume_MANGLMCEM.NS,Date
2021-01-25,225.51646423339844,228.8000030517578,238.14999389648438,223.8000030517578,233.1999969482422,102670,2021-01-25
2021-02-01,246.90504455566406,250.5,263.8999938964844,224.3000030517578,229.5,636486,2021-02-01
2021-02-08,262.23187255859375,266.04998779296875,282.0,261.1000061035156,265.0,1037004,2021-02-08
2021-02-15,267.16009521484375,271.04998779296875,282.3999938964844,265.0,272.95001220703125,468923,2021-02-15
2021-02-22,274.20751953125,278.20001220703125,286.0,263.25,272.75,456208,2021-02-22
2021-03-01,280.4171142578125,284.5,298.20001220703125,272.6499938964844,279.5,660656,2021-03-01
2021-03-08,280.95916748046875,285.04998779296875,304.3500061035156,282.1499938964844,285.0,351137,2021-03-08
2021-03-15,261.147705078125,264.95001220703125,286.6000061035156,251.75,286.6000061035156,213740,2021-03-15
2021-03-22,276.03094482421875,280.04998779296875,282.95001220703125,263.20001220703125,263.20001220703125,181577,2021-03-22
2021-03-29,279.7764587402344,283.8500061035156,286.8999938964844,275.1000061035156,280.04998779296875,85613,2021-03-29
2021-04-05,285.6903381347656,289.8500061035156,299.0,270.75,280.0,243945,2021-04-05
2021-04-12,269.4271240234375,273.3500061035156,285.0,267.1000061035156,285.0,101238,2021-04-12
2021-04-19,270.5606384277344,274.5,282.04998779296875,252.3000030517578,263.95001220703125,120456,2021-04-19
2021-04-26,270.0185241699219,273.95001220703125,284.45001220703125,272.75,274.0,92542,2021-04-26
2021-05-03,273.813232421875,277.79998779296875,285.8999938964844,268.0,268.0,137483,2021-05-03
2021-05-10,284.01470947265625,288.1499938964844,308.0,280.04998779296875,282.45001220703125,513791,2021-05-10
2021-05-17,323.73638916015625,328.45001220703125,336.0,292.54998779296875,293.0,670212,2021-05-17
2021-05-24,301.2635803222656,305.6499938964844,325.0,300.1499938964844,325.0,587304,2021-05-24
2021-05-31,300.17938232421875,304.54998779296875,310.8999938964844,295.0,302.0,187289,2021-05-31
2021-06-07,309.19805908203125,313.70001220703125,318.6499938964844,301.70001220703125,301.70001220703125,389996,2021-06-07
2021-06-14,306.83251953125,311.29998779296875,325.0,303.1499938964844,317.8999938964844,356310,2021-06-14
2021-06-21,316.5904235839844,321.20001220703125,330.6000061035156,305.29998779296875,308.0,215062,2021-06-21
2021-06-28,356.9527282714844,362.1499938964844,380.70001220703125,315.0,326.95001220703125,2267064,2021-06-28
2021-07-05,362.12738037109375,367.3999938964844,400.0,365.95001220703125,368.0,1394970,2021-07-05
2021-07-12,388.9863586425781,394.6499938964844,400.0,370.04998779296875,375.0,492000,2021-07-12
2021-07-19,442.6549377441406,449.1000061035156,470.0,411.5,425.0,3076408,2021-07-19
2021-07-26,448.7659606933594,455.29998779296875,474.5,437.70001220703125,451.1499938964844,969367,2021-07-26
2021-08-02,492.085205078125,499.25,543.5999755859375,464.5,469.3500061035156,1688843,2021-08-02
2021-08-09,479.1239318847656,486.1000061035156,523.7000122070312,441.1000061035156,503.25,978783,2021-08-09
2021-08-16,457.09466552734375,463.75,510.0,461.0,490.0,511760,2021-08-16
2021-08-23,438.8108825683594,445.20001220703125,483.0,440.0,469.0,621760,2021-08-23
2021-08-30,458.3267517089844,465.0,479.95001220703125,428.0,428.0,675198,2021-08-30
2021-09-06,452.70855712890625,459.29998779296875,473.70001220703125,450.0,469.95001220703125,177820,2021-09-06
2021-09-13,478.73699951171875,484.1000061035156,497.70001220703125,458.5,460.0,467257,2021-09-13
2021-09-20,442.6907653808594,447.6499938964844,482.79998779296875,445.0,482.79998779296875,242359,2021-09-20
2021-09-27,445.50921630859375,450.5,480.0,435.54998779296875,445.04998779296875,204501,2021-09-27
2021-10-04,442.0479736328125,447.0,465.79998779296875,445.25,451.0,156328,2021-10-04
2021-10-11,440.6140441894531,445.54998779296875,453.8999938964844,436.8500061035156,450.0,114415,2021-10-11
2021-10-18,411.193603515625,415.79998779296875,460.0,412.29998779296875,448.0,321796,2021-10-18
2021-10-25,414.0120544433594,418.6499938964844,445.0,386.70001220703125,416.54998779296875,582995,2021-10-25
2021-11-01,443.33355712890625,448.29998779296875,467.54998779296875,420.1000061035156,421.79998779296875,313112,2021-11-01
2021-11-08,422.3684387207031,427.1000061035156,471.70001220703125,422.0,445.20001220703125,432022,2021-11-08
2021-11-15,385.8277893066406,390.1499938964844,417.3500061035156,386.1000061035156,401.04998779296875,359410,2021-11-15
2021-11-22,372.6751403808594,376.8500061035156,394.54998779296875,365.0,391.0,413987,2021-11-22
2021-11-29,359.3246765136719,363.3500061035156,381.3999938964844,352.0,377.0,203040,2021-11-29
2021-12-06,375.8891296386719,380.1000061035156,383.3500061035156,355.20001220703125,365.0,139393,2021-12-06
2021-12-13,358.4346618652344,362.45001220703125,390.04998779296875,359.8500061035156,390.0,101521,2021-12-13
2021-12-20,360.3135986328125,364.3500061035156,370.0,348.0,360.8500061035156,156517,2021-12-20
2021-12-27,380.6359558105469,384.8999938964844,391.1000061035156,360.70001220703125,368.79998779296875,98889,2021-12-27
2022-01-03,400.8099365234375,405.29998779296875,411.20001220703125,382.1499938964844,384.04998779296875,129756,2022-01-03
2022-01-10,401.5516052246094,406.04998779296875,414.79998779296875,391.70001220703125,409.25,156411,2022-01-10
2022-01-17,391.2174072265625,395.6000061035156,413.8999938964844,392.5,401.0,143986,2022-01-17
2022-01-24,386.421142578125,390.75,405.20001220703125,364.54998779296875,395.6000061035156,82399,2022-01-24
2022-01-31,390.1790466308594,394.54998779296875,424.3999938964844,389.04998779296875,390.20001220703125,160986,2022-01-31
2022-02-07,370.7467346191406,374.8999938964844,397.45001220703125,351.70001220703125,397.45001220703125,73137,2022-02-07
2022-02-14,370.400634765625,374.54998779296875,381.95001220703125,344.6499938964844,361.0,228901,2022-02-14
2022-02-21,349.2871398925781,353.20001220703125,381.0,321.20001220703125,381.0,248735,2022-02-21
2022-02-28,337.81561279296875,341.6000061035156,358.75,328.3500061035156,353.20001220703125,87814,2022-02-28
2022-03-07,338.9529113769531,342.75,357.95001220703125,325.0,330.0,182659,2022-03-07
2022-03-14,375.0485534667969,379.25,392.0,343.04998779296875,344.0,370149,2022-03-14
2022-03-21,357.0501708984375,361.04998779296875,391.8500061035156,354.0,376.0,444111,2022-03-21
2022-03-28,385.8772277832031,390.20001220703125,420.20001220703125,357.0,361.04998779296875,1020642,2022-03-28
2022-04-04,393.0469665527344,397.45001220703125,401.0,385.6000061035156,395.95001220703125,304618,2022-04-04
2022-04-11,388.0528564453125,392.3999938964844,414.0,389.3999938964844,405.0,306518,2022-04-11
2022-04-18,383.75103759765625,388.04998779296875,401.0,381.95001220703125,384.0,268458,2022-04-18
2022-04-25,373.021240234375,377.20001220703125,398.0,362.95001220703125,376.1000061035156,413003,2022-04-25
2022-05-02,339.24957275390625,343.04998779296875,385.0,337.0,377.0,172832,2022-05-02
2022-05-09,297.7148742675781,301.04998779296875,333.8999938964844,285.0,327.6499938964844,247672,2022-05-09
2022-05-16,306.71405029296875,310.1499938964844,319.95001220703125,294.8500061035156,307.1000061035156,640143,2022-05-16
2022-05-23,308.6918640136719,312.1499938964844,327.45001220703125,295.5,319.5,166015,2022-05-23
2022-05-30,304.7362060546875,308.1499938964844,331.04998779296875,302.0,314.45001220703125,258248,2022-05-30
2022-06-06,303.3022766113281,306.70001220703125,313.1000061035156,300.0,305.0,58043,2022-06-06
2022-06-13,260.2347412109375,263.1499938964844,308.0,258.75,308.0,496135,2022-06-13
2022-06-20,262.31146240234375,265.25,271.79998779296875,239.0,271.79998779296875,209965,2022-06-20
2022-06-27,274.62353515625,277.70001220703125,281.0,266.04998779296875,268.79998779296875,74408,2022-06-27
2022-07-04,296.28094482421875,299.6000061035156,302.0,276.95001220703125,277.70001220703125,272042,2022-07-04
2022-07-11,300.48382568359375,303.8500061035156,314.54998779296875,293.20001220703125,299.0,197091,2022-07-11
2022-07-18,310.62030029296875,314.1000061035156,316.04998779296875,301.54998779296875,305.5,79303,2022-07-18
2022-07-25,298.70379638671875,302.04998779296875,317.0,295.0,317.0,62117,2022-07-25
2022-08-01,316.15826416015625,319.70001220703125,321.95001220703125,299.0,303.0,176595,2022-08-01
2022-08-08,327.92645263671875,331.6000061035156,339.95001220703125,321.0,326.0,150888,2022-08-08
2022-08-15,333.0688171386719,336.79998779296875,349.5,327.3999938964844,331.6000061035156,168468,2022-08-15
2022-08-22,337.1728515625,340.95001220703125,344.54998779296875,311.70001220703125,339.75,140870,2022-08-22
2022-08-29,341.87457275390625,344.1499938964844,351.0,323.3500061035156,325.04998779296875,100784,2022-08-29
2022-09-05,363.3814392089844,365.79998779296875,379.0,342.0,349.95001220703125,238347,2022-09-05
2022-09-12,364.7225036621094,367.1499938964844,377.45001220703125,350.95001220703125,362.0,932382,2022-09-12
2022-09-19,374.3583984375,376.8500061035156,397.0,359.20001220703125,359.20001220703125,1332488,2022-09-19
2022-09-26,373.8616943359375,376.3500061035156,402.0,362.0,375.0,345471,2022-09-26
2022-10-03,368.8450927734375,371.29998779296875,389.45001220703125,366.0,377.0,276168,2022-10-03
2022-10-10,368.3483581542969,370.79998779296875,386.0,364.1000061035156,367.0,285965,2022-10-10
2022-10-17,353.9442443847656,356.29998779296875,370.75,355.04998779296875,365.0,88785,2022-10-17
2022-10-24,355.0369873046875,357.3999938964844,365.0,348.0,356.3500061035156,65731,2022-10-24
2022-10-31,378.2822570800781,380.79998779296875,383.20001220703125,356.6000061035156,362.70001220703125,399162,2022-10-31
2022-11-07,344.1593933105469,346.45001220703125,388.45001220703125,339.0,384.0,289535,2022-11-07
2022-11-14,344.06005859375,346.3500061035156,354.0,332.20001220703125,342.70001220703125,87602,2022-11-14
2022-11-21,334.3248291015625,336.54998779296875,348.3500061035156,334.0,348.3500061035156,66753,2022-11-21
2022-11-28,336.5102844238281,338.75,356.1499938964844,335.0,335.0,232280,2022-11-28
2022-12-05,321.6094665527344,323.75,341.6499938964844,322.3999938964844,340.0,203698,2022-12-05
2022-12-12,317.6855773925781,319.79998779296875,328.0,311.0,328.0,248365,2022-12-12
2022-12-19,289.6720275878906,291.6000061035156,324.6000061035156,282.75,324.6000061035156,266971,2022-12-19
2022-12-26,297.02313232421875,299.0,304.75,288.8500061035156,297.29998779296875,178522,2022-12-26
2023-01-02,292.9502258300781,294.8999938964844,308.95001220703125,289.25,297.25,945086,2023-01-02
2023-01-09,301.2450256347656,303.25,306.54998779296875,292.20001220703125,298.75,196454,2023-01-09
2023-01-16,297.47015380859375,299.45001220703125,317.70001220703125,298.04998779296875,300.0,195119,2023-01-16
2023-01-23,277.00634765625,278.8500061035156,301.6499938964844,271.79998779296875,299.95001220703125,177150,2023-01-23
2023-01-30,275.6156005859375,277.45001220703125,297.0,271.54998779296875,282.95001220703125,218760,2023-01-30
2023-02-06,270.8473205566406,272.6499938964844,281.8500061035156,270.1000061035156,277.95001220703125,207433,2023-02-06
2023-02-13,275.71490478515625,277.54998779296875,282.0,262.0,275.8500061035156,161459,2023-02-13
2023-02-20,269.5062255859375,271.29998779296875,279.75,269.04998779296875,270.54998779296875,71365,2023-02-20
2023-02-27,258.7279968261719,260.45001220703125,274.0,244.0,274.0,237374,2023-02-27
2023-03-06,257.3372497558594,259.04998779296875,263.8999938964844,257.6000061035156,261.0,236720,2023-03-06
2023-03-13,252.46963500976562,254.14999389648438,263.0,251.3000030517578,258.3999938964844,348331,2023-03-13
2023-03-20,251.4265899658203,253.10000610351562,258.0,250.39999389648438,253.75,305826,2023-03-20
2023-03-27,263.645263671875,265.3999938964844,268.1499938964844,234.10000610351562,247.39999389648438,392006,2023-03-27
2023-04-03,261.2611389160156,263.0,274.04998779296875,261.5,269.0,161805,2023-04-03
2023-04-10,279.6884460449219,281.54998779296875,289.3999938964844,261.5,263.95001220703125,241177,2023-04-10
2023-04-17,271.6420593261719,273.45001220703125,287.70001220703125,270.1000061035156,278.75,161800,2023-04-17
2023-04-24,288.0826110839844,290.0,292.70001220703125,268.20001220703125,271.0,194119,2023-04-24
2023-05-01,290.4667663574219,292.3999938964844,296.0,281.25,290.0,108779,2023-05-01
2023-05-08,287.23822021484375,289.1499938964844,301.0,285.79998779296875,294.95001220703125,267143,2023-05-08
2023-05-15,278.3970642089844,280.25,293.0,269.04998779296875,288.0,176331,2023-05-15
2023-05-22,292.5528564453125,294.5,298.79998779296875,275.3999938964844,278.95001220703125,220351,2023-05-22
2023-05-29,306.8079833984375,308.8500061035156,311.20001220703125,291.04998779296875,296.5,346701,2023-05-29
2023-06-05,314.90411376953125,317.0,342.1499938964844,309.0,309.0,1292134,2023-06-05
2023-06-12,332.73541259765625,334.95001220703125,337.04998779296875,315.8999938964844,319.8999938964844,327424,2023-06-12
2023-06-19,316.69219970703125,318.79998779296875,337.6499938964844,316.8500061035156,334.95001220703125,148692,2023-06-19
2023-06-26,311.42724609375,313.5,322.8999938964844,311.0,318.79998779296875,365946,2023-06-26
2023-07-03,304.8211975097656,306.8500061035156,319.79998779296875,302.20001220703125,315.8999938964844,233302,2023-07-03
2023-07-10,287.8342590332031,289.75,310.8999938964844,287.0,310.0,234506,2023-07-10
2023-07-17,284.5064392089844,286.3999938964844,295.0,283.0,290.04998779296875,268811,2023-07-17
2023-07-24,293.5462646484375,295.5,311.79998779296875,284.20001220703125,286.3999938964844,331801,2023-07-24
2023-07-31,331.6583251953125,332.20001220703125,334.95001220703125,296.70001220703125,296.75,499581,2023-07-31
2023-08-07,348.3310852050781,348.8999938964844,364.8999938964844,322.54998779296875,330.0,1095349,2023-08-07
2023-08-14,337.5986022949219,338.1499938964844,352.5,336.0,352.5,226498,2023-08-14
2023-08-21,333.2557067871094,333.79998779296875,353.0,326.5,337.04998779296875,498625,2023-08-21
2023-08-28,354.3212890625,354.8999938964844,356.3999938964844,323.0,337.5,1026876,2023-08-28
2023-09-04,368.9473876953125,369.54998779296875,383.6499938964844,361.5,383.6499938964844,1321102,2023-09-04
2023-09-11,366.1519775390625,366.75,374.3999938964844,355.20001220703125,372.0,658564,2023-09-11
2023-09-18,366.4015808105469,367.0,372.0,359.5,368.0,292225,2023-09-18
2023-09-25,368.5979919433594,369.20001220703125,371.0,362.20001220703125,369.75,376456,2023-09-25
2023-10-02,367.25018310546875,367.8500061035156,375.70001220703125,354.0,369.20001220703125,239392,2023-10-02
2023-10-09,382.0260314941406,382.6499938964844,391.6000061035156,362.0,362.0,471497,2023-10-09
2023-10-16,368.5979919433594,369.20001220703125,387.79998779296875,361.04998779296875,384.95001220703125,290723,2023-10-16
2023-10-23,395.553955078125,396.20001220703125,399.70001220703125,351.45001220703125,365.0,1030434,2023-10-23
2023-10-30,407.9337463378906,408.6000061035156,423.8999938964844,391.0,399.95001220703125,1841849,2023-10-30
2023-11-06,412.6759948730469,413.3500061035156,424.95001220703125,404.1499938964844,407.0,501275,2023-11-06
2023-11-13,419.41497802734375,420.1000061035156,432.79998779296875,411.25,422.70001220703125,308411,2023-11-13
2023-11-20,446.72039794921875,447.45001220703125,458.0,415.04998779296875,421.29998779296875,735546,2023-11-20
2023-11-27,504.8254699707031,505.6499938964844,522.0,447.45001220703125,447.45001220703125,1985187,2023-11-27
2023-12-04,501.78045654296875,502.6000061035156,520.5,489.0,515.0,791231,2023-12-04
2023-12-11,626.476806640625,627.5,694.0,503.0,503.0,4347681,2023-12-11
2023-12-18,696.6122436523438,697.75,721.5,610.5,634.0,3133495,2023-12-18
2023-12-25,744.933349609375,746.1500244140625,749.9000244140625,680.2000122070312,697.75,1594239,2023-12-25
2024-01-01,735.8980712890625,737.0999755859375,784.0,720.4500122070312,749.0,888572,2024-01-01
2024-01-08,658.823974609375,659.9000244140625,735.4500122070312,648.5999755859375,731.0499877929688,785264,2024-01-08
2024-01-15,658.6243286132812,659.7000122070312,670.2999877929688,612.9000244140625,662.0,1080646,2024-01-15
2024-01-22,665.2135009765625,666.2999877929688,691.8499755859375,631.9500122070312,659.7000122070312,531159,2024-01-22
2024-01-29,669.5064697265625,670.5999755859375,719.9500122070312,661.0,715.0,1097292,2024-01-29
2024-02-05,663.0670776367188,664.1500244140625,692.0,625.0,673.0499877929688,887258,2024-02-05
2024-02-12,732.1541748046875,733.3499755859375,742.0,610.2999877929688,669.0999755859375,1069348,2024-02-12
2024-02-19,718.376708984375,719.5499877929688,757.4500122070312,693.0,738.4500122070312,528524,2024-02-19
2024-02-26,721.1221923828125,722.2999877929688,769.9500122070312,691.1500244140625,719.5499877929688,702981,2024-02-26
2024-03-04,745.1829223632812,746.4000244140625,812.0,720.2999877929688,720.2999877929688,1549877,2024-03-04
2024-03-11,667.609619140625,668.7000122070312,766.0,635.0,746.0,1025307,2024-03-11
2024-03-18,705.1981811523438,706.3499755859375,713.5499877929688,617.9000244140625,655.0,679122,2024-03-18
2024-03-25,729.8080444335938,731.0,735.0,698.7000122070312,706.3499755859375,399830,2024-03-25
2024-04-01,740.0912475585938,741.2999877929688,769.0,721.5499877929688,737.5999755859375,285776,2024-04-01
2024-04-08,837.2325439453125,838.5999755859375,848.0,741.2999877929688,745.0,855476,2024-04-08
2024-04-15,854.4544067382812,855.8499755859375,877.9500122070312,810.0,827.0,704725,2024-04-15
2024-04-22,865.336669921875,866.75,901.3499755859375,830.0999755859375,866.75,580260,2024-04-22
2024-04-29,917.8508911132812,919.3499755859375,931.0,822.0,875.0,1173886,2024-04-29
2024-05-06,870.927490234375,872.3499755859375,929.2999877929688,851.0999755859375,925.0,683104,2024-05-06
2024-05-13,866.9840087890625,868.4000244140625,891.25,838.0,875.0,234599,2024-05-13
2024-05-20,902.3761596679688,903.8499755859375,920.0,855.0499877929688,867.8499755859375,353740,2024-05-20
2024-05-27,851.0599975585938,852.4500122070312,913.9500122070312,824.9000244140625,901.0,278777,2024-05-27
2024-06-03,859.1966552734375,860.5999755859375,914.0,730.0,867.2999877929688,1410534,2024-06-03
2024-06-10,895.6871337890625,897.1500244140625,907.9500122070312,860.2000122070312,865.0,356388,2024-06-10
2024-06-17,877.66650390625,879.0999755859375,935.0,873.0,897.1500244140625,423265,2024-06-17
2024-06-24,872.3252563476562,873.75,928.0,841.0,878.0,1135188,2024-06-24
2024-07-01,915.9540405273438,917.4500122070312,948.0,858.4500122070312,873.9000244140625,869978,2024-07-01
2024-07-08,883.65673828125,885.0999755859375,915.0,844.5499877929688,914.0499877929688,379707,2024-07-08
2024-07-15,891.9931640625,893.4500122070312,948.9000244140625,875.2000122070312,881.0,677786,2024-07-15
2024-07-22,947.75,947.75,964.0,855.0,885.0,897733,2024-07-22
2024-07-29,955.2999877929688,955.2999877929688,983.6500244140625,922.0499877929688,955.3499755859375,951068,2024-07-29
2024-08-05,904.4500122070312,904.4500122070312,953.6500244140625,861.5,931.0,783318,2024-08-05
2024-08-12,924.25,924.25,947.9000244140625,878.25,904.4500122070312,401386,2024-08-12
2024-08-19,1003.5,1003.5,1043.949951171875,901.0,924.25,1157821,2024-08-19
2024-08-26,1020.0999755859375,1020.0999755859375,1057.0999755859375,963.75,1024.25,822423,2024-08-26
2024-09-02,996.4000244140625,996.4000244140625,1093.699951171875,983.2999877929688,1034.449951171875,1559589,2024-09-02
2024-09-09,938.6500244140625,938.6500244140625,1019.9500122070312,934.7999877929688,1000.0,719161,2024-09-09
2024-09-16,921.8499755859375,921.8499755859375,948.0499877929688,871.0999755859375,947.7999877929688,365768,2024-09-16
2024-09-23,878.5999755859375,878.5999755859375,934.5,875.0499877929688,920.0,151323,2024-09-23
2024-09-30,877.3499755859375,877.3499755859375,930.5999755859375,872.7000122070312,880.8499755859375,452591,2024-09-30
2024-10-07,862.2999877929688,862.2999877929688,889.0,777.0499877929688,888.2999877929688,608824,2024-10-07
2024-10-14,845.2000122070312,845.2000122070312,869.6500244140625,817.75,862.0,176373,2024-10-14
2024-10-21,799.7000122070312,799.7000122070312,850.0,779.75,845.0,334778,2024-10-21
2024-10-28,841.3499755859375,841.3499755859375,846.5,797.5999755859375,810.1500244140625,414161,2024-10-28
2024-11-04,851.9500122070312,851.9500122070312,878.0,814.5,843.2999877929688,287502,2024-11-04
2024-11-11,819.6500244140625,819.6500244140625,877.5499877929688,787.5999755859375,850.0,375297,2024-11-11
2024-11-18,804.2999877929688,804.2999877929688,830.9000244140625,785.0,822.0499877929688,375373,2024-11-18
2024-11-25,882.3499755859375,882.3499755859375,887.0,798.0,815.0,542712,2024-11-25
2024-12-02,912.9000244140625,912.9000244140625,963.9500122070312,872.0,881.0999755859375,679046,2024-12-02
2024-12-09,927.25,927.25,961.0,901.2999877929688,913.0,284515,2024-12-09
2024-12-16,917.2000122070312,917.2000122070312,969.9000244140625,911.25,932.0,413357,2024-12-16
2024-12-23,981.0999755859375,981.0999755859375,999.4000244140625,895.8499755859375,918.0,684703,2024-12-23
2024-12-30,1007.75,1007.75,1019.0,966.5999755859375,984.7000122070312,597453,2024-12-30
2025-01-06,962.8499755859375,962.8499755859375,1017.8499755859375,940.0,1015.0,494425,2025-01-06
2025-01-13,937.8499755859375,937.8499755859375,980.0,930.0,962.0,413170,2025-01-13
2025-01-20,873.4000244140625,873.4000244140625,948.3499755859375,861.1500244140625,940.0,336043,2025-01-20
2025-01-27,852.8499755859375,852.8499755859375,869.9000244140625,785.9500122070312,867.9500122070312,281852,2025-01-27
2025-02-03,867.3499755859375,867.3499755859375,888.0,825.9500122070312,850.0,250989,2025-02-03
2025-02-10,784.75,784.75,878.2000122070312,765.0,878.2000122070312,734619,2025-02-10
2025-02-17,728.9000244140625,728.9000244140625,758.5999755859375,671.0999755859375,750.0,1165143,2025-02-17
2025-02-24,719.25,719.25,751.0,704.2000122070312,725.0,394187,2025-02-24
2025-03-03,748.0999755859375,748.0999755859375,754.9000244140625,671.0999755859375,725.4000244140625,493492,2025-03-03
2025-03-10,728.4500122070312,728.4500122070312,792.6500244140625,712.0,743.5999755859375,216573,2025-03-10
2025-03-17,747.5999755859375,747.5999755859375,757.4500122070312,717.2999877929688,728.5,384949,2025-03-17
2025-03-24,769.8499755859375,769.8499755859375,796.7000122070312,743.5499877929688,756.9500122070312,901611,2025-03-24
2025-03-31,794.4500122070312,794.4500122070312,824.0,763.0,769.8499755859375,304156,2025-03-31
2025-04-07,804.2000122070312,804.2000122070312,825.0,665.0,665.0,315952,2025-04-07
2025-04-14,849.5499877929688,849.5499877929688,854.5499877929688,797.8499755859375,804.2000122070312,200040,2025-04-14
2025-04-21,799.5,799.5,850.4500122070312,782.3499755859375,846.0999755859375,277310,2025-04-21
2025-04-28,770.7000122070312,770.7000122070312,808.0,766.8499755859375,801.0,99509,2025-04-28
2025-05-05,736.0499877929688,736.0499877929688,785.0,710.0,768.4000244140625,162344,2025-05-05
2025-05-12,767.7000122070312,767.7000122070312,780.0,735.0,745.7999877929688,772074,2025-05-12
2025-05-19,811.5999755859375,811.5999755859375,819.4000244140625,770.4500122070312,771.0,523094,2025-05-19
2025-05-26,806.5499877929688,806.5499877929688,833.5,801.7999877929688,812.0,477856,2025-05-26
2025-06-02,802.2999877929688,802.2999877929688,810.9500122070312,771.9000244140625,806.9000244140625,620386,2025-06-02
2025-06-09,774.3499755859375,774.3499755859375,805.9500122070312,771.4000244140625,802.2999877929688,181578,2025-06-09
2025-06-16,720.2999877929688,720.2999877929688,781.4500122070312,709.3499755859375,778.0,229123,2025-06-16
2025-06-23,751.0999755859375,751.0999755859375,764.0499877929688,709.9000244140625,719.0,101100,2025-06-23
2025-06-30,748.3499755859375,748.3499755859375,776.2000122070312,737.25,752.0,250264,2025-06-30
2025-07-07,735.0999755859375,735.0999755859375,775.0,732.5,748.3499755859375,182702,2025-07-07
2025-07-14,755.4500122070312,755.4500122070312,759.0,727.9000244140625,734.0999755859375,72083,2025-07-14
