Date,Adj Close_TATVA.NS,Close_TATVA.NS,High_TATVA.NS,Low_TATVA.NS,Open_TATVA.NS,Volume_TATVA.NS,Date
2022-03-21,2232.290283203125,2241.39990234375,2344.0,2218.85009765625,2294.699951171875,112904,2022-03-21
2022-03-28,2308.6787109375,2318.10009765625,2359.949951171875,2180.0,2221.0,140411,2022-03-28
2022-04-04,2383.97119140625,2393.699951171875,2468.0,2312.10009765625,2364.5,188250,2022-04-04
2022-04-11,2391.390869140625,2401.14990234375,2479.300048828125,2375.0,2393.699951171875,102270,2022-04-11
2022-04-18,2468.725341796875,2478.800048828125,2514.89990234375,2394.10009765625,2405.0,150570,2022-04-18
2022-04-25,2309.873779296875,2319.300048828125,2524.800048828125,2257.300048828125,2510.0,398743,2022-04-25
2022-05-02,2178.011474609375,2186.89990234375,2345.0,2179.0,2291.0,48492,2022-05-02
2022-05-09,2050.581787109375,2058.949951171875,2219.0,2033.699951171875,2190.0,356451,2022-05-09
2022-05-16,2188.51904296875,2197.449951171875,2330.0,2040.050048828125,2099.0,134002,2022-05-16
2022-05-23,2182.94189453125,2191.85009765625,2225.0,2075.0,2197.449951171875,30695,2022-05-23
2022-05-30,2307.4833984375,2316.89990234375,2440.0,2214.0,2224.85009765625,52516,2022-05-30
2022-06-06,2369.879150390625,2379.550048828125,2395.0,2277.050048828125,2314.949951171875,38533,2022-06-06
2022-06-13,2170.890869140625,2179.75,2355.0,2096.5,2335.0,34221,2022-06-13
2022-06-20,2290.0048828125,2299.35009765625,2345.0,2104.949951171875,2175.0,116373,2022-06-20
2022-06-27,2292.74365234375,2302.10009765625,2357.0,2250.0,2320.0,24885,2022-06-27
2022-07-04,2304.84423828125,2314.25,2423.14990234375,2285.0,2300.0,24066,2022-07-04
2022-07-11,2378.74267578125,2388.449951171875,2402.449951171875,2316.35009765625,2330.0,24964,2022-07-11
2022-07-18,2355.686767578125,2365.300048828125,2466.0,2350.0,2402.0,51615,2022-07-18
2022-07-25,2307.7822265625,2317.199951171875,2389.89990234375,2160.0,2365.0,206426,2022-07-25
2022-08-01,2320.928466796875,2330.39990234375,2352.75,2281.10009765625,2300.050048828125,48577,2022-08-01
2022-08-08,2420.422607421875,2430.300048828125,2440.0,2316.0,2345.0,35227,2022-08-08
2022-08-15,2353.047607421875,2362.64990234375,2434.199951171875,2350.0,2430.300048828125,24369,2022-08-15
2022-08-22,2412.7041015625,2422.550048828125,2464.0,2302.0,2360.0,55349,2022-08-22
2022-08-29,2430.929931640625,2440.85009765625,2499.0,2326.0,2326.0,49437,2022-08-29
2022-09-05,2472.310546875,2482.39990234375,2555.0,2435.0,2456.60009765625,74856,2022-09-05
2022-09-12,2493.615966796875,2501.800048828125,2638.050048828125,2383.449951171875,2482.39990234375,131393,2022-09-12
2022-09-19,2543.95068359375,2552.300048828125,2650.0,2464.89990234375,2539.0,59232,2022-09-19
2022-09-26,2508.915771484375,2517.14990234375,2624.199951171875,2430.0,2522.0,41481,2022-09-26
2022-10-03,2510.759521484375,2519.0,2560.0,2475.0,2482.0,23789,2022-10-03
2022-10-10,2481.455810546875,2489.60009765625,2530.0,2424.800048828125,2482.0,19984,2022-10-10
2022-10-17,2405.5048828125,2413.39990234375,2525.800048828125,2395.0,2489.60009765625,25452,2022-10-17
2022-10-24,2404.95703125,2412.85009765625,2470.0,2410.199951171875,2413.0,14143,2022-10-24
2022-10-31,2482.00390625,2490.14990234375,2500.0,2361.0,2415.5,32086,2022-10-31
2022-11-07,2431.021240234375,2439.0,2450.0,2274.89990234375,2301.0,130084,2022-11-07
2022-11-14,2370.47021484375,2378.25,2498.949951171875,2375.0,2410.5,88901,2022-11-14
2022-11-21,2282.1103515625,2289.60009765625,2423.64990234375,2285.050048828125,2378.25,32637,2022-11-21
2022-11-28,2245.08154296875,2252.449951171875,2297.5,2201.0,2289.60009765625,150079,2022-11-28
2022-12-05,2238.254150390625,2245.60009765625,2290.550048828125,2230.0,2258.0,19159,2022-12-05
2022-12-12,2174.712646484375,2181.85009765625,2323.0,2157.64990234375,2236.050048828125,49540,2022-12-12
2022-12-19,2038.9581298828125,2045.6500244140625,2220.0,1955.6500244140625,2200.0,72622,2022-12-19
2022-12-26,2143.614501953125,2150.64990234375,2179.949951171875,2051.60009765625,2080.949951171875,15376,2022-12-26
2023-01-02,2073.9931640625,2080.800048828125,2186.60009765625,2075.0,2145.0,41217,2023-01-02
2023-01-09,2143.56494140625,2150.60009765625,2156.0,2085.0,2135.0,14407,2023-01-09
2023-01-16,2170.576171875,2177.699951171875,2192.0,2125.0,2129.10009765625,11408,2023-01-16
2023-01-23,2064.37451171875,2071.14990234375,2184.800048828125,2055.0,2161.449951171875,26291,2023-01-23
2023-01-30,2044.539794921875,2051.25,2108.39990234375,2030.0,2071.14990234375,67792,2023-01-30
2023-02-06,1994.005615234375,2000.550048828125,2066.0,1973.300048828125,2050.0,36930,2023-02-06
2023-02-13,1979.303955078125,1985.800048828125,2010.0,1900.0,2010.0,29785,2023-02-13
2023-02-20,1899.8646240234375,1906.0999755859375,2005.449951171875,1889.949951171875,1992.0,34723,2023-02-20
2023-02-27,1877.03955078125,1883.199951171875,1938.4000244140625,1871.0,1900.0,24101,2023-02-27
2023-03-06,1847.7855224609375,1853.8499755859375,1890.0,1825.199951171875,1883.199951171875,32265,2023-03-06
2023-03-13,1767.6983642578125,1773.5,1856.949951171875,1770.0,1856.949951171875,27206,2023-03-13
2023-03-20,1698.625,1704.199951171875,1777.6500244140625,1691.199951171875,1750.0,49920,2023-03-20
2023-03-27,1663.590087890625,1669.050048828125,1709.9000244140625,1601.0,1704.199951171875,63599,2023-03-27
2023-04-03,1665.7330322265625,1671.199951171875,1734.699951171875,1627.0,1690.0,69061,2023-04-03
2023-04-10,1641.7119140625,1647.0999755859375,1710.0,1634.75,1710.0,106869,2023-04-10
2023-04-17,1628.4554443359375,1633.800048828125,1690.550048828125,1614.0,1647.0,83429,2023-04-17
2023-04-24,1728.925537109375,1734.5999755859375,1751.0999755859375,1610.0999755859375,1650.0,172747,2023-04-24
2023-05-01,1823.116455078125,1829.0999755859375,1851.3499755859375,1678.0,1734.5999755859375,139685,2023-05-01
2023-05-08,1619.0362548828125,1624.3499755859375,1795.8499755859375,1620.0,1775.0,177673,2023-05-08
2023-05-15,1654.6693115234375,1660.0999755859375,1704.0,1620.0,1634.0,83388,2023-05-15
2023-05-22,1655.068115234375,1660.5,1679.949951171875,1600.550048828125,1679.949951171875,67832,2023-05-22
2023-05-29,1645.39990234375,1650.800048828125,1688.0,1644.0,1680.0,59471,2023-05-29
2023-06-05,1727.03173828125,1732.699951171875,1769.8499755859375,1641.949951171875,1652.550048828125,167084,2023-06-05
2023-06-12,1777.4664306640625,1783.300048828125,1808.949951171875,1727.699951171875,1742.300048828125,100744,2023-06-12
2023-06-19,1803.082275390625,1809.0,1848.699951171875,1756.199951171875,1783.300048828125,97198,2023-06-19
2023-06-26,1837.22021484375,1843.25,1887.949951171875,1798.050048828125,1809.0,71507,2023-06-26
2023-07-03,1789.277587890625,1795.1500244140625,1875.0999755859375,1755.050048828125,1855.0,72250,2023-07-03
2023-07-10,1709.4893798828125,1715.0999755859375,1850.0,1690.050048828125,1801.949951171875,98174,2023-07-10
2023-07-17,1640.1171875,1645.5,1745.0,1609.4000244140625,1715.0999755859375,75778,2023-07-17
2023-07-24,1623.571533203125,1628.9000244140625,1696.9000244140625,1618.3499755859375,1661.9000244140625,68785,2023-07-24
2023-07-31,1672.112060546875,1677.5999755859375,1720.0,1627.9000244140625,1649.9000244140625,91324,2023-07-31
2023-08-07,1689.056396484375,1694.5999755859375,1747.0,1672.0,1705.0,151756,2023-08-07
2023-08-14,1715.669189453125,1721.300048828125,1744.0,1685.0,1694.5999755859375,61315,2023-08-14
2023-08-21,1734.6568603515625,1740.3499755859375,1767.0,1647.050048828125,1721.300048828125,145886,2023-08-21
2023-08-28,1716.516357421875,1722.1500244140625,1772.4000244140625,1680.3499755859375,1759.449951171875,152885,2023-08-28
2023-09-04,1644.403076171875,1649.800048828125,1752.949951171875,1628.0999755859375,1746.949951171875,711848,2023-09-04
2023-09-11,1637.8328857421875,1641.199951171875,1687.4000244140625,1629.0,1659.0,305475,2023-09-11
2023-09-18,1616.4268798828125,1619.75,1650.0,1617.0,1650.0,104978,2023-09-18
2023-09-25,1579.652587890625,1582.9000244140625,1634.9000244140625,1571.0,1634.9000244140625,132014,2023-09-25
2023-10-02,1600.1104736328125,1603.4000244140625,1614.8499755859375,1582.9000244140625,1582.9000244140625,58663,2023-10-02
2023-10-09,1552.657958984375,1555.8499755859375,1609.0,1545.050048828125,1595.0,132196,2023-10-09
2023-10-16,1486.943115234375,1490.0,1565.0,1480.0,1555.0,125528,2023-10-16
2023-10-23,1472.373046875,1475.4000244140625,1512.800048828125,1437.5,1490.050048828125,76764,2023-10-23
2023-10-30,1420.0306396484375,1422.949951171875,1555.0,1399.9000244140625,1500.0,110061,2023-10-30
2023-11-06,1483.550048828125,1486.5999755859375,1523.949951171875,1425.199951171875,1425.199951171875,81388,2023-11-06
2023-11-13,1501.5631103515625,1504.6500244140625,1530.0,1490.0,1507.6500244140625,30251,2023-11-13
2023-11-20,1477.36279296875,1480.4000244140625,1519.949951171875,1430.0,1503.0999755859375,59845,2023-11-20
2023-11-27,1561.7392578125,1564.949951171875,1586.0,1455.0,1480.4000244140625,113655,2023-11-27
2023-12-04,1560.242431640625,1563.449951171875,1606.949951171875,1531.0,1595.0,132921,2023-12-04
2023-12-11,1599.362060546875,1602.6500244140625,1624.949951171875,1579.3499755859375,1589.0,125230,2023-12-11
2023-12-18,1564.433837890625,1567.6500244140625,1619.0,1521.75,1602.6500244140625,94856,2023-12-18
2023-12-25,1598.5137939453125,1601.800048828125,1650.8499755859375,1560.0,1567.6500244140625,179776,2023-12-25
2024-01-01,1602.7052001953125,1606.0,1634.949951171875,1572.050048828125,1620.0,122171,2024-01-01
2024-01-08,1493.6793212890625,1496.75,1612.0999755859375,1490.5999755859375,1606.0,140115,2024-01-08
2024-01-15,1464.1400146484375,1467.1500244140625,1496.75,1422.0,1496.75,126975,2024-01-15
2024-01-22,1362.4990234375,1365.300048828125,1467.1500244140625,1350.0,1467.1500244140625,157181,2024-01-22
2024-01-29,1328.269287109375,1331.0,1410.0,1308.4000244140625,1390.0,252017,2024-01-29
2024-02-05,1271.5360107421875,1274.1500244140625,1346.6500244140625,1260.550048828125,1346.6500244140625,138758,2024-02-05
2024-02-12,1224.1832275390625,1226.699951171875,1289.75,1215.0,1278.0,115007,2024-02-12
2024-02-19,1241.0985107421875,1243.6500244140625,1349.0,1224.9000244140625,1224.9000244140625,171869,2024-02-19
2024-02-26,1219.243408203125,1221.75,1279.0,1211.550048828125,1259.949951171875,139390,2024-02-26
2024-03-04,1193.1470947265625,1195.5999755859375,1248.0,1187.300048828125,1240.0,113480,2024-03-04
2024-03-11,1165.853271484375,1168.25,1248.0,1157.550048828125,1196.0,171238,2024-03-11
2024-03-18,1161.3125,1163.699951171875,1189.4000244140625,1130.0,1168.25,111836,2024-03-18
2024-03-25,1076.3870849609375,1078.5999755859375,1163.699951171875,1061.3499755859375,1163.699951171875,233739,2024-03-25
2024-04-01,1285.50732421875,1288.1500244140625,1304.0,1078.75,1078.75,254355,2024-04-01
2024-04-08,1264.0513916015625,1266.6500244140625,1320.0,1253.1500244140625,1299.0,88107,2024-04-08
2024-04-15,1212.6070556640625,1215.0999755859375,1274.0,1204.1500244140625,1253.0999755859375,61754,2024-04-15
2024-04-22,1237.356201171875,1239.9000244140625,1270.0999755859375,1225.0,1239.9000244140625,63075,2024-04-22
2024-04-29,1241.1484375,1243.699951171875,1255.0,1219.5999755859375,1239.9000244140625,39123,2024-04-29
2024-05-06,1148.9381103515625,1151.300048828125,1283.699951171875,1145.0,1238.0,77686,2024-05-06
2024-05-13,1114.80810546875,1117.0999755859375,1170.0,1089.0,1170.0,134279,2024-05-13
2024-05-20,1095.048828125,1097.300048828125,1153.0,1082.1500244140625,1100.0999755859375,146668,2024-05-20
2024-05-27,1031.629150390625,1033.75,1096.0,1030.0,1090.050048828125,316024,2024-05-27
2024-06-03,1024.9429931640625,1027.050048828125,1075.0,956.7000122070312,1075.0,300123,2024-06-03
2024-06-10,1018.1568603515625,1020.25,1056.0,999.0,1029.0,269941,2024-06-10
2024-06-17,1108.870361328125,1111.1500244140625,1222.0,1020.25,1020.25,588070,2024-06-17
2024-06-24,1102.6331787109375,1104.9000244140625,1147.050048828125,1084.449951171875,1113.5,151939,2024-06-24
2024-07-01,1168.1983642578125,1170.5999755859375,1185.0,1106.050048828125,1108.0,204427,2024-07-01
2024-07-08,1150.4847412109375,1152.8499755859375,1199.949951171875,1150.0,1184.0,158395,2024-07-08
2024-07-15,1077.5347900390625,1079.75,1183.0999755859375,1075.0,1152.0,119967,2024-07-15
2024-07-22,997.9484252929688,1000.0,1110.0,985.0,1079.75,381905,2024-07-22
2024-07-29,991.7611083984375,993.7999877929688,1015.5499877929688,984.9000244140625,1014.9000244140625,323941,2024-07-29
2024-08-05,986.322265625,988.3499755859375,994.4500122070312,953.0,991.0,198898,2024-08-05
2024-08-12,961.9723510742188,963.9500122070312,1004.0499877929688,945.7999877929688,1000.0,146318,2024-08-12
2024-08-19,1026.5894775390625,1028.699951171875,1046.0999755859375,960.0999755859375,960.0999755859375,307355,2024-08-19
2024-08-26,957.8807373046875,959.8499755859375,1049.0,955.0,1040.0,329069,2024-08-26
2024-09-02,970.9539184570312,972.9500122070312,1015.0,932.25,966.9500122070312,255620,2024-09-02
2024-09-09,973.9500122070312,973.9500122070312,980.0499877929688,954.9500122070312,976.9000244140625,182109,2024-09-09
2024-09-16,987.1500244140625,987.1500244140625,1005.4500122070312,958.0499877929688,973.9500122070312,290009,2024-09-16
2024-09-23,1026.75,1026.75,1102.0,990.0,995.0,1362636,2024-09-23
2024-09-30,1008.9000244140625,1008.9000244140625,1065.0,1000.0,1021.0,294542,2024-09-30
2024-10-07,1010.0499877929688,1010.0499877929688,1058.9000244140625,964.0,1025.0,335155,2024-10-07
2024-10-14,990.4000244140625,990.4000244140625,1014.1500244140625,963.7000122070312,1013.9500122070312,149533,2024-10-14
2024-10-21,914.9500122070312,914.9500122070312,995.4000244140625,907.5999755859375,995.4000244140625,188489,2024-10-21
2024-10-28,876.5999755859375,876.5999755859375,880.0,788.5,865.0,520959,2024-10-28
2024-11-04,905.4500122070312,905.4500122070312,944.4000244140625,848.5999755859375,870.0,226517,2024-11-04
2024-11-11,832.5499877929688,832.5499877929688,902.7999877929688,830.0499877929688,896.4000244140625,68008,2024-11-11
2024-11-18,824.5999755859375,824.5999755859375,852.1500244140625,796.0499877929688,835.9000244140625,77396,2024-11-18
2024-11-25,885.5,885.5,905.0,819.9500122070312,836.9500122070312,96684,2024-11-25
2024-12-02,895.0999755859375,895.0999755859375,911.9500122070312,863.9000244140625,885.5,81196,2024-12-02
2024-12-09,886.4000244140625,886.4000244140625,928.4500122070312,869.6500244140625,892.0,141128,2024-12-09
2024-12-16,843.1500244140625,843.1500244140625,890.7999877929688,835.0,886.4000244140625,56860,2024-12-16
2024-12-23,859.2000122070312,859.2000122070312,866.5,808.0,843.25,83871,2024-12-23
2024-12-30,913.4000244140625,913.4000244140625,940.9000244140625,841.4500122070312,869.0,226870,2024-12-30
2025-01-06,853.3499755859375,853.3499755859375,918.9000244140625,850.0499877929688,915.0,113450,2025-01-06
2025-01-13,861.6500244140625,861.6500244140625,870.5999755859375,797.0,850.0,87826,2025-01-13
2025-01-20,824.5499877929688,824.5499877929688,879.8499755859375,812.0,879.8499755859375,66007,2025-01-20
2025-01-27,789.0999755859375,789.0999755859375,836.5999755859375,769.9500122070312,822.0,168241,2025-01-27
2025-02-03,757.5499877929688,757.5499877929688,809.9500122070312,755.0,792.9000244140625,108916,2025-02-03
2025-02-10,695.25,695.25,802.5,678.0,757.5499877929688,688465,2025-02-10
2025-02-17,681.7000122070312,681.7000122070312,707.0,645.0,684.7999877929688,211630,2025-02-17
2025-02-24,691.8499755859375,691.8499755859375,734.0,660.0,691.9500122070312,223400,2025-02-24
2025-03-03,710.5499877929688,710.5499877929688,760.2000122070312,675.0,682.0,304556,2025-03-03
2025-03-10,637.0,637.0,731.0,631.0499877929688,713.9000244140625,182869,2025-03-10
2025-03-17,702.7000122070312,702.7000122070312,714.2999877929688,621.0,630.0,267655,2025-03-17
2025-03-24,677.1500244140625,677.1500244140625,746.25,671.0,706.4000244140625,315389,2025-03-24
2025-03-31,684.4000244140625,684.4000244140625,736.9500122070312,661.5,677.1500244140625,153408,2025-03-31
2025-04-07,695.0,695.0,704.5,633.5499877929688,663.9500122070312,97777,2025-04-07
2025-04-14,722.0,722.0,735.0,690.5,695.0,64396,2025-04-14
2025-04-21,725.5,725.5,783.0,713.75,722.0999755859375,158398,2025-04-21
2025-04-28,701.0999755859375,701.0999755859375,735.5,700.0499877929688,723.0,58491,2025-04-28
2025-05-05,738.6500244140625,738.6500244140625,818.0,672.0,691.9500122070312,1144727,2025-05-05
2025-05-12,769.0,769.0,787.4000244140625,748.8499755859375,754.1500244140625,158526,2025-05-12
2025-05-19,926.1500244140625,926.1500244140625,978.0,749.6500244140625,770.0,2282753,2025-05-19
2025-05-26,903.0999755859375,903.0999755859375,941.8499755859375,881.0,930.75,257418,2025-05-26
2025-06-02,932.75,932.75,972.0,892.4000244140625,907.4000244140625,407481,2025-06-02
2025-06-09,944.7999877929688,944.7999877929688,994.7999877929688,899.0,940.9500122070312,346788,2025-06-09
2025-06-16,917.3499755859375,917.3499755859375,957.0999755859375,886.0,941.0499877929688,184707,2025-06-16
2025-06-23,943.25,943.25,969.9000244140625,905.0,917.3499755859375,147491,2025-06-23
2025-06-30,1006.6500244140625,1006.6500244140625,1052.949951171875,943.5999755859375,946.0,566581,2025-06-30
2025-07-07,952.9500122070312,952.9500122070312,1007.2000122070312,925.0,1006.6500244140625,227545,2025-07-07
2025-07-14,928.0499877929688,928.0499877929688,955.6500244140625,919.75,952.9500122070312,64039,2025-07-14
