Date,Adj Close_INFY.NS,Close_INFY.NS,High_INFY.NS,Low_INFY.NS,Open_INFY.NS,Volume_INFY.NS,Date
2025-05-12,1567.84033203125,1589.9000244140625,1632.0,1532.0,1537.0,44817042,2025-05-12
2025-05-19,1543.088623046875,1564.800048828125,1587.199951171875,1540.0,1576.5,31354516,2025-05-19
2025-05-26,1541.0177001953125,1562.699951171875,1608.9000244140625,1555.0999755859375,1566.5999755859375,36326778,2025-05-26
2025-06-02,1563.800048828125,1563.800048828125,1568.9000244140625,1535.5999755859375,1560.0,26684778,2025-06-02
2025-06-09,1602.0,1602.0,1634.5999755859375,1570.199951171875,1578.0,39544426,2025-06-09
2025-06-16,1622.9000244140625,1622.9000244140625,1647.4000244140625,1597.0999755859375,1600.0,33194213,2025-06-16
2025-06-23,1608.0,1608.0,1629.5999755859375,1575.4000244140625,1601.0,39272702,2025-06-23
2025-06-30,1640.699951171875,1640.699951171875,1649.0,1594.0999755859375,1615.0,28798051,2025-06-30
2025-07-07,1594.9000244140625,1594.9000244140625,1646.199951171875,1563.0,1640.0,29187966,2025-07-07
2025-07-14,1585.5999755859375,1585.5999755859375,1603.5999755859375,1559.800048828125,1591.800048828125,16787393,2025-07-14
